"","WS_c1.which.mclass....5...1."
"1","AT1G01800"
"2","AT1G02120"
"3","AT1G02140"
"4","AT1G02305"
"5","AT1G02730"
"6","AT1G02900"
"7","AT1G03380"
"8","AT1G04440"
"9","AT1G04510"
"10","AT1G04690"
"11","AT1G04750"
"12","AT1G04780"
"13","AT1G04810"
"14","AT1G04980"
"15","AT1G05000"
"16","AT1G05347"
"17","AT1G05500"
"18","AT1G06002"
"19","AT1G06390"
"20","AT1G06700"
"21","AT1G06840"
"22","AT1G07210"
"23","AT1G07350"
"24","AT1G07510"
"25","AT1G07750"
"26","AT1G07810"
"27","AT1G08260"
"28","AT1G08420"
"29","AT1G08480"
"30","AT1G08510"
"31","AT1G08590"
"32","AT1G08592"
"33","AT1G08880"
"34","AT1G08930"
"35","AT1G09020"
"36","AT1G09140"
"37","AT1G09430"
"38","AT1G09740"
"39","AT1G09840"
"40","AT1G10130"
"41","AT1G10200"
"42","AT1G10410"
"43","AT1G10590"
"44","AT1G10760"
"45","AT1G10940"
"46","AT1G10960"
"47","AT1G11260"
"48","AT1G11310"
"49","AT1G11480"
"50","AT1G12120"
"51","AT1G12270"
"52","AT1G12310"
"53","AT1G12320"
"54","AT1G12360"
"55","AT1G13160"
"56","AT1G13300"
"57","AT1G13360"
"58","AT1G13420"
"59","AT1G13560"
"60","AT1G13640"
"61","AT1G13980"
"62","AT1G14000"
"63","AT1G14210"
"64","AT1G14570"
"65","AT1G14740"
"66","AT1G14870"
"67","AT1G14890"
"68","AT1G15120"
"69","AT1G15130"
"70","AT1G15740"
"71","AT1G15780"
"72","AT1G15910"
"73","AT1G16470"
"74","AT1G16560"
"75","AT1G16700"
"76","AT1G16860"
"77","AT1G17170"
"78","AT1G17190"
"79","AT1G17210"
"80","AT1G17370"
"81","AT1G17470"
"82","AT1G17500"
"83","AT1G17690"
"84","AT1G17860"
"85","AT1G17880"
"86","AT1G18150"
"87","AT1G18160"
"88","AT1G18210"
"89","AT1G18500"
"90","AT1G18590"
"91","AT1G18720"
"92","AT1G18840"
"93","AT1G18980"
"94","AT1G19450"
"95","AT1G19920"
"96","AT1G20050"
"97","AT1G20160"
"98","AT1G20200"
"99","AT1G20760"
"100","AT1G20850"
"101","AT1G20970"
"102","AT1G21380"
"103","AT1G21580"
"104","AT1G21900"
"105","AT1G21980"
"106","AT1G22060"
"107","AT1G22360"
"108","AT1G22440"
"109","AT1G22500"
"110","AT1G22620"
"111","AT1G22770"
"112","AT1G23030"
"113","AT1G23080"
"114","AT1G23310"
"115","AT1G23330"
"116","AT1G23870"
"117","AT1G24050"
"118","AT1G24170"
"119","AT1G25530"
"120","AT1G25550"
"121","AT1G26255"
"122","AT1G26270"
"123","AT1G26550"
"124","AT1G26830"
"125","AT1G27000"
"126","AT1G27020"
"127","AT1G27310"
"128","AT1G27320"
"129","AT1G27340"
"130","AT1G27760"
"131","AT1G28130"
"132","AT1G28340"
"133","AT1G28420"
"134","AT1G28580"
"135","AT1G28680"
"136","AT1G29025"
"137","AT1G29050"
"138","AT1G29250"
"139","AT1G29280"
"140","AT1G29310"
"141","AT1G29370"
"142","AT1G29400"
"143","AT1G29940"
"144","AT1G29950"
"145","AT1G30130"
"146","AT1G30440"
"147","AT1G30590"
"148","AT1G30880"
"149","AT1G31420"
"150","AT1G31780"
"151","AT1G32130"
"152","AT1G33050"
"153","AT1G33170"
"154","AT1G33410"
"155","AT1G33800"
"156","AT1G33980"
"157","AT1G34130"
"158","AT1G34190"
"159","AT1G34320"
"160","AT1G36050"
"161","AT1G36370"
"162","AT1G42970"
"163","AT1G43690"
"164","AT1G43890"
"165","AT1G47200"
"166","AT1G47550"
"167","AT1G47670"
"168","AT1G47710"
"169","AT1G47740"
"170","AT1G47900"
"171","AT1G48420"
"172","AT1G48480"
"173","AT1G49430"
"174","AT1G49580"
"175","AT1G49660"
"176","AT1G50290"
"177","AT1G50500"
"178","AT1G51340"
"179","AT1G51570"
"180","AT1G51590"
"181","AT1G51760"
"182","AT1G51830"
"183","AT1G52060"
"184","AT1G52740"
"185","AT1G52930"
"186","AT1G53280"
"187","AT1G53300"
"188","AT1G53500"
"189","AT1G53580"
"190","AT1G53645"
"191","AT1G53730"
"192","AT1G53840"
"193","AT1G53850"
"194","AT1G54490"
"195","AT1G54610"
"196","AT1G54630"
"197","AT1G54920"
"198","AT1G54970"
"199","AT1G54990"
"200","AT1G55330"
"201","AT1G55680"
"202","AT1G55690"
"203","AT1G55840"
"204","AT1G55890"
"205","AT1G56145"
"206","AT1G56220"
"207","AT1G56230"
"208","AT1G56570"
"209","AT1G56580"
"210","AT1G56700"
"211","AT1G58030"
"212","AT1G58080"
"213","AT1G58110"
"214","AT1G58250"
"215","AT1G59580"
"216","AT1G60140"
"217","AT1G60170"
"218","AT1G60420"
"219","AT1G60710"
"220","AT1G60900"
"221","AT1G61100"
"222","AT1G61250"
"223","AT1G61850"
"224","AT1G61890"
"225","AT1G62180"
"226","AT1G62790"
"227","AT1G62800"
"228","AT1G63690"
"229","AT1G63810"
"230","AT1G64040"
"231","AT1G64060"
"232","AT1G64200"
"233","AT1G64230"
"234","AT1G64530"
"235","AT1G64550"
"236","AT1G64720"
"237","AT1G65220"
"238","AT1G65580"
"239","AT1G66150"
"240","AT1G66800"
"241","AT1G67140"
"242","AT1G67480"
"243","AT1G67870"
"244","AT1G68440"
"245","AT1G69070"
"246","AT1G69410"
"247","AT1G69420"
"248","AT1G69510"
"249","AT1G69530"
"250","AT1G69850"
"251","AT1G69960"
"252","AT1G70160"
"253","AT1G70300"
"254","AT1G70330"
"255","AT1G70410"
"256","AT1G70730"
"257","AT1G71110"
"258","AT1G71410"
"259","AT1G71860"
"260","AT1G71980"
"261","AT1G72320"
"262","AT1G72440"
"263","AT1G72500"
"264","AT1G72750"
"265","AT1G73180"
"266","AT1G73430"
"267","AT1G73600"
"268","AT1G74090"
"269","AT1G74230"
"270","AT1G74270"
"271","AT1G74460"
"272","AT1G74560"
"273","AT1G74720"
"274","AT1G75220"
"275","AT1G75270"
"276","AT1G75540"
"277","AT1G75630"
"278","AT1G75840"
"279","AT1G76140"
"280","AT1G76200"
"281","AT1G76400"
"282","AT1G76550"
"283","AT1G76680"
"284","AT1G76850"
"285","AT1G76878"
"286","AT1G76900"
"287","AT1G77130"
"288","AT1G77330"
"289","AT1G77510"
"290","AT1G77550"
"291","AT1G77610"
"292","AT1G77690"
"293","AT1G78150"
"294","AT1G78240"
"295","AT1G78680"
"296","AT1G78850"
"297","AT1G78860"
"298","AT1G78880"
"299","AT1G79270"
"300","AT1G79440"
"301","AT1G79470"
"302","AT1G80230"
"303","AT1G80240"
"304","AT1G80270"
"305","AT1G80300"
"306","AT1G80360"
"307","AT1G80600"
"308","AT1G80790"
"309","AT1G80920"
"310","AT2G01450"
"311","AT2G01470"
"312","AT2G01490"
"313","AT2G01600"
"314","AT2G01690"
"315","AT2G01910"
"316","AT2G02040"
"317","AT2G02050"
"318","AT2G02180"
"319","AT2G02510"
"320","AT2G02760"
"321","AT2G02870"
"322","AT2G03240"
"323","AT2G03640"
"324","AT2G04160"
"325","AT2G04520"
"326","AT2G04755"
"327","AT2G05840"
"328","AT2G06050"
"329","AT2G06530"
"330","AT2G06850"
"331","AT2G12400"
"332","AT2G13820"
"333","AT2G14120"
"334","AT2G14170"
