"","X","WS_c1.which.mclass....6...1."
"3062",3062,"AT4G31000"
"645",645,"AT1G48570"
"2823",2823,"AT4G16790"
"1759",1759,"AT2G45880"
"1745",1745,"AT2G44820"
"1092",1092,"AT1G77720"
"2979",2979,"AT4G26860"
"3816",3816,"AT5G43270"
"1026",1026,"AT1G74320"
"669",669,"AT1G50260"
"2799",2799,"AT4G15570"
"3220",3220,"AT4G40010"
"2242",2242,"AT3G28910"
"3447",3447,"AT5G13800"
"2244",2244,"AT3G29034"
"118",118,"AT1G06515"
"1744",1744,"AT2G44760"
"3791",3791,"AT5G41340"
"377",377,"AT1G20610"
"1648",1648,"AT2G39795"
"1167",1167,"AT2G02470"
"1903",1903,"AT3G07565"
"2936",2936,"AT4G23885"
"2117",2117,"AT3G20130"
"3969",3969,"AT5G52180"
"1013",1013,"AT1G73680"
"2445",2445,"AT3G54900"
"3414",3414,"AT5G11450"
"225",225,"AT1G11905"
"3660",3660,"AT5G26610"
"4075",4075,"AT5G59560"
"2788",2788,"AT4G15260"
"3384",3384,"AT5G09350"
"2477",2477,"AT3G56740"
"2623",2623,"AT4G01730"
"2106",2106,"AT3G19570"
"3347",3347,"AT5G07570"
"1501",1501,"AT2G31090"
"1704",1704,"AT2G42670"
"910",910,"AT1G67830"
"2185",2185,"AT3G24570"
"2036",2036,"AT3G14830"
"2305",2305,"AT3G47300"
"117",117,"AT1G06380"
"3198",3198,"AT4G38230"
"2387",2387,"AT3G52040"
"3859",3859,"AT5G46150"
"3801",3801,"AT5G42140"
"175",175,"AT1G09290"
"2557",2557,"AT3G61830"
"1522",1522,"AT2G32400"
"2765",2765,"AT4G14220"
"742",742,"AT1G54770"
"266",266,"AT1G14220"
"976",976,"AT1G71695"
"2331",2331,"AT3G48570"
"153",153,"AT1G08315"
"3576",3576,"AT5G20180"
"952",952,"AT1G70000"
"830",830,"AT1G62610"
"2098",2098,"AT3G18910"
"3473",3473,"AT5G14940"
"2412",2412,"AT3G53380"
"2755",2755,"AT4G13620"
"2973",2973,"AT4G26310"
"508",508,"AT1G29970"
"1981",1981,"AT3G11880"
"1872",1872,"AT3G06030"
"3998",3998,"AT5G54140"
"3636",3636,"AT5G24470"
"4142",4142,"AT5G63670"
"1782",1782,"AT2G47400"
"617",617,"AT1G45207"
"2448",2448,"AT3G55005"
"4171",4171,"AT5G65280"
"2428",2428,"AT3G54180"
"119",119,"AT1G06570"
"826",826,"AT1G62310"
"3478",3478,"AT5G15150"
"300",300,"AT1G15970"
"3897",3897,"AT5G47980"
"399",399,"AT1G22170"
"2813",2813,"AT4G16330"
"2901",2901,"AT4G21820"
"253",253,"AT1G13610"
"3534",3534,"AT5G18370"
"106",106,"AT1G05562"
"3360",3360,"AT5G08020"
"2761",2761,"AT4G13990"
"2077",2077,"AT3G17365"
"3590",3590,"AT5G21930"
"868",868,"AT1G64960"
"1663",1663,"AT2G40640"
"2575",2575,"AT3G63190"
"875",875,"AT1G65320"
"3787",3787,"AT5G41220"
"2553",2553,"AT3G61750"
"1506",1506,"AT2G31340"
"3016",3016,"AT4G28410"
"696",696,"AT1G51790"
"1193",1193,"AT2G04230"
"66",66,"AT1G03920"
"998",998,"AT1G72860"
"647",647,"AT1G48870"
"168",168,"AT1G08980"
"2759",2759,"AT4G13970"
"644",644,"AT1G48550"
"2073",2073,"AT3G17040"
"1117",1117,"AT1G79050"
"859",859,"AT1G64620"
"2596",2596,"AT4G00480"
"2248",2248,"AT3G29185"
"3086",3086,"AT4G32350"
"3875",3875,"AT5G47110"
"706",706,"AT1G52500"
"4051",4051,"AT5G58250"
"1468",1468,"AT2G28990"
"2826",2826,"AT4G16900"
"3746",3746,"AT5G39360"
"3324",3324,"AT5G06330"
"2413",2413,"AT3G53400"
"1660",1660,"AT2G40320"
"2462",2462,"AT3G55950"
"3939",3939,"AT5G50740"
"1488",1488,"AT2G30530"
"3364",3364,"AT5G08139"
"4160",4160,"AT5G64700"
"739",739,"AT1G54520"
"3354",3354,"AT5G07820"
"4050",4050,"AT5G58210"
"171",171,"AT1G09053"
"2203",2203,"AT3G26340"
"2455",2455,"AT3G55605"
"3026",3026,"AT4G28990"
"814",814,"AT1G61370"
"3322",3322,"AT5G06290"
"458",458,"AT1G26730"
"2403",2403,"AT3G52900"
"401",401,"AT1G22220"
"894",894,"AT1G67150"
"1790",1790,"AT2G47840"
"3584",3584,"AT5G20930"
"3905",3905,"AT5G48520"
"973",973,"AT1G71528"
"1496",1496,"AT2G30910"
"1270",1270,"AT2G17220"
"2549",2549,"AT3G61620"
"1129",1129,"AT1G79840"
"3555",3555,"AT5G19370"
"4114",4114,"AT5G62290"
"4167",4167,"AT5G65140"
"906",906,"AT1G67690"
"390",390,"AT1G21650"
"1330",1330,"AT2G20650"
"2272",2272,"AT3G44150"
"4180",4180,"AT5G66010"
"3058",3058,"AT4G30900"
"2500",2500,"AT3G58130"
"3803",3803,"AT5G42470"
"2551",2551,"AT3G61640"
"3688",3688,"AT5G28220"
"1691",1691,"AT2G42120"
"672",672,"AT1G50420"
"2916",2916,"AT4G22780"
"2134",2134,"AT3G21180"
"1056",1056,"AT1G75980"
"1074",1074,"AT1G76860"
"2833",2833,"AT4G17030"
"1817",1817,"AT3G02875"
"1671",1671,"AT2G41020"
"1776",1776,"AT2G47090"
"353",353,"AT1G19190"
"583",583,"AT1G34630"
"245",245,"AT1G12990"
"1850",1850,"AT3G04750"
"1626",1626,"AT2G38610"
"3777",3777,"AT5G40970"
"3435",3435,"AT5G13090"
"4172",4172,"AT5G65450"
"1778",1778,"AT2G47140"
"3912",3912,"AT5G48830"
"3247",3247,"AT5G02260"
"386",386,"AT1G21140"
"3323",3323,"AT5G06300"
"1986",1986,"AT3G12100"
"2679",2679,"AT4G05180"
"1899",1899,"AT3G07310"
"4048",4048,"AT5G58003"
"3864",3864,"AT5G46550"
"3344",3344,"AT5G07322"
"95",95,"AT1G04960"
"628",628,"AT1G47970"
"2657",2657,"AT4G03960"
"2333",2333,"AT3G48920"
"1552",1552,"AT2G34050"
"1517",1517,"AT2G32220"
"501",501,"AT1G29300"
"3873",3873,"AT5G47090"
"2282",2282,"AT3G44890"
"2444",2444,"AT3G54870"
"2109",2109,"AT3G19790"
"231",231,"AT1G12350"
"4169",4169,"AT5G65180"
"3366",3366,"AT5G08200"
"1422",1422,"AT2G26270"
"1091",1091,"AT1G77710"
"101",101,"AT1G05190"
"1408",1408,"AT2G25650"
"1616",1616,"AT2G37678"
"2489",2489,"AT3G57540"
"287",287,"AT1G15390"
"4198",4198,"AT5G67390"
"2474",2474,"AT3G56620"
"2096",2096,"AT3G18790"
"2238",2238,"AT3G28030"
"2703",2703,"AT4G09140"
"505",505,"AT1G29750"
"3531",3531,"AT5G18245"
"2023",2023,"AT3G13910"
"1932",1932,"AT3G09210"
"962",962,"AT1G70690"
"3256",3256,"AT5G02830"
"2881",2881,"AT4G20780"
"635",635,"AT1G48315"
"2832",2832,"AT4G17020"
"216",216,"AT1G11430"
"1181",1181,"AT2G03440"
"2298",2298,"AT3G46790"
"3006",3006,"AT4G28050"
"1551",1551,"AT2G33990"
"2228",2228,"AT3G27340"
"3031",3031,"AT4G29230"
"105",105,"AT1G05560"
"2942",2942,"AT4G24500"
"3454",3454,"AT5G14020"
"48",48,"AT1G03260"
"2434",2434,"AT3G54420"
"2974",2974,"AT4G26430"
"760",760,"AT1G55930"
"2251",2251,"AT3G29400"
"113",113,"AT1G06060"
"1185",1185,"AT2G03667"
"3098",3098,"AT4G32870"
"1882",1882,"AT3G06430"
"3451",3451,"AT5G13970"
"3757",3757,"AT5G40140"
"2292",2292,"AT3G46130"
"1144",1144,"AT1G80640"
"4143",4143,"AT5G63700"
"3180",3180,"AT4G37310"
"3009",3009,"AT4G28190"
"1416",1416,"AT2G26030"
"2876",2876,"AT4G20310"
"439",439,"AT1G25390"
"214",214,"AT1G11380"
"3292",3292,"AT5G04370"
"55",55,"AT1G03550"
"1315",1315,"AT2G19860"
"461",461,"AT1G26810"
"241",241,"AT1G12770"
"3283",3283,"AT5G03910"
"1267",1267,"AT2G17030"
"1914",1914,"AT3G07900"
"4095",4095,"AT5G60750"
"1504",1504,"AT2G31270"
"1391",1391,"AT2G24820"
"3081",3081,"AT4G32050"
"2168",2168,"AT3G23470"
"565",565,"AT1G33270"
"2326",2326,"AT3G48330"
"160",160,"AT1G08500"
"2753",2753,"AT4G13370"
"3805",3805,"AT5G42560"
"1740",1740,"AT2G44510"
"1620",1620,"AT2G38090"
"541",541,"AT1G31860"
"3153",3153,"AT4G35870"
"1766",1766,"AT2G46200"
"911",911,"AT1G67840"
"741",741,"AT1G54740"
"371",371,"AT1G20270"
"3236",3236,"AT5G01732"
"3105",3105,"AT4G33350"
"1562",1562,"AT2G34640"
"4077",4077,"AT5G59680"
"4132",4132,"AT5G63080"
"463",463,"AT1G26960"
"2988",2988,"AT4G27540"
"2967",2967,"AT4G26060"
"134",134,"AT1G07170"
"3084",3084,"AT4G32270"
"4019",4019,"AT5G56260"
"891",891,"AT1G66750"
"343",343,"AT1G18550"
"2801",2801,"AT4G15760"
"1801",1801,"AT3G02030"
"525",525,"AT1G30720"
"497",497,"AT1G29040"
"1154",1154,"AT2G01120"
"2767",2767,"AT4G14330"
"1930",1930,"AT3G09035"
"3345",3345,"AT5G07390"
"2838",2838,"AT4G17300"
"2643",2643,"AT4G02800"
"886",886,"AT1G66240"
"2319",2319,"AT3G47980"
"3052",3052,"AT4G30710"
"2221",2221,"AT3G26850"
"1314",1314,"AT2G19720"
"2112",2112,"AT3G19990"
"2498",2498,"AT3G57980"
"3809",3809,"AT5G42825"
"568",568,"AT1G33415"
"367",367,"AT1G19960"
"397",397,"AT1G22040"
"2130",2130,"AT3G20960"
"3924",3924,"AT5G49540"
"1302",1302,"AT2G19090"
"3223",3223,"AT5G01060"
"846",846,"AT1G63610"
"1750",1750,"AT2G45310"
"477",477,"AT1G27680"
"515",515,"AT1G30320"
"2831",2831,"AT4G17010"
"2695",2695,"AT4G08470"
"1935",1935,"AT3G09360"
"1513",1513,"AT2G31890"
"3074",3074,"AT4G31540"
"3728",3728,"AT5G37930"
"226",226,"AT1G11940"
"864",864,"AT1G64850"
"1546",1546,"AT2G33400"
"2539",2539,"AT3G61160"
"1655",1655,"AT2G40113"
"2046",2046,"AT3G15290"
"3089",3089,"AT4G32670"
"581",581,"AT1G34418"
"3779",3779,"AT5G41000"
"3100",3100,"AT4G32930"
"1858",1858,"AT3G05160"
"507",507,"AT1G29800"
"3830",3830,"AT5G44370"
"1105",1105,"AT1G78590"
"3072",3072,"AT4G31410"
"2686",2686,"AT4G06685"
"2872",2872,"AT4G19900"
"304",304,"AT1G16070"
"2521",2521,"AT3G59780"
"1670",1670,"AT2G41000"
"4100",4100,"AT5G61220"
"4015",4015,"AT5G55990"
"3370",3370,"AT5G08510"
"831",831,"AT1G62730"
"542",542,"AT1G32060"
"2772",2772,"AT4G14560"
"1290",1290,"AT2G18560"
"3258",3258,"AT5G02860"
"2372",2372,"AT3G51350"
"2520",2520,"AT3G59650"
"1335",1335,"AT2G20840"
"4021",4021,"AT5G56460"
"7",7,"AT1G01180"
"1852",1852,"AT3G04970"
"612",612,"AT1G44960"
"2597",2597,"AT4G00490"
"2963",2963,"AT4G25770"
"3760",3760,"AT5G40270"
"1893",1893,"AT3G07030"
"181",181,"AT1G09490"
"1757",1757,"AT2G45770"
"3560",3560,"AT5G19570"
"3624",3624,"AT5G23920"
"18",18,"AT1G01770"
"1708",1708,"AT2G42920"
"2940",2940,"AT4G24210"
"1263",1263,"AT2G16850"
"2563",2563,"AT3G62190"
"3898",3898,"AT5G48250"
"2803",2803,"AT4G15830"
"12",12,"AT1G01440"
"2069",2069,"AT3G16700"
"590",590,"AT1G36180"
"3558",3558,"AT5G19480"
"1688",1688,"AT2G41980"
"1928",1928,"AT3G08950"
"3054",3054,"AT4G30750"
"1908",1908,"AT3G07720"
"3342",3342,"AT5G07140"
"3699",3699,"AT5G33300"
"1385",1385,"AT2G24545"
"3512",3512,"AT5G17070"
"1530",1530,"AT2G32710"
"2054",2054,"AT3G15550"
"1065",1065,"AT1G76350"
"1490",1490,"AT2G30570"
"2135",2135,"AT3G21260"
"83",83,"AT1G04503"
"1947",1947,"AT3G09920"
"3446",3446,"AT5G13760"
"3930",3930,"AT5G49960"
"1377",1377,"AT2G24090"
"1856",1856,"AT3G05100"
"791",791,"AT1G59600"
"1497",1497,"AT2G30920"
"1849",1849,"AT3G04590"
"2479",2479,"AT3G56840"
"1008",1008,"AT1G73310"
"2800",2800,"AT4G15730"
"3472",3472,"AT5G14930"
"502",502,"AT1G29357"
"478",478,"AT1G27690"
"643",643,"AT1G48520"
"378",378,"AT1G20650"
"3620",3620,"AT5G23690"
"877",877,"AT1G65470"
"121",121,"AT1G06590"
"3297",3297,"AT5G04895"
"1042",1042,"AT1G75020"
"3727",3727,"AT5G37710"
"1272",1272,"AT2G17280"
"2522",2522,"AT3G59980"
"4136",4136,"AT5G63410"
"2890",2890,"AT4G21326"
"2026",2026,"AT3G14075"
"4199",4199,"AT5G67440"
"125",125,"AT1G06730"
"179",179,"AT1G09440"
"1218",1218,"AT2G06025"
"1554",1554,"AT2G34140"
"2483",2483,"AT3G57080"
"2620",2620,"AT4G01630"
"2209",2209,"AT3G26580"
"1605",1605,"AT2G37020"
"2898",2898,"AT4G21534"
"321",321,"AT1G17160"
"2569",2569,"AT3G62630"
"244",244,"AT1G12970"
"1003",1003,"AT1G73060"
"1693",1693,"AT2G42240"
"4125",4125,"AT5G62865"
"3056",3056,"AT4G30825"
"3195",3195,"AT4G38062"
"1399",1399,"AT2G25100"
"1443",1443,"AT2G27490"
"29",29,"AT1G02290"
"686",686,"AT1G51390"
"404",404,"AT1G22310"
"3679",3679,"AT5G27710"
"974",974,"AT1G71530"
"2380",2380,"AT3G51780"
"603",603,"AT1G44110"
"3635",3635,"AT5G24460"
"32",32,"AT1G02360"
"3044",3044,"AT4G30340"
"3607",3607,"AT5G22950"
"2033",2033,"AT3G14560"
"2972",2972,"AT4G26270"
"937",937,"AT1G69330"
"2142",2142,"AT3G21420"
"3530",3530,"AT5G18200"
"727",727,"AT1G53800"
"917",917,"AT1G68160"
"317",317,"AT1G16930"
"2294",2294,"AT3G46210"
"4066",4066,"AT5G59140"
"2746",2746,"AT4G12620"
"10",10,"AT1G01290"
"3474",3474,"AT5G14970"
"4105",4105,"AT5G61760"
"2281",2281,"AT3G44850"
"755",755,"AT1G55760"
"789",789,"AT1G59540"
"3102",3102,"AT4G33050"
"2929",2929,"AT4G23530"
"1262",1262,"AT2G16790"
"4068",4068,"AT5G59250"
"4147",4147,"AT5G64040"
"2533",2533,"AT3G60680"
"3038",3038,"AT4G29910"
"3373",3373,"AT5G08650"
"3874",3874,"AT5G47100"
"1741",1741,"AT2G44525"
"61",61,"AT1G03770"
"2902",2902,"AT4G21880"
"4",4,"AT1G01080"
"25",25,"AT1G02050"
"3964",3964,"AT5G51960"
"2667",2667,"AT4G04750"
"3243",3243,"AT5G02010"
"578",578,"AT1G34340"
"4177",4177,"AT5G65840"
"4203",4203,"AT5G67580"
"2268",2268,"AT3G43540"
"3192",3192,"AT4G37900"
"885",885,"AT1G66020"
"2398",2398,"AT3G52720"
"1087",1087,"AT1G77580"
"3885",3885,"AT5G47530"
"3486",3486,"AT5G15510"
"2827",2827,"AT4G16970"
"4035",4035,"AT5G57410"
"4188",4188,"AT5G66820"
"1021",1021,"AT1G73875"
"2102",2102,"AT3G19360"
"2956",2956,"AT4G25410"
"3073",3073,"AT4G31530"
"1478",1478,"AT2G29990"
"2547",2547,"AT3G61570"
"3173",3173,"AT4G37020"
"1006",1006,"AT1G73270"
"3367",3367,"AT5G08340"
"3744",3744,"AT5G38940"
"3325",3325,"AT5G06340"
"1687",1687,"AT2G41970"
"3725",3725,"AT5G37630"
"979",979,"AT1G71920"
"3544",3544,"AT5G18770"
"687",687,"AT1G51560"
"2878",2878,"AT4G20340"
"1720",1720,"AT2G43670"
"1941",1941,"AT3G09735"
"2862",2862,"AT4G19003"
"1537",1537,"AT2G33051"
"2552",2552,"AT3G61740"
"1885",1885,"AT3G06680"
"252",252,"AT1G13570"
"1836",1836,"AT3G03870"
"1742",1742,"AT2G44640"
"2119",2119,"AT3G20460"
"865",865,"AT1G64860"
"3750",3750,"AT5G39785"
"2688",2688,"AT4G07950"
"1697",1697,"AT2G42350"
"1078",1078,"AT1G77000"
"1173",1173,"AT2G02910"
"1853",1853,"AT3G05010"
"1465",1465,"AT2G28930"
"4086",4086,"AT5G60030"
"4122",4122,"AT5G62620"
"63",63,"AT1G03840"
"1096",1096,"AT1G77885"
"3424",3424,"AT5G12190"
"3895",3895,"AT5G47960"
"1126",1126,"AT1G79710"
"1966",1966,"AT3G11040"
"1627",1627,"AT2G38620"
"1088",1088,"AT1G77620"
"4161",4161,"AT5G64730"
"1373",1373,"AT2G23770"
"128",128,"AT1G06850"
"2809",2809,"AT4G16140"
"586",586,"AT1G35340"
"4135",4135,"AT5G63280"
"1130",1130,"AT1G79850"
"1839",1839,"AT3G03980"
"4200",4200,"AT5G67460"
"79",79,"AT1G04260"
"1877",1877,"AT3G06210"
"3723",3723,"AT5G37530"
"2712",2712,"AT4G10070"
"2897",2897,"AT4G21530"
"2941",2941,"AT4G24230"
"3395",3395,"AT5G10110"
"2722",2722,"AT4G11060"
"1318",1318,"AT2G20020"
"3999",3999,"AT5G54260"
"3813",3813,"AT5G43150"
"2127",2127,"AT3G20820"
"1123",1123,"AT1G79490"
"879",879,"AT1G65690"
"255",255,"AT1G13710"
"2230",2230,"AT3G27400"
"69",69,"AT1G04000"
"2394",2394,"AT3G52380"
"3418",3418,"AT5G11760"
"1779",1779,"AT2G47310"
"1825",1825,"AT3G03320"
"1038",1038,"AT1G74850"
"582",582,"AT1G34470"
"2301",2301,"AT3G46940"
"1187",1187,"AT2G03690"
"2022",2022,"AT3G13840"
"1082",1082,"AT1G77320"
"3536",3536,"AT5G18490"
"325",325,"AT1G17300"
"3976",3976,"AT5G52410"
"795",795,"AT1G59940"
"1393",1393,"AT2G24945"
"531",531,"AT1G31175"
"1558",1558,"AT2G34355"
"1907",1907,"AT3G07650"
"3852",3852,"AT5G45670"
"2690",2690,"AT4G08160"
"1411",1411,"AT2G25830"
"472",472,"AT1G27460"
"1398",1398,"AT2G25090"
"2070",2070,"AT3G16740"
"3974",3974,"AT5G52370"
"1535",1535,"AT2G32980"
"78",78,"AT1G04240"
"1953",1953,"AT3G10300"
"3734",3734,"AT5G38380"
"3632",3632,"AT5G24340"
"4111",4111,"AT5G62180"
"670",670,"AT1G50300"
"3762",3762,"AT5G40300"
"3585",3585,"AT5G20980"
"2362",2362,"AT3G50790"
"3950",3950,"AT5G51510"
"3709",3709,"AT5G35995"
"1166",1166,"AT2G02400"
"1046",1046,"AT1G75440"
"1316",1316,"AT2G19870"
"1124",1124,"AT1G79520"
"1597",1597,"AT2G36340"
"721",721,"AT1G53460"
"870",870,"AT1G65040"
"3720",3720,"AT5G37350"
"72",72,"AT1G04030"
"400",400,"AT1G22180"
"4155",4155,"AT5G64560"
"408",408,"AT1G22650"
"898",898,"AT1G67410"
"3995",3995,"AT5G54080"
"4009",4009,"AT5G55125"
"2041",2041,"AT3G15030"
"19",19,"AT1G01780"
"874",874,"AT1G65295"
"382",382,"AT1G20930"
"1739",1739,"AT2G44440"
"1571",1571,"AT2G35060"
"3439",3439,"AT5G13290"
"2613",2613,"AT4G01220"
"986",986,"AT1G72175"
"1640",1640,"AT2G39200"
"3124",3124,"AT4G34280"
"3455",3455,"AT5G14080"
"2111",2111,"AT3G19895"
"1532",1532,"AT2G32800"
"1482",1482,"AT2G30160"
"2409",2409,"AT3G53270"
"3658",3658,"AT5G25940"
"96",96,"AT1G04985"
"3892",3892,"AT5G47790"
"2919",2919,"AT4G22850"
"4106",4106,"AT5G61810"
"1182",1182,"AT2G03450"
"2561",2561,"AT3G62080"
"1994",1994,"AT3G12502"
"163",163,"AT1G08780"
"2245",2245,"AT3G29035"
"3506",3506,"AT5G16690"
"1690",1690,"AT2G42080"
"3476",3476,"AT5G15070"
"2350",2350,"AT3G50080"
"3131",3131,"AT4G34830"
"3385",3385,"AT5G09420"
"2141",2141,"AT3G21400"
"897",897,"AT1G67320"
"3444",3444,"AT5G13610"
"573",573,"AT1G33970"
"2558",2558,"AT3G61870"
"476",476,"AT1G27620"
"1031",1031,"AT1G74500"
"3918",3918,"AT5G49100"
"333",333,"AT1G17780"
"1539",1539,"AT2G33250"
"3502",3502,"AT5G16560"
"901",901,"AT1G67560"
"1639",1639,"AT2G39140"
"3002",3002,"AT4G27940"
"2550",2550,"AT3G61630"
"455",455,"AT1G26450"
"1184",1184,"AT2G03620"
"2460",2460,"AT3G55840"
"3000",3000,"AT4G27880"
"192",192,"AT1G10350"
"1361",1361,"AT2G22590"
"374",374,"AT1G20410"
"311",311,"AT1G16370"
"3024",3024,"AT4G28830"
"3971",3971,"AT5G52230"
"915",915,"AT1G68010"
"719",719,"AT1G53350"
"2525",2525,"AT3G60110"
"2006",2006,"AT3G13062"
"2299",2299,"AT3G46900"
"1604",1604,"AT2G36990"
"1735",1735,"AT2G44260"
"3784",3784,"AT5G41120"
"1380",1380,"AT2G24330"
"500",500,"AT1G29220"
"1363",1363,"AT2G22740"
"3018",3018,"AT4G28550"
"2837",2837,"AT4G17250"
"39",39,"AT1G02880"
"3847",3847,"AT5G45330"
"1107",1107,"AT1G78650"
"797",797,"AT1G59980"
"1662",1662,"AT2G40630"
"1417",1417,"AT2G26070"
"1724",1724,"AT2G43945"
"3708",3708,"AT5G35930"
"312",312,"AT1G16540"
"89",89,"AT1G04790"
"3004",3004,"AT4G27970"
"3712",3712,"AT5G36250"
"2882",2882,"AT4G20910"
"3674",3674,"AT5G27490"
"2050",2050,"AT3G15356"
"1207",1207,"AT2G05070"
"1338",1338,"AT2G20930"
"1357",1357,"AT2G22420"
"332",332,"AT1G17730"
"1325",1325,"AT2G20490"
"3197",3197,"AT4G38100"
"1945",1945,"AT3G09890"
"761",761,"AT1G55940"
"40",40,"AT1G02910"
"3973",3973,"AT5G52310"
"3388",3388,"AT5G09740"
"87",87,"AT1G04710"
"1421",1421,"AT2G26240"
"1284",1284,"AT2G18400"
"1194",1194,"AT2G04235"
"1453",1453,"AT2G28160"
"2080",2080,"AT3G17790"
"3516",3516,"AT5G17400"
"1240",1240,"AT2G15220"
"1940",1940,"AT3G09710"
"2103",2103,"AT3G19430"
"2099",2099,"AT3G18930"
"3664",3664,"AT5G26910"
"557",557,"AT1G32860"
"1528",1528,"AT2G32510"
"215",215,"AT1G11420"
"3736",3736,"AT5G38460"
"683",683,"AT1G51140"
"3491",3491,"AT5G15750"
"3888",3888,"AT5G47650"
"292",292,"AT1G15540"
"3986",3986,"AT5G53280"
"3850",3850,"AT5G45560"
"425",425,"AT1G23850"
"2760",2760,"AT4G13980"
"1816",1816,"AT3G02860"
"3901",3901,"AT5G48340"
"658",658,"AT1G49730"
"1793",1793,"AT3G01170"
"2865",2865,"AT4G19350"
"3419",3419,"AT5G11910"
"1487",1487,"AT2G30460"
"2161",2161,"AT3G22680"
"2059",2059,"AT3G15850"
"1304",1304,"AT2G19180"
"1386",1386,"AT2G24600"
"396",396,"AT1G22030"
"3890",3890,"AT5G47710"
"1678",1678,"AT2G41370"
"4046",4046,"AT5G57950"
"1291",1291,"AT2G18740"
"115",115,"AT1G06130"
"969",969,"AT1G71240"
"3846",3846,"AT5G45300"
"2357",2357,"AT3G50630"
"2601",2601,"AT4G00650"
"908",908,"AT1G67710"
"406",406,"AT1G22540"
"2660",2660,"AT4G04350"
"2991",2991,"AT4G27630"
"3767",3767,"AT5G40610"
"1518",1518,"AT2G32250"
"2814",2814,"AT4G16390"
"3521",3521,"AT5G17610"
"2095",2095,"AT3G18760"
"1975",1975,"AT3G11620"
"1445",1445,"AT2G27680"
"654",654,"AT1G49450"
"1878",1878,"AT3G06240"
"191",191,"AT1G10320"
"640",640,"AT1G48380"
"2239",2239,"AT3G28040"
"1222",1222,"AT2G07170"
"1286",1286,"AT2G18450"
"806",806,"AT1G60660"
"3278",3278,"AT5G03840"
"1718",1718,"AT2G43260"
"2810",2810,"AT4G16141"
"164",164,"AT1G08840"
"2889",2889,"AT4G21270"
"3118",3118,"AT4G34020"
"1237",1237,"AT2G14680"
"2436",2436,"AT3G54610"
"1474",1474,"AT2G29710"
"1281",1281,"AT2G18193"
"2610",2610,"AT4G00940"
"887",887,"AT1G66250"
"1362",1362,"AT2G22620"
"487",487,"AT1G28140"
"218",218,"AT1G11475"
"3069",3069,"AT4G31310"
"364",364,"AT1G19860"
"990",990,"AT1G72360"
"629",629,"AT1G48050"
