"","WS_c1.which.mclass....3...1."
"1","AT1G01140"
"2","AT1G01170"
"3","AT1G01200"
"4","AT1G01225"
"5","AT1G01370"
"6","AT1G01453"
"7","AT1G01480"
"8","AT1G01500"
"9","AT1G01570"
"10","AT1G01580"
"11","AT1G01660"
"12","AT1G01670"
"13","AT1G01690"
"14","AT1G01740"
"15","AT1G01760"
"16","AT1G01860"
"17","AT1G01900"
"18","AT1G01970"
"19","AT1G02020"
"20","AT1G02160"
"21","AT1G02260"
"22","AT1G02300"
"23","AT1G02310"
"24","AT1G02390"
"25","AT1G02420"
"26","AT1G02460"
"27","AT1G02475"
"28","AT1G02670"
"29","AT1G02680"
"30","AT1G02740"
"31","AT1G02750"
"32","AT1G02950"
"33","AT1G02970"
"34","AT1G03010"
"35","AT1G03100"
"36","AT1G03130"
"37","AT1G03180"
"38","AT1G03270"
"39","AT1G03410"
"40","AT1G03440"
"41","AT1G03470"
"42","AT1G03495"
"43","AT1G03600"
"44","AT1G03620"
"45","AT1G03630"
"46","AT1G03700"
"47","AT1G03760"
"48","AT1G03950"
"49","AT1G04117"
"50","AT1G04183"
"51","AT1G04310"
"52","AT1G04350"
"53","AT1G04420"
"54","AT1G04463"
"55","AT1G04490"
"56","AT1G04513"
"57","AT1G04555"
"58","AT1G04570"
"59","AT1G04580"
"60","AT1G04610"
"61","AT1G04620"
"62","AT1G04635"
"63","AT1G04640"
"64","AT1G04647"
"65","AT1G04650"
"66","AT1G04760"
"67","AT1G04778"
"68","AT1G04933"
"69","AT1G04977"
"70","AT1G05030"
"71","AT1G05060"
"72","AT1G05087"
"73","AT1G05140"
"74","AT1G05160"
"75","AT1G05200"
"76","AT1G05210"
"77","AT1G05220"
"78","AT1G05280"
"79","AT1G05300"
"80","AT1G05370"
"81","AT1G05440"
"82","AT1G05453"
"83","AT1G05575"
"84","AT1G05600"
"85","AT1G05640"
"86","AT1G05660"
"87","AT1G05670"
"88","AT1G05687"
"89","AT1G05700"
"90","AT1G05750"
"91","AT1G05753"
"92","AT1G05780"
"93","AT1G05785"
"94","AT1G05820"
"95","AT1G05950"
"96","AT1G05970"
"97","AT1G06010"
"98","AT1G06050"
"99","AT1G06080"
"100","AT1G06120"
"101","AT1G06143"
"102","AT1G06160"
"103","AT1G06227"
"104","AT1G06240"
"105","AT1G06265"
"106","AT1G06270"
"107","AT1G06310"
"108","AT1G06350"
"109","AT1G06420"
"110","AT1G06440"
"111","AT1G06450"
"112","AT1G06460"
"113","AT1G06475"
"114","AT1G06500"
"115","AT1G06510"
"116","AT1G06520"
"117","AT1G06660"
"118","AT1G06690"
"119","AT1G06740"
"120","AT1G06770"
"121","AT1G06910"
"122","AT1G07010"
"123","AT1G07130"
"124","AT1G07150"
"125","AT1G07290"
"126","AT1G07300"
"127","AT1G07410"
"128","AT1G07570"
"129","AT1G07620"
"130","AT1G07710"
"131","AT1G07720"
"132","AT1G07740"
"133","AT1G07745"
"134","AT1G07880"
"135","AT1G08000"
"136","AT1G08090"
"137","AT1G08230"
"138","AT1G08300"
"139","AT1G08310"
"140","AT1G08530"
"141","AT1G08550"
"142","AT1G08610"
"143","AT1G08670"
"144","AT1G08710"
"145","AT1G08730"
"146","AT1G08845"
"147","AT1G08900"
"148","AT1G09040"
"149","AT1G09050"
"150","AT1G09170"
"151","AT1G09190"
"152","AT1G09195"
"153","AT1G09320"
"154","AT1G09450"
"155","AT1G09530"
"156","AT1G09540"
"157","AT1G09575"
"158","AT1G09600"
"159","AT1G09627"
"160","AT1G09710"
"161","AT1G09783"
"162","AT1G09800"
"163","AT1G09815"
"164","AT1G09820"
"165","AT1G09863"
"166","AT1G09890"
"167","AT1G09900"
"168","AT1G09910"
"169","AT1G09932"
"170","AT1G09995"
"171","AT1G10040"
"172","AT1G10095"
"173","AT1G10155"
"174","AT1G10210"
"175","AT1G10280"
"176","AT1G10300"
"177","AT1G10310"
"178","AT1G10330"
"179","AT1G10340"
"180","AT1G10360"
"181","AT1G10400"
"182","AT1G10480"
"183","AT1G10520"
"184","AT1G10522"
"185","AT1G10530"
"186","AT1G10550"
"187","AT1G10600"
"188","AT1G10610"
"189","AT1G10810"
"190","AT1G10830"
"191","AT1G10865"
"192","AT1G10990"
"193","AT1G11100"
"194","AT1G11120"
"195","AT1G11125"
"196","AT1G11170"
"197","AT1G11175"
"198","AT1G11190"
"199","AT1G11220"
"200","AT1G11270"
"201","AT1G11280"
"202","AT1G11290"
"203","AT1G11300"
"204","AT1G11410"
"205","AT1G11460"
"206","AT1G11592"
"207","AT1G11630"
"208","AT1G11700"
"209","AT1G11710"
"210","AT1G11730"
"211","AT1G11760"
"212","AT1G11880"
"213","AT1G12020"
"214","AT1G12060"
"215","AT1G12211"
"216","AT1G12220"
"217","AT1G12250"
"218","AT1G12260"
"219","AT1G12280"
"220","AT1G12290"
"221","AT1G12300"
"222","AT1G12340"
"223","AT1G12390"
"224","AT1G12450"
"225","AT1G12530"
"226","AT1G12610"
"227","AT1G12710"
"228","AT1G12830"
"229","AT1G13040"
"230","AT1G13050"
"231","AT1G13100"
"232","AT1G13195"
"233","AT1G13245"
"234","AT1G13270"
"235","AT1G13410"
"236","AT1G13430"
"237","AT1G13510"
"238","AT1G13520"
"239","AT1G13530"
"240","AT1G13600"
"241","AT1G13620"
"242","AT1G13630"
"243","AT1G13635"
"244","AT1G13700"
"245","AT1G13750"
"246","AT1G13780"
"247","AT1G13810"
"248","AT1G13820"
"249","AT1G13830"
"250","AT1G13920"
"251","AT1G13990"
"252","AT1G14030"
"253","AT1G14140"
"254","AT1G14180"
"255","AT1G14185"
"256","AT1G14200"
"257","AT1G14260"
"258","AT1G14270"
"259","AT1G14310"
"260","AT1G14345"
"261","AT1G14580"
