"","WS_c1.which.mclass....1...1."
"1","AT1G01310"
"2","AT1G01390"
"3","AT1G01590"
"4","AT1G01680"
"5","AT1G02065"
"6","AT1G02190"
"7","AT1G02250"
"8","AT1G02405"
"9","AT1G02620"
"10","AT1G02630"
"11","AT1G02710"
"12","AT1G02800"
"13","AT1G02940"
"14","AT1G03020"
"15","AT1G03320"
"16","AT1G03390"
"17","AT1G04047"
"18","AT1G04110"
"19","AT1G04153"
"20","AT1G04307"
"21","AT1G04343"
"22","AT1G04347"
"23","AT1G04357"
"24","AT1G04370"
"25","AT1G04427"
"26","AT1G04467"
"27","AT1G04473"
"28","AT1G04477"
"29","AT1G04500"
"30","AT1G04643"
"31","AT1G04797"
"32","AT1G04800"
"33","AT1G04803"
"34","AT1G04920"
"35","AT1G04953"
"36","AT1G05207"
"37","AT1G05337"
"38","AT1G05467"
"39","AT1G05650"
"40","AT1G05675"
"41","AT1G05733"
"42","AT1G05787"
"43","AT1G05927"
"44","AT1G05933"
"45","AT1G05937"
"46","AT1G06045"
"47","AT1G06100"
"48","AT1G06173"
"49","AT1G06360"
"50","AT1G06423"
"51","AT1G06750"
"52","AT1G06970"
"53","AT1G07187"
"54","AT1G07323"
"55","AT1G07330"
"56","AT1G07450"
"57","AT1G07563"
"58","AT1G07600"
"59","AT1G07603"
"60","AT1G07707"
"61","AT1G07737"
"62","AT1G07813"
"63","AT1G07877"
"64","AT1G08003"
"65","AT1G08035"
"66","AT1G08080"
"67","AT1G08120"
"68","AT1G08283"
"69","AT1G08440"
"70","AT1G08465"
"71","AT1G08543"
"72","AT1G08630"
"73","AT1G08633"
"74","AT1G08723"
"75","AT1G08733"
"76","AT1G08753"
"77","AT1G08757"
"78","AT1G08803"
"79","AT1G08857"
"80","AT1G08860"
"81","AT1G09080"
"82","AT1G09157"
"83","AT1G09240"
"84","AT1G09253"
"85","AT1G09257"
"86","AT1G09297"
"87","AT1G09383"
"88","AT1G09421"
"89","AT1G09443"
"90","AT1G09447"
"91","AT1G09513"
"92","AT1G09523"
"93","AT1G09713"
"94","AT1G09797"
"95","AT1G09853"
"96","AT1G09963"
"97","AT1G10010"
"98","AT1G10110"
"99","AT1G10585"
"100","AT1G10980"
"101","AT1G11303"
"102","AT1G11370"
"103","AT1G11590"
"104","AT1G11620"
"105","AT1G11785"
"106","AT1G11850"
"107","AT1G11990"
"108","AT1G12100"
"109","AT1G12480"
"110","AT1G12570"
"111","AT1G12630"
"112","AT1G12890"
"113","AT1G12940"
"114","AT1G12980"
"115","AT1G13143"
"116","AT1G13200"
"117","AT1G13290"
"118","AT1G13310"
"119","AT1G13400"
"120","AT1G13490"
"121","AT1G13650"
"122","AT1G14100"
"123","AT1G14250"
"124","AT1G14420"
"125","AT1G14550"
"126","AT1G14686"
"127","AT1G14760"
"128","AT1G14880"
"129","AT1G15840"
"130","AT1G15990"
"131","AT1G16230"
"132","AT1G16770"
"133","AT1G17310"
"134","AT1G17610"
"135","AT1G17615"
"136","AT1G17700"
"137","AT1G18350"
"138","AT1G18710"
"139","AT1G18830"
"140","AT1G19160"
"141","AT1G19396"
"142","AT1G19510"
"143","AT1G19610"
"144","AT1G19640"
"145","AT1G19780"
"146","AT1G19830"
"147","AT1G20120"
"148","AT1G20150"
"149","AT1G20310"
"150","AT1G20350"
"151","AT1G20680"
"152","AT1G21240"
"153","AT1G21470"
"154","AT1G21540"
"155","AT1G21860"
"156","AT1G22080"
"157","AT1G22120"
"158","AT1G22250"
"159","AT1G22480"
"160","AT1G22600"
"161","AT1G22630"
"162","AT1G22670"
"163","AT1G22690"
"164","AT1G22890"
"165","AT1G23070"
"166","AT1G23130"
"167","AT1G23510"
"168","AT1G23520"
"169","AT1G24010"
"170","AT1G24145"
"171","AT1G24147"
"172","AT1G24148"
"173","AT1G24260"
"174","AT1G24400"
"175","AT1G24540"
"176","AT1G24570"
"177","AT1G24577"
"178","AT1G24580"
"179","AT1G24590"
"180","AT1G24909"
"181","AT1G25155"
"182","AT1G26390"
"183","AT1G26410"
"184","AT1G26558"
"185","AT1G26600"
"186","AT1G26780"
"187","AT1G27040"
"188","AT1G27461"
"189","AT1G27640"
"190","AT1G27820"
"191","AT1G27990"
"192","AT1G28230"
"193","AT1G28550"
"194","AT1G29110"
"195","AT1G29410"
"196","AT1G29430"
"197","AT1G29440"
"198","AT1G29450"
"199","AT1G29460"
"200","AT1G29490"
"201","AT1G29720"
"202","AT1G30020"
"203","AT1G30100"
"204","AT1G30814"
