"","WS_c1.which.mclass....2...1."
"1","AT1G01150"
"2","AT1G01250"
"3","AT1G01355"
"4","AT1G01520"
"5","AT1G01695"
"6","AT1G01810"
"7","AT1G02070"
"8","AT1G02350"
"9","AT1G02440"
"10","AT1G02450"
"11","AT1G02470"
"12","AT1G02700"
"13","AT1G02705"
"14","AT1G02770"
"15","AT1G02813"
"16","AT1G02820"
"17","AT1G02980"
"18","AT1G03055"
"19","AT1G03106"
"20","AT1G03120"
"21","AT1G03200"
"22","AT1G03710"
"23","AT1G03790"
"24","AT1G03800"
"25","AT1G04007"
"26","AT1G04067"
"27","AT1G04103"
"28","AT1G04297"
"29","AT1G04433"
"30","AT1G04445"
"31","AT1G04560"
"32","AT1G04660"
"33","AT1G04743"
"34","AT1G04767"
"35","AT1G04827"
"36","AT1G05005"
"37","AT1G05033"
"38","AT1G05043"
"39","AT1G05047"
"40","AT1G05065"
"41","AT1G05083"
"42","AT1G05163"
"43","AT1G05240"
"44","AT1G05253"
"45","AT1G05277"
"46","AT1G05287"
"47","AT1G05330"
"48","AT1G05383"
"49","AT1G05397"
"50","AT1G05540"
"51","AT1G05550"
"52","AT1G05553"
"53","AT1G05727"
"54","AT1G05773"
"55","AT1G05783"
"56","AT1G05833"
"57","AT1G05880"
"58","AT1G05977"
"59","AT1G06003"
"60","AT1G06030"
"61","AT1G06148"
"62","AT1G06213"
"63","AT1G06260"
"64","AT1G06330"
"65","AT1G06645"
"66","AT1G06753"
"67","AT1G06787"
"68","AT1G06837"
"69","AT1G06977"
"70","AT1G06980"
"71","AT1G07050"
"72","AT1G07060"
"73","AT1G07143"
"74","AT1G07160"
"75","AT1G07175"
"76","AT1G07180"
"77","AT1G07430"
"78","AT1G07485"
"79","AT1G07490"
"80","AT1G07513"
"81","AT1G07517"
"82","AT1G07587"
"83","AT1G07607"
"84","AT1G07823"
"85","AT1G07887"
"86","AT1G07900"
"87","AT1G07983"
"88","AT1G07985"
"89","AT1G08073"
"90","AT1G08087"
"91","AT1G08165"
"92","AT1G08173"
"93","AT1G08270"
"94","AT1G08273"
"95","AT1G08287"
"96","AT1G08317"
"97","AT1G08513"
"98","AT1G08597"
"99","AT1G08810"
"100","AT1G09176"
"101","AT1G09180"
"102","AT1G09193"
"103","AT1G09247"
"104","AT1G09363"
"105","AT1G09370"
"106","AT1G09400"
"107","AT1G09410"
"108","AT1G09427"
"109","AT1G09453"
"110","AT1G09480"
"111","AT1G09493"
"112","AT1G09500"
"113","AT1G09517"
"114","AT1G09537"
"115","AT1G09623"
"116","AT1G09650"
"117","AT1G09677"
"118","AT1G09773"
"119","AT1G09794"
"120","AT1G09847"
"121","AT1G09897"
"122","AT1G09917"
"123","AT1G09930"
"124","AT1G09993"
"125","AT1G10060"
"126","AT1G10657"
"127","AT1G10680"
"128","AT1G10770"
"129","AT1G10875"
"130","AT1G11040"
"131","AT1G11112"
"132","AT1G11250"
"133","AT1G11340"
"134","AT1G11500"
"135","AT1G11560"
"136","AT1G11570"
"137","AT1G11690"
"138","AT1G11920"
"139","AT1G12030"
"140","AT1G12064"
"141","AT1G12070"
"142","AT1G12130"
"143","AT1G13130"
"144","AT1G13230"
"145","AT1G13370"
"146","AT1G13448"
"147","AT1G13470"
"148","AT1G13550"
"149","AT1G13680"
"150","AT1G14150"
"151","AT1G14205"
"152","AT1G14440"
"153","AT1G14455"
"154","AT1G14490"
"155","AT1G14500"
"156","AT1G14540"
"157","AT1G14930"
"158","AT1G14940"
"159","AT1G15050"
"160","AT1G15150"
"161","AT1G15165"
"162","AT1G15175"
"163","AT1G15180"
"164","AT1G15260"
"165","AT1G15320"
"166","AT1G15330"
"167","AT1G15385"
"168","AT1G15405"
"169","AT1G15415"
"170","AT1G15580"
"171","AT1G15600"
"172","AT1G15825"
"173","AT1G15900"
"174","AT1G15980"
"175","AT1G16022"
"176","AT1G16090"
"177","AT1G16260"
"178","AT1G16290"
"179","AT1G16515"
"180","AT1G16635"
"181","AT1G16705"
"182","AT1G16730"
"183","AT1G16960"
"184","AT1G17065"
"185","AT1G17147"
"186","AT1G17235"
"187","AT1G17345"
"188","AT1G17420"
"189","AT1G17540"
"190","AT1G17600"
"191","AT1G17990"
"192","AT1G18193"
"193","AT1G18197"
"194","AT1G18280"
"195","AT1G18320"
"196","AT1G18400"
"197","AT1G18735"
"198","AT1G18810"
"199","AT1G18835"
"200","AT1G18960"
"201","AT1G18990"
"202","AT1G19040"
"203","AT1G19115"
"204","AT1G19150"
"205","AT1G19250"
"206","AT1G19320"
"207","AT1G19620"
"208","AT1G19630"
"209","AT1G19750"
"210","AT1G19968"
"211","AT1G20065"
"212","AT1G20080"
"213","AT1G20130"
"214","AT1G20180"
"215","AT1G20520"
"216","AT1G21250"
"217","AT1G21320"
"218","AT1G21340"
"219","AT1G21400"
"220","AT1G21460"
"221","AT1G21550"
"222","AT1G21695"
"223","AT1G21990"
"224","AT1G22110"
"225","AT1G22290"
"226","AT1G22380"
"227","AT1G22590"
"228","AT1G22680"
"229","AT1G22810"
"230","AT1G23110"
"231","AT1G23350"
"232","AT1G23465"
"233","AT1G23700"
"234","AT1G23730"
"235","AT1G23840"
"236","AT1G23985"
"237","AT1G24020"
"238","AT1G24068"
"239","AT1G24070"
"240","AT1G24270"
"241","AT1G24405"
"242","AT1G24470"
"243","AT1G24600"
"244","AT1G25277"
"245","AT1G25422"
"246","AT1G25425"
"247","AT1G26290"
"248","AT1G26380"
"249","AT1G26420"
"250","AT1G26610"
"251","AT1G26761"
"252","AT1G26762"
"253","AT1G26790"
"254","AT1G26890"
"255","AT1G27045"
"256","AT1G27480"
"257","AT1G27610"
"258","AT1G27695"
"259","AT1G27890"
"260","AT1G27940"
"261","AT1G28160"
"262","AT1G28430"
"263","AT1G29290"
"264","AT1G29395"
"265","AT1G29420"
"266","AT1G29465"
"267","AT1G29500"
"268","AT1G29510"
"269","AT1G29540"
"270","AT1G29590"
"271","AT1G29740"
"272","AT1G29780"
"273","AT1G30135"
"274","AT1G30160"
"275","AT1G30190"
"276","AT1G30220"
"277","AT1G30560"
"278","AT1G30740"
"279","AT1G31040"
"280","AT1G31240"
"281","AT1G31290"
"282","AT1G31310"
"283","AT1G31430"
"284","AT1G31920"
"285","AT1G31990"
"286","AT1G32172"
"287","AT1G32270"
"288","AT1G32540"
"289","AT1G32560"
"290","AT1G32850"
"291","AT1G32960"
"292","AT1G32970"
"293","AT1G33430"
"294","AT1G33475"
"295","AT1G33870"
"296","AT1G33910"
"297","AT1G33960"
"298","AT1G34480"
"299","AT1G35170"
"300","AT1G35515"
"301","AT1G36640"
"302","AT1G36992"
"303","AT1G43000"
