"","X","WS_c1.which.mclass....3...1."
"3101",3101,"AT5G02440"
"1543",1543,"AT2G39500"
"524",524,"AT1G35430"
"3389",3389,"AT5G19850"
"581",581,"AT1G49910"
"232",232,"AT1G13195"
"2401",2401,"AT3G60140"
"300",300,"AT1G17330"
"3521",3521,"AT5G37340"
"3885",3885,"AT5G61570"
"1338",1338,"AT2G27130"
"2937",2937,"AT4G32295"
"3531",3531,"AT5G38430"
"3593",3593,"AT5G42440"
"453",453,"AT1G29380"
"2147",2147,"AT3G29170"
"3868",3868,"AT5G60430"
"125",125,"AT1G07290"
"2407",2407,"AT3G60490"
"3506",3506,"AT5G35400"
"3237",3237,"AT5G09630"
"781",781,"AT1G63540"
"1313",1313,"AT2G25000"
"1776",1776,"AT3G05937"
"3780",3780,"AT5G54470"
"252",252,"AT1G14030"
"3305",3305,"AT5G14960"
"1875",1875,"AT3G12040"
"2171",2171,"AT3G44740"
"1764",1764,"AT3G05400"
"2782",2782,"AT4G22880"
"2881",2881,"AT4G28730"
"3027",3027,"AT4G38390"
"2824",2824,"AT4G25290"
"2869",2869,"AT4G28010"
"499",499,"AT1G32928"
"3954",3954,"AT5G66290"
"1029",1029,"AT1G78430"
"2354",2354,"AT3G57390"
"1342",1342,"AT2G27389"
"998",998,"AT1G76440"
"3221",3221,"AT5G08380"
"1233",1233,"AT2G19970"
"2408",2408,"AT3G60520"
"2665",2665,"AT4G16350"
"879",879,"AT1G69290"
"3326",3326,"AT5G16320"
"2681",2681,"AT4G16920"
"2953",2953,"AT4G33100"
"2036",2036,"AT3G21580"
"344",344,"AT1G19970"
"2121",2121,"AT3G27420"
"316",316,"AT1G17940"
"2342",2342,"AT3G56570"
"3884",3884,"AT5G61550"
"370",370,"AT1G22050"
"3335",3335,"AT5G16970"
"256",256,"AT1G14200"
"1554",1554,"AT2G40340"
"2016",2016,"AT3G20280"
"3264",3264,"AT5G11300"
"3590",3590,"AT5G42310"
"2375",2375,"AT3G58930"
"3645",3645,"AT5G45610"
"2649",2649,"AT4G15430"
"1126",1126,"AT2G04795"
"2030",2030,"AT3G21055"
"3292",3292,"AT5G13860"
"1631",1631,"AT2G45180"
"759",759,"AT1G62250"
"1090",1090,"AT2G01940"
"645",645,"AT1G54575"
"520",520,"AT1G34760"
"3415",3415,"AT5G22550"
"2004",2004,"AT3G19500"
"2275",2275,"AT3G51470"
"456",456,"AT1G29530"
"3057",3057,"AT4G39970"
"2684",2684,"AT4G17470"
"814",814,"AT1G65500"
"3803",3803,"AT5G55830"
"824",824,"AT1G66190"
"2505",2505,"AT4G03140"
"2809",2809,"AT4G24370"
"3636",3636,"AT5G44740"
"55",55,"AT1G04490"
"2080",2080,"AT3G25100"
"1788",1788,"AT3G06630"
"2888",2888,"AT4G29070"
"1041",1041,"AT1G79060"
"3869",3869,"AT5G60460"
"2259",2259,"AT3G50350"
"3030",3030,"AT4G38530"
"1930",1930,"AT3G15110"
"2209",2209,"AT3G47530"
"2024",2024,"AT3G20660"
"92",92,"AT1G05780"
"1726",1726,"AT3G03450"
"3035",3035,"AT4G38830"
"3433",3433,"AT5G23680"
"1532",1532,"AT2G38880"
"2076",2076,"AT3G24750"
"2629",2629,"AT4G14605"
"363",363,"AT1G21390"
"1866",1866,"AT3G11120"
"2228",2228,"AT3G48700"
"2067",2067,"AT3G24070"
"2727",2727,"AT4G19865"
"1036",1036,"AT1G78895"
"1370",1370,"AT2G29590"
"1900",1900,"AT3G13600"
"1424",1424,"AT2G32860"
"1941",1941,"AT3G15540"
"3403",3403,"AT5G20970"
"412",412,"AT1G26090"
"752",752,"AT1G62010"
"2972",2972,"AT4G34220"
"218",218,"AT1G12260"
"2393",2393,"AT3G59750"
"458",458,"AT1G29560"
"3882",3882,"AT5G61430"
"1009",1009,"AT1G77170"
"1637",1637,"AT2G45490"
"1418",1418,"AT2G32120"
"3201",3201,"AT5G07240"
"1422",1422,"AT2G32660"
"3322",3322,"AT5G16230"
"83",83,"AT1G05575"
"1517",1517,"AT2G38160"
"2797",2797,"AT4G23910"
"2695",2695,"AT4G17970"
"48",48,"AT1G03950"
"1308",1308,"AT2G24530"
"253",253,"AT1G14140"
"3182",3182,"AT5G06645"
"567",567,"AT1G48770"
"2952",2952,"AT4G33040"
"1330",1330,"AT2G26500"
"3530",3530,"AT5G38360"
"3487",3487,"AT5G27210"
"785",785,"AT1G63900"
"1266",1266,"AT2G22140"
"2396",2396,"AT3G59840"
"1749",1749,"AT3G04443"
"1707",1707,"AT3G02215"
"3987",3987,"ATCG00800"
"694",694,"AT1G58070"
"1457",1457,"AT2G34910"
"2525",2525,"AT4G04630"
"3363",3363,"AT5G18540"
"3666",3666,"AT5G47635"
"2499",2499,"AT4G02750"
"1654",1654,"AT2G46580"
"1317",1317,"AT2G25590"
"2527",2527,"AT4G04880"
"1926",1926,"AT3G14730"
"890",890,"AT1G69880"
"2018",2018,"AT3G20440"
"3177",3177,"AT5G06430"
"2975",2975,"AT4G34340"
"3203",3203,"AT5G07610"
"2601",2601,"AT4G13070"
"3096",3096,"AT5G02180"
"1013",1013,"AT1G77410"
"3909",3909,"AT5G63480"
"440",440,"AT1G28470"
"3716",3716,"AT5G50520"
"2566",2566,"AT4G10330"
"1238",1238,"AT2G20240"
"3729",3729,"AT5G51110"
"390",390,"AT1G23380"
"3820",3820,"AT5G57030"
"2582",2582,"AT4G11780"
"3061",3061,"AT4G40070"
"3458",3458,"AT5G24840"
"271",271,"AT1G15220"
"1629",1629,"AT2G45100"
"1649",1649,"AT2G46320"
"3619",3619,"AT5G43950"
"2804",2804,"AT4G24265"
"3672",3672,"AT5G48040"
"1805",1805,"AT3G07290"
"1027",1027,"AT1G78320"
"1829",1829,"AT3G09020"
"2960",2960,"AT4G33550"
"2038",2038,"AT3G21750"
"368",368,"AT1G21840"
"3498",3498,"AT5G28400"
"2891",2891,"AT4G29240"
"948",948,"AT1G73370"
"2621",2621,"AT4G14103"
"3914",3914,"AT5G63905"
"1454",1454,"AT2G34810"
"702",702,"AT1G58643"
"2979",2979,"AT4G34800"
"1691",1691,"AT3G01750"
"1084",1084,"AT2G01640"
"3669",3669,"AT5G47810"
"1059",1059,"AT1G80150"
"1030",1030,"AT1G78440"
"1099",1099,"AT2G02590"
"2828",2828,"AT4G25515"
"2742",2742,"AT4G20930"
"3654",3654,"AT5G46080"
"150",150,"AT1G09170"
"2206",2206,"AT3G47490"
"2877",2877,"AT4G28500"
"3706",3706,"AT5G50090"
"2976",2976,"AT4G34360"
"2049",2049,"AT3G22760"
"89",89,"AT1G05700"
"3658",3658,"AT5G46460"
"1912",1912,"AT3G14070"
"737",737,"AT1G61440"
"1167",1167,"AT2G14520"
"750",750,"AT1G61970"
"1190",1190,"AT2G17060"
"2212",2212,"AT3G47650"
"3461",3461,"AT5G24930"
"976",976,"AT1G74580"
"650",650,"AT1G54890"
"1819",1819,"AT3G08010"
"2330",2330,"AT3G55700"
"1747",1747,"AT3G04420"
"1434",1434,"AT2G33585"
"1154",1154,"AT2G12550"
"1839",1839,"AT3G09250"
"3777",3777,"AT5G54250"
"2017",2017,"AT3G20430"
"2914",2914,"AT4G30820"
"994",994,"AT1G76130"
"46",46,"AT1G03700"
"3122",3122,"AT5G03345"
"3833",3833,"AT5G57980"
"202",202,"AT1G11290"
"1572",1572,"AT2G41670"
"2790",2790,"AT4G23450"
"2320",2320,"AT3G54970"
"2842",2842,"AT4G26488"
"1054",1054,"AT1G79790"
"1766",1766,"AT3G05430"
"3677",3677,"AT5G48290"
"417",417,"AT1G26520"
"3793",3793,"AT5G55560"
"1411",1411,"AT2G31840"
"3880",3880,"AT5G61370"
"1758",1758,"AT3G04980"
"3726",3726,"AT5G51010"
"1606",1606,"AT2G43560"
"133",133,"AT1G07745"
"975",975,"AT1G74530"
"3043",3043,"AT4G39470"
"684",684,"AT1G56500"
"2609",2609,"AT4G13345"
"1902",1902,"AT3G13674"
"3331",3331,"AT5G16860"
"3875",3875,"AT5G61040"
"219",219,"AT1G12280"
"1040",1040,"AT1G78970"
"3643",3643,"AT5G45460"
"3798",3798,"AT5G55740"
"3349",3349,"AT5G17670"
"2313",2313,"AT3G54270"
"999",999,"AT1G76450"
"2159",2159,"AT3G42180"
"1234",1234,"AT2G20100"
"2654",2654,"AT4G15740"
"2255",2255,"AT3G50190"
"1978",1978,"AT3G18260"
"2183",2183,"AT3G46080"
"2431",2431,"AT3G62210"
"3570",3570,"AT5G41070"
"2386",2386,"AT3G59490"
"1395",1395,"AT2G31070"
"3533",3533,"AT5G38610"
"3271",3271,"AT5G11600"
"1025",1025,"AT1G78290"
"325",325,"AT1G18440"
"420",420,"AT1G26660"
"237",237,"AT1G13510"
"732",732,"AT1G61260"
"1759",1759,"AT3G05155"
"1906",1906,"AT3G13780"
"1655",1655,"AT2G46760"
"2817",2817,"AT4G24970"
"827",827,"AT1G66450"
"3801",3801,"AT5G55790"
"584",584,"AT1G50450"
"131",131,"AT1G07720"
"1520",1520,"AT2G38300"
"925",925,"AT1G72190"
"2142",2142,"AT3G28850"
"3830",3830,"AT5G57860"
"2468",2468,"AT4G01026"
"1195",1195,"AT2G17350"
"607",607,"AT1G52260"
"3226",3226,"AT5G08770"
"2465",2465,"AT4G00955"
"1204",1204,"AT2G17787"
"1103",1103,"AT2G02740"
"847",847,"AT1G67660"
"1741",1741,"AT3G04130"
"2702",2702,"AT4G18370"
"3342",3342,"AT5G17430"
"1598",1598,"AT2G43250"
"503",503,"AT1G33330"
"1034",1034,"AT1G78690"
"2753",2753,"AT4G21350"
"3608",3608,"AT5G43230"
"1979",1979,"AT3G18295"
"2884",2884,"AT4G28820"
"2747",2747,"AT4G21192"
"2651",2651,"AT4G15530"
"2602",2602,"AT4G13100"
"2222",2222,"AT3G48390"
"1640",1640,"AT2G45560"
"2559",2559,"AT4G09890"
"2122",2122,"AT3G27500"
"2458",2458,"AT4G00460"
"2410",2410,"AT3G60660"
"9",9,"AT1G01570"
"1443",1443,"AT2G34060"
"2156",2156,"AT3G30260"
"1556",1556,"AT2G40475"
"992",992,"AT1G76060"
"3320",3320,"AT5G16170"
"561",561,"AT1G48560"
"683",683,"AT1G56430"
"1841",1841,"AT3G09455"
"52",52,"AT1G04350"
"1142",1142,"AT2G07325"
"3492",3492,"AT5G27560"
"756",756,"AT1G62120"
"2397",2397,"AT3G59870"
"1774",1774,"AT3G05830"
"3437",3437,"AT5G23810"
"2981",2981,"AT4G34950"
"3053",3053,"AT4G39795"
"1933",1933,"AT3G15140"
"916",916,"AT1G71460"
"1541",1541,"AT2G39435"
"2321",2321,"AT3G55040"
"3435",3435,"AT5G23710"
"314",314,"AT1G17850"
"385",385,"AT1G23060"
"2186",2186,"AT3G46330"
"974",974,"AT1G74490"
"3872",3872,"AT5G60800"
"3252",3252,"AT5G10610"
"2278",2278,"AT3G51642"
"3832",3832,"AT5G57960"
"1810",1810,"AT3G07530"
"273",273,"AT1G15460"
"515",515,"AT1G34200"
"3790",3790,"AT5G55210"
"298",298,"AT1G17250"
"445",445,"AT1G28660"
"3188",3188,"AT5G06730"
"70",70,"AT1G05030"
"2466",2466,"AT4G00980"
"3978",3978,"AT5G67370"
"1226",1226,"AT2G19582"
"2895",2895,"AT4G29660"
"3499",3499,"AT5G28490"
"3140",3140,"AT5G04270"
"493",493,"AT1G32160"
"605",605,"AT1G52190"
"3286",3286,"AT5G13330"
"81",81,"AT1G05440"
"2061",2061,"AT3G23630"
"3214",3214,"AT5G08250"
"1650",1650,"AT2G46380"
"542",542,"AT1G45231"
"3077",3077,"AT5G01640"
"2980",2980,"AT4G34930"
"294",294,"AT1G17090"
"3378",3378,"AT5G19190"
"257",257,"AT1G14260"
"1144",1144,"AT2G07515"
"189",189,"AT1G10810"
"3058",3058,"AT4G40042"
"2938",2938,"AT4G32320"
"1203",1203,"AT2G17730"
"1961",1961,"AT3G17185"
"3746",3746,"AT5G52010"
"2990",2990,"AT4G35840"
"1827",1827,"AT3G08980"
"2786",2786,"AT4G22980"
"3440",3440,"AT5G23930"
"1356",1356,"AT2G28590"
"2876",2876,"AT4G28430"
"660",660,"AT1G55280"
"3434",3434,"AT5G23700"
"2484",2484,"AT4G02005"
"425",425,"AT1G27060"
"3242",3242,"AT5G09980"
"961",961,"AT1G74000"
"3628",3628,"AT5G44260"
"1861",1861,"AT3G10525"
"2020",2020,"AT3G20470"
"630",630,"AT1G53560"
"122",122,"AT1G07010"
"2765",2765,"AT4G22070"
"876",876,"AT1G69240"
"1832",1832,"AT3G09060"
"3794",3794,"AT5G55580"
"3143",3143,"AT5G04520"
"1001",1001,"AT1G76590"
"1125",1125,"AT2G04560"
"2693",2693,"AT4G17905"
"855",855,"AT1G68040"
"1889",1889,"AT3G12915"
"1836",1836,"AT3G09190"
"1858",1858,"AT3G10440"
"143",143,"AT1G08670"
"2994",2994,"AT4G35980"
"2673",2673,"AT4G16670"
"3299",3299,"AT5G14370"
"1725",1725,"AT3G03210"
"577",577,"AT1G49510"
"2136",2136,"AT3G28510"
"589",589,"AT1G50950"
"579",579,"AT1G49630"
"1157",1157,"AT2G13600"
"1024",1024,"AT1G78230"
"151",151,"AT1G09190"
"1046",1046,"AT1G79180"
"1018",1018,"AT1G77890"
"3812",3812,"AT5G56520"
"3385",3385,"AT5G19730"
"2371",2371,"AT3G58590"
"538",538,"AT1G44350"
"2763",2763,"AT4G21890"
"216",216,"AT1G12220"
"1323",1323,"AT2G26000"
"1213",1213,"AT2G18380"
"2776",2776,"AT4G22410"
"2240",2240,"AT3G49410"
"1212",1212,"AT2G18290"
"3217",3217,"AT5G08320"
"248",248,"AT1G13820"
"3392",3392,"AT5G19950"
"2945",2945,"AT4G32810"
"3044",3044,"AT4G39530"
"1524",1524,"AT2G38430"
"576",576,"AT1G49490"
"734",734,"AT1G61380"
"2573",2573,"AT4G10800"
"2229",2229,"AT3G48770"
"1326",1326,"AT2G26380"
"1397",1397,"AT2G31130"
"3964",3964,"AT5G66580"
"101",101,"AT1G06143"
"3736",3736,"AT5G51380"
"2671",2671,"AT4G16566"
"1802",1802,"AT3G07195"
"2637",2637,"AT4G14910"
"778",778,"AT1G63295"
"2917",2917,"AT4G31020"
"1981",1981,"AT3G18310"
"371",371,"AT1G22140"
"1333",1333,"AT2G26790"
"3980",3980,"AT5G67430"
"2700",2700,"AT4G18260"
"11",11,"AT1G01660"
"3683",3683,"AT5G48545"
"1215",1215,"AT2G18520"
"2044",2044,"AT3G22410"
"2217",2217,"AT3G48120"
"3738",3738,"AT5G51460"
"2548",2548,"AT4G09060"
"3071",3071,"AT5G01370"
"2339",2339,"AT3G56400"
"707",707,"AT1G59640"
"3556",3556,"AT5G40230"
"555",555,"AT1G48040"
"3287",3287,"AT5G13340"
"1703",1703,"AT3G02120"
"1583",1583,"AT2G42200"
"3623",3623,"AT5G44130"
"2592",2592,"AT4G12543"
"262",262,"AT1G14640"
"798",798,"AT1G64490"
"1198",1198,"AT2G17540"
"3479",3479,"AT5G26300"
"1831",1831,"AT3G09040"
"1809",1809,"AT3G07525"
"2565",2565,"AT4G10300"
"563",563,"AT1G48605"
"3080",3080,"AT5G01700"
"2605",2605,"AT4G13200"
"266",266,"AT1G14820"
"2539",2539,"AT4G08040"
"3587",3587,"AT5G42210"
"2430",2430,"AT3G62160"
"1565",1565,"AT2G40935"
"2875",2875,"AT4G28320"
"955",955,"AT1G73580"
"1480",1480,"AT2G36000"
"1512",1512,"AT2G37890"
"532",532,"AT1G43245"
"2399",2399,"AT3G59940"
"2969",2969,"AT4G34090"
"3721",3721,"AT5G50650"
"2496",2496,"AT4G02485"
"2794",2794,"AT4G23840"
"1980",1980,"AT3G18300"
"3671",3671,"AT5G47940"
"1120",1120,"AT2G04270"
"1957",1957,"AT3G16730"
"1590",1590,"AT2G42660"
"3336",3336,"AT5G17040"
"2560",2560,"AT4G10000"
"3679",3679,"AT5G48410"
"2197",2197,"AT3G46980"
"2699",2699,"AT4G18230"
"957",957,"AT1G73655"
"764",764,"AT1G62620"
"1624",1624,"AT2G44740"
"572",572,"AT1G49245"
"1722",1722,"AT3G03090"
"3957",3957,"AT5G66380"
"2958",2958,"AT4G33220"
"878",878,"AT1G69280"
"2308",2308,"AT3G53850"
"962",962,"AT1G74010"
"1626",1626,"AT2G44850"
"1413",1413,"AT2G31902"
"1172",1172,"AT2G14960"
"2325",2325,"AT3G55390"
"1242",1242,"AT2G20550"
"2454",2454,"AT4G00030"
"2155",2155,"AT3G29810"
"774",774,"AT1G63180"
"207",207,"AT1G11630"
"3298",3298,"AT5G14340"
"1588",1588,"AT2G42380"
"3825",3825,"AT5G57340"
"3209",3209,"AT5G07730"
"24",24,"AT1G02390"
"735",735,"AT1G61400"
"991",991,"AT1G76050"
"2518",2518,"AT4G04180"
"648",648,"AT1G54790"
"2104",2104,"AT3G26500"
"1653",1653,"AT2G46572"
"596",596,"AT1G51370"
"435",435,"AT1G27920"
"2481",2481,"AT4G01840"
"2345",2345,"AT3G56830"
"2115",2115,"AT3G27120"
"3934",3934,"AT5G65170"
"802",802,"AT1G64690"
"2900",2900,"AT4G29990"
"728",728,"AT1G61080"
"703",703,"AT1G58807"
"1081",1081,"AT2G01430"
"3930",3930,"AT5G65040"
"1364",1364,"AT2G29340"
"1456",1456,"AT2G34860"
"882",882,"AT1G69520"
"2716",2716,"AT4G19010"
"1127",1127,"AT2G04845"
"227",227,"AT1G12710"
"3189",3189,"AT5G06770"
"2760",2760,"AT4G21720"
"275",275,"AT1G15640"
"2634",2634,"AT4G14820"
"3760",3760,"AT5G53020"
"3633",3633,"AT5G44660"
"1360",1360,"AT2G28870"
"30",30,"AT1G02740"
"3263",3263,"AT5G11270"
"566",566,"AT1G48740"
"1047",1047,"AT1G79200"
"3754",3754,"AT5G52850"
"2099",2099,"AT3G26050"
"3862",3862,"AT5G59930"
"2185",2185,"AT3G46320"
"1880",1880,"AT3G12240"
"2992",2992,"AT4G35905"
"2574",2574,"AT4G10890"
"3466",3466,"AT5G25120"
"332",332,"AT1G18940"
"3411",3411,"AT5G22130"
"2545",2545,"AT4G08790"
"2639",2639,"AT4G15070"
"407",407,"AT1G24290"
"1295",1295,"AT2G23670"
"3917",3917,"AT5G64150"
"450",450,"AT1G29200"
"1692",1692,"AT3G01830"
"3756",3756,"AT5G52880"
"2487",2487,"AT4G02180"
"3776",3776,"AT5G54230"
"3113",3113,"AT5G02910"
"386",386,"AT1G23100"
"2234",2234,"AT3G48980"
"3784",3784,"AT5G54850"
"1945",1945,"AT3G15890"
"3807",3807,"AT5G56050"
"1542",1542,"AT2G39445"
"1905",1905,"AT3G13740"
"835",835,"AT1G66830"
"323",323,"AT1G18335"
"1349",1349,"AT2G28050"
"3019",3019,"AT4G38150"
"2472",2472,"AT4G01270"
"2688",2688,"AT4G17695"
"1562",1562,"AT2G40780"
"2882",2882,"AT4G28740"
"1762",1762,"AT3G05250"
"3610",3610,"AT5G43380"
"1673",1673,"AT2G47935"
"2366",2366,"AT3G58010"
"113",113,"AT1G06475"
"3341",3341,"AT5G17370"
"1508",1508,"AT2G37670"
"873",873,"AT1G69200"
"1332",1332,"AT2G26710"
"2446",2446,"AT3G63390"
"2377",2377,"AT3G59000"
"2473",2473,"AT4G01360"
"724",724,"AT1G60810"
"1808",1808,"AT3G07520"
"230",230,"AT1G13050"
"263",263,"AT1G14660"
"1633",1633,"AT2G45245"
"2974",2974,"AT4G34290"
"968",968,"AT1G74300"
"1623",1623,"AT2G44730"
"3410",3410,"AT5G22110"
"3148",3148,"AT5G04970"
"3692",3692,"AT5G48850"
"658",658,"AT1G55205"
"38",38,"AT1G03270"
"2013",2013,"AT3G20230"
"1971",1971,"AT3G17712"
"1597",1597,"AT2G43235"
"972",972,"AT1G74430"
"3714",3714,"AT5G50440"
"2246",2246,"AT3G49690"
"226",226,"AT1G12610"
"2846",2846,"AT4G26590"
"3562",3562,"AT5G40550"
"1216",1216,"AT2G18620"
"2737",2737,"AT4G20235"
"713",713,"AT1G60050"
"2006",2006,"AT3G19660"
"1763",1763,"AT3G05390"
"1222",1222,"AT2G19310"
"468",468,"AT1G30500"
"1304",1304,"AT2G24240"
"971",971,"AT1G74390"
"1675",1675,"AT2G48070"
"1022",1022,"AT1G78200"
"3800",3800,"AT5G55780"
"2825",2825,"AT4G25310"
"840",840,"AT1G67050"
"570",570,"AT1G49032"
"2822",2822,"AT4G25160"
"3823",3823,"AT5G57180"
"2040",2040,"AT3G22070"
"661",661,"AT1G55290"
"1196",1196,"AT2G17450"
"1630",1630,"AT2G45150"
"1716",1716,"AT3G02730"
"306",306,"AT1G17560"
"941",941,"AT1G73150"
"3168",3168,"AT5G05995"
"2948",2948,"AT4G32900"
"2890",2890,"AT4G29170"
"329",329,"AT1G18680"
"2011",2011,"AT3G20170"
"3086",3086,"AT5G01930"
"1431",1431,"AT2G33480"
"2042",2042,"AT3G22150"
"3770",3770,"AT5G53880"
"221",221,"AT1G12300"
"1202",1202,"AT2G17705"
"1239",1239,"AT2G20260"
"129",129,"AT1G07620"
"3541",3541,"AT5G39090"
"3269",3269,"AT5G11550"
"3575",3575,"AT5G41460"
"2114",2114,"AT3G27110"
"815",815,"AT1G65520"
"1909",1909,"AT3G13950"
"529",529,"AT1G36390"
"3357",3357,"AT5G18210"
"3691",3691,"AT5G48840"
"3720",3720,"AT5G50630"
"1482",1482,"AT2G36080"
"3468",3468,"AT5G25210"
"3046",3046,"AT4G39560"
"3847",3847,"AT5G59080"
"2777",2777,"AT4G22550"
"1714",1714,"AT3G02680"
"3488",3488,"AT5G27240"
"2944",2944,"AT4G32770"
"935",935,"AT1G72800"
"3518",3518,"AT5G37070"
"3603",3603,"AT5G42840"
"2813",2813,"AT4G24750"
"3650",3650,"AT5G45780"
"339",339,"AT1G19650"
"1647",1647,"AT2G46220"
"146",146,"AT1G08845"
"1795",1795,"AT3G06910"
"2675",2675,"AT4G16700"
"1591",1591,"AT2G42720"
"2054",2054,"AT3G23200"
"3670",3670,"AT5G47830"
"2801",2801,"AT4G24175"
"292",292,"AT1G16830"
"1160",1160,"AT2G14050"
"3817",3817,"AT5G56985"
"1155",1155,"AT2G13290"
"1779",1779,"AT3G06070"
"1609",1609,"AT2G43720"
"674",674,"AT1G56090"
"1007",1007,"AT1G77110"
"3023",3023,"AT4G38210"
"3399",3399,"AT5G20635"
"770",770,"AT1G62930"
"1970",1970,"AT3G17710"
"1982",1982,"AT3G18580"
"348",348,"AT1G20030"
"2368",2368,"AT3G58200"
"2901",2901,"AT4G30090"
"2769",2769,"AT4G22230"
"2066",2066,"AT3G24010"
"2307",2307,"AT3G53830"
"1851",1851,"AT3G10110"
"3667",3667,"AT5G47740"
"3103",3103,"AT5G02502"
"177",177,"AT1G10310"
"725",725,"AT1G60870"
"742",742,"AT1G61600"
"3327",3327,"AT5G16400"
"361",361,"AT1G21280"
"1505",1505,"AT2G37560"
"3497",3497,"AT5G28300"
"2433",2433,"AT3G62450"
"2090",2090,"AT3G25597"
"2967",2967,"AT4G33980"
"617",617,"AT1G52790"
"3100",3100,"AT5G02420"
"639",639,"AT1G54210"
"1292",1292,"AT2G23530"
"2272",2272,"AT3G51230"
"3371",3371,"AT5G18950"
"3288",3288,"AT5G13410"
"14",14,"AT1G01740"
"1159",1159,"AT2G13800"
"1659",1659,"AT2G46980"
"63",63,"AT1G04640"
"927",927,"AT1G72220"
"3282",3282,"AT5G12890"
"1398",1398,"AT2G31150"
"2290",2290,"AT3G52480"
"1882",1882,"AT3G12530"
"1897",1897,"AT3G13420"
"874",874,"AT1G69210"
"3402",3402,"AT5G20870"
"3851",3851,"AT5G59400"
"1436",1436,"AT2G33680"
"340",340,"AT1G19720"
"591",591,"AT1G51190"
"1427",1427,"AT2G33060"
"1121",1121,"AT2G04340"
"714",714,"AT1G60230"
"1028",1028,"AT1G78340"
"373",373,"AT1G22330"
"2361",2361,"AT3G57750"
"1538",1538,"AT2G39330"
"2273",2273,"AT3G51290"
"188",188,"AT1G10610"
"613",613,"AT1G52590"
"1748",1748,"AT3G04440"
"3641",3641,"AT5G45370"
"277",277,"AT1G15760"
"2832",2832,"AT4G25760"
"1910",1910,"AT3G14020"
"1530",1530,"AT2G38695"
"1312",1312,"AT2G24970"
"718",718,"AT1G60590"
"2449",2449,"AT3G63445"
"3462",3462,"AT5G24960"
"3202",3202,"AT5G07450"
"231",231,"AT1G13100"
"1817",1817,"AT3G07930"
"858",858,"AT1G68150"
"278",278,"AT1G15800"
"496",496,"AT1G32583"
"2434",2434,"AT3G62470"
"3421",3421,"AT5G22875"
"1303",1303,"AT2G24190"
"2251",2251,"AT3G49890"
"822",822,"AT1G66050"
"3495",3495,"AT5G27680"
"3180",3180,"AT5G06590"
"3382",3382,"AT5G19240"
"3409",3409,"AT5G21970"
"2719",2719,"AT4G19070"
"3372",3372,"AT5G19020"
"2224",2224,"AT3G48425"
"1756",1756,"AT3G04890"
"1004",1004,"AT1G76740"
"1391",1391,"AT2G30505"
"624",624,"AT1G53120"
"1383",1383,"AT2G30130"
"602",602,"AT1G51550"
"1003",1003,"AT1G76730"
"3963",3963,"AT5G66550"
"3728",3728,"AT5G51100"
"1460",1460,"AT2G35210"
"3319",3319,"AT5G16060"
"3975",3975,"AT5G67170"
"471",471,"AT1G30540"
"2157",2157,"AT3G30725"
"540",540,"AT1G45170"
"2194",2194,"AT3G46810"
"853",853,"AT1G67910"
"3473",3473,"AT5G25570"
"657",657,"AT1G55180"
"3763",3763,"AT5G53080"
"3701",3701,"AT5G49610"
"3609",3609,"AT5G43250"
"3712",3712,"AT5G50300"
"3330",3330,"AT5G16810"
"69",69,"AT1G04977"
"186",186,"AT1G10550"
"3156",3156,"AT5G05510"
"2540",2540,"AT4G08225"
"722",722,"AT1G60740"
"3459",3459,"AT5G24880"
"1002",1002,"AT1G76720"
"3552",3552,"AT5G40080"
"844",844,"AT1G67370"
"2133",2133,"AT3G28370"
"75",75,"AT1G05200"
"1739",1739,"AT3G04020"
"568",568,"AT1G48880"
"1186",1186,"AT2G16870"
"475",475,"AT1G30960"
"1985",1985,"AT3G18660"
"3505",3505,"AT5G32460"
"3971",3971,"AT5G66985"
"1223",1223,"AT2G19350"
"931",931,"AT1G72520"
"3858",3858,"AT5G59670"
"1901",1901,"AT3G13672"
"442",442,"AT1G28540"
"3682",3682,"AT5G48530"
"1621",1621,"AT2G44600"
"1020",1020,"AT1G78130"
"3912",3912,"AT5G63630"
"2754",2754,"AT4G21585"
"1485",1485,"AT2G36835"
"1613",1613,"AT2G43990"
"3631",3631,"AT5G44520"
"1320",1320,"AT2G25735"
"2382",2382,"AT3G59340"
"1348",1348,"AT2G27770"
"1860",1860,"AT3G10520"
"2420",2420,"AT3G61370"
"1493",1493,"AT2G37260"
"2340",2340,"AT3G56440"
"2515",2515,"AT4G03635"
"302",302,"AT1G17455"
"643",643,"AT1G54310"
"2512",2512,"AT4G03500"
"375",375,"AT1G22430"
"3133",3133,"AT5G03960"
"1497",1497,"AT2G37370"
"3136",3136,"AT5G04050"
"104",104,"AT1G06240"
"3710",3710,"AT5G50260"
"1559",1559,"AT2G40690"
"901",901,"AT1G70610"
"3689",3689,"AT5G48730"
"1262",1262,"AT2G21860"
"3375",3375,"AT5G19060"
"2795",2795,"AT4G23870"
"1318",1318,"AT2G25605"
"3191",3191,"AT5G06811"
"3165",3165,"AT5G05850"
"3529",3529,"AT5G38300"
"1835",1835,"AT3G09150"
"1351",1351,"AT2G28140"
"2438",2438,"AT3G62690"
"2253",2253,"AT3G50100"
"747",747,"AT1G61930"
"3578",3578,"AT5G41570"
"2265",2265,"AT3G51060"
"1846",1846,"AT3G09730"
"2037",2037,"AT3G21680"
"2617",2617,"AT4G13950"
"2943",2943,"AT4G32750"
"3687",3687,"AT5G48650"
