"","WS_c1.which.mclass....9...1."
"1","AT1G01120"
"2","AT1G02810"
"3","AT1G09070"
"4","AT1G12040"
"5","AT1G13260"
"6","AT1G15100"
"7","AT1G17620"
"8","AT1G18300"
"9","AT1G18740"
"10","AT1G19180"
"11","AT1G19770"
"12","AT1G22190"
"13","AT1G23710"
"14","AT1G27100"
"15","AT1G27730"
"16","AT1G32920"
"17","AT1G33590"
"18","AT1G56660"
"19","AT1G58983"
"20","AT1G68840"
"21","AT1G73540"
"22","AT1G74450"
"23","AT1G77530"
"24","AT1G78660"
"25","AT1G78830"
"26","AT2G05940"
"27","AT2G14750"
"28","AT2G16005"
"29","AT2G22500"
"30","AT2G23810"
"31","AT2G26530"
"32","AT2G27080"
"33","AT2G30020"
"34","AT2G30040"
"35","AT2G31880"
"36","AT2G35930"
"37","AT2G36220"
"38","AT2G38470"
"39","AT2G41010"
"40","AT2G42760"
"41","AT2G42840"
"42","AT2G43290"
"43","AT2G43590"
"44","AT3G10930"
"45","AT3G11410"
"46","AT3G15210"
"47","AT3G15530"
"48","AT3G16720"
"49","AT3G19030"
"50","AT3G19240"
"51","AT3G23250"
"52","AT3G25780"
"53","AT3G27884"
"54","AT3G28340"
"55","AT3G44260"
"56","AT3G44720"
"57","AT3G46600"
"58","AT3G46620"
"59","AT3G47420"
"60","AT3G49530"
"61","AT3G50060"
"62","AT3G50930"
"63","AT3G52400"
"64","AT3G52800"
"65","AT3G55980"
"66","AT3G56360"
"67","AT3G56880"
"68","AT3G57450"
"69","AT3G58550"
"70","AT3G61190"
"71","AT3G62260"
"72","AT3G62720"
"73","AT4G08950"
"74","AT4G09030"
"75","AT4G11280"
"76","AT4G13340"
"77","AT4G17500"
"78","AT4G19160"
"79","AT4G20835"
"80","AT4G20860"
"81","AT4G22690"
"82","AT4G23680"
"83","AT4G24570"
"84","AT4G27280"
"85","AT4G27652"
"86","AT4G27960"
"87","AT4G29780"
"88","AT4G30140"
"89","AT4G30270"
"90","AT4G30280"
"91","AT4G33420"
"92","AT4G33920"
"93","AT4G36220"
"94","AT4G37260"
"95","AT4G37610"
"96","AT5G03545"
"97","AT5G04120"
"98","AT5G06320"
"99","AT5G08240"
"100","AT5G08790"
"101","AT5G10180"
"102","AT5G24590"
"103","AT5G35735"
"104","AT5G37770"
"105","AT5G44350"
"106","AT5G45110"
"107","AT5G47230"
"108","AT5G51180"
"109","AT5G51190"
"110","AT5G54940"
"111","AT5G57560"
"112","AT5G58430"
"113","AT5G59550"
"114","AT5G59730"
"115","AT5G59732"
"116","AT5G59820"
"117","AT5G61600"
"118","AT5G63560"
"119","AT5G63790"
"120","AT5G64310"
"121","AT5G64660"
"122","AT5G66650"
"123","AT5G67300"
