"","WS_c1.which.mclass....8...1."
"1","AT1G01030"
"2","AT1G01380"
"3","AT1G01420"
"4","AT1G01450"
"5","AT1G01560"
"6","AT1G01700"
"7","AT1G01715"
"8","AT1G01725"
"9","AT1G01840"
"10","AT1G01880"
"11","AT1G02030"
"12","AT1G02180"
"13","AT1G02230"
"14","AT1G02340"
"15","AT1G02380"
"16","AT1G02430"
"17","AT1G02530"
"18","AT1G02570"
"19","AT1G02575"
"20","AT1G02610"
"21","AT1G02650"
"22","AT1G03070"
"23","AT1G03170"
"24","AT1G03300"
"25","AT1G03340"
"26","AT1G03400"
"27","AT1G03445"
"28","AT1G03510"
"29","AT1G03540"
"30","AT1G03545"
"31","AT1G03650"
"32","AT1G03660"
"33","AT1G03980"
"34","AT1G03990"
"35","AT1G03993"
"36","AT1G04053"
"37","AT1G04077"
"38","AT1G04090"
"39","AT1G04150"
"40","AT1G04163"
"41","AT1G04233"
"42","AT1G04295"
"43","AT1G04330"
"44","AT1G04353"
"45","AT1G04380"
"46","AT1G04487"
"47","AT1G04537"
"48","AT1G04600"
"49","AT1G04707"
"50","AT1G04773"
"51","AT1G04823"
"52","AT1G04840"
"53","AT1G04880"
"54","AT1G04917"
"55","AT1G04930"
"56","AT1G04973"
"57","AT1G05020"
"58","AT1G05100"
"59","AT1G05147"
"60","AT1G05187"
"61","AT1G05230"
"62","AT1G05267"
"63","AT1G05310"
"64","AT1G05327"
"65","AT1G05340"
"66","AT1G05385"
"67","AT1G05400"
"68","AT1G05420"
"69","AT1G05450"
"70","AT1G05490"
"71","AT1G05530"
"72","AT1G05557"
"73","AT1G05577"
"74","AT1G05610"
"75","AT1G05680"
"76","AT1G05690"
"77","AT1G05730"
"78","AT1G05760"
"79","AT1G05770"
"80","AT1G05835"
"81","AT1G05837"
"82","AT1G05873"
"83","AT1G05894"
"84","AT1G05990"
"85","AT1G06140"
"86","AT1G06170"
"87","AT1G06250"
"88","AT1G06320"
"89","AT1G06473"
"90","AT1G06580"
"91","AT1G06830"
"92","AT1G06923"
"93","AT1G06930"
"94","AT1G07119"
"95","AT1G07120"
"96","AT1G07167"
"97","AT1G07270"
"98","AT1G07280"
"99","AT1G07390"
"100","AT1G07400"
"101","AT1G07440"
"102","AT1G07477"
"103","AT1G07550"
"104","AT1G07667"
"105","AT1G07753"
"106","AT1G07795"
"107","AT1G07803"
"108","AT1G07933"
"109","AT1G08070"
"110","AT1G08180"
"111","AT1G08387"
"112","AT1G08390"
"113","AT1G08645"
"114","AT1G08727"
"115","AT1G08973"
"116","AT1G09155"
"117","AT1G09220"
"118","AT1G09287"
"119","AT1G09310"
"120","AT1G09327"
"121","AT1G09350"
"122","AT1G09380"
"123","AT1G09415"
"124","AT1G09487"
"125","AT1G09543"
"126","AT1G09610"
"127","AT1G09617"
"128","AT1G09673"
"129","AT1G09680"
"130","AT1G09812"
"131","AT1G09860"
"132","AT1G09880"
"133","AT1G09987"
"134","AT1G10070"
"135","AT1G10220"
"136","AT1G10230"
"137","AT1G10385"
"138","AT1G10417"
"139","AT1G10460"
"140","AT1G10540"
"141","AT1G10690"
"142","AT1G10710"
"143","AT1G10790"
"144","AT1G10800"
"145","AT1G10920"
"146","AT1G11070"
"147","AT1G11180"
"148","AT1G11320"
"149","AT1G11350"
"150","AT1G11490"
"151","AT1G11530"
"152","AT1G11600"
"153","AT1G11655"
"154","AT1G11740"
"155","AT1G11900"
"156","AT1G11915"
"157","AT1G12150"
"158","AT1G12244"
"159","AT1G12330"
"160","AT1G12400"
"161","AT1G12550"
"162","AT1G12600"
"163","AT1G12620"
"164","AT1G12700"
"165","AT1G12775"
"166","AT1G12790"
"167","AT1G12805"
"168","AT1G12845"
"169","AT1G12860"
"170","AT1G12880"
"171","AT1G13140"
"172","AT1G13150"
"173","AT1G13330"
"174","AT1G13480"
"175","AT1G13500"
"176","AT1G13540"
"177","AT1G13590"
"178","AT1G13790"
"179","AT1G13800"
"180","AT1G14280"
"181","AT1G14430"
"182","AT1G14453"
"183","AT1G14470"
"184","AT1G14520"
"185","AT1G14600"
"186","AT1G14680"
"187","AT1G14687"
"188","AT1G14700"
"189","AT1G15125"
"190","AT1G15160"
"191","AT1G15190"
"192","AT1G15520"
"193","AT1G15720"
"194","AT1G15790"
"195","AT1G15830"
"196","AT1G16110"
"197","AT1G16150"
"198","AT1G16160"
"199","AT1G16225"
"200","AT1G16360"
"201","AT1G16390"
"202","AT1G16410"
"203","AT1G16420"
"204","AT1G16445"
"205","AT1G16489"
"206","AT1G16490"
"207","AT1G16510"
"208","AT1G16590"
"209","AT1G16640"
"210","AT1G16750"
"211","AT1G16820"
"212","AT1G16825"
"213","AT1G16850"
"214","AT1G16905"
"215","AT1G16916"
"216","AT1G17030"
"217","AT1G17200"
"218","AT1G17240"
"219","AT1G17260"
"220","AT1G17285"
"221","AT1G17400"
"222","AT1G17710"
"223","AT1G17870"
"224","AT1G18010"
"225","AT1G18020"
"226","AT1G18170"
"227","AT1G18200"
"228","AT1G18265"
"229","AT1G18290"
"230","AT1G18410"
"231","AT1G18485"
"232","AT1G18730"
"233","AT1G18750"
"234","AT1G18773"
"235","AT1G19080"
"236","AT1G19200"
"237","AT1G19390"
"238","AT1G19397"
"239","AT1G19565"
"240","AT1G19670"
"241","AT1G19790"
"242","AT1G19940"
"243","AT1G20470"
"244","AT1G20490"
"245","AT1G20515"
"246","AT1G20530"
"247","AT1G20570"
"248","AT1G20590"
"249","AT1G20690"
"250","AT1G20691"
"251","AT1G20810"
"252","AT1G20816"
"253","AT1G20860"
"254","AT1G20870"
"255","AT1G21060"
"256","AT1G21120"
"257","AT1G21130"
"258","AT1G21230"
"259","AT1G21326"
"260","AT1G21360"
"261","AT1G21500"
"262","AT1G21510"
"263","AT1G21520"
"264","AT1G21530"
"265","AT1G21810"
"266","AT1G21890"
"267","AT1G22160"
"268","AT1G22260"
"269","AT1G22275"
"270","AT1G22340"
"271","AT1G22370"
"272","AT1G22403"
"273","AT1G22460"
"274","AT1G22490"
"275","AT1G22900"
"276","AT1G22985"
"277","AT1G23050"
"278","AT1G23052"
"279","AT1G23120"
"280","AT1G23140"
"281","AT1G23210"
"282","AT1G23450"
"283","AT1G23550"
"284","AT1G23830"
"285","AT1G23950"
"286","AT1G24090"
"287","AT1G24210"
"288","AT1G24330"
"289","AT1G24485"
"290","AT1G24620"
"291","AT1G24735"
"292","AT1G24793"
"293","AT1G25240"
"294","AT1G25250"
"295","AT1G25440"
"296","AT1G25460"
"297","AT1G26200"
"298","AT1G26210"
"299","AT1G26218"
"300","AT1G26220"
"301","AT1G26230"
"302","AT1G26240"
"303","AT1G26500"
"304","AT1G26530"
"305","AT1G26540"
"306","AT1G26590"
"307","AT1G26680"
"308","AT1G26700"
"309","AT1G26800"
"310","AT1G26870"
"311","AT1G26945"
"312","AT1G27110"
"313","AT1G27180"
"314","AT1G27380"
"315","AT1G27570"
"316","AT1G27580"
"317","AT1G27720"
"318","AT1G28070"
"319","AT1G28080"
"320","AT1G28170"
"321","AT1G28360"
"322","AT1G28480"
"323","AT1G28590"
"324","AT1G28610"
"325","AT1G28670"
"326","AT1G28690"
"327","AT1G28715"
"328","AT1G28765"
"329","AT1G28815"
"330","AT1G29000"
"331","AT1G29179"
"332","AT1G29180"
"333","AT1G29230"
"334","AT1G29240"
"335","AT1G29535"
"336","AT1G29660"
"337","AT1G29670"
"338","AT1G29730"
"339","AT1G29770"
"340","AT1G29830"
"341","AT1G29860"
"342","AT1G29920"
"343","AT1G30050"
"344","AT1G30260"
"345","AT1G30473"
"346","AT1G30660"
"347","AT1G30757"
"348","AT1G30850"
"349","AT1G30860"
"350","AT1G31170"
"351","AT1G31200"
"352","AT1G31485"
"353","AT1G31550"
"354","AT1G31720"
"355","AT1G31750"
"356","AT1G31790"
"357","AT1G31835"
"358","AT1G31840"
"359","AT1G31880"
"360","AT1G32080"
"361","AT1G32120"
"362","AT1G32180"
"363","AT1G32415"
"364","AT1G32510"
"365","AT1G32520"
"366","AT1G32550"
"367","AT1G32610"
"368","AT1G32900"
"369","AT1G33030"
"370","AT1G33055"
"371","AT1G33100"
"372","AT1G33280"
"373","AT1G33320"
"374","AT1G33340"
"375","AT1G33500"
"376","AT1G33600"
"377","AT1G33840"
"378","AT1G33890"
"379","AT1G34050"
"380","AT1G34060"
"381","AT1G34160"
"382","AT1G34380"
"383","AT1G34460"
"384","AT1G34520"
"385","AT1G34640"
"386","AT1G35180"
"387","AT1G35230"
"388","AT1G35240"
"389","AT1G35255"
"390","AT1G35330"
"391","AT1G35350"
"392","AT1G35560"
"393","AT1G35610"
"394","AT1G35910"
"395","AT1G36622"
"396","AT1G36940"
"397","AT1G37150"
"398","AT1G43040"
"399","AT1G43770"
"400","AT1G43980"
"401","AT1G44318"
"402","AT1G44608"
"403","AT1G44830"
"404","AT1G45015"
"405","AT1G45110"
"406","AT1G45229"
"407","AT1G45545"
"408","AT1G47271"
"409","AT1G47510"
"410","AT1G47578"
"411","AT1G47620"
"412","AT1G47655"
"413","AT1G48070"
"414","AT1G48180"
"415","AT1G48330"
"416","AT1G48390"
"417","AT1G48400"
"418","AT1G48670"
"419","AT1G48700"
"420","AT1G48745"
"421","AT1G48780"
"422","AT1G49000"
"423","AT1G49010"
"424","AT1G49030"
"425","AT1G49180"
"426","AT1G49200"
"427","AT1G49205"
"428","AT1G49330"
"429","AT1G49475"
"430","AT1G49530"
"431","AT1G49570"
"432","AT1G49620"
"433","AT1G49880"
"434","AT1G50000"
"435","AT1G50040"
"436","AT1G50180"
"437","AT1G50280"
"438","AT1G50400"
"439","AT1G50930"
"440","AT1G50970"
"441","AT1G51100"
"442","AT1G51110"
"443","AT1G51430"
"444","AT1G51440"
"445","AT1G51480"
"446","AT1G51520"
"447","AT1G51538"
"448","AT1G51620"
"449","AT1G51770"
"450","AT1G51990"
"451","AT1G52220"
"452","AT1G52240"
"453","AT1G52245"
"454","AT1G52290"
"455","AT1G52315"
"456","AT1G52342"
"457","AT1G52430"
"458","AT1G52450"
"459","AT1G52530"
"460","AT1G52550"
"461","AT1G52565"
"462","AT1G52640"
"463","AT1G52650"
"464","AT1G52690"
"465","AT1G52880"
"466","AT1G52905"
"467","AT1G52920"
"468","AT1G53060"
"469","AT1G53100"
"470","AT1G53163"
"471","AT1G53250"
"472","AT1G53330"
"473","AT1G53340"
"474","AT1G53490"
"475","AT1G53700"
"476","AT1G53860"
"477","AT1G54050"
"478","AT1G54095"
"479","AT1G54120"
"480","AT1G54160"
"481","AT1G54330"
"482","AT1G54530"
"483","AT1G54560"
"484","AT1G54680"
"485","AT1G54840"
"486","AT1G55030"
"487","AT1G55050"
"488","AT1G55152"
"489","AT1G55200"
"490","AT1G55260"
"491","AT1G55365"
"492","AT1G55370"
"493","AT1G55390"
"494","AT1G55675"
"495","AT1G55990"
"496","AT1G56260"
"497","AT1G56600"
"498","AT1G56650"
"499","AT1G57570"
"500","AT1G57770"
"501","AT1G58007"
"502","AT1G58037"
"503","AT1G58602"
"504","AT1G59218"
"505","AT1G59312"
"506","AT1G59510"
"507","AT1G59620"
"508","AT1G59700"
"509","AT1G59720"
"510","AT1G59725"
"511","AT1G59730"
"512","AT1G59850"
"513","AT1G60130"
"514","AT1G60260"
"515","AT1G60360"
"516","AT1G60460"
"517","AT1G60600"
"518","AT1G60690"
"519","AT1G60930"
"520","AT1G60970"
"521","AT1G61065"
"522","AT1G61130"
"523","AT1G61230"
"524","AT1G61280"
"525","AT1G61300"
"526","AT1G61390"
"527","AT1G61410"
"528","AT1G61460"
"529","AT1G61760"
"530","AT1G62030"
"531","AT1G62045"
"532","AT1G62150"
"533","AT1G62262"
"534","AT1G62350"
"535","AT1G62510"
"536","AT1G62520"
"537","AT1G62590"
"538","AT1G62700"
"539","AT1G62780"
"540","AT1G62910"
"541","AT1G62981"
"542","AT1G63080"
"543","AT1G63150"
"544","AT1G63380"
"545","AT1G63390"
"546","AT1G63410"
"547","AT1G63520"
"548","AT1G63530"
"549","AT1G63580"
"550","AT1G63750"
"551","AT1G63855"
"552","AT1G63990"
"553","AT1G64080"
"554","AT1G64100"
"555","AT1G64150"
"556","AT1G64185"
"557","AT1G64300"
"558","AT1G64310"
"559","AT1G64320"
"560","AT1G64380"
"561","AT1G64455"
"562","AT1G64583"
"563","AT1G64625"
"564","AT1G64680"
"565","AT1G64700"
"566","AT1G64770"
"567","AT1G64820"
"568","AT1G65000"
"569","AT1G65032"
"570","AT1G65130"
"571","AT1G65230"
"572","AT1G65620"
"573","AT1G65680"
"574","AT1G65850"
"575","AT1G66173"
"576","AT1G66440"
"577","AT1G66520"
"578","AT1G66570"
"579","AT1G66840"
"580","AT1G66910"
"581","AT1G66930"
"582","AT1G66940"
"583","AT1G66960"
"584","AT1G66970"
"585","AT1G66980"
"586","AT1G67035"
"587","AT1G67070"
"588","AT1G67400"
"589","AT1G67460"
"590","AT1G67520"
"591","AT1G67600"
"592","AT1G67790"
"593","AT1G67792"
"594","AT1G67920"
"595","AT1G67990"
"596","AT1G68030"
"597","AT1G68120"
"598","AT1G68200"
"599","AT1G68238"
"600","AT1G68290"
"601","AT1G68350"
"602","AT1G68390"
"603","AT1G68450"
"604","AT1G68460"
"605","AT1G68530"
"606","AT1G68585"
"607","AT1G68723"
"608","AT1G68730"
"609","AT1G68825"
"610","AT1G68872"
"611","AT1G68930"
"612","AT1G69020"
"613","AT1G69120"
"614","AT1G69150"
"615","AT1G69325"
"616","AT1G69350"
"617","AT1G69400"
"618","AT1G69430"
"619","AT1G69490"
"620","AT1G69560"
"621","AT1G69570"
"622","AT1G69572"
"623","AT1G69588"
"624","AT1G69610"
"625","AT1G69790"
"626","AT1G69970"
"627","AT1G69990"
"628","AT1G70335"
"629","AT1G70440"
"630","AT1G70450"
"631","AT1G70475"
"632","AT1G70505"
"633","AT1G70510"
"634","AT1G70518"
"635","AT1G70650"
"636","AT1G70860"
"637","AT1G70920"
"638","AT1G71030"
"639","AT1G71420"
"640","AT1G71450"
"641","AT1G71480"
"642","AT1G71690"
"643","AT1G71740"
"644","AT1G71760"
"645","AT1G71910"
"646","AT1G71930"
"647","AT1G72030"
"648","AT1G72070"
"649","AT1G72100"
"650","AT1G72240"
"651","AT1G72530"
"652","AT1G72540"
"653","AT1G72640"
"654","AT1G72645"
"655","AT1G72890"
"656","AT1G72930"
"657","AT1G72950"
"658","AT1G72960"
"659","AT1G73040"
"660","AT1G73066"
"661","AT1G73110"
"662","AT1G73160"
"663","AT1G73300"
"664","AT1G73360"
"665","AT1G73530"
"666","AT1G73690"
"667","AT1G73770"
"668","AT1G73780"
"669","AT1G73805"
"670","AT1G73885"
"671","AT1G73910"
"672","AT1G73965"
"673","AT1G74055"
"674","AT1G74080"
"675","AT1G74088"
"676","AT1G74110"
"677","AT1G74150"
"678","AT1G74200"
"679","AT1G74350"
"680","AT1G74400"
"681","AT1G74420"
"682","AT1G74540"
"683","AT1G74545"
"684","AT1G74550"
"685","AT1G74630"
"686","AT1G74650"
"687","AT1G74670"
"688","AT1G74810"
"689","AT1G74870"
"690","AT1G74880"
"691","AT1G74890"
"692","AT1G74900"
"693","AT1G75090"
"694","AT1G75110"
"695","AT1G75120"
"696","AT1G75125"
"697","AT1G75160"
"698","AT1G75190"
"699","AT1G75260"
"700","AT1G75290"
"701","AT1G75300"
"702","AT1G75335"
"703","AT1G75550"
"704","AT1G75580"
"705","AT1G75690"
"706","AT1G75700"
"707","AT1G75720"
"708","AT1G75770"
"709","AT1G75900"
"710","AT1G75920"
"711","AT1G75960"
"712","AT1G76065"
"713","AT1G76110"
"714","AT1G76170"
"715","AT1G76410"
"716","AT1G76430"
"717","AT1G76470"
"718","AT1G76570"
"719","AT1G76620"
"720","AT1G76640"
"721","AT1G76800"
"722","AT1G76870"
"723","AT1G76952"
"724","AT1G77010"
"725","AT1G77090"
"726","AT1G77138"
"727","AT1G77145"
"728","AT1G77200"
"729","AT1G77360"
"730","AT1G77390"
"731","AT1G77405"
"732","AT1G77700"
"733","AT1G77730"
"734","AT1G77765"
"735","AT1G77790"
"736","AT1G77860"
"737","AT1G78190"
"738","AT1G78360"
"739","AT1G78390"
"740","AT1G78460"
"741","AT1G78480"
"742","AT1G78520"
"743","AT1G78530"
"744","AT1G78730"
"745","AT1G78865"
"746","AT1G78930"
"747","AT1G78955"
"748","AT1G79075"
"749","AT1G79120"
"750","AT1G79250"
"751","AT1G79330"
"752","AT1G79360"
"753","AT1G79480"
