"","WS_c1.which.mclass....4...1."
"1","AT1G01040"
"2","AT1G01050"
"3","AT1G01470"
"4","AT1G01510"
"5","AT1G01540"
"6","AT1G01720"
"7","AT1G01910"
"8","AT1G02100"
"9","AT1G02560"
"10","AT1G02640"
"11","AT1G02690"
"12","AT1G03140"
"13","AT1G03230"
"14","AT1G03290"
"15","AT1G03370"
"16","AT1G03740"
"17","AT1G03820"
"18","AT1G03910"
"19","AT1G04180"
"20","AT1G04190"
"21","AT1G04200"
"22","AT1G04210"
"23","AT1G04220"
"24","AT1G04300"
"25","AT1G04833"
"26","AT1G04860"
"27","AT1G04870"
"28","AT1G05150"
"29","AT1G05270"
"30","AT1G05333"
"31","AT1G05380"
"32","AT1G05520"
"33","AT1G05620"
"34","AT1G05830"
"35","AT1G05890"
"36","AT1G05910"
"37","AT1G05940"
"38","AT1G06110"
"39","AT1G06230"
"40","AT1G06470"
"41","AT1G06680"
"42","AT1G06720"
"43","AT1G06900"
"44","AT1G07080"
"45","AT1G07135"
"46","AT1G07200"
"47","AT1G07240"
"48","AT1G07360"
"49","AT1G07420"
"50","AT1G07790"
"51","AT1G07820"
"52","AT1G07990"
"53","AT1G08110"
"54","AT1G08450"
"55","AT1G08570"
"56","AT1G08580"
"57","AT1G08600"
"58","AT1G08650"
"59","AT1G08800"
"60","AT1G08830"
"61","AT1G08920"
"62","AT1G09010"
"63","AT1G09200"
"64","AT1G09330"
"65","AT1G09660"
"66","AT1G09750"
"67","AT1G09760"
"68","AT1G10170"
"69","AT1G10370"
"70","AT1G10900"
"71","AT1G11545"
"72","AT1G11660"
"73","AT1G12090"
"74","AT1G12140"
"75","AT1G12200"
"76","AT1G12380"
"77","AT1G12470"
"78","AT1G12760"
"79","AT1G12780"
"80","AT1G13210"
"81","AT1G13320"
"82","AT1G13340"
"83","AT1G13730"
"84","AT1G14040"
"85","AT1G14120"
"86","AT1G14360"
"87","AT1G14450"
"88","AT1G14480"
"89","AT1G14650"
"90","AT1G14810"
"91","AT1G14850"
"92","AT1G15240"
"93","AT1G15280"
"94","AT1G15290"
"95","AT1G15340"
"96","AT1G15350"
"97","AT1G15430"
"98","AT1G15440"
"99","AT1G16240"
"100","AT1G16270"
"101","AT1G16710"
"102","AT1G16890"
"103","AT1G16920"
"104","AT1G17110"
"105","AT1G17380"
"106","AT1G18140"
"107","AT1G18250"
"108","AT1G18260"
"109","AT1G18450"
"110","AT1G18470"
"111","AT1G18640"
"112","AT1G18670"
"113","AT1G18870"
"114","AT1G18890"
"115","AT1G18910"
"116","AT1G18950"
"117","AT1G19110"
"118","AT1G19130"
"119","AT1G19520"
"120","AT1G19660"
"121","AT1G19880"
"122","AT1G20090"
"123","AT1G20100"
"124","AT1G20510"
"125","AT1G20560"
"126","AT1G20823"
"127","AT1G20920"
"128","AT1G21000"
"129","AT1G21050"
"130","AT1G21080"
"131","AT1G21100"
"132","AT1G21170"
"133","AT1G21660"
"134","AT1G21720"
"135","AT1G21780"
"136","AT1G21910"
"137","AT1G22200"
"138","AT1G22610"
"139","AT1G23230"
"140","AT1G23900"
"141","AT1G24190"
"142","AT1G24300"
"143","AT1G24430"
"144","AT1G24460"
"145","AT1G24560"
"146","AT1G24706"
"147","AT1G24764"
"148","AT1G25220"
"149","AT1G25260"
"150","AT1G25280"
"151","AT1G25400"
"152","AT1G25560"
"153","AT1G25570"
"154","AT1G26460"
"155","AT1G26670"
"156","AT1G27130"
"157","AT1G27190"
"158","AT1G27200"
"159","AT1G27430"
"160","AT1G27530"
"161","AT1G27595"
"162","AT1G27650"
"163","AT1G27970"
"164","AT1G28330"
"165","AT1G28350"
"166","AT1G28370"
"167","AT1G29340"
"168","AT1G29850"
"169","AT1G30370"
"170","AT1G30450"
"171","AT1G30470"
"172","AT1G30820"
"173","AT1G30870"
"174","AT1G30970"
"175","AT1G31120"
"176","AT1G31180"
"177","AT1G31930"
"178","AT1G32100"
"179","AT1G32170"
"180","AT1G32210"
"181","AT1G32440"
"182","AT1G32490"
"183","AT1G32750"
"184","AT1G33240"
"185","AT1G33680"
"186","AT1G33700"
"187","AT1G34430"
"188","AT1G34550"
"189","AT1G35140"
"190","AT1G35220"
"191","AT1G36060"
"192","AT1G36980"
"193","AT1G42440"
"194","AT1G42470"
"195","AT1G42960"
"196","AT1G43190"
"197","AT1G43850"
"198","AT1G44100"
"199","AT1G44750"
"200","AT1G45145"
"201","AT1G45160"
"202","AT1G47490"
"203","AT1G47500"
"204","AT1G48110"
"205","AT1G48230"
"206","AT1G48440"
"207","AT1G48490"
"208","AT1G48620"
"209","AT1G48650"
"210","AT1G48790"
"211","AT1G48800"
"212","AT1G48900"
"213","AT1G49040"
"214","AT1G49140"
"215","AT1G49480"
"216","AT1G49670"
"217","AT1G50030"
"218","AT1G50250"
"219","AT1G50370"
"220","AT1G50490"
"221","AT1G50600"
"222","AT1G50640"
"223","AT1G50745"
"224","AT1G51160"
"225","AT1G51510"
"226","AT1G51630"
"227","AT1G51660"
"228","AT1G51690"
"229","AT1G52410"
"230","AT1G52820"
"231","AT1G52980"
"232","AT1G53050"
"233","AT1G53570"
"234","AT1G53590"
"235","AT1G54690"
"236","AT1G54710"
"237","AT1G55090"
"238","AT1G55310"
"239","AT1G55325"
"240","AT1G55490"
"241","AT1G55740"
"242","AT1G55850"
"243","AT1G56140"
"244","AT1G57990"
"245","AT1G58230"
"246","AT1G58290"
"247","AT1G58360"
"248","AT1G58440"
"249","AT1G58684"
"250","AT1G59359"
"251","AT1G59750"
"252","AT1G59760"
"253","AT1G59890"
"254","AT1G59910"
"255","AT1G59960"
"256","AT1G60190"
"257","AT1G60490"
"258","AT1G60770"
"259","AT1G60960"
"260","AT1G61340"
"261","AT1G61670"
"262","AT1G61740"
"263","AT1G62300"
"264","AT1G62740"
"265","AT1G63050"
"266","AT1G63660"
"267","AT1G63700"
"268","AT1G63840"
"269","AT1G64460"
"270","AT1G64590"
"271","AT1G64880"
"272","AT1G65270"
"273","AT1G65280"
"274","AT1G65970"
"275","AT1G66160"
"276","AT1G66400"
"277","AT1G66680"
"278","AT1G67120"
"279","AT1G67310"
"280","AT1G67328"
"281","AT1G67330"
"282","AT1G67750"
"283","AT1G67785"
"284","AT1G67880"
"285","AT1G68140"
"286","AT1G68300"
"287","AT1G68410"
"288","AT1G68720"
"289","AT1G68790"
"290","AT1G69340"
"291","AT1G69460"
"292","AT1G69890"
"293","AT1G70090"
"294","AT1G70620"
"295","AT1G70940"
"296","AT1G70980"
"297","AT1G71040"
"298","AT1G71270"
"299","AT1G71400"
"300","AT1G71710"
"301","AT1G71730"
"302","AT1G71820"
"303","AT1G71960"
"304","AT1G72130"
"305","AT1G72410"
"306","AT1G72450"
"307","AT1G72510"
"308","AT1G72550"
"309","AT1G72940"
"310","AT1G73030"
"311","AT1G73080"
"312","AT1G73220"
"313","AT1G73260"
"314","AT1G73500"
"315","AT1G73590"
"316","AT1G73660"
"317","AT1G73920"
"318","AT1G73940"
"319","AT1G73960"
"320","AT1G74020"
"321","AT1G74470"
"322","AT1G74510"
"323","AT1G74910"
"324","AT1G74930"
"325","AT1G74950"
"326","AT1G75080"
"327","AT1G75280"
"328","AT1G75820"
"329","AT1G76600"
"330","AT1G76650"
"331","AT1G76880"
"332","AT1G76950"
"333","AT1G77030"
"334","AT1G77300"
"335","AT1G77740"
"336","AT1G77750"
"337","AT1G77800"
"338","AT1G77840"
"339","AT1G78120"
"340","AT1G78580"
"341","AT1G78670"
"342","AT1G79090"
"343","AT1G79150"
"344","AT1G79350"
"345","AT1G79560"
"346","AT1G79570"
"347","AT1G79650"
"348","AT1G80040"
"349","AT1G80280"
"350","AT1G80325"
"351","AT1G80380"
"352","AT1G80530"
"353","AT1G80560"
"354","AT1G80680"
"355","AT1G80780"
"356","AT1G80840"
"357","AT1G80930"
"358","AT2G01100"
"359","AT2G01180"
"360","AT2G01190"
"361","AT2G01270"
"362","AT2G01350"
"363","AT2G01420"
"364","AT2G01530"
"365","AT2G01680"
"366","AT2G01890"
"367","AT2G02120"
"368","AT2G02220"
"369","AT2G03150"
"370","AT2G03200"
"371","AT2G03510"
"372","AT2G03820"
"373","AT2G04350"
"374","AT2G04390"
"375","AT2G05170"
"376","AT2G05790"
"377","AT2G05830"
"378","AT2G06990"
"379","AT2G08780"
"380","AT2G11910"
"381","AT2G13370"
"382","AT2G13540"
"383","AT2G14835"
"384","AT2G14910"
"385","AT2G16485"
"386","AT2G16720"
"387","AT2G16750"
"388","AT2G16780"
"389","AT2G16940"
"390","AT2G17130"
"391","AT2G17190"
"392","AT2G17265"
"393","AT2G17380"
"394","AT2G17410"
"395","AT2G17440"
"396","AT2G17520"
"397","AT2G17790"
"398","AT2G17840"
"399","AT2G17980"
"400","AT2G17990"
"401","AT2G18090"
"402","AT2G18700"
"403","AT2G18730"
