"","phyD_FLT_c1.which.mclass....7...1."
"1","AT1G01040"
"2","AT1G01240"
"3","AT1G01320"
"4","AT1G01370"
"5","AT1G01430"
"6","AT1G01450"
"7","AT1G01760"
"8","AT1G01780"
"9","AT1G01950"
"10","AT1G02110"
"11","AT1G02260"
"12","AT1G02370"
"13","AT1G02720"
"14","AT1G02740"
"15","AT1G02960"
"16","AT1G02990"
"17","AT1G03000"
"18","AT1G03260"
"19","AT1G03365"
"20","AT1G03680"
"21","AT1G03840"
"22","AT1G04000"
"23","AT1G04010"
"24","AT1G04020"
"25","AT1G04130"
"26","AT1G04230"
"27","AT1G04290"
"28","AT1G04463"
"29","AT1G04550"
"30","AT1G04610"
"31","AT1G04837"
"32","AT1G04945"
"33","AT1G04977"
"34","AT1G04990"
"35","AT1G05055"
"36","AT1G05083"
"37","AT1G05120"
"38","AT1G05160"
"39","AT1G05190"
"40","AT1G05213"
"41","AT1G05303"
"42","AT1G05353"
"43","AT1G05470"
"44","AT1G05523"
"45","AT1G05550"
"46","AT1G05590"
"47","AT1G05730"
"48","AT1G05780"
"49","AT1G05790"
"50","AT1G05830"
"51","AT1G05860"
"52","AT1G05910"
"53","AT1G05970"
"54","AT1G06010"
"55","AT1G06070"
"56","AT1G06150"
"57","AT1G06180"
"58","AT1G06227"
"59","AT1G06380"
"60","AT1G06450"
"61","AT1G06510"
"62","AT1G06560"
"63","AT1G06730"
"64","AT1G06770"
"65","AT1G06780"
"66","AT1G06840"
"67","AT1G06980"
"68","AT1G07110"
"69","AT1G07128"
"70","AT1G07200"
"71","AT1G07220"
"72","AT1G07230"
"73","AT1G07240"
"74","AT1G07320"
"75","AT1G07323"
"76","AT1G07410"
"77","AT1G07570"
"78","AT1G07615"
"79","AT1G07705"
"80","AT1G07725"
"81","AT1G07728"
"82","AT1G07780"
"83","AT1G07970"
"84","AT1G07980"
"85","AT1G07983"
"86","AT1G08000"
"87","AT1G08030"
"88","AT1G08040"
"89","AT1G08060"
"90","AT1G08250"
"91","AT1G08283"
"92","AT1G08390"
"93","AT1G08420"
"94","AT1G08430"
"95","AT1G08490"
"96","AT1G08520"
"97","AT1G08530"
"98","AT1G08550"
"99","AT1G08590"
"100","AT1G08592"
"101","AT1G08750"
"102","AT1G08760"
"103","AT1G08845"
"104","AT1G09060"
"105","AT1G09163"
"106","AT1G09230"
"107","AT1G09300"
"108","AT1G09320"
"109","AT1G09470"
"110","AT1G09490"
"111","AT1G09553"
"112","AT1G09700"
"113","AT1G09730"
"114","AT1G09810"
"115","AT1G09903"
"116","AT1G09910"
"117","AT1G09927"
"118","AT1G09995"
"119","AT1G10020"
"120","AT1G10150"
"121","AT1G10210"
"122","AT1G10450"
"123","AT1G10460"
"124","AT1G10522"
"125","AT1G10660"
"126","AT1G10690"
"127","AT1G10750"
"128","AT1G10820"
"129","AT1G10850"
"130","AT1G10870"
"131","AT1G10910"
"132","AT1G10970"
"133","AT1G11090"
"134","AT1G11130"
"135","AT1G11270"
"136","AT1G11380"
"137","AT1G11390"
"138","AT1G11630"
"139","AT1G11660"
"140","AT1G11720"
"141","AT1G11740"
"142","AT1G11780"
"143","AT1G11820"
"144","AT1G12020"
"145","AT1G12200"
"146","AT1G12450"
"147","AT1G12470"
"148","AT1G12880"
"149","AT1G12930"
"150","AT1G12990"
"151","AT1G13020"
"152","AT1G13030"
"153","AT1G13120"
"154","AT1G13170"
"155","AT1G13190"
"156","AT1G13200"
"157","AT1G13210"
"158","AT1G13350"
"159","AT1G13460"
"160","AT1G13770"
"161","AT1G13860"
"162","AT1G13900"
"163","AT1G13940"
"164","AT1G14020"
"165","AT1G14180"
"166","AT1G14310"
"167","AT1G14350"
"168","AT1G14460"
"169","AT1G14560"
"170","AT1G14730"
"171","AT1G14850"
"172","AT1G14910"
"173","AT1G14920"
"174","AT1G15060"
"175","AT1G15220"
"176","AT1G15310"
"177","AT1G15330"
"178","AT1G15410"
"179","AT1G15430"
"180","AT1G15540"
"181","AT1G15710"
"182","AT1G15760"
"183","AT1G15780"
"184","AT1G15940"
"185","AT1G15970"
"186","AT1G16020"
"187","AT1G16080"
"188","AT1G16280"
"189","AT1G16320"
"190","AT1G16430"
"191","AT1G16520"
"192","AT1G16680"
"193","AT1G16800"
"194","AT1G17360"
"195","AT1G17410"
"196","AT1G17550"
"197","AT1G17560"
"198","AT1G17580"
"199","AT1G17690"
"200","AT1G17760"
"201","AT1G17780"
"202","AT1G17790"
"203","AT1G17850"
"204","AT1G17980"
"205","AT1G18040"
"206","AT1G18335"
"207","AT1G18340"
"208","AT1G18350"
"209","AT1G18460"
"210","AT1G18490"
"211","AT1G18580"
"212","AT1G18600"
"213","AT1G18620"
"214","AT1G18630"
"215","AT1G18650"
"216","AT1G18660"
"217","AT1G18680"
"218","AT1G18690"
"219","AT1G18850"
"220","AT1G18900"
"221","AT1G18950"
"222","AT1G19080"
"223","AT1G19140"
"224","AT1G19220"
"225","AT1G19430"
"226","AT1G19440"
"227","AT1G19485"
"228","AT1G19690"
"229","AT1G19710"
"230","AT1G19740"
"231","AT1G19860"
"232","AT1G19968"
"233","AT1G19970"
"234","AT1G19990"
"235","AT1G20370"
"236","AT1G20410"
"237","AT1G20490"
"238","AT1G20640"
"239","AT1G20690"
"240","AT1G20691"
"241","AT1G20830"
"242","AT1G20880"
"243","AT1G20910"
"244","AT1G21170"
"245","AT1G21270"
"246","AT1G21410"
"247","AT1G21480"
"248","AT1G21610"
"249","AT1G21700"
"250","AT1G21830"
"251","AT1G21840"
"252","AT1G22020"
"253","AT1G22060"
"254","AT1G22170"
"255","AT1G22230"
"256","AT1G22310"
"257","AT1G22400"
"258","AT1G22470"
"259","AT1G22800"
"260","AT1G22850"
"261","AT1G22950"
"262","AT1G23000"
"263","AT1G23070"
"264","AT1G23205"
"265","AT1G23230"
"266","AT1G23330"
"267","AT1G23380"
"268","AT1G23740"
"269","AT1G23890"
"270","AT1G23935"
"271","AT1G24030"
"272","AT1G24040"
"273","AT1G24100"
"274","AT1G24310"
"275","AT1G24340"
"276","AT1G24490"
"277","AT1G24610"
"278","AT1G24625"
"279","AT1G24706"
"280","AT1G24909"
"281","AT1G25145"
"282","AT1G25155"
"283","AT1G25290"
"284","AT1G25320"
"285","AT1G25375"
"286","AT1G25570"
"287","AT1G25580"
"288","AT1G26100"
"289","AT1G26170"
"290","AT1G26180"
"291","AT1G26190"
"292","AT1G26260"
"293","AT1G26450"
"294","AT1G26520"
"295","AT1G26660"
"296","AT1G26680"
"297","AT1G26840"
"298","AT1G27050"
"299","AT1G27460"
"300","AT1G27595"
"301","AT1G27660"
"302","AT1G27680"
"303","AT1G27690"
"304","AT1G27750"
"305","AT1G27752"
"306","AT1G27840"
"307","AT1G27920"
"308","AT1G27960"
