"","phyD_FLT_c1.which.mclass....4...1."
"1","AT1G01020"
"2","AT1G01160"
"3","AT1G01230"
"4","AT1G01300"
"5","AT1G01360"
"6","AT1G01490"
"7","AT1G01910"
"8","AT1G01960"
"9","AT1G02080"
"10","AT1G02090"
"11","AT1G02120"
"12","AT1G02330"
"13","AT1G02410"
"14","AT1G02560"
"15","AT1G02870"
"16","AT1G03040"
"17","AT1G03080"
"18","AT1G03150"
"19","AT1G03290"
"20","AT1G03590"
"21","AT1G03610"
"22","AT1G03910"
"23","AT1G04080"
"24","AT1G04190"
"25","AT1G04260"
"26","AT1G04510"
"27","AT1G04590"
"28","AT1G04940"
"29","AT1G04985"
"30","AT1G05350"
"31","AT1G05620"
"32","AT1G05840"
"33","AT1G05890"
"34","AT1G05940"
"35","AT1G06130"
"36","AT1G06220"
"37","AT1G06230"
"38","AT1G06410"
"39","AT1G06530"
"40","AT1G06540"
"41","AT1G06670"
"42","AT1G06870"
"43","AT1G06900"
"44","AT1G06960"
"45","AT1G07030"
"46","AT1G07310"
"47","AT1G07350"
"48","AT1G07370"
"49","AT1G07470"
"50","AT1G07660"
"51","AT1G07670"
"52","AT1G07985"
"53","AT1G08037"
"54","AT1G08370"
"55","AT1G08450"
"56","AT1G08510"
"57","AT1G08570"
"58","AT1G08580"
"59","AT1G08660"
"60","AT1G08770"
"61","AT1G08780"
"62","AT1G08820"
"63","AT1G08970"
"64","AT1G09160"
"65","AT1G09250"
"66","AT1G09280"
"67","AT1G09520"
"68","AT1G09630"
"69","AT1G09645"
"70","AT1G09815"
"71","AT1G09840"
"72","AT1G10140"
"73","AT1G10290"
"74","AT1G10430"
"75","AT1G10470"
"76","AT1G10500"
"77","AT1G10760"
"78","AT1G10890"
"79","AT1G10940"
"80","AT1G11000"
"81","AT1G11240"
"82","AT1G11430"
"83","AT1G11750"
"84","AT1G11890"
"85","AT1G12120"
"86","AT1G12160"
"87","AT1G12270"
"88","AT1G12360"
"89","AT1G12410"
"90","AT1G12650"
"91","AT1G12760"
"92","AT1G12810"
"93","AT1G12820"
"94","AT1G12850"
"95","AT1G13320"
"96","AT1G13450"
"97","AT1G13730"
"98","AT1G13980"
"99","AT1G14000"
"100","AT1G14060"
