"","phyD_FLT_c1.which.mclass....9...1."
"1","AT1G01510"
"2","AT1G01730"
"3","AT1G01820"
"4","AT1G02100"
"5","AT1G02160"
"6","AT1G02305"
"7","AT1G02816"
"8","AT1G02900"
"9","AT1G03140"
"10","AT1G03210"
"11","AT1G03330"
"12","AT1G03410"
"13","AT1G04140"
"14","AT1G04170"
"15","AT1G04183"
"16","AT1G04250"
"17","AT1G04340"
"18","AT1G04430"
"19","AT1G04630"
"20","AT1G04680"
"21","AT1G05205"
"22","AT1G05570"
"23","AT1G05720"
"24","AT1G06110"
"25","AT1G06400"
"26","AT1G06570"
"27","AT1G06700"
"28","AT1G06890"
"29","AT1G07020"
"30","AT1G07070"
"31","AT1G07080"
"32","AT1G07210"
"33","AT1G07360"
"34","AT1G07750"
"35","AT1G07960"
"36","AT1G08110"
"37","AT1G08650"
"38","AT1G08930"
"39","AT1G09270"
"40","AT1G09330"
"41","AT1G09430"
"42","AT1G09570"
"43","AT1G09620"
"44","AT1G09660"
"45","AT1G09760"
"46","AT1G09932"
"47","AT1G09970"
"48","AT1G10120"
"49","AT1G10200"
"50","AT1G10865"
"51","AT1G10990"
"52","AT1G11260"
"53","AT1G11310"
"54","AT1G11360"
"55","AT1G11400"
"56","AT1G11480"
"57","AT1G11545"
"58","AT1G11670"
"59","AT1G11860"
"60","AT1G12390"
"61","AT1G12440"
"62","AT1G13060"
"63","AT1G13260"
"64","AT1G13280"
"65","AT1G13360"
"66","AT1G13380"
"67","AT1G13930"
"68","AT1G14010"
"69","AT1G14210"
"70","AT1G14610"
"71","AT1G14620"
"72","AT1G14830"
"73","AT1G14860"
"74","AT1G14890"
"75","AT1G14900"
"76","AT1G15210"
"77","AT1G15250"
"78","AT1G15340"
"79","AT1G15420"
"80","AT1G15670"
"81","AT1G15750"
"82","AT1G15880"
"83","AT1G16000"
"84","AT1G16170"
"85","AT1G16350"
"86","AT1G16460"
"87","AT1G16470"
"88","AT1G16560"
"89","AT1G16740"
"90","AT1G16840"
"91","AT1G16880"
"92","AT1G17180"
"93","AT1G17290"
"94","AT1G17370"
"95","AT1G17470"
"96","AT1G17530"
"97","AT1G17890"
"98","AT1G18070"
"99","AT1G18450"
"100","AT1G18640"
"101","AT1G18720"
"102","AT1G18800"
"103","AT1G18880"
"104","AT1G19120"
"105","AT1G19130"
"106","AT1G19350"
"107","AT1G19360"
"108","AT1G19400"
"109","AT1G19600"
"110","AT1G19870"
"111","AT1G20200"
"112","AT1G20220"
"113","AT1G20430"
"114","AT1G20840"
"115","AT1G20850"
"116","AT1G20960"
"117","AT1G21000"
"118","AT1G21090"
"119","AT1G21190"
"120","AT1G21680"
"121","AT1G21900"
"122","AT1G22190"
"123","AT1G22360"
"124","AT1G22410"
"125","AT1G22440"
"126","AT1G22520"
"127","AT1G22530"
"128","AT1G23020"
"129","AT1G23190"
"130","AT1G23280"
"131","AT1G23750"
"132","AT1G23860"
"133","AT1G23870"
"134","AT1G24881"
"135","AT1G25490"
"136","AT1G25550"
"137","AT1G26270"
"138","AT1G26665"
"139","AT1G26750"
"140","AT1G27000"
"141","AT1G27090"
"142","AT1G27130"
"143","AT1G27290"
"144","AT1G27300"
"145","AT1G27340"
"146","AT1G28250"
"147","AT1G28580"
"148","AT1G29310"
"149","AT1G29370"
"150","AT1G29900"
"151","AT1G29970"
"152","AT1G29990"
"153","AT1G30120"
"154","AT1G30270"
"155","AT1G30360"
"156","AT1G30400"
"157","AT1G30510"
"158","AT1G30750"
"159","AT1G30970"
"160","AT1G31850"
"161","AT1G31860"
"162","AT1G31950"
"163","AT1G32170"
"164","AT1G32400"
"165","AT1G32580"
"166","AT1G32920"
"167","AT1G33055"
"168","AT1G33110"
"169","AT1G33800"
"170","AT1G34370"
"171","AT1G35516"
"172","AT1G35720"
"173","AT1G36050"
"174","AT1G37130"
"175","AT1G43130"
"176","AT1G43190"
"177","AT1G43790"
"178","AT1G43890"
"179","AT1G44770"
"180","AT1G44800"
"181","AT1G47128"
"182","AT1G47278"
"183","AT1G47395"
"184","AT1G47400"
"185","AT1G47490"
"186","AT1G47670"
"187","AT1G47740"
"188","AT1G47830"
"189","AT1G48030"
"190","AT1G48160"
"191","AT1G48200"
"192","AT1G48410"
"193","AT1G48420"
"194","AT1G48750"
"195","AT1G49300"
"196","AT1G49860"
"197","AT1G50480"
"198","AT1G50640"
"199","AT1G50740"
"200","AT1G51070"
"201","AT1G51160"
"202","AT1G51420"
"203","AT1G51680"
"204","AT1G51690"
"205","AT1G51730"
"206","AT1G52342"
"207","AT1G52380"
"208","AT1G52670"
"209","AT1G52710"
"210","AT1G52910"
"211","AT1G52930"
"212","AT1G52980"
"213","AT1G53210"
"214","AT1G53310"
"215","AT1G53560"
"216","AT1G53580"
"217","AT1G53760"
"218","AT1G53850"
"219","AT1G54030"
"220","AT1G55160"
"221","AT1G55310"
"222","AT1G55840"
"223","AT1G56200"
"224","AT1G56300"
"225","AT1G56680"
"226","AT1G57620"
"227","AT1G58080"
"228","AT1G59580"
"229","AT1G59610"
"230","AT1G59870"
"231","AT1G59960"
"232","AT1G60010"
"233","AT1G60710"
"234","AT1G60730"
"235","AT1G60780"
"236","AT1G60940"
"237","AT1G61620"
"238","AT1G61890"
"239","AT1G62180"
"240","AT1G63000"
"241","AT1G63180"
"242","AT1G63220"
"243","AT1G63290"
"244","AT1G63770"
"245","AT1G63830"
"246","AT1G63940"
"247","AT1G64040"
"248","AT1G64190"
"249","AT1G64550"
"250","AT1G64640"
"251","AT1G64650"
"252","AT1G65010"
"253","AT1G65220"
"254","AT1G65510"
"255","AT1G66680"
"256","AT1G67328"
"257","AT1G67330"
"258","AT1G67480"
"259","AT1G67730"
"260","AT1G68000"
"261","AT1G68300"
"262","AT1G68560"
"263","AT1G68790"
"264","AT1G69040"
"265","AT1G69295"
"266","AT1G69850"
"267","AT1G70160"
"268","AT1G70290"
"269","AT1G70660"
"270","AT1G70710"
"271","AT1G71010"
"272","AT1G71260"
"273","AT1G71340"
"274","AT1G71780"
"275","AT1G71860"
"276","AT1G71950"
"277","AT1G72170"
"278","AT1G72510"
"279","AT1G72710"
"280","AT1G73030"
"281","AT1G74030"
"282","AT1G74100"
"283","AT1G74230"
"284","AT1G74250"
"285","AT1G74340"
"286","AT1G74660"
"287","AT1G74690"
"288","AT1G75330"
"289","AT1G75380"
"290","AT1G75660"
"291","AT1G75680"
"292","AT1G75840"
"293","AT1G76030"
"294","AT1G76150"
"295","AT1G76400"
"296","AT1G76600"
"297","AT1G76690"
"298","AT1G76790"
"299","AT1G76930"
"300","AT1G77370"
"301","AT1G77450"
"302","AT1G78670"
"303","AT1G78860"
"304","AT1G78890"
"305","AT1G79210"
"306","AT1G79230"
"307","AT1G79340"
"308","AT1G79390"
"309","AT1G79830"
"310","AT1G79930"
"311","AT1G80040"
"312","AT1G80240"
"313","AT1G80360"
"314","AT1G80410"
"315","AT1G80460"
"316","AT1G80860"
"317","AT1G80930"
"318","AT2G01470"
"319","AT2G01970"
"320","AT2G02710"
"321","AT2G02870"
"322","AT2G02960"
"323","AT2G03240"
"324","AT2G03640"
"325","AT2G03760"
"326","AT2G03890"
"327","AT2G04378"
"328","AT2G04410"
"329","AT2G04630"
"330","AT2G04690"
"331","AT2G05440"
"332","AT2G05710"
"333","AT2G05840"
"334","AT2G06850"
"335","AT2G07340"
"336","AT2G07698"
"337","AT2G07708"
"338","AT2G07718"
"339","AT2G11890"
"340","AT2G13360"
"341","AT2G13560"
"342","AT2G14170"
"343","AT2G14247"
"344","AT2G14835"
"345","AT2G14900"
"346","AT2G15240"
"347","AT2G15570"
"348","AT2G16060"
"349","AT2G16930"
"350","AT2G16940"
"351","AT2G17200"
"352","AT2G17380"
"353","AT2G17720"
"354","AT2G18030"
"355","AT2G18370"
"356","AT2G18390"
"357","AT2G18400"
"358","AT2G18980"
"359","AT2G19110"
"360","AT2G19520"
"361","AT2G19540"
"362","AT2G19830"
"363","AT2G20060"
"364","AT2G20120"
"365","AT2G20230"
"366","AT2G20530"
"367","AT2G20630"
"368","AT2G20930"
"369","AT2G20990"
"370","AT2G21190"
"371","AT2G21250"
"372","AT2G21390"
"373","AT2G21520"
"374","AT2G22780"
"375","AT2G23030"
"376","AT2G23320"
"377","AT2G23780"
"378","AT2G24150"
"379","AT2G24360"
"380","AT2G24570"
"381","AT2G25070"
"382","AT2G25080"
"383","AT2G25110"
"384","AT2G25430"
"385","AT2G25610"
"386","AT2G25810"
"387","AT2G25970"
"388","AT2G25980"
"389","AT2G26080"
"390","AT2G26230"
"391","AT2G26280"
"392","AT2G26670"
"393","AT2G26900"
"394","AT2G27230"
"395","AT2G27450"
"396","AT2G27840"
"397","AT2G28000"
"398","AT2G28160"
"399","AT2G28290"
"400","AT2G28570"
"401","AT2G28760"
"402","AT2G29390"
"403","AT2G30200"
"404","AT2G30260"
"405","AT2G30440"
"406","AT2G30500"
"407","AT2G30520"
"408","AT2G30970"
"409","AT2G31090"
"410","AT2G31350"
"411","AT2G31410"
"412","AT2G31670"
"413","AT2G32070"
"414","AT2G32300"
"415","AT2G32380"
"416","AT2G32700"
"417","AT2G32720"
"418","AT2G32730"
"419","AT2G33410"
"420","AT2G33590"
"421","AT2G33730"
"422","AT2G33740"
"423","AT2G33770"
"424","AT2G34040"
"425","AT2G34160"
"426","AT2G34300"
"427","AT2G34520"
"428","AT2G34585"
"429","AT2G34590"
"430","AT2G34750"
"431","AT2G34770"
"432","AT2G35050"
"433","AT2G35240"
"434","AT2G35610"
"435","AT2G35680"
"436","AT2G35790"
"437","AT2G35810"
"438","AT2G36310"
"439","AT2G36580"
"440","AT2G36900"
"441","AT2G36910"
"442","AT2G37050"
"443","AT2G37990"
"444","AT2G38120"
"445","AT2G38130"
"446","AT2G38290"
"447","AT2G38670"
"448","AT2G38700"
"449","AT2G38710"
"450","AT2G39210"
"451","AT2G39430"
"452","AT2G39681"
"453","AT2G39870"
"454","AT2G39900"
"455","AT2G40113"
"456","AT2G40430"
"457","AT2G40890"
"458","AT2G40970"
"459","AT2G41160"
"460","AT2G41475"
"461","AT2G41780"
"462","AT2G41800"
"463","AT2G41900"
"464","AT2G42780"
"465","AT2G42810"
"466","AT2G42910"
"467","AT2G43160"
"468","AT2G43350"
"469","AT2G43360"
"470","AT2G43640"
"471","AT2G43710"
"472","AT2G43750"
"473","AT2G43760"
"474","AT2G43780"
"475","AT2G43790"
"476","AT2G43910"
"477","AT2G43920"
"478","AT2G43940"
"479","AT2G44010"
"480","AT2G44050"
"481","AT2G44065"
"482","AT2G44180"
"483","AT2G44300"
"484","AT2G44500"
"485","AT2G45050"
"486","AT2G45140"
"487","AT2G45200"
"488","AT2G45380"
"489","AT2G45470"
"490","AT2G45980"
"491","AT2G46020"
"492","AT2G46140"
"493","AT2G46220"
"494","AT2G46370"
"495","AT2G46470"
"496","AT2G46540"
"497","AT2G46900"
"498","AT2G47000"
"499","AT2G47130"
"500","AT2G47160"
"501","AT2G47320"
"502","AT2G47400"
"503","AT2G47420"
"504","AT2G47640"
"505","AT2G47650"
"506","AT2G47700"
"507","AT2G47710"
"508","AT2G47960"
"509","AT3G01340"
"510","AT3G01420"
"511","AT3G01520"
"512","AT3G01690"
"513","AT3G01770"
"514","AT3G01910"
"515","AT3G02260"
"516","AT3G02360"
"517","AT3G02420"
"518","AT3G02520"
"519","AT3G02530"
"520","AT3G02700"
"521","AT3G03150"
"522","AT3G03170"
"523","AT3G03250"
"524","AT3G03270"
"525","AT3G03475"
"526","AT3G04090"
"527","AT3G04320"
"528","AT3G04570"
"529","AT3G04780"
"530","AT3G04880"
"531","AT3G05000"
"532","AT3G05280"
"533","AT3G05760"
"534","AT3G05810"
"535","AT3G05840"
"536","AT3G05900"
"537","AT3G05905"
"538","AT3G06050"
"539","AT3G06300"
"540","AT3G06350"
"541","AT3G06390"
"542","AT3G06420"
"543","AT3G06610"
"544","AT3G06650"
"545","AT3G06850"
"546","AT3G07270"
"547","AT3G07460"
"548","AT3G07470"
"549","AT3G07568"
"550","AT3G07720"
"551","AT3G07810"
"552","AT3G07990"
"553","AT3G08690"
"554","AT3G08930"
"555","AT3G09300"
"556","AT3G09900"
"557","AT3G10410"
"558","AT3G10740"
"559","AT3G11200"
"560","AT3G11250"
"561","AT3G11320"
"562","AT3G11710"
"563","AT3G11730"
"564","AT3G11780"
"565","AT3G11830"
"566","AT3G12220"
"567","AT3G12570"
"568","AT3G12760"
"569","AT3G13110"
"570","AT3G13300"
"571","AT3G13340"
"572","AT3G13440"
"573","AT3G13570"
"574","AT3G13772"
"575","AT3G13790"
"576","AT3G13845"
"577","AT3G13870"
"578","AT3G13930"
"579","AT3G14010"
"580","AT3G14260"
"581","AT3G14280"
"582","AT3G14310"
"583","AT3G14430"
"584","AT3G14660"
"585","AT3G14940"
"586","AT3G15000"
"587","AT3G15480"
"588","AT3G15810"
"589","AT3G16310"
"590","AT3G16480"
"591","AT3G16857"
"592","AT3G17240"
"593","AT3G17410"
"594","AT3G17440"
"595","AT3G17465"
"596","AT3G17780"
"597","AT3G17810"
"598","AT3G18035"
"599","AT3G18215"
"600","AT3G18430"
"601","AT3G18830"
"602","AT3G18990"
"603","AT3G19030"
"604","AT3G19100"
"605","AT3G19200"
"606","AT3G19390"
"607","AT3G19450"
"608","AT3G19520"
"609","AT3G19860"
"610","AT3G19910"
"611","AT3G19930"
"612","AT3G20060"
"613","AT3G20340"
"614","AT3G20370"
"615","AT3G21260"
"616","AT3G21350"
"617","AT3G21710"
"618","AT3G21865"
"619","AT3G22290"
"620","AT3G22380"
"621","AT3G22620"
"622","AT3G22660"
"623","AT3G22680"
"624","AT3G22850"
"625","AT3G22970"
"626","AT3G23030"
"627","AT3G23180"
"628","AT3G23190"
"629","AT3G23470"
"630","AT3G23510"
"631","AT3G23560"
"632","AT3G23800"
"633","AT3G23940"
"634","AT3G23990"
"635","AT3G24300"
"636","AT3G24503"
"637","AT3G24550"
"638","AT3G24670"
"639","AT3G25150"
"640","AT3G25230"
"641","AT3G25530"
"642","AT3G25710"
"643","AT3G25780"
"644","AT3G25800"
"645","AT3G25840"
"646","AT3G25860"
"647","AT3G26030"
"648","AT3G26420"
"649","AT3G26430"
"650","AT3G26470"
"651","AT3G26690"
"652","AT3G26780"
"653","AT3G26810"
"654","AT3G27740"
"655","AT3G27890"
"656","AT3G28510"
"657","AT3G28715"
"658","AT3G28860"
"659","AT3G29034"
"660","AT3G29035"
"661","AT3G29180"
"662","AT3G29240"
"663","AT3G29360"
"664","AT3G43300"
"665","AT3G43800"
"666","AT3G44100"
"667","AT3G44320"
"668","AT3G44330"
"669","AT3G44590"
"670","AT3G44750"
"671","AT3G45600"
"672","AT3G45730"
"673","AT3G46280"
"674","AT3G46600"
"675","AT3G46640"
"676","AT3G46830"
"677","AT3G47160"
"678","AT3G47520"
"679","AT3G47833"
"680","AT3G48170"
"681","AT3G48560"
"682","AT3G48750"
"683","AT3G48890"
"684","AT3G48990"
"685","AT3G49601"
"686","AT3G49680"
"687","AT3G49720"
"688","AT3G49810"
"689","AT3G49940"
"690","AT3G50360"
"691","AT3G50370"
"692","AT3G50670"
