"","phyD_FLT_c1.which.mclass....6...1."
"1","AT1G01030"
"2","AT1G01060"
"3","AT1G01080"
"4","AT1G01120"
"5","AT1G01220"
"6","AT1G01225"
"7","AT1G01690"
"8","AT1G01715"
"9","AT1G01790"
"10","AT1G01860"
"11","AT1G02010"
"12","AT1G02020"
"13","AT1G02050"
"14","AT1G02060"
"15","AT1G02180"
"16","AT1G02230"
"17","AT1G02290"
"18","AT1G02450"
"19","AT1G02475"
"20","AT1G02640"
"21","AT1G02950"
"22","AT1G02970"
"23","AT1G03010"
"24","AT1G03100"
"25","AT1G03160"
"26","AT1G03190"
"27","AT1G03270"
"28","AT1G03310"
"29","AT1G03440"
"30","AT1G03520"
"31","AT1G03550"
"32","AT1G03560"
"33","AT1G03650"
"34","AT1G03750"
"35","AT1G03770"
"36","AT1G03830"
"37","AT1G03930"
"38","AT1G03960"
"39","AT1G04050"
"40","AT1G04053"
"41","AT1G04083"
"42","AT1G04100"
"43","AT1G04147"
"44","AT1G04160"
"45","AT1G04240"
"46","AT1G04295"
"47","AT1G04310"
"48","AT1G04353"
"49","AT1G04390"
"50","AT1G04420"
"51","AT1G04513"
"52","AT1G04635"
"53","AT1G04730"
"54","AT1G04760"
"55","AT1G04773"
"56","AT1G04803"
"57","AT1G04930"
"58","AT1G05030"
"59","AT1G05065"
"60","AT1G05140"
"61","AT1G05187"
"62","AT1G05300"
"63","AT1G05385"
"64","AT1G05397"
"65","AT1G05460"
"66","AT1G05467"
"67","AT1G05557"
"68","AT1G05630"
"69","AT1G05640"
"70","AT1G05670"
"71","AT1G05687"
"72","AT1G05767"
"73","AT1G05770"
"74","AT1G05835"
"75","AT1G05900"
"76","AT1G06225"
"77","AT1G06420"
"78","AT1G06473"
"79","AT1G06475"
"80","AT1G06490"
"81","AT1G06580"
"82","AT1G06660"
"83","AT1G06787"
"84","AT1G06820"
"85","AT1G07090"
"86","AT1G07150"
"87","AT1G07270"
"88","AT1G07280"
"89","AT1G07290"
"90","AT1G07300"
"91","AT1G07380"
"92","AT1G07490"
"93","AT1G07650"
"94","AT1G07740"
"95","AT1G07743"
"96","AT1G07745"
"97","AT1G07803"
"98","AT1G07910"
"99","AT1G07963"
"100","AT1G08003"
"101","AT1G08180"
"102","AT1G08280"
"103","AT1G08400"
"104","AT1G08540"
"105","AT1G08610"
"106","AT1G08643"
"107","AT1G08727"
"108","AT1G08840"
"109","AT1G08857"
"110","AT1G08910"
"111","AT1G08973"
"112","AT1G09000"
"113","AT1G09027"
"114","AT1G09195"
"115","AT1G09247"
"116","AT1G09450"
"117","AT1G09575"
"118","AT1G09680"
"119","AT1G09783"
"120","AT1G09800"
"121","AT1G09820"
"122","AT1G09863"
"123","AT1G10040"
"124","AT1G10050"
"125","AT1G10230"
"126","AT1G10240"
"127","AT1G10270"
"128","AT1G10280"
"129","AT1G10320"
"130","AT1G10510"
"131","AT1G10520"
"132","AT1G10560"
"133","AT1G10610"
"134","AT1G10730"
"135","AT1G10830"
"136","AT1G10930"
"137","AT1G11100"
"138","AT1G11120"
"139","AT1G11125"
"140","AT1G11180"
"141","AT1G11220"
"142","AT1G11280"
"143","AT1G11420"
"144","AT1G11591"
"145","AT1G11710"
"146","AT1G11800"
"147","AT1G11880"
"148","AT1G11900"
"149","AT1G11940"
"150","AT1G11950"
"151","AT1G11960"
"152","AT1G12244"
"153","AT1G12260"
"154","AT1G12290"
"155","AT1G12380"
"156","AT1G12420"
"157","AT1G12430"
"158","AT1G12600"
"159","AT1G12620"
"160","AT1G12710"
"161","AT1G12775"
"162","AT1G12800"
"163","AT1G12860"
"164","AT1G13040"
"165","AT1G13050"
"166","AT1G13330"
"167","AT1G13340"
"168","AT1G13420"
"169","AT1G13448"
"170","AT1G13540"
"171","AT1G13620"
"172","AT1G13670"
"173","AT1G13700"
"174","AT1G13780"
"175","AT1G13800"
"176","AT1G13870"
"177","AT1G13910"
"178","AT1G14590"
"179","AT1G14720"
"180","AT1G14770"
"181","AT1G14790"
"182","AT1G14840"
"183","AT1G15080"
"184","AT1G15175"
"185","AT1G15290"
"186","AT1G15415"
"187","AT1G15490"
"188","AT1G15720"
"189","AT1G15730"
"190","AT1G15870"
"191","AT1G15885"
"192","AT1G15900"
"193","AT1G16060"
"194","AT1G16070"
"195","AT1G16220"
"196","AT1G16250"
"197","AT1G16260"
"198","AT1G16330"
"199","AT1G16489"
"200","AT1G16590"
"201","AT1G16630"
"202","AT1G16635"
"203","AT1G16690"
"204","AT1G16720"
"205","AT1G16790"
"206","AT1G16820"
"207","AT1G16825"
"208","AT1G16830"
"209","AT1G17040"
"210","AT1G17050"
"211","AT1G17070"
"212","AT1G17140"
"213","AT1G17220"
"214","AT1G17230"
"215","AT1G17232"
"216","AT1G17250"
"217","AT1G17255"
"218","AT1G17300"
"219","AT1G17400"
"220","AT1G17450"
"221","AT1G17460"
"222","AT1G17640"
"223","AT1G17650"
"224","AT1G17665"
"225","AT1G17744"
"226","AT1G17820"
"227","AT1G17840"
"228","AT1G17940"
"229","AT1G18030"
"230","AT1G18060"
"231","AT1G18090"
"232","AT1G18170"
"233","AT1G18265"
"234","AT1G18320"
"235","AT1G18360"
"236","AT1G18415"
"237","AT1G18440"
"238","AT1G18560"
"239","AT1G18590"
"240","AT1G18610"
"241","AT1G18670"
"242","AT1G19010"
"243","AT1G19100"
"244","AT1G19115"
"245","AT1G19290"
"246","AT1G19396"
"247","AT1G19397"
"248","AT1G19480"
"249","AT1G19780"
"250","AT1G19980"
"251","AT1G20060"
"252","AT1G20065"
"253","AT1G20300"
"254","AT1G20480"
"255","AT1G20550"
"256","AT1G20700"
"257","AT1G21010"
"258","AT1G21350"
"259","AT1G21640"
"260","AT1G21650"
"261","AT1G21651"
"262","AT1G21790"
"263","AT1G22030"
"264","AT1G22540"
"265","AT1G22860"
"266","AT1G22960"
"267","AT1G23160"
"268","AT1G23180"
"269","AT1G23340"
"270","AT1G23360"
"271","AT1G23530"
"272","AT1G23880"
"273","AT1G23970"
"274","AT1G23980"
"275","AT1G24130"
"276","AT1G24265"
"277","AT1G24290"
"278","AT1G24300"
"279","AT1G24330"
"280","AT1G24430"
"281","AT1G24530"
"282","AT1G24600"
"283","AT1G24800"
"284","AT1G25250"
"285","AT1G25470"
"286","AT1G26090"
"287","AT1G26130"
"288","AT1G26150"
"289","AT1G26208"
"290","AT1G26218"
"291","AT1G26233"
"292","AT1G26330"
"293","AT1G26530"
"294","AT1G26730"
"295","AT1G26810"
"296","AT1G26870"
"297","AT1G27120"
"298","AT1G27360"
"299","AT1G27370"
"300","AT1G27380"
"301","AT1G27410"
"302","AT1G27500"
"303","AT1G27620"
"304","AT1G27880"
"305","AT1G28080"
"306","AT1G28210"
"307","AT1G28230"
"308","AT1G28390"
"309","AT1G28470"
"310","AT1G28530"
"311","AT1G28550"
"312","AT1G28710"
"313","AT1G29195"
"314","AT1G29270"
"315","AT1G29380"
"316","AT1G29410"
"317","AT1G29550"
"318","AT1G29700"
"319","AT1G29710"
"320","AT1G29750"
"321","AT1G29800"
"322","AT1G29840"
"323","AT1G29960"
"324","AT1G30040"
"325","AT1G30080"
"326","AT1G30280"
"327","AT1G30282"
"328","AT1G30410"
"329","AT1G30473"
"330","AT1G30475"
"331","AT1G30570"
"332","AT1G30610"
"333","AT1G30680"
"334","AT1G30757"
"335","AT1G30845"
"336","AT1G31040"
"337","AT1G31190"
"338","AT1G31280"
"339","AT1G31335"
"340","AT1G31350"
"341","AT1G31410"
"342","AT1G31490"
"343","AT1G31650"
"344","AT1G31710"
"345","AT1G31720"
"346","AT1G31835"
"347","AT1G32200"
"348","AT1G32220"
"349","AT1G32740"
"350","AT1G32940"
"351","AT1G33080"
"352","AT1G33170"
"353","AT1G33350"
"354","AT1G33390"
"355","AT1G34120"
"356","AT1G34160"
"357","AT1G34210"
"358","AT1G34260"
"359","AT1G34270"
"360","AT1G34355"
"361","AT1G34380"
"362","AT1G34570"
"363","AT1G34844"
"364","AT1G35610"
"365","AT1G35660"
"366","AT1G35910"
"367","AT1G36180"
"368","AT1G36280"
"369","AT1G36940"
"370","AT1G38065"
"371","AT1G38131"
"372","AT1G43620"
"373","AT1G43650"
"374","AT1G43765"
"375","AT1G43770"
"376","AT1G44120"
"377","AT1G44125"
"378","AT1G44446"
"379","AT1G44790"
"380","AT1G44920"
"381","AT1G45150"
"382","AT1G45163"
"383","AT1G45165"
"384","AT1G45180"
"385","AT1G45231"
"386","AT1G45248"
"387","AT1G47271"
"388","AT1G47340"
"389","AT1G47760"
"390","AT1G47870"
"391","AT1G48000"
"392","AT1G48040"
"393","AT1G48120"
"394","AT1G48280"
"395","AT1G48310"
"396","AT1G48355"
"397","AT1G48360"
"398","AT1G48390"
"399","AT1G48400"
"400","AT1G48480"
"401","AT1G48540"
"402","AT1G48580"
"403","AT1G48770"
"404","AT1G48840"
"405","AT1G48880"
"406","AT1G49005"
"407","AT1G49110"
"408","AT1G49160"
"409","AT1G49180"
"410","AT1G49200"
"411","AT1G49230"
"412","AT1G49520"
"413","AT1G49560"
"414","AT1G49620"
"415","AT1G49730"
"416","AT1G49832"
"417","AT1G49880"
"418","AT1G49960"
"419","AT1G49980"
"420","AT1G50260"
"421","AT1G50360"
"422","AT1G50450"
"423","AT1G50659"
"424","AT1G50700"
"425","AT1G50900"
"426","AT1G50930"
"427","AT1G50970"
"428","AT1G51080"
"429","AT1G51310"
"430","AT1G51355"
"431","AT1G51380"
"432","AT1G51820"
"433","AT1G51965"
"434","AT1G52155"
"435","AT1G52190"
"436","AT1G52520"
"437","AT1G52530"
"438","AT1G52550"
"439","AT1G52565"
"440","AT1G52618"
"441","AT1G53110"
"442","AT1G53163"
"443","AT1G53345"
"444","AT1G53350"
"445","AT1G53490"
"446","AT1G53790"
"447","AT1G53887"
"448","AT1G54110"
"449","AT1G54200"
"450","AT1G54217"
"451","AT1G54220"
"452","AT1G54330"
"453","AT1G54350"
"454","AT1G54450"
"455","AT1G54500"
"456","AT1G54570"
"457","AT1G54840"
"458","AT1G55020"
"459","AT1G55180"
"460","AT1G55250"
"461","AT1G55280"
"462","AT1G55475"
"463","AT1G55610"
"464","AT1G55630"
"465","AT1G55915"
"466","AT1G55930"
"467","AT1G56310"
"468","AT1G56345"
"469","AT1G56350"
"470","AT1G56560"
"471","AT1G56630"
"472","AT1G57700"
"473","AT1G57790"
"474","AT1G57990"
"475","AT1G59560"
"476","AT1G59660"
"477","AT1G59700"
"478","AT1G59740"
"479","AT1G59840"
"480","AT1G59910"
"481","AT1G59970"
"482","AT1G60000"
"483","AT1G60160"
"484","AT1G60230"
"485","AT1G60390"
"486","AT1G60505"
"487","AT1G60525"
"488","AT1G60550"
"489","AT1G60560"
"490","AT1G60700"
"491","AT1G60790"
"492","AT1G60870"
"493","AT1G61215"
"494","AT1G61260"
"495","AT1G61280"
"496","AT1G61310"
"497","AT1G61370"
"498","AT1G61430"
"499","AT1G61500"
"500","AT1G61640"
"501","AT1G61667"
"502","AT1G61960"
"503","AT1G61970"
"504","AT1G62010"
"505","AT1G62050"
"506","AT1G62085"
"507","AT1G62130"
"508","AT1G62170"
"509","AT1G62200"
"510","AT1G62250"
"511","AT1G62280"
"512","AT1G62350"
"513","AT1G62590"
"514","AT1G62680"
"515","AT1G62700"
"516","AT1G62830"
"517","AT1G62950"
"518","AT1G62960"
"519","AT1G63130"
"520","AT1G63240"
"521","AT1G63610"
"522","AT1G63680"
"523","AT1G63740"
"524","AT1G63855"
"525","AT1G64570"
"526","AT1G64580"
"527","AT1G64610"
"528","AT1G64690"
"529","AT1G64700"
"530","AT1G64760"
"531","AT1G64795"
"532","AT1G64810"
"533","AT1G64860"
"534","AT1G64940"
"535","AT1G64960"
"536","AT1G65070"
"537","AT1G65180"
"538","AT1G65420"
"539","AT1G65560"
"540","AT1G65710"
"541","AT1G65900"
"542","AT1G65920"
"543","AT1G65950"
"544","AT1G66050"
"545","AT1G66080"
"546","AT1G66173"
"547","AT1G66330"
"548","AT1G66345"
"549","AT1G66480"
"550","AT1G66520"
"551","AT1G66690"
"552","AT1G66730"
"553","AT1G67050"
"554","AT1G67150"
"555","AT1G67180"
"556","AT1G67210"
"557","AT1G67410"
"558","AT1G67420"
"559","AT1G67510"
"560","AT1G67530"
"561","AT1G67570"
"562","AT1G67600"
"563","AT1G67690"
"564","AT1G67710"
"565","AT1G67780"
"566","AT1G67792"
"567","AT1G67820"
"568","AT1G67830"
"569","AT1G67900"
"570","AT1G68080"
"571","AT1G68120"
"572","AT1G68185"
"573","AT1G68238"
"574","AT1G68400"
"575","AT1G68620"
"576","AT1G68640"
"577","AT1G68650"
"578","AT1G68730"
"579","AT1G68795"
"580","AT1G68850"
"581","AT1G68862"
"582","AT1G68880"
"583","AT1G68980"
"584","AT1G69050"
"585","AT1G69170"
"586","AT1G69200"
"587","AT1G69210"
"588","AT1G69280"
"589","AT1G69290"
"590","AT1G69325"
