"","phyD_FLT_c1.which.mclass....3...1."
"1","AT1G01150"
"2","AT1G01183"
"3","AT1G01420"
"4","AT1G01453"
"5","AT1G01520"
"6","AT1G01600"
"7","AT1G01680"
"8","AT1G01880"
"9","AT1G02030"
"10","AT1G02310"
"11","AT1G02470"
"12","AT1G02490"
"13","AT1G02510"
"14","AT1G02570"
"15","AT1G02580"
"16","AT1G02700"
"17","AT1G02820"
"18","AT1G02952"
"19","AT1G02980"
"20","AT1G03120"
"21","AT1G03170"
"22","AT1G03240"
"23","AT1G03390"
"24","AT1G03445"
"25","AT1G03502"
"26","AT1G03506"
"27","AT1G03540"
"28","AT1G03630"
"29","AT1G03710"
"30","AT1G03820"
"31","AT1G04013"
"32","AT1G04023"
"33","AT1G04037"
"34","AT1G04073"
"35","AT1G04077"
"36","AT1G04090"
"37","AT1G04103"
"38","AT1G04105"
"39","AT1G04123"
"40","AT1G04187"
"41","AT1G04197"
"42","AT1G04217"
"43","AT1G04223"
"44","AT1G04237"
"45","AT1G04277"
"46","AT1G04303"
"47","AT1G04330"
"48","AT1G04343"
"49","AT1G04363"
"50","AT1G04397"
"51","AT1G04403"
"52","AT1G04427"
"53","AT1G04445"
"54","AT1G04473"
"55","AT1G04497"
"56","AT1G04507"
"57","AT1G04523"
"58","AT1G04533"
"59","AT1G04560"
"60","AT1G04563"
"61","AT1G04577"
"62","AT1G04583"
"63","AT1G04587"
"64","AT1G04625"
"65","AT1G04643"
"66","AT1G04660"
"67","AT1G04713"
"68","AT1G04743"
"69","AT1G04767"
"70","AT1G04797"
"71","AT1G04800"
"72","AT1G04853"
"73","AT1G04877"
"74","AT1G04913"
"75","AT1G04933"
"76","AT1G05020"
"77","AT1G05023"
"78","AT1G05033"
"79","AT1G05043"
"80","AT1G05047"
"81","AT1G05057"
"82","AT1G05087"
"83","AT1G05103"
"84","AT1G05143"
"85","AT1G05203"
"86","AT1G05243"
"87","AT1G05247"
"88","AT1G05253"
"89","AT1G05267"
"90","AT1G05297"
"91","AT1G05327"
"92","AT1G05330"
"93","AT1G05357"
"94","AT1G05447"
"95","AT1G05450"
"96","AT1G05463"
"97","AT1G05490"
"98","AT1G05493"
"99","AT1G05510"
"100","AT1G05540"
"101","AT1G05607"
"102","AT1G05610"
"103","AT1G05675"
"104","AT1G05690"
"105","AT1G05707"
"106","AT1G05723"
"107","AT1G05727"
"108","AT1G05757"
"109","AT1G05783"
"110","AT1G05813"
"111","AT1G05894"
"112","AT1G05920"
"113","AT1G05933"
"114","AT1G05937"
"115","AT1G06003"
"116","AT1G06020"
"117","AT1G06100"
"118","AT1G06117"
"119","AT1G06148"
"120","AT1G06153"
"121","AT1G06160"
"122","AT1G06163"
"123","AT1G06243"
"124","AT1G06250"
