RNA_seq,FLT_Light_Rep1,FLT_Light_Rep2,FLT_Light_Rep3,FLT_Dark_Rep1,FLT_Dark_Rep2,FLT_Dark_Rep3,GC_Light_Rep1,GC_Light_Rep2,GC_Light_Rep3,GC_Dark_Rep1,GC_Dark_Rep2,GC_Dark_Rep3
AT1G06220,403.3897651,370.6578147,330.3856461,411.0771711,399.1435433,490.2838011,511.8137667,181.9143493,354.6508159,307.8192683,547.8147048,690.4308013
AT1G06230,362.0782372,392.3719786,389.813396,302.236244,555.3720131,431.4311898,432.4145893,394.9442941,474.0114382,383.6787166,297.0359009,315.2876174
AT1G06400,490.1295878,503.9167448,632.9785945,536.6500289,395.4599068,218.4191426,474.8235596,795.6762562,490.6491526,455.4712674,361.4189096,335.0135581
AT1G06700,709.4096094,629.1503433,743.5679116,554.3022685,402.8325519,939.8681009,449.7403086,628.9253693,613.3452371,797.5029255,400.9112616,374.3448927
AT1G06890,521.8992786,451.7011953,456.1689989,543.5655802,416.3607165,615.1791666,363.3248031,490.3961388,497.4079995,485.9169948,401.3447739,391.8070996
AT1G07020,473.1384415,424.805007,489.029186,549.1191679,449.1865387,439.50928,396.6833881,428.0066553,506.7527322,461.0473996,525.2437594,388.1348523
AT1G07070,464.8507517,457.048762,441.9982496,650.8224624,647.9212651,375.9037532,599.2612747,450.6096327,644.9724854,536.329483,858.7774211,710.7509774
AT1G07135,11.99664786,37.02931317,227.7999354,59.43404183,0,5.189966765,18.90206281,789.4759147,76.00106527,16.28743942,44.42691563,54.55602413
AT1G07210,614.5446893,560.4298856,543.3452889,601.1450514,536.0731071,557.257927,605.6786239,312.5050584,461.4772923,467.0870664,749.7380639,967.7400794
AT1G07310,400.647331,464.3866934,552.7719208,465.9312606,454.9737712,358.6809147,349.8755338,603.6203508,438.8760641,407.3502184,321.3126298,268.7666425
AT1G07350,308.0253229,307.2198491,586.06318,481.0934686,401.8388242,441.6146217,359.7248675,294.5509895,287.9187831,422.224082,249.1241936,193.4338881
AT1G07360,396.8379887,361.7097801,544.6201254,489.530933,584.8382344,492.0541181,558.3217422,417.8922783,517.0172099,513.5059003,555.6748459,724.5994113
AT1G07370,283.4034185,444.6176698,339.8112034,372.3518739,540.2565015,280.8155602,563.3109791,189.5139777,350.294029,336.9794379,781.5558945,621.4296107
AT1G07470,374.0470692,345.0316415,513.3516519,421.0014541,334.2360478,483.5506812,481.1875296,381.7976847,524.2312931,367.0298621,326.3026544,260.3617166
AT1G07750,459.7909116,401.9196812,574.0596468,462.1958471,321.7162355,491.3223873,295.8135442,678.9376317,575.9696375,848.4387448,302.4445857,294.9492488
AT1G07960,553.296837,569.6023631,567.1504339,643.3267461,555.2616656,581.2504669,391.6905637,592.6333795,631.1438527,643.3783442,634.9784233,540.2071232
AT1G07985,497.3556159,523.5915583,383.4267232,190.9470424,224.4198469,587.3133733,260.320648,399.1268771,203.0347783,187.7564549,47.21066645,74.06483743
AT1G08110,497.8599535,539.6592379,541.5037786,606.4122442,664.7897047,653.8597935,568.6151908,608.6194237,553.6834834,574.6326709,599.7887807,416.9524678
AT1G08370,389.1660418,311.1229028,506.9289796,368.4839247,359.6221642,477.6873151,370.2208432,499.4681113,342.6393214,416.96808,447.8347902,507.7799477
AT1G08430,38.49200853,47.19732068,29.52328388,237.8183079,85.0565024,478.4871518,272.6456133,7.529491476,6.012570162,77.44637713,205.1856102,376.3275372
AT1G08570,352.6955452,364.0891044,275.0250208,330.7869968,359.360044,400.9903746,323.5378765,479.8436959,399.5018255,308.4200108,248.906238,175.0904857
AT1G08580,477.1983571,510.5801542,541.9567113,638.2473192,973.5252718,479.8268364,870.6338042,425.4964095,627.8268905,480.1269835,898.7153135,1203.617846
AT1G08650,607.8828263,618.1900454,526.0344272,595.7343063,606.8266513,555.7899746,1075.809053,668.6497661,645.5882381,758.9656391,726.5760606,681.5187796
AT1G08770,275.5662065,370.7943639,397.7271933,294.6343989,249.6249583,287.2534091,192.0437869,372.7623725,309.1454571,360.0833538,232.648243,168.3319034
AT1G08803,120.7827632,379.8327222,994.1621058,132.9024935,23.00692377,3.29852433,29.27849073,523.9773008,482.2074292,194.7023028,14.49863165,14.46463746
AT1G08930,364.0977516,526.426816,912.3178374,610.1962216,284.4853696,126.4679245,293.9665369,514.2294454,419.6340277,438.3597088,336.3896364,402.0471614
AT1G09140,584.3785731,775.4581171,770.5784241,622.9704518,693.1494384,882.0672369,622.1753511,628.6450221,623.5524065,669.81603,577.2644234,519.9351321
AT1G09270,557.7768675,508.4637017,566.5620295,531.3494173,291.5349433,564.4892511,400.9723954,404.8057737,459.3095107,482.4020859,520.2833376,461.2946901
AT1G09330,529.7388836,559.7754772,577.4466932,526.8615767,559.5816471,611.7814486,506.4080685,533.441673,636.1657318,619.2638254,645.8947837,589.4199311
AT1G09570,554.4718154,554.1658337,542.8574891,326.6435708,306.9889249,550.6619109,424.534537,477.4215251,472.7400484,322.6322154,352.5744822,324.9034254
AT1G09620,738.3218983,636.4730611,552.9906199,592.6853211,593.6116993,988.5065897,770.5454978,420.3616676,563.5746517,625.8017704,572.8164218,758.3031598
AT1G09660,466.7220457,393.069627,501.7810265,537.7566042,492.5894238,612.0983283,496.6497309,309.2767702,424.4780669,545.6726636,448.8730428,542.7449793
AT1G09760,519.7108612,537.2635157,470.0769083,440.2544634,664.9567123,594.5899804,563.4300626,357.6875042,543.5433361,464.2314103,774.726932,777.031481
AT1G09840,340.865152,369.1778385,445.7398478,453.9373897,667.6673764,498.2643795,398.5669985,416.6918889,556.0664327,630.8635736,449.1489898,541.3179602
AT1G09932,368.6650981,484.1489797,1419.039828,521.0228739,60.99882537,9.361016668,301.5031509,445.461542,167.6944608,153.9200015,507.3407836,607.0444589
AT1G10070,185.7073141,806.3138591,476.0757807,18.49917033,50.90108231,15.83497202,71.9723748,368.1817614,219.0126669,2.928644118,3.547864959,2.4809823
AT1G10120,482.0520078,437.9516616,326.7524378,449.5525182,742.9410682,916.7161873,456.299425,434.8211114,418.9854533,561.498464,501.0591886,601.5773274
AT1G10140,330.90901,557.8618927,495.508831,286.5602884,406.8527315,377.0731308,317.3758977,809.5045982,454.4450732,167.5095009,95.18882872,83.635316
AT1G10290,450.0209672,314.4474192,401.2380905,432.4897462,445.0133325,606.8005687,386.7030263,411.5809339,366.0020345,337.2843778,428.0233772,458.776508
AT1G10500,318.3423008,351.0337977,375.1928031,268.3581133,216.2765828,278.3637547,215.1035377,500.8064834,376.8808631,263.5525559,258.1538875,237.9799734
AT1G10865,420.1501377,449.286482,506.3662942,581.689838,444.8980233,376.9680786,407.9063212,605.8505392,482.9126474,373.3211097,356.1114937,320.5824359
AT1G10890,338.9489705,456.119707,376.4102529,335.1027482,274.4822618,370.3355289,275.8792575,378.9102821,429.4038126,339.3887815,294.2225243,198.0091688
AT1G11260,372.4779838,395.3574369,572.2324079,565.962269,270.8481934,195.1840945,317.9796907,628.6897142,449.0832623,299.1680392,309.6120104,190.8093822
AT1G11310,466.1887442,396.4026916,581.397033,605.296756,247.2594262,264.3443225,260.5559062,565.1018144,467.6762367,360.102628,360.5468827,284.0913015
AT1G11360,656.7853078,549.7909445,620.8402213,555.9603015,467.5866814,402.9549697,519.9073595,583.0231299,550.7558719,707.0559263,516.654086,325.9904669
AT1G11400,408.4036878,464.5292953,400.6547331,444.130418,426.7976435,619.3548961,505.1475313,521.7953328,543.6616466,468.2531814,288.124311,285.9198432
AT1G11480,613.9877563,539.3549262,631.1732,510.1747519,425.9870036,729.1403371,685.5075645,519.4491744,435.9528457,557.210104,448.5495278,421.2905831
AT1G11530,219.8784218,432.0371332,635.9444843,72.02986235,131.2144933,10.41988201,123.2773581,490.7740671,239.5318692,24.95348457,4.850283353,0.818693437
AT1G11545,537.1217619,373.1047627,758.0500552,889.2907132,652.8705639,355.2543424,365.4606322,705.3309152,743.792584,1228.937157,1089.549909,711.1260304
AT1G11750,436.6670417,422.9624192,455.755376,487.2914302,544.3493057,393.3112138,389.9251514,464.1830022,528.8539583,329.3534021,481.8042797,500.3774752
AT1G12110,330.7597824,142.4939401,418.4514861,454.4155904,70.13751732,15.49599855,91.87456158,391.5262141,205.4643193,760.9445277,362.4370223,278.2583167
AT1G12390,488.1862338,437.6445394,447.5893488,537.0401434,380.8459066,488.3510764,355.0285206,573.5739519,614.3396948,451.0262577,418.1051844,339.0225121
AT1G12410,292.6157701,387.1151658,484.333268,391.0371453,357.4143048,343.8752662,347.9795963,385.2970241,321.3362509,392.425027,284.8898616,315.8032327
AT1G12780,252.1269543,699.7900189,565.0290961,110.2875471,372.8946675,159.1333143,255.1671239,348.8644757,483.0347326,171.1378227,74.42690377,80.10882842
AT1G12810,322.3141848,318.4829835,428.965813,327.8637946,352.5754405,446.059836,267.2396154,586.1663381,495.5852439,388.3261012,274.6688142,256.2931425
AT1G12850,386.1690692,301.2080831,356.2782366,459.8858579,417.1123452,488.010008,339.6192191,455.5442911,393.7409427,455.2146232,563.2790075,382.2338675
AT1G13060,490.7254881,563.6628603,656.5276384,723.1901676,691.2661512,598.0515581,612.8998073,645.7602224,469.8548952,483.4266473,734.9393194,662.9638158
AT1G13245,169.0952493,428.6810898,336.4926667,99.10204939,254.9377411,61.32571166,158.3444639,627.5816603,347.7660762,176.3976809,57.57847477,40.79189622
AT1G13360,609.5885454,802.5725745,454.4998224,254.0925084,258.5228746,167.30368,302.2131073,666.5191212,407.1049966,253.2344064,120.7673148,162.3899602
AT1G13380,527.2730953,442.8416118,570.5474294,658.9006876,1161.101798,803.2353412,683.4750967,675.2547539,752.0883057,721.366734,537.340904,497.3699166
AT1G13450,286.6641944,363.9510156,359.1937477,272.9893243,239.243606,315.4830019,229.5077041,469.3502315,430.6134549,292.141377,169.3058695,139.433472
AT1G13950,321.0637246,359.7586505,404.7837699,588.3864674,157.8286432,120.3692103,107.6179629,587.3944247,436.0727537,434.9070829,350.6071385,153.0150237
AT1G14010,500.1626426,496.2420447,650.8682126,659.1437248,460.7552172,341.4761063,410.0473825,483.2234296,409.0194048,500.1041549,644.2107724,557.7201822
AT1G14210,679.2478812,421.2746736,512.5419335,559.6807707,416.2142074,184.7739365,523.4214814,763.1194396,573.9910969,619.8978973,528.2489379,531.7624555
AT1G14510,449.468806,417.0080473,452.973511,407.4654651,429.4741445,393.9564384,485.3535514,401.5833379,426.7865836,398.8067489,417.2283123,379.0388412
AT1G14570,370.351683,429.0465461,505.1324532,394.8407878,382.6716815,535.0778437,453.1724135,433.4951104,434.2811922,414.1837728,433.9051544,420.1049651
AT1G14610,554.4989945,490.4253989,359.4949289,478.2900456,500.5478073,620.1374344,499.1037348,357.6210927,491.373213,466.2459057,520.6159519,651.7034206
AT1G14620,705.746984,702.8915576,554.4367082,814.718083,672.209281,859.8048551,697.5972139,501.3559695,716.9288938,648.1178414,853.4355013,780.5882382
AT1G14685,417.1809099,477.2646138,434.5286415,346.8008152,454.1357641,527.4797953,342.6615792,356.3707411,439.8537867,354.591206,357.1002879,325.4133928
AT1G14690,301.4298935,374.9152744,411.3700246,216.46637,299.8932868,242.2127537,331.523039,453.1140104,289.7894114,357.7083898,289.9010905,289.5943835
AT1G14740,371.0913947,472.5897311,406.2853375,299.5094143,343.8495711,537.9247069,326.7762809,397.7888315,374.943007,373.6806994,209.4434668,208.5309134
AT1G14810,432.6379102,413.4769658,396.8844704,419.3971217,453.9774313,557.3445787,397.7632415,343.7884577,389.5956162,459.5202946,582.5486212,577.5355258
AT1G14830,553.7358643,450.0070314,553.8939946,550.7356787,539.0266004,728.1301651,621.3409235,511.9891593,447.0609903,588.8019794,619.8968226,618.5870752
AT1G14860,399.008289,733.5324012,489.4855802,291.5070953,574.4618732,238.0959642,202.4508215,572.2853669,642.839412,242.0928776,104.9487663,120.059425
AT1G14890,508.0737939,352.1653302,741.6604405,211.2805465,279.9151071,332.6690482,529.7899181,852.1892515,468.3645428,119.6730895,150.050009,211.2424798
AT1G14900,556.9229437,620.9963811,586.1307094,736.8962375,1053.610627,734.1176363,921.8264768,635.0416063,882.0607375,439.2569626,628.240803,679.1920564
AT1G15010,24.68283358,35.30187656,120.968074,18.36210189,46.53990783,37.42715567,30.50252793,788.2474141,45.96424968,6.711446816,0.693647163,0.81608442
AT1G15100,398.2729858,305.3836452,363.0763729,427.6866566,377.185582,380.8585208,385.3657955,707.8874368,921.112038,500.0686223,347.8150775,288.9753475
AT1G15200,418.5799316,495.1896656,396.6662594,478.0290869,508.9447653,503.9263309,530.2356136,335.9043215,443.6641212,453.2284943,398.2159218,435.961734
AT1G15210,526.8050576,425.0952061,559.1479557,663.2074186,576.7782461,533.258312,569.2834892,700.1688737,668.9838385,1027.845923,849.2709982,724.8073891
AT1G15230,400.1247152,380.4584958,332.7167728,483.0064464,461.4998078,511.7202968,422.208574,351.4122848,392.3922427,393.4002261,275.1496548,272.0016156
AT1G15250,411.7758834,462.7107686,403.2417133,542.0127851,807.3554359,734.0285958,652.3674184,387.848369,495.8774649,523.2058483,548.6030774,569.4894532
AT1G15340,555.7243612,671.6753736,695.3070265,495.8779825,854.6967176,679.7922999,697.4038549,513.5373849,580.6212437,375.1913977,416.9798771,526.7377943
AT1G15420,416.5093703,446.3253234,424.7432624,569.266914,526.7226224,520.656764,636.7837246,351.6813468,462.875498,472.0005311,667.184793,875.2960993
AT1G15740,290.7882132,401.8676277,425.5900151,307.0666069,165.3940423,175.6001104,249.3920564,741.636363,309.7169239,257.1386515,106.441004,105.1381515
AT1G15750,498.6919274,416.7669131,411.8775703,655.8734504,722.9927573,902.2053068,691.0209104,470.7969087,577.6532283,556.0449623,476.7191977,489.5143501
AT1G15880,499.670802,534.23277,468.0822793,475.2996809,392.5183107,586.0943411,399.0031076,495.7355001,611.7145769,397.1630575,321.0594478,230.4780643
AT1G15920,452.6146921,437.5753294,360.5398329,327.9907956,328.1271378,678.2308034,394.2892244,609.6972233,633.0784914,382.600811,263.2905404,287.6258861
AT1G15960,307.7516604,237.2307441,396.1311951,299.2673417,311.5734095,366.413716,428.9772301,505.6973152,391.0404083,354.5120714,221.3031522,294.0746988
AT1G16000,678.1859119,675.6461264,580.355178,786.0979328,988.3095853,515.9797594,636.2595983,450.580271,609.4258646,627.8861351,827.0008826,732.326282
AT1G16350,482.9976337,559.7005138,450.9879401,529.9649726,262.6239102,478.5134545,521.9457808,375.2206805,408.8444571,559.3494723,563.3774975,595.6950509
AT1G16460,476.9045797,531.8369111,545.6752559,346.8074716,376.2182626,464.369318,412.8139832,664.0207284,437.5275474,404.3911507,294.0382365,303.5501458
AT1G16470,642.956273,672.2402185,670.6549725,725.6826158,726.4558995,559.6795421,736.7482729,428.7733577,715.8113762,637.4417227,932.5827232,970.9192379
AT1G16560,690.0676088,596.156269,746.9864766,703.1183698,499.6449017,551.976417,440.7169362,601.765832,583.8878173,801.9129634,758.1836351,565.4631308
AT1G16740,647.163026,639.9405699,610.7084065,852.1373208,826.478978,556.9421549,731.4215965,434.2968248,620.0897245,591.917439,1007.224734,902.6274408
AT1G16840,351.9075874,425.5655085,470.6281185,429.3510597,300.001376,211.989853,296.1073365,549.6186206,461.3820969,356.6338118,269.4690222,234.6882265
AT1G16880,568.4876062,606.422424,707.7417682,524.0673791,622.2086101,366.8333302,482.7741414,712.8286517,770.2389146,664.9114595,662.2071117,514.015106
AT1G17190,200.587294,250.6191521,337.7418609,226.9280909,593.9090429,664.4922264,336.151971,567.2950756,282.1808455,345.6618085,146.5574458,86.15639854
AT1G17280,380.158388,388.7224639,487.8895091,338.3199458,360.442167,468.9247442,371.4013661,400.9559961,333.3569089,346.2777185,280.0261574,346.4533641
AT1G17290,625.4751358,718.4898188,708.6537747,821.6502287,473.7929342,321.2130237,501.7311122,540.8521357,331.7829533,440.6518213,845.9987744,912.9587642
AT1G17370,495.5896694,520.5760712,680.8005722,660.9364502,621.054013,730.4355772,861.4538369,450.9347167,592.0984234,529.7045432,603.266857,698.8984373
AT1G17455,360.8136628,332.9901172,320.3575065,323.9557846,198.6777001,292.4731336,189.4140632,448.1724784,358.5356393,325.4134105,332.186335,198.6734485
AT1G17470,502.9911269,583.2536674,512.395895,649.9284867,448.5382016,789.6187575,669.5670799,433.7039908,567.312447,569.388715,522.2529177,496.8655367
AT1G17530,327.6640888,385.1026803,477.7482117,560.443085,468.7207033,562.8538876,346.1831605,484.0160169,405.0225165,442.0787661,273.5005824,213.2785336
AT1G17720,338.7895411,336.3017476,443.9966028,382.9878706,387.6696582,425.5240769,450.5571091,436.1992294,443.1872157,367.6863057,416.4502828,344.4081975
AT1G17890,512.2013547,499.2735911,641.5326969,785.8569239,310.0649521,202.7911445,594.4855335,390.9325333,360.5708905,511.1177484,938.0073536,680.1150658
AT1G18070,539.6966758,518.16688,517.860373,438.0519188,571.9707605,489.0633847,587.9573122,369.492734,433.2293855,539.5097492,776.3153807,834.5879714
AT1G18270,271.6123588,429.8305826,394.1173811,181.7239698,463.2153691,70.0029621,213.0168617,520.6416467,390.8817387,202.5281956,123.5005726,159.0275366
AT1G18300,32.32625681,56.92054486,127.1759592,37.32285388,29.74261179,42.48350262,64.04712334,896.111303,38.03256804,35.42055011,22.23128187,16.24572128
AT1G18450,569.4251953,501.4423549,550.7008437,513.3334665,551.9336027,831.2942153,677.7693948,426.6811607,598.1179326,445.6570826,497.904798,567.7038294
AT1G18470,283.6356345,297.6776115,419.6062811,341.831668,239.5074331,163.4162555,209.0067401,459.3314383,296.5784737,262.527981,172.595149,161.9224676
AT1G18640,629.617784,588.1987715,571.9470849,571.354417,405.6289784,576.2062695,496.2038536,522.4106779,637.8411809,579.7907068,739.8927408,518.3286118
AT1G18720,571.7313347,587.6402196,753.20178,428.4434176,390.8517492,277.4166425,316.1649648,719.1548856,456.7359536,438.2866073,393.5022369,365.7990269
AT1G18740,68.60934554,93.47314647,301.2916465,135.8809035,77.35839232,73.42712089,104.9302003,1061.694481,60.10598481,130.0770315,102.2131775,84.25104582
AT1G18800,459.172544,536.0363443,448.7700124,540.4587469,402.7387354,372.7063106,741.3061724,273.5935979,453.5725996,345.4517575,699.8612195,709.0906095
AT1G18880,637.0197307,405.7402323,519.204431,403.280625,392.7823843,347.2336365,596.3268219,833.2630766,419.8808223,607.1368735,411.7651094,871.6042551
AT1G18980,240.7775602,291.4059977,355.9606159,460.5415814,76.43330936,7.264060511,45.08160502,401.6378417,156.0218215,341.9950919,241.600296,242.5638325
AT1G19120,545.9023571,531.0669423,540.7793676,595.1371751,528.8349636,511.5727912,604.1879584,539.7250302,500.57728,473.6651745,498.7006428,526.4731072
AT1G19130,597.8299246,596.1077855,592.8004872,578.6922529,526.1397734,545.2452553,453.4921176,730.4978544,487.8710332,578.8296504,590.5907278,550.0446594
AT1G19310,335.1009898,422.9647459,436.4274832,226.8851352,207.9226132,212.4973406,257.5830801,517.0906676,332.2247605,290.1161429,239.6399771,235.6864807
AT1G19350,649.7032302,687.9577968,679.6865693,774.1793375,558.7017828,816.4247611,677.8736539,745.1406473,615.9981721,759.5229583,721.71455,584.5510174
AT1G19570,120.7235027,139.8964579,207.4626783,38.39961924,39.41880058,44.63192891,85.78843345,552.2557887,392.0129457,279.7555277,34.01497238,35.01161353
AT1G19600,433.4547378,473.0880548,298.2309134,537.3208361,391.6425217,721.9346774,429.8953778,312.4860097,262.4503701,519.376607,266.9938343,315.9862428
AT1G19660,336.4671644,391.377914,379.5870009,198.2005212,133.5001288,122.784148,137.4139682,708.2180794,329.9032768,151.8605005,85.80795979,47.62407881
AT1G19770,220.6961374,238.0171063,321.60078,186.9119595,134.4505592,131.4256379,123.8270055,936.225387,150.2201212,111.9381641,88.28157587,100.5426893
AT1G19835,440.9595,259.7516361,374.0076513,356.3184704,484.0310363,479.0087537,353.769386,600.5449691,646.1843133,627.5896025,290.944494,433.9346602
AT1G19870,523.6515121,524.585242,460.6097479,483.0501736,686.4726877,714.805277,435.8017379,456.9546544,479.348909,552.2747865,441.6156838,484.1691739
AT1G19920,458.8279467,388.2970643,329.8399948,354.5417828,365.1350275,561.2103114,418.4239655,494.4386642,498.0220032,537.3653474,517.4660895,443.5517466
AT1G20110,333.9483588,285.9524385,370.6278316,495.5489754,295.932153,273.6693866,221.7113114,419.1263595,373.9028018,319.2392226,277.6078002,312.0842659
AT1G20190,359.3506641,495.657796,404.8300614,255.2911887,292.814309,95.80341911,152.9854995,374.1366219,328.6268624,532.8101776,508.6959046,420.8014064
AT1G20200,607.5237056,656.5750758,893.832366,610.4490017,470.2277962,773.059987,737.7238691,578.517401,505.0439885,511.5409541,944.5282026,933.1969537
AT1G20220,422.7500364,405.9575044,483.452989,712.6304477,583.2309455,429.3334159,718.3292577,289.8997891,420.675051,355.8560897,691.0514157,782.934504
AT1G20225,375.2393034,434.8551087,511.6108463,417.2255253,165.3960179,212.6598111,244.3669945,554.7565118,403.1239423,354.3923502,280.5232712,205.8357582
AT1G20430,604.9978009,612.1382884,468.809842,608.1978429,849.5770905,775.4519012,623.7321823,545.9826892,660.9803652,649.6089063,781.6035272,702.80384
AT1G20450,376.0634635,503.5535878,459.9098221,133.1274557,466.4161681,647.811807,336.5214336,782.8113988,714.901011,678.9942313,360.0433958,363.6245866
