"","WS_c1.which.mclass....2...1."
"1","AT1G01150"
"2","AT1G01310"
"3","AT1G01355"
"4","AT1G01695"
"5","AT1G02070"
"6","AT1G02250"
"7","AT1G02350"
"8","AT1G02405"
"9","AT1G02440"
"10","AT1G02620"
"11","AT1G02705"
"12","AT1G02710"
"13","AT1G02813"
"14","AT1G02940"
"15","AT1G02980"
"16","AT1G03020"
"17","AT1G03106"
"18","AT1G03120"
"19","AT1G03200"
"20","AT1G03320"
"21","AT1G03390"
"22","AT1G03790"
"23","AT1G04007"
"24","AT1G04047"
"25","AT1G04067"
"26","AT1G04103"
"27","AT1G04153"
"28","AT1G04297"
"29","AT1G04307"
"30","AT1G04343"
"31","AT1G04347"
"32","AT1G04357"
"33","AT1G04370"
"34","AT1G04427"
"35","AT1G04445"
"36","AT1G04467"
"37","AT1G04473"
"38","AT1G04477"
"39","AT1G04500"
"40","AT1G04560"
"41","AT1G04643"
"42","AT1G04743"
"43","AT1G04767"
"44","AT1G04797"
"45","AT1G04803"
"46","AT1G04827"
"47","AT1G05005"
"48","AT1G05033"
"49","AT1G05043"
"50","AT1G05083"
"51","AT1G05163"
"52","AT1G05240"
"53","AT1G05277"
"54","AT1G05287"
"55","AT1G05330"
"56","AT1G05337"
"57","AT1G05383"
"58","AT1G05397"
"59","AT1G05467"
"60","AT1G05553"
"61","AT1G05650"
"62","AT1G05727"
"63","AT1G05773"
"64","AT1G05783"
"65","AT1G05787"
"66","AT1G05833"
"67","AT1G05880"
"68","AT1G05927"
"69","AT1G05933"
"70","AT1G05937"
"71","AT1G05977"
"72","AT1G06003"
"73","AT1G06030"
"74","AT1G06045"
"75","AT1G06148"
"76","AT1G06173"
"77","AT1G06260"
"78","AT1G06330"
"79","AT1G06423"
"80","AT1G06750"
"81","AT1G06753"
"82","AT1G06787"
"83","AT1G06837"
"84","AT1G06970"
"85","AT1G06977"
"86","AT1G07060"
"87","AT1G07143"
"88","AT1G07160"
"89","AT1G07175"
"90","AT1G07187"
"91","AT1G07323"
"92","AT1G07330"
"93","AT1G07430"
"94","AT1G07513"
"95","AT1G07517"
"96","AT1G07563"
"97","AT1G07587"
"98","AT1G07600"
"99","AT1G07603"
"100","AT1G07607"
"101","AT1G07707"
"102","AT1G07813"
"103","AT1G07877"
"104","AT1G07983"
"105","AT1G07985"
"106","AT1G08003"
"107","AT1G08035"
"108","AT1G08073"
"109","AT1G08080"
"110","AT1G08087"
