"","WS_c1.which.mclass....6...1."
"1","AT1G01390"
"2","AT1G01520"
"3","AT1G02065"
"4","AT1G02800"
"5","AT1G02820"
"6","AT1G03055"
"7","AT1G04110"
"8","AT1G04660"
"9","AT1G04920"
"10","AT1G05540"
"11","AT1G05550"
"12","AT1G05675"
"13","AT1G06645"
"14","AT1G07050"
"15","AT1G07450"
"16","AT1G07737"
"17","AT1G08465"
"18","AT1G08630"
"19","AT1G08810"
"20","AT1G09193"
"21","AT1G09240"
"22","AT1G10060"
"23","AT1G10657"
"24","AT1G11303"
"25","AT1G11850"
"26","AT1G12480"
"27","AT1G12570"
"28","AT1G13470"
"29","AT1G13650"
"30","AT1G14250"
"31","AT1G14440"
"32","AT1G14880"
"33","AT1G15260"
"34","AT1G16260"
"35","AT1G16730"
"36","AT1G17420"
"37","AT1G17600"
"38","AT1G17610"
"39","AT1G17700"
"40","AT1G17710"
"41","AT1G17990"
"42","AT1G18810"
"43","AT1G19630"
"44","AT1G21400"
"45","AT1G21460"
"46","AT1G22590"
"47","AT1G22630"
"48","AT1G24070"
"49","AT1G24147"
"50","AT1G24148"
"51","AT1G24260"
"52","AT1G24400"
"53","AT1G24580"
"54","AT1G26790"
"55","AT1G27045"
"56","AT1G28230"
"57","AT1G29430"
"58","AT1G29440"
"59","AT1G29450"
"60","AT1G29500"
"61","AT1G29510"
"62","AT1G30190"
"63","AT1G31690"
"64","AT1G31920"
"65","AT1G32540"
"66","AT1G32780"
"67","AT1G33720"
"68","AT1G33760"
"69","AT1G33930"
"70","AT1G33960"
"71","AT1G34245"
"72","AT1G45010"
"73","AT1G49130"
"74","AT1G49975"
"75","AT1G49990"
"76","AT1G50732"
"77","AT1G51402"
"78","AT1G52030"
"79","AT1G52040"
"80","AT1G52100"
"81","AT1G53080"
"82","AT1G53870"
"83","AT1G54050"
"84","AT1G56150"
"85","AT1G56520"
"86","AT1G60060"
"87","AT1G62360"
"88","AT1G62400"
"89","AT1G62630"
"90","AT1G63360"
"91","AT1G65240"
"92","AT1G65390"
"93","AT1G65450"
"94","AT1G65480"
"95","AT1G65486"
"96","AT1G65490"
"97","AT1G65790"
"98","AT1G65800"
"99","AT1G65870"
"100","AT1G65890"
"101","AT1G67856"
"102","AT1G67860"
"103","AT1G67865"
"104","AT1G68110"
"105","AT1G68190"
"106","AT1G68600"
"107","AT1G68780"
"108","AT1G69523"
"109","AT1G69720"
"110","AT1G71890"
"111","AT1G73325"
"112","AT1G73830"
"113","AT1G75040"
"114","AT1G76530"
"115","AT1G77210"
"116","AT1G78170"
"117","AT1G78995"
"118","AT1G80080"
"119","AT1G80130"
"120","AT2G01755"
"121","AT2G01918"
"122","AT2G02540"
"123","AT2G03020"
"124","AT2G03310"
"125","AT2G03410"
"126","AT2G04040"
"127","AT2G04570"
"128","AT2G04790"
"129","AT2G05540"
"130","AT2G07015"
"131","AT2G08060"
"132","AT2G14560"
"133","AT2G14610"
"134","AT2G15042"
"135","AT2G15050"
"136","AT2G17040"
"137","AT2G17780"
"138","AT2G18328"
"139","AT2G19650"
"140","AT2G21730"
"141","AT2G23180"
"142","AT2G23590"
"143","AT2G23840"
"144","AT2G24645"
"145","AT2G26580"
"146","AT2G26740"
"147","AT2G27385"
"148","AT2G27990"
"149","AT2G29090"
"150","AT2G29170"
"151","AT2G29300"
"152","AT2G29350"
"153","AT2G29370"
"154","AT2G29940"
"155","AT2G30424"
"156","AT2G30766"
"157","AT2G32290"
"158","AT2G32470"
"159","AT2G32680"
"160","AT2G32690"
"161","AT2G32870"
"162","AT2G32880"
"163","AT2G33380"
"164","AT2G35130"
"165","AT2G36590"
"166","AT2G36750"
"167","AT2G36790"
"168","AT2G36792"
"169","AT2G36970"
"170","AT2G37025"
"171","AT2G37770"
"172","AT2G38210"
"173","AT2G38995"
"174","AT2G39250"
"175","AT2G39920"
"176","AT2G40435"
"177","AT2G41231"
"178","AT2G41340"
"179","AT2G41730"
"180","AT2G42170"
"181","AT2G42800"
"182","AT2G43510"
"183","AT2G43520"
"184","AT2G43920"
"185","AT2G44460"
"186","AT2G44570"
"187","AT2G44745"
"188","AT2G45190"
"189","AT2G45600"
"190","AT2G46440"
"191","AT2G46450"
"192","AT2G46640"
"193","AT2G46720"
"194","AT2G46870"
"195","AT2G46880"
"196","AT2G47880"
"197","AT3G01505"
"198","AT3G02150"
"199","AT3G03840"
"200","AT3G05370"
"201","AT3G05600"
"202","AT3G05660"
"203","AT3G06120"
"204","AT3G07730"
"205","AT3G07925"
"206","AT3G09450"
"207","AT3G10150"
"208","AT3G10570"
"209","AT3G11090"
"210","AT3G11110"
"211","AT3G14450"
"212","AT3G14760"
"213","AT3G15270"
"214","AT3G15900"
"215","AT3G16120"
"216","AT3G16175"
"217","AT3G17070"
"218","AT3G18010"
"219","AT3G18485"
"220","AT3G19270"
"221","AT3G19620"
"222","AT3G20395"
"223","AT3G21870"
"224","AT3G22231"
"225","AT3G23010"
"226","AT3G23110"
"227","AT3G23120"
"228","AT3G23480"
"229","AT3G23550"
"230","AT3G23840"
"231","AT3G24140"
"232","AT3G25760"
"233","AT3G26170"
"234","AT3G26200"
"235","AT3G26230"
"236","AT3G26310"
"237","AT3G26320"
"238","AT3G26960"
"239","AT3G27660"
"240","AT3G28080"
"241","AT3G44860"
"242","AT3G44970"
"243","AT3G45290"
"244","AT3G45860"
"245","AT3G46090"
"246","AT3G46230"
"247","AT3G46490"
"248","AT3G46670"
"249","AT3G47750"
"250","AT3G48320"
"251","AT3G48460"
"252","AT3G48720"
"253","AT3G49620"
"254","AT3G49970"
"255","AT3G50440"
"256","AT3G50560"
"257","AT3G50570"
"258","AT3G50890"
"259","AT3G53280"
"260","AT3G53530"
"261","AT3G53720"
"262","AT3G54830"
"263","AT3G55110"
"264","AT3G55240"
"265","AT3G55710"
"266","AT3G57260"
"267","AT3G57680"
"268","AT3G57770"
"269","AT3G58070"
"270","AT3G59580"
"271","AT3G60415"
"272","AT3G60890"
"273","AT3G61280"
"274","AT3G61550"
"275","AT3G61950"
"276","AT4G00163"
"277","AT4G00870"
"278","AT4G00970"
"279","AT4G01080"
"280","AT4G01130"
"281","AT4G01460"
"282","AT4G01580"
"283","AT4G02420"
"284","AT4G07190"
"285","AT4G09900"
"286","AT4G09975"
"287","AT4G11890"
"288","AT4G12900"
"289","AT4G12970"
"290","AT4G13260"
"291","AT4G13410"
"292","AT4G13500"
"293","AT4G13560"
"294","AT4G14480"
"295","AT4G15440"
"296","AT4G15620"
"297","AT4G16515"
"298","AT4G16690"
"299","AT4G17245"
"300","AT4G17680"
"301","AT4G17810"
"302","AT4G18220"
"303","AT4G18290"
"304","AT4G18740"
"305","AT4G19380"
"306","AT4G19520"
"307","AT4G19820"
"308","AT4G21380"
"309","AT4G22513"
"310","AT4G22517"
"311","AT4G23130"
"312","AT4G23170"
"313","AT4G23200"
"314","AT4G23220"
"315","AT4G23240"
"316","AT4G23250"
"317","AT4G23260"
"318","AT4G23300"
"319","AT4G24660"
"320","AT4G24700"
"321","AT4G24972"
"322","AT4G25750"
"323","AT4G25990"
"324","AT4G26950"
"325","AT4G28680"
"326","AT4G29150"
"327","AT4G30250"
"328","AT4G34400"
"329","AT4G34530"
"330","AT4G34550"
"331","AT4G35640"
"332","AT4G35770"
"333","AT4G35810"
"334","AT4G36850"
"335","AT4G38560"
"336","AT4G38775"
"337","AT4G38860"
"338","AT4G39480"
