"","WS_FLT_c1.which.mclass....3...1."
"1","AT1G01050"
"2","AT1G01430"
"3","AT1G01510"
"4","AT1G01650"
"5","AT1G01720"
"6","AT1G01910"
"7","AT1G01970"
"8","AT1G02120"
"9","AT1G02305"
"10","AT1G02930"
"11","AT1G03140"
"12","AT1G03380"
"13","AT1G03910"
"14","AT1G04300"
"15","AT1G04510"
"16","AT1G04640"
"17","AT1G04680"
"18","AT1G04750"
"19","AT1G04780"
"20","AT1G04790"
"21","AT1G04800"
"22","AT1G04810"
"23","AT1G04860"
"24","AT1G04870"
"25","AT1G05140"
"26","AT1G05150"
"27","AT1G05380"
"28","AT1G05450"
"29","AT1G05500"
"30","AT1G05520"
"31","AT1G05570"
"32","AT1G05660"
"33","AT1G05890"
"34","AT1G05933"
"35","AT1G05940"
"36","AT1G06000"
"37","AT1G06002"
"38","AT1G06200"
"39","AT1G06230"
"40","AT1G06390"
"41","AT1G06530"
"42","AT1G06540"
"43","AT1G06550"
"44","AT1G06650"
"45","AT1G06700"
"46","AT1G06820"
"47","AT1G06890"
"48","AT1G06900"
"49","AT1G07280"
"50","AT1G07360"
"51","AT1G07440"
"52","AT1G07510"
"53","AT1G07650"
"54","AT1G07670"
"55","AT1G07720"
"56","AT1G07780"
"57","AT1G07790"
"58","AT1G07810"
"59","AT1G08130"
"60","AT1G08173"
"61","AT1G08260"
"62","AT1G08480"
"63","AT1G08490"
"64","AT1G08680"
"65","AT1G08980"
"66","AT1G09060"
"67","AT1G09200"
"68","AT1G09420"
"69","AT1G10130"
"70","AT1G10360"
"71","AT1G10500"
"72","AT1G10580"
"73","AT1G10630"
"74","AT1G10740"
"75","AT1G10850"
"76","AT1G10910"
"77","AT1G11480"
"78","AT1G11580"
"79","AT1G11660"
"80","AT1G11690"
"81","AT1G11870"
"82","AT1G12050"
"83","AT1G12270"
"84","AT1G12310"
"85","AT1G12320"
"86","AT1G12360"
"87","AT1G12430"
"88","AT1G12440"
"89","AT1G12470"
"90","AT1G12500"
"91","AT1G12580"
"92","AT1G12770"
"93","AT1G12780"
"94","AT1G12820"
"95","AT1G13020"
"96","AT1G13080"
"97","AT1G13090"
"98","AT1G13110"
"99","AT1G13320"
"100","AT1G13980"
"101","AT1G14030"
"102","AT1G14280"
"103","AT1G14570"
"104","AT1G14650"
"105","AT1G14720"
"106","AT1G14740"
"107","AT1G14840"
"108","AT1G14850"
"109","AT1G14920"
"110","AT1G15060"
"111","AT1G15120"
"112","AT1G15130"
"113","AT1G15180"
"114","AT1G15200"
"115","AT1G15240"
"116","AT1G15280"
"117","AT1G15410"
"118","AT1G15540"
"119","AT1G15640"
"120","AT1G15730"
"121","AT1G15740"
"122","AT1G15780"
"123","AT1G16160"
"124","AT1G16210"
"125","AT1G16270"
"126","AT1G16320"
"127","AT1G16460"
"128","AT1G16470"
"129","AT1G16700"
"130","AT1G16710"
"131","AT1G17110"
"132","AT1G17210"
"133","AT1G17580"
"134","AT1G17650"
"135","AT1G17745"
"136","AT1G17880"
"137","AT1G18000"
"138","AT1G18160"
"139","AT1G18170"
"140","AT1G18260"
"141","AT1G18330"
"142","AT1G18450"
"143","AT1G18590"
"144","AT1G18620"
"145","AT1G18640"
"146","AT1G18660"
"147","AT1G18720"
"148","AT1G18950"
"149","AT1G19110"
"150","AT1G19115"
"151","AT1G19400"
"152","AT1G19520"
"153","AT1G19600"
"154","AT1G19800"
"155","AT1G19880"
"156","AT1G20090"
"157","AT1G20110"
"158","AT1G20220"
"159","AT1G20510"
"160","AT1G20560"
"161","AT1G20760"
"162","AT1G20920"
"163","AT1G20970"
"164","AT1G21080"
"165","AT1G21130"
"166","AT1G21350"
"167","AT1G21380"
"168","AT1G21660"
"169","AT1G21720"
"170","AT1G22200"
"171","AT1G22530"
"172","AT1G22750"
"173","AT1G22770"
"174","AT1G22990"
"175","AT1G23030"
"176","AT1G23090"
"177","AT1G23180"
"178","AT1G23390"
"179","AT1G23400"
"180","AT1G24050"
"181","AT1G24160"
"182","AT1G24170"
"183","AT1G24180"
"184","AT1G24190"
"185","AT1G24340"
"186","AT1G24460"
"187","AT1G24706"
"188","AT1G25260"
"189","AT1G25550"
"190","AT1G26150"
"191","AT1G26270"
"192","AT1G26460"
"193","AT1G27310"
"194","AT1G27340"
"195","AT1G27430"
"196","AT1G27480"
"197","AT1G27510"
"198","AT1G27530"
"199","AT1G27650"
"200","AT1G28350"
"201","AT1G28380"
"202","AT1G28420"
"203","AT1G28580"
"204","AT1G29120"
"205","AT1G29340"
"206","AT1G29370"
"207","AT1G29700"
"208","AT1G29940"
"209","AT1G29950"
"210","AT1G30270"
"211","AT1G30410"
"212","AT1G30470"
"213","AT1G30490"
"214","AT1G30520"
"215","AT1G30550"
"216","AT1G30590"
"217","AT1G30630"
"218","AT1G30820"
"219","AT1G30880"
"220","AT1G31190"
"221","AT1G31540"
"222","AT1G31710"
"223","AT1G31780"
"224","AT1G31810"
"225","AT1G31850"
"226","AT1G31930"
"227","AT1G32130"
"228","AT1G32450"
"229","AT1G32490"
"230","AT1G32550"
"231","AT1G32750"
"232","AT1G33280"
"233","AT1G33290"
"234","AT1G33320"
"235","AT1G33410"
"236","AT1G33470"
"237","AT1G33680"
"238","AT1G33811"
"239","AT1G33980"
"240","AT1G34000"
"241","AT1G34130"
"242","AT1G34190"
"243","AT1G34370"
"244","AT1G34550"
"245","AT1G35340"
"246","AT1G35420"
"247","AT1G35580"
"248","AT1G36050"
"249","AT1G36980"
"250","AT1G42440"
"251","AT1G42540"
"252","AT1G43190"
"253","AT1G43850"
"254","AT1G43860"
"255","AT1G44100"
"256","AT1G44750"
"257","AT1G44800"
"258","AT1G45160"
"259","AT1G47200"
"260","AT1G47550"
"261","AT1G47740"
"262","AT1G47900"
"263","AT1G48070"
"264","AT1G48110"
"265","AT1G48620"
"266","AT1G48698"
"267","AT1G48760"
"268","AT1G49380"
"269","AT1G49430"
"270","AT1G49480"
"271","AT1G49570"
"272","AT1G49660"
"273","AT1G49670"
"274","AT1G50290"
"275","AT1G50370"
"276","AT1G50450"
"277","AT1G50720"
"278","AT1G51350"
"279","AT1G51510"
"280","AT1G51590"
"281","AT1G51690"
"282","AT1G51770"
"283","AT1G51950"
"284","AT1G52000"
"285","AT1G52150"
"286","AT1G52410"
"287","AT1G52420"
"288","AT1G52670"
"289","AT1G52690"
"290","AT1G52760"
"291","AT1G52980"
"292","AT1G53050"
"293","AT1G53230"
"294","AT1G53233"
"295","AT1G53300"
"296","AT1G53430"
"297","AT1G53440"
"298","AT1G53510"
"299","AT1G53520"
"300","AT1G53730"
"301","AT1G53850"
"302","AT1G54100"
"303","AT1G54130"
"304","AT1G54320"
"305","AT1G54490"
"306","AT1G54580"
"307","AT1G54920"
"308","AT1G54950"
"309","AT1G55090"
"310","AT1G55207"
"311","AT1G55260"
"312","AT1G55310"
"313","AT1G55325"
"314","AT1G55450"
"315","AT1G55755"
"316","AT1G55840"
"317","AT1G56050"
"318","AT1G56700"
"319","AT1G57670"
"320","AT1G57770"
"321","AT1G58030"
"322","AT1G58230"
"323","AT1G58360"
"324","AT1G58440"
"325","AT1G58520"
"326","AT1G59750"
"327","AT1G59760"
"328","AT1G59890"
"329","AT1G59940"
"330","AT1G59990"
"331","AT1G60170"
"332","AT1G60230"
"333","AT1G60270"
"334","AT1G60470"
"335","AT1G60590"
"336","AT1G60600"
"337","AT1G60710"
"338","AT1G60900"
"339","AT1G61010"
"340","AT1G61100"
"341","AT1G61250"
"342","AT1G62333"
"343","AT1G62500"
"344","AT1G62980"
"345","AT1G63010"
"346","AT1G63410"
"347","AT1G63610"
"348","AT1G63680"
"349","AT1G63690"
"350","AT1G63700"
"351","AT1G64040"
"352","AT1G64190"
"353","AT1G64650"
"354","AT1G64710"
"355","AT1G64880"
"356","AT1G64970"
"357","AT1G65070"
"358","AT1G65270"
"359","AT1G65820"
"360","AT1G65840"
"361","AT1G66260"
"362","AT1G66330"
"363","AT1G66410"
"364","AT1G66440"
"365","AT1G66470"
"366","AT1G66680"
"367","AT1G66980"
"368","AT1G67140"
"369","AT1G67580"
"370","AT1G67840"
"371","AT1G67900"
"372","AT1G68060"
"373","AT1G68250"
"374","AT1G68570"
"375","AT1G68580"
"376","AT1G68720"
"377","AT1G68790"
"378","AT1G69050"
"379","AT1G69070"
"380","AT1G69085"
"381","AT1G69200"
"382","AT1G69252"
"383","AT1G69295"
"384","AT1G69340"
"385","AT1G69390"
"386","AT1G69510"
"387","AT1G69730"
"388","AT1G69770"
"389","AT1G69850"
"390","AT1G70060"
"391","AT1G70280"
"392","AT1G70330"
"393","AT1G70570"
"394","AT1G70620"
"395","AT1G70820"
"396","AT1G70860"
"397","AT1G71040"
"398","AT1G71090"
"399","AT1G71710"
"400","AT1G71720"
"401","AT1G71840"
"402","AT1G71860"
"403","AT1G71980"
"404","AT1G72090"
"405","AT1G72130"
"406","AT1G72160"
"407","AT1G72320"
"408","AT1G72390"
"409","AT1G72410"
"410","AT1G72440"
"411","AT1G72500"
"412","AT1G72770"
"413","AT1G73030"
"414","AT1G73110"
"415","AT1G73170"
"416","AT1G73180"
"417","AT1G73290"
"418","AT1G73390"
"419","AT1G73460"
"420","AT1G73650"
"421","AT1G73870"
"422","AT1G73920"
"423","AT1G73960"
"424","AT1G74040"
"425","AT1G74070"
"426","AT1G74160"
"427","AT1G74270"
"428","AT1G74560"
"429","AT1G74670"
"430","AT1G74720"
"431","AT1G74880"
"432","AT1G75180"
"433","AT1G75210"
"434","AT1G75220"
"435","AT1G75370"
"436","AT1G75560"
"437","AT1G75630"
"438","AT1G75820"
"439","AT1G75840"
"440","AT1G76090"
"441","AT1G76140"
"442","AT1G76200"
"443","AT1G76220"
"444","AT1G76400"
"445","AT1G76730"
"446","AT1G77060"
"447","AT1G77090"
"448","AT1G77300"
"449","AT1G77510"
"450","AT1G77670"
"451","AT1G77740"
"452","AT1G77800"
"453","AT1G77840"
"454","AT1G78060"
"455","AT1G78100"
"456","AT1G78140"
"457","AT1G78490"
"458","AT1G78560"
"459","AT1G78680"
"460","AT1G78880"
"461","AT1G78915"
"462","AT1G79210"
"463","AT1G79270"
"464","AT1G79350"
"465","AT1G79570"
"466","AT1G79720"
"467","AT1G79860"
"468","AT1G79870"
"469","AT1G80000"
"470","AT1G80040"
"471","AT1G80360"
"472","AT1G80460"
"473","AT1G80530"
"474","AT1G80640"
"475","AT1G80680"
"476","AT1G80760"
"477","AT1G80780"
"478","AT1G80920"
"479","AT2G01270"
"480","AT2G01350"
"481","AT2G01450"
"482","AT2G01470"
"483","AT2G01490"
"484","AT2G01580"
"485","AT2G01600"
"486","AT2G01680"
"487","AT2G01690"
"488","AT2G01810"
"489","AT2G02040"
"490","AT2G02050"
"491","AT2G02070"
"492","AT2G02130"
"493","AT2G02180"
"494","AT2G02500"
"495","AT2G03140"
"496","AT2G03150"
"497","AT2G03390"
"498","AT2G03460"
"499","AT2G03640"
"500","AT2G04270"
"501","AT2G04390"
"502","AT2G04410"
"503","AT2G04780"
"504","AT2G05170"
"505","AT2G05830"
"506","AT2G05840"
"507","AT2G06050"
"508","AT2G06210"
"509","AT2G06530"
"510","AT2G06835"
"511","AT2G06990"
"512","AT2G07724"
"513","AT2G07805"
"514","AT2G11890"
"515","AT2G11910"
"516","AT2G13440"
"517","AT2G13540"
"518","AT2G13610"
"519","AT2G14120"
"520","AT2G14260"
"521","AT2G14740"
"522","AT2G14820"
"523","AT2G15020"
"524","AT2G15555"
"525","AT2G16365"
"526","AT2G16430"
"527","AT2G16485"
"528","AT2G16860"
"529","AT2G17033"
"530","AT2G17070"
"531","AT2G17190"
"532","AT2G17265"
"533","AT2G17410"
"534","AT2G17510"
"535","AT2G17660"
"536","AT2G17980"
"537","AT2G18110"
"538","AT2G18160"
"539","AT2G18280"
"540","AT2G18300"
"541","AT2G18510"
"542","AT2G18750"
"543","AT2G18940"
"544","AT2G19310"
"545","AT2G19830"
"546","AT2G19870"
"547","AT2G20020"
"548","AT2G20050"
"549","AT2G20140"
"550","AT2G20270"
"551","AT2G20280"
"552","AT2G20330"
"553","AT2G20530"
"554","AT2G20690"
"555","AT2G20725"
"556","AT2G20920"
"557","AT2G20960"
"558","AT2G21140"
"559","AT2G21270"
"560","AT2G21300"
"561","AT2G21340"
"562","AT2G21380"
"563","AT2G21410"
"564","AT2G21440"
"565","AT2G21580"
"566","AT2G21620"
"567","AT2G21970"
"568","AT2G22010"
"569","AT2G22230"
"570","AT2G22300"
"571","AT2G22400"
"572","AT2G22660"
"573","AT2G22720"
"574","AT2G22795"
"575","AT2G23110"
"576","AT2G23130"
"577","AT2G23460"
"578","AT2G23610"
"579","AT2G23740"
"580","AT2G23930"
"581","AT2G23980"
"582","AT2G24120"
"583","AT2G24150"
"584","AT2G24180"
"585","AT2G24940"
"586","AT2G25070"
"587","AT2G25110"
"588","AT2G25140"
"589","AT2G25310"
"590","AT2G25520"
"591","AT2G25610"
"592","AT2G25730"
"593","AT2G25760"
"594","AT2G25800"
"595","AT2G25830"
"596","AT2G25910"
"597","AT2G26290"
"598","AT2G26340"
"599","AT2G26570"
"600","AT2G26770"
"601","AT2G26800"
"602","AT2G26930"
"603","AT2G27030"
"604","AT2G27040"
"605","AT2G27060"
"606","AT2G27210"
"607","AT2G27230"
"608","AT2G27350"
"609","AT2G27420"
"610","AT2G27730"
"611","AT2G27810"
"612","AT2G27820"
"613","AT2G27900"
"614","AT2G27950"
"615","AT2G28540"
"616","AT2G29180"
"617","AT2G29210"
"618","AT2G29290"
"619","AT2G29340"
"620","AT2G29420"
"621","AT2G29670"
"622","AT2G29970"
"623","AT2G30010"
"624","AT2G30050"
"625","AT2G30140"
"626","AT2G30170"
"627","AT2G30700"
"628","AT2G31380"
"629","AT2G31410"
"630","AT2G31510"
"631","AT2G31740"
"632","AT2G31751"
"633","AT2G31800"
"634","AT2G31820"
"635","AT2G31890"
"636","AT2G32500"
"637","AT2G32540"
"638","AT2G32560"
"639","AT2G32810"
"640","AT2G32920"
"641","AT2G32950"
"642","AT2G33120"
"643","AT2G33180"
"644","AT2G33210"
"645","AT2G33250"
"646","AT2G33410"
"647","AT2G33570"
"648","AT2G33720"
"649","AT2G33730"
"650","AT2G34040"
"651","AT2G34224"
"652","AT2G34300"
"653","AT2G34310"
"654","AT2G34510"
"655","AT2G34560"
"656","AT2G34620"
"657","AT2G34630"
"658","AT2G34710"
"659","AT2G34770"
"660","AT2G34990"
"661","AT2G35020"
"662","AT2G35110"
"663","AT2G35510"
"664","AT2G35620"
"665","AT2G35680"
"666","AT2G35780"
"667","AT2G35810"
"668","AT2G35820"
"669","AT2G35830"
"670","AT2G35860"
"671","AT2G35880"
"672","AT2G35960"
"673","AT2G36000"
"674","AT2G36060"
"675","AT2G36580"
"676","AT2G36720"
"677","AT2G36800"
"678","AT2G36810"
"679","AT2G36835"
"680","AT2G36870"
"681","AT2G36895"
"682","AT2G36950"
"683","AT2G37080"
"684","AT2G37240"
"685","AT2G37250"
"686","AT2G37480"
"687","AT2G37500"
"688","AT2G37570"
"689","AT2G37630"
"690","AT2G37640"
"691","AT2G37990"
"692","AT2G38550"
"693","AT2G38650"
"694","AT2G38670"
"695","AT2G38770"
"696","AT2G38800"
"697","AT2G39020"
"698","AT2G39260"
"699","AT2G39310"
"700","AT2G39340"
"701","AT2G39450"
"702","AT2G39580"
"703","AT2G39780"
"704","AT2G39800"
"705","AT2G39930"
"706","AT2G39940"
"707","AT2G39970"
"708","AT2G40060"
"709","AT2G40300"
"710","AT2G40460"
"711","AT2G40590"
"712","AT2G40610"
"713","AT2G41620"
"714","AT2G41630"
"715","AT2G41720"
"716","AT2G41960"
"717","AT2G42090"
"718","AT2G42270"
"719","AT2G42310"
"720","AT2G42320"
"721","AT2G42580"
"722","AT2G42610"
"723","AT2G42810"
"724","AT2G42910"
"725","AT2G43070"
"726","AT2G43360"
"727","AT2G43410"
"728","AT2G43630"
"729","AT2G43650"
"730","AT2G43800"
"731","AT2G43950"
"732","AT2G44040"
"733","AT2G44090"
"734","AT2G44310"
"735","AT2G44530"
"736","AT2G44620"
"737","AT2G44640"
"738","AT2G44860"
"739","AT2G44990"
"740","AT2G45030"
"741","AT2G45070"
"742","AT2G45160"
"743","AT2G45240"
"744","AT2G45360"
"745","AT2G45620"
"746","AT2G45970"
"747","AT2G45980"
"748","AT2G45990"
"749","AT2G46170"
"750","AT2G46230"
"751","AT2G46330"
"752","AT2G46370"
"753","AT2G46480"
"754","AT2G46500"
"755","AT2G46505"
"756","AT2G46520"
"757","AT2G46650"
"758","AT2G46800"
"759","AT2G46910"
"760","AT2G46915"
"761","AT2G47320"
"762","AT2G47330"
"763","AT2G47410"
"764","AT2G47440"
"765","AT2G47490"
"766","AT2G47500"
"767","AT2G47710"
"768","AT2G47840"
"769","AT2G47910"
"770","AT2G48020"
"771","AT2G48060"
"772","AT3G01310"
"773","AT3G01340"
"774","AT3G01440"
"775","AT3G01460"
"776","AT3G01550"
"777","AT3G01770"
"778","AT3G01780"
"779","AT3G01810"
"780","AT3G01850"
"781","AT3G02060"
"782","AT3G02170"
"783","AT3G02180"
"784","AT3G02250"
"785","AT3G02300"
"786","AT3G02520"
"787","AT3G02540"
"788","AT3G02570"
"789","AT3G02600"
"790","AT3G02750"
"791","AT3G02870"
"792","AT3G02880"
"793","AT3G02925"
"794","AT3G03050"
"795","AT3G03100"
"796","AT3G03150"
"797","AT3G03770"
"798","AT3G03790"
"799","AT3G03890"
"800","AT3G03895"
"801","AT3G03990"
"802","AT3G04090"
"803","AT3G04140"
"804","AT3G04290"
"805","AT3G04520"
"806","AT3G04600"
"807","AT3G04650"
"808","AT3G04740"
"809","AT3G04760"
"810","AT3G04830"
"811","AT3G05090"
"812","AT3G05180"
"813","AT3G05770"
"814","AT3G05910"
"815","AT3G05970"
"816","AT3G06080"
"817","AT3G06530"
"818","AT3G06670"
"819","AT3G07050"
"820","AT3G07310"
"821","AT3G07360"
"822","AT3G07390"
"823","AT3G07660"
"824","AT3G07670"
"825","AT3G07780"
"826","AT3G07790"
"827","AT3G07810"
"828","AT3G07880"
"829","AT3G08010"
"830","AT3G08640"
"831","AT3G08650"
"832","AT3G08680"
"833","AT3G08943"
"834","AT3G08960"
"835","AT3G09100"
"836","AT3G09260"
"837","AT3G09275"
"838","AT3G09300"
"839","AT3G09400"
"840","AT3G09600"
"841","AT3G09740"
"842","AT3G09850"
"843","AT3G09960"
"844","AT3G10130"
"845","AT3G10160"
"846","AT3G10350"
"847","AT3G10520"
"848","AT3G10610"
"849","AT3G10650"
"850","AT3G10690"
"851","AT3G10710"
"852","AT3G10740"
"853","AT3G10770"
"854","AT3G10985"
"855","AT3G11200"
"856","AT3G11250"
"857","AT3G12010"
"858","AT3G12020"
"859","AT3G12280"
"860","AT3G12320"
"861","AT3G12360"
"862","AT3G12490"
"863","AT3G12590"
"864","AT3G12620"
"865","AT3G12740"
"866","AT3G12810"
"867","AT3G13040"
"868","AT3G13060"
"869","AT3G13062"
"870","AT3G13180"
"871","AT3G13200"
"872","AT3G13235"
"873","AT3G13330"
"874","AT3G13340"
"875","AT3G13490"
"876","AT3G13510"
"877","AT3G13530"
"878","AT3G13772"
"879","AT3G13860"
"880","AT3G13882"
"881","AT3G14100"
"882","AT3G14205"
"883","AT3G14220"
"884","AT3G14270"
"885","AT3G14350"
"886","AT3G14650"
"887","AT3G15010"
"888","AT3G15095"
"889","AT3G15110"
"890","AT3G15450"
"891","AT3G15640"
"892","AT3G15950"
"893","AT3G16060"
"894","AT3G16260"
"895","AT3G16270"
"896","AT3G16480"
"897","AT3G16570"
"898","AT3G16660"
"899","AT3G16840"
"900","AT3G16950"
"901","AT3G17170"
"902","AT3G17205"
"903","AT3G17340"
"904","AT3G17410"
"905","AT3G17510"
"906","AT3G17750"
"907","AT3G17790"
"908","AT3G17810"
"909","AT3G17840"
"910","AT3G17900"
"911","AT3G18000"
"912","AT3G18035"
"913","AT3G18110"
"914","AT3G18140"
"915","AT3G18165"
"916","AT3G18410"
"917","AT3G18600"
"918","AT3G18750"
"919","AT3G18830"
"920","AT3G18860"
"921","AT3G19000"
"922","AT3G19100"
"923","AT3G19130"
"924","AT3G19480"
"925","AT3G19490"
"926","AT3G19680"
"927","AT3G19740"
"928","AT3G19800"
"929","AT3G19810"
"930","AT3G19830"
"931","AT3G19870"
"932","AT3G20230"
"933","AT3G20320"
"934","AT3G20360"
"935","AT3G20540"
"936","AT3G20630"
"937","AT3G20790"
"938","AT3G21352"
"939","AT3G21560"
"940","AT3G21750"
"941","AT3G21760"
"942","AT3G21865"
"943","AT3G22125"
"944","AT3G22142"
"945","AT3G22150"
"946","AT3G22170"
"947","AT3G22330"
"948","AT3G22370"
"949","AT3G22420"
"950","AT3G22630"
"951","AT3G22780"
"952","AT3G22790"
"953","AT3G22845"
"954","AT3G23030"
"955","AT3G23070"
"956","AT3G23310"
"957","AT3G23620"
"958","AT3G23730"
"959","AT3G23900"
"960","AT3G24050"
"961","AT3G24080"
"962","AT3G24510"
"963","AT3G24590"
"964","AT3G24880"
"965","AT3G25480"
"966","AT3G25500"
"967","AT3G25505"
"968","AT3G25655"
"969","AT3G25800"
"970","AT3G25805"
"971","AT3G25840"
"972","AT3G26100"
"973","AT3G26430"
"974","AT3G26510"
"975","AT3G26744"
"976","AT3G26810"
