"","WS_FLT_c1.which.mclass....6...1."
"1","AT1G02250"
"2","AT1G02310"
"3","AT1G02575"
"4","AT1G02813"
"5","AT1G03700"
"6","AT1G03790"
"7","AT1G04103"
"8","AT1G04307"
"9","AT1G04560"
"10","AT1G04803"
"11","AT1G05005"
"12","AT1G05240"
"13","AT1G05280"
"14","AT1G05333"
"15","AT1G05383"
"16","AT1G05650"
"17","AT1G05727"
"18","AT1G05990"
"19","AT1G06120"
"20","AT1G06320"
"21","AT1G06330"
"22","AT1G06923"
"23","AT1G06930"
"24","AT1G07563"
"25","AT1G07707"
"26","AT1G07933"
"27","AT1G08283"
"28","AT1G08287"
"29","AT1G08670"
"30","AT1G08803"
"31","AT1G09370"
"32","AT1G09380"
"33","AT1G09447"
"34","AT1G09493"
"35","AT1G09897"
"36","AT1G10385"
"37","AT1G10680"
"38","AT1G10875"
"39","AT1G11040"
"40","AT1G11280"
"41","AT1G11590"
"42","AT1G11620"
"43","AT1G11655"
"44","AT1G11920"
"45","AT1G12805"
"46","AT1G13200"
"47","AT1G13480"
"48","AT1G13490"
"49","AT1G13520"
"50","AT1G13530"
"51","AT1G13540"
"52","AT1G13590"
"53","AT1G14160"
"54","AT1G14220"
"55","AT1G14550"
"56","AT1G14940"
"57","AT1G15385"
"58","AT1G15600"
"59","AT1G15840"
"60","AT1G16230"
"61","AT1G16440"
"62","AT1G16905"
"63","AT1G17300"
"64","AT1G17310"
"65","AT1G18860"
"66","AT1G18960"
"67","AT1G18975"
"68","AT1G19390"
"69","AT1G19900"
"70","AT1G20150"
"71","AT1G20180"
"72","AT1G20700"
"73","AT1G20860"
"74","AT1G21230"
"75","AT1G21860"
"76","AT1G21990"
"77","AT1G22080"
"78","AT1G22290"
"79","AT1G24010"
"80","AT1G24485"
"81","AT1G26240"
"82","AT1G26360"
"83","AT1G26410"
"84","AT1G27610"
"85","AT1G28160"
"86","AT1G28170"
"87","AT1G28590"
"88","AT1G29000"
"89","AT1G29179"
"90","AT1G29180"
"91","AT1G29830"
"92","AT1G29860"
"93","AT1G30560"
"94","AT1G30750"
"95","AT1G30850"
"96","AT1G30990"
"97","AT1G32270"
"98","AT1G32970"
"99","AT1G33090"
"100","AT1G33100"
"101","AT1G33670"
"102","AT1G33870"
"103","AT1G33880"
"104","AT1G33890"
"105","AT1G33900"
"106","AT1G33910"
"107","AT1G34050"
"108","AT1G34520"
"109","AT1G34540"
"110","AT1G35240"
"111","AT1G35330"
"112","AT1G35610"
"113","AT1G35625"
"114","AT1G36640"
"115","AT1G43010"
"116","AT1G43765"
"117","AT1G44010"
"118","AT1G44020"
"119","AT1G44318"
"120","AT1G45015"
"121","AT1G47600"
"122","AT1G47610"
"123","AT1G47620"
"124","AT1G47980"
"125","AT1G48325"
"126","AT1G48640"
