"","WS_FLT_c1.which.mclass....7...1."
"1","AT1G01010"
"2","AT1G01040"
"3","AT1G01060"
"4","AT1G01080"
"5","AT1G01110"
"6","AT1G01120"
"7","AT1G01140"
"8","AT1G01150"
"9","AT1G01170"
"10","AT1G01225"
"11","AT1G01300"
"12","AT1G01310"
"13","AT1G01355"
"14","AT1G01370"
"15","AT1G01453"
"16","AT1G01480"
"17","AT1G01490"
"18","AT1G01540"
"19","AT1G01560"
"20","AT1G01610"
"21","AT1G01695"
"22","AT1G01750"
"23","AT1G01760"
"24","AT1G01800"
"25","AT1G01840"
"26","AT1G01880"
"27","AT1G02030"
"28","AT1G02065"
"29","AT1G02070"
"30","AT1G02080"
"31","AT1G02140"
"32","AT1G02180"
"33","AT1G02260"
"34","AT1G02350"
"35","AT1G02360"
"36","AT1G02400"
"37","AT1G02405"
"38","AT1G02430"
"39","AT1G02440"
"40","AT1G02450"
"41","AT1G02475"
"42","AT1G02500"
"43","AT1G02530"
"44","AT1G02560"
"45","AT1G02620"
"46","AT1G02640"
"47","AT1G02705"
"48","AT1G02710"
"49","AT1G02730"
"50","AT1G02890"
"51","AT1G02910"
"52","AT1G02940"
"53","AT1G02980"
"54","AT1G03020"
"55","AT1G03060"
"56","AT1G03070"
"57","AT1G03080"
"58","AT1G03106"
"59","AT1G03120"
"60","AT1G03160"
"61","AT1G03180"
"62","AT1G03220"
"63","AT1G03310"
"64","AT1G03320"
"65","AT1G03390"
"66","AT1G03550"
"67","AT1G03600"
"68","AT1G03680"
"69","AT1G03820"
"70","AT1G03860"
"71","AT1G03900"
"72","AT1G03980"
"73","AT1G04007"
"74","AT1G04030"
"75","AT1G04040"
"76","AT1G04050"
"77","AT1G04053"
"78","AT1G04067"
"79","AT1G04080"
"80","AT1G04100"
"81","AT1G04117"
"82","AT1G04140"
"83","AT1G04150"
"84","AT1G04153"
"85","AT1G04180"
"86","AT1G04210"
"87","AT1G04270"
"88","AT1G04297"
"89","AT1G04330"
"90","AT1G04350"
"91","AT1G04353"
"92","AT1G04380"
"93","AT1G04427"
"94","AT1G04430"
"95","AT1G04463"
"96","AT1G04467"
"97","AT1G04473"
"98","AT1G04490"
"99","AT1G04500"
"100","AT1G04513"
"101","AT1G04520"
"102","AT1G04530"
"103","AT1G04540"
"104","AT1G04555"
"105","AT1G04610"
"106","AT1G04620"
"107","AT1G04635"
"108","AT1G04650"
"109","AT1G04660"
"110","AT1G04690"
"111","AT1G04773"
"112","AT1G04778"
"113","AT1G04797"
"114","AT1G04820"
"115","AT1G04823"
"116","AT1G04827"
"117","AT1G04850"
"118","AT1G04920"
"119","AT1G04930"
"120","AT1G04933"
"121","AT1G04940"
"122","AT1G04973"
"123","AT1G05010"
"124","AT1G05033"
"125","AT1G05043"
"126","AT1G05083"
"127","AT1G05100"
"128","AT1G05147"
"129","AT1G05163"
"130","AT1G05200"
"131","AT1G05210"
"132","AT1G05220"
"133","AT1G05250"
"134","AT1G05253"
"135","AT1G05277"
"136","AT1G05287"
"137","AT1G05327"
"138","AT1G05337"
"139","AT1G05340"
"140","AT1G05440"
"141","AT1G05467"
"142","AT1G05530"
"143","AT1G05550"
"144","AT1G05553"
"145","AT1G05560"
"146","AT1G05562"
"147","AT1G05577"
"148","AT1G05640"
"149","AT1G05675"
"150","AT1G05687"
"151","AT1G05700"
"152","AT1G05710"
"153","AT1G05730"
"154","AT1G05733"
"155","AT1G05760"
"156","AT1G05770"
"157","AT1G05773"
"158","AT1G05780"
"159","AT1G05785"
"160","AT1G05787"
"161","AT1G05833"
"162","AT1G05880"
"163","AT1G05894"
"164","AT1G05950"
"165","AT1G05960"
"166","AT1G06003"
"167","AT1G06030"
"168","AT1G06045"
"169","AT1G06148"
"170","AT1G06227"
"171","AT1G06260"
"172","AT1G06265"
"173","AT1G06270"
"174","AT1G06290"
"175","AT1G06310"
"176","AT1G06350"
"177","AT1G06360"
"178","AT1G06460"
"179","AT1G06490"
"180","AT1G06570"
"181","AT1G06660"
"182","AT1G06670"
"183","AT1G06690"
"184","AT1G06750"
"185","AT1G06830"
"186","AT1G06837"
"187","AT1G06910"
"188","AT1G06950"
"189","AT1G06970"
"190","AT1G07010"
"191","AT1G07060"
"192","AT1G07080"
"193","AT1G07128"
"194","AT1G07130"
"195","AT1G07135"
"196","AT1G07143"
"197","AT1G07150"
"198","AT1G07160"
"199","AT1G07250"
"200","AT1G07323"
"201","AT1G07400"
"202","AT1G07430"
"203","AT1G07513"
"204","AT1G07517"
"205","AT1G07560"
"206","AT1G07587"
"207","AT1G07600"
"208","AT1G07603"
"209","AT1G07660"
"210","AT1G07700"
"211","AT1G07745"
"212","AT1G07795"
"213","AT1G07820"
"214","AT1G07877"
"215","AT1G07900"
"216","AT1G07983"
"217","AT1G07985"
"218","AT1G08035"
"219","AT1G08073"
