"","WS_FLT_c1.which.mclass....8...1."
"1","AT1G01200"
"2","AT1G01450"
"3","AT1G01570"
"4","AT1G01640"
"5","AT1G01660"
"6","AT1G01700"
"7","AT1G01770"
"8","AT1G02205"
"9","AT1G02340"
"10","AT1G02380"
"11","AT1G02460"
"12","AT1G02610"
"13","AT1G02650"
"14","AT1G02700"
"15","AT1G02810"
"16","AT1G02900"
"17","AT1G02950"
"18","AT1G02990"
"19","AT1G03010"
"20","AT1G03170"
"21","AT1G03340"
"22","AT1G03530"
"23","AT1G03540"
"24","AT1G03545"
"25","AT1G03590"
"26","AT1G03620"
"27","AT1G03650"
"28","AT1G03710"
"29","AT1G03850"
"30","AT1G03905"
"31","AT1G03990"
"32","AT1G04090"
"33","AT1G04163"
"34","AT1G04233"
"35","AT1G04247"
"36","AT1G04295"
"37","AT1G04360"
"38","AT1G04433"
"39","AT1G04537"
"40","AT1G04570"
"41","AT1G04700"
"42","AT1G04767"
"43","AT1G04840"
"44","AT1G04880"
"45","AT1G04917"
"46","AT1G04960"
"47","AT1G05070"
"48","AT1G05120"
"49","AT1G05187"
"50","AT1G05207"
"51","AT1G05260"
"52","AT1G05420"
"53","AT1G05490"
"54","AT1G05523"
"55","AT1G05557"
"56","AT1G05753"
"57","AT1G05837"
"58","AT1G06010"
"59","AT1G06090"
"60","AT1G06100"
"61","AT1G06140"
"62","AT1G06250"
"63","AT1G06420"
"64","AT1G06440"
"65","AT1G06473"
"66","AT1G06475"
"67","AT1G06520"
"68","AT1G06580"
"69","AT1G06980"
"70","AT1G07000"
"71","AT1G07119"
"72","AT1G07167"
"73","AT1G07270"
"74","AT1G07290"
"75","AT1G07370"
"76","AT1G07410"
"77","AT1G07667"
"78","AT1G07730"
"79","AT1G07813"
"80","AT1G07887"
"81","AT1G07910"
"82","AT1G07970"
"83","AT1G08070"
"84","AT1G08340"
"85","AT1G08387"
"86","AT1G08500"
"87","AT1G08727"
"88","AT1G08757"
"89","AT1G08973"
"90","AT1G09170"
"91","AT1G09180"
"92","AT1G09220"
"93","AT1G09250"
"94","AT1G09253"
"95","AT1G09287"
"96","AT1G09500"
"97","AT1G09523"
"98","AT1G09680"
"99","AT1G09713"
"100","AT1G09860"
"101","AT1G09920"
"102","AT1G09950"
"103","AT1G09987"
"104","AT1G10070"
"105","AT1G10140"
"106","AT1G10270"
"107","AT1G10330"
"108","AT1G10460"
"109","AT1G10520"
"110","AT1G10550"
"111","AT1G10700"
"112","AT1G11070"
"113","AT1G11100"
"114","AT1G11125"
"115","AT1G11170"
"116","AT1G11270"
"117","AT1G11340"
"118","AT1G11450"
"119","AT1G11600"
"120","AT1G11730"
"121","AT1G11740"
"122","AT1G11880"
"123","AT1G12030"
"124","AT1G12160"
"125","AT1G12260"
"126","AT1G12620"
"127","AT1G12700"
"128","AT1G12860"
"129","AT1G12880"
"130","AT1G12910"
"131","AT1G12940"
"132","AT1G13120"
"133","AT1G13150"
"134","AT1G13300"
"135","AT1G13330"
"136","AT1G13410"
"137","AT1G13430"
"138","AT1G13460"
"139","AT1G13800"
"140","AT1G13920"
"141","AT1G14120"
"142","AT1G14190"
"143","AT1G14205"
"144","AT1G14260"
"145","AT1G14390"
"146","AT1G14460"
