"","WS_FLT_c1.which.mclass....9...1."
"1","AT1G01220"
"2","AT1G01230"
"3","AT1G01470"
"4","AT1G01630"
"5","AT1G01710"
"6","AT1G01820"
"7","AT1G01950"
"8","AT1G02090"
"9","AT1G02100"
"10","AT1G02110"
"11","AT1G02130"
"12","AT1G02170"
"13","AT1G02410"
"14","AT1G02920"
"15","AT1G03000"
"16","AT1G03040"
"17","AT1G03090"
"18","AT1G03230"
"19","AT1G03250"
"20","AT1G03280"
"21","AT1G03290"
"22","AT1G03350"
"23","AT1G03370"
"24","AT1G03740"
"25","AT1G03930"
"26","AT1G04190"
"27","AT1G04250"
"28","AT1G04440"
"29","AT1G04550"
"30","AT1G04630"
"31","AT1G04710"
"32","AT1G04770"
"33","AT1G04910"
"34","AT1G04950"
"35","AT1G04970"
"36","AT1G04985"
"37","AT1G05180"
"38","AT1G05213"
"39","AT1G05230"
"40","AT1G05270"
"41","AT1G05320"
"42","AT1G05350"
"43","AT1G05385"
"44","AT1G05410"
"45","AT1G05430"
"46","AT1G05590"
"47","AT1G05630"
"48","AT1G05805"
"49","AT1G05830"
"50","AT1G05840"
"51","AT1G05870"
"52","AT1G05900"
"53","AT1G05910"
"54","AT1G06110"
"55","AT1G06130"
"56","AT1G06150"
"57","AT1G06210"
"58","AT1G06400"
"59","AT1G06470"
"60","AT1G06510"
"61","AT1G06720"
"62","AT1G06870"
"63","AT1G07030"
"64","AT1G07200"
"65","AT1G07210"
"66","AT1G07230"
"67","AT1G07240"
"68","AT1G07310"
"69","AT1G07480"
"70","AT1G07530"
"71","AT1G07570"
"72","AT1G07705"
"73","AT1G07750"
"74","AT1G07840"
"75","AT1G07893"
"76","AT1G07990"
"77","AT1G08060"
"78","AT1G08210"
"79","AT1G08230"
"80","AT1G08370"
"81","AT1G08410"
"82","AT1G08560"
"83","AT1G08580"
"84","AT1G08600"
"85","AT1G08660"
"86","AT1G08700"
"87","AT1G08820"
"88","AT1G08970"
"89","AT1G09150"
"90","AT1G09160"
"91","AT1G09230"
"92","AT1G09330"
"93","AT1G09490"
"94","AT1G09560"
"95","AT1G09660"
"96","AT1G09730"
"97","AT1G09760"
"98","AT1G09830"
"99","AT1G09840"
"100","AT1G09850"
"101","AT1G09863"
"102","AT1G09870"
"103","AT1G09900"
"104","AT1G09940"
"105","AT1G09980"
"106","AT1G10020"
"107","AT1G10120"
"108","AT1G10180"
"109","AT1G10200"
"110","AT1G10310"
"111","AT1G10430"
"112","AT1G10450"
"113","AT1G10490"
"114","AT1G10522"
"115","AT1G10640"
"116","AT1G10660"
"117","AT1G10682"
"118","AT1G10830"
"119","AT1G10870"
"120","AT1G10890"
"121","AT1G10930"
"122","AT1G11080"
"123","AT1G11130"
"124","AT1G11240"
"125","AT1G11260"
"126","AT1G11330"
