"","WS_c1.which.mclass....5...1."
"1","AT1G01020"
"2","AT1G01030"
"3","AT1G01110"
"4","AT1G01180"
"5","AT1G01200"
"6","AT1G01225"
"7","AT1G01240"
"8","AT1G01370"
"9","AT1G01420"
"10","AT1G01448"
"11","AT1G01480"
"12","AT1G01500"
"13","AT1G01560"
"14","AT1G01570"
"15","AT1G01580"
"16","AT1G01600"
"17","AT1G01660"
"18","AT1G01670"
"19","AT1G01690"
"20","AT1G01730"
"21","AT1G01740"
"22","AT1G01760"
"23","AT1G01880"
"24","AT1G01990"
"25","AT1G02010"
"26","AT1G02020"
"27","AT1G02050"
"28","AT1G02060"
"29","AT1G02160"
"30","AT1G02180"
"31","AT1G02220"
"32","AT1G02260"
"33","AT1G02290"
"34","AT1G02310"
"35","AT1G02335"
"36","AT1G02370"
"37","AT1G02400"
"38","AT1G02420"
"39","AT1G02670"
"40","AT1G02680"
"41","AT1G02740"
"42","AT1G02750"
"43","AT1G02850"
"44","AT1G02950"
"45","AT1G02970"
"46","AT1G03010"
"47","AT1G03100"
"48","AT1G03180"
"49","AT1G03190"
"50","AT1G03260"
"51","AT1G03270"
"52","AT1G03300"
"53","AT1G03410"
"54","AT1G03470"
"55","AT1G03495"
"56","AT1G03520"
"57","AT1G03550"
"58","AT1G03560"
"59","AT1G03620"
"60","AT1G03700"
"61","AT1G03750"
"62","AT1G03760"
"63","AT1G03770"
"64","AT1G03850"
"65","AT1G03905"
"66","AT1G03920"
"67","AT1G03940"
"68","AT1G03950"
"69","AT1G03960"
"70","AT1G04000"
"71","AT1G04050"
"72","AT1G04070"
"73","AT1G04077"
"74","AT1G04100"
"75","AT1G04117"
"76","AT1G04183"
"77","AT1G04260"
"78","AT1G04290"
"79","AT1G04310"
"80","AT1G04353"
"81","AT1G04463"
"82","AT1G04487"
"83","AT1G04513"
"84","AT1G04540"
"85","AT1G04555"
"86","AT1G04570"
"87","AT1G04580"
"88","AT1G04610"
"89","AT1G04635"
"90","AT1G04647"
"91","AT1G04650"
"92","AT1G04700"
"93","AT1G04730"
"94","AT1G04760"
"95","AT1G04823"
"96","AT1G04837"
"97","AT1G04930"
"98","AT1G04945"
"99","AT1G04977"
"100","AT1G05020"
"101","AT1G05060"
"102","AT1G05087"
"103","AT1G05090"
"104","AT1G05160"
"105","AT1G05183"
"106","AT1G05210"
"107","AT1G05253"
"108","AT1G05280"
"109","AT1G05300"
"110","AT1G05370"
"111","AT1G05440"
"112","AT1G05453"
"113","AT1G05600"
"114","AT1G05640"
"115","AT1G05660"
"116","AT1G05670"
"117","AT1G05687"
"118","AT1G05700"
"119","AT1G05710"
"120","AT1G05750"
"121","AT1G05753"
"122","AT1G05780"
"123","AT1G05785"
"124","AT1G05820"
"125","AT1G05835"
"126","AT1G05950"
"127","AT1G05970"
"128","AT1G06010"
"129","AT1G06050"
"130","AT1G06060"
"131","AT1G06080"
"132","AT1G06090"
"133","AT1G06120"
"134","AT1G06143"
"135","AT1G06160"
"136","AT1G06180"
"137","AT1G06227"
"138","AT1G06265"
"139","AT1G06270"
"140","AT1G06310"
"141","AT1G06350"
"142","AT1G06380"
"143","AT1G06450"
"144","AT1G06500"
"145","AT1G06515"
"146","AT1G06573"
"147","AT1G06630"
"148","AT1G06660"
"149","AT1G06710"
"150","AT1G06740"
"151","AT1G06770"
"152","AT1G06790"
"153","AT1G06830"
"154","AT1G06850"
"155","AT1G06910"
"156","AT1G06960"
"157","AT1G07020"
"158","AT1G07128"
"159","AT1G07130"
"160","AT1G07150"
"161","AT1G07170"
"162","AT1G07290"
"163","AT1G07300"
"164","AT1G07390"
"165","AT1G07410"
"166","AT1G07477"
"167","AT1G07615"
"168","AT1G07620"
"169","AT1G07710"
"170","AT1G07725"
"171","AT1G07728"
"172","AT1G07730"
"173","AT1G07740"
"174","AT1G07745"
"175","AT1G07880"
"176","AT1G07950"
"177","AT1G08000"
"178","AT1G08037"
"179","AT1G08050"
"180","AT1G08180"
"181","AT1G08300"
"182","AT1G08310"
"183","AT1G08315"
"184","AT1G08340"
"185","AT1G08390"
"186","AT1G08400"
"187","AT1G08470"
"188","AT1G08500"
"189","AT1G08530"
"190","AT1G08610"
"191","AT1G08670"
"192","AT1G08710"
"193","AT1G08750"
"194","AT1G08840"
"195","AT1G08845"
"196","AT1G08940"
"197","AT1G09000"
"198","AT1G09040"
"199","AT1G09050"
"200","AT1G09053"
"201","AT1G09170"
"202","AT1G09190"
"203","AT1G09195"
"204","AT1G09320"
"205","AT1G09390"
"206","AT1G09415"
"207","AT1G09440"
"208","AT1G09450"
"209","AT1G09470"
"210","AT1G09540"
"211","AT1G09575"
"212","AT1G09600"
"213","AT1G09627"
"214","AT1G09700"
"215","AT1G09710"
"216","AT1G09783"
"217","AT1G09800"
"218","AT1G09815"
"219","AT1G09820"
"220","AT1G09890"
"221","AT1G09910"
"222","AT1G09932"
"223","AT1G09995"
"224","AT1G10040"
"225","AT1G10095"
"226","AT1G10140"
"227","AT1G10210"
"228","AT1G10230"
"229","AT1G10280"
"230","AT1G10300"
"231","AT1G10320"
"232","AT1G10340"
"233","AT1G10380"
"234","AT1G10400"
"235","AT1G10480"
"236","AT1G10530"
"237","AT1G10550"
"238","AT1G10560"
"239","AT1G10610"
"240","AT1G10730"
"241","AT1G10750"
"242","AT1G10780"
"243","AT1G10865"
"244","AT1G10990"
"245","AT1G11090"
"246","AT1G11100"
"247","AT1G11120"
"248","AT1G11160"
"249","AT1G11170"
"250","AT1G11175"
"251","AT1G11180"
"252","AT1G11185"
"253","AT1G11190"
"254","AT1G11200"
"255","AT1G11210"
"256","AT1G11220"
"257","AT1G11280"
"258","AT1G11320"
"259","AT1G11440"
"260","AT1G11540"
"261","AT1G11592"
"262","AT1G11630"
"263","AT1G11710"
"264","AT1G11755"
"265","AT1G11760"
"266","AT1G11880"
"267","AT1G11940"
"268","AT1G11950"
"269","AT1G12010"
"270","AT1G12020"
"271","AT1G12060"
"272","AT1G12210"
"273","AT1G12211"
"274","AT1G12220"
"275","AT1G12244"
"276","AT1G12280"
"277","AT1G12290"
"278","AT1G12300"
"279","AT1G12340"
"280","AT1G12390"
"281","AT1G12450"
"282","AT1G12530"
"283","AT1G12550"
"284","AT1G12710"
"285","AT1G12730"
"286","AT1G12750"
"287","AT1G12775"
"288","AT1G12790"
"289","AT1G12830"
"290","AT1G12845"
"291","AT1G12970"
"292","AT1G13040"
"293","AT1G13050"
"294","AT1G13100"
"295","AT1G13180"
"296","AT1G13195"
"297","AT1G13410"
"298","AT1G13430"
"299","AT1G13510"
"300","AT1G13600"
"301","AT1G13610"
"302","AT1G13630"
"303","AT1G13635"
"304","AT1G13700"
"305","AT1G13740"
"306","AT1G13750"
"307","AT1G13770"
"308","AT1G13780"
"309","AT1G13790"
"310","AT1G13810"
"311","AT1G13830"
"312","AT1G13870"
"313","AT1G13910"
"314","AT1G13950"
"315","AT1G14060"
"316","AT1G14080"
"317","AT1G14130"
"318","AT1G14140"
"319","AT1G14180"
"320","AT1G14185"
"321","AT1G14190"
"322","AT1G14260"
"323","AT1G14310"
"324","AT1G14370"
"325","AT1G14390"
"326","AT1G14480"
"327","AT1G14520"
"328","AT1G14530"
"329","AT1G14600"
"330","AT1G14630"
"331","AT1G14640"
"332","AT1G14660"
"333","AT1G14750"
"334","AT1G14770"
"335","AT1G14780"
"336","AT1G14820"
"337","AT1G14860"
"338","AT1G14990"
"339","AT1G15040"
"340","AT1G15080"
"341","AT1G15150"
"342","AT1G15170"
"343","AT1G15215"
"344","AT1G15220"
"345","AT1G15250"
"346","AT1G15310"
"347","AT1G15460"
"348","AT1G15520"
"349","AT1G15530"
"350","AT1G15550"
"351","AT1G15630"
"352","AT1G15640"
"353","AT1G15700"
"354","AT1G15760"
"355","AT1G15800"
"356","AT1G15830"
"357","AT1G15870"
"358","AT1G15880"
"359","AT1G16000"
"360","AT1G16110"
"361","AT1G16130"
"362","AT1G16220"
"363","AT1G16250"
"364","AT1G16330"
"365","AT1G16370"
"366","AT1G16390"
"367","AT1G16430"
"368","AT1G16440"
"369","AT1G16445"
"370","AT1G16480"
"371","AT1G16500"
"372","AT1G16530"
"373","AT1G16540"
"374","AT1G16590"
"375","AT1G16650"
"376","AT1G16670"
"377","AT1G16690"
"378","AT1G16750"
"379","AT1G16790"
"380","AT1G16825"
"381","AT1G16830"
"382","AT1G16916"
"383","AT1G16960"
"384","AT1G17020"
"385","AT1G17040"
"386","AT1G17060"
"387","AT1G17090"
"388","AT1G17145"
