"","phyD_GC_c1.which.mclass....1...1."
"131","AT1G52857"
"132","AT1G53480"
"133","AT1G54470"
"134","AT1G54590"
"135","AT1G55175"
"136","AT1G55600"
"137","AT1G55720"
"138","AT1G57770"
"139","AT1G58684"
"140","AT1G59359"
"141","AT1G59670"
"142","AT1G60380"
"143","AT1G60760"
"144","AT1G61080"
"145","AT1G61224"
"146","AT1G62190"
"147","AT1G62920"
"148","AT1G63070"
"149","AT1G63320"
"150","AT1G63540"
"151","AT1G63550"
"152","AT1G63600"
"153","AT1G64010"
"154","AT1G64100"
"155","AT1G64130"
"156","AT1G64235"
"157","AT1G64260"
"158","AT1G64710"
"159","AT1G65240"
"160","AT1G65480"
"161","AT1G66235"
"162","AT1G66360"
"163","AT1G66420"
"164","AT1G66910"
"165","AT1G66920"
"166","AT1G66970"
"167","AT1G67540"
"168","AT1G68090"
"169","AT1G68170"
"170","AT1G68935"
"171","AT1G69470"
"172","AT1G69480"
"173","AT1G69630"
"174","AT1G70390"
"175","AT1G70910"
"176","AT1G71370"
"177","AT1G71390"
"178","AT1G72110"
"179","AT1G72645"
"180","AT1G72910"
"181","AT1G73050"
"182","AT1G73560"
"183","AT1G74290"
"184","AT1G74810"
"185","AT1G74820"
"186","AT1G74990"
"187","AT1G75160"
"188","AT1G75430"
"189","AT1G76062"
"190","AT1G76465"
"191","AT1G77160"
"192","AT1G77210"
"193","AT1G77525"
"194","AT1G78030"
"195","AT1G79400"
"196","AT1G80330"
"197","AT1G80525"
"198","AT1G80580"
"199","AT1G80590"
"200","AT2G01310"
"201","AT2G01360"
"202","AT2G02061"
"203","AT2G03210"
"204","AT2G03290"
"205","AT2G03310"
"206","AT2G04005"
"207","AT2G04220"
"208","AT2G04840"
"209","AT2G05245"
"210","AT2G05585"
"211","AT2G05635"
"212","AT2G05642"
"213","AT2G05914"
"214","AT2G05915"
"215","AT2G06002"
"216","AT2G06305"
"217","AT2G06765"
"218","AT2G07045"
"219","AT2G07621"
"220","AT2G07628"
"221","AT2G07714"
"222","AT2G07738"
"223","AT2G08275"
"224","AT2G08375"
"225","AT2G08405"
"226","AT2G08445"
"227","AT2G08505"
"228","AT2G08910"
"229","AT2G09295"
"230","AT2G09305"
"231","AT2G09425"
"232","AT2G09460"
"233","AT2G09565"
"234","AT2G09575"
"235","AT2G09695"
"236","AT2G09885"
"237","AT2G09965"
"238","AT2G09970"
"239","AT2G10537"
"240","AT2G10553"
"241","AT2G10615"
"242","AT2G11205"
"243","AT2G11270"
"244","AT2G11271"
"245","AT2G12190"
"246","AT2G12905"
"247","AT2G13950"
"248","AT2G16005"
"249","AT2G16190"
"250","AT2G17690"
"251","AT2G17850"
"252","AT2G18025"
"253","AT2G18260"
"254","AT2G18340"
"255","AT2G18490"
"256","AT2G19900"
"257","AT2G19920"
"258","AT2G20380"
"259","AT2G21200"
"260","AT2G21490"
"261","AT2G21770"
"262","AT2G22426"
"263","AT2G23096"
"264","AT2G23220"
"265","AT2G23270"
"266","AT2G24285"
"267","AT2G24450"
"268","AT2G24692"
"269","AT2G24720"
"270","AT2G25482"
"271","AT2G25820"
"272","AT2G26020"
"273","AT2G27240"
"274","AT2G27270"
"275","AT2G27402"
"276","AT2G28490"
"277","AT2G29310"
"278","AT2G29630"
"279","AT2G30090"
"280","AT2G30115"
"281","AT2G30690"
"282","AT2G32370"
"283","AT2G32680"
"284","AT2G32860"
"285","AT2G32870"
"286","AT2G35070"
"287","AT2G35990"
"288","AT2G36020"
"289","AT2G36440"
"290","AT2G36550"
"291","AT2G36920"
"292","AT2G38150"
"293","AT2G39640"
"294","AT2G40050"
"295","AT2G40580"
"296","AT2G40925"
"297","AT2G40955"
"298","AT2G42560"
"299","AT2G42800"
"300","AT2G42885"
"301","AT2G43220"
"302","AT2G43255"
"303","AT2G44195"
"304","AT2G45350"
"305","AT2G45780"
"306","AT2G47115"
"307","AT2G47870"
"308","AT3G01165"
"309","AT3G01313"
"310","AT3G01375"
"311","AT3G01530"
"312","AT3G01625"
"313","AT3G01635"
"314","AT3G02075"
"315","AT3G02125"
"316","AT3G02255"
"317","AT3G02270"
"318","AT3G02885"
"319","AT3G03135"
"320","AT3G03510"
"321","AT3G03635"
"322","AT3G03670"
"323","AT3G03745"
"324","AT3G03840"
"325","AT3G04035"
"326","AT3G04510"
"327","AT3G04660"
"328","AT3G05110"
"329","AT3G05600"
"330","AT3G05790"
"331","AT3G05950"
"332","AT3G05955"
"333","AT3G06025"
"334","AT3G06560"
"335","AT3G06925"
"336","AT3G06955"
"337","AT3G07265"
"338","AT3G07275"
"339","AT3G07450"
"340","AT3G08075"
"341","AT3G08245"
"342","AT3G08280"
"343","AT3G08350"
"344","AT3G08515"
"345","AT3G08585"
"346","AT3G08660"
"347","AT3G08745"
"348","AT3G08750"
"349","AT3G08755"
"350","AT3G08765"
"351","AT3G08805"
"352","AT3G08810"
"353","AT3G09120"
"354","AT3G09225"
"355","AT3G09245"
"356","AT3G09335"
"357","AT3G09340"
"358","AT3G09450"
"359","AT3G09620"
"360","AT3G09645"
"361","AT3G09935"
"362","AT3G10195"
"363","AT3G10240"
"364","AT3G10510"
"365","AT3G11350"
"366","AT3G12545"
"367","AT3G12660"
"368","AT3G13020"
"369","AT3G13276"
"370","AT3G13390"
"371","AT3G13960"
"372","AT3G14250"
"373","AT3G14700"
"374","AT3G14820"
"375","AT3G14950"
"376","AT3G15490"
"377","AT3G15960"
"378","AT3G17130"
"379","AT3G17760"
"380","AT3G17980"
"381","AT3G18460"
"382","AT3G18485"
"383","AT3G18570"
"384","AT3G18810"
"385","AT3G19920"
"386","AT3G19940"
"387","AT3G20400"
"388","AT3G20950"
"389","AT3G21090"
"390","AT3G21352"
"391","AT3G21570"
"392","AT3G21790"
"393","AT3G22650"
"394","AT3G22770"
"395","AT3G22820"
"396","AT3G22860"
"397","AT3G22940"
"398","AT3G23230"
"399","AT3G24068"
"400","AT3G24230"
"401","AT3G24332"
"402","AT3G24600"
"403","AT3G24790"
"404","AT3G25719"
"405","AT3G25770"
"406","AT3G26180"
"407","AT3G26200"
"408","AT3G26230"
"409","AT3G26250"
"410","AT3G26813"
"411","AT3G26930"
"412","AT3G27250"
"413","AT3G27503"
"414","AT3G28220"
"415","AT3G28270"
"416","AT3G28320"
"417","AT3G28330"
"418","AT3G28335"
"419","AT3G28360"
"420","AT3G28500"
"421","AT3G28610"
"422","AT3G28780"
"423","AT3G28875"
"424","AT3G28899"
"425","AT3G29690"
"426","AT3G29720"
"427","AT3G29970"
"428","AT3G43950"
"429","AT3G44006"
"430","AT3G44060"
"431","AT3G44660"
"432","AT3G44790"
"433","AT3G44900"
"434","AT3G45000"
"435","AT3G46230"
"436","AT3G46614"
"437","AT3G46616"
"438","AT3G46840"
"439","AT3G46910"
"440","AT3G47150"
"441","AT3G47870"
"442","AT3G48280"
"443","AT3G48790"
"444","AT3G48840"
"445","AT3G49230"
"446","AT3G49520"
"447","AT3G50170"
"448","AT3G50330"
"449","AT3G50450"
"450","AT3G50940"
"451","AT3G51190"
"452","AT3G51420"
"453","AT3G51760"
"454","AT3G52130"
"455","AT3G52310"
"456","AT3G52320"
"457","AT3G52810"
"458","AT3G53232"
"459","AT3G53235"
"460","AT3G53280"
"461","AT3G54340"
"462","AT3G54730"
"463","AT3G55930"
"464","AT3G57240"
"465","AT3G57310"
"466","AT3G57587"
"467","AT3G57600"
"468","AT3G58360"
"469","AT3G58910"
"470","AT3G59030"
"471","AT3G59790"
"472","AT3G59845"
"473","AT3G60020"
"474","AT3G60270"
"475","AT3G60415"
"476","AT3G60420"
"477","AT3G60760"
"478","AT3G60950"
"479","AT3G60961"
"480","AT3G61030"
"481","AT3G61035"
"482","AT3G61175"
"483","AT3G61182"
"484","AT3G61250"
"485","AT3G61700"
"486","AT3G62230"
"487","AT3G62380"
"488","AT3G62510"
"489","AT3G62640"
"490","AT3G63320"
"491","AT3G66656"
"492","AT4G00130"
"493","AT4G01260"
"494","AT4G01520"
"495","AT4G02465"
"496","AT4G03220"
"497","AT4G03290"
"498","AT4G03705"
"499","AT4G03715"
"500","AT4G03805"
"501","AT4G04260"
"502","AT4G04475"
"503","AT4G05015"
"504","AT4G05091"
"505","AT4G05110"
"506","AT4G05785"
"507","AT4G06080"
"508","AT4G06385"
"509","AT4G07090"
"510","AT4G07120"
"511","AT4G07408"
"512","AT4G07545"
"513","AT4G07895"
"514","AT4G07925"
"515","AT4G07975"
"516","AT4G08045"
"517","AT4G08315"
"518","AT4G08515"
"519","AT4G08870"
"520","AT4G08925"
"521","AT4G09525"
"522","AT4G09855"
"523","AT4G09870"
"524","AT4G10060"
"525","AT4G10150"
"526","AT4G10160"
"527","AT4G10600"
"528","AT4G10613"
"529","AT4G11745"
"530","AT4G12280"
"531","AT4G12310"
"532","AT4G12500"
"533","AT4G12870"
"534","AT4G13420"
"535","AT4G13570"
"536","AT4G13572"
"537","AT4G13575"
"538","AT4G14368"
"539","AT4G14670"
"540","AT4G15096"
"541","AT4G15200"
"542","AT4G15242"
"543","AT4G15245"
"544","AT4G15490"
"545","AT4G16215"
"546","AT4G16892"
"547","AT4G17470"
"548","AT4G17710"
"549","AT4G17780"
"550","AT4G18080"
"551","AT4G18190"
"552","AT4G18310"
"553","AT4G18330"
"554","AT4G18970"
"555","AT4G19050"
"556","AT4G19240"
"557","AT4G19750"
"558","AT4G19760"
"559","AT4G19770"
"560","AT4G21380"
"561","AT4G22060"
"562","AT4G22200"
"563","AT4G22390"
"564","AT4G22410"
"565","AT4G23130"
"566","AT4G23720"
"567","AT4G23990"
"568","AT4G24170"
"569","AT4G24510"
"570","AT4G24540"
"571","AT4G24600"
"572","AT4G24660"
"573","AT4G24890"
"574","AT4G24972"
"575","AT4G25040"
"576","AT4G25530"
"577","AT4G25990"
"578","AT4G26150"
"579","AT4G26170"
"580","AT4G26260"
"581","AT4G26330"
"582","AT4G26390"
"583","AT4G26466"
"584","AT4G26530"
"585","AT4G26830"
"586","AT4G27220"
"587","AT4G27550"
"588","AT4G28340"
"589","AT4G28560"
"590","AT4G28811"
"591","AT4G29760"
"592","AT4G29980"
"593","AT4G31710"
"594","AT4G31715"
"595","AT4G31740"
"596","AT4G33320"
"597","AT4G33720"
"598","AT4G33885"
"599","AT4G34210"
"600","AT4G34400"
"601","AT4G34470"
"602","AT4G34650"
"603","AT4G35010"
"604","AT4G35820"
"605","AT4G36570"
"606","AT4G36600"
"607","AT4G36795"
"608","AT4G36925"
"609","AT4G38560"
"610","AT4G38590"
"611","AT4G38850"
"612","AT4G39130"
"613","AT4G39510"
"614","AT4G39770"
"615","AT5G00750"
"616","AT5G00835"
"617","AT5G00845"
"618","AT5G00865"
"619","AT5G00975"
"620","AT5G02085"
"621","AT5G02155"
"622","AT5G02225"
"623","AT5G02295"
"624","AT5G02330"
"625","AT5G02340"
"626","AT5G02415"
"627","AT5G02900"
"628","AT5G03130"
"629","AT5G03475"
"630","AT5G03525"
"631","AT5G03695"
"632","AT5G03715"
"633","AT5G03790"
"634","AT5G03875"
"635","AT5G03955"
"636","AT5G04120"
"637","AT5G04245"
"638","AT5G04425"
"639","AT5G04445"
"640","AT5G04615"
"641","AT5G04815"
"642","AT5G05070"
"643","AT5G05125"
"644","AT5G05280"
"645","AT5G06010"
"646","AT5G06070"
"647","AT5G06500"
"648","AT5G06615"
"649","AT5G07055"
"650","AT5G07060"
"651","AT5G07180"
"652","AT5G08275"
"653","AT5G09020"
"654","AT5G09090"
"655","AT5G09215"
"656","AT5G09235"
"657","AT5G09610"
"658","AT5G09640"
"659","AT5G09711"
"660","AT5G09930"
"661","AT5G10660"
"662","AT5G11400"
"663","AT5G11820"
"664","AT5G12280"
"665","AT5G13320"
"666","AT5G13940"
"667","AT5G14160"
"668","AT5G14290"
"669","AT5G14565"
"670","AT5G15250"
"671","AT5G15360"
"672","AT5G15380"
"673","AT5G15420"
"674","AT5G15800"
"675","AT5G16350"
"676","AT5G16580"
"677","AT5G16980"
"678","AT5G17100"
"679","AT5G17320"
"680","AT5G17340"
"681","AT5G17500"
"682","AT5G17780"
"683","AT5G18320"
"684","AT5G18510"
"685","AT5G18720"
"686","AT5G18890"
"687","AT5G19580"
"688","AT5G19675"
"689","AT5G20100"
"690","AT5G20310"
"691","AT5G20690"
"692","AT5G22430"
"693","AT5G24080"
"694","AT5G24200"
"695","AT5G24206"
"696","AT5G24540"
"697","AT5G24950"
"698","AT5G25290"
"699","AT5G25610"
"700","AT5G26220"
"701","AT5G26673"
"702","AT5G27010"
"703","AT5G27070"
"704","AT5G28370"
"705","AT5G28520"
"706","AT5G28660"
"707","AT5G32460"
"708","AT5G36000"
"709","AT5G36970"
"710","AT5G37150"
"711","AT5G37165"
"712","AT5G37640"
"713","AT5G37950"
"714","AT5G38080"
"715","AT5G38260"
"716","AT5G38710"
"717","AT5G38800"
"718","AT5G39220"
"719","AT5G39330"
"720","AT5G39750"
"721","AT5G41310"
"722","AT5G41540"
"723","AT5G41890"
"724","AT5G41900"
"725","AT5G41905"
"726","AT5G41908"
"727","AT5G44140"
"728","AT5G44306"
"729","AT5G44316"
"730","AT5G44330"
"731","AT5G44495"
"732","AT5G44567"
"733","AT5G44850"
"734","AT5G45113"
"735","AT5G45450"
"736","AT5G45570"
"737","AT5G45680"
"738","AT5G45850"
"739","AT5G45960"
"740","AT5G46085"
"741","AT5G46500"
"742","AT5G46670"
"743","AT5G46950"
"744","AT5G47260"
"745","AT5G47610"
"746","AT5G48550"
"747","AT5G48750"
"748","AT5G50130"
"749","AT5G50190"
"750","AT5G50610"
"751","AT5G50700"
"752","AT5G51030"
"753","AT5G52300"
"754","AT5G52320"
"755","AT5G52480"
"756","AT5G52490"
"757","AT5G53100"
"758","AT5G53380"
"759","AT5G53870"
"760","AT5G54060"
"761","AT5G54610"
"762","AT5G54700"
"763","AT5G54990"
"764","AT5G55135"
"765","AT5G55800"
"766","AT5G57200"
"767","AT5G57260"
"768","AT5G57380"
"769","AT5G57550"
"770","AT5G57640"
"771","AT5G58080"
"772","AT5G60010"
"773","AT5G60130"
"774","AT5G60215"
"775","AT5G60290"
"776","AT5G60320"
"777","AT5G63450"
"778","AT5G63580"
"779","AT5G63750"
"780","AT5G64190"
"781","AT5G64490"
"782","AT5G64667"
"783","AT5G64910"
"784","AT5G65130"
"785","AT5G65158"
"786","AT5G65370"
"787","AT5G65730"
"788","AT5G66150"
"789","AT5G66890"
"790","ATCG00320"
"791","ATMG00150"
"792","ATMG00550"
"793","ATMG00600"
"794","ATMG00740"
"795","ATMG00750"
"796","ATMG00910"
"797","ATMG01030"
"798","ATMG01060"
"799","ATMG01110"
"800","ATMG01270"
"801","ATMG01300"
