"","phyD_GC_c1.which.mclass....2...1."
"1","AT1G01130"
"2","AT1G01310"
"3","AT1G01480"
"4","AT1G01560"
"5","AT1G01600"
"6","AT1G01660"
"7","AT1G01810"
"8","AT1G01880"
"9","AT1G01900"
"10","AT1G02030"
"11","AT1G02310"
"12","AT1G02350"
"13","AT1G02380"
"14","AT1G02400"
"15","AT1G02450"
"16","AT1G02530"
"17","AT1G02570"
"18","AT1G02575"
"19","AT1G02660"
"20","AT1G02670"
"21","AT1G02700"
"22","AT1G02705"
"23","AT1G02710"
"24","AT1G03070"
"25","AT1G03106"
"26","AT1G03200"
"27","AT1G03240"
"28","AT1G03495"
"29","AT1G03540"
"30","AT1G03545"
"31","AT1G03600"
"32","AT1G03700"
"33","AT1G03800"
"34","AT1G03820"
"35","AT1G03940"
"36","AT1G03990"
"37","AT1G03993"
"38","AT1G04007"
"39","AT1G04023"
"40","AT1G04067"
"41","AT1G04077"
"42","AT1G04090"
"43","AT1G04150"
"44","AT1G04163"
"45","AT1G04347"
"46","AT1G04350"
"47","AT1G04357"
"48","AT1G04433"
"49","AT1G04473"
"50","AT1G04487"
"51","AT1G04570"
"52","AT1G04583"
"53","AT1G04600"
"54","AT1G04620"
"55","AT1G04660"
"56","AT1G04700"
"57","AT1G04733"
"58","AT1G04767"
"59","AT1G04823"
"60","AT1G04840"
"61","AT1G04873"
"62","AT1G04877"
"63","AT1G04880"
"64","AT1G04973"
"65","AT1G05033"
"66","AT1G05065"
"67","AT1G05143"
"68","AT1G05153"
"69","AT1G05240"
"70","AT1G05267"
"71","AT1G05273"
"72","AT1G05277"
"73","AT1G05283"
"74","AT1G05287"
"75","AT1G05333"
"76","AT1G05450"
"77","AT1G05490"
"78","AT1G05540"
"79","AT1G05607"
"80","AT1G05610"
"81","AT1G05767"
"82","AT1G05773"
"83","AT1G05820"
"84","AT1G05843"
"85","AT1G05894"
"86","AT1G05943"
"87","AT1G05973"
"88","AT1G06003"
"89","AT1G06033"
"90","AT1G06045"
"91","AT1G06083"
"92","AT1G06113"
"93","AT1G06135"
"94","AT1G06173"
"95","AT1G06177"
"96","AT1G06213"
"97","AT1G06233"
"98","AT1G06250"
"99","AT1G06253"
"100","AT1G06265"
"101","AT1G06283"
"102","AT1G06320"
"103","AT1G06357"
"104","AT1G06483"
"105","AT1G06520"
"106","AT1G06553"
"107","AT1G06643"
"108","AT1G06647"
"109","AT1G06680"
"110","AT1G06983"
"111","AT1G06990"
"112","AT1G07120"
"113","AT1G07143"
"114","AT1G07160"
"115","AT1G07187"
"116","AT1G07390"
"117","AT1G07397"
"118","AT1G07400"
"119","AT1G07407"
"120","AT1G07513"
"121","AT1G07517"
"122","AT1G07547"
"123","AT1G07550"
"124","AT1G07567"
"125","AT1G07647"
"126","AT1G07667"
"127","AT1G07690"
"128","AT1G07753"
"129","AT1G07813"
"130","AT1G07880"
"131","AT1G08035"
"132","AT1G08070"
"133","AT1G08270"
"134","AT1G08290"
"135","AT1G08293"
"136","AT1G08310"
"137","AT1G08317"
"138","AT1G08393"
"139","AT1G08463"
"140","AT1G08507"
"141","AT1G08513"
"142","AT1G08630"
"143","AT1G08723"
"144","AT1G08730"
"145","AT1G08753"
"146","AT1G08980"
"147","AT1G09067"
"148","AT1G09127"
"149","AT1G09170"
"150","AT1G09310"
"151","AT1G09340"
"152","AT1G09383"
"153","AT1G09410"
"154","AT1G09420"
"155","AT1G09427"
"156","AT1G09463"
"157","AT1G09480"
"158","AT1G09487"
"159","AT1G09493"
"160","AT1G09497"
"161","AT1G09517"
"162","AT1G09530"
"163","AT1G09533"
"164","AT1G09543"
"165","AT1G09617"
"166","AT1G09650"
"167","AT1G09663"
"168","AT1G09673"
"169","AT1G09680"
"170","AT1G09697"
"171","AT1G09713"
"172","AT1G09833"
"173","AT1G09860"
"174","AT1G09867"
"175","AT1G09877"
"176","AT1G09880"
"177","AT1G09913"
"178","AT1G09930"
"179","AT1G09950"
"180","AT1G09963"
"181","AT1G10000"
"182","AT1G10095"
"183","AT1G10110"
"184","AT1G10220"
"185","AT1G10330"
"186","AT1G10360"
"187","AT1G10370"
"188","AT1G10417"
"189","AT1G10550"
"190","AT1G10657"
"191","AT1G10710"
"192","AT1G10790"
"193","AT1G11290"
"194","AT1G11300"
"195","AT1G11303"
"196","AT1G11350"
"197","AT1G11362"
"198","AT1G11460"
"199","AT1G11490"
"200","AT1G11500"
"201","AT1G11655"
"202","AT1G11730"
"203","AT1G11915"
"204","AT1G12070"
"205","AT1G12100"
"206","AT1G12130"
"207","AT1G12150"
"208","AT1G12250"
"209","AT1G12280"
"210","AT1G12480"
"211","AT1G12610"
"212","AT1G12700"
"213","AT1G12890"
"214","AT1G12950"
"215","AT1G13140"
"216","AT1G13143"
"217","AT1G13150"
"218","AT1G13250"
"219","AT1G13310"
"220","AT1G13370"
"221","AT1G13510"
"222","AT1G13520"
"223","AT1G13630"
"224","AT1G13680"
"225","AT1G14030"
"226","AT1G14190"
"227","AT1G14205"
"228","AT1G14270"
"229","AT1G14345"
"230","AT1G14430"
"231","AT1G14470"
"232","AT1G14490"
"233","AT1G14600"
"234","AT1G14680"
"235","AT1G14686"
"236","AT1G14700"
"237","AT1G15160"
"238","AT1G15165"
"239","AT1G15190"
"240","AT1G15460"
"241","AT1G15520"
"242","AT1G15530"
"243","AT1G15770"
"244","AT1G15980"
"245","AT1G16090"
"246","AT1G16120"
"247","AT1G16130"
"248","AT1G16225"
"249","AT1G16260"
"250","AT1G16360"
"251","AT1G16400"
"252","AT1G16420"
"253","AT1G16440"
"254","AT1G16480"
"255","AT1G16510"
"256","AT1G16515"
"257","AT1G16640"
"258","AT1G16850"
"259","AT1G17030"
"260","AT1G17100"
"261","AT1G17200"
"262","AT1G17235"
"263","AT1G17240"
"264","AT1G17250"
"265","AT1G17345"
"266","AT1G17380"
"267","AT1G17420"
"268","AT1G17830"
"269","AT1G17960"
"270","AT1G18075"
"271","AT1G18485"
"272","AT1G18750"
"273","AT1G18835"
"274","AT1G18940"
"275","AT1G19050"
"276","AT1G19070"
"277","AT1G19190"
"278","AT1G19200"
"279","AT1G19330"
"280","AT1G19380"
"281","AT1G19394"
"282","AT1G19610"
"283","AT1G19650"
"284","AT1G19715"
"285","AT1G19720"
"286","AT1G19900"
"287","AT1G19940"
"288","AT1G20130"
"289","AT1G20230"
"290","AT1G20515"
"291","AT1G20520"
"292","AT1G20870"
"293","AT1G21120"
"294","AT1G21130"
"295","AT1G21210"
"296","AT1G21250"
"297","AT1G21320"
"298","AT1G21460"
"299","AT1G21510"
"300","AT1G21695"
"301","AT1G21990"
"302","AT1G22110"
"303","AT1G22260"
"304","AT1G22340"
"305","AT1G22370"
"306","AT1G22430"
"307","AT1G22490"
"308","AT1G22650"
"309","AT1G22810"
"310","AT1G23110"
"311","AT1G23201"
"312","AT1G23450"
"313","AT1G23465"
"314","AT1G23740"
"315","AT1G23840"
"316","AT1G23965"
"317","AT1G23985"
"318","AT1G23995"
"319","AT1G24068"
"320","AT1G24210"
"321","AT1G24405"
"322","AT1G24420"
"323","AT1G24575"
"324","AT1G24735"
"325","AT1G24851"
"326","AT1G25141"
"327","AT1G25370"
"328","AT1G25400"
"329","AT1G25422"
"330","AT1G26200"
"331","AT1G26220"
"332","AT1G26290"
"333","AT1G26360"
"334","AT1G26420"
"335","AT1G26500"
"336","AT1G26540"
"337","AT1G26570"
"338","AT1G26590"
"339","AT1G26610"
"340","AT1G26790"
"341","AT1G26890"
"342","AT1G27610"
"343","AT1G27640"
"344","AT1G28135"
"345","AT1G28360"
"346","AT1G28370"
"347","AT1G28450"
"348","AT1G28600"
"349","AT1G28610"
"350","AT1G28660"
"351","AT1G28690"
"352","AT1G29071"
"353","AT1G29179"
"354","AT1G29180"
"355","AT1G29230"
"356","AT1G29395"
"357","AT1G29420"
"358","AT1G29560"
"359","AT1G29590"
"360","AT1G29600"
"361","AT1G29770"
"362","AT1G29830"
"363","AT1G29920"
"364","AT1G30020"
"365","AT1G30050"
"366","AT1G30500"
"367","AT1G30850"
"368","AT1G30860"
"369","AT1G31200"
"370","AT1G31240"
"371","AT1G31243"
"372","AT1G31258"
"373","AT1G31290"
"374","AT1G31310"
"375","AT1G31430"
"376","AT1G31800"
"377","AT1G31820"
"378","AT1G31840"
"379","AT1G31990"
"380","AT1G32270"
"381","AT1G32415"
"382","AT1G32510"
"383","AT1G32520"
"384","AT1G33090"
"385","AT1G33260"
"386","AT1G33320"
"387","AT1G33440"
"388","AT1G33500"
"389","AT1G33615"
"390","AT1G33840"
"391","AT1G34047"
"392","AT1G34050"
"393","AT1G34060"
"394","AT1G34315"
"395","AT1G34420"
"396","AT1G34460"
"397","AT1G34480"
"398","AT1G34510"
"399","AT1G35250"
"400","AT1G35330"
"401","AT1G35545"
"402","AT1G35625"
"403","AT1G36622"
"404","AT1G42550"
"405","AT1G42970"
"406","AT1G43000"
"407","AT1G43140"
"408","AT1G43800"
"409","AT1G44030"
"410","AT1G44318"
"411","AT1G44542"
"412","AT1G44740"
"413","AT1G45229"
"414","AT1G45474"
"415","AT1G46480"
"416","AT1G47280"
"417","AT1G47560"
"418","AT1G47578"
"419","AT1G47690"
"420","AT1G47990"
"421","AT1G48000"
"422","AT1G48100"
"423","AT1G48325"
"424","AT1G48500"
"425","AT1G48700"
"426","AT1G48740"
"427","AT1G49000"
"428","AT1G49010"
"429","AT1G49205"
"430","AT1G49210"
"431","AT1G49220"
"432","AT1G49380"
"433","AT1G49405"
"434","AT1G49490"
"435","AT1G49700"
"436","AT1G49940"
"437","AT1G50040"
"438","AT1G50270"
"439","AT1G50310"
"440","AT1G50720"
"441","AT1G50950"
"442","AT1G51010"
"443","AT1G51030"
"444","AT1G51100"
"445","AT1G51340"
"446","AT1G51520"
"447","AT1G51620"
"448","AT1G51770"
"449","AT1G51920"
"450","AT1G52110"
"451","AT1G52130"
"452","AT1G52230"
"453","AT1G52290"
"454","AT1G52415"
"455","AT1G52440"
"456","AT1G52450"
"457","AT1G52510"
"458","AT1G52620"
"459","AT1G52640"
"460","AT1G52660"
"461","AT1G52830"
"462","AT1G52880"
"463","AT1G52920"
"464","AT1G53060"
"465","AT1G53090"
"466","AT1G53100"
