"","phyD_GC_c1.which.mclass....5...1."
"316","AT1G14790"
"317","AT1G14840"
"318","AT1G14960"
"319","AT1G14970"
"320","AT1G15050"
"321","AT1G15080"
"322","AT1G15175"
"323","AT1G15180"
"324","AT1G15290"
"325","AT1G15310"
"326","AT1G15415"
"327","AT1G15490"
"328","AT1G15510"
"329","AT1G15610"
"330","AT1G15720"
"331","AT1G15730"
"332","AT1G15790"
"333","AT1G15820"
"334","AT1G15870"
"335","AT1G15885"
"336","AT1G15890"
"337","AT1G15900"
"338","AT1G16022"
"339","AT1G16030"
"340","AT1G16110"
"341","AT1G16150"
"342","AT1G16160"
"343","AT1G16310"
"344","AT1G16330"
"345","AT1G16370"
"346","AT1G16390"
"347","AT1G16445"
"348","AT1G16489"
"349","AT1G16490"
"350","AT1G16500"
"351","AT1G16590"
"352","AT1G16630"
"353","AT1G16635"
"354","AT1G16720"
"355","AT1G16780"
"356","AT1G16790"
"357","AT1G16820"
"358","AT1G16825"
"359","AT1G16830"
"360","AT1G16905"
"361","AT1G17020"
"362","AT1G17040"
"363","AT1G17065"
"364","AT1G17070"
"365","AT1G17140"
"366","AT1G17220"
"367","AT1G17230"
"368","AT1G17232"
"369","AT1G17255"
"370","AT1G17270"
"371","AT1G17400"
"372","AT1G17450"
"373","AT1G17460"
"374","AT1G17480"
"375","AT1G17630"
"376","AT1G17640"
"377","AT1G17650"
"378","AT1G17665"
"379","AT1G17744"
"380","AT1G17750"
"381","AT1G17820"
"382","AT1G17840"
"383","AT1G17870"
"384","AT1G17920"
"385","AT1G17940"
"386","AT1G17950"
"387","AT1G18000"
"388","AT1G18010"
"389","AT1G18030"
"390","AT1G18060"
"391","AT1G18090"
"392","AT1G18100"
"393","AT1G18170"
"394","AT1G18180"
"395","AT1G18200"
"396","AT1G18265"
"397","AT1G18280"
"398","AT1G18320"
"399","AT1G18360"
"400","AT1G18382"
"401","AT1G18420"
"402","AT1G18440"
"403","AT1G18550"
"404","AT1G18560"
"405","AT1G18570"
"406","AT1G18590"
"407","AT1G18610"
"408","AT1G18670"
"409","AT1G18773"
"410","AT1G19010"
"411","AT1G19025"
"412","AT1G19100"
"413","AT1G19115"
"414","AT1G19230"
"415","AT1G19250"
"416","AT1G19290"
"417","AT1G19340"
"418","AT1G19397"
"419","AT1G19490"
"420","AT1G19690"
"421","AT1G19780"
"422","AT1G19840"
"423","AT1G19980"
"424","AT1G20030"
"425","AT1G20060"
"426","AT1G20065"
"427","AT1G20340"
"428","AT1G20470"
"429","AT1G20480"
"430","AT1G20530"
"431","AT1G20550"
"432","AT1G20570"
"433","AT1G20650"
"434","AT1G20691"
"435","AT1G20700"
"436","AT1G20720"
"437","AT1G20780"
"438","AT1G20810"
"439","AT1G21010"
"440","AT1G21060"
"441","AT1G21110"
"442","AT1G21140"
"443","AT1G21150"
"444","AT1G21326"
"445","AT1G21340"
"446","AT1G21410"
"447","AT1G21530"
"448","AT1G21590"
"449","AT1G21650"
"450","AT1G21651"
"451","AT1G21670"
"452","AT1G21790"
"453","AT1G21910"
"454","AT1G22030"
"455","AT1G22220"
"456","AT1G22275"
"457","AT1G22310"
"458","AT1G22403"
"459","AT1G22460"
"460","AT1G22540"
"461","AT1G22550"
"462","AT1G22570"
"463","AT1G22660"
"464","AT1G22830"
"465","AT1G22890"
"466","AT1G22980"
"467","AT1G22985"
"468","AT1G22990"
"469","AT1G23010"
"470","AT1G23060"
"471","AT1G23140"
"472","AT1G23180"
"473","AT1G23350"
"474","AT1G23360"
"475","AT1G23530"
"476","AT1G23550"
"477","AT1G23790"
"478","AT1G23830"
"479","AT1G23880"
"480","AT1G23970"
"481","AT1G23980"
"482","AT1G24140"
"483","AT1G24150"
"484","AT1G24265"
"485","AT1G24290"
"486","AT1G24330"
"487","AT1G24480"
"488","AT1G24530"
"489","AT1G24600"
"490","AT1G24620"
"491","AT1G24800"
"492","AT1G25180"
"493","AT1G25250"
"494","AT1G25360"
"495","AT1G25390"
"496","AT1G25425"
"497","AT1G25460"
"498","AT1G26130"
"499","AT1G26150"
"500","AT1G26190"
"501","AT1G26208"
"502","AT1G26210"
"503","AT1G26218"
"504","AT1G26250"
"505","AT1G26255"
"506","AT1G26330"
"507","AT1G26530"
"508","AT1G26620"
"509","AT1G26730"
"510","AT1G26760"
"511","AT1G26810"
"512","AT1G26870"
"513","AT1G26970"
"514","AT1G27020"
"515","AT1G27060"
"516","AT1G27070"
"517","AT1G27110"
"518","AT1G27120"
"519","AT1G27170"
"520","AT1G27180"
"521","AT1G27200"
"522","AT1G27360"
"523","AT1G27370"
"524","AT1G27380"
"525","AT1G27410"
"526","AT1G27420"
"527","AT1G27500"
"528","AT1G27620"
"529","AT1G27720"
"530","AT1G27740"
"531","AT1G27880"
"532","AT1G27910"
"533","AT1G27950"
"534","AT1G28080"
"535","AT1G28210"
"536","AT1G28380"
"537","AT1G28390"
"538","AT1G28470"
"539","AT1G28480"
"540","AT1G28530"
"541","AT1G28550"
"542","AT1G28560"
"543","AT1G28670"
"544","AT1G28710"
"545","AT1G28760"
"546","AT1G28765"
"547","AT1G29000"
"548","AT1G29200"
"549","AT1G29240"
"550","AT1G29290"
"551","AT1G29380"
"552","AT1G29700"
"553","AT1G29710"
"554","AT1G29730"
"555","AT1G29740"
"556","AT1G29750"
"557","AT1G29840"
"558","AT1G29860"
"559","AT1G29910"
"560","AT1G30010"
"561","AT1G30040"
"562","AT1G30280"
"563","AT1G30282"
"564","AT1G30290"
"565","AT1G30370"
"566","AT1G30473"
"567","AT1G30475"
"568","AT1G30515"
"569","AT1G30520"
"570","AT1G30570"
"571","AT1G30610"
"572","AT1G30757"
"573","AT1G30810"
"574","AT1G30845"
"575","AT1G31040"
"576","AT1G31190"
"577","AT1G31280"
"578","AT1G31320"
"579","AT1G31335"
"580","AT1G31350"
"581","AT1G31460"
"582","AT1G31490"
"583","AT1G31650"
"584","AT1G31670"
"585","AT1G31720"
"586","AT1G31790"
"587","AT1G31835"
"588","AT1G31880"
"589","AT1G32200"
"590","AT1G32220"
"591","AT1G32340"
"592","AT1G32550"
"593","AT1G32610"
"594","AT1G32740"
"595","AT1G32900"
"596","AT1G32940"
"597","AT1G33030"
"598","AT1G33340"
"599","AT1G33350"
"600","AT1G33390"
"601","AT1G33475"
"602","AT1G33560"
"603","AT1G33612"
"604","AT1G34120"
"605","AT1G34160"
"606","AT1G34180"
"607","AT1G34317"
"608","AT1G34340"
"609","AT1G34355"
"610","AT1G34380"
"611","AT1G34570"
"612","AT1G34760"
"613","AT1G34844"
"614","AT1G35140"
"615","AT1G35210"
"616","AT1G35230"
"617","AT1G35255"
"618","AT1G35350"
"619","AT1G35530"
"620","AT1G35560"
"621","AT1G35610"
"622","AT1G35660"
"623","AT1G35710"
"624","AT1G36180"
"625","AT1G36640"
"626","AT1G36940"
"627","AT1G37150"
"628","AT1G38065"
"629","AT1G43040"
"630","AT1G43245"
"631","AT1G43620"
"632","AT1G43765"
"633","AT1G43770"
"634","AT1G43980"
"635","AT1G44020"
"636","AT1G44120"
"637","AT1G44350"
"638","AT1G44446"
"639","AT1G44830"
"640","AT1G45110"
"641","AT1G45150"
"642","AT1G45163"
"643","AT1G45165"
"644","AT1G45180"
"645","AT1G45230"
"646","AT1G45231"
"647","AT1G45248"
"648","AT1G47056"
"649","AT1G47271"
"650","AT1G47340"
"651","AT1G47510"
"652","AT1G47580"
"653","AT1G47600"
"654","AT1G47603"
"655","AT1G47620"
"656","AT1G47655"
"657","AT1G47760"
"658","AT1G47870"
"659","AT1G48040"
"660","AT1G48120"
"661","AT1G48260"
"662","AT1G48280"
"663","AT1G48355"
"664","AT1G48390"
"665","AT1G48540"
"666","AT1G48580"
"667","AT1G48640"
"668","AT1G48670"
"669","AT1G48698"
"670","AT1G48770"
"671","AT1G48780"
"672","AT1G48840"
"673","AT1G48880"
"674","AT1G48930"
"675","AT1G49005"
"676","AT1G49110"
"677","AT1G49180"
"678","AT1G49200"
"679","AT1G49520"
"680","AT1G49560"
"681","AT1G49620"
"682","AT1G49650"
"683","AT1G49730"
"684","AT1G49832"
"685","AT1G49870"
"686","AT1G49880"
"687","AT1G49910"
"688","AT1G49980"
"689","AT1G50000"
"690","AT1G50090"
"691","AT1G50250"
"692","AT1G50260"
"693","AT1G50360"
"694","AT1G50400"
"695","AT1G50450"
"696","AT1G50590"
"697","AT1G50659"
"698","AT1G50700"
"699","AT1G50790"
"700","AT1G50840"
"701","AT1G50890"
"702","AT1G50930"
"703","AT1G50970"
"704","AT1G51020"
"705","AT1G51035"
"706","AT1G51080"
"707","AT1G51220"
"708","AT1G51260"
"709","AT1G51270"
"710","AT1G51310"
"711","AT1G51355"
"712","AT1G51370"
"713","AT1G51402"
"714","AT1G51405"
"715","AT1G51470"
"716","AT1G51700"
"717","AT1G51790"
"718","AT1G51840"
"719","AT1G51890"
"720","AT1G52080"
"721","AT1G52120"
"722","AT1G52190"
"723","AT1G52240"
"724","AT1G52315"
"725","AT1G52343"
"726","AT1G52520"
"727","AT1G52530"
"728","AT1G52550"
"729","AT1G52590"
"730","AT1G52618"
"731","AT1G52870"
"732","AT1G53025"
"733","AT1G53110"
"734","AT1G53250"
"735","AT1G53270"
"736","AT1G53330"
"737","AT1G53340"
"738","AT1G53345"
"739","AT1G53350"
"740","AT1G53430"
"741","AT1G53542"
"742","AT1G53660"
"743","AT1G53700"
"744","AT1G53708"
"745","AT1G53790"
"746","AT1G53800"
"747","AT1G53860"
"748","AT1G53885"
"749","AT1G53887"
"750","AT1G53903"
"751","AT1G53950"
"752","AT1G53970"
"753","AT1G53980"
"754","AT1G53990"
"755","AT1G54050"
"756","AT1G54110"
"757","AT1G54200"
"758","AT1G54220"
"759","AT1G54330"
"760","AT1G54350"
"761","AT1G54400"
"762","AT1G54450"
"763","AT1G54530"
"764","AT1G54570"
"765","AT1G54575"
"766","AT1G54790"
"767","AT1G54840"
"768","AT1G54960"
"769","AT1G55020"
"770","AT1G55040"
"771","AT1G55110"
"772","AT1G55180"
"773","AT1G55250"
"774","AT1G55265"
"775","AT1G55280"
"776","AT1G55320"
"777","AT1G55365"
"778","AT1G55370"
"779","AT1G55390"
"780","AT1G55420"
"781","AT1G55450"
"782","AT1G55610"
"783","AT1G55630"
"784","AT1G55700"
"785","AT1G55915"
"786","AT1G55930"
"787","AT1G56310"
"788","AT1G56345"
"789","AT1G56350"
"790","AT1G56500"
"791","AT1G56560"
"792","AT1G56630"
"793","AT1G56670"
"794","AT1G56690"
"795","AT1G57700"
"796","AT1G57790"
"797","AT1G58007"
"798","AT1G58037"
"799","AT1G58160"
"800","AT1G58170"
"801","AT1G58223"
"802","AT1G58340"
"803","AT1G58520"
"804","AT1G58590"
"805","AT1G59510"
"806","AT1G59560"
"807","AT1G59660"
"808","AT1G59730"
"809","AT1G59840"
"810","AT1G59910"
"811","AT1G59940"
"812","AT1G59970"
"813","AT1G60000"
"814","AT1G60030"
"815","AT1G60095"
"816","AT1G60130"
"817","AT1G60160"
"818","AT1G60360"
"819","AT1G60390"
"820","AT1G60505"
"821","AT1G60525"
"822","AT1G60545"
"823","AT1G60550"
"824","AT1G60560"
"825","AT1G60690"
"826","AT1G60700"
"827","AT1G60790"
"828","AT1G60870"
"829","AT1G60890"
"830","AT1G60930"
"831","AT1G61000"
"832","AT1G61050"
"833","AT1G61065"
"834","AT1G61190"
"835","AT1G61215"
"836","AT1G61260"
"837","AT1G61280"
"838","AT1G61310"
"839","AT1G61370"
"840","AT1G61380"
"841","AT1G61390"
"842","AT1G61400"
"843","AT1G61420"
"844","AT1G61430"
"845","AT1G61450"
"846","AT1G61470"
"847","AT1G61490"
"848","AT1G61500"
"849","AT1G61520"
"850","AT1G61560"
"851","AT1G61760"
"852","AT1G61860"
"853","AT1G61960"
"854","AT1G61970"
"855","AT1G62010"
"856","AT1G62050"
"857","AT1G62120"
"858","AT1G62130"
"859","AT1G62150"
"860","AT1G62170"
"861","AT1G62250"
"862","AT1G62350"
"863","AT1G62370"
"864","AT1G62500"
"865","AT1G62515"
"866","AT1G62590"
"867","AT1G62620"
"868","AT1G62680"
"869","AT1G62700"
"870","AT1G62710"
"871","AT1G62750"
"872","AT1G62760"
"873","AT1G62830"
"874","AT1G62840"
"875","AT1G62910"
"876","AT1G62930"
"877","AT1G62950"
"878","AT1G62960"
"879","AT1G62975"
"880","AT1G62981"
"881","AT1G63020"
"882","AT1G63130"
"883","AT1G63150"
"884","AT1G63230"
"885","AT1G63240"
"886","AT1G63250"
"887","AT1G63295"
"888","AT1G63400"
"889","AT1G63450"
"890","AT1G63520"
"891","AT1G63670"
"892","AT1G63680"
"893","AT1G63730"
"894","AT1G63740"
"895","AT1G63750"
"896","AT1G63855"
"897","AT1G64370"
"898","AT1G64400"
"899","AT1G64455"
"900","AT1G64570"
"901","AT1G64572"
"902","AT1G64583"
"903","AT1G64610"
"904","AT1G64760"
"905","AT1G64810"
"906","AT1G64860"
"907","AT1G64890"
"908","AT1G64960"
"909","AT1G65070"
"910","AT1G65080"
"911","AT1G65180"
"912","AT1G65310"
"913","AT1G65481"
"914","AT1G65486"
"915","AT1G65560"
"916","AT1G65620"
"917","AT1G65710"
"918","AT1G65730"
"919","AT1G65850"
"920","AT1G65900"
"921","AT1G65910"
"922","AT1G65920"
"923","AT1G65950"
"924","AT1G66020"
"925","AT1G66050"
"926","AT1G66080"
"927","AT1G66160"
"928","AT1G66230"
"929","AT1G66345"
"930","AT1G66350"
"931","AT1G66440"
"932","AT1G66450"
"933","AT1G66480"
"934","AT1G66520"
"935","AT1G66600"
"936","AT1G66660"
"937","AT1G66725"
"938","AT1G66730"
"939","AT1G66810"
"940","AT1G66930"
"941","AT1G67035"
"942","AT1G67070"
"943","AT1G67110"
"944","AT1G67180"
"945","AT1G67210"
"946","AT1G67400"
"947","AT1G67410"
"948","AT1G67420"
"949","AT1G67440"
"950","AT1G67530"
"951","AT1G67660"
"952","AT1G67690"
"953","AT1G67710"
"954","AT1G67780"
"955","AT1G67790"
"956","AT1G67792"
"957","AT1G67830"
"958","AT1G67850"
"959","AT1G67910"
"960","AT1G67970"
"961","AT1G68050"
"962","AT1G68120"
"963","AT1G68330"
"964","AT1G68340"
"965","AT1G68360"
"966","AT1G68400"
"967","AT1G68460"
"968","AT1G68500"
"969","AT1G68585"
"970","AT1G68590"
"971","AT1G68620"
"972","AT1G68640"
"973","AT1G68690"
"974","AT1G68725"
"975","AT1G68730"
"976","AT1G68740"
"977","AT1G68795"
"978","AT1G68830"
"979","AT1G68862"
"980","AT1G68940"
"981","AT1G68980"
"982","AT1G69020"
"983","AT1G69200"
"984","AT1G69260"
"985","AT1G69280"
"986","AT1G69290"
"987","AT1G69350"
"988","AT1G69400"
"989","AT1G69440"
"990","AT1G69485"
"991","AT1G69523"
"992","AT1G69550"
"993","AT1G69588"
"994","AT1G69670"
"995","AT1G69690"
"996","AT1G69790"
"997","AT1G69800"
"998","AT1G69830"
"999","AT1G69880"
"1000","AT1G69920"
"1001","AT1G69935"
"1002","AT1G69970"
"1003","AT1G70070"
"1004","AT1G70100"
"1005","AT1G70140"
"1006","AT1G70170"
"1007","AT1G70250"
"1008","AT1G70335"
"1009","AT1G70360"
"1010","AT1G70460"
"1011","AT1G70470"
"1012","AT1G70500"
"1013","AT1G70505"
"1014","AT1G70510"
"1015","AT1G70518"
"1016","AT1G70610"
"1017","AT1G70630"
"1018","AT1G70650"
"1019","AT1G70700"
"1020","AT1G70740"
"1021","AT1G70890"
"1022","AT1G71015"
"1023","AT1G71030"
"1024","AT1G71050"
"1025","AT1G71060"
"1026","AT1G71360"
"1027","AT1G71380"
"1028","AT1G71420"
"1029","AT1G71460"
"1030","AT1G71500"
"1031","AT1G71720"
"1032","AT1G71760"
"1033","AT1G71810"
"1034","AT1G71870"
"1035","AT1G71930"
"1036","AT1G72120"
"1037","AT1G72125"
"1038","AT1G72180"
"1039","AT1G72220"
"1040","AT1G72275"
"1041","AT1G72280"
"1042","AT1G72450"
"1043","AT1G72500"
"1044","AT1G72520"
"1045","AT1G72530"
"1046","AT1G72600"
"1047","AT1G72640"
"1048","AT1G72670"
"1049","AT1G72870"
"1050","AT1G72890"
"1051","AT1G72920"
"1052","AT1G72940"
"1053","AT1G72970"
"1054","AT1G73010"
"1055","AT1G73020"
"1056","AT1G73090"
"1057","AT1G73130"
"1058","AT1G73210"
"1059","AT1G73310"
"1060","AT1G73320"
"1061","AT1G73370"
"1062","AT1G73400"
"1063","AT1G73450"
"1064","AT1G73480"
"1065","AT1G73600"
"1066","AT1G73630"
"1067","AT1G73690"
"1068","AT1G73710"
"1069","AT1G73750"
"1070","AT1G73770"
"1071","AT1G73860"
"1072","AT1G73885"
"1073","AT1G73910"
"1074","AT1G74055"
"1075","AT1G74080"
"1076","AT1G74088"
"1077","AT1G74120"
"1078","AT1G74150"
"1079","AT1G74170"
"1080","AT1G74180"
"1081","AT1G74200"
"1082","AT1G74300"
"1083","AT1G74310"
"1084","AT1G74330"
"1085","AT1G74385"
"1086","AT1G74390"
"1087","AT1G74400"
"1088","AT1G74470"
"1089","AT1G74490"
"1090","AT1G74540"
"1091","AT1G74550"
"1092","AT1G74590"
"1093","AT1G74600"
"1094","AT1G74640"
"1095","AT1G74700"
"1096","AT1G74710"
"1097","AT1G74750"
"1098","AT1G74860"
"1099","AT1G74900"
"1100","AT1G75000"
"1101","AT1G75010"
"1102","AT1G75030"
"1103","AT1G75060"
"1104","AT1G75110"
"1105","AT1G75250"
"1106","AT1G75290"
"1107","AT1G75300"
"1108","AT1G75640"
"1109","AT1G75700"
"1110","AT1G75717"
"1111","AT1G75720"
"1112","AT1G76110"
"1113","AT1G76130"
"1114","AT1G76170"
"1115","AT1G76210"
"1116","AT1G76220"
"1117","AT1G76360"
"1118","AT1G76390"
"1119","AT1G76470"
"1120","AT1G76580"
"1121","AT1G76730"
"1122","AT1G76740"
"1123","AT1G76780"
"1124","AT1G76800"
"1125","AT1G77120"
"1126","AT1G77122"
"1127","AT1G77170"
"1128","AT1G77200"
"1129","AT1G77240"
"1130","AT1G77280"
"1131","AT1G77310"
"1132","AT1G77320"
"1133","AT1G77360"
"1134","AT1G77390"
"1135","AT1G77400"
"1136","AT1G77410"
"1137","AT1G77460"
"1138","AT1G77490"
"1139","AT1G77500"
"1140","AT1G77530"
"1141","AT1G77570"
"1142","AT1G77600"
"1143","AT1G77620"
"1144","AT1G77700"
"1145","AT1G77765"
"1146","AT1G77880"
"1147","AT1G77990"
"1148","AT1G78010"
"1149","AT1G78180"
"1150","AT1G78360"
"1151","AT1G78430"
"1152","AT1G78460"
"1153","AT1G78510"
"1154","AT1G78540"
"1155","AT1G78730"
"1156","AT1G78865"
"1157","AT1G78915"
"1158","AT1G78922"
"1159","AT1G78930"
"1160","AT1G78955"
"1161","AT1G78960"
"1162","AT1G78990"
"1163","AT1G79080"
"1164","AT1G79110"
"1165","AT1G79120"
"1166","AT1G79130"
"1167","AT1G79160"
"1168","AT1G79190"
"1169","AT1G79220"
"1170","AT1G79310"
"1171","AT1G79330"
"1172","AT1G79420"
"1173","AT1G79480"
"1174","AT1G79490"
"1175","AT1G79510"
"1176","AT1G79600"
"1177","AT1G79640"
"1178","AT1G79700"
"1179","AT1G79840"
"1180","AT1G79900"
"1181","AT1G80030"
"1182","AT1G80060"
"1183","AT1G80100"
"1184","AT1G80110"
"1185","AT1G80200"
"1186","AT1G80320"
"1187","AT1G80450"
"1188","AT1G80630"
"1189","AT1G80730"
"1190","AT1G80880"
"1191","AT1G80900"
"1192","AT1G80970"
"1193","AT2G01200"
"1194","AT2G01275"
"1195","AT2G01290"
"1196","AT2G01300"
"1197","AT2G01330"
"1198","AT2G01340"
"1199","AT2G01510"
"1200","AT2G01520"
"1201","AT2G01580"
"1202","AT2G01590"
"1203","AT2G01620"
"1204","AT2G01740"
"1205","AT2G01860"
"1206","AT2G01905"
"1207","AT2G01913"
"1208","AT2G02080"
"1209","AT2G02120"
"1210","AT2G02148"
"1211","AT2G02150"
"1212","AT2G02250"
"1213","AT2G02310"
"1214","AT2G02350"
"1215","AT2G02400"
"1216","AT2G02410"
"1217","AT2G02620"
"1218","AT2G02635"
"1219","AT2G02690"
"1220","AT2G02750"
"1221","AT2G02950"
"1222","AT2G02955"
"1223","AT2G03060"
"1224","AT2G03260"
"1225","AT2G03270"
"1226","AT2G03280"
"1227","AT2G03340"
"1228","AT2G03450"
"1229","AT2G03590"
"1230","AT2G03600"
"1231","AT2G03720"
"1232","AT2G03821"
"1233","AT2G03855"
"1234","AT2G03925"
"1235","AT2G04040"
"1236","AT2G04205"
"1237","AT2G04215"
"1238","AT2G04230"
"1239","AT2G04235"
"1240","AT2G04450"
"1241","AT2G04500"
"1242","AT2G04530"
"1243","AT2G04560"
"1244","AT2G04620"
"1245","AT2G04680"
"1246","AT2G04805"
