Gene,TotalEvidenceCounts,EvidenceHit:WS_c1_which_mclass____4___1_,EvidenceGO:WS_c1_which_mclass____4___1_,EvidencePPI:WS_c1_which_mclass____4___1_
818536,3.0,1,1,1
819767,3.0,1,1,1
822505,3.0,1,1,1
820234,3.0,1,1,1
829209,3.0,1,1,1
834768,3.0,1,1,1
844066,3.0,1,1,1
835632,3.0,1,1,1
828042,3.0,1,1,1
843693,3.0,1,1,1
844273,3.0,1,1,1
831546,3.0,1,1,1
841576,3.0,1,1,1
824410,3.0,1,1,1
818973,3.0,1,1,1
836519,3.0,1,1,1
817052,3.0,1,1,1
828760,3.0,1,1,1
817252,3.0,1,1,1
825496,3.0,1,1,1
835532,3.0,1,1,1
829308,3.0,1,1,1
831275,3.0,1,1,1
830971,3.0,1,1,1
829922,3.0,1,1,1
825286,3.0,1,1,1
828045,3.0,1,1,1
839567,3.0,1,1,1
837068,3.0,1,1,1
818982,3.0,1,1,1
827472,3.0,1,1,1
836620,3.0,1,1,1
840218,3.0,1,1,1
814670,3.0,1,1,1
844423,3.0,1,1,1
835643,3.0,1,1,1
814974,3.0,1,1,1
826665,3.0,1,1,1
824590,3.0,1,1,1
839001,3.0,1,1,1
821911,3.0,1,1,1
832543,3.0,1,1,1
834312,3.0,1,1,1
835179,3.0,1,1,1
834730,3.0,1,1,1
816502,3.0,1,1,1
821008,3.0,1,1,1
830702,3.0,1,1,1
843915,3.0,1,1,1
838050,3.0,1,1,1
827622,3.0,1,1,1
824693,3.0,1,1,1
833963,3.0,1,1,1
824853,3.0,1,1,1
843432,3.0,1,1,1
843210,3.0,1,1,1
815840,3.0,1,1,1
825430,3.0,1,1,1
823706,3.0,1,1,1
840169,3.0,1,1,1
835813,3.0,1,1,1
821382,3.0,1,1,1
815065,3.0,1,1,1
821216,3.0,1,1,1
838193,3.0,1,1,1
839208,3.0,1,1,1
817241,3.0,1,1,1
824129,3.0,1,1,1
839517,3.0,1,1,1
818760,3.0,1,1,1
829037,3.0,1,1,1
826470,3.0,1,1,1
822566,3.0,1,1,1
814697,3.0,1,1,1
827463,3.0,1,1,1
829285,3.0,1,1,1
821826,3.0,1,1,1
831077,3.0,1,1,1
839401,3.0,1,1,1
841591,3.0,1,1,1
831169,3.0,1,1,1
839574,3.0,1,1,1
823916,3.0,1,1,1
828271,3.0,1,1,1
839305,3.0,1,1,1
834752,3.0,1,1,1
818086,3.0,1,1,1
836541,3.0,1,1,1
819831,3.0,1,1,1
827640,3.0,1,1,1
831547,3.0,1,1,1
818167,3.0,1,1,1
836318,3.0,1,1,1
820878,3.0,1,1,1
817556,3.0,1,1,1
829591,3.0,1,1,1
822047,3.0,1,1,1
818380,3.0,1,1,1
838281,2.0,1,1,0
836166,2.0,1,0,1
821575,2.0,1,0,1
830457,2.0,1,1,0
841459,2.0,1,0,1
829879,2.0,1,0,1
824641,2.0,1,0,1
818333,2.0,1,0,1
838793,2.0,1,1,0
843845,2.0,1,0,1
831071,2.0,1,0,1
822375,2.0,1,1,0
818425,2.0,1,0,1
821132,2.0,1,0,1
836550,2.0,1,1,0
819320,2.0,1,0,1
830313,2.0,1,0,1
830424,2.0,1,0,1
818312,2.0,1,0,1
835398,2.0,1,1,0
820773,2.0,1,1,0
