"","WS_FLT_c1.which.mclass....2...1."
"1","AT1G01060"
"2","AT1G01080"
"3","AT1G01220"
"4","AT1G01450"
"5","AT1G01610"
"6","AT1G01740"
"7","AT1G01760"
"8","AT1G01840"
"9","AT1G01860"
"10","AT1G01970"
"11","AT1G02010"
"12","AT1G02020"
"13","AT1G02050"
"14","AT1G02060"
"15","AT1G02290"
"16","AT1G02390"
"17","AT1G02420"
"18","AT1G02910"
"19","AT1G02970"
"20","AT1G03010"
"21","AT1G03100"
"22","AT1G03160"
"23","AT1G03270"
"24","AT1G03300"
"25","AT1G03310"
"26","AT1G03400"
"27","AT1G03440"
"28","AT1G03470"
"29","AT1G03520"
"30","AT1G03560"
"31","AT1G03750"
"32","AT1G03830"
"33","AT1G03920"
"34","AT1G03993"
"35","AT1G04010"
"36","AT1G04050"
"37","AT1G04160"
"38","AT1G04310"
"39","AT1G04353"
"40","AT1G04360"
"41","AT1G04477"
"42","AT1G04513"
"43","AT1G04570"
"44","AT1G04620"
"45","AT1G04730"
"46","AT1G04773"
"47","AT1G04930"
"48","AT1G04990"
"49","AT1G05187"
"50","AT1G05277"
"51","AT1G05280"
"52","AT1G05440"
"53","AT1G05460"
"54","AT1G05467"
"55","AT1G05557"
"56","AT1G05630"
"57","AT1G05640"
"58","AT1G05670"
"59","AT1G05700"
"60","AT1G05820"
"61","AT1G05873"
"62","AT1G05950"
"63","AT1G06050"
"64","AT1G06143"
"65","AT1G06270"
"66","AT1G06287"
"67","AT1G06310"
"68","AT1G06420"
"69","AT1G06430"
"70","AT1G06440"
"71","AT1G06710"
"72","AT1G06740"
"73","AT1G06787"
"74","AT1G06910"
"75","AT1G07119"
"76","AT1G07270"
"77","AT1G07290"
"78","AT1G07400"
"79","AT1G07485"
"80","AT1G07603"
"81","AT1G07650"
"82","AT1G07710"
"83","AT1G07730"
"84","AT1G07733"
"85","AT1G07740"
"86","AT1G07910"
"87","AT1G08003"
"88","AT1G08050"
"89","AT1G08283"
"90","AT1G08387"
"91","AT1G08470"
"92","AT1G08520"
"93","AT1G08540"
"94","AT1G08727"
"95","AT1G08753"
"96","AT1G09000"
"97","AT1G09023"
"98","AT1G09040"
"99","AT1G09050"
"100","AT1G09053"
"101","AT1G09190"
"102","AT1G09220"
"103","AT1G09320"
"104","AT1G09327"
"105","AT1G09340"
"106","AT1G09390"
"107","AT1G09710"
"108","AT1G09812"
"109","AT1G09820"
"110","AT1G09863"
"111","AT1G09900"
"112","AT1G09910"
"113","AT1G09930"
"114","AT1G09960"
"115","AT1G09987"
"116","AT1G10040"
"117","AT1G10050"
"118","AT1G10280"
"119","AT1G10300"
"120","AT1G10320"
"121","AT1G10340"
"122","AT1G10460"
"123","AT1G10520"
"124","AT1G10560"
"125","AT1G10610"
"126","AT1G11050"
"127","AT1G11080"
"128","AT1G11100"
"129","AT1G11160"
"130","AT1G11320"
"131","AT1G11540"
"132","AT1G11880"
"133","AT1G11900"
"134","AT1G11915"
"135","AT1G11940"
"136","AT1G11950"
"137","AT1G11960"
"138","AT1G12030"
"139","AT1G12060"
"140","AT1G12210"
"141","AT1G12380"
"142","AT1G12420"
"143","AT1G12430"
"144","AT1G12460"
"145","AT1G12550"
"146","AT1G12600"
"147","AT1G12730"
"148","AT1G12800"
"149","AT1G13050"
"150","AT1G13330"
"151","AT1G13410"
"152","AT1G13420"
"153","AT1G13609"
"154","AT1G13740"
"155","AT1G13800"
"156","AT1G13920"
"157","AT1G13940"
"158","AT1G13970"
"159","AT1G14150"
"160","AT1G14185"
"161","AT1G14190"
"162","AT1G14530"
"163","AT1G14590"
"164","AT1G14750"
"165","AT1G14780"
"166","AT1G15175"
"167","AT1G15290"
"168","AT1G15310"
"169","AT1G15415"
"170","AT1G15720"
"171","AT1G16030"
"172","AT1G16150"
"173","AT1G16310"
"174","AT1G16480"
"175","AT1G16489"
"176","AT1G16490"
"177","AT1G16500"
"178","AT1G16540"
"179","AT1G16635"
"180","AT1G16830"
"181","AT1G16930"
"182","AT1G17040"
"183","AT1G17220"
"184","AT1G17250"
"185","AT1G17255"
"186","AT1G17460"
"187","AT1G17640"
"188","AT1G17744"
"189","AT1G17750"
"190","AT1G17840"
"191","AT1G17940"
"192","AT1G18060"
"193","AT1G18090"
"194","AT1G18170"
"195","AT1G18180"
"196","AT1G18415"
"197","AT1G18420"
"198","AT1G18560"
"199","AT1G18570"
"200","AT1G18590"
"201","AT1G18670"
"202","AT1G19080"
"203","AT1G19100"
"204","AT1G19230"
"205","AT1G19290"
"206","AT1G19330"
"207","AT1G19340"
"208","AT1G19480"
"209","AT1G19490"
"210","AT1G19780"
"211","AT1G20060"
"212","AT1G20470"
"213","AT1G20530"
"214","AT1G20720"
"215","AT1G20780"
"216","AT1G21150"
"217","AT1G21390"
"218","AT1G21410"
"219","AT1G21520"
"220","AT1G21651"
"221","AT1G22030"
"222","AT1G22220"
"223","AT1G22275"
"224","AT1G22540"
"225","AT1G22570"
"226","AT1G22830"
"227","AT1G22985"
"228","AT1G23180"
"229","AT1G23460"
"230","AT1G23790"
"231","AT1G23880"
"232","AT1G24090"
"233","AT1G24150"
"234","AT1G24210"
"235","AT1G24290"
"236","AT1G24793"
"237","AT1G25145"
"238","AT1G25250"
"239","AT1G25375"
"240","AT1G26130"
"241","AT1G26190"
"242","AT1G26330"
"243","AT1G26620"
"244","AT1G26700"
"245","AT1G26730"
"246","AT1G26810"
"247","AT1G26900"
"248","AT1G27020"
"249","AT1G27060"
"250","AT1G27070"
"251","AT1G27120"
"252","AT1G27170"
"253","AT1G27410"
"254","AT1G27570"
"255","AT1G27880"
"256","AT1G27910"
"257","AT1G28080"
"258","AT1G28530"
"259","AT1G28560"
"260","AT1G28670"
"261","AT1G28710"
"262","AT1G29200"
"263","AT1G29380"
"264","AT1G29730"
"265","AT1G29740"
"266","AT1G29750"
"267","AT1G29800"
"268","AT1G30010"
"269","AT1G30280"
"270","AT1G30290"
"271","AT1G30473"
"272","AT1G30520"
"273","AT1G30570"
"274","AT1G30610"
"275","AT1G30810"
"276","AT1G31190"
"277","AT1G31280"
"278","AT1G32220"
"279","AT1G32340"
"280","AT1G32530"
"281","AT1G32550"
"282","AT1G32610"
"283","AT1G32870"
"284","AT1G32940"
"285","AT1G33260"
"286","AT1G33350"
"287","AT1G33500"
"288","AT1G33560"
"289","AT1G33610"
"290","AT1G34120"
"291","AT1G34260"
"292","AT1G34340"
"293","AT1G34380"
"294","AT1G34570"
"295","AT1G34640"
"296","AT1G35530"
"297","AT1G35610"
"298","AT1G35660"
"299","AT1G35910"
"300","AT1G38065"
"301","AT1G43245"
"302","AT1G43620"
"303","AT1G43980"
"304","AT1G44050"
"305","AT1G45110"
"306","AT1G45150"
"307","AT1G45180"
"308","AT1G45230"
"309","AT1G45231"
"310","AT1G47056"
"311","AT1G47271"
"312","AT1G47340"
"313","AT1G47578"
"314","AT1G47580"
"315","AT1G48120"
"316","AT1G48390"
"317","AT1G48580"
"318","AT1G48640"
"319","AT1G48740"
"320","AT1G48840"
"321","AT1G48880"
"322","AT1G49005"
"323","AT1G49110"
"324","AT1G49160"
"325","AT1G49180"
"326","AT1G49200"
"327","AT1G49380"
"328","AT1G49520"
"329","AT1G49560"
"330","AT1G49620"
"331","AT1G49630"
"332","AT1G49910"
"333","AT1G50000"
"334","AT1G50260"
"335","AT1G50659"
"336","AT1G50700"
"337","AT1G50790"
"338","AT1G50840"
"339","AT1G50930"
"340","AT1G51080"
"341","AT1G51140"
"342","AT1G51310"
"343","AT1G51965"
"344","AT1G52080"
"345","AT1G52520"
"346","AT1G52700"
"347","AT1G53025"
"348","AT1G53250"
"349","AT1G53340"
"350","AT1G53350"
"351","AT1G53430"
"352","AT1G54350"
"353","AT1G54450"
"354","AT1G54530"
"355","AT1G54570"
"356","AT1G54840"
"357","AT1G54960"
"358","AT1G54970"
"359","AT1G55040"
"360","AT1G55110"
"361","AT1G55180"
"362","AT1G55280"
"363","AT1G55320"
"364","AT1G55390"
"365","AT1G55420"
"366","AT1G56310"
"367","AT1G56560"
"368","AT1G56630"
"369","AT1G57700"
"370","AT1G58170"
"371","AT1G58520"
"372","AT1G58936"
"373","AT1G59312"
"374","AT1G59510"
"375","AT1G59560"
"376","AT1G59590"
"377","AT1G59660"
"378","AT1G59740"
"379","AT1G59840"
"380","AT1G59910"
"381","AT1G59940"
"382","AT1G59970"
"383","AT1G60095"
"384","AT1G60130"
"385","AT1G60560"
"386","AT1G60670"
"387","AT1G60690"
"388","AT1G60790"
"389","AT1G60890"
"390","AT1G61000"
"391","AT1G61030"
"392","AT1G61170"
"393","AT1G61210"
"394","AT1G61215"
"395","AT1G61340"
"396","AT1G61380"
"397","AT1G61390"
"398","AT1G61400"
"399","AT1G61420"
"400","AT1G61440"
"401","AT1G61450"
"402","AT1G61490"
"403","AT1G61960"
"404","AT1G61970"
"405","AT1G62050"
"406","AT1G62085"
"407","AT1G62130"
"408","AT1G62150"
"409","AT1G62370"
"410","AT1G62610"
"411","AT1G62680"
"412","AT1G62750"
"413","AT1G62930"
"414","AT1G62950"
"415","AT1G62981"
"416","AT1G63150"
"417","AT1G63250"
"418","AT1G63520"
"419","AT1G63680"
"420","AT1G63855"
"421","AT1G64080"
"422","AT1G64180"
"423","AT1G64400"
"424","AT1G64455"
"425","AT1G64570"
"426","AT1G64583"
"427","AT1G64690"
"428","AT1G64700"
"429","AT1G64890"
"430","AT1G64960"
"431","AT1G65040"
"432","AT1G65070"
"433","AT1G65080"
"434","AT1G65180"
"435","AT1G65200"
"436","AT1G65380"
"437","AT1G65570"
"438","AT1G65900"
"439","AT1G65950"
"440","AT1G66050"
"441","AT1G66330"
"442","AT1G66345"
"443","AT1G66450"
"444","AT1G66520"
"445","AT1G66660"
"446","AT1G67035"
"447","AT1G67050"
"448","AT1G67180"
"449","AT1G67210"
"450","AT1G67310"
"451","AT1G67410"
"452","AT1G67560"
"453","AT1G67720"
"454","AT1G67790"
"455","AT1G67792"
"456","AT1G67840"
"457","AT1G67900"
"458","AT1G67970"
"459","AT1G68120"
"460","AT1G68238"
"461","AT1G68350"
"462","AT1G68400"
"463","AT1G68640"
"464","AT1G68690"
"465","AT1G68740"
"466","AT1G68930"
"467","AT1G68945"
"468","AT1G68980"
"469","AT1G69020"
"470","AT1G69200"
"471","AT1G69325"
"472","AT1G69400"
"473","AT1G69523"
"474","AT1G69670"
"475","AT1G69790"
"476","AT1G69830"
"477","AT1G69900"
"478","AT1G69935"
"479","AT1G70070"
"480","AT1G70100"
"481","AT1G70140"
"482","AT1G70360"
"483","AT1G70470"
"484","AT1G70505"
"485","AT1G70610"
"486","AT1G70630"
"487","AT1G70985"
"488","AT1G71060"
"489","AT1G71240"
"490","AT1G71330"
"491","AT1G71360"
"492","AT1G71380"
"493","AT1G71460"
"494","AT1G71500"
"495","AT1G71720"
"496","AT1G71760"
"497","AT1G72240"
"498","AT1G72275"
"499","AT1G72280"
"500","AT1G72500"
"501","AT1G72600"
"502","AT1G73010"
"503","AT1G73020"
"504","AT1G73160"
"505","AT1G73210"
"506","AT1G73280"
"507","AT1G73310"
"508","AT1G73330"
"509","AT1G73370"
"510","AT1G73400"
"511","AT1G73570"
"512","AT1G73580"
"513","AT1G73690"
"514","AT1G73710"
"515","AT1G73740"
"516","AT1G73910"
"517","AT1G74120"
"518","AT1G74150"
"519","AT1G74170"
"520","AT1G74310"
"521","AT1G74330"
"522","AT1G74390"
"523","AT1G74550"
"524","AT1G74600"
"525","AT1G74710"
"526","AT1G74750"
"527","AT1G74860"
"528","AT1G75010"
"529","AT1G75060"
"530","AT1G75110"
"531","AT1G75120"
"532","AT1G75300"
"533","AT1G75720"
"534","AT1G75820"
"535","AT1G76130"
"536","AT1G76390"
"537","AT1G76720"
"538","AT1G76740"
"539","AT1G77122"
"540","AT1G77170"
"541","AT1G77200"
"542","AT1G77240"
"543","AT1G77280"
"544","AT1G77310"
"545","AT1G77390"
"546","AT1G77400"
"547","AT1G77460"
"548","AT1G77490"
"549","AT1G77600"
"550","AT1G77765"
"551","AT1G77990"
"552","AT1G78010"
"553","AT1G78370"
"554","AT1G78510"
"555","AT1G78540"
"556","AT1G78580"
"557","AT1G78730"
"558","AT1G78915"
"559","AT1G78922"
"560","AT1G78930"
"561","AT1G78955"
"562","AT1G79110"
"563","AT1G79120"
"564","AT1G79220"
"565","AT1G79310"
"566","AT1G79320"
"567","AT1G79480"
"568","AT1G79490"
"569","AT1G79510"
"570","AT1G79640"
"571","AT1G79670"
"572","AT1G79840"
"573","AT1G80030"
"574","AT1G80110"
"575","AT1G80120"
"576","AT1G80150"
"577","AT1G80710"
"578","AT1G80730"
"579","AT1G80880"
"580","AT1G80960"
"581","AT2G01200"
"582","AT2G01330"
"583","AT2G01510"
"584","AT2G01860"
"585","AT2G01880"
"586","AT2G01913"
"587","AT2G01980"
"588","AT2G02150"
"589","AT2G02350"
"590","AT2G02580"
"591","AT2G02620"
"592","AT2G02700"
"593","AT2G02750"
"594","AT2G02955"
"595","AT2G03260"
"596","AT2G03270"
"597","AT2G03450"
"598","AT2G03720"
"599","AT2G03925"
"600","AT2G04090"
"601","AT2G04235"
"602","AT2G04350"
"603","AT2G04450"
"604","AT2G04500"
"605","AT2G04560"
"606","AT2G04620"
"607","AT2G04842"
"608","AT2G05215"
"609","AT2G05400"
"610","AT2G05760"
"611","AT2G06040"
"612","AT2G06200"
"613","AT2G06465"
"614","AT2G07325"
"615","AT2G07585"
"616","AT2G07655"
"617","AT2G07674"
"618","AT2G07675"
"619","AT2G07706"
"620","AT2G07749"
"621","AT2G07773"
"622","AT2G07777"
"623","AT2G07785"
"624","AT2G07787"
"625","AT2G07850"
"626","AT2G08345"
"627","AT2G08750"
"628","AT2G08780"
"629","AT2G09640"
"630","AT2G09660"
"631","AT2G09945"
"632","AT2G09975"
"633","AT2G12462"
"634","AT2G13440"
