"","WS_FLT_c1.which.mclass....7...1."
"1","AT1G01040"
"2","AT1G01225"
"3","AT1G01240"
"4","AT1G01370"
"5","AT1G01640"
"6","AT1G01725"
"7","AT1G01770"
"8","AT1G01780"
"9","AT1G01830"
"10","AT1G02270"
"11","AT1G02610"
"12","AT1G02750"
"13","AT1G02880"
"14","AT1G02920"
"15","AT1G02930"
"16","AT1G03090"
"17","AT1G03180"
"18","AT1G03380"
"19","AT1G03410"
"20","AT1G03680"
"21","AT1G03740"
"22","AT1G04183"
"23","AT1G04400"
"24","AT1G04635"
"25","AT1G04770"
"26","AT1G04790"
"27","AT1G04970"
"28","AT1G05000"
"29","AT1G05147"
"30","AT1G05213"
"31","AT1G05320"
"32","AT1G05340"
"33","AT1G05523"
"34","AT1G05560"
"35","AT1G05562"
"36","AT1G05650"
"37","AT1G05730"
"38","AT1G05780"
"39","AT1G05970"
"40","AT1G06000"
"41","AT1G06002"
"42","AT1G06090"
"43","AT1G06180"
"44","AT1G06225"
"45","AT1G06380"
"46","AT1G06450"
"47","AT1G06475"
"48","AT1G06510"
"49","AT1G06570"
"50","AT1G06640"
"51","AT1G06770"
"52","AT1G07040"
"53","AT1G07128"
"54","AT1G07175"
"55","AT1G07230"
"56","AT1G07250"
"57","AT1G07300"
"58","AT1G07373"
"59","AT1G07410"
"60","AT1G07950"
"61","AT1G07985"
"62","AT1G08040"
"63","AT1G08230"
"64","AT1G08340"
"65","AT1G08390"
"66","AT1G08460"
"67","AT1G08710"
"68","AT1G08750"
"69","AT1G08890"
"70","AT1G08920"
"71","AT1G08940"
"72","AT1G09010"
"73","AT1G09090"
"74","AT1G09363"
"75","AT1G09490"
"76","AT1G09750"
"77","AT1G09815"
"78","AT1G09995"
"79","AT1G10150"
"80","AT1G10155"
"81","AT1G10210"
"82","AT1G10660"
"83","AT1G10830"
"84","AT1G11175"
"85","AT1G11190"
"86","AT1G11380"
"87","AT1G11755"
"88","AT1G11760"
"89","AT1G12110"
"90","AT1G12530"
"91","AT1G12560"
"92","AT1G12750"
"93","AT1G12990"
"94","AT1G13000"
"95","AT1G13190"
"96","AT1G13350"
"97","AT1G13530"
"98","AT1G13635"
"99","AT1G13670"
"100","AT1G13700"
"101","AT1G13750"
"102","AT1G13880"
"103","AT1G13960"
"104","AT1G14080"
"105","AT1G14140"
"106","AT1G14160"
"107","AT1G14170"
"108","AT1G14180"
"109","AT1G14200"
"110","AT1G14310"
"111","AT1G14330"
"112","AT1G14340"
"113","AT1G14560"
"114","AT1G15030"
"115","AT1G15220"
"116","AT1G15330"
"117","AT1G15385"
"118","AT1G15405"
"119","AT1G15430"
"120","AT1G15800"
"121","AT1G15870"
"122","AT1G16320"
"123","AT1G16430"
"124","AT1G17060"
"125","AT1G17410"
