"","WS_FLT_c1.which.mclass....1...1."
"1","AT1G01020"
"2","AT1G01070"
"3","AT1G01110"
"4","AT1G01210"
"5","AT1G01290"
"6","AT1G01350"
"7","AT1G01360"
"8","AT1G01430"
"9","AT1G01490"
"10","AT1G01650"
"11","AT1G01750"
"12","AT1G01820"
"13","AT1G01920"
"14","AT1G01940"
"15","AT1G01960"
"16","AT1G01990"
"17","AT1G02080"
"18","AT1G02110"
"19","AT1G02120"
"20","AT1G02145"
"21","AT1G02150"
"22","AT1G02170"
"23","AT1G02280"
"24","AT1G02305"
"25","AT1G02330"
"26","AT1G02410"
"27","AT1G02520"
"28","AT1G02560"
"29","AT1G02680"
"30","AT1G02690"
"31","AT1G02890"
"32","AT1G02960"
"33","AT1G03030"
"34","AT1G03040"
"35","AT1G03060"
"36","AT1G03080"
"37","AT1G03110"
"38","AT1G03250"
"39","AT1G03280"
"40","AT1G03290"
"41","AT1G03350"
"42","AT1G03360"
"43","AT1G03430"
"44","AT1G03475"
"45","AT1G03530"
"46","AT1G03590"
"47","AT1G03610"
"48","AT1G03687"
"49","AT1G03730"
"50","AT1G03780"
"51","AT1G03840"
"52","AT1G03910"
"53","AT1G04030"
"54","AT1G04070"
"55","AT1G04120"
"56","AT1G04210"
"57","AT1G04260"
"58","AT1G04280"
"59","AT1G04290"
"60","AT1G04300"
"61","AT1G04440"
"62","AT1G04520"
"63","AT1G04530"
"64","AT1G04537"
"65","AT1G04590"
"66","AT1G04780"
"67","AT1G04810"
"68","AT1G04860"
"69","AT1G04900"
"70","AT1G04910"
"71","AT1G04950"
"72","AT1G04960"
"73","AT1G04985"
"74","AT1G05055"
"75","AT1G05070"
"76","AT1G05150"
"77","AT1G05170"
"78","AT1G05180"
"79","AT1G05190"
"80","AT1G05210"
"81","AT1G05220"
"82","AT1G05270"
"83","AT1G05350"
"84","AT1G05360"
"85","AT1G05380"
"86","AT1G05410"
"87","AT1G05430"
"88","AT1G05500"
"89","AT1G05520"
"90","AT1G05570"
"91","AT1G05710"
"92","AT1G05785"
"93","AT1G05805"
"94","AT1G05810"
"95","AT1G05830"
"96","AT1G05840"
"97","AT1G05860"
"98","AT1G05870"
"99","AT1G05890"
"100","AT1G05910"
"101","AT1G05940"
"102","AT1G05960"
"103","AT1G06010"
"104","AT1G06060"
"105","AT1G06070"
"106","AT1G06130"
"107","AT1G06190"
"108","AT1G06210"
"109","AT1G06230"
"110","AT1G06290"
"111","AT1G06410"
"112","AT1G06470"
"113","AT1G06530"
"114","AT1G06540"
"115","AT1G06550"
"116","AT1G06620"
"117","AT1G06720"
"118","AT1G06790"
"119","AT1G06850"
"120","AT1G06870"
"121","AT1G06900"
"122","AT1G06930"
"123","AT1G06950"
"124","AT1G06960"
"125","AT1G07030"
"126","AT1G07260"
"127","AT1G07310"
"128","AT1G07350"
"129","AT1G07367"
"130","AT1G07470"
"131","AT1G07480"
"132","AT1G07510"
"133","AT1G07530"
"134","AT1G07640"
"135","AT1G07670"
"136","AT1G07780"
"137","AT1G07810"
"138","AT1G07840"
"139","AT1G07970"
"140","AT1G07983"
"141","AT1G07990"
"142","AT1G08010"
"143","AT1G08037"
"144","AT1G08125"
"145","AT1G08130"
"146","AT1G08190"
"147","AT1G08210"
"148","AT1G08220"
"149","AT1G08260"
"150","AT1G08350"
"151","AT1G08370"
"152","AT1G08410"
"153","AT1G08450"
"154","AT1G08490"
"155","AT1G08510"
"156","AT1G08560"
"157","AT1G08570"
"158","AT1G08600"
"159","AT1G08620"
"160","AT1G08640"
"161","AT1G08650"
"162","AT1G08657"
"163","AT1G08660"
"164","AT1G08680"
"165","AT1G08700"
"166","AT1G08770"
"167","AT1G08820"
"168","AT1G08845"
"169","AT1G08930"
"170","AT1G08970"
"171","AT1G09020"
"172","AT1G09070"
"173","AT1G09130"
"174","AT1G09160"
"175","AT1G09230"
"176","AT1G09250"
"177","AT1G09280"
"178","AT1G09290"
"179","AT1G09420"
"180","AT1G09520"
"181","AT1G09570"
"182","AT1G09580"
"183","AT1G09645"
"184","AT1G09730"
"185","AT1G09870"
"186","AT1G09920"
"187","AT1G09927"
"188","AT1G09970"
"189","AT1G09980"
"190","AT1G10130"
"191","AT1G10140"
"192","AT1G10180"
"193","AT1G10310"
"194","AT1G10380"
"195","AT1G10390"
"196","AT1G10410"
"197","AT1G10430"
"198","AT1G10470"
"199","AT1G10490"
"200","AT1G10500"
"201","AT1G10530"
"202","AT1G10580"
"203","AT1G10600"
"204","AT1G10690"
"205","AT1G10700"
"206","AT1G10720"
"207","AT1G10740"
"208","AT1G10760"
"209","AT1G10820"
"210","AT1G10850"
"211","AT1G10865"
"212","AT1G10890"
"213","AT1G10900"
"214","AT1G10940"
"215","AT1G10990"
"216","AT1G11000"
"217","AT1G11020"
"218","AT1G11200"
"219","AT1G11260"
"220","AT1G11310"
"221","AT1G11400"
"222","AT1G11430"
"223","AT1G11592"
"224","AT1G11740"
"225","AT1G11780"
"226","AT1G11790"
"227","AT1G11820"
"228","AT1G11905"
"229","AT1G11930"
"230","AT1G12010"
"231","AT1G12020"
"232","AT1G12040"
"233","AT1G12050"
"234","AT1G12120"
"235","AT1G12160"
"236","AT1G12200"
"237","AT1G12340"
"238","AT1G12360"
"239","AT1G12410"
"240","AT1G12500"
"241","AT1G12580"
"242","AT1G12640"
"243","AT1G12650"
"244","AT1G12760"
"245","AT1G12780"
"246","AT1G12820"
"247","AT1G12830"
"248","AT1G12845"
"249","AT1G12850"
"250","AT1G13120"
"251","AT1G13160"
"252","AT1G13170"
"253","AT1G13195"
"254","AT1G13220"
"255","AT1G13260"
"256","AT1G13270"
