"","WS_FLT_c1.which.mclass....5...1."
"1","AT1G01170"
"2","AT1G01183"
"3","AT1G01190"
"4","AT1G01453"
"5","AT1G01520"
"6","AT1G02205"
"7","AT1G02335"
"8","AT1G02510"
"9","AT1G02650"
"10","AT1G02705"
"11","AT1G02710"
"12","AT1G02770"
"13","AT1G02820"
"14","AT1G03120"
"15","AT1G03170"
"16","AT1G03390"
"17","AT1G03502"
"18","AT1G03506"
"19","AT1G03630"
"20","AT1G03710"
"21","AT1G03746"
"22","AT1G03790"
"23","AT1G03850"
"24","AT1G04007"
"25","AT1G04013"
"26","AT1G04017"
"27","AT1G04023"
"28","AT1G04037"
"29","AT1G04073"
"30","AT1G04077"
"31","AT1G04083"
"32","AT1G04090"
"33","AT1G04103"
"34","AT1G04123"
"35","AT1G04147"
"36","AT1G04187"
"37","AT1G04197"
"38","AT1G04217"
"39","AT1G04223"
"40","AT1G04227"
"41","AT1G04237"
"42","AT1G04267"
"43","AT1G04273"
"44","AT1G04277"
"45","AT1G04297"
"46","AT1G04303"
"47","AT1G04343"
"48","AT1G04357"
"49","AT1G04363"
"50","AT1G04380"
"51","AT1G04397"
"52","AT1G04403"
"53","AT1G04467"
"54","AT1G04493"
"55","AT1G04507"
"56","AT1G04523"
"57","AT1G04533"
"58","AT1G04560"
"59","AT1G04563"
"60","AT1G04567"
"61","AT1G04577"
"62","AT1G04583"
"63","AT1G04587"
"64","AT1G04625"
"65","AT1G04643"
"66","AT1G04657"
"67","AT1G04660"
"68","AT1G04670"
"69","AT1G04703"
"70","AT1G04713"
"71","AT1G04767"
"72","AT1G04797"
"73","AT1G04800"
"74","AT1G04817"
"75","AT1G04827"
"76","AT1G04853"
"77","AT1G04877"
"78","AT1G04913"
"79","AT1G04933"
"80","AT1G05013"
"81","AT1G05020"
"82","AT1G05023"
"83","AT1G05047"
"84","AT1G05057"
"85","AT1G05083"
"86","AT1G05103"
"87","AT1G05203"
"88","AT1G05207"
"89","AT1G05240"
"90","AT1G05247"
"91","AT1G05253"
"92","AT1G05283"
"93","AT1G05303"
"94","AT1G05327"
"95","AT1G05330"
"96","AT1G05353"
"97","AT1G05357"
"98","AT1G05417"
"99","AT1G05450"
"100","AT1G05463"
"101","AT1G05493"
"102","AT1G05510"
"103","AT1G05517"
"104","AT1G05540"
"105","AT1G05550"
"106","AT1G05575"
"107","AT1G05703"
"108","AT1G05723"
"109","AT1G05727"
"110","AT1G05757"
"111","AT1G05783"
"112","AT1G05813"
"113","AT1G05913"
"114","AT1G05920"
"115","AT1G05937"
"116","AT1G05977"
"117","AT1G05990"
"118","AT1G05997"
"119","AT1G06003"
"120","AT1G06017"
"121","AT1G06030"
"122","AT1G06040"
"123","AT1G06045"
"124","AT1G06087"
"125","AT1G06117"
"126","AT1G06148"
"127","AT1G06153"
"128","AT1G06163"
"129","AT1G06170"
"130","AT1G06177"
"131","AT1G06207"
"132","AT1G06217"
"133","AT1G06233"
"134","AT1G06237"
"135","AT1G06253"
"136","AT1G06257"
"137","AT1G06260"
"138","AT1G06273"
"139","AT1G06283"
"140","AT1G06337"
"141","AT1G06457"
"142","AT1G06520"
"143","AT1G06537"
"144","AT1G06547"
"145","AT1G06583"
"146","AT1G06587"
"147","AT1G06613"
"148","AT1G06645"
"149","AT1G06667"
"150","AT1G06687"
"151","AT1G06753"
"152","AT1G06757"
"153","AT1G06830"
"154","AT1G06837"
"155","AT1G06963"
"156","AT1G06970"
"157","AT1G06977"
"158","AT1G06990"
"159","AT1G07023"
"160","AT1G07180"
"161","AT1G07267"
"162","AT1G07287"
"163","AT1G07323"
"164","AT1G07340"
"165","AT1G07430"
"166","AT1G07473"
"167","AT1G07476"
"168","AT1G07500"
"169","AT1G07517"
"170","AT1G07547"
"171","AT1G07563"
"172","AT1G07653"
"173","AT1G07657"
"174","AT1G07693"
"175","AT1G07697"
"176","AT1G07703"
"177","AT1G07720"
"178","AT1G07823"
"179","AT1G07850"
"180","AT1G07853"
"181","AT1G07877"
"182","AT1G07880"
"183","AT1G07887"
"184","AT1G07943"
"185","AT1G07963"
"186","AT1G07987"
"187","AT1G08005"
"188","AT1G08073"
"189","AT1G08093"
"190","AT1G08097"
"191","AT1G08115"
"192","AT1G08120"
"193","AT1G08123"
"194","AT1G08147"
"195","AT1G08165"
"196","AT1G08273"
"197","AT1G08290"
"198","AT1G08323"
"199","AT1G08440"
"200","AT1G08500"
"201","AT1G08513"
"202","AT1G08537"
"203","AT1G08543"
"204","AT1G08547"
"205","AT1G08557"
"206","AT1G08567"
"207","AT1G08597"
"208","AT1G08633"
"209","AT1G08643"
"210","AT1G08667"
"211","AT1G08697"
"212","AT1G08707"
"213","AT1G08713"
"214","AT1G08803"
"215","AT1G08810"
"216","AT1G08823"
"217","AT1G08827"
"218","AT1G08847"
"219","AT1G08857"
"220","AT1G08860"
"221","AT1G08937"
"222","AT1G08967"
"223","AT1G09003"
"224","AT1G09017"
"225","AT1G09080"
"226","AT1G09163"
"227","AT1G09176"
"228","AT1G09180"
"229","AT1G09233"
"230","AT1G09253"
"231","AT1G09257"
"232","AT1G09267"
"233","AT1G09287"
"234","AT1G09317"
"235","AT1G09323"
"236","AT1G09400"
"237","AT1G09410"
"238","AT1G09423"
"239","AT1G09447"
