"","WS_FLT_c1.which.mclass....4...1."
"1","AT1G01030"
"2","AT1G01140"
"3","AT1G01180"
"4","AT1G01380"
"5","AT1G01470"
"6","AT1G01500"
"7","AT1G01600"
"8","AT1G01660"
"9","AT1G01670"
"10","AT1G01710"
"11","AT1G01715"
"12","AT1G01930"
"13","AT1G02180"
"14","AT1G02220"
"15","AT1G02230"
"16","AT1G02300"
"17","AT1G02360"
"18","AT1G02380"
"19","AT1G02400"
"20","AT1G02430"
"21","AT1G02440"
"22","AT1G02450"
"23","AT1G02460"
"24","AT1G02475"
"25","AT1G02740"
"26","AT1G02860"
"27","AT1G03130"
"28","AT1G03340"
"29","AT1G03510"
"30","AT1G03550"
"31","AT1G03650"
"32","AT1G03660"
"33","AT1G03905"
"34","AT1G03930"
"35","AT1G03950"
"36","AT1G03960"
"37","AT1G04047"
"38","AT1G04053"
"39","AT1G04100"
"40","AT1G04117"
"41","AT1G04230"
"42","AT1G04295"
"43","AT1G04390"
"44","AT1G04425"
"45","AT1G04433"
"46","AT1G04463"
"47","AT1G04490"
"48","AT1G04555"
"49","AT1G04580"
"50","AT1G04640"
"51","AT1G04647"
"52","AT1G04707"
"53","AT1G04760"
"54","AT1G04803"
"55","AT1G04833"
"56","AT1G04977"
"57","AT1G05010"
"58","AT1G05060"
"59","AT1G05090"
"60","AT1G05140"
"61","AT1G05163"
"62","AT1G05183"
"63","AT1G05370"
"64","AT1G05385"
"65","AT1G05397"
"66","AT1G05553"
"67","AT1G05600"
"68","AT1G05660"
"69","AT1G05753"
"70","AT1G05767"
"71","AT1G05835"
"72","AT1G05900"
"73","AT1G06080"
"74","AT1G06120"
"75","AT1G06330"
"76","AT1G06350"
"77","AT1G06460"
"78","AT1G06473"
"79","AT1G06490"
"80","AT1G06650"
"81","AT1G06980"
"82","AT1G07000"
"83","AT1G07090"
"84","AT1G07130"
"85","AT1G07135"
"86","AT1G07200"
"87","AT1G07280"
"88","AT1G07380"
"89","AT1G07490"
"90","AT1G07560"
"91","AT1G07630"
"92","AT1G07700"
"93","AT1G07737"
"94","AT1G07745"
"95","AT1G07795"
"96","AT1G07803"
"97","AT1G07847"
"98","AT1G07870"
"99","AT1G07897"
"100","AT1G07933"
"101","AT1G08043"
"102","AT1G08180"
"103","AT1G08250"
"104","AT1G08293"
"105","AT1G08315"
"106","AT1G08320"
"107","AT1G08400"
"108","AT1G08530"
"109","AT1G08645"
"110","AT1G08900"
"111","AT1G08910"
"112","AT1G08990"
"113","AT1G09195"
"114","AT1G09247"
"115","AT1G09415"
"116","AT1G09440"
"117","AT1G09575"
"118","AT1G09610"
"119","AT1G09783"
"120","AT1G09794"
"121","AT1G09800"
"122","AT1G09860"
"123","AT1G09890"
"124","AT1G09940"
"125","AT1G09993"
"126","AT1G10070"
"127","AT1G10090"
