"","WS_FLT_c1.which.mclass....6...1."
"1","AT1G01010"
"2","AT1G01260"
"3","AT1G01320"
"4","AT1G01440"
"5","AT1G01448"
"6","AT1G01540"
"7","AT1G01580"
"8","AT1G01630"
"9","AT1G01690"
"10","AT1G01790"
"11","AT1G01950"
"12","AT1G02000"
"13","AT1G02370"
"14","AT1G02640"
"15","AT1G02720"
"16","AT1G02730"
"17","AT1G02810"
"18","AT1G02950"
"19","AT1G02990"
"20","AT1G03000"
"21","AT1G03190"
"22","AT1G03260"
"23","AT1G03365"
"24","AT1G03370"
"25","AT1G03457"
"26","AT1G03760"
"27","AT1G03770"
"28","AT1G03970"
"29","AT1G04000"
"30","AT1G04020"
"31","AT1G04130"
"32","AT1G04200"
"33","AT1G04420"
"34","AT1G04550"
"35","AT1G04610"
"36","AT1G04710"
"37","AT1G04830"
"38","AT1G04837"
"39","AT1G04945"
"40","AT1G05120"
"41","AT1G05160"
"42","AT1G05470"
"43","AT1G05590"
"44","AT1G05687"
"45","AT1G05750"
"46","AT1G05760"
"47","AT1G05770"
"48","AT1G05790"
"49","AT1G06150"
"50","AT1G06227"
"51","AT1G06240"
"52","AT1G06500"
"53","AT1G06560"
"54","AT1G06590"
"55","AT1G06630"
"56","AT1G06660"
"57","AT1G06730"
"58","AT1G06780"
"59","AT1G06800"
"60","AT1G06820"
"61","AT1G06840"
"62","AT1G07110"
"63","AT1G07220"
"64","AT1G07240"
"65","AT1G07320"
"66","AT1G07520"
"67","AT1G07570"
"68","AT1G07615"
"69","AT1G07705"
"70","AT1G07725"
"71","AT1G07728"
"72","AT1G07893"
"73","AT1G07980"
"74","AT1G08000"
"75","AT1G08030"
"76","AT1G08060"
"77","AT1G08280"
"78","AT1G08420"
"79","AT1G08430"
"80","AT1G08477"
"81","AT1G08550"
"82","AT1G08590"
"83","AT1G08592"
"84","AT1G08610"
"85","AT1G08670"
"86","AT1G08720"
"87","AT1G08760"
"88","AT1G08800"
"89","AT1G08840"
"90","AT1G08960"
"91","AT1G09060"
"92","AT1G09100"
"93","AT1G09300"
"94","AT1G09450"
"95","AT1G09470"
"96","AT1G09540"
"97","AT1G09700"
"98","AT1G09795"
"99","AT1G09810"
"100","AT1G09830"
"101","AT1G09850"
"102","AT1G10020"
"103","AT1G10170"
"104","AT1G10230"
"105","AT1G10270"
"106","AT1G10350"
"107","AT1G10400"
"108","AT1G10450"
"109","AT1G10510"
"110","AT1G10522"
"111","AT1G10570"
"112","AT1G10750"
"113","AT1G10780"
"114","AT1G10870"
"115","AT1G10910"
"116","AT1G10930"
"117","AT1G10970"
"118","AT1G11060"
"119","AT1G11090"
"120","AT1G11120"
"121","AT1G11130"
"122","AT1G11390"
"123","AT1G11420"
"124","AT1G11630"
"125","AT1G11660"
"126","AT1G11720"
"127","AT1G11800"
"128","AT1G11870"
"129","AT1G12240"
"130","AT1G12350"
"131","AT1G12400"
"132","AT1G12450"
"133","AT1G12470"
"134","AT1G12680"
"135","AT1G12740"
"136","AT1G12770"
"137","AT1G12930"
"138","AT1G13020"
"139","AT1G13030"
"140","AT1G13180"
"141","AT1G13210"
"142","AT1G13430"
"143","AT1G13460"
"144","AT1G13600"
"145","AT1G13770"
"146","AT1G13810"
"147","AT1G13860"
"148","AT1G13900"
"149","AT1G14020"
"150","AT1G14040"
"151","AT1G14350"
"152","AT1G14390"
"153","AT1G14460"
"154","AT1G14770"
"155","AT1G14820"
"156","AT1G14850"
"157","AT1G14910"
"158","AT1G14920"
"159","AT1G14970"
"160","AT1G15000"
"161","AT1G15060"
"162","AT1G15215"
"163","AT1G15410"
"164","AT1G15470"
"165","AT1G15480"
"166","AT1G15660"
"167","AT1G15700"
"168","AT1G15710"
"169","AT1G15760"
"170","AT1G15780"
"171","AT1G16020"
"172","AT1G16022"
"173","AT1G16070"
"174","AT1G16080"
"175","AT1G16220"
"176","AT1G16330"
"177","AT1G16570"
"178","AT1G16630"
"179","AT1G16650"
"180","AT1G16680"
"181","AT1G16690"
"182","AT1G17050"
"183","AT1G17070"
"184","AT1G17090"
"185","AT1G17140"
"186","AT1G17145"
"187","AT1G17160"
"188","AT1G17360"
"189","AT1G17440"
"190","AT1G17500"
"191","AT1G17550"
"192","AT1G17580"
"193","AT1G17760"
"194","AT1G17790"
"195","AT1G17850"
"196","AT1G17930"
"197","AT1G18290"
"198","AT1G18370"
"199","AT1G18490"
"200","AT1G18550"
"201","AT1G18680"
"202","AT1G18900"
"203","AT1G18910"
"204","AT1G18975"
"205","AT1G19170"
"206","AT1G19485"
"207","AT1G19710"
"208","AT1G19740"
"209","AT1G19860"
"210","AT1G19950"
"211","AT1G19970"
"212","AT1G19980"
"213","AT1G20270"
"214","AT1G20300"
"215","AT1G20380"
"216","AT1G20410"
"217","AT1G20510"
"218","AT1G20550"
"219","AT1G20670"
"220","AT1G20760"
"221","AT1G20910"
"222","AT1G21070"
"223","AT1G21170"
"224","AT1G21200"
"225","AT1G21270"
"226","AT1G21280"
"227","AT1G21440"
"228","AT1G21580"
"229","AT1G21650"
"230","AT1G22040"
"231","AT1G22060"
"232","AT1G22310"
"233","AT1G22660"
"234","AT1G22700"
"235","AT1G22730"
"236","AT1G22860"
"237","AT1G22882"
"238","AT1G22940"
"239","AT1G22950"
"240","AT1G22960"
"241","AT1G23170"
"242","AT1G23330"
"243","AT1G23340"
"244","AT1G23380"
"245","AT1G23900"
"246","AT1G23980"
"247","AT1G24100"
"248","AT1G24300"
"249","AT1G24320"
"250","AT1G24340"
"251","AT1G24490"
"252","AT1G24706"
"253","AT1G25290"
"254","AT1G25320"
"255","AT1G25450"
"256","AT1G25470"
"257","AT1G25480"
"258","AT1G25540"
"259","AT1G25570"
"260","AT1G26090"
"261","AT1G26120"
"262","AT1G26170"
"263","AT1G26370"
"264","AT1G26520"
"265","AT1G26530"
"266","AT1G26760"
"267","AT1G27030"
"268","AT1G27190"
"269","AT1G27210"
"270","AT1G27360"
"271","AT1G27370"
"272","AT1G27460"
"273","AT1G27510"
"274","AT1G27595"
"275","AT1G27620"
"276","AT1G27660"
"277","AT1G27680"
"278","AT1G27690"
"279","AT1G27750"
"280","AT1G27752"
"281","AT1G27840"
"282","AT1G27850"
"283","AT1G27921"
"284","AT1G27960"
"285","AT1G27980"
"286","AT1G28090"
"287","AT1G28210"
"288","AT1G28240"
"289","AT1G28410"
"290","AT1G28440"
"291","AT1G28520"
"292","AT1G28685"
"293","AT1G28715"
"294","AT1G28760"
"295","AT1G29030"
"296","AT1G29160"
"297","AT1G29170"
"298","AT1G29270"
"299","AT1G29418"
"300","AT1G29530"
"301","AT1G29550"
"302","AT1G29630"
"303","AT1G29690"
"304","AT1G29840"
"305","AT1G30090"
"306","AT1G30240"
"307","AT1G30330"
"308","AT1G30450"
"309","AT1G30460"
"310","AT1G30490"
"311","AT1G30545"
"312","AT1G30600"
"313","AT1G30620"
"314","AT1G30680"
"315","AT1G30960"
"316","AT1G31010"
"317","AT1G31070"
"318","AT1G31120"
"319","AT1G31220"
"320","AT1G31230"
"321","AT1G31360"
"322","AT1G31410"
"323","AT1G31440"
"324","AT1G31500"
"325","AT1G31600"
"326","AT1G31810"
"327","AT1G31870"
"328","AT1G31930"
"329","AT1G32150"
"330","AT1G32160"
"331","AT1G32240"
"332","AT1G32330"
"333","AT1G32500"
"334","AT1G32760"
"335","AT1G33060"
"336","AT1G33080"
"337","AT1G33170"
"338","AT1G33330"
"339","AT1G33390"
"340","AT1G33400"
"341","AT1G33420"
"342","AT1G33480"
"343","AT1G33540"
"344","AT1G34065"
"345","AT1G34150"
"346","AT1G34200"
"347","AT1G34220"
"348","AT1G34270"
"349","AT1G34300"
"350","AT1G34355"
"351","AT1G34360"
"352","AT1G34430"
"353","AT1G34760"
