"","WS_FLT_c1.which.mclass....8...1."
"1","AT1G01120"
"2","AT1G01130"
"3","AT1G01200"
"4","AT1G01310"
"5","AT1G01340"
"6","AT1G01420"
"7","AT1G01480"
"8","AT1G01560"
"9","AT1G01570"
"10","AT1G01680"
"11","AT1G01695"
"12","AT1G01700"
"13","AT1G01810"
"14","AT1G01880"
"15","AT1G01900"
"16","AT1G02030"
"17","AT1G02260"
"18","AT1G02310"
"19","AT1G02340"
"20","AT1G02350"
"21","AT1G02490"
"22","AT1G02530"
"23","AT1G02570"
"24","AT1G02575"
"25","AT1G02580"
"26","AT1G02660"
"27","AT1G02670"
"28","AT1G02700"
"29","AT1G02952"
"30","AT1G02980"
"31","AT1G03070"
"32","AT1G03106"
"33","AT1G03200"
"34","AT1G03240"
"35","AT1G03445"
"36","AT1G03495"
"37","AT1G03540"
"38","AT1G03545"
"39","AT1G03600"
"40","AT1G03620"
"41","AT1G03700"
"42","AT1G03800"
"43","AT1G03820"
"44","AT1G03940"
"45","AT1G03980"
"46","AT1G03990"
"47","AT1G04067"
"48","AT1G04105"
"49","AT1G04150"
"50","AT1G04163"
"51","AT1G04180"
"52","AT1G04220"
"53","AT1G04233"
"54","AT1G04240"
"55","AT1G04247"
"56","AT1G04330"
"57","AT1G04347"
"58","AT1G04350"
"59","AT1G04445"
"60","AT1G04473"
"61","AT1G04487"
"62","AT1G04497"
"63","AT1G04500"
"64","AT1G04540"
"65","AT1G04600"
"66","AT1G04650"
"67","AT1G04700"
"68","AT1G04733"
"69","AT1G04743"
"70","AT1G04778"
"71","AT1G04823"
"72","AT1G04840"
"73","AT1G04873"
"74","AT1G04880"
"75","AT1G04917"
"76","AT1G04973"
"77","AT1G05030"
"78","AT1G05033"
"79","AT1G05043"
"80","AT1G05065"
"81","AT1G05087"
"82","AT1G05100"
"83","AT1G05143"
"84","AT1G05153"
"85","AT1G05200"
"86","AT1G05230"
"87","AT1G05267"
"88","AT1G05273"
"89","AT1G05287"
"90","AT1G05297"
"91","AT1G05300"
"92","AT1G05310"
"93","AT1G05317"
"94","AT1G05333"
"95","AT1G05383"
"96","AT1G05400"
"97","AT1G05420"
"98","AT1G05423"
"99","AT1G05447"
"100","AT1G05453"
"101","AT1G05490"
"102","AT1G05530"
"103","AT1G05577"
"104","AT1G05607"
"105","AT1G05610"
"106","AT1G05690"
"107","AT1G05707"
"108","AT1G05773"
"109","AT1G05837"
"110","AT1G05843"
"111","AT1G05894"
"112","AT1G05943"
"113","AT1G05973"
"114","AT1G06033"
"115","AT1G06083"
"116","AT1G06113"
"117","AT1G06140"
"118","AT1G06160"
"119","AT1G06173"
"120","AT1G06213"
"121","AT1G06250"
"122","AT1G06265"
"123","AT1G06320"
"124","AT1G06357"
"125","AT1G06423"
"126","AT1G06453"
"127","AT1G06463"
"128","AT1G06467"
"129","AT1G06483"
"130","AT1G06487"
"131","AT1G06553"
"132","AT1G06580"
"133","AT1G06607"
"134","AT1G06643"
"135","AT1G06647"
"136","AT1G06680"
"137","AT1G06690"
"138","AT1G06717"
"139","AT1G06750"
"140","AT1G06923"
"141","AT1G06983"
"142","AT1G07010"
"143","AT1G07017"
"144","AT1G07060"
"145","AT1G07120"
"146","AT1G07143"
"147","AT1G07150"
"148","AT1G07160"
"149","AT1G07187"
"150","AT1G07390"
"151","AT1G07397"
"152","AT1G07407"
"153","AT1G07477"
"154","AT1G07493"
"155","AT1G07513"
"156","AT1G07550"
"157","AT1G07567"
"158","AT1G07587"
"159","AT1G07607"
"160","AT1G07620"
"161","AT1G07647"
"162","AT1G07663"
"163","AT1G07667"
"164","AT1G07690"
"165","AT1G07753"
"166","AT1G07813"
"167","AT1G07901"
"168","AT1G07902"
"169","AT1G07903"
"170","AT1G07913"
"171","AT1G07937"
"172","AT1G08035"
"173","AT1G08070"
"174","AT1G08087"
"175","AT1G08103"
"176","AT1G08173"
"177","AT1G08270"
"178","AT1G08287"
"179","AT1G08300"
"180","AT1G08310"
"181","AT1G08317"
"182","AT1G08380"
"183","AT1G08393"
"184","AT1G08457"
"185","AT1G08463"
"186","AT1G08507"
"187","AT1G08563"
"188","AT1G08630"
"189","AT1G08723"
"190","AT1G08730"
"191","AT1G08903"
"192","AT1G08973"
"193","AT1G08980"
"194","AT1G09027"
"195","AT1G09063"
"196","AT1G09155"
"197","AT1G09167"
"198","AT1G09170"
"199","AT1G09193"
"200","AT1G09297"
"201","AT1G09310"
"202","AT1G09383"
"203","AT1G09421"
"204","AT1G09427"
"205","AT1G09433"
"206","AT1G09443"
"207","AT1G09480"
"208","AT1G09487"
"209","AT1G09493"
"210","AT1G09497"
"211","AT1G09523"
"212","AT1G09530"
"213","AT1G09533"
"214","AT1G09543"
"215","AT1G09553"
"216","AT1G09600"
"217","AT1G09627"
"218","AT1G09650"
"219","AT1G09673"
"220","AT1G09680"
"221","AT1G09697"
"222","AT1G09803"
"223","AT1G09823"
"224","AT1G09867"
"225","AT1G09880"
"226","AT1G09913"
"227","AT1G09963"
"228","AT1G10095"
"229","AT1G10220"
"230","AT1G10330"
"231","AT1G10360"
"232","AT1G10417"
"233","AT1G10657"
"234","AT1G10710"
"235","AT1G10800"
"236","AT1G10875"
"237","AT1G10920"
"238","AT1G10960"
"239","AT1G11070"
"240","AT1G11170"
"241","AT1G11280"
"242","AT1G11290"
"243","AT1G11300"
"244","AT1G11303"
"245","AT1G11490"
"246","AT1G11500"
"247","AT1G11510"
"248","AT1G11591"
"249","AT1G11655"
"250","AT1G11700"
"251","AT1G11730"
"252","AT1G12100"
"253","AT1G12150"
"254","AT1G12211"
"255","AT1G12250"
"256","AT1G12330"
"257","AT1G12370"
"258","AT1G12480"
"259","AT1G12620"
"260","AT1G12700"
"261","AT1G12860"
"262","AT1G12890"
"263","AT1G12950"
"264","AT1G13090"
"265","AT1G13100"
"266","AT1G13130"
"267","AT1G13140"
"268","AT1G13143"
"269","AT1G13150"
"270","AT1G13250"
"271","AT1G13340"
"272","AT1G13370"
"273","AT1G13480"
"274","AT1G13510"
"275","AT1G13520"
"276","AT1G13550"
"277","AT1G13630"
"278","AT1G13680"
"279","AT1G13780"
"280","AT1G14030"
"281","AT1G14205"
"282","AT1G14270"
"283","AT1G14280"
"284","AT1G14345"
"285","AT1G14430"
"286","AT1G14440"
"287","AT1G14470"
"288","AT1G14490"
"289","AT1G14500"
"290","AT1G14600"
"291","AT1G14660"
"292","AT1G14680"
"293","AT1G14686"
"294","AT1G14700"
"295","AT1G14790"
"296","AT1G15160"
"297","AT1G15165"
"298","AT1G15190"
"299","AT1G15260"
"300","AT1G15510"
"301","AT1G15520"
"302","AT1G15530"
"303","AT1G15600"
"304","AT1G15770"
"305","AT1G16025"
"306","AT1G16090"
"307","AT1G16110"
"308","AT1G16130"
"309","AT1G16225"
"310","AT1G16360"
"311","AT1G16370"
"312","AT1G16390"
"313","AT1G16400"
"314","AT1G16420"
"315","AT1G16440"
"316","AT1G16445"
"317","AT1G16510"
"318","AT1G16515"
"319","AT1G16720"
"320","AT1G16780"
"321","AT1G16850"
"322","AT1G17020"
"323","AT1G17065"
"324","AT1G17100"
"325","AT1G17230"
"326","AT1G17232"
"327","AT1G17345"
"328","AT1G17480"
"329","AT1G17630"
"330","AT1G17820"
"331","AT1G17830"
"332","AT1G17870"
"333","AT1G17950"
"334","AT1G17960"
"335","AT1G18000"
"336","AT1G18020"
"337","AT1G18075"
"338","AT1G18280"
"339","AT1G18320"
"340","AT1G18410"
"341","AT1G18485"
"342","AT1G18750"
"343","AT1G18835"
"344","AT1G18870"
"345","AT1G18940"
"346","AT1G19025"
"347","AT1G19190"
"348","AT1G19200"
"349","AT1G19210"
"350","AT1G19250"
"351","AT1G19396"
"352","AT1G19397"
"353","AT1G19630"
"354","AT1G19650"
"355","AT1G19720"
"356","AT1G19750"
"357","AT1G19890"
"358","AT1G19900"
"359","AT1G19940"
"360","AT1G20030"
"361","AT1G20080"
"362","AT1G20150"
"363","AT1G20230"
"364","AT1G20490"
"365","AT1G20515"
"366","AT1G20520"
"367","AT1G20590"
"368","AT1G20810"
"369","AT1G20860"
"370","AT1G21100"
"371","AT1G21110"
"372","AT1G21210"
"373","AT1G21250"
"374","AT1G21320"
"375","AT1G21400"
"376","AT1G21528"
"377","AT1G21590"
"378","AT1G21695"
"379","AT1G21810"
"380","AT1G21990"
"381","AT1G22160"
"382","AT1G22370"
"383","AT1G22430"
"384","AT1G22490"
"385","AT1G22550"
"386","AT1G22590"
"387","AT1G22650"
"388","AT1G22890"
"389","AT1G22990"
"390","AT1G23010"
"391","AT1G23110"
"392","AT1G23350"
"393","AT1G23465"
"394","AT1G23550"
"395","AT1G23830"
"396","AT1G23840"
"397","AT1G23985"
"398","AT1G23995"
"399","AT1G24068"
"400","AT1G24140"
"401","AT1G24270"
"402","AT1G24330"
"403","AT1G24430"
"404","AT1G24470"
"405","AT1G24480"
"406","AT1G24735"
"407","AT1G24909"
"408","AT1G25155"
"409","AT1G25240"
"410","AT1G25370"
"411","AT1G25400"
"412","AT1G25425"
"413","AT1G26150"
"414","AT1G26200"
"415","AT1G26220"
"416","AT1G26230"
"417","AT1G26290"
"418","AT1G26360"
"419","AT1G26500"
"420","AT1G26570"
"421","AT1G26680"
"422","AT1G26770"
"423","AT1G26890"
"424","AT1G26970"
"425","AT1G27110"
"426","AT1G27180"
"427","AT1G27580"
"428","AT1G27610"
"429","AT1G27640"
"430","AT1G27720"
"431","AT1G27890"
"432","AT1G28135"
"433","AT1G28170"
"434","AT1G28230"
"435","AT1G28265"
"436","AT1G28360"
"437","AT1G28480"
"438","AT1G28600"
"439","AT1G28660"
"440","AT1G28765"
"441","AT1G29100"
"442","AT1G29179"
"443","AT1G29180"
"444","AT1G29230"
"445","AT1G29240"
"446","AT1G29540"
"447","AT1G29560"
"448","AT1G29770"
"449","AT1G29830"
"450","AT1G29860"
"451","AT1G29910"
"452","AT1G29920"
"453","AT1G30020"
"454","AT1G30050"
"455","AT1G30135"
"456","AT1G30282"
"457","AT1G30380"
"458","AT1G30515"
"459","AT1G30560"
"460","AT1G30800"
"461","AT1G31173"
"462","AT1G31200"
"463","AT1G31240"
"464","AT1G31310"
"465","AT1G31490"
"466","AT1G31670"
"467","AT1G31790"
"468","AT1G31800"
"469","AT1G32270"
"470","AT1G32470"
"471","AT1G32510"
"472","AT1G32520"
"473","AT1G32570"
"474","AT1G32900"
"475","AT1G33030"
"476","AT1G33100"
"477","AT1G33440"
"478","AT1G33475"
"479","AT1G33615"
"480","AT1G33670"
"481","AT1G33840"
"482","AT1G34040"
"483","AT1G34050"
"484","AT1G34140"
"485","AT1G34160"
"486","AT1G34317"
"487","AT1G34420"
"488","AT1G34460"
"489","AT1G34480"
"490","AT1G34510"
"491","AT1G34670"
"492","AT1G35140"
"493","AT1G35210"
"494","AT1G35230"
"495","AT1G35255"
"496","AT1G35320"
"497","AT1G35330"
"498","AT1G35350"
"499","AT1G35545"
"500","AT1G35710"
"501","AT1G36180"
"502","AT1G36622"
"503","AT1G36992"
"504","AT1G42560"
"505","AT1G43000"
"506","AT1G43800"
"507","AT1G44010"
"508","AT1G44020"
"509","AT1G44414"
"510","AT1G44446"
"511","AT1G44542"
"512","AT1G44830"
"513","AT1G45191"
"514","AT1G45229"
"515","AT1G45474"
"516","AT1G47560"
"517","AT1G47655"
"518","AT1G47760"
"519","AT1G47790"
"520","AT1G48000"
"521","AT1G48100"
"522","AT1G48180"
"523","AT1G48325"
"524","AT1G48500"
"525","AT1G48540"
"526","AT1G48670"
"527","AT1G48690"
"528","AT1G48800"
"529","AT1G48820"
"530","AT1G49000"
"531","AT1G49010"
"532","AT1G49150"
"533","AT1G49205"
"534","AT1G49210"
"535","AT1G49220"
"536","AT1G49405"
"537","AT1G49490"
"538","AT1G49650"
"539","AT1G49790"
"540","AT1G49940"
"541","AT1G49960"
"542","AT1G50040"
"543","AT1G50250"
"544","AT1G50270"
"545","AT1G50400"
"546","AT1G50450"
"547","AT1G50590"
"548","AT1G50720"
"549","AT1G50732"
"550","AT1G50950"
"551","AT1G50970"
"552","AT1G51030"
"553","AT1G51055"
"554","AT1G51100"
"555","AT1G51220"
"556","AT1G51260"
"557","AT1G51340"
"558","AT1G51370"
"559","AT1G51405"
"560","AT1G51480"
"561","AT1G51520"
"562","AT1G51620"
"563","AT1G51770"
"564","AT1G51840"
"565","AT1G51890"
"566","AT1G51913"
"567","AT1G51990"
"568","AT1G52110"
"569","AT1G52220"
"570","AT1G52230"
"571","AT1G52240"
"572","AT1G52315"
"573","AT1G52400"
"574","AT1G52410"
"575","AT1G52415"
"576","AT1G52430"
"577","AT1G52450"
"578","AT1G52510"
"579","AT1G52530"
"580","AT1G52620"
"581","AT1G52640"
"582","AT1G52650"
"583","AT1G52830"
"584","AT1G52870"
"585","AT1G52880"
"586","AT1G52920"
"587","AT1G53100"
"588","AT1G53270"
"589","AT1G53330"
"590","AT1G53420"
"591","AT1G53600"
"592","AT1G53625"
"593","AT1G53633"
"594","AT1G53635"
"595","AT1G53790"
"596","AT1G53887"
"597","AT1G53990"
"598","AT1G54050"
"599","AT1G54095"
"600","AT1G54160"
"601","AT1G54215"
"602","AT1G54355"
"603","AT1G54540"
"604","AT1G54560"
"605","AT1G54780"
"606","AT1G54940"
"607","AT1G55020"
"608","AT1G55050"
"609","AT1G55200"
"610","AT1G55290"
"611","AT1G55440"
"612","AT1G55480"
"613","AT1G55580"
"614","AT1G55610"
"615","AT1G55640"
"616","AT1G55670"
"617","AT1G55720"
"618","AT1G55755"
"619","AT1G55775"
"620","AT1G55865"
"621","AT1G55970"
"622","AT1G55980"
"623","AT1G56120"
"624","AT1G56130"
"625","AT1G56165"
"626","AT1G56320"
"627","AT1G56500"
"628","AT1G56540"
"629","AT1G56670"
"630","AT1G56690"
"631","AT1G56710"
"632","AT1G57570"
"633","AT1G57770"
"634","AT1G58037"
"635","AT1G58160"
"636","AT1G58223"
"637","AT1G58300"
"638","AT1G58420"
"639","AT1G58807"
