"","X","WS_FLT_c1.which.mclass....1...1."
"4163",4163,"AT5G54800"
"1707",1707,"AT2G42060"
"2463",2463,"AT3G49560"
"3187",3187,"AT4G31170"
"3167",3167,"AT4G30330"
"2833",2833,"AT4G08580"
"1010",1010,"AT1G75130"
"2012",2012,"AT3G10650"
"1057",1057,"AT1G77130"
"1986",1986,"AT3G09810"
"3163",3163,"AT4G30200"
"2048",2048,"AT3G12270"
"4089",4089,"AT5G49940"
"3790",3790,"AT5G22940"
"3026",3026,"AT4G22233"
"2455",2455,"AT3G48970"
"747",747,"AT1G55190"
"3618",3618,"AT5G13550"
"4440",4440,"ATCG00380"
"3338",3338,"AT4G38270"
"946",946,"AT1G71220"
"3702",3702,"AT5G17930"
"948",948,"AT1G71350"
"563",563,"AT1G32490"
"3442",3442,"AT5G04850"
"418",418,"AT1G22885"
"1920",1920,"AT3G06435"
"1014",1014,"AT1G75220"
"2341",2341,"AT3G27100"
"3112",3112,"AT4G27180"
"398",398,"AT1G21700"
"2545",2545,"AT3G54210"
"1510",1510,"AT2G30340"
"2666",2666,"AT3G60640"
"4362",4362,"AT5G64180"
"984",984,"AT1G72850"
"1120",1120,"AT1G80530"
"3882",3882,"AT5G35200"
"2608",2608,"AT3G57300"
"374",374,"AT1G19880"
"1690",1690,"AT2G41070"
"4430",4430,"AT5G67270"
"3734",3734,"AT5G19340"
"439",439,"AT1G24170"
"3740",3740,"AT5G19530"
"597",597,"AT1G36380"
"1761",1761,"AT2G45250"
"2367",2367,"AT3G28950"
"2323",2323,"AT3G26360"
"1420",1420,"AT2G25980"
"751",751,"AT1G55530"
"1468",1468,"AT2G28070"
"2625",2625,"AT3G58220"
"4246",4246,"AT5G58950"
"3144",3144,"AT4G28820"
"3390",3390,"AT5G01835"
"2223",2223,"AT3G20410"
"3489",3489,"AT5G06830"
"464",464,"AT1G26460"
"1736",1736,"AT2G44140"
"152",152,"AT1G08410"
"3712",3712,"AT5G18410"
"3698",3698,"AT5G17650"
"422",422,"AT1G22970"
"479",479,"AT1G27050"
"544",544,"AT1G31150"
"3992",3992,"AT5G43960"
"970",970,"AT1G72230"
"2754",2754,"AT4G01330"
"1549",1549,"AT2G32850"
"2639",2639,"AT3G59100"
"1489",1489,"AT2G28890"
"1474",1474,"AT2G28330"
"775",775,"AT1G58060"
"2571",2571,"AT3G55020"
"3018",3018,"AT4G21580"
"1314",1314,"AT2G19460"
"512",512,"AT1G29040"
"1772",1772,"AT2G45695"
"2751",2751,"AT4G01150"
"1782",1782,"AT2G46225"
"1501",1501,"AT2G29560"
"2436",2436,"AT3G47980"
"4304",4304,"AT5G62000"
"440",440,"AT1G24190"
"2500",2500,"AT3G51720"
"1844",1844,"AT3G02570"
"3655",3655,"AT5G15460"
"25",25,"AT1G02330"
"4419",4419,"AT5G66675"
"1570",1570,"AT2G34190"
"2836",2836,"AT4G08790"
"3815",3815,"AT5G24650"
"3483",3483,"AT5G06600"
"4198",4198,"AT5G56740"
"1695",1695,"AT2G41490"
"1134",1134,"AT2G01010"
"2557",2557,"AT3G54540"
"2027",2027,"AT3G11530"
"3593",3593,"AT5G12330"
"857",857,"AT1G65660"
"610",610,"AT1G44770"
"194",194,"AT1G10380"
"664",664,"AT1G49720"
"3580",3580,"AT5G11980"
"1903",1903,"AT3G05290"
"4064",4064,"AT5G48630"
"1610",1610,"AT2G36740"
"2135",2135,"AT3G15460"
"2030",2030,"AT3G11660"
"1766",1766,"AT2G45380"
"17",17,"AT1G02080"
"3129",3129,"AT4G28085"
"1217",1217,"AT2G07725"
"1299",1299,"AT2G18750"
"4415",4415,"AT5G66530"
"1056",1056,"AT1G77080"
"2901",2901,"AT4G14020"
"2604",2604,"AT3G57080"
"171",171,"AT1G09020"
"3400",3400,"AT5G02240"
"1163",1163,"AT2G02470"
"2377",2377,"AT3G29430"
"3416",3416,"AT5G03185"
"1101",1101,"AT1G79820"
"3114",3114,"AT4G27380"
"3683",3683,"AT5G16800"
"1612",1612,"AT2G36850"
"525",525,"AT1G29970"
"2025",2025,"AT3G11490"
"2954",2954,"AT4G17100"
"452",452,"AT1G25420"
"1118",1118,"AT1G80480"
"2758",2758,"AT4G01690"
"4276",4276,"AT5G60570"
"1133",1133,"AT2G01008"
"3262",3262,"AT4G34890"
"2621",2621,"AT3G58130"
"4241",4241,"AT5G58720"
"433",433,"AT1G23780"
"1829",1829,"AT3G01380"
"3722",3722,"AT5G19000"
"1171",1171,"AT2G02800"
"1151",1151,"AT2G01630"
"2424",2424,"AT3G46960"
"2762",2762,"AT4G01860"
"3497",3497,"AT5G07590"
"1462",1462,"AT2G27740"
"1392",1392,"AT2G24100"
"3823",3823,"AT5G25080"
"1960",1960,"AT3G08550"
"3576",3576,"AT5G11910"
"1770",1770,"AT2G45620"
"3157",3157,"AT4G29690"
"533",533,"AT1G30400"
"2149",2149,"AT3G16270"
"2107",2107,"AT3G14390"
"3321",3321,"AT4G37460"
"1528",1528,"AT2G31510"
"173",173,"AT1G09130"
"53",53,"AT1G04030"
"4335",4335,"AT5G63220"
"4412",4412,"AT5G66290"
"3381",3381,"AT5G01230"
"1683",1683,"AT2G40700"
"107",107,"AT1G06190"
"3574",3574,"AT5G11860"
"3720",3720,"AT5G18920"
"4438",4438,"ATCG00180"
"470",470,"AT1G26665"
"178",178,"AT1G09290"
"2244",2244,"AT3G21430"
"2723",2723,"AT3G63420"
"236",236,"AT1G12200"
"1704",1704,"AT2G41945"
"706",706,"AT1G53040"
"3795",3795,"AT5G23340"
"2191",2191,"AT3G18580"
"225",225,"AT1G11780"
"114",114,"AT1G06540"
"4220",4220,"AT5G57900"
"4376",4376,"AT5G64970"
"3457",3457,"AT5G05690"
"3076",3076,"AT4G25315"
"1321",1321,"AT2G19670"
"2460",2460,"AT3G49390"
"3844",3844,"AT5G26610"
"673",673,"AT1G50380"
"1335",1335,"AT2G20562"
"2626",2626,"AT3G58470"
"2707",2707,"AT3G62720"
"259",259,"AT1G13390"
"2485",2485,"AT3G50920"
"1616",1616,"AT2G36910"
"279",279,"AT1G14690"
"3851",3851,"AT5G26940"
"4379",4379,"AT5G65040"
"2352",2352,"AT3G27570"
"1505",1505,"AT2G30105"
"877",877,"AT1G67620"
"2685",2685,"AT3G61600"
"3975",3975,"AT5G42950"
"1581",1581,"AT2G34730"
"2562",2562,"AT3G54750"
"2351",2351,"AT3G27530"
"1233",1233,"AT2G14750"
"2234",2234,"AT3G21070"
"269",269,"AT1G14000"
"2051",2051,"AT3G12340"
"3230",3230,"AT4G33270"
"554",554,"AT1G32127"
"4036",4036,"AT5G47180"
"1768",1768,"AT2G45510"
"3536",3536,"AT5G09978"
"574",574,"AT1G33520"
"2812",2812,"AT4G04955"
"468",468,"AT1G26650"
"4145",4145,"AT5G53350"
"2070",2070,"AT3G13060"
"2262",2262,"AT3G22850"
"3126",3126,"AT4G27950"
"3663",3663,"AT5G16000"
"1968",1968,"AT3G08850"
"4284",4284,"AT5G61000"
"3072",3072,"AT4G25170"
"699",699,"AT1G52540"
"490",490,"AT1G27760"
"2718",2718,"AT3G63170"
"2108",2108,"AT3G14400"
"480",480,"AT1G27130"
"2822",2822,"AT4G05590"
"3739",3739,"AT5G19485"
"1565",1565,"AT2G33990"
"797",797,"AT1G61010"
"1796",1796,"AT2G47020"
"3116",3116,"AT4G27470"
"4428",4428,"AT5G67240"
"4256",4256,"AT5G59460"
"998",998,"AT1G74100"
"670",670,"AT1G49970"
"4183",4183,"AT5G56090"
"548",548,"AT1G31730"
"1378",1378,"AT2G22840"
"4043",4043,"AT5G47620"
"889",889,"AT1G68440"
"683",683,"AT1G51390"
"3515",3515,"AT5G08560"
"4250",4250,"AT5G59150"
"413",413,"AT1G22510"
"1502",1502,"AT2G29690"
"1117",1117,"AT1G80420"
"3947",3947,"AT5G40980"
"3830",3830,"AT5G25510"
"779",779,"AT1G59600"
"1469",1469,"AT2G28080"
"2184",2184,"AT3G18240"
"1407",1407,"AT2G25180"
"676",676,"AT1G50500"
"4009",4009,"AT5G45290"
"4074",4074,"AT5G49160"
"3784",3784,"AT5G22640"
"2067",2067,"AT3G12980"
"3811",3811,"AT5G24490"
"2210",2210,"AT3G19630"
"1848",1848,"AT3G02740"
"1950",1950,"AT3G07640"
"222",222,"AT1G11430"
"1569",1569,"AT2G34140"
"2286",2286,"AT3G24170"
"2431",2431,"AT3G47730"
"237",237,"AT1G12340"
"2087",2087,"AT3G13670"
"3219",3219,"AT4G32915"
"2837",2837,"AT4G08810"
"3966",3966,"AT5G42470"
"1710",1710,"AT2G42120"
"3365",3365,"AT4G39640"
"2134",2134,"AT3G15430"
"1210",1210,"AT2G06990"
"155",155,"AT1G08510"
"1156",1156,"AT2G01820"
"1432",1432,"AT2G26460"
"1891",1891,"AT3G04770"
"2112",2112,"AT3G14610"
"2525",2525,"AT3G52850"
"629",629,"AT1G47410"
"1999",1999,"AT3G10230"
"2834",2834,"AT4G08685"
"3952",3952,"AT5G41340"
"3375",3375,"AT4G40060"
"4340",4340,"AT5G63460"
"3901",3901,"AT5G37260"
"366",366,"AT1G19440"
"822",822,"AT1G63050"
"4180",4180,"AT5G55920"
"352",352,"AT1G18745"
"216",216,"AT1G11000"
"2121",2121,"AT3G14960"
"4296",4296,"AT5G61510"
"4403",4403,"AT5G65970"
"896",896,"AT1G68760"
"617",617,"AT1G45050"
"446",446,"AT1G24460"
"3288",3288,"AT4G36380"
"2583",2583,"AT3G55880"
"2775",2775,"AT4G02440"
"3197",3197,"AT4G31890"
"462",462,"AT1G26440"
"4394",4394,"AT5G65860"
"1897",1897,"AT3G04950"
"1286",1286,"AT2G18220"
"1348",1348,"AT2G20940"
"3891",3891,"AT5G35910"
"1450",1450,"AT2G27100"
"990",990,"AT1G73430"
"3246",3246,"AT4G34100"
"3161",3161,"AT4G30020"
"2996",2996,"AT4G19610"
"1416",1416,"AT2G25710"
"68",68,"AT1G04860"
"3253",3253,"AT4G34370"
"1232",1232,"AT2G14720"
"1341",1341,"AT2G20790"
"572",572,"AT1G33360"
"1834",1834,"AT3G01780"
"2252",2252,"AT3G22170"
"354",354,"AT1G18890"
"1525",1525,"AT2G31370"
"1973",1973,"AT3G09100"
"776",776,"AT1G58100"
"1257",1257,"AT2G16710"
"4327",4327,"AT5G63010"
"631",631,"AT1G47550"
"965",965,"AT1G72050"
"2306",2306,"AT3G25070"
"4435",4435,"AT5G67530"
"60",60,"AT1G04300"
"1629",1629,"AT2G37690"
"503",503,"AT1G28350"
"1060",1060,"AT1G77470"
"820",820,"AT1G62820"
"1837",1837,"AT3G01950"
"1046",1046,"AT1G76690"
"1515",1515,"AT2G30710"
"3893",3893,"AT5G35980"
"3615",3615,"AT5G13470"
"1905",1905,"AT3G05420"
"75",75,"AT1G05070"
"1319",1319,"AT2G19600"
"3717",3717,"AT5G18680"
"1091",1091,"AT1G79380"
"956",956,"AT1G71830"
"144",144,"AT1G08125"
"3658",3658,"AT5G15640"
"4339",4339,"AT5G63440"
"3767",3767,"AT5G21990"
"2949",2949,"AT4G17010"
"1877",1877,"AT3G04080"
"3269",3269,"AT4G35230"
"703",703,"AT1G52980"
"4395",4395,"AT5G65880"
"1870",1870,"AT3G03773"
"3890",3890,"AT5G35740"
"1059",1059,"AT1G77370"
"3923",3923,"AT5G39410"
"466",466,"AT1G26580"
"3694",3694,"AT5G17440"
"3785",3785,"AT5G22770"
"1069",1069,"AT1G78100"
"3692",3692,"AT5G17270"
"3812",3812,"AT5G24500"
"3087",3087,"AT4G25840"
"4408",4408,"AT5G66160"
"2974",2974,"AT4G18060"
"444",444,"AT1G24350"
"2915",2915,"AT4G14950"
"3339",3339,"AT4G38320"
"2924",2924,"AT4G15545"
"3860",3860,"AT5G27490"
"1463",1463,"AT2G27770"
"2941",2941,"AT4G16340"
"907",907,"AT1G69340"
"3511",3511,"AT5G08350"
"1034",1034,"AT1G76150"
"2446",2446,"AT3G48430"
"4060",4060,"AT5G48500"
"1876",1876,"AT3G03980"
"2043",2043,"AT3G12180"
"90",90,"AT1G05570"
"4080",4080,"AT5G49555"
"448",448,"AT1G24625"
"3423",3423,"AT5G03730"
"499",499,"AT1G28200"
"3252",3252,"AT4G34360"
"3747",3747,"AT5G19910"
"724",724,"AT1G53720"
"3181",3181,"AT4G30996"
"1074",1074,"AT1G78520"
"4363",4363,"AT5G64270"
"1713",1713,"AT2G42490"
"1160",1160,"AT2G02090"
"3465",3465,"AT5G05990"
"1786",1786,"AT2G46520"
"380",380,"AT1G20370"
"135",135,"AT1G07670"
"1419",1419,"AT2G25880"
"2543",2543,"AT3G54170"
"3826",3826,"AT5G25270"
"2719",2719,"AT3G63200"
"2600",2600,"AT3G57000"
"4350",4350,"AT5G63680"
"516",516,"AT1G29320"
"746",746,"AT1G55150"
"394",394,"AT1G21480"
"333",333,"AT1G17510"
"1344",1344,"AT2G20840"
"1494",1494,"AT2G29140"
"322",322,"AT1G17120"
"1948",1948,"AT3G07570"
"1457",1457,"AT2G27400"
"2964",2964,"AT4G17420"
"3104",3104,"AT4G26690"
"768",768,"AT1G56660"
"3290",3290,"AT4G36410"
"1249",1249,"AT2G16440"
"4422",4422,"AT5G66820"
"795",795,"AT1G60960"
"502",502,"AT1G28340"
"2488",2488,"AT3G51050"
"523",523,"AT1G29890"
"4175",4175,"AT5G55480"
"693",693,"AT1G52150"
"2303",2303,"AT3G24800"
"4172",4172,"AT5G55260"
"3045",3045,"AT4G23640"
"3514",3514,"AT5G08540"
"3002",3002,"AT4G20020"
"2960",2960,"AT4G17280"
"1564",1564,"AT2G33845"
"2509",2509,"AT3G52190"
"254",254,"AT1G13220"
"4088",4088,"AT5G49910"
"1577",1577,"AT2G34660"
"3657",3657,"AT5G15580"
"425",425,"AT1G23040"
"3639",3639,"AT5G14680"
"3176",3176,"AT4G30850"
"3773",3773,"AT5G22070"
"771",771,"AT1G57610"
"3938",3938,"AT5G40610"
"2892",2892,"AT4G13200"
"2858",2858,"AT4G10620"
"1637",1637,"AT2G38280"
"2700",2700,"AT3G62370"
"2510",2510,"AT3G52210"
"2189",2189,"AT3G18510"
"3806",3806,"AT5G24020"
"821",821,"AT1G62980"
"2814",2814,"AT4G05020"
"3956",3956,"AT5G41790"
"369",369,"AT1G19660"
"2445",2445,"AT3G48410"
"4312",4312,"AT5G62460"
"340",340,"AT1G17745"
"894",894,"AT1G68670"
"3241",3241,"AT4G33890"
"1821",1821,"AT3G01090"
"408",408,"AT1G22280"
"2476",2476,"AT3G50590"
"1586",1586,"AT2G35020"
"2402",2402,"AT3G44600"
"1053",1053,"AT1G76940"
"1961",1961,"AT3G08640"
"2126",2126,"AT3G15120"
"898",898,"AT1G68825"
"4102",4102,"AT5G50740"
"3708",3708,"AT5G18230"
"581",581,"AT1G34010"
"3379",3379,"AT5G01210"
"2011",2011,"AT3G10640"
"2119",2119,"AT3G14890"
"1168",1168,"AT2G02710"
"2813",2813,"AT4G05000"
"3270",3270,"AT4G35335"
"241",241,"AT1G12580"
"1991",1991,"AT3G09980"
"2433",2433,"AT3G47890"
"4203",4203,"AT5G57015"
"737",737,"AT1G54390"
"1657",1657,"AT2G39440"
"2644",2644,"AT3G59380"
"2329",2329,"AT3G26610"
"3579",3579,"AT5G11975"
"1822",1822,"AT3G01150"
"3097",3097,"AT4G26430"
"1129",1129,"AT1G80790"
"3609",3609,"AT5G13260"
"3920",3920,"AT5G38840"
"2549",2549,"AT3G54290"
"3835",3835,"AT5G25830"
"3845",3845,"AT5G26680"
"1987",1987,"AT3G09850"
"1537",1537,"AT2G32080"
"2797",2797,"AT4G03390"
"2740",2740,"AT4G00620"
"1678",1678,"AT2G40316"
"132",132,"AT1G07510"
"3649",3649,"AT5G15130"
"1102",1102,"AT1G79850"
"3895",3895,"AT5G36210"
"3428",3428,"AT5G04170"
"2572",2572,"AT3G55030"
"381",381,"AT1G20460"
"421",421,"AT1G22930"
"344",344,"AT1G18260"
"3996",3996,"AT5G44170"
"4243",4243,"AT5G58787"
"3529",3529,"AT5G09440"
"2642",2642,"AT3G59300"
"2373",2373,"AT3G29270"
"243",243,"AT1G12650"
"3682",3682,"AT5G16780"
"1747",1747,"AT2G44520"
"1606",1606,"AT2G36380"
"1764",1764,"AT2G45330"
"861",861,"AT1G66180"
"4228",4228,"AT5G58070"
"727",727,"AT1G53920"
"4311",4311,"AT5G62410"
"1397",1397,"AT2G24310"
"2970",2970,"AT4G17830"
"4283",4283,"AT5G60990"
"2890",2890,"AT4G13050"
"762",762,"AT1G56230"
"2752",2752,"AT4G01290"
"679",679,"AT1G50575"
"2598",2598,"AT3G56960"
"3062",3062,"AT4G24680"
"52",52,"AT1G03910"
"2182",2182,"AT3G18210"
"2365",2365,"AT3G28730"
"3595",3595,"AT5G12440"
"390",390,"AT1G20980"
"2148",2148,"AT3G16230"
"2388",2388,"AT3G43230"
"3409",3409,"AT5G02820"
"4310",4310,"AT5G62260"
"3404",3404,"AT5G02480"
"1099",1099,"AT1G79730"
"1126",1126,"AT1G80700"
"709",709,"AT1G53180"
"1684",1684,"AT2G40730"
"3292",3292,"AT4G36480"
"2820",2820,"AT4G05450"
"1933",1933,"AT3G06960"
"3475",3475,"AT5G06350"
"2042",2042,"AT3G12140"
"2159",2159,"AT3G16840"
"149",149,"AT1G08260"
"342",342,"AT1G18040"
"2170",2170,"AT3G17590"
"1745",1745,"AT2G44490"
"1230",1230,"AT2G14260"
"1520",1520,"AT2G31140"
"1339",1339,"AT2G20725"
"350",350,"AT1G18630"
"3336",3336,"AT4G38250"
"1901",1901,"AT3G05100"
"1250",1250,"AT2G16460"
"3108",3108,"AT4G26900"
"1145",1145,"AT2G01410"
"1503",1503,"AT2G30000"
"2403",2403,"AT3G44716"
"1915",1915,"AT3G06110"
"3337",3337,"AT4G38260"
"904",904,"AT1G69220"
"1994",1994,"AT3G10080"
"24",24,"AT1G02305"
"3612",3612,"AT5G13340"
"2699",2699,"AT3G62360"
"2789",2789,"AT4G03020"
"1253",1253,"AT2G16530"
"571",571,"AT1G33250"
"2547",2547,"AT3G54250"
"3715",3715,"AT5G18540"
"3060",3060,"AT4G24500"
"278",278,"AT1G14685"
"652",652,"AT1G48650"
"4297",4297,"AT5G61530"
"3651",3651,"AT5G15180"
"78",78,"AT1G05180"
"782",782,"AT1G59830"
"4068",4068,"AT5G48720"
"2267",2267,"AT3G23050"
"1858",1858,"AT3G03220"
"2103",2103,"AT3G14190"
"272",272,"AT1G14230"
"2979",2979,"AT4G18593"
"879",879,"AT1G67950"
"3492",3492,"AT5G07040"
"15",15,"AT1G01960"
"4032",4032,"AT5G47010"
"954",954,"AT1G71740"
"3418",3418,"AT5G03280"
"4263",4263,"AT5G59770"
"3443",3443,"AT5G04870"
"1717",1717,"AT2G42780"
"221",221,"AT1G11400"
"1195",1195,"AT2G04940"
"1400",1400,"AT2G24490"
"3525",3525,"AT5G09330"
"4244",4244,"AT5G58920"
"1777",1777,"AT2G45990"
"57",57,"AT1G04260"
"2989",2989,"AT4G19140"
"2869",2869,"AT4G11080"
"1376",1376,"AT2G22660"
"4186",4186,"AT5G56140"
"2474",2474,"AT3G50520"
"3462",3462,"AT5G05960"
"1200",1200,"AT2G05630"
"190",190,"AT1G10130"
"3531",3531,"AT5G09590"
"4421",4421,"AT5G66815"
"2319",2319,"AT3G25920"
"1931",1931,"AT3G06868"
"1602",1602,"AT2G36250"
"1667",1667,"AT2G39720"
"2160",2160,"AT3G16850"
"2454",2454,"AT3G48880"
"79",79,"AT1G05190"
"329",329,"AT1G17350"
"1618",1618,"AT2G37060"
"3279",3279,"AT4G35905"
"2115",2115,"AT3G14740"
"1295",1295,"AT2G18630"
"535",535,"AT1G30480"
"862",862,"AT1G66250"
"3627",3627,"AT5G14060"
"3643",3643,"AT5G14730"
"71",71,"AT1G04950"
"2898",2898,"AT4G13530"
"1147",1147,"AT2G01505"
"3203",3203,"AT4G32285"
"4154",4154,"AT5G53800"
"2356",2356,"AT3G27884"
"224",224,"AT1G11740"
"3354",3354,"AT4G39050"
"3075",3075,"AT4G25310"
"456",456,"AT1G25682"
"1429",1429,"AT2G26280"
"931",931,"AT1G70580"
"1967",1967,"AT3G08780"
"1430",1430,"AT2G26360"
"3848",3848,"AT5G26742"
"4042",4042,"AT5G47480"
"289",289,"AT1G15140"
"1626",1626,"AT2G37585"
"1769",1769,"AT2G45540"
"4325",4325,"AT5G62950"
"2013",2013,"AT3G10690"
"3485",3485,"AT5G06700"
"519",519,"AT1G29785"
"2057",2057,"AT3G12650"
"2917",2917,"AT4G15030"
"1971",1971,"AT3G09035"
"3733",3733,"AT5G19330"
"625",625,"AT1G47230"
"801",801,"AT1G61590"
"4103",4103,"AT5G50920"
"183",183,"AT1G09645"
"115",115,"AT1G06550"
"3551",3551,"AT5G10695"
"3836",3836,"AT5G25890"
"463",463,"AT1G26450"
"552",552,"AT1G31940"
"3198",3198,"AT4G31910"
"361",361,"AT1G19300"
"1673",1673,"AT2G39890"
"2976",2976,"AT4G18340"
"836",836,"AT1G63800"
"2242",2242,"AT3G21400"
"4292",4292,"AT5G61380"
"3488",3488,"AT5G06800"
"4368",4368,"AT5G64610"
"3988",3988,"AT5G43760"
"594",594,"AT1G35680"
"4280",4280,"AT5G60930"
"3755",3755,"AT5G20490"
"2517",2517,"AT3G52430"
"2560",2560,"AT3G54680"
"1965",1965,"AT3G08740"
"1964",1964,"AT3G08710"
"2602",2602,"AT3G57030"
"2342",2342,"AT3G27160"
"2946",2946,"AT4G16563"
"3754",3754,"AT5G20350"
"2606",2606,"AT3G57220"
"3156",3156,"AT4G29680"
"1708",1708,"AT2G42080"
"3550",3550,"AT5G10625"
"4338",4338,"AT5G63370"
"3268",3268,"AT4G35220"
"770",770,"AT1G57540"
"40",40,"AT1G03290"
"1418",1418,"AT2G25870"
"4190",4190,"AT5G56240"
"197",197,"AT1G10430"
"3446",3446,"AT5G04990"
"3482",3482,"AT5G06560"
"2671",2671,"AT3G60900"
"568",568,"AT1G32930"
"2701",2701,"AT3G62450"
"4150",4150,"AT5G53530"
"909",909,"AT1G69420"
"1981",1981,"AT3G09700"
"3342",3342,"AT4G38460"
"1989",1989,"AT3G09900"
"2411",2411,"AT3G45630"
"3480",3480,"AT5G06460"
"4011",4011,"AT5G45360"
"3540",3540,"AT5G10060"
"2689",2689,"AT3G61980"
"2471",2471,"AT3G49990"
"1240",1240,"AT2G15290"
"2260",2260,"AT3G22780"
"566",566,"AT1G32750"
"3881",3881,"AT5G35160"
"757",757,"AT1G55880"
"477",477,"AT1G26960"
"2",2,"AT1G01070"
"1",1,"AT1G01020"
"3898",3898,"AT5G37020"
"2347",2347,"AT3G27325"
"3771",3771,"AT5G22040"
"1664",1664,"AT2G39670"
"2887",2887,"AT4G12760"
"4320",4320,"AT5G62640"
"3345",3345,"AT4G38500"
"2371",2371,"AT3G29170"
"1346",1346,"AT2G20890"
"2003",2003,"AT3G10350"
"3044",3044,"AT4G23590"
"2796",2796,"AT4G03320"
"968",968,"AT1G72175"
"2481",2481,"AT3G50830"
"2569",2569,"AT3G55005"
"3665",3665,"AT5G16260"
"3099",3099,"AT4G26542"
"58",58,"AT1G04280"
"3059",3059,"AT4G24490"
"2624",2624,"AT3G58180"
"3398",3398,"AT5G02100"
"1830",1830,"AT3G01435"
"2016",2016,"AT3G10810"
"803",803,"AT1G61667"
"245",245,"AT1G12780"
"3493",3493,"AT5G07220"
"2835",2835,"AT4G08690"
"1336",1336,"AT2G20610"
"1196",1196,"AT2G05170"
"634",634,"AT1G47840"
"1004",1004,"AT1G74770"
"2111",2111,"AT3G14595"
"3945",3945,"AT5G40890"
"2120",2120,"AT3G14940"
"3273",3273,"AT4G35410"
"4202",4202,"AT5G56900"
"3822",3822,"AT5G25070"
"2612",2612,"AT3G57410"
"1226",1226,"AT2G14045"
"3841",3841,"AT5G26210"
"1071",1071,"AT1G78240"
"1109",1109,"AT1G80190"
"2259",2259,"AT3G22680"
"580",580,"AT1G33990"
"287",287,"AT1G15110"
"3478",3478,"AT5G06395"
"4348",4348,"AT5G63640"
"899",899,"AT1G68920"
"3719",3719,"AT5G18860"
"3915",3915,"AT5G38530"
"982",982,"AT1G72820"
"158",158,"AT1G08600"
"1381",1381,"AT2G23040"
"3700",3700,"AT5G17840"
"835",835,"AT1G63690"
"1216",1216,"AT2G07715"
"262",262,"AT1G13580"
"3174",3174,"AT4G30810"
"1643",1643,"AT2G38580"
"2708",2708,"AT3G62800"
"1752",1752,"AT2G44770"
"2378",2378,"AT3G30180"
"1792",1792,"AT2G46890"
"30",30,"AT1G02690"
"3436",3436,"AT5G04440"
"1916",1916,"AT3G06170"
"2375",2375,"AT3G29350"
"1083",1083,"AT1G78920"
"1485",1485,"AT2G28670"
"4354",4354,"AT5G63890"
"3448",3448,"AT5G05250"
"2561",2561,"AT3G54690"
"2693",2693,"AT3G62190"
"458",458,"AT1G26180"
"3875",3875,"AT5G28900"
"2542",2542,"AT3G54085"
"1352",1352,"AT2G21240"
"2676",2676,"AT3G61010"
"1531",1531,"AT2G31710"
"2697",2697,"AT3G62310"
"1292",1292,"AT2G18380"
"2870",2870,"AT4G11120"
"2567",2567,"AT3G54910"
"824",824,"AT1G63170"
"1347",1347,"AT2G20920"
"2408",2408,"AT3G45190"
"290",290,"AT1G15230"
"98",98,"AT1G05870"
"3911",3911,"AT5G37850"
"3970",3970,"AT5G42740"
"2988",2988,"AT4G19120"
"2071",2071,"AT3G13070"
"854",854,"AT1G65280"
"921",921,"AT1G70080"
"2548",2548,"AT3G54260"
"3196",3196,"AT4G31790"
"843",843,"AT1G64385"
"2322",2322,"AT3G26340"
"21",21,"AT1G02150"
"872",872,"AT1G67280"
"2942",2942,"AT4G16380"
"2015",2015,"AT3G10760"
"555",555,"AT1G32130"
"1017",1017,"AT1G75335"
"716",716,"AT1G53500"
"118",118,"AT1G06790"
"2176",2176,"AT3G17940"
"1725",1725,"AT2G43110"
"514",514,"AT1G29220"
"2046",2046,"AT3G12230"
"3277",3277,"AT4G35790"
"2405",2405,"AT3G45040"
"2024",2024,"AT3G11420"
"1951",1951,"AT3G07750"
"1436",1436,"AT2G26640"
"4251",4251,"AT5G59180"
"2414",2414,"AT3G45850"
"3315",3315,"AT4G37260"
"4271",4271,"AT5G60300"
"276",276,"AT1G14453"
"442",442,"AT1G24280"
"92",92,"AT1G05785"
"1533",1533,"AT2G31740"
"4024",4024,"AT5G46420"
"4323",4323,"AT5G62810"
"441",441,"AT1G24267"
"3474",3474,"AT5G06320"
"4171",4171,"AT5G55230"
"1908",1908,"AT3G05580"
"3331",3331,"AT4G37940"
"3587",3587,"AT5G12190"
"595",595,"AT1G36160"
"4049",4049,"AT5G47820"
"3718",3718,"AT5G18830"
"2705",2705,"AT3G62660"
"476",476,"AT1G26940"
"3370",3370,"AT4G39955"
"2716",2716,"AT3G63010"
"3933",3933,"AT5G40280"
"927",927,"AT1G70290"
"4059",4059,"AT5G48440"
"3388",3388,"AT5G01710"
"1815",1815,"AT2G47970"
"3884",3884,"AT5G35430"
"2575",2575,"AT3G55260"
"1139",1139,"AT2G01170"
"2282",2282,"AT3G24020"
"4195",4195,"AT5G56630"
"4364",4364,"AT5G64290"
"3471",3471,"AT5G06210"
"2428",2428,"AT3G47590"
"3611",3611,"AT5G13330"
"3043",3043,"AT4G23460"
"3102",3102,"AT4G26620"
"38",38,"AT1G03250"
"2029",2029,"AT3G11590"
"2091",2091,"AT3G13760"
"1776",1776,"AT2G45830"
"3916",3916,"AT5G38560"
"3226",3226,"AT4G33130"
"2655",2655,"AT3G59980"
"56",56,"AT1G04210"
"1152",1152,"AT2G01640"
"2384",2384,"AT3G41762"
"54",54,"AT1G04070"
"1825",1825,"AT3G01220"
"2449",2449,"AT3G48710"
