"","X","WS_FLT_c1.which.mclass....1...1."
"392",392,"AT1G21380"
"1066",1066,"AT1G77670"
"4137",4137,"AT5G53090"
"4082",4082,"AT5G49640"
"616",616,"AT1G45015"
"2950",2950,"AT4G17040"
"187",187,"AT1G09927"
"1322",1322,"AT2G19680"
"4095",4095,"AT5G50175"
"1529",1529,"AT2G31570"
"3086",3086,"AT4G25820"
"1689",1689,"AT2G40980"
"4380",4380,"AT5G65050"
"1357",1357,"AT2G21440"
"198",198,"AT1G10470"
"3610",3610,"AT5G13300"
"2824",2824,"AT4G06701"
"763",763,"AT1G56430"
"3340",3340,"AT4G38350"
"1720",1720,"AT2G42840"
"3405",3405,"AT5G02580"
"1754",1754,"AT2G44970"
"3829",3829,"AT5G25490"
"3216",3216,"AT4G32880"
"383",383,"AT1G20560"
"4383",4383,"AT5G65220"
"2467",2467,"AT3G49800"
"2195",2195,"AT3G18860"
"3158",3158,"AT4G29830"
"3165",3165,"AT4G30280"
"1797",1797,"AT2G47060"
"1040",1040,"AT1G76440"
"233",233,"AT1G12050"
"3141",3141,"AT4G28610"
"2940",2940,"AT4G16330"
"2494",2494,"AT3G51330"
"1832",1832,"AT3G01690"
"4230",4230,"AT5G58100"
"1544",1544,"AT2G32560"
"1016",1016,"AT1G75310"
"3728",3728,"AT5G19180"
"1266",1266,"AT2G17230"
"184",184,"AT1G09730"
"1576",1576,"AT2G34630"
"2017",2017,"AT3G10915"
"4120",4120,"AT5G51960"
"2213",2213,"AT3G19790"
"1393",1393,"AT2G24170"
"102",102,"AT1G05960"
"1081",1081,"AT1G78800"
"208",208,"AT1G10760"
"2206",2206,"AT3G19515"
"529",529,"AT1G30130"
"729",729,"AT1G54060"
"1900",1900,"AT3G05090"
"1594",1594,"AT2G35736"
"2531",2531,"AT3G53120"
"99",99,"AT1G05890"
"2688",2688,"AT3G61850"
"3295",3295,"AT4G36640"
"3888",3888,"AT5G35700"
"2039",2039,"AT3G12030"
"280",280,"AT1G14710"
"603",603,"AT1G43700"
"1212",1212,"AT2G07175"
"2636",2636,"AT3G58750"
"321",321,"AT1G17110"
"1508",1508,"AT2G30160"
"1318",1318,"AT2G19572"
"1497",1497,"AT2G29210"
"2886",2886,"AT4G12720"
"1431",1431,"AT2G26430"
"142",142,"AT1G08010"
"4287",4287,"AT5G61140"
"2023",2023,"AT3G11397"
"3208",3208,"AT4G32640"
"643",643,"AT1G48230"
"1672",1672,"AT2G39810"
"906",906,"AT1G69330"
"248",248,"AT1G12845"
"3293",3293,"AT4G36520"
"1573",1573,"AT2G34357"
"3258",3258,"AT4G34630"
"605",605,"AT1G43860"
"1288",1288,"AT2G18240"
"3260",3260,"AT4G34710"
"3876",3876,"AT5G30490"
"1127",1127,"AT1G80720"
"4427",4427,"AT5G67130"
"2258",2258,"AT3G22590"
"1361",1361,"AT2G22000"
"3684",3684,"AT5G16830"
"377",377,"AT1G20110"
"1716",1716,"AT2G42770"
"3632",3632,"AT5G14210"
"1245",1245,"AT2G15790"
"2174",2174,"AT3G17860"
"3623",3623,"AT5G13890"
"3856",3856,"AT5G27380"
"1726",1726,"AT2G43130"
"755",755,"AT1G55730"
"3421",3421,"AT5G03540"
"4001",4001,"AT5G44560"
"3839",3839,"AT5G26110"
"1539",1539,"AT2G32170"
"1697",1697,"AT2G41620"
"3732",3732,"AT5G19320"
"3049",3049,"AT4G23895"
"1675",1675,"AT2G40110"
"1872",1872,"AT3G03860"
"1306",1306,"AT2G19160"
"3236",3236,"AT4G33540"
"748",748,"AT1G55490"
"3849",3849,"AT5G26800"
"1095",1095,"AT1G79529"
"1161",1161,"AT2G02180"
"3039",3039,"AT4G22756"
"14",14,"AT1G01940"
"601",601,"AT1G43670"
"4273",4273,"AT5G60490"
"626",626,"AT1G47250"
"2899",2899,"AT4G13640"
"890",890,"AT1G68490"
"86",86,"AT1G05410"
"2907",2907,"AT4G14430"
"3180",3180,"AT4G30993"
"4316",4316,"AT5G62550"
"4012",4012,"AT5G45430"
"3586",3586,"AT5G12150"
"2465",2465,"AT3G49640"
"4307",4307,"AT5G62170"
"833",833,"AT1G63500"
"3281",3281,"AT4G35950"
"3600",3600,"AT5G13020"
"3549",3549,"AT5G10560"
"3917",3917,"AT5G38590"
"892",892,"AT1G68580"
"3709",3709,"AT5G18250"
"1583",1583,"AT2G34900"
"1748",1748,"AT2G44530"
"3491",3491,"AT5G06970"
"1635",1635,"AT2G38180"
"2014",2014,"AT3G10740"
"1845",1845,"AT3G02600"
"2499",2499,"AT3G51610"
"2379",2379,"AT3G30350"
"3688",3688,"AT5G17070"
"3558",3558,"AT5G10930"
"1889",1889,"AT3G04680"
"1524",1524,"AT2G31350"
"685",685,"AT1G51590"
"649",649,"AT1G48610"
"414",414,"AT1G22610"
"316",316,"AT1G16800"
"1808",1808,"AT2G47700"
"240",240,"AT1G12500"
"4249",4249,"AT5G59030"
"2243",2243,"AT3G21420"
"2492",2492,"AT3G51280"
"2683",2683,"AT3G61540"
"2291",2291,"AT3G24315"
"2055",2055,"AT3G12570"
"35",35,"AT1G03060"
"3222",3222,"AT4G33060"
"641",641,"AT1G48200"
"3017",3017,"AT4G21560"
"2515",2515,"AT3G52390"
"2586",2586,"AT3G56050"
"2415",2415,"AT3G46180"
"2387",2387,"AT3G42950"
"291",291,"AT1G15240"
"1276",1276,"AT2G17450"
"1563",1563,"AT2G33840"
"151",151,"AT1G08370"
"1434",1434,"AT2G26590"
"1614",1614,"AT2G36895"
"4429",4429,"AT5G67250"
"1131",1131,"AT1G80940"
"2774",2774,"AT4G02400"
"953",953,"AT1G71696"
"226",226,"AT1G11790"
"3569",3569,"AT5G11690"
"759",759,"AT1G55900"
"908",908,"AT1G69390"
"1447",1447,"AT2G27040"
"711",711,"AT1G53290"
"1396",1396,"AT2G24300"
"4176",4176,"AT5G55510"
"3607",3607,"AT5G13160"
"1486",1486,"AT2G28671"
"3507",3507,"AT5G08280"
"3323",3323,"AT4G37630"
"3145",3145,"AT4G28830"
"672",672,"AT1G50320"
"1620",1620,"AT2G37220"
"4194",4194,"AT5G56580"
"1408",1408,"AT2G25250"
"1523",1523,"AT2G31305"
"2172",2172,"AT3G17800"
"2750",2750,"AT4G01140"
"4015",4015,"AT5G45590"
"4096",4096,"AT5G50180"
"2491",2491,"AT3G51140"
"2518",2518,"AT3G52470"
"4447",4447,"ATCG00860"
"837",837,"AT1G63970"
"1386",1386,"AT2G23420"
"1298",1298,"AT2G18735"
"3802",3802,"AT5G23630"
"351",351,"AT1G18700"
"1080",1080,"AT1G78700"
"3859",3859,"AT5G27410"
"2315",2315,"AT3G25710"
"3783",3783,"AT5G22630"
"2788",2788,"AT4G02980"
"3183",3183,"AT4G31040"
"2198",2198,"AT3G19050"
"2818",2818,"AT4G05400"
"940",940,"AT1G71070"
"3363",3363,"AT4G39460"
"3433",3433,"AT5G04320"
"1907",1907,"AT3G05545"
"495",495,"AT1G28100"
"4101",4101,"AT5G50680"
"1809",1809,"AT2G47710"
"371",371,"AT1G19770"
"3693",3693,"AT5G17280"
"905",905,"AT1G69250"
"2188",2188,"AT3G18490"
"4199",4199,"AT5G56750"
"2668",2668,"AT3G60830"
"2337",2337,"AT3G27027"
"1566",1566,"AT2G34020"
"3125",3125,"AT4G27880"
"315",315,"AT1G16710"
"4153",4153,"AT5G53770"
"4122",4122,"AT5G52070"
"2404",2404,"AT3G44720"
"2922",2922,"AT4G15420"
"4343",4343,"AT5G63500"
"583",583,"AT1G34110"
"697",697,"AT1G52420"
"4308",4308,"AT5G62180"
"1030",1030,"AT1G75860"
"1893",1893,"AT3G04880"
"2416",2416,"AT3G46430"
"3907",3907,"AT5G37710"
"2166",2166,"AT3G17365"
"726",726,"AT1G53840"
"4201",4201,"AT5G56890"
"2846",2846,"AT4G09650"
"4182",4182,"AT5G56000"
"1015",1015,"AT1G75280"
"4090",4090,"AT5G49950"
"738",738,"AT1G54460"
"3427",3427,"AT5G04160"
"3673",3673,"AT5G16550"
"3634",3634,"AT5G14270"
"2036",2036,"AT3G11945"
"327",327,"AT1G17285"
"1062",1062,"AT1G77540"
"212",212,"AT1G10890"
"2302",2302,"AT3G24730"
"834",834,"AT1G63640"
"3393",3393,"AT5G01960"
"3205",3205,"AT4G32420"
"2521",2521,"AT3G52630"
"1611",1611,"AT2G36835"
"3779",3779,"AT5G22350"
"4235",4235,"AT5G58430"
"2613",2613,"AT3G57450"
"2299",2299,"AT3G24570"
"4434",4434,"AT5G67390"
"473",473,"AT1G26840"
"2616",2616,"AT3G57660"
"2168",2168,"AT3G17420"
"3809",3809,"AT5G24170"
"2289",2289,"AT3G24240"
"2305",2305,"AT3G24880"
"3444",3444,"AT5G04910"
"4158",4158,"AT5G53940"
"1220",1220,"AT2G09225"
"2326",2326,"AT3G26470"
"69",69,"AT1G04900"
"3936",3936,"AT5G40530"
"1186",1186,"AT2G03890"
"3368",3368,"AT4G39880"
"2904",2904,"AT4G14300"
"893",893,"AT1G68660"
"3963",3963,"AT5G42150"
"3752",3752,"AT5G20130"
"1912",1912,"AT3G05760"
"2632",2632,"AT3G58640"
"1605",1605,"AT2G36305"
"4114",4114,"AT5G51590"
"4370",4370,"AT5G64670"
"3764",3764,"AT5G21070"
"192",192,"AT1G10180"
"1930",1930,"AT3G06860"
"4002",4002,"AT5G44720"
"2396",2396,"AT3G44190"
"4061",4061,"AT5G48545"
"3883",3883,"AT5G35320"
"1935",1935,"AT3G07140"
"949",949,"AT1G71410"
"3210",3210,"AT4G32680"
"2727",2727,"AT3G66658"
"4205",4205,"AT5G57110"
"3122",3122,"AT4G27745"
"285",285,"AT1G15002"
"165",165,"AT1G08700"
"2060",2060,"AT3G12710"
"174",174,"AT1G09160"
"2721",2721,"AT3G63260"
"1078",1078,"AT1G78670"
"3380",3380,"AT5G01215"
"104",104,"AT1G06060"
"2422",2422,"AT3G46640"
"4333",4333,"AT5G63160"
"3606",3606,"AT5G13110"
"3317",3317,"AT4G37300"
"1654",1654,"AT2G39300"
"1641",1641,"AT2G38470"
"2224",2224,"AT3G20500"
"3350",3350,"AT4G38710"
"4118",4118,"AT5G51840"
"2395",2395,"AT3G44150"
"449",449,"AT1G24764"
"1869",1869,"AT3G03740"
"3142",3142,"AT4G28703"
"943",943,"AT1G71190"
"3910",3910,"AT5G37790"
"3430",3430,"AT5G04260"
"2580",2580,"AT3G55560"
"2110",2110,"AT3G14415"
"2171",2171,"AT3G17650"
"3585",3585,"AT5G12130"
"4058",4058,"AT5G48360"
"515",515,"AT1G29260"
"1417",1417,"AT2G25840"
"1802",1802,"AT2G47390"
"4319",4319,"AT5G62610"
"3758",3758,"AT5G20660"
"3800",3800,"AT5G23590"
"2372",2372,"AT3G29200"
"638",638,"AT1G48110"
"3194",3194,"AT4G31590"
"3601",3601,"AT5G13030"
"1691",1691,"AT2G41130"
"2599",2599,"AT3G56990"
"1625",1625,"AT2G37570"
"4222",4222,"AT5G57950"
"3155",3155,"AT4G29660"
"2529",2529,"AT3G52910"
"169",169,"AT1G08930"
"3548",3548,"AT5G10520"
"4085",4085,"AT5G49710"
"119",119,"AT1G06850"
"3201",3201,"AT4G32260"
"3896",3896,"AT5G36890"
"110",110,"AT1G06290"
"1504",1504,"AT2G30060"
"680",680,"AT1G50600"
"1926",1926,"AT3G06740"
"2672",2672,"AT3G60910"
"989",989,"AT1G73250"
"2821",2821,"AT4G05460"
"145",145,"AT1G08130"
"1651",1651,"AT2G39130"
"3984",3984,"AT5G43560"
"769",769,"AT1G56680"
"3714",3714,"AT5G18500"
"4006",4006,"AT5G45000"
"4218",4218,"AT5G57850"
"405",405,"AT1G22140"
"55",55,"AT1G04120"
"461",461,"AT1G26340"
"416",416,"AT1G22790"
"4345",4345,"AT5G63570"
"1919",1919,"AT3G06400"
"2596",2596,"AT3G56910"
"385",385,"AT1G20610"
"2004",2004,"AT3G10380"
"2222",2222,"AT3G20330"
"1814",1814,"AT2G47940"
"2756",2756,"AT4G01430"
"586",586,"AT1G34320"
"1316",1316,"AT2G19560"
"702",702,"AT1G52750"
"925",925,"AT1G70180"
"674",674,"AT1G50410"
"2054",2054,"AT3G12480"
"3745",3745,"AT5G19820"
"4414",4414,"AT5G66320"
"2143",2143,"AT3G16050"
"2854",2854,"AT4G10300"
"640",640,"AT1G48170"
"3143",3143,"AT4G28706"
"2742",2742,"AT4G00740"
"2508",2508,"AT3G52170"
"622",622,"AT1G45976"
"1555",1555,"AT2G33390"
"994",994,"AT1G73840"
"200",200,"AT1G10500"
"3302",3302,"AT4G36860"
"1158",1158,"AT2G01910"
"741",741,"AT1G54770"
"264",264,"AT1G13640"
"829",829,"AT1G63310"
"3030",3030,"AT4G22320"
"3182",3182,"AT4G31020"
"1345",1345,"AT2G20860"
"4337",4337,"AT5G63320"
"2357",2357,"AT3G28180"
"335",335,"AT1G17530"
"482",482,"AT1G27300"
"4277",4277,"AT5G60690"
"1089",1089,"AT1G79200"
"1353",1353,"AT2G21270"
"4245",4245,"AT5G58930"
"723",723,"AT1G53710"
"3154",3154,"AT4G29490"
"3512",3512,"AT5G08390"
"728",728,"AT1G54010"
"1940",1940,"AT3G07315"
"4048",4048,"AT5G47760"
"2452",2452,"AT3G48820"
"1958",1958,"AT3G08040"
"3943",3943,"AT5G40830"
"37",37,"AT1G03110"
"2921",2921,"AT4G15415"
"2085",2085,"AT3G13610"
"1550",1550,"AT2G32900"
"3711",3711,"AT5G18400"
"2227",2227,"AT3G20630"
"2142",2142,"AT3G15980"
"3224",3224,"AT4G33090"
"3459",3459,"AT5G05800"
"4361",4361,"AT5G64090"
"1924",1924,"AT3G06550"
"2330",2330,"AT3G26618"
"3847",3847,"AT5G26740"
"3517",3517,"AT5G08580"
"1438",1438,"AT2G26670"
"2765",2765,"AT4G02010"
"292",292,"AT1G15280"
"1425",1425,"AT2G26190"
"2083",2083,"AT3G13490"
"3949",3949,"AT5G41060"
"3406",3406,"AT5G02590"
"3240",3240,"AT4G33740"
"3872",3872,"AT5G28740"
"2595",2595,"AT3G56850"
"3006",3006,"AT4G20280"
"3654",3654,"AT5G15440"
"2680",2680,"AT3G61260"
"2458",2458,"AT3G49250"
"698",698,"AT1G52500"
"2392",2392,"AT3G43440"
"760",760,"AT1G56190"
"2588",2588,"AT3G56210"
"2875",2875,"AT4G11630"
"3554",3554,"AT5G10750"
"4000",4000,"AT5G44460"
"1699",1699,"AT2G41710"
"1445",1445,"AT2G26990"
"993",993,"AT1G73820"
"1305",1305,"AT2G19110"
"265",265,"AT1G13690"
"1399",1399,"AT2G24420"
"3233",3233,"AT4G33430"
"286",286,"AT1G15020"
"671",671,"AT1G50140"
"1228",1228,"AT2G14120"
"4298",4298,"AT5G61770"
"1746",1746,"AT2G44500"
"4191",4191,"AT5G56280"
"2590",2590,"AT3G56580"
"2617",2617,"AT3G58030"
"2386",2386,"AT3G42150"
"657",657,"AT1G48970"
"1281",1281,"AT2G17870"
"1328",1328,"AT2G20000"
"589",589,"AT1G34630"
"564",564,"AT1G32630"
"3926",3926,"AT5G39730"
"1247",1247,"AT2G16280"
"318",318,"AT1G16900"
"3422",3422,"AT5G03570"
"4053",4053,"AT5G47920"
"3899",3899,"AT5G37055"
"2229",2229,"AT3G20800"
"4437",4437,"AT5G67630"
"260",260,"AT1G13450"
"3431",3431,"AT5G04280"
"2780",2780,"AT4G02680"
"3731",3731,"AT5G19300"
"1472",1472,"AT2G28310"
"3347",3347,"AT4G38570"
"4071",4071,"AT5G48970"
"16",16,"AT1G01990"
"1246",1246,"AT2G15860"
"1902",1902,"AT3G05220"
"4185",4185,"AT5G56130"
"4107",4107,"AT5G51280"
"1705",1705,"AT2G41960"
"1183",1183,"AT2G03760"
"3299",3299,"AT4G36750"
"2568",2568,"AT3G55000"
"1008",1008,"AT1G74970"
"3820",3820,"AT5G24980"
"2321",2321,"AT3G25980"
"2063",2063,"AT3G12860"
"4033",4033,"AT5G47060"
"1338",1338,"AT2G20690"
"855",855,"AT1G65440"
"849",849,"AT1G64990"
"2541",2541,"AT3G54030"
"1929",1929,"AT3G06850"
"2524",2524,"AT3G52760"
"3077",3077,"AT4G25320"
"373",373,"AT1G19850"
"474",474,"AT1G26910"
"3004",3004,"AT4G20210"
"1311",1311,"AT2G19385"
"764",764,"AT1G56460"
"807",807,"AT1G61770"
"453",453,"AT1G25500"
"251",251,"AT1G13160"
"3211",3211,"AT4G32760"
"3287",3287,"AT4G36360"
"3588",3588,"AT5G12200"
"1998",1998,"AT3G10210"
"2860",2860,"AT4G10710"
"4451",4451,"ATMG00410"
"3451",3451,"AT5G05470"
"3212",3212,"AT4G32830"
"2664",2664,"AT3G60500"
"3425",3425,"AT5G04090"
"3513",3513,"AT5G08391"
"3686",3686,"AT5G17020"
"3048",3048,"AT4G23860"
"4223",4223,"AT5G58000"
"2972",2972,"AT4G17940"
"924",924,"AT1G70160"
"1047",1047,"AT1G76760"
"653",653,"AT1G48790"
"2865",2865,"AT4G10925"
"1452",1452,"AT2G27140"
"897",897,"AT1G68810"
"1235",1235,"AT2G14825"
"1807",1807,"AT2G47620"
"3927",3927,"AT5G39990"
"2122",2122,"AT3G15010"
"2502",2502,"AT3G51850"
"528",528,"AT1G30110"
"767",767,"AT1G56590"
"886",886,"AT1G68300"
"2366",2366,"AT3G28940"
"1511",1511,"AT2G30395"
"2283",2283,"AT3G24040"
"2246",2246,"AT3G21510"
"813",813,"AT1G62330"
"2841",2841,"AT4G09160"
"646",646,"AT1G48350"
"1086",1086,"AT1G79070"
"3324",3324,"AT4G37640"
"3798",3798,"AT5G23420"
"3644",3644,"AT5G14750"
"885",885,"AT1G68230"
"1184",1184,"AT2G03780"
"3979",3979,"AT5G43180"
"932",932,"AT1G70620"
"510",510,"AT1G29020"
"1714",1714,"AT2G42670"
"2776",2776,"AT4G02480"
"1390",1390,"AT2G24050"
"231",231,"AT1G12020"
"1024",1024,"AT1G75670"
"996",996,"AT1G73930"
"2920",2920,"AT4G15410"
"154",154,"AT1G08490"
"2328",2328,"AT3G26590"
"2784",2784,"AT4G02800"
"3352",3352,"AT4G38810"
"851",851,"AT1G65030"
"2457",2457,"AT3G49180"
"1856",1856,"AT3G03050"
"2100",2100,"AT3G14120"
"1962",1962,"AT3G08650"
"1032",1032,"AT1G75990"
"2764",2764,"AT4G01897"
"3640",3640,"AT5G14690"
"4119",4119,"AT5G51940"
"1759",1759,"AT2G45160"
"1793",1793,"AT2G46920"
"2980",2980,"AT4G18600"
"1878",1878,"AT3G04230"
"3283",3283,"AT4G36060"
"1409",1409,"AT2G25260"
"3753",3753,"AT5G20200"
"527",527,"AT1G30080"
"582",582,"AT1G34020"
"2932",2932,"AT4G15930"
"2207",2207,"AT3G19520"
"3998",3998,"AT5G44380"
"1645",1645,"AT2G38620"
"84",84,"AT1G05360"
"2333",2333,"AT3G26690"
"3948",3948,"AT5G41020"
"2041",2041,"AT3G12130"
"543",543,"AT1G31020"
"4397",4397,"AT5G65910"
"1927",1927,"AT3G06750"
"901",901,"AT1G69010"
"628",628,"AT1G47380"
"4436",4436,"AT5G67540"
"4091",4091,"AT5G49970"
"608",608,"AT1G44170"
"1001",1001,"AT1G74380"
"700",700,"AT1G52710"
"2811",2811,"AT4G04940"
"1656",1656,"AT2G39420"
"2335",2335,"AT3G26730"
"267",267,"AT1G13980"
"2327",2327,"AT3G26560"
"2873",2873,"AT4G11547"
"2576",2576,"AT3G55340"
"3957",3957,"AT5G41880"
"2564",2564,"AT3G54840"
"3137",3137,"AT4G28470"
"4242",4242,"AT5G58730"
"3486",3486,"AT5G06750"
"690",690,"AT1G51760"
"1954",1954,"AT3G07790"
"2161",2161,"AT3G16910"
"3068",3068,"AT4G24940"
"4288",4288,"AT5G61210"
"623",623,"AT1G46264"
"3",3,"AT1G01110"
"2138",2138,"AT3G15680"
"4170",4170,"AT5G55200"
"2930",2930,"AT4G15830"
"2292",2292,"AT3G24350"
"4077",4077,"AT5G49450"
"1317",1317,"AT2G19570"
"918",918,"AT1G69850"
"2574",2574,"AT3G55200"
"2266",2266,"AT3G23030"
"2314",2314,"AT3G25600"
"1006",1006,"AT1G74940"
"2413",2413,"AT3G45770"
"3861",3861,"AT5G27540"
"749",749,"AT1G55500"
"1064",1064,"AT1G77590"
"1369",1369,"AT2G22430"
"1938",1938,"AT3G07220"
"2478",2478,"AT3G50660"
"2848",2848,"AT4G10050"
"376",376,"AT1G19990"
"1191",1191,"AT2G04700"
"3490",3490,"AT5G06950"
"4181",4181,"AT5G55990"
"842",842,"AT1G64350"
"2706",2706,"AT3G62680"
"607",607,"AT1G43910"
"62",62,"AT1G04520"
"3052",3052,"AT4G24210"
"22",22,"AT1G02170"
"1957",1957,"AT3G07990"
"1150",1150,"AT2G01600"
"3908",3908,"AT5G37720"
"483",483,"AT1G27385"
"599",599,"AT1G42990"
"2277",2277,"AT3G23710"
"1853",1853,"AT3G02920"
"720",720,"AT1G53590"
"2983",2983,"AT4G18760"
"1993",1993,"AT3G10050"
"2212",2212,"AT3G19740"
"2977",2977,"AT4G18360"
"1677",1677,"AT2G40190"
"1538",1538,"AT2G32150"
"2981",2981,"AT4G18670"
"3100",3100,"AT4G26550"
"2359",2359,"AT3G28455"
"1320",1320,"AT2G19640"
"2957",2957,"AT4G17220"
"3650",3650,"AT5G15150"
"3333",3333,"AT4G38210"
"4179",4179,"AT5G55630"
"2782",2782,"AT4G02720"
"1632",1632,"AT2G37940"
"1022",1022,"AT1G75440"
"2710",2710,"AT3G62860"
"281",281,"AT1G14730"
"4396",4396,"AT5G65900"
"1640",1640,"AT2G38450"
"3452",3452,"AT5G05520"
"2081",2081,"AT3G13350"
"1370",1370,"AT2G22450"
"2769",2769,"AT4G02150"
"2577",2577,"AT3G55420"
"1899",1899,"AT3G05070"
"1358",1358,"AT2G21470"
"2526",2526,"AT3G52860"
"2096",2096,"AT3G14010"
"3748",3748,"AT5G19930"
"3533",3533,"AT5G09850"
"2251",2251,"AT3G22120"
"1444",1444,"AT2G26980"
"3312",3312,"AT4G37130"
"868",868,"AT1G67080"
"4034",4034,"AT5G47080"
"765",765,"AT1G56570"
"3325",3325,"AT4G37650"
"2450",2450,"AT3G48760"
"47",47,"AT1G03610"
"823",823,"AT1G63110"
"2897",2897,"AT4G13390"
"1439",1439,"AT2G26700"
"199",199,"AT1G10490"
"3305",3305,"AT4G36980"
"218",218,"AT1G11200"
"3171",3171,"AT4G30500"
"2615",2615,"AT3G57560"
"1280",1280,"AT2G17790"
"3564",3564,"AT5G11450"
"2791",2791,"AT4G03110"
"4302",4302,"AT5G61960"
"784",784,"AT1G60080"
"203",203,"AT1G10600"
"3130",3130,"AT4G28100"
"1424",1424,"AT2G26170"
"3846",3846,"AT5G26731"
"293",293,"AT1G15390"
"1621",1621,"AT2G37230"
"2810",2810,"AT4G04870"
"4045",4045,"AT5G47710"
"2053",2053,"AT3G12400"
"3958",3958,"AT5G41940"
"1674",1674,"AT2G39940"
"1548",1548,"AT2G32710"
"3671",3671,"AT5G16450"
"312",312,"AT1G16340"
"3854",3854,"AT5G27280"
"695",695,"AT1G52360"
"3824",3824,"AT5G25160"
"326",326,"AT1G17280"
"46",46,"AT1G03590"
"1330",1330,"AT2G20190"
"2573",2573,"AT3G55140"
"942",942,"AT1G71170"
"141",141,"AT1G07990"
"4317",4317,"AT5G62560"
"1018",1018,"AT1G75340"
"4132",4132,"AT5G52882"
"1073",1073,"AT1G78420"
"3981",3981,"AT5G43310"
"957",957,"AT1G71865"
"3867",3867,"AT5G27840"
"1773",1773,"AT2G45700"
"1516",1516,"AT2G30880"
"345",345,"AT1G18270"
"1816",1816,"AT2G47980"
"2643",2643,"AT3G59360"
"4366",4366,"AT5G64420"
"4216",4216,"AT5G57700"
"2519",2519,"AT3G52490"
"2280",2280,"AT3G23880"
"1983",1983,"AT3G09770"
"725",725,"AT1G53730"
"3553",3553,"AT5G10745"
"1835",1835,"AT3G01820"
"1477",1477,"AT2G28410"
"3121",3121,"AT4G27720"
"4217",4217,"AT5G57815"
"694",694,"AT1G52340"
"430",430,"AT1G23310"
"3127",3127,"AT4G28025"
"3968",3968,"AT5G42560"
"4100",4100,"AT5G50665"
"4407",4407,"AT5G66090"
"423",423,"AT1G23000"
"3011",3011,"AT4G20410"
"2118",2118,"AT3G14860"
"3225",3225,"AT4G33100"
"658",658,"AT1G49032"
"4027",4027,"AT5G46780"
"3346",3346,"AT4G38540"
"249",249,"AT1G12850"
"2308",2308,"AT3G25150"
"2728",2728,"AT4G00026"
"3012",3012,"AT4G21090"
"584",584,"AT1G34130"
"806",806,"AT1G61740"
"4225",4225,"AT5G58010"
"1519",1519,"AT2G31082"
"1545",1545,"AT2G32580"
"1123",1123,"AT1G80620"
"1955",1955,"AT3G07800"
"3378",3378,"AT5G01160"
"2044",2044,"AT3G12200"
"2205",2205,"AT3G19510"
"1593",1593,"AT2G35620"
"2273",2273,"AT3G23325"
"2868",2868,"AT4G11060"
"1303",1303,"AT2G18910"
"1055",1055,"AT1G77030"
"2503",2503,"AT3G51910"
"3825",3825,"AT5G25170"
"471",471,"AT1G26690"
"2346",2346,"AT3G27310"
"1038",1038,"AT1G76340"
"3982",3982,"AT5G43320"
"1227",1227,"AT2G14100"
"2555",2555,"AT3G54380"
"3873",3873,"AT5G28750"
"500",500,"AT1G28280"
"3464",3464,"AT5G05987"
"3032",3032,"AT4G22360"
"1918",1918,"AT3G06380"
"4041",4041,"AT5G47455"
"2001",2001,"AT3G10330"
"666",666,"AT1G49820"
"2231",2231,"AT3G20920"
"2559",2559,"AT3G54660"
"4087",4087,"AT5G49830"
"787",787,"AT1G60200"
"2218",2218,"AT3G20130"
"675",675,"AT1G50420"
"612",612,"AT1G44835"
"2199",2199,"AT3G19120"
"1051",1051,"AT1G76900"
"4112",4112,"AT5G51560"
"3619",3619,"AT5G13570"
"97",97,"AT1G05860"
"3010",3010,"AT4G20400"
"2694",2694,"AT3G62240"
"3329",3329,"AT4G37820"
"2334",2334,"AT3G26720"
"1885",1885,"AT3G04560"
"3214",3214,"AT4G32850"
"1093",1093,"AT1G79440"
"330",330,"AT1G17430"
"3055",3055,"AT4G24370"
"3599",3599,"AT5G12980"
"974",974,"AT1G72410"
"4106",4106,"AT5G51220"
"3496",3496,"AT5G07370"
"1264",1264,"AT2G17190"
"4030",4030,"AT5G46850"
"883",883,"AT1G68150"
"3932",3932,"AT5G40250"
"2582",2582,"AT3G55610"
"613",613,"AT1G44900"
"2285",2285,"AT3G24120"
"3349",3349,"AT4G38600"
"2783",2783,"AT4G02740"
"180",180,"AT1G09520"
"1826",1826,"AT3G01260"
"2861",2861,"AT4G10750"
"4439",4439,"ATCG00340"
"1947",1947,"AT3G07565"
"3178",3178,"AT4G30980"
"1735",1735,"AT2G44040"
"1308",1308,"AT2G19270"
"1153",1153,"AT2G01690"
"4384",4384,"AT5G65260"
"2095",2095,"AT3G14000"
"2406",2406,"AT3G45090"
"2792",2792,"AT4G03120"
"1492",1492,"AT2G29080"
"1021",1021,"AT1G75400"
"2435",2435,"AT3G47930"
"2451",2451,"AT3G48780"
"3238",3238,"AT4G33650"
"585",585,"AT1G34190"
"2790",2790,"AT4G03100"
"311",311,"AT1G16300"
"295",295,"AT1G15570"
"1946",1946,"AT3G07510"
"3070",3070,"AT4G24990"
"2534",2534,"AT3G53210"
"359",359,"AT1G19180"
"2627",2627,"AT3G58490"
"2050",2050,"AT3G12300"
"484",484,"AT1G27390"
"3832",3832,"AT5G25560"
"1324",1324,"AT2G19810"
"3064",3064,"AT4G24760"
"2247",2247,"AT3G21540"
"783",783,"AT1G59870"
"128",128,"AT1G07350"
"2779",2779,"AT4G02640"
"2193",2193,"AT3G18790"
"3679",3679,"AT5G16710"
"3913",3913,"AT5G38380"
