"","X","WS_FLT_c1.which.mclass....4...1."
"149",149,"AT1G07119"
"3898",3898,"AT5G64710"
"2805",2805,"AT4G21350"
"252",252,"AT1G10610"
"1251",1251,"AT2G09190"
"1483",1483,"AT2G31830"
"3151",3151,"AT5G04330"
"1298",1298,"AT2G17260"
"1798",1798,"AT3G02535"
"3149",3149,"AT5G04230"
"1388",1388,"AT2G23672"
"873",873,"AT1G65950"
"1101",1101,"AT1G77990"
"3681",3681,"AT5G49780"
"2954",2954,"AT4G33610"
"2830",2830,"AT4G22990"
"2771",2771,"AT4G18770"
"3883",3883,"AT5G63630"
"1152",1152,"AT2G01320"
"3994",3994,"ATMG01120"
"3860",3860,"AT5G61800"
"1453",1453,"AT2G29260"
"1630",1630,"AT2G39620"
"973",973,"AT1G71500"
"3556",3556,"AT5G42310"
"974",974,"AT1G71720"
"1250",1250,"AT2G09090"
"2831",2831,"AT4G23000"
"1394",1394,"AT2G24140"
"1096",1096,"AT1G77530"
"85",85,"AT1G04973"
"1147",1147,"AT1G80840"
"1667",1667,"AT2G41905"
"1650",1650,"AT2G41105"
"1216",1216,"AT2G07658"
"3591",3591,"AT5G44550"
"2803",2803,"AT4G21300"
"1172",1172,"AT2G03110"
"384",384,"AT1G18075"
"1155",1155,"AT2G01590"
"2323",2323,"AT3G50300"
"3894",3894,"AT5G64640"
"2861",2861,"AT4G25410"
"2977",2977,"AT4G35210"
"1707",1707,"AT2G44690"
"3767",3767,"AT5G55490"
"770",770,"AT1G60630"
"2519",2519,"AT3G63480"
"3476",3476,"AT5G35970"
"3075",3075,"AT5G01445"
"1357",1357,"AT2G21850"
"3606",3606,"AT5G45113"
"777",777,"AT1G61215"
"677",677,"AT1G52430"
"771",771,"AT1G60700"
"1771",1771,"AT3G01515"
"2100",2100,"AT3G22740"
"3456",3456,"AT5G27290"
"2131",2131,"AT3G25410"
"128",128,"AT1G06143"
"3513",3513,"AT5G39670"
"2276",2276,"AT3G47760"
"686",686,"AT1G53060"
"3419",3419,"AT5G24040"
"1696",1696,"AT2G43620"
"2879",2879,"AT4G26770"
"3869",3869,"AT5G62360"
"1066",1066,"AT1G75820"
"1392",1392,"AT2G23960"
"3708",3708,"AT5G51380"
"3156",3156,"AT5G04680"
"63",63,"AT1G04247"
"50",50,"AT1G03990"
"2813",2813,"AT4G21865"
"812",812,"AT1G62840"
"389",389,"AT1G18382"
"396",396,"AT1G18773"
"3572",3572,"AT5G43420"
"1044",1044,"AT1G74830"
"2721",2721,"AT4G15350"
"806",806,"AT1G62670"
"2201",2201,"AT3G29760"
"2302",2302,"AT3G49400"
"1081",1081,"AT1G76640"
"2638",2638,"AT4G10770"
"1495",1495,"AT2G32410"
"1503",1503,"AT2G32795"
"3761",3761,"AT5G54790"
"3312",3312,"AT5G15940"
"1439",1439,"AT2G28210"
"2118",2118,"AT3G23930"
"616",616,"AT1G48500"
"3066",3066,"AT5G01190"
"1381",1381,"AT2G23290"
"2883",2883,"AT4G26850"
"1567",1567,"AT2G35945"
"3929",3929,"AT5G66607"
"3549",3549,"AT5G41870"
"95",95,"AT1G05230"
"136",136,"AT1G06357"
"1775",1775,"AT3G01670"
"11",11,"AT1G01740"
"3219",3219,"AT5G09285"
"580",580,"AT1G35545"
"740",740,"AT1G56670"
"369",369,"AT1G17235"
"1313",1313,"AT2G18370"
"3505",3505,"AT5G38850"
"3571",3571,"AT5G43330"
"1352",1352,"AT2G21710"
"3166",3166,"AT5G05840"
"2489",2489,"AT3G61380"
"2525",2525,"AT4G00850"
"3776",3776,"AT5G55900"
"3709",3709,"AT5G51440"
"2288",2288,"AT3G48420"
"3971",3971,"ATCG01090"
"1458",1458,"AT2G29630"
"2238",2238,"AT3G45390"
"2436",2436,"AT3G58190"
"3152",3152,"AT5G04360"
"97",97,"AT1G05273"
"675",675,"AT1G52400"
"430",430,"AT1G20860"
"3301",3301,"AT5G15160"
"1332",1332,"AT2G19970"
"1606",1606,"AT2G38070"
"1842",1842,"AT3G04800"
"3239",3239,"AT5G10080"
"2490",2490,"AT3G61550"
"3110",3110,"AT5G02400"
"3202",3202,"AT5G07780"
"1035",1035,"AT1G74490"
"175",175,"AT1G08035"
"2369",2369,"AT3G53510"
"1011",1011,"AT1G73580"
"3590",3590,"AT5G44530"
"2061",2061,"AT3G18930"
"2385",2385,"AT3G54930"
"2169",2169,"AT3G27480"
"1951",1951,"AT3G10780"
"1715",1715,"AT2G45040"
"2088",2088,"AT3G21470"
"3665",3665,"AT5G48690"
"1199",1199,"AT2G05255"
"3192",3192,"AT5G07390"
"2422",2422,"AT3G57430"
"2466",2466,"AT3G60040"
"3484",3484,"AT5G37500"
"944",944,"AT1G70070"
"2086",2086,"AT3G21340"
"3524",3524,"AT5G40270"
"257",257,"AT1G10960"
"3579",3579,"AT5G43725"
"3137",3137,"AT5G03553"
"2216",2216,"AT3G43960"
"3967",3967,"ATCG00905"
"2174",2174,"AT3G27730"
"3249",3249,"AT5G10660"
"746",746,"AT1G58007"
"2975",2975,"AT4G35180"
"3132",3132,"AT5G03355"
"1588",1588,"AT2G37320"
"2209",2209,"AT3G42670"
"664",664,"AT1G51480"
"3634",3634,"AT5G47070"
"1964",1964,"AT3G11720"
"890",890,"AT1G66910"
"2748",2748,"AT4G16990"
"2110",2110,"AT3G23340"
"2725",2725,"AT4G15417"
"474",474,"AT1G25425"
"2212",2212,"AT3G43840"
"3532",3532,"AT5G40820"
"1387",1387,"AT2G23670"
"1901",1901,"AT3G08230"
"1431",1431,"AT2G27060"
"1406",1406,"AT2G24692"
"1975",1975,"AT3G12770"
"579",579,"AT1G35530"
"1165",1165,"AT2G02310"
"2000",2000,"AT3G14530"
"1169",1169,"AT2G02580"
"3126",3126,"AT5G02940"
"1525",1525,"AT2G34080"
"3026",3026,"AT4G38070"
"2264",2264,"AT3G47080"
"1610",1610,"AT2G38220"
"3941",3941,"AT5G67050"
"951",951,"AT1G70470"
"3624",3624,"AT5G46460"
"2588",2588,"AT4G05430"
"626",626,"AT1G49005"
"3650",3650,"AT5G47635"
"2940",2940,"AT4G32300"
"557",557,"AT1G33500"
"2277",2277,"AT3G47770"
"457",457,"AT1G23010"
"1972",1972,"AT3G12502"
"350",350,"AT1G16360"
"3253",3253,"AT5G10970"
"20",20,"AT1G02230"
"3863",3863,"AT5G61940"
"643",643,"AT1G50250"
"3481",3481,"AT5G36907"
"127",127,"AT1G06140"
"3360",3360,"AT5G18735"
"1604",1604,"AT2G38010"
"692",692,"AT1G53250"
"2618",2618,"AT4G09010"
"607",607,"AT1G47600"
"1278",1278,"AT2G15370"
"1674",1674,"AT2G42395"
"3280",3280,"AT5G13880"
"3265",3265,"AT5G11780"
"1702",1702,"AT2G44190"
"3016",3016,"AT4G37445"
"109",109,"AT1G05557"
"2968",2968,"AT4G34345"
"2299",2299,"AT3G49070"
"2930",2930,"AT4G31060"
"717",717,"AT1G55040"
"1833",1833,"AT3G04440"
"978",978,"AT1G71910"
"31",31,"AT1G02670"
"2530",2530,"AT4G01010"
"3422",3422,"AT5G24200"
"2629",2629,"AT4G09950"
"1309",1309,"AT2G18100"
"1928",1928,"AT3G09600"
"1024",1024,"AT1G74300"
"3517",3517,"AT5G39785"
"1652",1652,"AT2G41178"
"3387",3387,"AT5G21482"
"1694",1694,"AT2G43560"
"2308",2308,"AT3G49710"
"3653",3653,"AT5G47950"
"2484",2484,"AT3G61210"
"1297",1297,"AT2G17220"
"1909",1909,"AT3G08940"
"1829",1829,"AT3G04260"
"3027",3027,"AT4G38280"
"213",213,"AT1G09443"
"1506",1506,"AT2G32890"
"3714",3714,"AT5G51630"
"1185",1185,"AT2G04190"
"2601",2601,"AT4G06995"
"382",382,"AT1G18000"
"615",615,"AT1G48390"
"3005",3005,"AT4G36840"
"1160",1160,"AT2G01870"
"3094",3094,"AT5G02060"
"3205",3205,"AT5G08010"
"560",560,"AT1G33840"
"2913",2913,"AT4G29250"
"2773",2773,"AT4G18840"
"3931",3931,"AT5G66640"
"2123",2123,"AT3G24463"
"2250",2250,"AT3G46610"
"1954",1954,"AT3G10960"
"2570",2570,"AT4G03330"
"66",66,"AT1G04390"
"1284",1284,"AT2G16050"
"3545",3545,"AT5G41590"
"2893",2893,"AT4G27710"
"268",268,"AT1G11490"
"70",70,"AT1G04490"
"3628",3628,"AT5G46590"
"1303",1303,"AT2G17820"
"931",931,"AT1G69440"
"1854",1854,"AT3G05327"
"3330",3330,"AT5G17100"
"862",862,"AT1G65120"
"2257",2257,"AT3G46790"
"672",672,"AT1G52240"
"2085",2085,"AT3G21305"
"1075",1075,"AT1G76360"
"3443",3443,"AT5G26010"
"36",36,"AT1G03200"
"2083",2083,"AT3G21090"
"3728",3728,"AT5G52547"
"1048",1048,"AT1G75000"
"2410",2410,"AT3G56620"
"239",239,"AT1G09987"
"2551",2551,"AT4G01995"
"1899",1899,"AT3G07980"
"2153",2153,"AT3G26240"
"2258",2258,"AT3G46810"
"977",977,"AT1G71866"
"1657",1657,"AT2G41312"
"1399",1399,"AT2G24350"
"488",488,"AT1G26890"
"1570",1570,"AT2G36220"
"2858",2858,"AT4G25290"
"3832",3832,"AT5G59750"
"248",248,"AT1G10417"
"1521",1521,"AT2G33750"
"1672",1672,"AT2G42370"
"1442",1442,"AT2G28460"
"785",785,"AT1G61460"
"3868",3868,"AT5G62320"
"1436",1436,"AT2G27630"
"3819",3819,"AT5G58980"
"1512",1512,"AT2G33180"
"3180",3180,"AT5G06690"
"2109",2109,"AT3G23330"
"625",625,"AT1G48840"
"3100",3100,"AT5G02160"
"349",349,"AT1G16225"
"189",189,"AT1G08393"
"2557",2557,"AT4G02410"
"2246",2246,"AT3G45960"
"716",716,"AT1G55020"
"1115",1115,"AT1G78815"
"3479",3479,"AT5G36180"
"2956",2956,"AT4G33720"
"1547",1547,"AT2G35140"
"114",114,"AT1G05670"
"835",835,"AT1G63730"
"3384",3384,"AT5G21050"
"787",787,"AT1G61520"
"691",691,"AT1G53233"
"1344",1344,"AT2G21280"
"3785",3785,"AT5G56840"
"2924",2924,"AT4G29990"
"217",217,"AT1G09523"
"795",795,"AT1G61970"
"3448",3448,"AT5G26310"
"525",525,"AT1G29860"
"3762",3762,"AT5G54960"
"1350",1350,"AT2G21610"
"1429",1429,"AT2G26910"
"2828",2828,"AT4G22760"
"2673",2673,"AT4G13130"
"447",447,"AT1G22275"
"904",904,"AT1G68360"
"1632",1632,"AT2G39710"
"2770",2770,"AT4G18750"
"3067",3067,"AT5G01200"
"3810",3810,"AT5G57800"
"3406",3406,"AT5G23230"
"884",884,"AT1G66590"
"902",902,"AT1G68340"
"3247",3247,"AT5G10605"
"3340",3340,"AT5G17370"
"2313",2313,"AT3G49960"
"1492",1492,"AT2G32235"
"2282",2282,"AT3G48080"
"943",943,"AT1G69935"
"1205",1205,"AT2G06025"
"1193",1193,"AT2G04680"
"3535",3535,"AT5G41110"
"1082",1082,"AT1G76650"
"1490",1490,"AT2G32030"
"1248",1248,"AT2G08865"
"2905",2905,"AT4G28660"
"550",550,"AT1G32900"
"3374",3374,"AT5G19840"
"392",392,"AT1G18485"
"3160",3160,"AT5G05130"
"569",569,"AT1G34510"
"3746",3746,"AT5G53370"
"1078",1078,"AT1G76480"
"3788",3788,"AT5G56930"
"3609",3609,"AT5G45260"
"3143",3143,"AT5G03795"
"3710",3710,"AT5G51450"
"3433",3433,"AT5G25230"
"3765",3765,"AT5G55350"
"343",343,"AT1G15770"
"2554",2554,"AT4G02180"
"2062",2062,"AT3G19002"
"1126",1126,"AT1G79320"
"976",976,"AT1G71810"
"682",682,"AT1G52640"
"3528",3528,"AT5G40460"
"3847",3847,"AT5G61200"
"2074",2074,"AT3G20360"
"1308",1308,"AT2G18060"
"2511",2511,"AT3G63160"
"485",485,"AT1G26680"
"586",586,"AT1G42560"
"1432",1432,"AT2G27180"
"916",916,"AT1G68740"
"2936",2936,"AT4G31850"
"335",335,"AT1G14790"
"1699",1699,"AT2G43870"
"1402",1402,"AT2G24545"
"7",7,"AT1G01570"
"3887",3887,"AT5G64120"
"3281",3281,"AT5G13900"
"3450",3450,"AT5G26700"
"3274",3274,"AT5G13230"
"1410",1410,"AT2G25220"
"3649",3649,"AT5G47600"
"2206",2206,"AT3G32040"
"456",456,"AT1G22990"
"1834",1834,"AT3G04443"
"2240",2240,"AT3G45430"
"1601",1601,"AT2G37920"
"565",565,"AT1G34160"
"32",32,"AT1G02705"
"1830",1830,"AT3G04360"
"929",929,"AT1G69350"
"1786",1786,"AT3G02020"
"1229",1229,"AT2G07787"
"1076",1076,"AT1G76430"
"769",769,"AT1G60600"
"413",413,"AT1G19780"
"2840",2840,"AT4G24080"
"3611",3611,"AT5G45540"
"129",129,"AT1G06160"
"926",926,"AT1G69280"
"1236",1236,"AT2G08345"
"1268",1268,"AT2G13960"
"104",104,"AT1G05420"
"1338",1338,"AT2G20362"
"3925",3925,"AT5G66480"
"331",331,"AT1G14686"
"1639",1639,"AT2G40240"
"2200",2200,"AT3G29680"
"211",211,"AT1G09415"
"6",6,"AT1G01480"
"1296",1296,"AT2G17140"
"2343",2343,"AT3G51410"
"2059",2059,"AT3G18890"
"116",116,"AT1G05767"
"1865",1865,"AT3G05770"
"972",972,"AT1G71490"
"1926",1926,"AT3G09540"
"441",441,"AT1G21651"
"137",137,"AT1G06430"
"1908",1908,"AT3G08920"
"1435",1435,"AT2G27610"
"2658",2658,"AT4G12000"
"3731",3731,"AT5G52760"
"2183",2183,"AT3G28415"
"3062",3062,"AT5G01110"
"539",539,"AT1G31490"
"1184",1184,"AT2G04090"
"3467",3467,"AT5G28646"
"68",68,"AT1G04433"
"3595",3595,"AT5G44600"
"573",573,"AT1G35210"
"3098",3098,"AT5G02105"
"734",734,"AT1G55980"
"3",3,"AT1G01200"
"1238",1238,"AT2G08435"
"306",306,"AT1G13370"
"2461",2461,"AT3G59750"
"724",724,"AT1G55320"
"378",378,"AT1G17830"
"853",853,"AT1G64618"
"2876",2876,"AT4G26180"
"1272",1272,"AT2G14520"
"3334",3334,"AT5G17250"
"1524",1524,"AT2G34060"
"1551",1551,"AT2G35210"
"253",253,"AT1G10657"
"3216",3216,"AT5G08880"
"1023",1023,"AT1G74200"
"1434",1434,"AT2G27535"
"1959",1959,"AT3G11210"
"3388",3388,"AT5G21900"
"1873",1873,"AT3G06436"
"1149",1149,"AT1G80960"
"3968",3968,"ATCG01020"
"2495",2495,"AT3G61760"
"3393",3393,"AT5G22410"
"2348",2348,"AT3G51860"
"105",105,"AT1G05453"
"1092",1092,"AT1G77390"
"570",570,"AT1G34640"
"1744",1744,"AT2G47180"
"2875",2875,"AT4G26095"
"2730",2730,"AT4G15820"
"1946",1946,"AT3G10527"
"1362",1362,"AT2G22200"
"482",482,"AT1G26500"
"3759",3759,"AT5G54570"
"1108",1108,"AT1G78480"
"2129",2129,"AT3G25210"
"2923",2923,"AT4G29920"
"3958",3958,"ATCG00300"
"3641",3641,"AT5G47260"
"1111",1111,"AT1G78540"
"1289",1289,"AT2G16430"
"830",830,"AT1G63520"
"3541",3541,"AT5G41380"
"735",735,"AT1G56120"
"1758",1758,"AT2G48080"
"2847",2847,"AT4G24450"
"971",971,"AT1G71480"
"2626",2626,"AT4G09840"
"2398",2398,"AT3G55910"
"3932",3932,"AT5G66650"
"3917",3917,"AT5G66053"
"612",612,"AT1G48000"
"1086",1086,"AT1G76800"
"2891",2891,"AT4G27654"
"940",940,"AT1G69790"
"2463",2463,"AT3G59830"
"3557",3557,"AT5G42370"
"989",989,"AT1G72640"
"1556",1556,"AT2G35540"
"3236",3236,"AT5G09950"
"453",453,"AT1G22830"
"415",415,"AT1G19900"
"2999",2999,"AT4G36550"
"3177",3177,"AT5G06490"
"1478",1478,"AT2G31380"
"184",184,"AT1G08300"
"2797",2797,"AT4G20880"
"3381",3381,"AT5G20640"
"1704",1704,"AT2G44290"
"1376",1376,"AT2G22930"
"3910",3910,"AT5G65280"
"3935",3935,"AT5G66710"
"2411",2411,"AT3G56650"
"1159",1159,"AT2G01860"
"1882",1882,"AT3G07070"
"3802",3802,"AT5G57510"
"3129",3129,"AT5G03250"
"1896",1896,"AT3G07885"
"789",789,"AT1G61562"
"1568",1568,"AT2G36000"
"3425",3425,"AT5G24318"
"1480",1480,"AT2G31540"
"3197",3197,"AT5G07640"
"245",245,"AT1G10330"
"2415",2415,"AT3G56890"
"1400",1400,"AT2G24395"
"433",433,"AT1G21110"
"1270",1270,"AT2G14095"
"3185",3185,"AT5G07015"
"700",700,"AT1G53600"
"2690",2690,"AT4G14040"
"1496",1496,"AT2G32470"
"802",802,"AT1G62350"
"2857",2857,"AT4G25270"
"3150",3150,"AT5G04245"
"2028",2028,"AT3G16390"
"660",660,"AT1G51370"
"1469",1469,"AT2G30770"
"1969",1969,"AT3G12060"
"3705",3705,"AT5G51260"
"3526",3526,"AT5G40405"
"1815",1815,"AT3G03650"
"1001",1001,"AT1G73210"
"2951",2951,"AT4G33467"
"2959",2959,"AT4G33880"
"37",37,"AT1G03240"
"2549",2549,"AT4G01925"
"2645",2645,"AT4G11170"
"1176",1176,"AT2G03380"
"2573",2573,"AT4G03895"
"1235",1235,"AT2G07850"
"1706",1706,"AT2G44630"
"2984",2984,"AT4G35590"
"2152",2152,"AT3G26220"
"2038",2038,"AT3G17630"
"3072",3072,"AT5G01380"
"452",452,"AT1G22550"
"1123",1123,"AT1G79120"
"1293",1293,"AT2G16970"
"3262",3262,"AT5G11470"
"901",901,"AT1G68290"
"3211",3211,"AT5G08495"
"259",259,"AT1G11125"
"2787",2787,"AT4G19960"
"332",332,"AT1G14700"
"2318",2318,"AT3G50130"
"963",963,"AT1G70920"
"2666",2666,"AT4G12680"
"358",358,"AT1G16510"
"538",538,"AT1G31330"
"2668",2668,"AT4G12800"
"88",88,"AT1G05087"
"455",455,"AT1G22985"
"1761",1761,"AT3G01005"
"1703",1703,"AT2G44280"
"2834",2834,"AT4G23190"
"2292",2292,"AT3G48520"
"2901",2901,"AT4G28330"
"715",715,"AT1G54970"
"1911",1911,"AT3G08990"
"2485",2485,"AT3G61220"
"757",757,"AT1G59560"
"2920",2920,"AT4G29610"
"1132",1132,"AT1G79640"
"160",160,"AT1G07567"
"2841",2841,"AT4G24090"
"1543",1543,"AT2G34930"
"3570",3570,"AT5G43230"
"3097",3097,"AT5G02095"
"3771",3771,"AT5G55680"
"302",302,"AT1G13150"
"3246",3246,"AT5G10600"
"411",411,"AT1G19650"
"2486",2486,"AT3G61300"
"3409",3409,"AT5G23530"
"497",497,"AT1G27580"
"2125",2125,"AT3G24560"
"183",183,"AT1G08293"
"210",210,"AT1G09390"
"2120",2120,"AT3G24340"
"3244",3244,"AT5G10370"
"1306",1306,"AT2G17972"
"2147",2147,"AT3G26115"
"1252",1252,"AT2G09200"
"2357",2357,"AT3G52535"
"2599",2599,"AT4G06880"
"2275",2275,"AT3G47740"
"1900",1900,"AT3G08000"
"2023",2023,"AT3G15990"
"866",866,"AT1G65484"
"3901",3901,"AT5G64900"
"2987",2987,"AT4G35985"
"2254",2254,"AT3G46690"
"2810",2810,"AT4G21700"
"2317",2317,"AT3G50120"
"3599",3599,"AT5G44820"
"3736",3736,"AT5G52900"
"2567",2567,"AT4G03250"
"3423",3423,"AT5G24280"
"3525",3525,"AT5G40400"
"1220",1220,"AT2G07675"
"1201",1201,"AT2G05540"
"2029",2029,"AT3G16560"
"3305",3305,"AT5G15410"
"1725",1725,"AT2G46250"
"649",649,"AT1G50720"
"3015",3015,"AT4G37390"
"3278",3278,"AT5G13730"
"549",549,"AT1G32740"
"2409",2409,"AT3G56550"
"2809",2809,"AT4G21585"
"3640",3640,"AT5G47250"
"1912",1912,"AT3G09010"
"1510",1510,"AT2G32990"
"1718",1718,"AT2G45150"
"458",458,"AT1G23110"
"2188",2188,"AT3G28850"
"2163",2163,"AT3G26930"
"1125",1125,"AT1G79310"
"2772",2772,"AT4G18810"
"2006",2006,"AT3G15200"
"3995",3995,"ATMG01130"
"3807",3807,"AT5G57760"
"2627",2627,"AT4G09845"
"2962",2962,"AT4G33990"
"481",481,"AT1G26360"
"1404",1404,"AT2G24600"
"3670",3670,"AT5G49110"
"1254",1254,"AT2G09350"
"477",477,"AT1G26200"
"3725",3725,"AT5G52120"
"2453",2453,"AT3G59200"
"561",561,"AT1G34000"
"870",870,"AT1G65850"
"2535",2535,"AT4G01400"
"2682",2682,"AT4G13650"
"2630",2630,"AT4G09970"
"3119",3119,"AT5G02695"
"2655",2655,"AT4G11910"
"81",81,"AT1G04840"
"1154",1154,"AT2G01390"
"2349",2349,"AT3G51870"
"1992",1992,"AT3G14020"
"1849",1849,"AT3G05140"
"3102",3102,"AT5G02180"
"2142",2142,"AT3G25870"
"1789",1789,"AT3G02095"
"925",925,"AT1G69240"
"1322",1322,"AT2G18950"
"1664",1664,"AT2G41810"
"3838",3838,"AT5G59990"
"2451",2451,"AT3G59120"
"3417",3417,"AT5G23950"
"530",530,"AT1G30473"
"2677",2677,"AT4G13320"
"801",801,"AT1G62320"
"191",191,"AT1G08540"
"2650",2650,"AT4G11390"
"1249",1249,"AT2G09010"
"102",102,"AT1G05397"
"3652",3652,"AT5G47900"
"2617",2617,"AT4G08815"
"3011",3011,"AT4G37240"
"797",797,"AT1G62085"
"3518",3518,"AT5G39790"
"3510",3510,"AT5G39580"
"1628",1628,"AT2G39540"
"3956",3956,"ATCG00150"
"2414",2414,"AT3G56790"
"937",937,"AT1G69610"
"584",584,"AT1G37150"
"3618",3618,"AT5G46080"
"3118",3118,"AT5G02690"
"336",336,"AT1G15160"
"3014",3014,"AT4G37380"
"851",851,"AT1G64583"
"2550",2550,"AT4G01930"
"2906",2906,"AT4G28690"
"2139",2139,"AT3G25820"
"1800",1800,"AT3G02620"
"1530",1530,"AT2G34320"
"1612",1612,"AT2G38250"
"1875",1875,"AT3G06520"
"2833",2833,"AT4G23070"
"3327",3327,"AT5G16900"
"2653",2653,"AT4G11690"
"3002",3002,"AT4G36740"
"876",876,"AT1G66350"
"1832",1832,"AT3G04420"
"1263",1263,"AT2G12462"
"2589",2589,"AT4G05525"
"3879",3879,"AT5G63100"
"2231",2231,"AT3G44800"
"1782",1782,"AT3G01895"
"2190",2190,"AT3G28917"
"2304",2304,"AT3G49570"
"3569",3569,"AT5G43160"
"3238",3238,"AT5G10040"
"1764",1764,"AT3G01142"
"1514",1514,"AT2G33250"
"2342",2342,"AT3G51400"
"1575",1575,"AT2G36650"
"3266",3266,"AT5G11930"
"3668",3668,"AT5G48910"
"3955",3955,"ATCG00140"
"608",608,"AT1G47603"
"2856",2856,"AT4G25220"
"956",956,"AT1G70630"
"970",970,"AT1G71420"
"3817",3817,"AT5G58570"
"1221",1221,"AT2G07706"
"1031",1031,"AT1G74420"
"3711",3711,"AT5G51451"
"3431",3431,"AT5G25190"
"1196",1196,"AT2G04842"
"34",34,"AT1G03100"
"338",338,"AT1G15175"
"255",255,"AT1G10875"
"1941",1941,"AT3G10060"
"3507",3507,"AT5G39350"
"1240",1240,"AT2G08570"
"543",543,"AT1G31800"
"765",765,"AT1G60030"
"123",123,"AT1G05950"
"2416",2416,"AT3G56891"
"2334",2334,"AT3G51110"
"3163",3163,"AT5G05675"
"2056",2056,"AT3G18715"
"1405",1405,"AT2G24680"
"3471",3471,"AT5G35110"
"1173",1173,"AT2G03200"
"221",221,"AT1G09600"
"3948",3948,"AT5G67385"
"3221",3221,"AT5G09385"
"1416",1416,"AT2G25940"
"1345",1345,"AT2G21320"
"2513",2513,"AT3G63350"
"133",133,"AT1G06287"
"816",816,"AT1G62930"
"3125",3125,"AT5G02895"
"3796",3796,"AT5G57220"
"829",829,"AT1G63450"
"3218",3218,"AT5G09030"
"1538",1538,"AT2G34530"
"3926",3926,"AT5G66500"
"1773",1773,"AT3G01570"
"3933",3933,"AT5G66658"
"3645",3645,"AT5G47440"
"1212",1212,"AT2G07585"
"2376",2376,"AT3G54060"
"575",575,"AT1G35255"
"2158",2158,"AT3G26490"
"578",578,"AT1G35350"
"4000",4000,"ATMG01370"
"2565",2565,"AT4G03130"
"3079",3079,"AT5G01570"
"871",871,"AT1G65910"
"1626",1626,"AT2G39375"
"2579",2579,"AT4G04285"
"2361",2361,"AT3G52740"
"3096",3096,"AT5G02070"
"2991",2991,"AT4G36120"
"1217",1217,"AT2G07662"
"3757",3757,"AT5G54300"
"2654",2654,"AT4G11845"
"843",843,"AT1G64320"
"3347",3347,"AT5G17800"
"2623",2623,"AT4G09690"
"712",712,"AT1G54780"
"2218",2218,"AT3G44120"
"3378",3378,"AT5G20260"
"141",141,"AT1G06643"
"1087",1087,"AT1G76820"
"3025",3025,"AT4G38020"
"3408",3408,"AT5G23405"
"162",162,"AT1G07647"
"496",496,"AT1G27570"
"2660",2660,"AT4G12030"
"58",58,"AT1G04163"
"3210",3210,"AT5G08490"
"1814",1814,"AT3G03580"
"2115",2115,"AT3G23760"
"1114",1114,"AT1G78780"
"297",297,"AT1G12950"
"663",663,"AT1G51470"
"2943",2943,"AT4G32670"
"3048",3048,"AT4G39600"
"1823",1823,"AT3G04030"
"1513",1513,"AT2G33240"
"153",153,"AT1G07270"
"1793",1793,"AT3G02370"
"737",737,"AT1G56320"
"1879",1879,"AT3G06710"
"3290",3290,"AT5G14515"
"86",86,"AT1G05030"
"1813",1813,"AT3G03535"
"1343",1343,"AT2G20835"
"15",15,"AT1G01880"
"2425",2425,"AT3G57670"
"1063",1063,"AT1G75717"
"192",192,"AT1G08727"
"1693",1693,"AT2G43500"
"898",898,"AT1G67790"
"875",875,"AT1G66330"
"507",507,"AT1G28710"
"3489",3489,"AT5G37980"
"1739",1739,"AT2G46910"
"2791",2791,"AT4G20235"
"2235",2235,"AT3G45070"
"2319",2319,"AT3G50150"
"231",231,"AT1G09860"
"3179",3179,"AT5G06645"
"2360",2360,"AT3G52605"
"2986",2986,"AT4G35783"
"2009",2009,"AT3G15354"
"2898",2898,"AT4G28080"
"1541",1541,"AT2G34850"
"3147",3147,"AT5G04050"
"1689",1689,"AT2G43310"
"1395",1395,"AT2G24190"
"1142",1142,"AT1G80315"
"846",846,"AT1G64430"
"1737",1737,"AT2G46830"
"1685",1685,"AT2G42975"
"1558",1558,"AT2G35637"
"3566",3566,"AT5G42930"
"1134",1134,"AT1G79890"
"541",541,"AT1G31670"
"3622",3622,"AT5G46115"
"2076",2076,"AT3G20680"
"3538",3538,"AT5G41160"
"3753",3753,"AT5G54130"
"1323",1323,"AT2G19050"
"706",706,"AT1G53990"
"3434",3434,"AT5G25250"
"1864",1864,"AT3G05740"
"2948",2948,"AT4G33310"
"1783",1783,"AT3G01900"
"669",669,"AT1G51770"
"64",64,"AT1G04310"
"1010",1010,"AT1G73570"
"1852",1852,"AT3G05240"
"3287",3287,"AT5G14290"
"3490",3490,"AT5G38005"
"2792",2792,"AT4G20240"
"3687",3687,"AT5G50440"
"604",604,"AT1G47510"
"1151",1151,"AT2G01300"
"1973",1973,"AT3G12685"
"3115",3115,"AT5G02575"
"1742",1742,"AT2G47010"
"2775",2775,"AT4G18990"
"1697",1697,"AT2G43670"
"60",60,"AT1G04220"
"1218",1218,"AT2G07672"
"2613",2613,"AT4G08470"
"1620",1620,"AT2G38720"
"359",359,"AT1G16515"
"696",696,"AT1G53350"
"2099",2099,"AT3G22690"
"163",163,"AT1G07667"
"1281",1281,"AT2G15760"
"3855",3855,"AT5G61540"
"1554",1554,"AT2G35350"
"3169",3169,"AT5G05940"
"1792",1792,"AT3G02330"
"2993",2993,"AT4G36160"
"1719",1719,"AT2G45270"
"1005",1005,"AT1G73360"
"3088",3088,"AT5G01840"
"468",468,"AT1G24330"
"1598",1598,"AT2G37670"
"3830",3830,"AT5G59662"
"3582",3582,"AT5G43820"
"782",782,"AT1G61420"
