"","WS_FLT_c1.which.mclass....6...1."
"1","AT1G01090"
"2","AT1G01230"
"3","AT1G01300"
"4","AT1G01510"
"5","AT1G01550"
"6","AT1G01720"
"7","AT1G01730"
"8","AT1G01750"
"9","AT1G01800"
"10","AT1G01820"
"11","AT1G02090"
"12","AT1G02130"
"13","AT1G02160"
"14","AT1G02305"
"15","AT1G02335"
"16","AT1G02690"
"17","AT1G02816"
"18","AT1G02840"
"19","AT1G02850"
"20","AT1G02870"
"21","AT1G02900"
"22","AT1G03110"
"23","AT1G03140"
"24","AT1G03210"
"25","AT1G03230"
"26","AT1G03330"
"27","AT1G03850"
"28","AT1G04080"
"29","AT1G04140"
"30","AT1G04170"
"31","AT1G04190"
"32","AT1G04250"
"33","AT1G04340"
"34","AT1G04430"
"35","AT1G04503"
"36","AT1G04510"
"37","AT1G04630"
"38","AT1G04680"
"39","AT1G04870"
"40","AT1G04940"
"41","AT1G04980"
"42","AT1G05205"
"43","AT1G05347"
"44","AT1G05570"
"45","AT1G05620"
"46","AT1G05680"
"47","AT1G05720"
"48","AT1G05850"
"49","AT1G06110"
"50","AT1G06200"
"51","AT1G06220"
"52","AT1G06390"
"53","AT1G06400"
"54","AT1G06700"
"55","AT1G06890"
"56","AT1G07020"
"57","AT1G07070"
"58","AT1G07080"
"59","AT1G07170"
"60","AT1G07210"
"61","AT1G07360"
"62","AT1G07370"
"63","AT1G07470"
"64","AT1G07750"
"65","AT1G07830"
"66","AT1G07960"
"67","AT1G08037"
"68","AT1G08110"
"69","AT1G08160"
"70","AT1G08560"
"71","AT1G08580"
"72","AT1G08650"
"73","AT1G08770"
"74","AT1G08780"
"75","AT1G08803"
"76","AT1G09070"
"77","AT1G09140"
"78","AT1G09150"
"79","AT1G09270"
"80","AT1G09330"
"81","AT1G09620"
"82","AT1G09630"
"83","AT1G09660"
"84","AT1G09740"
"85","AT1G09760"
"86","AT1G09840"
"87","AT1G09932"
"88","AT1G09970"
"89","AT1G10030"
"90","AT1G10120"
"91","AT1G10140"
"92","AT1G10200"
"93","AT1G10290"
"94","AT1G10865"
"95","AT1G11185"
"96","AT1G11310"
"97","AT1G11360"
"98","AT1G11450"
"99","AT1G11480"
"100","AT1G11545"
"101","AT1G11670"
"102","AT1G11750"
"103","AT1G11840"
"104","AT1G11860"
"105","AT1G11890"
"106","AT1G11910"
"107","AT1G12270"
"108","AT1G12440"
"109","AT1G12810"
"110","AT1G12910"
"111","AT1G13060"
"112","AT1G13245"
"113","AT1G13260"
"114","AT1G13360"
"115","AT1G13380"
"116","AT1G13560"
"117","AT1G13730"
"118","AT1G13930"
"119","AT1G14010"
"120","AT1G14210"
"121","AT1G14290"
"122","AT1G14510"
"123","AT1G14570"
"124","AT1G14610"
"125","AT1G14620"
"126","AT1G14670"
"127","AT1G14810"
"128","AT1G14830"
"129","AT1G14890"
"130","AT1G14900"
"131","AT1G15040"
"132","AT1G15100"
"133","AT1G15200"
"134","AT1G15210"
"135","AT1G15250"
"136","AT1G15340"
"137","AT1G15350"
"138","AT1G15370"
"139","AT1G15400"
"140","AT1G15420"
"141","AT1G15440"
"142","AT1G15500"
"143","AT1G15625"
"144","AT1G15750"
"145","AT1G15950"
"146","AT1G16000"
"147","AT1G16170"
"148","AT1G16240"
"149","AT1G16350"
"150","AT1G16470"
"151","AT1G16560"
"152","AT1G16610"
"153","AT1G16740"
"154","AT1G16840"
"155","AT1G16870"
"156","AT1G16880"
"157","AT1G17080"
"158","AT1G17285"
"159","AT1G17290"
"160","AT1G17370"
"161","AT1G17470"
"162","AT1G17510"
"163","AT1G17720"
"164","AT1G17860"
"165","AT1G17890"
"166","AT1G17970"
"167","AT1G18070"
"168","AT1G18250"
"169","AT1G18450"
"170","AT1G18640"
"171","AT1G18720"
"172","AT1G18800"
"173","AT1G18880"
"174","AT1G19120"
"175","AT1G19130"
"176","AT1G19310"
"177","AT1G19350"
"178","AT1G19360"
"179","AT1G19400"
"180","AT1G19570"
"181","AT1G19835"
"182","AT1G19870"
"183","AT1G19920"
"184","AT1G20010"
"185","AT1G20100"
"186","AT1G20160"
"187","AT1G20190"
"188","AT1G20200"
"189","AT1G20220"
"190","AT1G20260"
"191","AT1G20430"
"192","AT1G20840"
"193","AT1G20850"
"194","AT1G20900"
"195","AT1G20950"
"196","AT1G20960"
"197","AT1G21000"
"198","AT1G21050"
"199","AT1G21065"
"200","AT1G21080"
"201","AT1G21090"
"202","AT1G21190"
"203","AT1G21630"
"204","AT1G21770"
"205","AT1G21780"
"206","AT1G21900"
"207","AT1G21930"
"208","AT1G22190"
"209","AT1G22440"
"210","AT1G22520"
"211","AT1G22530"
"212","AT1G22910"
"213","AT1G23020"
"214","AT1G23190"
"215","AT1G23280"
"216","AT1G23400"
"217","AT1G23410"
"218","AT1G23440"
"219","AT1G23750"
"220","AT1G23820"
"221","AT1G23860"
"222","AT1G24180"
"223","AT1G25230"
"224","AT1G25350"
"225","AT1G25490"
"226","AT1G25510"
"227","AT1G25530"
"228","AT1G25550"
"229","AT1G26110"
"230","AT1G26250"
"231","AT1G26255"
"232","AT1G26460"
"233","AT1G26550"
"234","AT1G26665"
"235","AT1G26670"
"236","AT1G26740"
"237","AT1G26750"
"238","AT1G26850"
"239","AT1G26920"
"240","AT1G26945"
"241","AT1G27090"
"242","AT1G27290"
"243","AT1G27435"
"244","AT1G27650"
"245","AT1G27950"
"246","AT1G28190"
"247","AT1G28250"
"248","AT1G28400"
"249","AT1G29050"
"250","AT1G29070"
"251","AT1G29280"
"252","AT1G29310"
"253","AT1G29350"
"254","AT1G29370"
"255","AT1G29470"
"256","AT1G29520"
"257","AT1G29880"
"258","AT1G29900"
"259","AT1G29950"
"260","AT1G29965"
"261","AT1G29970"
"262","AT1G29980"
"263","AT1G29990"
"264","AT1G30110"
"265","AT1G30120"
"266","AT1G30440"
"267","AT1G30510"
"268","AT1G30550"
"269","AT1G30750"
"270","AT1G30760"
"271","AT1G30820"
"272","AT1G30880"
"273","AT1G30970"
"274","AT1G31160"
"275","AT1G31180"
"276","AT1G31340"
"277","AT1G31660"
"278","AT1G31770"
"279","AT1G31817"
