"","WS_FLT_c1.which.mclass....1...1."
"1","AT1G01020"
"2","AT1G01070"
"3","AT1G01110"
"4","AT1G01160"
"5","AT1G01170"
"6","AT1G01210"
"7","AT1G01240"
"8","AT1G01290"
"9","AT1G01350"
"10","AT1G01360"
"11","AT1G01430"
"12","AT1G01490"
"13","AT1G01640"
"14","AT1G01650"
"15","AT1G01725"
"16","AT1G01770"
"17","AT1G01780"
"18","AT1G01910"
"19","AT1G01920"
"20","AT1G01940"
"21","AT1G01960"
"22","AT1G01990"
"23","AT1G02080"
"24","AT1G02100"
"25","AT1G02110"
"26","AT1G02120"
"27","AT1G02145"
"28","AT1G02150"
"29","AT1G02170"
"30","AT1G02280"
"31","AT1G02330"
"32","AT1G02370"
"33","AT1G02410"
"34","AT1G02560"
"35","AT1G02610"
"36","AT1G02680"
"37","AT1G02750"
"38","AT1G02880"
"39","AT1G02920"
"40","AT1G02930"
"41","AT1G03040"
"42","AT1G03060"
"43","AT1G03080"
"44","AT1G03090"
"45","AT1G03150"
"46","AT1G03250"
"47","AT1G03280"
"48","AT1G03290"
"49","AT1G03350"
"50","AT1G03360"
"51","AT1G03380"
"52","AT1G03410"
"53","AT1G03430"
"54","AT1G03475"
"55","AT1G03530"
"56","AT1G03590"
"57","AT1G03610"
"58","AT1G03680"
"59","AT1G03687"
"60","AT1G03730"
"61","AT1G03780"
"62","AT1G03840"
"63","AT1G03910"
"64","AT1G04030"
"65","AT1G04070"
"66","AT1G04120"
"67","AT1G04210"
"68","AT1G04260"
"69","AT1G04280"
"70","AT1G04290"
"71","AT1G04300"
"72","AT1G04400"
"73","AT1G04440"
"74","AT1G04520"
"75","AT1G04530"
"76","AT1G04537"
"77","AT1G04590"
"78","AT1G04770"
"79","AT1G04780"
"80","AT1G04810"
"81","AT1G04860"
"82","AT1G04900"
"83","AT1G04910"
"84","AT1G04950"
"85","AT1G04960"
"86","AT1G04970"
"87","AT1G04985"
"88","AT1G05000"
"89","AT1G05055"
"90","AT1G05070"
"91","AT1G05147"
"92","AT1G05150"
"93","AT1G05170"
"94","AT1G05180"
"95","AT1G05190"
"96","AT1G05210"
"97","AT1G05213"
"98","AT1G05220"
"99","AT1G05250"
"100","AT1G05270"
"101","AT1G05320"
"102","AT1G05340"
"103","AT1G05350"
"104","AT1G05360"
"105","AT1G05380"
"106","AT1G05410"
"107","AT1G05430"
"108","AT1G05500"
"109","AT1G05520"
"110","AT1G05523"
"111","AT1G05575"
"112","AT1G05710"
"113","AT1G05780"
"114","AT1G05785"
"115","AT1G05805"
"116","AT1G05810"
"117","AT1G05840"
"118","AT1G05860"
"119","AT1G05870"
"120","AT1G05890"
"121","AT1G05910"
"122","AT1G05940"
"123","AT1G05960"
"124","AT1G05970"
"125","AT1G06010"
"126","AT1G06040"
"127","AT1G06060"
"128","AT1G06070"
"129","AT1G06090"
"130","AT1G06130"
"131","AT1G06180"
"132","AT1G06190"
"133","AT1G06210"
"134","AT1G06225"
"135","AT1G06230"
"136","AT1G06290"
"137","AT1G06310"
"138","AT1G06410"
"139","AT1G06470"
"140","AT1G06530"
"141","AT1G06540"
"142","AT1G06550"
"143","AT1G06560"
"144","AT1G06570"
"145","AT1G06620"
"146","AT1G06640"
"147","AT1G06670"
"148","AT1G06720"
"149","AT1G06790"
"150","AT1G06850"
"151","AT1G06870"
"152","AT1G06900"
"153","AT1G06930"
"154","AT1G06950"
"155","AT1G06960"
"156","AT1G07030"
"157","AT1G07040"
"158","AT1G07135"
"159","AT1G07250"
"160","AT1G07260"
"161","AT1G07310"
"162","AT1G07350"
"163","AT1G07367"
"164","AT1G07373"
"165","AT1G07480"
"166","AT1G07510"
"167","AT1G07530"
"168","AT1G07615"
"169","AT1G07640"
"170","AT1G07670"
"171","AT1G07780"
"172","AT1G07810"
"173","AT1G07840"
"174","AT1G07950"
"175","AT1G07970"
"176","AT1G07985"
"177","AT1G07990"
"178","AT1G08010"
"179","AT1G08125"
"180","AT1G08130"
"181","AT1G08190"
"182","AT1G08210"
"183","AT1G08220"
"184","AT1G08230"
"185","AT1G08260"
"186","AT1G08350"
"187","AT1G08370"
"188","AT1G08410"
"189","AT1G08430"
"190","AT1G08450"
"191","AT1G08490"
"192","AT1G08500"
"193","AT1G08510"
"194","AT1G08550"
"195","AT1G08570"
"196","AT1G08600"
"197","AT1G08620"
"198","AT1G08640"
"199","AT1G08657"
"200","AT1G08660"
"201","AT1G08680"
"202","AT1G08700"
"203","AT1G08820"
"204","AT1G08845"
"205","AT1G08890"
"206","AT1G08930"
"207","AT1G08970"
"208","AT1G09020"
"209","AT1G09090"
"210","AT1G09130"
"211","AT1G09160"
"212","AT1G09230"
"213","AT1G09250"
"214","AT1G09280"
"215","AT1G09290"
"216","AT1G09420"
"217","AT1G09430"
"218","AT1G09520"
"219","AT1G09570"
"220","AT1G09580"
"221","AT1G09645"
"222","AT1G09815"
"223","AT1G09830"
"224","AT1G09870"
"225","AT1G09920"
"226","AT1G09927"
"227","AT1G09980"
"228","AT1G10130"
"229","AT1G10180"
"230","AT1G10310"
"231","AT1G10380"
"232","AT1G10390"
"233","AT1G10410"
"234","AT1G10430"
"235","AT1G10470"
"236","AT1G10490"
"237","AT1G10500"
"238","AT1G10530"
"239","AT1G10580"
"240","AT1G10600"
"241","AT1G10690"
"242","AT1G10700"
"243","AT1G10720"
"244","AT1G10740"
"245","AT1G10760"
"246","AT1G10850"
"247","AT1G10890"
"248","AT1G10900"
"249","AT1G10940"
"250","AT1G10990"
"251","AT1G11000"
"252","AT1G11020"
"253","AT1G11175"
"254","AT1G11200"
"255","AT1G11240"
"256","AT1G11260"
