"","X","WS_FLT_c1.which.mclass....1...1."
"4807",4807,"AT5G56140"
"620",620,"AT1G30400"
"278",278,"AT1G12500"
"3911",3911,"AT5G02040"
"464",464,"AT1G21880"
"1262",1262,"AT1G79260"
"4603",4603,"AT5G45590"
"1150",1150,"AT1G73655"
"730",730,"AT1G47410"
"3492",3492,"AT4G24310"
"221",221,"AT1G09645"
"4753",4753,"AT5G53170"
"1756",1756,"AT2G31400"
"1811",1811,"AT2G34410"
"3655",3655,"AT4G31310"
"2000",2000,"AT2G43980"
"4368",4368,"AT5G24650"
"1607",1607,"AT2G24310"
"234",234,"AT1G10430"
"2210",2210,"AT3G06110"
"3345",3345,"AT4G15640"
"904",904,"AT1G59990"
"3957",3957,"AT5G04440"
"4922",4922,"AT5G61150"
"4034",4034,"AT5G08260"
"4853",4853,"AT5G58100"
"4371",4371,"AT5G24800"
"3810",3810,"AT4G37160"
"454",454,"AT1G21560"
"2444",2444,"AT3G15351"
"2924",2924,"AT3G54826"
"2602",2602,"AT3G23090"
"3743",3743,"AT4G34570"
"3751",3751,"AT4G34920"
"5010",5010,"AT5G64650"
"1232",1232,"AT1G77670"
"276",276,"AT1G12360"
"3724",3724,"AT4G33910"
"4636",4636,"AT5G47620"
"2957",2957,"AT3G56810"
"2172",2172,"AT3G04520"
"4966",4966,"AT5G63050"
"4282",4282,"AT5G19480"
"1205",1205,"AT1G76405"
"3324",3324,"AT4G14500"
"1502",1502,"AT2G19270"
"218",218,"AT1G09520"
"4375",4375,"AT5G25070"
"2392",2392,"AT3G13550"
"142",142,"AT1G06550"
"4990",4990,"AT5G63850"
"1652",1652,"AT2G26600"
"4372",4372,"AT5G24840"
"1283",1283,"AT1G80190"
"246",246,"AT1G10850"
"2618",2618,"AT3G24000"
"627",627,"AT1G30910"
"864",864,"AT1G55520"
"2255",2255,"AT3G07780"
"1892",1892,"AT2G38610"
"4778",4778,"AT5G54800"
"118",118,"AT1G05860"
"3190",3190,"AT4G03240"
"4214",4214,"AT5G16450"
"3939",3939,"AT5G03540"
"2420",2420,"AT3G14510"
"332",332,"AT1G15020"
"716",716,"AT1G45130"
"1438",1438,"AT2G16440"
"4667",4667,"AT5G48640"
"381",381,"AT1G17350"
"1790",1790,"AT2G33435"
"1564",1564,"AT2G22270"
"1777",1777,"AT2G32280"
"4715",4715,"AT5G51180"
"1699",1699,"AT2G28410"
"169",169,"AT1G07640"
"3089",3089,"AT3G62940"
"2403",2403,"AT3G13910"
"3811",3811,"AT4G37180"
"763",763,"AT1G49170"
"1986",1986,"AT2G43080"
"1077",1077,"AT1G70340"
"294",294,"AT1G13160"
"4970",4970,"AT5G63160"
"4170",4170,"AT5G14530"
"3870",3870,"AT4G39540"
"719",719,"AT1G45688"
"1530",1530,"AT2G20610"
"3874",3874,"AT4G39795"
"4",4,"AT1G01160"
"1340",1340,"AT2G02090"
"2925",2925,"AT3G54840"
"2684",2684,"AT3G27100"
"1618",1618,"AT2G25250"
"245",245,"AT1G10760"
"448",448,"AT1G20970"
"2040",2040,"AT2G45660"
"1584",1584,"AT2G23040"
"1480",1480,"AT2G18090"
"2585",2585,"AT3G22170"
"873",873,"AT1G55890"
"3762",3762,"AT4G35390"
"4681",4681,"AT5G49550"
"898",898,"AT1G59540"
"4068",4068,"AT5G09995"
"1696",1696,"AT2G28370"
"3643",3643,"AT4G30900"
"1831",1831,"AT2G35612"
"2018",2018,"AT2G44740"
"487",487,"AT1G22880"
"3626",3626,"AT4G30270"
"4806",4806,"AT5G56130"
"2227",2227,"AT3G06960"
"1554",1554,"AT2G21410"
"3850",3850,"AT4G38570"
"889",889,"AT1G57610"
"779",779,"AT1G50380"
"4351",4351,"AT5G23630"
"1381",1381,"AT2G05260"
"4409",4409,"AT5G27280"
"16",16,"AT1G01770"
"715",715,"AT1G45050"
"211",211,"AT1G09160"
"745",745,"AT1G48315"
"3450",3450,"AT4G21680"
"1060",1060,"AT1G69740"
"102",102,"AT1G05340"
"3460",3460,"AT4G22320"
"3785",3785,"AT4G36430"
"4044",4044,"AT5G08540"
"2122",2122,"AT3G02300"
"4124",4124,"AT5G12330"
"2935",2935,"AT3G55340"
"336",336,"AT1G15140"
"992",992,"AT1G66070"
"3907",3907,"AT5G01970"
"1653",1653,"AT2G26640"
"3675",3675,"AT4G32140"
"4478",4478,"AT5G38560"
"1062",1062,"AT1G69770"
"4487",4487,"AT5G39410"
"1886",1886,"AT2G38290"
"2082",2082,"AT2G47590"
"4769",4769,"AT5G53850"
"1948",1948,"AT2G40820"
"4997",4997,"AT5G64020"
"2198",2198,"AT3G05520"
"2977",2977,"AT3G57470"
"4787",4787,"AT5G55230"
"581",581,"AT1G28280"
"1271",1271,"AT1G79690"
"2251",2251,"AT3G07630"
"1817",1817,"AT2G34710"
"816",816,"AT1G53030"
"774",774,"AT1G49950"
"4876",4876,"AT5G58930"
"376",376,"AT1G17180"
"4363",4363,"AT5G24410"
"285",285,"AT1G12760"
"2850",2850,"AT3G51500"
"2675",2675,"AT3G26720"
"2971",2971,"AT3G57230"
"3200",3200,"AT4G04614"
"2731",2731,"AT3G41979"
"2451",2451,"AT3G15530"
"42",42,"AT1G03060"
"4732",4732,"AT5G51940"
"764",764,"AT1G49245"
"3599",3599,"AT4G28610"
"4888",4888,"AT5G59450"
"3084",3084,"AT3G62770"
"2880",2880,"AT3G52630"
"2847",2847,"AT3G51310"
"346",346,"AT1G15670"
"1523",1523,"AT2G20000"
"1865",1865,"AT2G37200"
"180",180,"AT1G08130"
"1711",1711,"AT2G28900"
"4492",4492,"AT5G39730"
"3955",3955,"AT5G04410"
"1349",1349,"AT2G02710"
"3310",3310,"AT4G13510"
"4539",4539,"AT5G42320"
"269",269,"AT1G12040"
"1590",1590,"AT2G23380"
"906",906,"AT1G60080"
"1083",1083,"AT1G70730"
"1728",1728,"AT2G30130"
"849",849,"AT1G54490"
"1666",1666,"AT2G27080"
"2523",2523,"AT3G19120"
"2643",2643,"AT3G25120"
"1774",1774,"AT2G32210"
"631",631,"AT1G31130"
"3969",3969,"AT5G04930"
"3756",3756,"AT4G35060"
"802",802,"AT1G51950"
"1934",1934,"AT2G40110"
"4468",4468,"AT5G37660"
"1682",1682,"AT2G27600"
"1819",1819,"AT2G34730"
"2595",2595,"AT3G22780"
"3285",3285,"AT4G11790"
"3661",3661,"AT4G31510"
"1915",1915,"AT2G39570"
"2976",2976,"AT3G57410"
"3009",3009,"AT3G59380"
"3297",3297,"AT4G12760"
"4428",4428,"AT5G28750"
"4936",4936,"AT5G61910"
"1551",1551,"AT2G21270"
"2469",2469,"AT3G16430"
"419",419,"AT1G19520"
"1291",1291,"AT1G80440"
"2891",2891,"AT3G53100"
"2767",2767,"AT3G46550"
"1330",1330,"AT2G01670"
"4872",4872,"AT5G58790"
"3806",3806,"AT4G37070"
"2628",2628,"AT3G24300"
"3369",3369,"AT4G16830"
"1123",1123,"AT1G72230"
"1684",1684,"AT2G27770"
"4299",4299,"AT5G20350"
"2280",2280,"AT3G09260"
"4693",4693,"AT5G49980"
"308",308,"AT1G13690"
"2163",2163,"AT3G03890"
"444",444,"AT1G20823"
"3687",3687,"AT4G32680"
"1082",1082,"AT1G70690"
"2617",2617,"AT3G23980"
"2152",2152,"AT3G03560"
"3192",3192,"AT4G03320"
"2796",2796,"AT3G48490"
"1873",1873,"AT2G37620"
"3739",3739,"AT4G34430"
"4668",4668,"AT5G48657"
"4314",4314,"AT5G22030"
"969",969,"AT1G64105"
"2878",2878,"AT3G52500"
"3497",3497,"AT4G24490"
"3945",3945,"AT5G04090"
"697",697,"AT1G43670"
"834",834,"AT1G53840"
"945",945,"AT1G62790"
"1233",1233,"AT1G77840"
"2266",2266,"AT3G08670"
"4435",4435,"AT5G33300"
"3898",3898,"AT5G01620"
"2593",2593,"AT3G22590"
"869",869,"AT1G55690"
"3251",3251,"AT4G09620"
"4983",4983,"AT5G63610"
"382",382,"AT1G17410"
"4566",4566,"AT5G43680"
"204",204,"AT1G08845"
"884",884,"AT1G56580"
"3930",3930,"AT5G03150"
"2064",2064,"AT2G46680"
"2677",2677,"AT3G26770"
"2440",2440,"AT3G15210"
"392",392,"AT1G18040"
"1273",1273,"AT1G79730"
"254",254,"AT1G11200"
"4800",4800,"AT5G56020"
"999",999,"AT1G66680"
"3014",3014,"AT3G59695"
"3841",3841,"AT4G38320"
"3021",3021,"AT3G59980"
"1931",1931,"AT2G40080"
"2597",2597,"AT3G22850"
"4540",4540,"AT5G42470"
"4648",4648,"AT5G47870"
"2756",2756,"AT3G45230"
"2705",2705,"AT3G28480"
"567",567,"AT1G27695"
"4855",4855,"AT5G58200"
"2599",2599,"AT3G22970"
"4564",4564,"AT5G43560"
"2745",2745,"AT3G44380"
"2764",2764,"AT3G46460"
"1392",1392,"AT2G06255"
"4812",4812,"AT5G56280"
"4773",4773,"AT5G53980"
"2790",2790,"AT3G48180"
"83",83,"AT1G04910"
"732",732,"AT1G47530"
"1423",1423,"AT2G15270"
"972",972,"AT1G64350"
"3484",3484,"AT4G24026"
"4684",4684,"AT5G49640"
"2496",2496,"AT3G18000"
"3217",3217,"AT4G05190"
"4438",4438,"AT5G35320"
"3159",3159,"AT4G02150"
"4038",4038,"AT5G08340"
"2931",2931,"AT3G55020"
"1228",1228,"AT1G77470"
"2664",2664,"AT3G26370"
"230",230,"AT1G10310"
"2317",2317,"AT3G10640"
"3229",3229,"AT4G07820"
"2877",2877,"AT3G52490"
"3544",3544,"AT4G26430"
"3253",3253,"AT4G09720"
"2324",2324,"AT3G10915"
"1140",1140,"AT1G72840"
"3855",3855,"AT4G38760"
"3276",3276,"AT4G11060"
"4479",4479,"AT5G38590"
"3750",3750,"AT4G34910"
"343",343,"AT1G15570"
"198",198,"AT1G08640"
"2474",2474,"AT3G16630"
"4226",4226,"AT5G16780"
"3269",3269,"AT4G10750"
"1296",1296,"AT1G80600"
"4412",4412,"AT5G27395"
"125",125,"AT1G06010"
"5043",5043,"AT5G65930"
"1973",1973,"AT2G42060"
"1685",1685,"AT2G27810"
"948",948,"AT1G62880"
"1988",1988,"AT2G43130"
"3895",3895,"AT5G01590"
"4556",4556,"AT5G43150"
"4355",4355,"AT5G24020"
"2448",2448,"AT3G15420"
"2879",2879,"AT3G52570"
"4271",4271,"AT5G19180"
"2247",2247,"AT3G07555"
"3779",3779,"AT4G36195"
"5053",5053,"AT5G66160"
"775",775,"AT1G49970"
"2964",2964,"AT3G57000"
"4222",4222,"AT5G16650"
"2538",2538,"AT3G19790"
"2611",2611,"AT3G23580"
"2556",2556,"AT3G20630"
"3641",3641,"AT4G30840"
"619",619,"AT1G30360"
"1705",1705,"AT2G28620"
"2168",2168,"AT3G04240"
"2603",2603,"AT3G23100"
"1173",1173,"AT1G74970"
"3734",3734,"AT4G34230"
"2854",2854,"AT3G51610"
"767",767,"AT1G49580"
"4856",4856,"AT5G58250"
"4086",4086,"AT5G10946"
"2036",2036,"AT2G45440"
"3128",3128,"AT4G00895"
"1956",1956,"AT2G41140"
"4393",4393,"AT5G26110"
"4536",4536,"AT5G42146"
"3044",3044,"AT3G60950"
"3960",3960,"AT5G04550"
"2034",2034,"AT2G45360"
"5106",5106,"ATMG00513"
"4971",4971,"AT5G63195"
"3908",3908,"AT5G01980"
"2622",2622,"AT3G24120"
"4654",4654,"AT5G48240"
"4204",4204,"AT5G15880"
"819",819,"AT1G53070"
"4257",4257,"AT5G18500"
"3219",3219,"AT4G05420"
"1192",1192,"AT1G75760"
"3398",3398,"AT4G18140"
"175",175,"AT1G07970"
"1990",1990,"AT2G43290"
"4829",4829,"AT5G57230"
"926",926,"AT1G61690"
"4304",4304,"AT5G20680"
"3565",3565,"AT4G27380"
"1400",1400,"AT2G07715"
"4933",4933,"AT5G61770"
"66",66,"AT1G04120"
"556",556,"AT1G27190"
"502",502,"AT1G23260"
"151",151,"AT1G06870"
"2313",2313,"AT3G10520"
"4656",4656,"AT5G48360"
"4213",4213,"AT5G16440"
"2417",2417,"AT3G14400"
"4747",4747,"AT5G52980"
"2187",2187,"AT3G04940"
"4229",4229,"AT5G17020"
"707",707,"AT1G44760"
"1588",1588,"AT2G23210"
"846",846,"AT1G54370"
"1115",1115,"AT1G71940"
"4677",4677,"AT5G49280"
"2477",2477,"AT3G16800"
"933",933,"AT1G61900"
"1406",1406,"AT2G12400"
"2586",2586,"AT3G22310"
"3444",3444,"AT4G21215"
"4514",4514,"AT5G40890"
"5099",5099,"ATCG00810"
"3309",3309,"AT4G13505"
"3026",3026,"AT3G60240"
"751",751,"AT1G48620"
"1877",1877,"AT2G37700"
"1199",1199,"AT1G76140"
"241",241,"AT1G10690"
"2698",2698,"AT3G27830"
"1398",1398,"AT2G07360"
"894",894,"AT1G58100"
"319",319,"AT1G14340"
"1001",1001,"AT1G66760"
"3659",3659,"AT4G31430"
"3836",3836,"AT4G38090"
"1625",1625,"AT2G25640"
"2715",2715,"AT3G29090"
"4087",4087,"AT5G10950"
"405",405,"AT1G18745"
"582",582,"AT1G28310"
"3726",3726,"AT4G33960"
"1316",1316,"AT2G01190"
"1634",1634,"AT2G25980"
"196",196,"AT1G08600"
"874",874,"AT1G55900"
"3840",3840,"AT4G38270"
"3994",3994,"AT5G06160"
"880",880,"AT1G56300"
"2345",2345,"AT3G11964"
"3929",3929,"AT5G03080"
"2963",2963,"AT3G56990"
"4752",4752,"AT5G53120"
"4809",4809,"AT5G56190"
"45",45,"AT1G03150"
"3531",3531,"AT4G25880"
"2521",2521,"AT3G19010"
"1874",1874,"AT2G37678"
"4094",4094,"AT5G11480"
"2693",2693,"AT3G27350"
"2591",2591,"AT3G22530"
"2626",2626,"AT3G24240"
"913",913,"AT1G60730"
"968",968,"AT1G64060"
"2327",2327,"AT3G11070"
"4972",4972,"AT5G63220"
"4313",4313,"AT5G22010"
"4588",4588,"AT5G44860"
"1740",1740,"AT2G30670"
"3346",3346,"AT4G15790"
"4804",4804,"AT5G56100"
"1724",1724,"AT2G29690"
"3782",3782,"AT4G36360"
"4237",4237,"AT5G17440"
"3962",3962,"AT5G04620"
"1697",1697,"AT2G28380"
"1648",1648,"AT2G26360"
"3141",3141,"AT4G01430"
"4265",4265,"AT5G19010"
"2777",2777,"AT3G47620"
"3244",3244,"AT4G08920"
"4011",4011,"AT5G06640"
"845",845,"AT1G54360"
"2896",2896,"AT3G53260"
"5015",5015,"AT5G64850"
"3134",3134,"AT4G01150"
"3482",3482,"AT4G23910"
"3572",3572,"AT4G27690"
"137",137,"AT1G06310"
"2058",2058,"AT2G46340"
"1750",1750,"AT2G31140"
"1203",1203,"AT1G76310"
"1581",1581,"AT2G22870"
"321",321,"AT1G14380"
"4303",4303,"AT5G20660"
"2903",2903,"AT3G54030"
"347",347,"AT1G15740"
"3823",3823,"AT4G37520"
"1488",1488,"AT2G18510"
"3106",3106,"AT4G00080"
"2116",2116,"AT3G01940"
"4495",4495,"AT5G39990"
"3139",3139,"AT4G01330"
"3173",3173,"AT4G02715"
"3968",3968,"AT5G04910"
"796",796,"AT1G51660"
"1553",1553,"AT2G21340"
"1610",1610,"AT2G24490"
"714",714,"AT1G45015"
"684",684,"AT1G35620"
"416",416,"AT1G19430"
"1512",1512,"AT2G19570"
"386",386,"AT1G17520"
"2224",2224,"AT3G06860"
"4821",4821,"AT5G56760"
"1190",1190,"AT1G75710"
"2703",2703,"AT3G28345"
"1432",1432,"AT2G15860"
"4489",4489,"AT5G39510"
"2734",2734,"AT3G43270"
"3374",3374,"AT4G17070"
"2263",2263,"AT3G08550"
"1787",1787,"AT2G33310"
"2809",2809,"AT3G49390"
"174",174,"AT1G07950"
"19",19,"AT1G01920"
"3727",3727,"AT4G33980"
"4460",4460,"AT5G37070"
"2101",2101,"AT3G01205"
"5068",5068,"AT5G66770"
"2070",2070,"AT2G47020"
"1436",1436,"AT2G16365"
"1289",1289,"AT1G80370"
"3118",3118,"AT4G00570"
"4912",4912,"AT5G60810"
"1425",1425,"AT2G15290"
"3773",3773,"AT4G35905"
"2506",2506,"AT3G18480"
"4446",4446,"AT5G35700"
"1626",1626,"AT2G25650"
"1039",1039,"AT1G68810"
"4440",4440,"AT5G35430"
"3087",3087,"AT3G62900"
"2344",2344,"AT3G11945"
"3067",3067,"AT3G62140"
"1614",1614,"AT2G24945"
"453",453,"AT1G21480"
"4312",4312,"AT5G21990"
"3651",3651,"AT4G31100"
"1594",1594,"AT2G23790"
"929",929,"AT1G61770"
"981",981,"AT1G65020"
"551",551,"AT1G26960"
"305",305,"AT1G13620"
"4845",4845,"AT5G57900"
"2744",2744,"AT3G44340"
"4838",4838,"AT5G57620"
"2430",2430,"AT3G14860"
"3478",3478,"AT4G23740"
"365",365,"AT1G16460"
"4893",4893,"AT5G59560"
"2144",2144,"AT3G03220"
"3241",3241,"AT4G08685"
"1493",1493,"AT2G18735"
"3884",3884,"AT4G40085"
"3214",3214,"AT4G05020"
"2823",2823,"AT3G50500"
"4547",4547,"AT5G42825"
"4097",4097,"AT5G11680"
"5021",5021,"AT5G65050"
"1274",1274,"AT1G79790"
"795",795,"AT1G51630"
"3487",3487,"AT4G24210"
"1767",1767,"AT2G31960"
"1091",1091,"AT1G71080"
"1503",1503,"AT2G19340"
"2200",2200,"AT3G05580"
"3500",3500,"AT4G24570"
"4801",4801,"AT5G56040"
"3047",3047,"AT3G61010"
"643",643,"AT1G32130"
"934",934,"AT1G62020"
"1079",1079,"AT1G70580"
"2881",2881,"AT3G52640"
"4411",4411,"AT5G27380"
"2780",2780,"AT3G47730"
"2736",2736,"AT3G43440"
"991",991,"AT1G65840"
"3461",3461,"AT4G22350"
"786",786,"AT1G50600"
"1323",1323,"AT2G01505"
"1826",1826,"AT2G35190"
"1681",1681,"AT2G27590"
"2546",2546,"AT3G20230"
"1078",1078,"AT1G70550"
"1443",1443,"AT2G16570"
"768",768,"AT1G49590"
"1136",1136,"AT1G72740"
"621",621,"AT1G30470"
"2089",2089,"AT2G47935"
"4909",4909,"AT5G60690"
"3744",3744,"AT4G34630"
"4685",4685,"AT5G49645"
"1249",1249,"AT1G78700"
"3961",3961,"AT5G04560"
"3561",3561,"AT4G27080"
"188",188,"AT1G08410"
"2839",2839,"AT3G51040"
"3395",3395,"AT4G17940"
"1583",1583,"AT2G22990"
"1038",1038,"AT1G68760"
"4250",4250,"AT5G18200"
"2264",2264,"AT3G08640"
"2563",2563,"AT3G20920"
"2393",2393,"AT3G13560"
"1260",1260,"AT1G79180"
"3373",3373,"AT4G17050"
"1067",1067,"AT1G70080"
"1541",1541,"AT2G20890"
"5011",5011,"AT5G64670"
"4837",4837,"AT5G57580"
"1216",1216,"AT1G76880"
"4947",4947,"AT5G62460"
"4503",4503,"AT5G40510"
"4302",4302,"AT5G20600"
"3093",3093,"AT3G63010"
"644",644,"AT1G32190"
"711",711,"AT1G44900"
"4325",4325,"AT5G22370"
"2696",2696,"AT3G27570"
"2415",2415,"AT3G14240"
"2010",2010,"AT2G44450"
"103",103,"AT1G05350"
"4057",4057,"AT5G09410"
"4061",4061,"AT5G09450"
"2494",2494,"AT3G17900"
"664",664,"AT1G33360"
"3878",3878,"AT4G39955"
"2354",2354,"AT3G12280"
"1101",1101,"AT1G71410"
"3868",3868,"AT4G39390"
"3621",3621,"AT4G29960"
"3030",3030,"AT3G60370"
"743",743,"AT1G48230"
"3704",3704,"AT4G33080"
"4569",4569,"AT5G43810"
"3437",3437,"AT4G20380"
"2024",2024,"AT2G45030"
"2855",2855,"AT3G51720"
"326",326,"AT1G14690"
"2846",2846,"AT3G51280"
"4712",4712,"AT5G50920"
"3151",3151,"AT4G01900"
"1957",1957,"AT2G41220"
"3136",3136,"AT4G01280"
"1704",1704,"AT2G28550"
"3252",3252,"AT4G09695"
"3182",3182,"AT4G02940"
"4410",4410,"AT5G27330"
"4236",4236,"AT5G17380"
"2644",2644,"AT3G25150"
"2727",2727,"AT3G32930"
"4020",4020,"AT5G07025"
"762",762,"AT1G49050"
"3",3,"AT1G01110"
"4573",4573,"AT5G44090"
"123",123,"AT1G05960"
"3736",3736,"AT4G34290"
"2806",2806,"AT3G49240"
"4194",4194,"AT5G15460"
"4697",4697,"AT5G50175"
"1125",1125,"AT1G72310"
"3153",3153,"AT4G01990"
"2775",2775,"AT3G47590"
"4364",4364,"AT5G24490"
"4182",4182,"AT5G14880"
"2956",2956,"AT3G56750"
"367",367,"AT1G16710"
"917",917,"AT1G60940"
"4437",4437,"AT5G35200"
"1678",1678,"AT2G27500"
"2375",2375,"AT3G12950"
"3037",3037,"AT3G60690"
"3490",3490,"AT4G24270"
"461",461,"AT1G21740"
"1460",1460,"AT2G17230"
"1834",1834,"AT2G35730"
"2319",2319,"AT3G10690"
"4294",4294,"AT5G20045"
"3317",3317,"AT4G14160"
"744",744,"AT1G48240"
"4532",4532,"AT5G41940"
"4099",4099,"AT5G11710"
"27",27,"AT1G02145"
"2400",2400,"AT3G13750"
"4510",4510,"AT5G40670"
"41",41,"AT1G03040"
"592",592,"AT1G29020"
"4463",4463,"AT5G37350"
"4860",4860,"AT5G58370"
"2273",2273,"AT3G08850"
"883",883,"AT1G56570"
"4128",4128,"AT5G12850"
"2446",2446,"AT3G15395"
"2714",2714,"AT3G29035"
"2857",2857,"AT3G51850"
"2059",2059,"AT2G46410"
"1888",1888,"AT2G38450"
"1256",1256,"AT1G79000"
"3821",3821,"AT4G37460"
"3755",3755,"AT4G35050"
"1620",1620,"AT2G25270"
"4095",4095,"AT5G11490"
"1591",1591,"AT2G23420"
"3772",3772,"AT4G35860"
"2290",2290,"AT3G09800"
"3416",3416,"AT4G19120"
"2005",2005,"AT2G44270"
"4608",4608,"AT5G45920"
"5093",5093,"ATCG00470"
"345",345,"AT1G15640"
"5071",5071,"AT5G66880"
"5109",5109,"ATMG01080"
"1442",1442,"AT2G16530"
"2557",2557,"AT3G20640"
"3791",3791,"AT4G36640"
"3402",3402,"AT4G18360"
"3167",3167,"AT4G02560"
"2334",2334,"AT3G11490"
"4272",4272,"AT5G19250"
"3104",3104,"AT3G66658"
"2576",2576,"AT3G21540"
"4217",4217,"AT5G16550"
"3033",3033,"AT3G60480"
"2768",2768,"AT3G46600"
"1775",1775,"AT2G32220"
"4283",4283,"AT5G19485"
"1068",1068,"AT1G70090"
"4136",4136,"AT5G13090"
"940",940,"AT1G62570"
"387",387,"AT1G17530"
"3949",3949,"AT5G04170"
"5074",5074,"AT5G67070"
"4241",4241,"AT5G17620"
"2328",2328,"AT3G11100"
"1770",1770,"AT2G32170"
"244",244,"AT1G10740"
"4399",4399,"AT5G26660"
"268",268,"AT1G12010"
"4160",4160,"AT5G14020"
"3218",3218,"AT4G05400"
"4223",4223,"AT5G16710"
"5024",5024,"AT5G65220"
"3436",3436,"AT4G20360"
"1246",1246,"AT1G78620"
"965",965,"AT1G63810"
"250",250,"AT1G10990"
"3784",3784,"AT4G36390"
"1754",1754,"AT2G31305"
"2804",2804,"AT3G48970"
"360",360,"AT1G16210"
"1996",1996,"AT2G43540"
"4307",4307,"AT5G20990"
"2798",2798,"AT3G48710"
"2529",2529,"AT3G19490"
"1041",1041,"AT1G68825"
"2062",2062,"AT2G46550"
"1907",1907,"AT2G39350"
"4306",4306,"AT5G20885"
"384",384,"AT1G17455"
"1950",1950,"AT2G40935"
"3593",3593,"AT4G28310"
"1933",1933,"AT2G40095"
"401",401,"AT1G18500"
"3496",3496,"AT4G24470"
"1640",1640,"AT2G26200"
"3172",3172,"AT4G02680"
"1161",1161,"AT1G74160"
"173",173,"AT1G07840"
"154",154,"AT1G06950"
"3530",3530,"AT4G25840"
"147",147,"AT1G06670"
"3648",3648,"AT4G31020"
"4096",4096,"AT5G11640"
"1180",1180,"AT1G75220"
"3082",3082,"AT3G62660"
"3618",3618,"AT4G29830"
"1870",1870,"AT2G37500"
"426",426,"AT1G19850"
"2240",2240,"AT3G07315"
"3261",3261,"AT4G10280"
"3234",3234,"AT4G08240"
"1965",1965,"AT2G41710"
"3109",3109,"AT4G00150"
"2814",2814,"AT3G49640"
"3888",3888,"AT5G01215"
"3807",3807,"AT4G37080"
"231",231,"AT1G10380"
"4022",4022,"AT5G07080"
"1824",1824,"AT2G35020"
"988",988,"AT1G65650"
"1278",1278,"AT1G79880"
"858",858,"AT1G55152"
"530",530,"AT1G25682"
"4012",4012,"AT5G06665"
"2710",2710,"AT3G28730"
"2519",2519,"AT3G18960"
"903",903,"AT1G59830"
"523",523,"AT1G25220"
"1795",1795,"AT2G33600"
"4162",4162,"AT5G14070"
"2608",2608,"AT3G23325"
"3741",3741,"AT4G34540"
"2181",2181,"AT3G04740"
"1375",1375,"AT2G04845"
"3990",3990,"AT5G05990"
"4959",4959,"AT5G62810"
"4951",4951,"AT5G62540"
"3351",3351,"AT4G15940"
"722",722,"AT1G46554"
"997",997,"AT1G66530"
"2550",2550,"AT3G20330"
"1879",1879,"AT2G37790"
"1910",1910,"AT2G39440"
"1389",1389,"AT2G06010"
"2419",2419,"AT3G14415"
"4115",4115,"AT5G12130"
"3474",3474,"AT4G23430"
"2728",2728,"AT3G33520"
"1971",1971,"AT2G41960"
"2813",2813,"AT3G49601"
"859",859,"AT1G55205"
"1612",1612,"AT2G24640"
"1306",1306,"AT1G80910"
"3098",3098,"AT3G63260"
"2456",2456,"AT3G15950"
"583",583,"AT1G28340"
"2905",2905,"AT3G54180"
"1285",1285,"AT1G80260"
"4524",4524,"AT5G41340"
"1520",1520,"AT2G19880"
"5101",5101,"ATCG01010"
"2596",2596,"AT3G22790"
"3875",3875,"AT4G39820"
"1542",1542,"AT2G20920"
"561",561,"AT1G27390"
"3557",3557,"AT4G26900"
"1119",1119,"AT1G72090"
"2479",2479,"AT3G16840"
"825",825,"AT1G53400"
"3935",3935,"AT5G03260"
"3171",3171,"AT4G02640"
"2298",2298,"AT3G10050"
"975",975,"AT1G64440"
"5095",5095,"ATCG00500"
"836",836,"AT1G54060"
"759",759,"AT1G49030"
"4227",4227,"AT5G16800"
"1303",1303,"AT1G80760"
"4346",4346,"AT5G23450"
"2214",2214,"AT3G06400"
"4165",4165,"AT5G14170"
"4863",4863,"AT5G58450"
"3341",3341,"AT4G15520"
"4035",4035,"AT5G08280"
"5065",5065,"AT5G66675"
"2339",2339,"AT3G11620"
"792",792,"AT1G51570"
"5091",5091,"ATCG00340"
"409",409,"AT1G18970"
"4333",4333,"AT5G22850"
"153",153,"AT1G06930"
"1209",1209,"AT1G76550"
"283",283,"AT1G12650"
"748",748,"AT1G48510"
"1568",1568,"AT2G22430"
"1144",1144,"AT1G72900"
"4398",4398,"AT5G26610"
"3472",3472,"AT4G23270"
"3206",3206,"AT4G04870"
"761",761,"AT1G49040"
"2838",2838,"AT3G51030"
"1341",1341,"AT2G02120"
"1286",1286,"AT1G80280"
"4646",4646,"AT5G47830"
"2268",2268,"AT3G08710"
"5059",5059,"AT5G66320"
"3079",3079,"AT3G62570"
"3413",3413,"AT4G19003"
"478",478,"AT1G22510"
"2157",2157,"AT3G03740"
"4916",4916,"AT5G60940"
"1433",1433,"AT2G15880"
"2113",2113,"AT3G01820"
"2604",2604,"AT3G23255"
"2991",2991,"AT3G58180"
"1979",1979,"AT2G42670"
"1855",1855,"AT2G36740"
"1270",1270,"AT1G79590"
"4984",4984,"AT5G63620"
"3049",3049,"AT3G61100"
"2057",2057,"AT2G46290"
"727",727,"AT1G47290"
"4729",4729,"AT5G51830"
"3498",3498,"AT4G24500"
"366",366,"AT1G16520"
"4500",4500,"AT5G40250"
"2948",2948,"AT3G56120"
"3566",3566,"AT4G27430"
"447",447,"AT1G20930"
"3270",3270,"AT4G10790"
"2551",2551,"AT3G20410"
"603",603,"AT1G29535"
"2824",2824,"AT3G50520"
"3412",3412,"AT4G18905"
"4243",4243,"AT5G17650"
"3475",3475,"AT4G23460"
