"","WS_FLT_c1.which.mclass....2...1."
"1","AT1G01150"
"2","AT1G01183"
"3","AT1G01420"
"4","AT1G01680"
"5","AT1G02205"
"6","AT1G02470"
"7","AT1G02813"
"8","AT1G02820"
"9","AT1G03170"
"10","AT1G03502"
"11","AT1G03506"
"12","AT1G03743"
"13","AT1G03746"
"14","AT1G03790"
"15","AT1G04037"
"16","AT1G04147"
"17","AT1G04187"
"18","AT1G04193"
"19","AT1G04223"
"20","AT1G04227"
"21","AT1G04303"
"22","AT1G04363"
"23","AT1G04403"
"24","AT1G04427"
"25","AT1G04467"
"26","AT1G04493"
"27","AT1G04497"
"28","AT1G04523"
"29","AT1G04567"
"30","AT1G04577"
"31","AT1G04625"
"32","AT1G04643"
"33","AT1G04797"
"34","AT1G04817"
"35","AT1G05023"
"36","AT1G05047"
"37","AT1G05083"
"38","AT1G05103"
"39","AT1G05203"
"40","AT1G05207"
"41","AT1G05243"
"42","AT1G05247"
"43","AT1G05253"
"44","AT1G05297"
"45","AT1G05353"
"46","AT1G05357"
"47","AT1G05383"
"48","AT1G05417"
"49","AT1G05423"
"50","AT1G05510"
"51","AT1G05550"
"52","AT1G05675"
"53","AT1G05693"
"54","AT1G05707"
"55","AT1G05727"
"56","AT1G05747"
"57","AT1G05757"
"58","AT1G05783"
"59","AT1G05813"
"60","AT1G05913"
"61","AT1G05917"
"62","AT1G05927"
"63","AT1G05933"
"64","AT1G05993"
"65","AT1G05997"
"66","AT1G06020"
"67","AT1G06030"
"68","AT1G06100"
"69","AT1G06135"
"70","AT1G06148"
"71","AT1G06170"
"72","AT1G06217"
"73","AT1G06237"
"74","AT1G06243"
"75","AT1G06337"
"76","AT1G06457"
"77","AT1G06487"
"78","AT1G06537"
"79","AT1G06547"
"80","AT1G06583"
"81","AT1G06613"
"82","AT1G06645"
"83","AT1G06717"
"84","AT1G06757"
"85","AT1G06773"
"86","AT1G06963"
"87","AT1G07023"
"88","AT1G07180"
"89","AT1G07267"
"90","AT1G07287"
"91","AT1G07323"
"92","AT1G07340"
"93","AT1G07430"
"94","AT1G07500"
"95","AT1G07653"
"96","AT1G07663"
"97","AT1G07720"
"98","AT1G07743"
"99","AT1G07823"
"100","AT1G07850"
"101","AT1G07900"
"102","AT1G07943"
"103","AT1G07987"
"104","AT1G08090"
"105","AT1G08093"
"106","AT1G08097"
"107","AT1G08115"
"108","AT1G08120"
"109","AT1G08123"
"110","AT1G08213"
"111","AT1G08217"
"112","AT1G08273"
"113","AT1G08323"
"114","AT1G08440"
"115","AT1G08547"
"116","AT1G08557"
"117","AT1G08563"
"118","AT1G08567"
"119","AT1G08573"
"120","AT1G08597"
"121","AT1G08643"
"122","AT1G08667"
"123","AT1G08697"
"124","AT1G08707"
