"","WS_GC_c1.which.mclass....5...1."
"1","AT1G01070"
"2","AT1G01240"
"3","AT1G01290"
"4","AT1G01440"
"5","AT1G01730"
"6","AT1G01770"
"7","AT1G01830"
"8","AT1G01940"
"9","AT1G02000"
"10","AT1G02335"
"11","AT1G02370"
"12","AT1G02520"
"13","AT1G03030"
"14","AT1G03150"
"15","AT1G03160"
"16","AT1G03190"
"17","AT1G03430"
"18","AT1G03550"
"19","AT1G03610"
"20","AT1G03687"
"21","AT1G03770"
"22","AT1G03850"
"23","AT1G03960"
"24","AT1G04030"
"25","AT1G04130"
"26","AT1G04230"
"27","AT1G04240"
"28","AT1G04360"
"29","AT1G04390"
"30","AT1G04503"
"31","AT1G04590"
"32","AT1G04710"
"33","AT1G04730"
"34","AT1G04985"
"35","AT1G05070"
"36","AT1G05090"
"37","AT1G05523"
"38","AT1G05560"
"39","AT1G05562"
"40","AT1G05590"
"41","AT1G05630"
"42","AT1G05710"
"43","AT1G05860"
"44","AT1G06060"
"45","AT1G06090"
"46","AT1G06515"
"47","AT1G06573"
"48","AT1G06630"
"49","AT1G06650"
"50","AT1G06730"
"51","AT1G06790"
"52","AT1G06850"
"53","AT1G06960"
"54","AT1G07020"
"55","AT1G07615"
"56","AT1G07725"
"57","AT1G07728"
"58","AT1G07950"
"59","AT1G07980"
"60","AT1G08125"
"61","AT1G08220"
"62","AT1G08340"
"63","AT1G08380"
"64","AT1G08470"
"65","AT1G08500"
"66","AT1G08750"
"67","AT1G08940"
"68","AT1G08980"
"69","AT1G09000"
"70","AT1G09023"
"71","AT1G09053"
"72","AT1G09230"
"73","AT1G09250"
"74","AT1G09290"
"75","AT1G09340"
"76","AT1G09390"
"77","AT1G09440"
"78","AT1G09490"
"79","AT1G09520"
"80","AT1G09645"
"81","AT1G09700"
"82","AT1G09795"
"83","AT1G09927"
"84","AT1G10140"
"85","AT1G10240"
"86","AT1G10320"
"87","AT1G10350"
"88","AT1G10380"
"89","AT1G10730"
"90","AT1G10910"
"91","AT1G10970"
"92","AT1G11090"
"93","AT1G11160"
"94","AT1G11200"
"95","AT1G11420"
"96","AT1G11430"
"97","AT1G11475"
"98","AT1G11720"
"99","AT1G11800"
"100","AT1G11960"
"101","AT1G12350"
"102","AT1G12420"
"103","AT1G12560"
"104","AT1G12740"
"105","AT1G12750"
"106","AT1G12900"
"107","AT1G12990"
"108","AT1G13030"
"109","AT1G13180"
"110","AT1G13690"
"111","AT1G13740"
"112","AT1G13770"
"113","AT1G13950"
"114","AT1G14060"
"115","AT1G14080"
"116","AT1G14130"
"117","AT1G14220"
"118","AT1G14370"
"119","AT1G14780"
"120","AT1G15170"
"121","AT1G15310"
"122","AT1G15390"
"123","AT1G15550"
"124","AT1G15625"
"125","AT1G15670"
"126","AT1G15710"
"127","AT1G15880"
"128","AT1G15960"
"129","AT1G16000"
"130","AT1G16030"
"131","AT1G16080"
"132","AT1G16170"
"133","AT1G16220"
"134","AT1G16280"
"135","AT1G16310"
"136","AT1G16540"
"137","AT1G16670"
"138","AT1G16930"
"139","AT1G17020"
"140","AT1G17270"
"141","AT1G17430"
"142","AT1G17510"
"143","AT1G17590"
"144","AT1G17750"
"145","AT1G17820"
"146","AT1G18040"
"147","AT1G18415"
"148","AT1G18420"
"149","AT1G18490"
"150","AT1G18600"
"151","AT1G18690"
"152","AT1G18970"
"153","AT1G19050"
"154","AT1G19290"
"155","AT1G19300"
"156","AT1G19330"
"157","AT1G19400"
"158","AT1G19530"
"159","AT1G19550"
"160","AT1G19900"
"161","AT1G20070"
"162","AT1G20140"
"163","AT1G20270"
"164","AT1G20300"
"165","AT1G20480"
"166","AT1G20610"
"167","AT1G20910"
"168","AT1G21010"
"169","AT1G21065"
"170","AT1G21070"
"171","AT1G21090"
"172","AT1G21140"
"173","AT1G21200"
"174","AT1G21760"
"175","AT1G22065"
"176","AT1G22180"
"177","AT1G22220"
"178","AT1G22270"
"179","AT1G22540"
"180","AT1G22640"
"181","AT1G22850"
"182","AT1G22870"
"183","AT1G22960"
"184","AT1G22970"
"185","AT1G23340"
"186","AT1G23390"
"187","AT1G23970"
"188","AT1G24420"
"189","AT1G24440"
"190","AT1G24490"
"191","AT1G24610"
"192","AT1G24625"
"193","AT1G25275"
"194","AT1G25375"
"195","AT1G25390"
"196","AT1G25480"
"197","AT1G25500"
"198","AT1G26130"
"199","AT1G26150"
"200","AT1G26160"
"201","AT1G26260"
"202","AT1G26340"
"203","AT1G26450"
"204","AT1G26750"
"205","AT1G26960"
"206","AT1G27140"
"207","AT1G27170"
"208","AT1G27500"
"209","AT1G27680"
"210","AT1G28140"
"211","AT1G28250"
"212","AT1G28395"
"213","AT1G29300"
"214","AT1G29357"
"215","AT1G29630"
"216","AT1G29800"
"217","AT1G30080"
"218","AT1G30380"
"219","AT1G30530"
"220","AT1G30700"
"221","AT1G30810"
"222","AT1G31175"
"223","AT1G31360"
"224","AT1G31440"
"225","AT1G31470"
"226","AT1G31650"
"227","AT1G32060"
"228","AT1G32070"
"229","AT1G32127"
"230","AT1G32200"
"231","AT1G32460"
"232","AT1G32690"
"233","AT1G32860"
"234","AT1G32930"
"235","AT1G32990"
"236","AT1G33060"
"237","AT1G33080"
"238","AT1G33260"
"239","AT1G33290"
"240","AT1G33400"
"241","AT1G33420"
"242","AT1G33970"
"243","AT1G34010"
"244","AT1G34150"
"245","AT1G34350"
"246","AT1G34360"
"247","AT1G34418"
"248","AT1G34510"
"249","AT1G34750"
"250","AT1G36070"
"251","AT1G36180"
"252","AT1G36320"
"253","AT1G42430"
"254","AT1G42550"
"255","AT1G43650"
"256","AT1G43790"
"257","AT1G44760"
"258","AT1G44770"
"259","AT1G44810"
"260","AT1G44960"
"261","AT1G45180"
"262","AT1G45191"
"263","AT1G45249"
"264","AT1G45976"
"265","AT1G47230"
"266","AT1G48120"
"267","AT1G48170"
"268","AT1G48240"
"269","AT1G48280"
"270","AT1G48310"
"271","AT1G48315"
"272","AT1G48320"
"273","AT1G48350"
"274","AT1G48360"
"275","AT1G48370"
"276","AT1G48380"
"277","AT1G48500"
"278","AT1G48520"
"279","AT1G49310"
"280","AT1G49450"
"281","AT1G49560"
"282","AT1G49590"
"283","AT1G49840"
"284","AT1G49850"
"285","AT1G49870"
"286","AT1G50020"
"287","AT1G50060"
"288","AT1G50110"
"289","AT1G50320"
"290","AT1G50440"
"291","AT1G50510"
"292","AT1G50575"
"293","AT1G50659"
"294","AT1G50890"
"295","AT1G50940"
"296","AT1G51140"
"297","AT1G51170"
"298","AT1G51580"
"299","AT1G51640"
"300","AT1G51645"
"301","AT1G51790"
"302","AT1G51800"
"303","AT1G51890"
"304","AT1G52080"
"305","AT1G52140"
"306","AT1G52370"
"307","AT1G53140"
"308","AT1G53233"
"309","AT1G53270"
"310","AT1G53400"
"311","AT1G53460"
"312","AT1G53650"
"313","AT1G53670"
"314","AT1G53680"
"315","AT1G53800"
"316","AT1G53920"
"317","AT1G54350"
"318","AT1G54385"
"319","AT1G54450"
"320","AT1G54740"
"321","AT1G54770"
"322","AT1G55000"
"323","AT1G55190"
"324","AT1G55265"
"325","AT1G55450"
"326","AT1G55520"
"327","AT1G55535"
"328","AT1G55670"
"329","AT1G55750"
"330","AT1G55760"
"331","AT1G55820"
"332","AT1G55830"
"333","AT1G55940"
"334","AT1G56000"
"335","AT1G56020"
"336","AT1G56080"
"337","AT1G56210"
"338","AT1G56290"
"339","AT1G56320"
"340","AT1G56423"
"341","AT1G57590"
"342","AT1G57600"
"343","AT1G57700"
"344","AT1G58170"
"345","AT1G58235"
"346","AT1G59600"
"347","AT1G59660"
"348","AT1G59710"
"349","AT1G59940"
"350","AT1G59970"
"351","AT1G59980"
"352","AT1G59990"
"353","AT1G60560"
"354","AT1G60650"
"355","AT1G60790"
"356","AT1G61050"
"357","AT1G61240"
"358","AT1G61370"
"359","AT1G61900"
"360","AT1G62040"
"361","AT1G62280"
"362","AT1G62310"
"363","AT1G62320"
"364","AT1G62422"
"365","AT1G62610"
"366","AT1G62820"
"367","AT1G62990"
"368","AT1G63120"
"369","AT1G63160"
"370","AT1G63250"
"371","AT1G63420"
"372","AT1G63450"
"373","AT1G63670"
"374","AT1G63740"
"375","AT1G63850"
"376","AT1G63970"
"377","AT1G64105"
"378","AT1G64450"
"379","AT1G64510"
"380","AT1G64600"
"381","AT1G64630"
"382","AT1G64660"
"383","AT1G64890"
"384","AT1G64950"
"385","AT1G64960"
"386","AT1G65030"
"387","AT1G65040"
"388","AT1G65180"
"389","AT1G65470"
"390","AT1G65690"
"391","AT1G65985"
"392","AT1G66250"
"393","AT1G66350"
"394","AT1G66730"
"395","AT1G66760"
"396","AT1G67170"
"397","AT1G67590"
"398","AT1G67700"
"399","AT1G67740"
"400","AT1G67840"
"401","AT1G67940"
"402","AT1G67950"
"403","AT1G68160"
"404","AT1G68310"
"405","AT1G68470"
"406","AT1G68570"
"407","AT1G68680"
"408","AT1G68940"
"409","AT1G69010"
"410","AT1G69060"
"411","AT1G69170"
"412","AT1G69330"
"413","AT1G69390"
"414","AT1G69760"
"415","AT1G69910"
"416","AT1G70000"
"417","AT1G70070"
"418","AT1G70080"
"419","AT1G70140"
"420","AT1G70590"
"421","AT1G70670"
"422","AT1G71100"
"423","AT1G71240"
"424","AT1G71528"
"425","AT1G71530"
"426","AT1G71692"
"427","AT1G71920"
"428","AT1G71950"
"429","AT1G72020"
"430","AT1G72175"
"431","AT1G72630"
"432","AT1G72860"
"433","AT1G72970"
"434","AT1G73010"
"435","AT1G73130"
"436","AT1G73640"
"437","AT1G73820"
"438","AT1G73850"
"439","AT1G74280"
"440","AT1G74320"
"441","AT1G74340"
"442","AT1G74410"
"443","AT1G74640"
"444","AT1G74660"
"445","AT1G74710"
"446","AT1G74750"
"447","AT1G74780"
"448","AT1G74850"
"449","AT1G74970"
"450","AT1G75010"
"451","AT1G75020"
