"","WS_GC_c1.which.mclass....9...1."
"1","AT1G01390"
"2","AT1G02065"
"3","AT1G04347"
"4","AT1G04467"
"5","AT1G04500"
"6","AT1G04797"
"7","AT1G04953"
"8","AT1G05787"
"9","AT1G05927"
"10","AT1G06100"
"11","AT1G07450"
"12","AT1G08757"
"13","AT1G08857"
"14","AT1G08860"
"15","AT1G09240"
"16","AT1G10585"
"17","AT1G11590"
"18","AT1G11850"
"19","AT1G12980"
"20","AT1G13290"
"21","AT1G14100"
"22","AT1G14420"
"23","AT1G14760"
"24","AT1G19510"
"25","AT1G19640"
"26","AT1G20350"
"27","AT1G20680"
"28","AT1G21240"
"29","AT1G21470"
"30","AT1G22120"
"31","AT1G24145"
"32","AT1G24147"
"33","AT1G24148"
"34","AT1G26558"
"35","AT1G26600"
"36","AT1G27461"
"37","AT1G29110"
"38","AT1G29440"
"39","AT1G29450"
"40","AT1G29490"
"41","AT1G30814"
"42","AT1G31690"
"43","AT1G32780"
"44","AT1G33720"
"45","AT1G33950"
"46","AT1G34245"
"47","AT1G35290"
"48","AT1G47265"
"49","AT1G47485"
"50","AT1G49830"
"51","AT1G52030"
"52","AT1G52040"
"53","AT1G52810"
"54","AT1G53870"
"55","AT1G53890"
"56","AT1G55010"
"57","AT1G55950"
"58","AT1G56510"
"59","AT1G57750"
"60","AT1G58300"
"61","AT1G58460"
"62","AT1G58725"
"63","AT1G59030"
"64","AT1G59406"
"65","AT1G59930"
"66","AT1G60987"
"67","AT1G61120"
"68","AT1G62450"
"69","AT1G62630"
"70","AT1G62760"
"71","AT1G65450"
"72","AT1G65480"
"73","AT1G65483"
"74","AT1G65630"
"75","AT1G66380"
"76","AT1G67640"
"77","AT1G67855"
"78","AT1G68480"
"79","AT1G69180"
"80","AT1G69320"
"81","AT1G69500"
"82","AT1G70270"
"83","AT1G71390"
"84","AT1G72260"
"85","AT1G77960"
"86","AT1G78922"
"87","AT1G79400"
"88","AT1G79770"
"89","AT2G03520"
"90","AT2G03895"
"91","AT2G03965"
"92","AT2G04495"
"93","AT2G06002"
"94","AT2G06435"
"95","AT2G07140"
"96","AT2G08330"
"97","AT2G08420"
"98","AT2G09230"
"99","AT2G13570"
"100","AT2G14580"
"101","AT2G15050"
"102","AT2G15080"
"103","AT2G17740"
"104","AT2G19500"
"105","AT2G19980"
"106","AT2G20870"
"107","AT2G20875"
"108","AT2G21220"
"109","AT2G26010"
"110","AT2G27270"
"111","AT2G28085"
"112","AT2G28580"
"113","AT2G28610"
"114","AT2G29170"
"115","AT2G29300"
"116","AT2G30420"
"117","AT2G30424"
"118","AT2G30432"
"119","AT2G32160"
"120","AT2G32290"
"121","AT2G32880"
"122","AT2G33175"
"123","AT2G33350"
"124","AT2G33520"
"125","AT2G34700"
"126","AT2G35075"
"127","AT2G36190"
"128","AT2G36610"
"129","AT2G36780"
"130","AT2G37030"
"131","AT2G38995"
"132","AT2G42830"
"133","AT2G42990"
"134","AT2G43520"
"135","AT2G44070"
"136","AT2G44240"
"137","AT2G44570"
"138","AT2G44745"
"139","AT2G45135"
"140","AT2G45610"
"141","AT2G46440"
"142","AT2G46960"
"143","AT3G02105"
"144","AT3G03260"
"145","AT3G03830"
"146","AT3G04255"
"147","AT3G06120"
"148","AT3G09870"
"149","AT3G13130"
"150","AT3G13540"
"151","AT3G14380"
"152","AT3G18010"
"153","AT3G18550"
"154","AT3G20865"
"155","AT3G21660"
"156","AT3G22640"
"157","AT3G23480"
"158","AT3G24140"
"159","AT3G25010"
"160","AT3G25180"
"161","AT3G26230"
"162","AT3G27660"
"163","AT3G27920"
"164","AT3G27970"
"165","AT3G28060"
"166","AT3G28917"
"167","AT3G30530"
"168","AT3G36659"
"169","AT3G44805"
"170","AT3G44970"
"171","AT3G45638"
"172","AT3G46490"
"173","AT3G46660"
"174","AT3G46770"
"175","AT3G48640"
"176","AT3G50330"
"177","AT3G53250"
"178","AT3G55240"
"179","AT3G57210"
"180","AT3G57240"
"181","AT3G57600"
"182","AT3G59270"
"183","AT3G62510"
"184","AT3G63088"
"185","AT4G00250"
"186","AT4G00580"
"187","AT4G00970"
"188","AT4G02670"
"189","AT4G03725"
"190","AT4G04500"
"191","AT4G04510"
"192","AT4G05470"
"193","AT4G05475"
"194","AT4G05497"
"195","AT4G08990"
"196","AT4G09430"
"197","AT4G10150"
"198","AT4G10230"
"199","AT4G11490"
"200","AT4G11521"
"201","AT4G11911"
"202","AT4G12917"
"203","AT4G13810"
"204","AT4G15710"
"205","AT4G18540"
"206","AT4G18960"
"207","AT4G20900"
"208","AT4G22050"
"209","AT4G22510"
"210","AT4G22513"
"211","AT4G23140"
"212","AT4G23150"
"213","AT4G23200"
"214","AT4G23210"
"215","AT4G23290"
"216","AT4G23320"
"217","AT4G25330"
"218","AT4G25950"
"219","AT4G26740"
"220","AT4G27360"
"221","AT4G29470"
"222","AT4G29570"
"223","AT4G30250"
"224","AT4G31640"
"225","AT4G31680"
"226","AT4G33930"
"227","AT4G34530"
"228","AT4G35650"
"229","AT4G36700"
"230","AT4G37990"
"231","AT4G38000"
"232","AT4G38820"
"233","AT4G38825"
"234","AT4G38850"
"235","AT4G38880"
"236","AT4G39250"
"237","AT4G39340"
"238","AT4G39500"
"239","AT5G00875"
"240","AT5G00910"
"241","AT5G02110"
"242","AT5G02865"
"243","AT5G03120"
"244","AT5G03350"
"245","AT5G04180"
"246","AT5G04500"
"247","AT5G05420"
"248","AT5G06505"
"249","AT5G07430"
"250","AT5G08150"
"251","AT5G08460"
"252","AT5G09365"
"253","AT5G11190"
"254","AT5G15800"
"255","AT5G17830"
"256","AT5G18010"
"257","AT5G18050"
"258","AT5G18060"
"259","AT5G18404"
"260","AT5G18430"
"261","AT5G18600"
"262","AT5G19470"
"263","AT5G19580"
"264","AT5G24150"
"265","AT5G24155"
"266","AT5G25980"
"267","AT5G28237"
"268","AT5G35480"
"269","AT5G35490"
"270","AT5G36910"
"271","AT5G37300"
