"","WS_GC_c1.which.mclass....2...1."
"1","AT1G01030"
"2","AT1G01150"
"3","AT1G01250"
"4","AT1G01310"
"5","AT1G01355"
"6","AT1G01380"
"7","AT1G01450"
"8","AT1G01520"
"9","AT1G01695"
"10","AT1G01700"
"11","AT1G01715"
"12","AT1G01725"
"13","AT1G01790"
"14","AT1G01840"
"15","AT1G02030"
"16","AT1G02070"
"17","AT1G02230"
"18","AT1G02250"
"19","AT1G02350"
"20","AT1G02380"
"21","AT1G02430"
"22","AT1G02575"
"23","AT1G02610"
"24","AT1G02705"
"25","AT1G02770"
"26","AT1G02800"
"27","AT1G02813"
"28","AT1G02940"
"29","AT1G03055"
"30","AT1G03070"
"31","AT1G03120"
"32","AT1G03400"
"33","AT1G03445"
"34","AT1G03510"
"35","AT1G03660"
"36","AT1G03790"
"37","AT1G03800"
"38","AT1G03980"
"39","AT1G04007"
"40","AT1G04053"
"41","AT1G04067"
"42","AT1G04090"
"43","AT1G04103"
"44","AT1G04110"
"45","AT1G04295"
"46","AT1G04297"
"47","AT1G04307"
"48","AT1G04353"
"49","AT1G04357"
"50","AT1G04433"
"51","AT1G04445"
"52","AT1G04487"
"53","AT1G04560"
"54","AT1G04660"
"55","AT1G04743"
"56","AT1G04767"
"57","AT1G04800"
"58","AT1G04803"
"59","AT1G04827"
"60","AT1G04917"
"61","AT1G05043"
"62","AT1G05047"
"63","AT1G05083"
"64","AT1G05147"
"65","AT1G05163"
"66","AT1G05240"
"67","AT1G05267"
"68","AT1G05277"
"69","AT1G05287"
"70","AT1G05327"
"71","AT1G05330"
"72","AT1G05340"
"73","AT1G05350"
"74","AT1G05383"
"75","AT1G05397"
"76","AT1G05400"
"77","AT1G05420"
"78","AT1G05450"
"79","AT1G05467"
"80","AT1G05540"
"81","AT1G05553"
"82","AT1G05557"
"83","AT1G05577"
"84","AT1G05610"
"85","AT1G05650"
"86","AT1G05690"
"87","AT1G05727"
"88","AT1G05760"
"89","AT1G05773"
"90","AT1G05783"
"91","AT1G05833"
"92","AT1G05835"
"93","AT1G05873"
"94","AT1G05894"
"95","AT1G05933"
"96","AT1G05977"
"97","AT1G05990"
"98","AT1G06003"
"99","AT1G06030"
"100","AT1G06148"
"101","AT1G06170"
"102","AT1G06173"
"103","AT1G06330"
"104","AT1G06473"
"105","AT1G06750"
"106","AT1G06753"
"107","AT1G06787"
"108","AT1G06830"
"109","AT1G06837"
"110","AT1G06923"
"111","AT1G06970"
"112","AT1G07050"
"113","AT1G07060"
"114","AT1G07160"
"115","AT1G07167"
"116","AT1G07175"
"117","AT1G07187"
"118","AT1G07250"
"119","AT1G07400"
"120","AT1G07440"
"121","AT1G07485"
"122","AT1G07517"
"123","AT1G07587"
"124","AT1G07600"
"125","AT1G07607"
"126","AT1G07660"
"127","AT1G07737"
"128","AT1G07753"
"129","AT1G07780"
"130","AT1G07803"
"131","AT1G07823"
"132","AT1G07900"
"133","AT1G07983"
"134","AT1G08035"
"135","AT1G08165"
"136","AT1G08273"
"137","AT1G08440"
"138","AT1G08513"
"139","AT1G08543"
"140","AT1G08723"
"141","AT1G08760"
"142","AT1G09155"
"143","AT1G09157"
"144","AT1G09176"
"145","AT1G09193"
"146","AT1G09247"
"147","AT1G09253"
"148","AT1G09297"
"149","AT1G09310"
"150","AT1G09327"
"151","AT1G09363"
"152","AT1G09370"
"153","AT1G09380"
"154","AT1G09410"
"155","AT1G09443"
"156","AT1G09453"
"157","AT1G09480"
"158","AT1G09487"
"159","AT1G09493"
"160","AT1G09500"
"161","AT1G09537"
"162","AT1G09543"
"163","AT1G09610"
"164","AT1G09617"
"165","AT1G09623"
"166","AT1G09677"
"167","AT1G09680"
"168","AT1G09713"
"169","AT1G09773"
"170","AT1G09794"
"171","AT1G09812"
"172","AT1G09847"
"173","AT1G09853"
"174","AT1G09880"
"175","AT1G09897"
"176","AT1G09917"
"177","AT1G09930"
"178","AT1G09963"
"179","AT1G09987"
"180","AT1G09993"
"181","AT1G10110"
"182","AT1G10220"
"183","AT1G10385"
"184","AT1G10417"
"185","AT1G10540"
"186","AT1G10657"
"187","AT1G10770"
"188","AT1G10790"
"189","AT1G10850"
"190","AT1G10870"
"191","AT1G10875"
"192","AT1G11040"
"193","AT1G11112"
"194","AT1G11250"
"195","AT1G11340"
"196","AT1G11390"
"197","AT1G11490"
"198","AT1G11560"
"199","AT1G11600"
"200","AT1G11690"
"201","AT1G11740"
"202","AT1G11915"
"203","AT1G11920"
"204","AT1G12030"
"205","AT1G12064"
"206","AT1G12400"
"207","AT1G12620"
"208","AT1G12845"
"209","AT1G12860"
"210","AT1G12880"
"211","AT1G12890"
"212","AT1G13140"
"213","AT1G13143"
"214","AT1G13150"
"215","AT1G13230"
"216","AT1G13370"
"217","AT1G13448"
"218","AT1G13470"
"219","AT1G13480"
"220","AT1G13500"
"221","AT1G13680"
"222","AT1G13790"
"223","AT1G14150"
"224","AT1G14170"
"225","AT1G14430"
"226","AT1G14440"
"227","AT1G14455"
"228","AT1G14510"
"229","AT1G14550"
"230","AT1G14600"
"231","AT1G14680"
"232","AT1G14930"
"233","AT1G15010"
"234","AT1G15050"
"235","AT1G15125"
"236","AT1G15160"
"237","AT1G15165"
"238","AT1G15175"
"239","AT1G15190"
"240","AT1G15320"
"241","AT1G15520"
"242","AT1G15580"
"243","AT1G15600"
"244","AT1G15825"
"245","AT1G15830"
"246","AT1G15980"
"247","AT1G15990"
"248","AT1G16090"
"249","AT1G16160"
"250","AT1G16230"
"251","AT1G16260"
"252","AT1G16290"
"253","AT1G16300"
"254","AT1G16360"
"255","AT1G16410"
"256","AT1G16420"
"257","AT1G16490"
"258","AT1G16510"
"259","AT1G16515"
"260","AT1G16635"
"261","AT1G16640"
"262","AT1G16730"
"263","AT1G16750"
"264","AT1G17147"
"265","AT1G17235"
"266","AT1G17345"
"267","AT1G17400"
"268","AT1G17990"
"269","AT1G18010"
"270","AT1G18170"
"271","AT1G18197"
"272","AT1G18290"
"273","AT1G18320"
"274","AT1G18400"
"275","AT1G18710"
"276","AT1G18735"
"277","AT1G18750"
"278","AT1G18773"
"279","AT1G18800"
"280","AT1G18810"
"281","AT1G18960"
"282","AT1G19040"
"283","AT1G19080"
"284","AT1G19150"
"285","AT1G19200"
"286","AT1G19250"
"287","AT1G19565"
"288","AT1G19620"
"289","AT1G19630"
"290","AT1G19780"
"291","AT1G19968"
"292","AT1G20065"
"293","AT1G20080"
"294","AT1G20130"
"295","AT1G20150"
"296","AT1G20180"
"297","AT1G20310"
"298","AT1G20470"
"299","AT1G20490"
"300","AT1G20515"
"301","AT1G20580"
"302","AT1G20690"
"303","AT1G20810"
"304","AT1G20870"
"305","AT1G21130"
"306","AT1G21230"
"307","AT1G21326"
"308","AT1G21360"
"309","AT1G21460"
"310","AT1G21500"
"311","AT1G21510"
"312","AT1G21520"
"313","AT1G21530"
"314","AT1G21550"
"315","AT1G21860"
"316","AT1G21890"
"317","AT1G22110"
"318","AT1G22275"
"319","AT1G22290"
"320","AT1G22590"
"321","AT1G22630"
"322","AT1G22670"
"323","AT1G22800"
"324","AT1G22810"
"325","AT1G22900"
"326","AT1G23050"
"327","AT1G23052"
"328","AT1G23070"
"329","AT1G23130"
"330","AT1G23210"
"331","AT1G23280"
"332","AT1G23350"
"333","AT1G23700"
"334","AT1G23840"
"335","AT1G23985"
"336","AT1G24020"
"337","AT1G24068"
"338","AT1G24160"
"339","AT1G24260"
"340","AT1G24470"
"341","AT1G24485"
"342","AT1G24570"
"343","AT1G24580"
"344","AT1G24620"
"345","AT1G24735"
"346","AT1G25250"
"347","AT1G25277"
"348","AT1G25380"
"349","AT1G25440"
"350","AT1G26170"
"351","AT1G26200"
"352","AT1G26210"
"353","AT1G26230"
"354","AT1G26380"
"355","AT1G26420"
"356","AT1G26500"
"357","AT1G26680"
"358","AT1G26762"
"359","AT1G26790"
"360","AT1G26890"
"361","AT1G27045"
"362","AT1G27110"
"363","AT1G27480"
"364","AT1G27565"
"365","AT1G27610"
"366","AT1G27720"
"367","AT1G28160"
"368","AT1G28230"
"369","AT1G28360"
"370","AT1G28480"
"371","AT1G28550"
"372","AT1G28590"
"373","AT1G28690"
"374","AT1G29180"
"375","AT1G29230"
"376","AT1G29420"
"377","AT1G29465"
"378","AT1G29510"
"379","AT1G29535"
"380","AT1G29590"
"381","AT1G29670"
"382","AT1G29770"
"383","AT1G29830"
"384","AT1G29910"
"385","AT1G29990"
"386","AT1G30020"
"387","AT1G30050"
"388","AT1G30100"
"389","AT1G30135"
"390","AT1G30160"
"391","AT1G30260"
"392","AT1G30473"
"393","AT1G30660"
"394","AT1G30740"
"395","AT1G30850"
"396","AT1G31290"
"397","AT1G31310"
"398","AT1G31485"
"399","AT1G31550"
"400","AT1G31720"
"401","AT1G31790"
"402","AT1G31990"
"403","AT1G32080"
"404","AT1G32120"
"405","AT1G32172"
"406","AT1G32270"
"407","AT1G32350"
"408","AT1G32510"
"409","AT1G32520"
"410","AT1G32560"
"411","AT1G32570"
"412","AT1G32610"
"413","AT1G32850"
"414","AT1G32960"
"415","AT1G33055"
"416","AT1G33320"
"417","AT1G33430"
"418","AT1G33750"
"419","AT1G33840"
"420","AT1G33870"
"421","AT1G33890"
"422","AT1G33900"
"423","AT1G33910"
"424","AT1G33960"
"425","AT1G33990"
"426","AT1G34060"
"427","AT1G34520"
"428","AT1G34640"
"429","AT1G35180"
"430","AT1G35240"
"431","AT1G35255"
"432","AT1G35515"
"433","AT1G35560"
"434","AT1G36622"
"435","AT1G37150"
