"","WS_GC_c1.which.mclass....8...1."
"1","AT1G01140"
"2","AT1G01170"
"3","AT1G01200"
"4","AT1G01320"
"5","AT1G01370"
"6","AT1G01420"
"7","AT1G01448"
"8","AT1G01453"
"9","AT1G01480"
"10","AT1G01490"
"11","AT1G01570"
"12","AT1G01580"
"13","AT1G01590"
"14","AT1G01630"
"15","AT1G01660"
"16","AT1G01670"
"17","AT1G01740"
"18","AT1G01760"
"19","AT1G01860"
"20","AT1G01880"
"21","AT1G01900"
"22","AT1G01930"
"23","AT1G01970"
"24","AT1G02020"
"25","AT1G02090"
"26","AT1G02100"
"27","AT1G02130"
"28","AT1G02160"
"29","AT1G02180"
"30","AT1G02205"
"31","AT1G02260"
"32","AT1G02280"
"33","AT1G02310"
"34","AT1G02340"
"35","AT1G02390"
"36","AT1G02405"
"37","AT1G02420"
"38","AT1G02460"
"39","AT1G02475"
"40","AT1G02530"
"41","AT1G02570"
"42","AT1G02640"
"43","AT1G02670"
"44","AT1G02680"
"45","AT1G02690"
"46","AT1G02950"
"47","AT1G02970"
"48","AT1G03010"
"49","AT1G03040"
"50","AT1G03100"
"51","AT1G03130"
"52","AT1G03180"
"53","AT1G03210"
"54","AT1G03270"
"55","AT1G03280"
"56","AT1G03300"
"57","AT1G03340"
"58","AT1G03350"
"59","AT1G03370"
"60","AT1G03390"
"61","AT1G03410"
"62","AT1G03440"
"63","AT1G03470"
"64","AT1G03495"
"65","AT1G03540"
"66","AT1G03545"
"67","AT1G03600"
"68","AT1G03630"
"69","AT1G03650"
"70","AT1G03700"
"71","AT1G03730"
"72","AT1G03740"
"73","AT1G03820"
"74","AT1G03940"
"75","AT1G03970"
"76","AT1G03990"
"77","AT1G03993"
"78","AT1G04070"
"79","AT1G04077"
"80","AT1G04100"
"81","AT1G04117"
"82","AT1G04150"
"83","AT1G04163"
"84","AT1G04180"
"85","AT1G04183"
"86","AT1G04200"
"87","AT1G04220"
"88","AT1G04233"
"89","AT1G04310"
"90","AT1G04343"
"91","AT1G04350"
"92","AT1G04370"
"93","AT1G04427"
"94","AT1G04463"
"95","AT1G04473"
"96","AT1G04490"
"97","AT1G04513"
"98","AT1G04537"
"99","AT1G04555"
"100","AT1G04570"
"101","AT1G04580"
"102","AT1G04600"
"103","AT1G04620"
"104","AT1G04635"
"105","AT1G04640"
"106","AT1G04647"
"107","AT1G04650"
"108","AT1G04760"
"109","AT1G04773"
"110","AT1G04778"
"111","AT1G04823"
"112","AT1G04833"
"113","AT1G04840"
"114","AT1G04860"
"115","AT1G04910"
"116","AT1G04930"
"117","AT1G04933"
"118","AT1G04970"
"119","AT1G04977"
"120","AT1G04980"
"121","AT1G05010"
"122","AT1G05020"
"123","AT1G05033"
"124","AT1G05087"
"125","AT1G05100"
"126","AT1G05120"
"127","AT1G05180"
"128","AT1G05187"
"129","AT1G05220"
"130","AT1G05270"
"131","AT1G05280"
"132","AT1G05300"
"133","AT1G05310"
"134","AT1G05320"
"135","AT1G05333"
"136","AT1G05370"
"137","AT1G05385"
"138","AT1G05440"
"139","AT1G05453"
"140","AT1G05490"
"141","AT1G05530"
"142","AT1G05575"
"143","AT1G05600"
"144","AT1G05640"
"145","AT1G05660"
"146","AT1G05680"
"147","AT1G05687"
"148","AT1G05730"
"149","AT1G05750"
"150","AT1G05753"
"151","AT1G05770"
"152","AT1G05780"
"153","AT1G05820"
"154","AT1G05830"
"155","AT1G05837"
"156","AT1G05870"
"157","AT1G05940"
"158","AT1G05950"
"159","AT1G05970"
"160","AT1G06010"
"161","AT1G06050"
"162","AT1G06080"
"163","AT1G06140"
"164","AT1G06143"
"165","AT1G06150"
"166","AT1G06160"
"167","AT1G06200"
"168","AT1G06227"
"169","AT1G06265"
"170","AT1G06270"
"171","AT1G06310"
"172","AT1G06350"
"173","AT1G06400"
"174","AT1G06420"
"175","AT1G06440"
"176","AT1G06450"
"177","AT1G06460"
"178","AT1G06470"
"179","AT1G06475"
"180","AT1G06500"
"181","AT1G06510"
"182","AT1G06520"
"183","AT1G06530"
"184","AT1G06540"
"185","AT1G06580"
"186","AT1G06690"
"187","AT1G06740"
"188","AT1G06780"
"189","AT1G06870"
"190","AT1G06910"
"191","AT1G06930"
"192","AT1G07010"
"193","AT1G07110"
"194","AT1G07119"
"195","AT1G07135"
"196","AT1G07150"
"197","AT1G07200"
"198","AT1G07210"
"199","AT1G07240"
"200","AT1G07270"
"201","AT1G07280"
"202","AT1G07290"
"203","AT1G07300"
"204","AT1G07360"
"205","AT1G07390"
"206","AT1G07420"
"207","AT1G07477"
"208","AT1G07550"
"209","AT1G07620"
"210","AT1G07650"
"211","AT1G07667"
"212","AT1G07707"
"213","AT1G07710"
"214","AT1G07720"
"215","AT1G07745"
"216","AT1G07795"
"217","AT1G07893"
"218","AT1G07933"
"219","AT1G08003"
"220","AT1G08043"
"221","AT1G08070"
"222","AT1G08090"
"223","AT1G08120"
"224","AT1G08130"
"225","AT1G08180"
"226","AT1G08230"
"227","AT1G08280"
"228","AT1G08287"
"229","AT1G08300"
"230","AT1G08310"
"231","AT1G08315"
"232","AT1G08390"
"233","AT1G08450"
"234","AT1G08530"
"235","AT1G08550"
"236","AT1G08560"
"237","AT1G08610"
"238","AT1G08620"
"239","AT1G08630"
"240","AT1G08645"
"241","AT1G08660"
"242","AT1G08670"
"243","AT1G08680"
"244","AT1G08730"
"245","AT1G08753"
"246","AT1G08800"
"247","AT1G08820"
"248","AT1G08845"
"249","AT1G08900"
"250","AT1G08920"
"251","AT1G08973"
"252","AT1G09050"
"253","AT1G09130"
"254","AT1G09190"
"255","AT1G09195"
"256","AT1G09220"
"257","AT1G09257"
"258","AT1G09280"
"259","AT1G09350"
"260","AT1G09415"
"261","AT1G09421"
