"","WS_GC_c1.which.mclass....1...1."
"1","AT1G01060"
"2","AT1G01190"
"3","AT1G01220"
"4","AT1G01230"
"5","AT1G01260"
"6","AT1G01340"
"7","AT1G01430"
"8","AT1G01470"
"9","AT1G01650"
"10","AT1G01710"
"11","AT1G01720"
"12","AT1G01820"
"13","AT1G01920"
"14","AT1G01950"
"15","AT1G02110"
"16","AT1G02145"
"17","AT1G02150"
"18","AT1G02170"
"19","AT1G02190"
"20","AT1G02920"
"21","AT1G02990"
"22","AT1G03000"
"23","AT1G03090"
"24","AT1G03110"
"25","AT1G03475"
"26","AT1G03530"
"27","AT1G03590"
"28","AT1G03830"
"29","AT1G03930"
"30","AT1G04160"
"31","AT1G04247"
"32","AT1G04340"
"33","AT1G04520"
"34","AT1G04530"
"35","AT1G04550"
"36","AT1G04630"
"37","AT1G04770"
"38","AT1G04950"
"39","AT1G04990"
"40","AT1G05213"
"41","AT1G05360"
"42","AT1G05410"
"43","AT1G05430"
"44","AT1G05720"
"45","AT1G05790"
"46","AT1G05805"
"47","AT1G05840"
"48","AT1G06190"
"49","AT1G06210"
"50","AT1G06360"
"51","AT1G06430"
"52","AT1G06490"
"53","AT1G06620"
"54","AT1G07000"
"55","AT1G07030"
"56","AT1G07040"
"57","AT1G07230"
"58","AT1G07310"
"59","AT1G07320"
"60","AT1G07370"
"61","AT1G07380"
"62","AT1G07470"
"63","AT1G07520"
"64","AT1G07530"
"65","AT1G07630"
"66","AT1G07705"
"67","AT1G07830"
"68","AT1G07910"
"69","AT1G07960"
"70","AT1G07970"
"71","AT1G08040"
"72","AT1G08060"
"73","AT1G08290"
"74","AT1G08320"
"75","AT1G08350"
"76","AT1G08370"
"77","AT1G08410"
"78","AT1G08520"
"79","AT1G08580"
"80","AT1G08657"
"81","AT1G08700"
"82","AT1G08720"
"83","AT1G08890"
"84","AT1G08970"
"85","AT1G08990"
"86","AT1G09060"
"87","AT1G09090"
"88","AT1G09150"
"89","AT1G09160"
"90","AT1G09420"
"91","AT1G09523"
"92","AT1G09630"
"93","AT1G09830"
"94","AT1G09920"
"95","AT1G09960"
"96","AT1G10030"
"97","AT1G10050"
"98","AT1G10270"
"99","AT1G10430"
"100","AT1G10660"
"101","AT1G10700"
"102","AT1G10720"
"103","AT1G10740"
"104","AT1G11060"
"105","AT1G11080"
"106","AT1G11240"
"107","AT1G11360"
"108","AT1G11450"
"109","AT1G11750"
"110","AT1G11785"
"111","AT1G11790"
"112","AT1G11890"
"113","AT1G12160"
"114","AT1G12380"
"115","AT1G12410"
"116","AT1G12440"
"117","AT1G12520"
"118","AT1G12580"
"119","AT1G12780"
"120","AT1G12800"
"121","AT1G12910"
"122","AT1G12930"
"123","AT1G12940"
"124","AT1G12950"
"125","AT1G13110"
"126","AT1G13120"
"127","AT1G13190"
"128","AT1G13380"
"129","AT1G13460"
"130","AT1G13580"
"131","AT1G13860"
"132","AT1G13880"
"133","AT1G14010"
"134","AT1G14020"
"135","AT1G14120"
"136","AT1G14290"
"137","AT1G14300"
"138","AT1G14460"
"139","AT1G14685"
"140","AT1G14720"
"141","AT1G14890"
"142","AT1G14900"
"143","AT1G14960"
"144","AT1G15020"
"145","AT1G15060"
"146","AT1G15270"
"147","AT1G15370"
"148","AT1G15400"
"149","AT1G15420"
"150","AT1G15490"
"151","AT1G15820"
"152","AT1G15860"
"153","AT1G16020"
"154","AT1G16190"
"155","AT1G16520"
"156","AT1G16680"
"157","AT1G16740"
"158","AT1G16780"
"159","AT1G16800"
"160","AT1G16810"
"161","AT1G16900"
"162","AT1G16970"
"163","AT1G17050"
"164","AT1G17080"
"165","AT1G17120"
