"","WS_GC_c1.which.mclass....6...1."
"1","AT1G01020"
"2","AT1G01080"
"3","AT1G01110"
"4","AT1G01180"
"5","AT1G01225"
"6","AT1G01500"
"7","AT1G01600"
"8","AT1G01680"
"9","AT1G01690"
"10","AT1G01990"
"11","AT1G02010"
"12","AT1G02050"
"13","AT1G02060"
"14","AT1G02220"
"15","AT1G02270"
"16","AT1G02290"
"17","AT1G02300"
"18","AT1G02400"
"19","AT1G02620"
"20","AT1G02630"
"21","AT1G02660"
"22","AT1G02710"
"23","AT1G02740"
"24","AT1G02750"
"25","AT1G02850"
"26","AT1G02910"
"27","AT1G03020"
"28","AT1G03260"
"29","AT1G03320"
"30","AT1G03520"
"31","AT1G03560"
"32","AT1G03620"
"33","AT1G03680"
"34","AT1G03750"
"35","AT1G03760"
"36","AT1G03905"
"37","AT1G03920"
"38","AT1G03950"
"39","AT1G04000"
"40","AT1G04047"
"41","AT1G04050"
"42","AT1G04153"
"43","AT1G04260"
"44","AT1G04290"
"45","AT1G04420"
"46","AT1G04477"
"47","AT1G04540"
"48","AT1G04610"
"49","AT1G04643"
"50","AT1G04700"
"51","AT1G04837"
"52","AT1G04920"
"53","AT1G04945"
"54","AT1G05030"
"55","AT1G05060"
"56","AT1G05140"
"57","AT1G05160"
"58","AT1G05170"
"59","AT1G05183"
"60","AT1G05200"
"61","AT1G05207"
"62","AT1G05210"
"63","AT1G05337"
"64","AT1G05670"
"65","AT1G05675"
"66","AT1G05700"
"67","AT1G05733"
"68","AT1G05785"
"69","AT1G05900"
"70","AT1G05937"
"71","AT1G06045"
"72","AT1G06120"
"73","AT1G06180"
"74","AT1G06240"
"75","AT1G06380"
"76","AT1G06423"
"77","AT1G06660"
"78","AT1G06710"
"79","AT1G06770"
"80","AT1G07128"
"81","AT1G07130"
"82","AT1G07170"
"83","AT1G07323"
"84","AT1G07330"
"85","AT1G07410"
"86","AT1G07563"
"87","AT1G07570"
"88","AT1G07603"
"89","AT1G07700"
"90","AT1G07730"
"91","AT1G07740"
"92","AT1G07813"
"93","AT1G07877"
"94","AT1G07880"
"95","AT1G08000"
"96","AT1G08037"
"97","AT1G08050"
"98","AT1G08080"
"99","AT1G08283"
"100","AT1G08400"
"101","AT1G08465"
"102","AT1G08540"
"103","AT1G08633"
"104","AT1G08710"
"105","AT1G08733"
"106","AT1G08803"
"107","AT1G08840"
"108","AT1G09040"
"109","AT1G09080"
"110","AT1G09170"
"111","AT1G09320"
"112","AT1G09383"
"113","AT1G09470"
"114","AT1G09513"
"115","AT1G09627"
"116","AT1G09797"
"117","AT1G09810"
"118","AT1G09820"
"119","AT1G09900"
"120","AT1G09910"
"121","AT1G09932"
"122","AT1G10040"
"123","AT1G10150"
"124","AT1G10155"
"125","AT1G10210"
"126","AT1G10280"
"127","AT1G10310"
"128","AT1G10560"
"129","AT1G10600"
"130","AT1G10750"
"131","AT1G10780"
"132","AT1G10830"
"133","AT1G10865"
"134","AT1G11100"
"135","AT1G11175"
"136","AT1G11185"
"137","AT1G11210"
"138","AT1G11303"
"139","AT1G11370"
"140","AT1G11540"
"141","AT1G11592"
"142","AT1G11620"
"143","AT1G11630"
"144","AT1G11755"
"145","AT1G11940"
"146","AT1G11950"
"147","AT1G11990"
"148","AT1G12010"
"149","AT1G12020"
"150","AT1G12100"
"151","AT1G12210"
"152","AT1G12211"
"153","AT1G12220"
"154","AT1G12280"
"155","AT1G12290"
"156","AT1G12460"
"157","AT1G12480"
"158","AT1G12530"
"159","AT1G12570"
"160","AT1G12710"
"161","AT1G12730"
"162","AT1G12830"
"163","AT1G12970"
"164","AT1G13100"
"165","AT1G13195"
"166","AT1G13270"
"167","AT1G13310"
"168","AT1G13400"
"169","AT1G13600"
"170","AT1G13650"
"171","AT1G13750"
"172","AT1G13810"
"173","AT1G13830"
"174","AT1G13870"
"175","AT1G13910"
"176","AT1G13990"
"177","AT1G14140"
"178","AT1G14185"
"179","AT1G14190"
"180","AT1G14200"
"181","AT1G14250"
"182","AT1G14350"
"183","AT1G14390"
"184","AT1G14410"
"185","AT1G14530"
"186","AT1G14590"
"187","AT1G14630"
"188","AT1G14640"
"189","AT1G14686"
"190","AT1G14770"
"191","AT1G14820"
"192","AT1G14840"
"193","AT1G14860"
"194","AT1G14880"
"195","AT1G14940"
"196","AT1G14990"
"197","AT1G15460"
"198","AT1G15530"
"199","AT1G15630"
"200","AT1G15700"
"201","AT1G15760"
"202","AT1G15840"
"203","AT1G15870"
"204","AT1G16250"
"205","AT1G16330"
"206","AT1G16500"
"207","AT1G16650"
"208","AT1G16690"
"209","AT1G16770"
"210","AT1G17060"
"211","AT1G17145"
"212","AT1G17230"
"213","AT1G17232"
"214","AT1G17350"
"215","AT1G17520"
"216","AT1G17540"
"217","AT1G17610"
"218","AT1G17615"
"219","AT1G17700"
"220","AT1G17780"
"221","AT1G17790"
"222","AT1G17850"
"223","AT1G17930"
"224","AT1G17940"
"225","AT1G18060"
"226","AT1G18340"
"227","AT1G18350"
"228","AT1G18550"
"229","AT1G18570"
"230","AT1G18610"
"231","AT1G18745"
"232","AT1G19160"
"233","AT1G19190"
"234","AT1G19310"
"235","AT1G19396"
"236","AT1G19480"
"237","AT1G19485"
"238","AT1G19610"
"239","AT1G19690"
"240","AT1G19720"
"241","AT1G19730"
"242","AT1G19740"
"243","AT1G19830"
"244","AT1G19950"
"245","AT1G19960"
"246","AT1G19990"
"247","AT1G20020"
"248","AT1G20060"
"249","AT1G20120"
"250","AT1G20460"
"251","AT1G20550"
"252","AT1G20650"
"253","AT1G20700"
"254","AT1G20720"
"255","AT1G20880"
"256","AT1G21210"
"257","AT1G21270"
"258","AT1G21410"
"259","AT1G21540"
"260","AT1G21790"
"261","AT1G21930"
"262","AT1G22050"
"263","AT1G22140"
"264","AT1G22250"
"265","AT1G22310"
"266","AT1G22380"
"267","AT1G22430"
"268","AT1G22470"
"269","AT1G22600"
"270","AT1G22650"
"271","AT1G22700"
"272","AT1G22940"
"273","AT1G22980"
"274","AT1G23000"
"275","AT1G23090"
"276","AT1G23200"
"277","AT1G23205"
"278","AT1G23510"
"279","AT1G24010"
"280","AT1G24320"
"281","AT1G24400"
"282","AT1G24450"
"283","AT1G24530"
"284","AT1G24540"
"285","AT1G24577"
"286","AT1G24590"
"287","AT1G24909"
"288","AT1G25155"
"289","AT1G25370"
"290","AT1G25400"
"291","AT1G25450"
"292","AT1G25470"
"293","AT1G26100"
"294","AT1G26180"
"295","AT1G26330"
"296","AT1G26390"
"297","AT1G26410"
"298","AT1G26520"
"299","AT1G26660"
"300","AT1G26730"
"301","AT1G26810"
"302","AT1G26820"
"303","AT1G26840"
"304","AT1G26970"
"305","AT1G27040"
"306","AT1G27050"
"307","AT1G27070"
"308","AT1G27360"
"309","AT1G27540"
"310","AT1G27620"
"311","AT1G27640"
"312","AT1G27690"
"313","AT1G27700"
"314","AT1G27880"
"315","AT1G27990"
"316","AT1G28210"
"317","AT1G28260"
"318","AT1G28310"
"319","AT1G28540"
"320","AT1G28560"
"321","AT1G28570"
"322","AT1G28760"
"323","AT1G29020"
"324","AT1G29160"
"325","AT1G29410"
"326","AT1G29430"
"327","AT1G29460"
"328","AT1G29530"
"329","AT1G29550"
"330","AT1G29785"
"331","AT1G29810"
"332","AT1G30280"
"333","AT1G30290"
"334","AT1G30320"
"335","AT1G30370"
"336","AT1G30540"
"337","AT1G30610"
"338","AT1G30720"
"339","AT1G30755"
"340","AT1G30825"
"341","AT1G30910"
"342","AT1G30950"
"343","AT1G30960"
"344","AT1G31010"
"345","AT1G31150"
"346","AT1G31160"
"347","AT1G31220"
"348","AT1G31243"
"349","AT1G31350"
"350","AT1G31410"
"351","AT1G31500"
"352","AT1G31814"
"353","AT1G31940"
"354","AT1G32150"
"355","AT1G32160"
"356","AT1G32220"
"357","AT1G32240"
"358","AT1G32260"
"359","AT1G32370"
"360","AT1G32375"
"361","AT1G32470"
"362","AT1G32870"
"363","AT1G32940"
"364","AT1G33270"
"365","AT1G33440"
"366","AT1G33490"
"367","AT1G33760"
"368","AT1G33880"
"369","AT1G33930"
"370","AT1G34120"
"371","AT1G34210"
"372","AT1G34270"
"373","AT1G34340"
