"","WS_GC_c1.which.mclass....7...1."
"1","AT1G01010"
"2","AT1G01120"
"3","AT1G01160"
"4","AT1G01210"
"5","AT1G01350"
"6","AT1G01360"
"7","AT1G01540"
"8","AT1G01640"
"9","AT1G01750"
"10","AT1G01780"
"11","AT1G01910"
"12","AT1G02140"
"13","AT1G02330"
"14","AT1G02360"
"15","AT1G02410"
"16","AT1G02720"
"17","AT1G02730"
"18","AT1G02816"
"19","AT1G02860"
"20","AT1G02870"
"21","AT1G02880"
"22","AT1G02900"
"23","AT1G02930"
"24","AT1G02960"
"25","AT1G03140"
"26","AT1G03250"
"27","AT1G03290"
"28","AT1G03310"
"29","AT1G03330"
"30","AT1G03360"
"31","AT1G03365"
"32","AT1G03457"
"33","AT1G03780"
"34","AT1G03840"
"35","AT1G04010"
"36","AT1G04020"
"37","AT1G04190"
"38","AT1G04690"
"39","AT1G04750"
"40","AT1G04790"
"41","AT1G04810"
"42","AT1G04830"
"43","AT1G04900"
"44","AT1G04940"
"45","AT1G04960"
"46","AT1G05000"
"47","AT1G05055"
"48","AT1G05150"
"49","AT1G05190"
"50","AT1G05205"
"51","AT1G05347"
"52","AT1G05380"
"53","AT1G05460"
"54","AT1G05470"
"55","AT1G05620"
"56","AT1G05767"
"57","AT1G05810"
"58","AT1G05910"
"59","AT1G06002"
"60","AT1G06070"
"61","AT1G06110"
"62","AT1G06130"
"63","AT1G06230"
"64","AT1G06390"
"65","AT1G06560"
"66","AT1G06570"
"67","AT1G06590"
"68","AT1G06680"
"69","AT1G06700"
"70","AT1G06800"
"71","AT1G06820"
"72","AT1G06840"
"73","AT1G06900"
"74","AT1G07070"
"75","AT1G07080"
"76","AT1G07090"
"77","AT1G07220"
"78","AT1G07260"
"79","AT1G07350"
"80","AT1G07480"
"81","AT1G07510"
"82","AT1G07560"
"83","AT1G07640"
"84","AT1G07750"
"85","AT1G07810"
"86","AT1G07820"
"87","AT1G07840"
"88","AT1G07870"
"89","AT1G07990"
"90","AT1G08010"
"91","AT1G08030"
"92","AT1G08160"
"93","AT1G08210"
"94","AT1G08250"
"95","AT1G08460"
"96","AT1G08477"
"97","AT1G08490"
"98","AT1G08570"
"99","AT1G08592"
"100","AT1G08640"
"101","AT1G08770"
"102","AT1G08780"
"103","AT1G08880"
"104","AT1G08910"
"105","AT1G08930"
"106","AT1G08960"
"107","AT1G09070"
"108","AT1G09100"
"109","AT1G09200"
"110","AT1G09300"
"111","AT1G09330"
"112","AT1G09430"
"113","AT1G09460"
"114","AT1G09580"
"115","AT1G09740"
"116","AT1G09760"
"117","AT1G09840"
"118","AT1G09940"
"119","AT1G10020"
"120","AT1G10200"
"121","AT1G10370"
"122","AT1G10410"
"123","AT1G10500"
"124","AT1G10510"
"125","AT1G10570"
