"","WS_GC_c1.which.mclass....3...1."
"1","AT1G01040"
"2","AT1G01050"
"3","AT1G01510"
"4","AT1G01800"
"5","AT1G02120"
"6","AT1G02305"
"7","AT1G02560"
"8","AT1G02810"
"9","AT1G03230"
"10","AT1G03380"
"11","AT1G03910"
"12","AT1G04210"
"13","AT1G04300"
"14","AT1G04440"
"15","AT1G04510"
"16","AT1G04780"
"17","AT1G04870"
"18","AT1G05500"
"19","AT1G05520"
"20","AT1G05890"
"21","AT1G06720"
"22","AT1G07790"
"23","AT1G08110"
"24","AT1G08260"
"25","AT1G08420"
"26","AT1G08480"
"27","AT1G08510"
"28","AT1G08590"
"29","AT1G08600"
"30","AT1G08650"
"31","AT1G08830"
"32","AT1G09010"
"33","AT1G09020"
"34","AT1G09140"
"35","AT1G09750"
"36","AT1G10130"
"37","AT1G10170"
"38","AT1G10900"
"39","AT1G10940"
"40","AT1G11545"
"41","AT1G11660"
"42","AT1G12040"
"43","AT1G12090"
"44","AT1G13320"
"45","AT1G13360"
"46","AT1G13420"
"47","AT1G13560"
"48","AT1G13640"
"49","AT1G13730"
"50","AT1G14210"
"51","AT1G14570"
"52","AT1G14650"
"53","AT1G14850"
"54","AT1G15120"
"55","AT1G15340"
"56","AT1G15740"
"57","AT1G15780"
"58","AT1G16270"
"59","AT1G16470"
"60","AT1G16560"
"61","AT1G16700"
"62","AT1G17210"
"63","AT1G17470"
"64","AT1G17500"
"65","AT1G17620"
"66","AT1G17880"
"67","AT1G18150"
"68","AT1G18160"
"69","AT1G18260"
"70","AT1G18450"
"71","AT1G18500"
"72","AT1G18590"
"73","AT1G18720"
"74","AT1G18840"
"75","AT1G18910"
"76","AT1G19520"
"77","AT1G19880"
"78","AT1G20050"
"79","AT1G20160"
"80","AT1G20760"
"81","AT1G20920"
"82","AT1G21380"
"83","AT1G21580"
"84","AT1G21660"
"85","AT1G21720"
"86","AT1G21980"
"87","AT1G22060"
"88","AT1G22190"
"89","AT1G22770"
"90","AT1G23080"
"91","AT1G23310"
"92","AT1G23870"
"93","AT1G24170"
"94","AT1G24460"
"95","AT1G25550"
"96","AT1G26270"
"97","AT1G26460"
"98","AT1G26550"
"99","AT1G26830"
"100","AT1G27000"
"101","AT1G27310"
"102","AT1G27320"
"103","AT1G27340"
"104","AT1G27760"
"105","AT1G27970"
"106","AT1G28130"
"107","AT1G28340"
"108","AT1G28350"
"109","AT1G28420"
"110","AT1G28680"
"111","AT1G29280"
"112","AT1G29310"
"113","AT1G29370"
"114","AT1G29400"
"115","AT1G29950"
"116","AT1G30440"
"117","AT1G30820"
"118","AT1G30870"
"119","AT1G30880"
"120","AT1G31780"
"121","AT1G32130"
"122","AT1G32490"
"123","AT1G32750"
"124","AT1G33050"
"125","AT1G33170"
"126","AT1G33680"
"127","AT1G33700"
"128","AT1G33980"
"129","AT1G34190"
"130","AT1G34320"
"131","AT1G35220"
"132","AT1G36050"
"133","AT1G42440"
"134","AT1G42960"
"135","AT1G43890"
"136","AT1G45145"
"137","AT1G47490"
"138","AT1G47670"
"139","AT1G47710"
"140","AT1G47740"
"141","AT1G47900"
"142","AT1G48490"
"143","AT1G48620"
"144","AT1G48650"
"145","AT1G48900"
"146","AT1G49140"
"147","AT1G49430"
"148","AT1G49580"
"149","AT1G49660"
"150","AT1G51340"
"151","AT1G51510"
"152","AT1G51590"
"153","AT1G51630"
"154","AT1G51690"
"155","AT1G51830"
"156","AT1G52930"
"157","AT1G52980"
"158","AT1G53500"
"159","AT1G53580"
"160","AT1G53840"
"161","AT1G53850"
"162","AT1G54490"
"163","AT1G54610"
"164","AT1G54990"
"165","AT1G55325"
"166","AT1G55490"
"167","AT1G55840"
"168","AT1G56145"
"169","AT1G56220"
"170","AT1G56570"
"171","AT1G56700"
"172","AT1G58230"
"173","AT1G59760"
"174","AT1G59890"
"175","AT1G60420"
"176","AT1G60900"
"177","AT1G61100"
"178","AT1G61850"
"179","AT1G62740"
"180","AT1G64040"
"181","AT1G64060"
"182","AT1G64230"
"183","AT1G64880"
"184","AT1G65270"
"185","AT1G65970"
"186","AT1G66150"
"187","AT1G67120"
"188","AT1G67140"
"189","AT1G67750"
"190","AT1G67870"
"191","AT1G68440"
"192","AT1G68790"
"193","AT1G69410"
"194","AT1G69420"
"195","AT1G69850"
"196","AT1G70300"
"197","AT1G70620"
"198","AT1G70730"
"199","AT1G70940"
"200","AT1G71410"
"201","AT1G71860"
"202","AT1G72410"
"203","AT1G72500"
"204","AT1G72550"
"205","AT1G72750"
"206","AT1G73430"
"207","AT1G73920"
"208","AT1G73940"
"209","AT1G74230"
"210","AT1G74270"
"211","AT1G74470"
"212","AT1G74720"
"213","AT1G75220"
"214","AT1G75270"
"215","AT1G75280"
"216","AT1G75540"
"217","AT1G75840"
"218","AT1G76140"
"219","AT1G76400"
"220","AT1G76878"
"221","AT1G76880"
"222","AT1G76900"
"223","AT1G77130"
"224","AT1G77300"
"225","AT1G77530"
"226","AT1G77610"
"227","AT1G77800"
"228","AT1G77840"
"229","AT1G78660"
"230","AT1G79090"
"231","AT1G79440"
"232","AT1G79470"
"233","AT1G79650"
"234","AT1G80230"
"235","AT1G80300"
"236","AT1G80600"
"237","AT1G80680"
"238","AT2G01270"
"239","AT2G01470"
"240","AT2G01490"
"241","AT2G01690"
"242","AT2G02180"
"243","AT2G02870"
"244","AT2G03820"
"245","AT2G06850"
"246","AT2G13540"
"247","AT2G13820"
"248","AT2G14120"
"249","AT2G14740"
"250","AT2G16005"
"251","AT2G16485"
"252","AT2G16510"
"253","AT2G16890"
"254","AT2G16940"
"255","AT2G17190"
"256","AT2G17520"
"257","AT2G17560"
"258","AT2G17720"
"259","AT2G17790"
"260","AT2G17820"
"261","AT2G17980"
"262","AT2G18110"
"263","AT2G18370"
"264","AT2G19520"
"265","AT2G20140"
"266","AT2G20230"
"267","AT2G20280"
"268","AT2G20370"
"269","AT2G21300"
"270","AT2G21580"
"271","AT2G21790"
"272","AT2G22300"
"273","AT2G22470"
"274","AT2G22720"
"275","AT2G22770"
"276","AT2G22795"
"277","AT2G23610"
"278","AT2G24170"
"279","AT2G24260"
"280","AT2G24940"
"281","AT2G25760"
"282","AT2G25790"
"283","AT2G25800"
"284","AT2G26280"
"285","AT2G26300"
"286","AT2G26510"
"287","AT2G26780"
"288","AT2G27030"
"289","AT2G27100"
"290","AT2G27730"
"291","AT2G27840"
"292","AT2G28250"
"293","AT2G28510"
"294","AT2G28520"
"295","AT2G28550"
"296","AT2G28890"
"297","AT2G29140"
"298","AT2G29190"
"299","AT2G29200"
"300","AT2G29210"
"301","AT2G29750"
"302","AT2G30200"
"303","AT2G30740"
"304","AT2G30950"
"305","AT2G30980"
"306","AT2G31060"
"307","AT2G31280"
"308","AT2G31670"
"309","AT2G31790"
"310","AT2G32850"
"311","AT2G32920"
"312","AT2G33120"
"313","AT2G33620"
"314","AT2G33630"
"315","AT2G33730"
"316","AT2G33830"
"317","AT2G34420"
"318","AT2G34470"
"319","AT2G35040"
"320","AT2G35810"
"321","AT2G35860"
"322","AT2G35880"
"323","AT2G36390"
"324","AT2G36410"
"325","AT2G36570"
"326","AT2G37230"
"327","AT2G37480"
"328","AT2G37940"
"329","AT2G38310"
"330","AT2G38440"
"331","AT2G38650"
"332","AT2G38770"
"333","AT2G38860"
"334","AT2G39730"
"335","AT2G39800"
"336","AT2G39970"
"337","AT2G40060"
"338","AT2G40480"
"339","AT2G40590"
"340","AT2G40765"
"341","AT2G41110"
"342","AT2G41410"
"343","AT2G41475"
"344","AT2G41480"
"345","AT2G41530"
"346","AT2G41540"
"347","AT2G41620"
"348","AT2G41630"
"349","AT2G41820"
"350","AT2G41960"
"351","AT2G42270"
"352","AT2G42570"
"353","AT2G42810"
"354","AT2G42910"
"355","AT2G43070"
"356","AT2G43360"
"357","AT2G43710"
"358","AT2G43790"
"359","AT2G44500"
"360","AT2G44860"
"361","AT2G45030"
"362","AT2G45070"
"363","AT2G45220"
"364","AT2G45620"
"365","AT2G46330"
"366","AT2G46500"
"367","AT2G46520"
"368","AT2G46650"
"369","AT2G47250"
"370","AT2G47320"
"371","AT2G47500"
"372","AT2G47960"
"373","AT2G48130"
"374","AT3G01260"
"375","AT3G01390"
"376","AT3G01690"
"377","AT3G01770"
"378","AT3G01930"
"379","AT3G02520"
"380","AT3G03100"
"381","AT3G04090"
"382","AT3G04340"
"383","AT3G04470"
"384","AT3G04670"
"385","AT3G04880"
"386","AT3G05545"
"387","AT3G05910"
"388","AT3G05970"
"389","AT3G06050"
"390","AT3G06300"
"391","AT3G06530"
"392","AT3G06550"
"393","AT3G06580"
"394","AT3G06670"
"395","AT3G07090"
"396","AT3G07270"
"397","AT3G07320"
"398","AT3G07330"
"399","AT3G07360"
"400","AT3G07660"
"401","AT3G07680"
"402","AT3G07880"
"403","AT3G08680"
