TAIR,SYMBOL,Log2fc_.Ws_FLT_Alight.v.Ws_FLT_dark.,Log2fc_.Ws_FLT_Alight.v.Ws_GC_Alight.,Log2fc_.Ws_FLT_Alight.v.Ws_GC_dark.,Log2fc_.Ws_FLT_dark.v.Ws_GC_Alight.,Log2fc_.Ws_FLT_dark.v.Ws_GC_dark.,Log2fc_.Ws_FLT_Alight.v.Col.0_FLT_Alight.,Log2fc_.Ws_FLT_dark.v.Col.0_FLT_Alight.,Log2fc_.Ws_FLT_Alight.v.Col.0_FLT_dark.,Log2fc_.Ws_FLT_dark.v.Col.0_FLT_dark.,Log2fc_.Ws_FLT_Alight.v.Col.0_GC_Alight.,Log2fc_.Ws_FLT_dark.v.Col.0_GC_Alight.,Log2fc_.Ws_FLT_Alight.v.Col.0_GC_dark.,Log2fc_.Ws_FLT_dark.v.Col.0_GC_dark.,Log2fc_.Ws_FLT_Alight.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Ws_FLT_dark.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Ws_FLT_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Ws_FLT_dark.v.Col.0.PhyD_FLT_dark.,Log2fc_.Ws_FLT_Alight.v.Col.0.PhyD_GC_Alight.,Log2fc_.Ws_FLT_dark.v.Col.0.PhyD_GC_Alight.,Log2fc_.Ws_FLT_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Ws_FLT_dark.v.Col.0.PhyD_GC_dark.
AT1G01090,PDH-E1,-0.043545534,0.145834997,-0.417523975,0.189380531,-0.373978441,-0.04110271,0.002442824,-0.275385239,-0.231839704,-0.160507005,-0.116961471,-0.270701016,-0.227155482,0.077760697,0.121306232,0.024983213,0.068528747,0.085517952,0.129063487,-0.300637557,-0.257092022
AT1G01510,AN,-0.620068635,-0.476076593,-0.374520782,0.143992042,0.245547853,-0.343457569,0.276611066,-0.260810173,0.359258462,-0.130973556,0.489095079,-0.590045404,0.030023231,-0.131486997,0.488581638,-0.567380795,0.05268784,-0.141104483,0.478964152,-0.152301665,0.46776697
AT1G01550,BPS1,0.392867087,-0.011737921,0.70651057,-0.404605008,0.313643483,0.162218097,-0.23064899,0.302272884,-0.090594203,0.000694094,-0.392172992,0.424607088,0.031740002,-0.079189346,-0.472056433,0.286587534,-0.106279552,-0.082693719,-0.475560805,0.047509617,-0.345357469
AT1G01720,ANAC002,0.289596715,-0.106650688,0.58011606,-0.396247403,0.290519345,-0.640556944,-0.930153658,-0.550326304,-0.839923019,-0.162812016,-0.45240873,0.208190855,-0.08140586,-0.643972578,-0.933569292,-0.304343388,-0.593940103,-0.339304723,-0.628901438,0.246238205,-0.04335851
AT1G01750,ADF11,1.124076639,1.902128758,5.260246325,0.778052119,4.136169687,1.303086441,0.179009802,1.487020729,0.36294409,1.282017326,0.157940687,4.096453116,2.972376477,1.735848706,0.611772068,2.200791435,1.076714796,1.705795726,0.581719088,2.368721142,1.244644503
AT1G02090,ATCSN7,-0.118268042,0.164610924,-0.30911476,0.282878966,-0.190846718,0.467741798,0.586009839,0.254072055,0.372340097,0.364047511,0.482315553,0.513717256,0.631985297,0.437336058,0.555604099,0.418978786,0.537246828,0.471664028,0.58993207,0.147171114,0.265439156
AT1G02130,ARA-5,0.330448263,0.186413055,0.311378464,-0.144035208,-0.019069798,0.387320522,0.056872259,0.199679859,-0.130768404,-0.041339891,-0.371788154,0.309333603,-0.02111466,0.231369081,-0.099079181,0.304901829,-0.025546433,0.152230507,-0.178217756,0.164028286,-0.166419977
AT1G02840,At-SR34,-0.028162369,-0.117954971,-0.05624644,-0.089792602,-0.02808407,-0.176930472,-0.148768102,-0.147492685,-0.119330316,0.12278609,0.15094846,-0.365447741,-0.337285372,-0.013021699,0.01514067,-0.535733168,-0.507570798,-0.251809131,-0.223646762,0.032336552,0.060498922
AT1G02850,BGLU11,0.877121544,0.167675124,0.698448564,-0.70944642,-0.17867298,-0.509346415,-1.386467959,-0.306679387,-1.183800931,0.341298286,-0.535823258,0.570389785,-0.306731759,-0.454701025,-1.331822569,-0.575376734,-1.452498278,0.483774312,-0.393347232,0.18523758,-0.691883964
AT1G02900,ATRALF1,0.101097617,0.69886962,2.862480447,0.597772003,2.76138283,1.317539692,1.216442075,0.819163006,0.718065389,0.395856223,0.294758606,2.142907314,2.041809697,0.346564713,0.245467096,1.283392661,1.182295044,0.223709574,0.122611957,0.213847612,0.112749995
AT1G03330,LSM2,0.315807609,0.238172632,-0.153394125,-0.077634978,-0.469201735,0.846344239,0.53053663,0.44704555,0.131237941,0.148760495,-0.167047114,0.334082206,0.018274596,0.412761324,0.096953715,0.289212652,-0.026594957,0.49950169,0.183694081,0.325304074,0.009496465
AT1G03850,ATGRXS13,0.941408118,0.591650694,3.01173841,-0.349757425,2.070330292,0.628553091,-0.312855027,0.421076959,-0.520331159,-0.112033053,-1.053441171,1.806692826,0.865284708,-1.09789106,-2.039299178,0.104872419,-0.836535699,-0.671610385,-1.613018503,0.579791234,-0.361616885
AT1G04170,EIF2,-0.315820635,0.005945267,-0.554968123,0.321765902,-0.239147488,-0.012333611,0.303487024,-0.215047661,0.100772973,0.123736394,0.439557029,-0.157253365,0.15856727,0.138878814,0.454699449,0.031477521,0.347298155,0.279908947,0.595729582,-0.301487441,0.014333194
AT1G04190,TPR3,-0.090647916,0.015843191,-0.48943255,0.106491107,-0.398784634,0.359648803,0.450296719,0.091229248,0.181877164,-0.060601406,0.03004651,0.190628133,0.281276049,0.442354035,0.533001951,0.33765206,0.428299976,0.455751731,0.546399647,-0.170772395,-0.080124479
AT1G04250,AXR3,-0.108319742,-0.500491568,0.645503655,-0.392171827,0.753823397,0.141368801,0.249688543,0.234529899,0.342849641,-0.328123393,-0.219803651,0.697113411,0.805433153,0.43024945,0.538569192,0.037755017,0.146074759,0.076147495,0.184467237,-0.124218548,-0.015898806
AT1G04510,MAC3A,-0.086276761,7.14E-05,-0.416203819,0.086348122,-0.329927059,0.149717943,0.235994704,-0.082202135,0.004074626,0.254103228,0.340379988,-0.083010476,0.003266285,0.347915276,0.434192036,-0.04160535,0.04467141,0.265348237,0.351624998,-0.025569141,0.06070762
AT1G04630,MEE4,0.242949229,0.417920588,0.253296996,0.174971358,0.010347767,0.366778941,0.123829711,0.148721041,-0.094228188,0.282419948,0.039470719,0.411021366,0.168072137,0.392194061,0.149244832,0.274899073,0.031949844,0.349669173,0.106719944,0.251600967,0.008651738
AT1G04870,ATPRMT10,-0.283170089,-0.00676443,-0.529488803,0.276405658,-0.246318715,-0.130481507,0.152688582,-0.352808343,-0.069638255,-0.087904368,0.195265721,-0.208207653,0.074962435,-0.051190911,0.231979178,0.048888837,0.332058926,0.117756203,0.400926292,-0.226824537,0.056345552
AT1G05570,ATGSL06,0.131827244,0.425979834,0.954771895,0.29415259,0.822944651,0.195676042,0.063848798,0.59483638,0.463009136,0.698785936,0.566958691,0.186360991,0.054533747,-0.660913309,-0.792740554,0.253206629,0.121379384,-0.762659327,-0.894486572,0.052096904,-0.07973034
AT1G05620,NSH2,0.312363029,0.109887348,0.212450324,-0.202475681,-0.099912706,0.579876961,0.267513932,0.594141328,0.281778299,0.50027662,0.187913591,0.865114697,0.552751668,0.895431717,0.583068688,0.999298078,0.686935048,1.328906769,1.01654374,0.549110975,0.236747946
AT1G05680,UGT74E2,1.482974046,0.251374452,0.601633512,-1.231599594,-0.881340534,-0.845719988,-2.328694034,-0.463346935,-1.946320981,0.39860866,-1.084365387,1.094174499,-0.388799547,-0.357285199,-1.840259245,0.093952702,-1.389021344,1.009572981,-0.473401065,-0.230670205,-1.713644251
AT1G05850,ATCTL1,0.105093237,0.046360179,0.404117416,-0.058733057,0.299024179,-0.101864749,-0.206957986,-0.154390706,-0.259483943,-0.333077667,-0.438170904,0.061699092,-0.043394145,0.122324979,0.017231742,0.251729138,0.146635902,-0.190298828,-0.295392064,-0.348197684,-0.45329092
AT1G06040,BBX24,2.75238901,-1.48924473,2.451783997,-4.24163374,-0.300605013,1.119984626,-1.632404384,1.871512568,-0.880876441,-1.466199561,-4.218588571,2.371056075,-0.381332935,0.992741138,-1.759647872,1.350597398,-1.401791612,-0.783370899,-3.535759908,3.224011033,0.471622023
AT1G06110,SKIP16,0.236007613,-0.138137085,0.286990277,-0.374144698,0.050982664,0.065492043,-0.17051557,0.188396585,-0.047611028,-0.116545032,-0.352552645,-0.072036239,-0.308043853,-0.136269785,-0.372277399,-0.067807585,-0.303815198,-0.195495658,-0.431503272,0.155941179,-0.080066435
AT1G06390,ATGSK1,0.038506959,-0.01091254,0.268357083,-0.049419499,0.229850124,0.005459748,-0.033047211,-0.041196723,-0.079703682,0.082943136,0.044436177,0.080661612,0.042154653,0.083276504,0.044769546,0.047226066,0.008719107,0.094343809,0.05583685,0.408540465,0.370033506
AT1G06400,ARA-2,0.369879089,0.240202108,0.796480176,-0.129676981,0.426601087,0.37680344,0.006924352,0.413836578,0.043957489,0.161846374,-0.208032715,0.7172187,0.347339611,0.074312274,-0.295566815,0.573576911,0.203697822,-0.040444573,-0.410323662,0.572641184,0.202762095
AT1G06670,NIH,-0.668934468,-0.169922777,-0.739995587,0.499011691,-0.071061119,0.13676503,0.805699498,0.0323287,0.701263168,0.14015025,0.809084718,-0.383432098,0.28550237,0.205372172,0.87430664,-0.298186306,0.370748162,0.082428875,0.751363343,-0.073707687,0.595226781
AT1G07350,SR45a,-0.579676263,0.311028444,0.307496016,0.890704707,0.887172278,-0.25173709,0.327939173,-0.030078116,0.549598146,0.242245229,0.821921491,0.053489312,0.633165575,-0.395973699,0.183702564,-0.539427139,0.040249124,-0.045952627,0.533723635,0.078181554,0.657857816
AT1G07360,MAC5A,0.126579257,0.181021593,0.030252569,0.054442336,-0.096326688,0.084510707,-0.04206855,0.045562134,-0.081017123,0.274820909,0.148241652,0.352578286,0.225999029,0.435051464,0.308472207,0.171111901,0.044532644,0.237972129,0.111392872,-0.026941635,-0.153520892
AT1G07370,ATPCNA1,-0.282579785,0.044848858,-0.691797875,0.327428643,-0.40921809,0.40749806,0.690077844,-0.046057717,0.236522068,0.132157125,0.41473691,0.055833823,0.338413607,0.435500601,0.718080385,0.281190494,0.563770278,0.390040588,0.672620372,-0.269804551,0.012775234
AT1G07960,ATPDIL5-1,0.228573134,0.362494216,0.176616078,0.133921082,-0.051957056,0.094238019,-0.134335115,-0.110651551,-0.339224685,-0.354758059,-0.583331193,0.034079149,-0.194493985,-0.063719428,-0.292292562,-0.141871503,-0.370444637,-0.002266681,-0.230839815,-0.169488648,-0.398061782
AT1G08500,AtENODL18,0.932931223,0.468698319,2.192786688,-0.464232904,1.259855465,0.568213439,-0.364717784,0.882278985,-0.050652238,0.748197839,-0.184733384,1.764155558,0.831224335,1.096195365,0.163264142,1.666249539,0.733318316,1.017181317,0.084250094,0.819893186,-0.113038037
AT1G08650,ATPPCK1,0.254292167,0.01693823,0.53866998,-0.237353937,0.284377813,-0.40963448,-0.663926647,-0.370537029,-0.624829197,-1.266551646,-1.520843814,-0.315472588,-0.569764755,-0.409793807,-0.664085975,-0.414251855,-0.668544023,-0.85668635,-1.110978518,-0.716185363,-0.97047753
AT1G09140,At-SR30,-0.368058414,-0.445558818,-0.158099086,-0.077500404,0.209959329,-0.284379411,0.083679003,-0.195868498,0.172189916,-0.424822484,-0.05676407,-0.327424771,0.040633643,-0.738668495,-0.370610081,-0.785762194,-0.41770378,-0.554562056,-0.186503642,-0.469023343,-0.100964929
AT1G09270,IMPA-4,0.067991194,-0.037247084,0.223718153,-0.105238278,0.15572696,-0.429921311,-0.497912504,-0.185363459,-0.253354652,0.094845217,0.026854023,0.142852078,0.074860884,-0.128078108,-0.196069301,0.096180882,0.028189689,0.239231311,0.171240117,0.029103463,-0.038887731
AT1G09330,ECH,0.183199914,0.30033323,0.056694858,0.117133316,-0.126505056,0.399628693,0.216428779,0.281757684,0.09855777,0.114904815,-0.068295099,0.58580332,0.402603406,0.394348906,0.211148992,0.366533751,0.183333837,0.382504458,0.199304544,0.239480026,0.056280112
AT1G09430,ACLA-3,0.759173972,0.099982507,0.742201435,-0.659191465,-0.016972537,-0.208174572,-0.967348545,-0.136451678,-0.89562565,-0.090213548,-0.84938752,0.409278431,-0.349895541,-0.506933567,-1.266107539,-0.116551446,-0.875725418,-0.307364044,-1.066538016,0.012063436,-0.747110537
AT1G09630,ATRAB-A2A,0.251191001,0.197344924,0.169820923,-0.053846077,-0.081370078,0.479406424,0.228215423,0.21680846,-0.034382541,0.089674022,-0.161516979,0.408148655,0.156957655,0.549880743,0.298689742,0.394944342,0.143753341,0.656674118,0.405483117,0.402074078,0.150883077
AT1G09760,U2A',-0.066255489,0.183583822,-0.288519966,0.249839311,-0.222264477,0.438781921,0.50503741,0.251522377,0.317777866,0.023532959,0.089788448,0.151793665,0.218049154,0.503283282,0.56953877,0.354427711,0.4206832,0.563859226,0.630114714,0.10183571,0.168091199
AT1G09840,AtHIR1,-0.451401772,-0.370264982,-0.102918534,0.08113679,0.348483238,0.028968045,0.480369817,0.117969845,0.569371617,-0.005179661,0.446222112,-0.364417503,0.086984269,0.122614789,0.574016562,-0.35367577,0.097726002,-0.12814582,0.323255953,-0.366233774,0.085167998
AT1G09970,LRR,-0.25611942,-0.151795686,0.030948718,0.104323734,0.287068138,-0.831476968,-0.575357549,-0.51277561,-0.25665619,0.066947488,0.323066908,-0.348371358,-0.092251938,-1.041441869,-0.785322449,-0.250044285,0.006075135,-0.804937815,-0.548818395,-0.679771429,-0.423652009
AT1G10030,ERG28,0.274310351,0.362056282,0.088969776,0.08774593,-0.185340576,0.714889875,0.440579524,0.482415528,0.208105177,0.051872726,-0.222437625,0.63447296,0.360162609,0.561001544,0.286691192,0.453868615,0.179558264,0.513834604,0.239524252,0.272960939,-0.001349412
AT1G10200,AtWLIM1,0.698272199,0.620084078,1.216327606,-0.07818812,0.518055407,0.68386288,-0.014409319,0.644227147,-0.054045052,0.81093546,0.112663261,1.228763111,0.530490912,0.682061981,-0.016210218,1.055453092,0.357180893,0.832635351,0.134363152,1.028645639,0.33037344
AT1G11545,XTH8,0.253153033,0.082750146,0.271821649,-0.170402887,0.018668617,0.093407255,-0.159745778,0.028633202,-0.22451983,0.176914071,-0.076238962,0.377957709,0.124804676,0.640216145,0.387063112,0.453859901,0.200706869,0.517196494,0.264043462,-0.221084105,-0.474237137
AT1G11750,CLPP6,0.226828422,0.085819486,0.130442324,-0.141008936,-0.096386098,0.654684169,0.427855747,0.297748014,0.070919592,-0.012226651,-0.239055073,0.348236104,0.121407682,0.356893683,0.130065261,0.247376227,0.020547805,0.282179235,0.055350813,0.359211954,0.132383532
AT1G11840,ATGLX1,0.33008772,-0.106332675,-0.256894121,-0.436420396,-0.586981842,0.179306771,-0.150780949,0.077106003,-0.252981717,-0.29067881,-0.62076653,0.250860999,-0.079226722,0.279201172,-0.050886548,0.421738476,0.091650755,0.207508582,-0.122579138,0.033943425,-0.296144295
AT1G11890,ATSEC22,0.180479356,0.169992037,0.3268631,-0.010487319,0.146383744,0.680416446,0.49993709,0.333587082,0.153107726,0.429515757,0.249036401,0.723432412,0.542953056,0.601148747,0.420669391,0.700496708,0.520017352,0.800887779,0.620408423,0.41758347,0.237104114
AT1G11910,APA1,0.299232644,0.015883329,0.076028523,-0.283349315,-0.223204121,-0.264872071,-0.564104714,0.456745743,0.157513099,-0.044560563,-0.343793206,0.068506845,-0.230725799,-0.206145338,-0.505377981,-0.062312772,-0.361545416,-0.195822408,-0.495055051,0.236995721,-0.062236923
AT1G12270,Hop1,-0.18475545,0.048015379,-0.524074335,0.232770828,-0.339318885,0.146656936,0.331412386,0.155810945,0.340566395,0.340774071,0.525529521,0.188537169,0.373292619,0.416254649,0.601010099,0.598765365,0.783520815,0.424163159,0.608918609,0.251862422,0.436617872
AT1G12520,ATCCS,0.62488817,0.655116285,0.748522641,0.030228115,0.123634471,0.44791965,-0.17696852,0.530408269,-0.094479901,0.730208668,0.105320498,0.902551737,0.277663567,0.510134558,-0.114753612,1.084572645,0.459684475,0.418289625,-0.206598544,0.420855333,-0.204032837
AT1G12910,ATAN11,0.178412876,-0.056160725,0.243777261,-0.234573602,0.065364385,-0.032396493,-0.21080937,-0.044410537,-0.222823413,-0.311002428,-0.489415304,-0.234002036,-0.412414912,-0.312919793,-0.49133267,-0.284358951,-0.462771827,-0.141300087,-0.319712964,-0.0213048,-0.199717676
AT1G13060,PBE1,0.007081776,-0.093314843,-0.393134112,-0.10039662,-0.400215889,0.638066442,0.630984666,0.271389396,0.26430762,-0.16323574,-0.170317516,-0.014797272,-0.021879048,0.207508205,0.200426428,-0.027346899,-0.034428675,0.193664537,0.18658276,0.066384927,0.059303151
AT1G13560,AAPT1,-0.032638409,-0.121475611,-0.281816943,-0.088837202,-0.249178534,-0.039689743,-0.007051334,-0.159762945,-0.127124536,0.037217767,0.069856176,-0.169258863,-0.136620454,0.012695456,0.045333865,0.05300185,0.085640259,0.064351424,0.096989832,-0.313944384,-0.281305975
AT1G14290,SBH2,0.594609666,-0.138072723,0.851702466,-0.732682389,0.2570928,0.269916067,-0.324693599,0.303333875,-0.291275791,0.067776959,-0.526832707,0.595221729,0.000612063,0.732784605,0.138174939,0.769489852,0.174880186,0.398398866,-0.196210801,0.184530519,-0.410079148
AT1G14570,AtPUX7,-0.097542694,0.053505864,0.129578063,0.151048558,0.227120757,0.302716209,0.400258903,0.248435164,0.345977859,0.300902859,0.398445553,0.244493777,0.342036471,0.271347361,0.368890056,0.254680348,0.352223043,0.251983457,0.349526152,0.310201454,0.407744148
AT1G14610,TWN2,-0.75085009,-0.304400204,-1.101504642,0.446449886,-0.350654552,-0.137290149,0.613559941,-0.280949797,0.469900293,0.073977732,0.824827822,-0.569359927,0.181490163,-0.266178016,0.484672074,-0.453498955,0.297351135,-0.205935647,0.544914443,-0.487714302,0.263135788
AT1G14620,DECOY,0.103541712,0.134817091,-0.359179227,0.031275379,-0.462720939,0.577821807,0.474280094,0.140910149,0.037368437,0.069542422,-0.03399929,0.216790377,0.113248665,0.392759915,0.289218202,0.13172098,0.028179268,0.428474281,0.324932569,0.175550885,0.072009173
AT1G14830,ADL1C,-0.200922458,-0.095499434,-0.256626304,0.105423024,-0.055703846,-0.152800075,0.048122383,-0.061496082,0.139426376,-0.113439597,0.087482861,-0.094707176,0.106215283,0.068196837,0.269119295,-0.158769127,0.042153331,0.049312272,0.25023473,-0.162575339,0.038347119
AT1G14900,HMGA,0.014280956,0.288330127,0.072635327,0.274049171,0.058354371,-0.144373545,-0.1586545,-0.470423682,-0.484704638,-0.515816634,-0.53009759,-0.600877951,-0.615158907,-0.109750209,-0.124031165,-0.619087646,-0.633368601,-0.577099707,-0.591380662,-0.096965134,-0.111246089
AT1G15040,GAT,3.458535734,1.174007306,5.09896639,-2.284528428,1.640430656,0.631231753,-2.827303981,1.341715491,-2.116820243,0.469718188,-2.988817547,3.790750851,0.332215117,-1.012384805,-4.470920539,2.427767675,-1.030768059,-0.515050745,-3.973586479,4.223820006,0.765284272
AT1G15100,RHA2A,0.641442618,-0.109850011,1.60197413,-0.75129263,0.960531511,0.727586379,0.086143761,0.605004987,-0.036437631,-0.541864308,-1.183306926,0.980326235,0.338883617,0.681176883,0.039734265,0.527511739,-0.113930879,-0.237568378,-0.879010996,0.590341639,-0.05110098
AT1G15210,ABCG35,-0.677293139,-0.182964278,-0.457653081,0.494328861,0.219640058,-0.174007462,0.503285677,-0.050795406,0.626497733,0.433949563,1.111242702,-0.523114047,0.154179092,0.298396456,0.975689595,0.066063999,0.743357138,-0.062004283,0.615288856,-0.485624269,0.19166887
AT1G15340,MBD10,0.140759869,0.002318582,-0.019489248,-0.138441287,-0.160249116,-0.039884243,-0.180644112,0.141990155,0.001230286,-0.054707545,-0.195467414,0.103861341,-0.036898527,0.052476066,-0.088283802,-0.01831592,-0.159075789,0.154853214,0.014093346,0.595224789,0.454464921
AT1G15500,ATNTT2,-0.154015011,-0.217659658,-0.179888416,-0.063644647,-0.025873404,-0.332555764,-0.178540753,-0.398331333,-0.244316322,0.134866637,0.288881648,-0.393661124,-0.239646113,-0.190462114,-0.036447103,-0.255740655,-0.101725643,-0.068339551,0.085675461,0.112692041,0.266707052
AT1G15950,ATCCR1,0.531370974,0.229446204,0.824659535,-0.30192477,0.293288561,-0.012039588,-0.543410562,0.269628053,-0.261742921,-0.197144484,-0.728515458,0.107651006,-0.423719968,0.064885009,-0.466485965,0.092986789,-0.438384185,-0.413015831,-0.944386805,0.055025939,-0.476345035
AT1G16240,ATSYP51,0.492796055,0.040631145,0.851960047,-0.452164909,0.359163993,0.541150508,0.048354453,0.703151402,0.210355347,0.11747879,-0.375317265,0.689461179,0.196665124,0.123585698,-0.369210356,0.406886562,-0.085909493,0.060087643,-0.432708412,0.805259519,0.312463464
AT1G16470,PAB1,0.07197907,0.221414415,-0.141833536,0.149435345,-0.213812606,0.470515494,0.398536424,0.130203626,0.058224556,-0.117984542,-0.189963612,0.349611305,0.277632235,0.333564593,0.261585523,0.316842064,0.244862994,0.411473657,0.339494587,-0.022907958,-0.094887028
AT1G16610,AtSR45,-0.201591467,0.093188415,-0.294554393,0.294779882,-0.092962926,-0.210727497,-0.00913603,-0.398721673,-0.197130206,0.032052372,0.233643839,-0.497546482,-0.295955015,0.036179115,0.237770582,-0.305198657,-0.10360719,-0.12659504,0.074996427,-0.477932048,-0.276340581
AT1G16880,ACR11,-0.227844098,0.211795245,0.0990385,0.439639344,0.326882599,0.468921176,0.696765275,0.257138816,0.484982914,-0.000673263,0.227170835,0.261024008,0.488868106,-0.064799771,0.163044327,0.257319959,0.485164057,-0.129573784,0.098270315,-0.033157782,0.194686317
AT1G17180,ATGSTU25,0.426354019,-0.114112883,-0.883638845,-0.540466902,-1.309992864,-1.613164994,-2.039519013,-1.580967353,-2.007321371,-1.441450982,-1.867805001,-1.136200069,-1.562554088,-1.126041133,-1.552395151,-0.852211946,-1.278565965,-1.442504524,-1.868858543,-2.839143641,-3.265497659
AT1G17190,ATGSTU26,1.572341394,0.291795767,0.933099808,-1.280545627,-0.639241586,-0.087880806,-1.6602222,0.46300808,-1.109333314,-0.162190245,-1.734531639,1.329061347,-0.243280047,0.800006013,-0.772335381,-0.111506994,-1.683848388,0.211885468,-1.360455927,1.249255866,-0.323085529
AT1G17290,AlaAT1,0.189888961,0.223151851,-0.048935938,0.03326289,-0.238824899,0.126632839,-0.063256122,0.05686983,-0.133019131,0.459133507,0.269244546,0.533348152,0.343459191,0.122860963,-0.067027997,0.464613721,0.27472476,0.702561887,0.512672926,0.022366448,-0.167522513
AT1G17370,UBP1B,-0.156567059,-0.054695363,-0.01599934,0.101871696,0.140567719,-0.043782918,0.11278414,0.041717071,0.198284129,0.451556829,0.608123887,-0.064792603,0.091774455,0.333207983,0.489775041,0.084797761,0.24136482,0.167309179,0.323876237,0.22171646,0.378283518
AT1G17470,ATDRG,0.028127408,-0.139585615,-0.283308821,-0.167713023,-0.31143623,-0.24519157,-0.273318979,-0.201098932,-0.22922634,-0.150342054,-0.178469463,-0.230650646,-0.258778054,-0.070183063,-0.098310471,-0.319733599,-0.347861007,-0.132645141,-0.16077255,-0.06055892,-0.088686328
AT1G17890,GER2,0.589281337,0.570275745,0.026280988,-0.019005592,-0.563000349,-0.47560502,-1.064886356,-0.3523671,-0.941648436,-0.111122568,-0.700403905,0.256162622,-0.333118715,0.028458795,-0.560822542,0.370362984,-0.218918353,0.32585984,-0.263421496,-0.337687297,-0.926968634
AT1G18250,ATLP-1,-0.2512598,0.069218251,-0.273554684,0.320478051,-0.022294884,0.958064245,1.209324045,0.211370045,0.462629845,-0.016518225,0.234741575,-0.083789702,0.167470098,0.638071498,0.889331298,0.296607986,0.547867786,0.487151987,0.738411787,0.25082393,0.502083731
AT1G18450,ARP4,-0.04123588,-0.106598371,-0.299420693,-0.065362491,-0.258184813,0.013411305,0.054647185,0.145533449,0.186769329,0.065827882,0.107063762,-0.090613595,-0.049377715,0.162631753,0.203867633,-0.065837743,-0.024601862,0.092762186,0.133998066,0.26395992,0.3051958
AT1G18640,PSP,0.188280525,0.288148814,0.163118478,0.099868289,-0.025162047,0.44874942,0.260468895,0.238036297,0.049755772,0.123904675,-0.06437585,0.326817767,0.138537242,0.262532023,0.074251498,0.455227383,0.266946858,0.372338778,0.184058253,0.223431407,0.035150882
AT1G18800,NRP2,-0.214880203,0.162481349,-0.580810194,0.377361552,-0.365929991,-0.010071396,0.204808806,-0.126065997,0.088814206,-0.170401415,0.044478788,-0.243760382,-0.028880179,0.033044822,0.247925025,0.164440687,0.37932089,0.011040847,0.22592105,-0.248925219,-0.034045016
AT1G18880,AtNPF2.9,-0.125519391,-0.523710278,-0.388758226,-0.398190887,-0.263238835,-0.152888317,-0.027368926,0.622975461,0.748494852,-0.19548103,-0.06996164,-0.692153986,-0.566634596,-0.208204761,-0.08268537,0.242627932,0.368147323,-0.451143708,-0.325624317,-0.483153322,-0.357633931
AT1G19120,LSM1A,0.431511472,0.091580795,0.137921346,-0.339930677,-0.293590126,0.442553582,0.01104211,0.261922157,-0.169589315,-0.096714156,-0.528225628,0.235115006,-0.196396466,0.196505318,-0.235006154,0.177871841,-0.253639631,0.175276434,-0.256235038,0.306214866,-0.125296606
AT1G19350,BES1,0.016299933,-0.079736703,0.104441235,-0.096036636,0.088141301,-0.243207044,-0.259506978,-0.110984524,-0.127284457,-0.135251255,-0.151551189,-0.159573252,-0.175873185,0.006592314,-0.009707619,-0.09648624,-0.112786174,-0.008037734,-0.024337668,-0.027407901,-0.043707835
AT1G19360,RRA3,0.304296038,0.025127008,0.220515156,-0.27916903,-0.083780882,-0.250778638,-0.555074676,-0.122777368,-0.427073406,-0.013196636,-0.317492674,0.552214439,0.247918401,0.106839559,-0.197456479,0.323968971,0.019672933,0.143581799,-0.160714239,-0.046844837,-0.351140875
AT1G19870,iqd32,-0.245396653,-0.34367051,-0.372502392,-0.098273856,-0.127105738,-0.358248449,-0.112851795,-0.099421117,0.145975536,-0.309290354,-0.063893701,-0.298712507,-0.053315854,-0.009150556,0.236246098,-0.324811987,-0.079415334,0.127709977,0.373106631,0.022185702,0.267582356
AT1G19920,APS2,-0.284356892,-0.315838681,0.218050875,-0.031481789,0.502407768,0.077628179,0.361985072,-0.027293847,0.257063045,-0.209949692,0.074407201,-0.104706837,0.179650055,0.28332175,0.567678642,0.157824456,0.442181348,0.022131006,0.306487899,-0.063642843,0.22071405
AT1G20010,TUB5,0.767552509,0.193137353,0.406868122,-0.574415156,-0.360684387,-0.128971082,-0.896523592,-0.234738479,-1.002290988,-0.049161319,-0.816713828,0.376830342,-0.390722168,0.201266086,-0.566286423,1.324061136,0.556508627,0.467036884,-0.300515625,0.23027741,-0.537275099
AT1G20160,ATSBT5.2,0.182773879,-0.447726789,-0.224466287,-0.630500668,-0.407240166,-0.737109787,-0.919883666,0.873913501,0.691139622,0.591810964,0.409037085,0.789933974,0.607160095,-1.462407761,-1.64518164,1.422128168,1.239354288,-1.073209683,-1.255983563,0.632707041,0.449933162
AT1G20190,ATEXP11,0.750892374,0.198723213,0.801942924,-0.552169161,0.05105055,0.532451098,-0.218441276,0.365277775,-0.385614599,0.314224569,-0.436667804,1.588658499,0.837766126,0.698365338,-0.052527035,1.673963534,0.923071161,1.254887407,0.503995034,0.483320939,-0.267571435
AT1G20200,EMB2719,0.018597808,0.113601042,-0.157613246,0.095003234,-0.176211054,0.132769125,0.114171317,0.137129802,0.118531994,-0.007799679,-0.026397487,0.35220154,0.333603732,0.267853334,0.249255526,0.481243206,0.462645398,0.513108628,0.49451082,0.119313775,0.100715967
