TAIR,SYMBOL,Log2fc_.Ws_GC_Alight.v.Ws_GC_dark.,Log2fc_.Ws_GC_Alight.v.Col.0_FLT_Alight.,Log2fc_.Ws_GC_dark.v.Col.0_FLT_Alight.,Log2fc_.Ws_GC_Alight.v.Col.0_FLT_dark.,Log2fc_.Ws_GC_dark.v.Col.0_FLT_dark.,Log2fc_.Ws_GC_Alight.v.Col.0_GC_Alight.,Log2fc_.Ws_GC_dark.v.Col.0_GC_Alight.,Log2fc_.Ws_GC_Alight.v.Col.0_GC_dark.,Log2fc_.Ws_GC_dark.v.Col.0_GC_dark.,Log2fc_.Ws_GC_Alight.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Ws_GC_dark.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Ws_GC_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Ws_GC_dark.v.Col.0.PhyD_FLT_dark.,Log2fc_.Ws_GC_Alight.v.Col.0.PhyD_GC_Alight.,Log2fc_.Ws_GC_dark.v.Col.0.PhyD_GC_Alight.,Log2fc_.Ws_GC_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Ws_GC_dark.v.Col.0.PhyD_GC_dark.,Log2fc_.Ws_GC_Alight.v.Ws_FLT_Alight.,Log2fc_.Ws_GC_dark.v.Ws_FLT_Alight.,Log2fc_.Ws_GC_Alight.v.Ws_FLT_dark.,Log2fc_.Ws_GC_dark.v.Ws_FLT_dark.
AT1G01090,PDH-E1,-0.563358972,-0.186937707,0.376421265,-0.421220236,0.142138737,-0.306342002,0.25701697,-0.416536013,0.146822959,-0.068074299,0.495284673,-0.120851784,0.442507188,-0.060317045,0.503041928,-0.446472553,0.116886419,-0.145834997,0.417523975,-0.189380531,0.373978441
AT1G01160,GIF2,0.081808538,0.262542011,0.180733473,0.152734418,0.070925879,-0.197072267,-0.278880805,0.089663171,0.007854633,0.25963187,0.177823332,-0.131489353,-0.213297891,0.231266025,0.149457487,0.310061174,0.228252636,0.096314026,0.014505488,0.115038384,0.033229845
AT1G01510,AN,0.101555811,0.132619024,0.031063212,0.21526642,0.113710609,0.345103037,0.243547226,-0.113968811,-0.215524622,0.344589596,0.243033785,-0.091304202,-0.192860014,0.33497211,0.233416299,0.323774928,0.222219117,0.476076593,0.374520782,-0.143992042,-0.245547853
AT1G01550,BPS1,0.718248491,0.173956018,-0.544292473,0.314010805,-0.404237687,0.012432015,-0.705816476,0.43634501,-0.281903482,-0.067451425,-0.785699916,0.298325456,-0.419923036,-0.070955798,-0.789204289,0.059247539,-0.659000953,0.011737921,-0.70651057,0.404605008,-0.313643483
AT1G01720,ANAC002,0.686766748,-0.533906256,-1.220673004,-0.443675617,-1.130442365,-0.056161328,-0.742928076,0.314841542,-0.371925206,-0.53732189,-1.224088638,-0.197692701,-0.884459449,-0.232654035,-0.919420783,0.352888893,-0.333877855,0.106650688,-0.58011606,0.396247403,-0.290519345
AT1G02090,ATCSN7,-0.473725684,0.303130873,0.776856557,0.089461131,0.563186815,0.199436587,0.673162271,0.349106331,0.822832015,0.272725133,0.746450817,0.254367861,0.728093545,0.307053104,0.780778788,-0.01743981,0.456285874,-0.164610924,0.30911476,-0.282878966,0.190846718
AT1G02100,SBI1,0.163168192,-0.052110637,-0.215278828,0.119659331,-0.043508861,0.202414306,0.039246114,0.143150334,-0.020017858,-0.014391146,-0.177559338,0.109526039,-0.053642153,-0.200052751,-0.363220943,0.044342345,-0.118825847,0.093267181,-0.069901011,0.208271289,0.045103097
AT1G02130,ARA-5,0.124965409,0.200907467,0.075942057,0.013266804,-0.111698605,-0.227752946,-0.352718356,0.122920548,-0.002044862,0.044956027,-0.080009383,0.118488775,-0.006476635,-0.034182548,-0.159147958,-0.022384769,-0.147350179,-0.186413055,-0.311378464,0.144035208,0.019069798
AT1G02280,ATTOC33,0.363824619,1.369803928,1.005979309,1.4787284,1.114903781,1.01362802,0.649803401,0.725644581,0.361819962,1.126764621,0.762940003,1.535611339,1.17178672,1.18266552,0.818840901,1.224282516,0.860457897,0.144281376,-0.219543243,0.001902361,-0.361922258
AT1G02560,CLPP5,-0.225955385,0.326448935,0.55240432,0.160160279,0.386115664,-0.075642811,0.150312574,0.155307536,0.381262921,0.168119955,0.39407534,0.065822777,0.291778162,0.146091176,0.372046561,0.011498545,0.23745393,-0.103633624,0.122321761,-0.09664751,0.129307874
AT1G02690,IMPA-6,-0.737376917,0.018192727,0.755569644,-0.073681158,0.663695759,0.159365454,0.896742371,-0.259996089,0.477380829,0.25391946,0.991296377,0.676010471,1.413387388,0.942243038,1.679619955,0.027218315,0.764595232,0.136831967,0.874208884,-0.558057515,0.179319402
AT1G02840,At-SR34,0.061708532,-0.0589755,-0.120684032,-0.029537713,-0.091246245,0.240741062,0.17903253,-0.24749277,-0.309201301,0.104933272,0.043224741,-0.417778196,-0.479486728,-0.13385416,-0.195562692,0.150291524,0.088582992,0.117954971,0.05624644,0.089792602,0.02808407
AT1G02850,BGLU11,0.53077344,-0.67702154,-1.207794979,-0.474354511,-1.005127951,0.173623161,-0.357150278,0.402714661,-0.128058779,-0.622376149,-1.153149589,-0.743051858,-1.273825298,0.316099188,-0.214674252,0.017562456,-0.513210984,-0.167675124,-0.698448564,0.70944642,0.17867298
AT1G03110,AtTRM82,-0.796078417,0.248582373,1.044660791,-0.056203796,0.739874622,0.153327418,0.949405835,-0.189483691,0.606594726,0.234454172,1.03053259,0.278569397,1.074647814,0.343577011,1.139655428,-0.31862456,0.477453857,-0.092065464,0.704012953,-0.359051846,0.437026571
AT1G03330,LSM2,-0.391566757,0.608171608,0.999738365,0.208872919,0.600439676,-0.089412137,0.30215462,0.095909574,0.487476331,0.174588693,0.56615545,0.05104002,0.442606777,0.261329058,0.652895815,0.087131443,0.4786982,-0.238172632,0.153394125,0.077634978,0.469201735
AT1G03360,ATRRP4,-0.504162509,0.185264459,0.689426968,0.266243692,0.770406201,0.390450669,0.894613178,0.108222001,0.612384511,0.236103836,0.740266345,0.224750014,0.728912524,0.473186018,0.977348527,-0.130341484,0.373821025,0.248751675,0.752914184,0.017150224,0.521312733
AT1G03530,ATNAF1,-1.028515497,-0.202889483,0.825626014,-0.154610839,0.873904658,0.485062509,1.513578006,-0.213870758,0.814644739,0.312257544,1.340773041,-0.024908595,1.003606902,0.170597535,1.199113032,-0.3695479,0.658967597,0.421596407,1.450111904,-0.471805091,0.556710406
AT1G03900,ABCI18,0.294275637,-0.22966206,-0.523937698,-0.129444865,-0.423720502,-0.169129894,-0.463405531,0.034733524,-0.259542113,-0.11326199,-0.407537627,-0.281378874,-0.575654511,-0.184814256,-0.479089893,0.068747894,-0.225527744,-0.273799604,-0.568075241,0.013059673,-0.281215964
AT1G03910,CTN,-0.445741055,-0.021382496,0.424358559,-0.084582288,0.361158768,0.089774527,0.535515583,-0.038376696,0.40736436,0.133673385,0.57941444,-0.199759692,0.245981364,0.15371786,0.599458915,0.010148836,0.455889892,0.149462794,0.595203849,-0.09917188,0.346569175
AT1G04080,PRP39,-0.451403532,0.177263618,0.62866715,0.192497658,0.643901189,0.325734702,0.777138234,-0.169282704,0.282120827,0.361002252,0.812405783,0.025537008,0.476940539,0.410706225,0.862109756,0.069417563,0.520821095,0.673087804,1.124491336,-0.204036488,0.247367043
AT1G04170,EIF2,-0.560913389,-0.018278878,0.542634512,-0.220992928,0.339920461,0.117791127,0.678704516,-0.163198631,0.397714758,0.132933548,0.693846937,0.025532254,0.586445643,0.27396368,0.834877069,-0.307432708,0.253480681,-0.005945267,0.554968123,-0.321765902,0.239147488
AT1G04190,TPR3,-0.505275741,0.343805612,0.849081353,0.075386057,0.580661798,-0.076444597,0.428831144,0.174784942,0.680060683,0.426510844,0.931786585,0.321808869,0.82708461,0.43990854,0.945184282,-0.186615586,0.318660156,-0.015843191,0.48943255,-0.106491107,0.398784634
AT1G04250,AXR3,1.145995223,0.64186037,-0.504134854,0.735021467,-0.410973756,0.172368175,-0.973627048,1.19760498,0.051609756,0.930741019,-0.215254205,0.538246585,-0.607748638,0.576639064,-0.569356159,0.376273021,-0.769722202,0.500491568,-0.645503655,0.392171827,-0.753823397
AT1G04510,MAC3A,-0.416275181,0.149646582,0.565921763,-0.082273496,0.334001685,0.254031866,0.670307047,-0.083081837,0.333193344,0.347843914,0.764119095,-0.041676712,0.374598469,0.265276876,0.681552056,-0.025640502,0.390634678,-7.14E-05,0.416203819,-0.086348122,0.329927059
AT1G04630,MEE4,-0.164623592,-0.051141647,0.113481945,-0.269199547,-0.104575955,-0.13550064,0.029122952,-0.006899221,0.157724371,-0.025726526,0.138897066,-0.143021514,0.021602077,-0.068251414,0.096372178,-0.166319621,-0.001696029,-0.417920588,-0.253296996,-0.174971358,-0.010347767
AT1G04690,KAB1,-0.455278095,-0.411694914,0.043583181,-0.456882873,-0.001604778,-0.373365044,0.081913051,-0.223811781,0.231466314,-0.332304076,0.122974019,-0.214326764,0.240951332,0.157620253,0.612898348,-0.486140466,-0.03086237,-0.349901221,0.105376874,-0.279141296,0.1761368
AT1G04870,ATPRMT10,-0.522724373,-0.123717077,0.399007296,-0.346043913,0.17668046,-0.081139938,0.441584435,-0.201443223,0.32128115,-0.04442648,0.478297892,0.055653268,0.57837764,0.124520633,0.647245006,-0.220060106,0.302664266,0.00676443,0.529488803,-0.276405658,0.246318715
AT1G04940,atTIC20,-0.101536615,0.324474508,0.426011123,0.212424156,0.313960771,0.080421742,0.181958357,0.174566506,0.276103121,0.269383385,0.37092,0.302190112,0.403726727,0.348591581,0.450128195,0.321183018,0.422719633,-0.077750818,0.023785797,0.0977257,0.199262314
AT1G04980,ATPDI10,-1.118235337,-0.084174433,1.034060904,-0.278586095,0.839649242,0.066811426,1.185046763,0.290906069,1.409141406,0.022467619,1.140702956,0.291121489,1.409356826,1.069271135,2.187506472,-0.260412018,0.857823319,-0.526737664,0.591497673,-0.742136514,0.376098823
AT1G05260,RCI3,-0.099100508,-0.318362144,-0.219261636,-0.537492765,-0.438392257,-0.518775816,-0.419675307,0.576947234,0.676047742,-0.713190472,-0.614089964,0.163351037,0.262451545,-0.71219304,-0.613092531,-0.625922826,-0.526822318,-0.931627291,-0.832526783,-0.26941256,-0.170312052
AT1G05620,NSH2,0.102562975,0.469989613,0.367426638,0.48425398,0.381691005,0.390389272,0.287826297,0.755227349,0.652664374,0.785544369,0.682981394,0.889410729,0.786847754,1.219019421,1.116456446,0.439223627,0.336660652,-0.109887348,-0.212450324,0.202475681,0.099912706
AT1G05680,UGT74E2,0.35025906,-1.09709444,-1.4473535,-0.714721387,-1.064980447,0.147234208,-0.203024853,0.842800047,0.492540987,-0.608659651,-0.958918711,-0.15742175,-0.50768081,0.758198529,0.407939469,-0.482044657,-0.832303717,-0.251374452,-0.601633512,1.231599594,0.881340534
AT1G05850,ATCTL1,0.357757236,-0.148224928,-0.505982165,-0.200750886,-0.558508122,-0.379437846,-0.737195082,0.015338913,-0.342418323,0.0759648,-0.281792437,0.205368959,-0.152388277,-0.236659007,-0.594416243,-0.394557863,-0.752315099,-0.046360179,-0.404117416,0.058733057,-0.299024179
AT1G06040,BBX24,3.941028727,2.609229356,-1.331799371,3.360757298,-0.580271429,0.023045168,-3.917983559,3.860300805,-0.080727922,2.481985868,-1.459042859,2.839842128,-1.101186599,0.705873831,-3.235154896,4.713255763,0.772227036,1.48924473,-2.451783997,4.24163374,0.300605013
AT1G06110,SKIP16,0.425127362,0.203629128,-0.221498234,0.32653367,-0.098593692,0.021592053,-0.403535309,0.066100845,-0.359026517,0.0018673,-0.423260062,0.0703295,-0.354797862,-0.057358574,-0.482485935,0.294078264,-0.131049098,0.138137085,-0.286990277,0.374144698,-0.050982664
AT1G06220,CLO,-0.363397975,0.098026764,0.46142474,0.235790902,0.599188877,0.613071226,0.976469202,0.026603212,0.390001187,0.48462045,0.848018426,0.247851139,0.611249115,0.561524288,0.924922263,-0.001029611,0.362368365,0.777194581,1.140592556,0.035394074,0.39879205
AT1G06230,GTE4,-0.030707075,-0.202734297,-0.172027221,0.279576888,0.310283963,0.161306297,0.192013372,-0.224087561,-0.193380485,0.083111726,0.113818802,-0.074276352,-0.043569276,-0.103540957,-0.072833882,0.284416591,0.315123666,0.692569707,0.723276782,0.102505864,0.133212939
AT1G06390,ATGSK1,0.279269622,0.016372288,-0.262897335,-0.030284183,-0.309553805,0.093855676,-0.185413946,0.091574152,-0.18769547,0.094189044,-0.185080578,0.058138606,-0.221131016,0.105256348,-0.174013274,0.419453005,0.140183383,0.01091254,-0.268357083,0.049419499,-0.229850124
AT1G06400,ARA-2,0.556278068,0.136601332,-0.419676735,0.17363447,-0.382643598,-0.078355734,-0.634633802,0.477016591,-0.079261476,-0.165889834,-0.722167902,0.333374803,-0.222903265,-0.280646681,-0.836924749,0.332439076,-0.223838992,-0.240202108,-0.796480176,0.129676981,-0.426601087
AT1G06410,ATTPS7,-0.22080371,0.066058066,0.286861776,0.39722887,0.61803258,0.505470295,0.726274005,0.047861414,0.268665124,0.455650591,0.6764543,0.492303351,0.713107061,0.330764349,0.551568059,-0.054618014,0.166185696,0.470988901,0.691792611,-0.12948798,0.09131573
AT1G06530,PMD2,-0.336958121,0.039688181,0.376646302,0.043123227,0.380081347,-0.093748127,0.243209993,0.201075926,0.538034046,-0.035819469,0.301138651,-0.011746187,0.325211934,-0.123343131,0.21361499,0.112111052,0.449069172,-0.221060552,0.115897569,-0.064540837,0.272417284
AT1G06670,NIH,-0.57007281,0.306687806,0.876760616,0.202251477,0.772324287,0.310073027,0.880145837,-0.213509321,0.356563489,0.375294949,0.945367759,-0.12826353,0.441809281,0.252351652,0.822424462,0.096215089,0.6662879,0.169922777,0.739995587,-0.499011691,0.071061119
AT1G06950,ATTIC110,-0.731811655,0.22120605,0.953017705,-0.049459926,0.682351729,0.422044136,1.153855791,-0.274663786,0.457147869,0.06204095,0.793852605,0.196068278,0.927879933,0.201557566,0.93336922,-0.168756037,0.563055617,0.254558528,0.986370183,-0.580336619,0.151475036
AT1G07360,MAC5A,-0.150769024,-0.096510886,0.054258138,-0.135459459,0.015309565,0.093799316,0.24456834,0.171556693,0.322325716,0.254029871,0.404798895,-0.009909691,0.140859332,0.056950536,0.20771956,-0.207963228,-0.057194205,-0.181021593,-0.030252569,-0.054442336,0.096326688
AT1G07370,ATPCNA1,-0.736646733,0.362649202,1.099295935,-0.090906575,0.645740158,0.087308267,0.823955,0.010984965,0.747631697,0.390651743,1.127298475,0.236341636,0.972988368,0.34519173,1.081838463,-0.314653409,0.421993324,-0.044848858,0.691797875,-0.327428643,0.40921809
AT1G07420,ATSMO1,0.212500475,0.385554278,0.173053804,0.017349938,-0.195150537,0.402456288,0.189955814,0.123710661,-0.088789814,0.324889517,0.112389042,0.261377036,0.048876562,0.314733784,0.102233309,-0.050188284,-0.262688759,0.00436402,-0.208136455,0.099225158,-0.113275316
AT1G07670,ATECA4,-0.641101433,-0.447530629,0.193570804,-0.518616466,0.122484967,0.337719222,0.978820655,-0.422006206,0.219095227,-0.23569121,0.405410223,-0.714721407,-0.073619974,0.213414994,0.854516427,-0.385544471,0.255556963,0.411765231,1.052866664,-0.182863768,0.458237666
AT1G07960,ATPDIL5-1,-0.185878138,-0.268256197,-0.082378059,-0.473145767,-0.287267629,-0.717252276,-0.531374137,-0.328415067,-0.142536929,-0.426213645,-0.240335506,-0.504365719,-0.318487581,-0.364760898,-0.178882759,-0.531982864,-0.346104725,-0.362494216,-0.176616078,-0.133921082,0.051957056
AT1G08130,ATLIG1,-0.707145193,0.011717469,0.718862662,-0.178522198,0.528622996,0.122873817,0.830019011,-0.140107692,0.567037501,0.191189387,0.898334581,-0.314940965,0.392204228,0.766611521,1.473756714,-0.091475087,0.615670107,0.348410272,1.055555466,-0.451764675,0.255380518
AT1G08200,AXS2,0.461758134,0.126316441,-0.335441693,0.125168218,-0.336589917,-0.144970496,-0.60672863,0.23020428,-0.231553854,0.495404052,0.033645917,0.287836819,-0.173921316,0.269007446,-0.192750688,-0.020355234,-0.482113369,-0.125902384,-0.587660519,0.150604386,-0.311153749
AT1G08370,ATDCP1,-0.032099398,-0.221546511,-0.189447114,-0.326871727,-0.294772329,0.138882317,0.170981715,-0.172112404,-0.140013006,-0.08092549,-0.048826092,-0.08498875,-0.052889352,-0.087961886,-0.055862488,-0.268049682,-0.235950284,0.125840919,0.157940316,-0.035487253,-0.003387855
AT1G08450,AtCRT3,-0.223239112,-0.055789847,0.167449265,-0.283374228,-0.060135116,0.145871826,0.369110939,0.014732842,0.237971954,-0.099989266,0.123249847,0.045667678,0.268906791,0.05737639,0.280615502,0.011656978,0.23489609,0.012733009,0.235972121,-0.07103448,0.152204632
AT1G08480,SDH6,-0.144377974,0.036359415,0.180737389,-0.103977113,0.040400861,-0.371001019,-0.226623045,0.083017456,0.22739543,-0.080346187,0.064031787,0.034835219,0.179213193,0.035558047,0.179936021,-0.144745048,-0.000367074,-0.365353418,-0.220975444,-0.063308689,0.081069285
AT1G08560,ATSYP111,-0.49705743,0.127185096,0.624242527,0.256738615,0.753796045,-0.326179748,0.170877682,-0.611943234,-0.114885803,0.285832123,0.782889554,0.771468918,1.268526349,0.759516571,1.256574002,0.585474328,1.082531758,-0.239154272,0.257903159,-0.191639651,0.305417779
AT1G08650,ATPPCK1,0.52173175,-0.42657271,-0.94830446,-0.387475259,-0.90920701,-1.283489876,-1.805221627,-0.332410818,-0.854142568,-0.426732037,-0.948463788,-0.431190085,-0.952921836,-0.87362458,-1.395356331,-0.733123593,-1.254855343,-0.01693823,-0.53866998,0.237353937,-0.284377813
AT1G08660,MGP2,-0.036526979,-0.147002387,-0.110475408,-0.18854995,-0.152022972,-0.16253524,-0.126008261,-0.166664833,-0.130137854,0.108484052,0.145011031,-0.056935725,-0.020408746,0.097166973,0.133693952,-0.014860653,0.021666325,0.131804426,0.168331405,0.096523373,0.133050352
AT1G08780,AIP3,-0.576849858,0.39041418,0.967264038,-0.004389511,0.572460347,-0.183008078,0.39384178,0.130373935,0.707223793,0.364820074,0.941669932,0.2145062,0.791356058,0.141631077,0.718480935,0.008299651,0.585149509,-0.117096442,0.459753416,-0.113084201,0.463765657
AT1G08820,VAP27-2,0.208890664,-0.026356115,-0.235246779,0.190141247,-0.018749417,0.058946656,-0.149944008,0.202685527,-0.006205137,0.187716686,-0.021173978,0.28596496,0.077074297,0.271916671,0.063026008,0.430752537,0.221861873,0.253735183,0.044844519,0.5850423,0.376151636
AT1G09140,At-SR30,0.287459733,0.161179407,-0.126280325,0.24969032,-0.037769412,0.020736334,-0.266723399,0.118134047,-0.169325685,-0.293109677,-0.58056941,-0.340203376,-0.627663108,-0.109003238,-0.39646297,-0.023464525,-0.310924258,0.445558818,0.158099086,0.077500404,-0.209959329
AT1G09270,IMPA-4,0.260965237,-0.392674226,-0.653639464,-0.148116374,-0.409081612,0.132092301,-0.128872936,0.180099162,-0.080866075,-0.090831023,-0.351796261,0.133427967,-0.127537271,0.276478395,0.015513158,0.066350547,-0.19461469,0.037247084,-0.223718153,0.105238278,-0.15572696
AT1G09330,ECH,-0.243638372,0.099295463,0.342933835,-0.018575547,0.225062825,-0.185428415,0.058209957,0.28547009,0.529108462,0.094015676,0.337654048,0.066200521,0.309838893,0.082171227,0.325809599,-0.060853204,0.182785167,-0.30033323,-0.056694858,-0.117133316,0.126505056
AT1G09430,ACLA-3,0.642218927,-0.30815708,-0.950376007,-0.236434185,-0.878653113,-0.190196056,-0.832414983,0.309295924,-0.332923004,-0.606916075,-1.249135002,-0.216533953,-0.858752881,-0.407346551,-1.049565479,-0.087919072,-0.730137999,-0.099982507,-0.742201435,0.659191465,0.016972537
AT1G09570,FHY2,0.930283148,-0.120356765,-1.050639913,0.243168797,-0.68711435,0.02190864,-0.908374508,0.488119054,-0.442164093,-0.051795235,-0.982078383,0.422278457,-0.508004691,0.212559319,-0.717723829,0.671646368,-0.25863678,0.748454218,-0.181828929,0.763211038,-0.167072109
AT1G09630,ATRAB-A2A,-0.027524001,0.2820615,0.309585501,0.019463536,0.046987537,-0.107670902,-0.080146901,0.210803732,0.238327733,0.352535819,0.38005982,0.197599419,0.22512342,0.459329194,0.486853195,0.204729154,0.232253155,-0.197344924,-0.169820923,0.053846077,0.081370078
AT1G09760,U2A',-0.472103788,0.255198099,0.727301887,0.067938555,0.540042343,-0.160050863,0.312052925,-0.031790157,0.440313631,0.31969946,0.791803247,0.170843889,0.642947677,0.380275404,0.852379191,-0.081748112,0.390355676,-0.183583822,0.288519966,-0.249839311,0.222264477
AT1G09840,AtHIR1,0.267346448,0.399233027,0.131886579,0.488234827,0.220888379,0.365085321,0.097738874,0.005847479,-0.261498969,0.492879771,0.225533324,0.016589212,-0.250757236,0.242119162,-0.025227285,0.004031208,-0.26331524,0.370264982,0.102918534,-0.08113679,-0.348483238
AT1G09970,LRR,0.182744404,-0.679681282,-0.862425686,-0.360979924,-0.543724328,0.218743174,0.03599877,-0.196575672,-0.379320076,-0.889646183,-1.072390587,-0.098248599,-0.280993003,-0.653142129,-0.835886533,-0.527975743,-0.710720147,0.151795686,-0.030948718,-0.104323734,-0.287068138
AT1G10030,ERG28,-0.273086506,0.352833593,0.625920099,0.120359246,0.393445752,-0.310183555,-0.037097049,0.272416679,0.545503185,0.198945262,0.472031768,0.091812333,0.364898839,0.151778322,0.424864828,-0.089095343,0.183991163,-0.362056282,-0.088969776,-0.08774593,0.185340576
AT1G10200,AtWLIM1,0.596243527,0.063778802,-0.532464726,0.024143068,-0.572100459,0.190851382,-0.405392146,0.608679033,0.012435505,0.061977902,-0.534265625,0.435369014,-0.160874514,0.212551273,-0.383692255,0.40856156,-0.187681967,-0.620084078,-1.216327606,0.07818812,-0.518055407
AT1G10290,ADL6,-0.302968031,0.05392092,0.356888951,-0.019561242,0.28340679,0.444538199,0.74750623,-0.220481545,0.082486487,0.184268427,0.487236459,-0.168131664,0.134836367,0.186837784,0.489805815,0.112756375,0.415724406,0.103636239,0.406604271,-0.162908115,0.140059917
AT1G11450,UMAMIT27,1.066026212,2.712919672,1.646893459,4.277494456,3.211468243,1.779305115,0.713278902,4.038837375,2.972811162,2.876150637,1.810124425,6.725778036,5.659751824,1.262934298,0.196908086,3.253262176,2.187235964,0.16259088,-0.903435332,1.337187726,0.271161514
AT1G11545,XTH8,0.189071503,0.010657109,-0.178414394,-0.054116944,-0.243188447,0.094163925,-0.094907578,0.295207563,0.10613606,0.557465999,0.368394496,0.371109755,0.182038252,0.434446348,0.245374845,-0.303834251,-0.492905754,-0.082750146,-0.271821649,0.170402887,-0.018668617
AT1G11750,CLPP6,0.044622838,0.568864683,0.524241845,0.211928528,0.167305691,-0.098046138,-0.142668975,0.262416618,0.21779378,0.271074197,0.226451359,0.161556741,0.116933903,0.196359749,0.151736911,0.273392468,0.22876963,-0.085819486,-0.130442324,0.141008936,0.096386098
AT1G11840,ATGLX1,-0.150561446,0.285639446,0.436200892,0.183438679,0.334000125,-0.184346135,-0.033784689,0.357193674,0.50775512,0.385533847,0.536095294,0.528071151,0.678632597,0.313841258,0.464402704,0.140276101,0.290837547,0.106332675,0.256894121,0.436420396,0.586981842
AT1G11890,ATSEC22,0.156871063,0.51042441,0.353553346,0.163595045,0.006723982,0.25952372,0.102652657,0.553440376,0.396569312,0.43115671,0.274285647,0.530504671,0.373633608,0.630895742,0.474024679,0.247591433,0.09072037,-0.169992037,-0.3268631,0.010487319,-0.146383744
AT1G11910,APA1,0.060145194,-0.2807554,-0.340900594,0.440862414,0.38071722,-0.060443892,-0.120589086,0.052623516,-0.007521678,-0.222028666,-0.282173861,-0.078196101,-0.138341295,-0.211705737,-0.271850931,0.221112392,0.160967198,-0.015883329,-0.076028523,0.283349315,0.223204121
AT1G12270,Hop1,-0.572089713,0.098641558,0.670731271,0.107795567,0.67988528,0.292758692,0.864848406,0.140521791,0.712611504,0.368239271,0.940328984,0.550749987,1.1228397,0.376147781,0.948237494,0.203847044,0.775936757,-0.048015379,0.524074335,-0.232770828,0.339318885
AT1G12780,ATUGE1,1.884517909,-0.045385083,-1.929902992,1.899931046,0.015413137,-0.402996604,-2.287514513,1.399482571,-0.485035339,-0.56783222,-2.452350129,0.684063965,-1.200453944,-0.088304622,-1.972822532,1.654099422,-0.230418487,0.378549933,-1.505967976,2.039502313,0.154984404
AT1G12910,ATAN11,0.299937987,0.023764232,-0.276173755,0.011750189,-0.288187798,-0.254841702,-0.554779689,-0.177841311,-0.477779298,-0.256759068,-0.556697055,-0.228198226,-0.528136212,-0.085139362,-0.385077349,0.034855925,-0.265082061,0.056160725,-0.243777261,0.234573602,-0.065364385
AT1G13060,PBE1,-0.299819269,0.731381285,1.031200554,0.364704239,0.664523509,-0.069920897,0.229898373,0.078517572,0.378336841,0.300823048,0.600642317,0.065967944,0.365787213,0.28697938,0.586798649,0.15969977,0.459519039,0.093314843,0.393134112,0.10039662,0.400215889
AT1G13220,CRWN2,-0.378265607,0.194652324,0.572917931,0.368490285,0.746755892,0.2446203,0.622885907,-0.01689043,0.361375177,0.575225402,0.953491009,0.426144729,0.804410336,0.559341265,0.937606872,0.36686339,0.745128997,0.010530138,0.388795745,-0.180352468,0.197913138
AT1G13280,AOC4,0.37413728,0.081358378,-0.292778902,0.16998622,-0.20415106,0.162614541,-0.211522739,0.614658011,0.240520731,0.231153316,-0.142983964,0.677696641,0.30355936,0.455814152,0.081676872,0.385111009,0.010973729,-0.36273612,-0.7368734,0.131220329,-0.242916951
AT1G13320,PP2AA3,0.284619361,0.21498694,-0.06963242,0.363353264,0.078733903,0.356544402,0.071925042,0.324789809,0.040170448,0.386391939,0.101772579,0.453504577,0.168885217,0.531358329,0.246738968,0.589280844,0.304661484,0.48062005,0.19600069,0.322259771,0.037640411
AT1G13560,AAPT1,-0.160341331,0.081785868,0.242127199,-0.038287333,0.122053998,0.158693379,0.31903471,-0.047783251,0.11255808,0.134171068,0.294512399,0.174477461,0.334818792,0.185827035,0.346168366,-0.192468772,-0.032127441,0.121475611,0.281816943,0.088837202,0.249178534
AT1G13590,ATPSK1,0.921671465,-0.338475346,-1.260146812,-0.809499448,-1.731170914,-0.284592863,-1.206264328,0.807454166,-0.114217299,-0.90538781,-1.827059275,0.134856858,-0.786814608,-0.455006537,-1.376678003,0.118558826,-0.803112639,-0.95779963,-1.879471096,0.465574271,-0.456097194
AT1G14290,SBH2,0.989775189,0.40798879,-0.581786399,0.441406598,-0.548368591,0.205849682,-0.783925507,0.733294452,-0.256480737,0.870857328,-0.118917861,0.907562575,-0.082212614,0.536471588,-0.4533036,0.322603241,-0.667171947,0.138072723,-0.851702466,0.732682389,-0.2570928
AT1G14410,ATWHY1,-0.341700523,0.566565898,0.908266421,0.320856139,0.662556662,0.222168742,0.563869265,-0.037762241,0.303938282,0.346672383,0.688372906,0.310526074,0.652226597,0.44571477,0.787415293,0.18521471,0.526915233,-0.047027983,0.29467254,0.082389874,0.424090396
AT1G14510,AL7,0.108493217,-0.136356065,-0.244849283,-0.059475234,-0.167968452,-0.210752482,-0.319245699,-0.041502522,-0.149995739,-0.030335397,-0.138828615,0.075075775,-0.033417442,-0.021996459,-0.130489676,0.111579319,0.003086102,-0.047009063,-0.15550228,-0.050150701,-0.158643919
AT1G14570,AtPUX7,0.076072199,0.249210345,0.173138146,0.1949293,0.118857101,0.247396995,0.171324796,0.190987913,0.114915714,0.217841498,0.141769298,0.201174485,0.125102286,0.198477594,0.122405394,0.25669559,0.180623391,-0.053505864,-0.129578063,-0.151048558,-0.227120757
AT1G14610,TWN2,-0.797104438,0.167110055,0.964214493,0.023450407,0.820554845,0.378377937,1.175482374,-0.264959722,0.532144715,0.038222188,0.835326626,-0.149098751,0.648005687,0.098464557,0.895568995,-0.183314097,0.613790341,0.304400204,1.101504642,-0.446449886,0.350654552
