"","phyD_FLT_c1.which.mclass....3...1."
"1","AT1G01120"
"2","AT1G01130"
"3","AT1G01140"
"4","AT1G01200"
"5","AT1G01340"
"6","AT1G01380"
"7","AT1G01560"
"8","AT1G01570"
"9","AT1G01610"
"10","AT1G01660"
"11","AT1G01670"
"12","AT1G01700"
"13","AT1G01715"
"14","AT1G01740"
"15","AT1G01810"
"16","AT1G01840"
"17","AT1G02010"
"18","AT1G02380"
"19","AT1G02390"
"20","AT1G02400"
"21","AT1G02420"
"22","AT1G02460"
"23","AT1G02575"
"24","AT1G02650"
"25","AT1G02670"
"26","AT1G03200"
"27","AT1G03300"
"28","AT1G03310"
"29","AT1G03340"
"30","AT1G03495"
"31","AT1G03510"
"32","AT1G03545"
"33","AT1G03600"
"34","AT1G03620"
"35","AT1G03790"
"36","AT1G03800"
"37","AT1G03920"
"38","AT1G03940"
"39","AT1G03980"
"40","AT1G03990"
"41","AT1G03993"
"42","AT1G04007"
"43","AT1G04047"
"44","AT1G04050"
"45","AT1G04067"
"46","AT1G04100"
"47","AT1G04117"
"48","AT1G04160"
"49","AT1G04233"
"50","AT1G04247"
"51","AT1G04350"
"52","AT1G04425"
"53","AT1G04433"
"54","AT1G04477"
"55","AT1G04490"
"56","AT1G04513"
"57","AT1G04540"
"58","AT1G04570"
"59","AT1G04620"
"60","AT1G04650"
"61","AT1G04700"
"62","AT1G04733"
"63","AT1G04840"
"64","AT1G04917"
"65","AT1G04973"
"66","AT1G05030"
"67","AT1G05065"
"68","AT1G05163"
"69","AT1G05230"
"70","AT1G05240"
"71","AT1G05273"
"72","AT1G05277"
"73","AT1G05287"
"74","AT1G05300"
"75","AT1G05310"
"76","AT1G05333"
"77","AT1G05370"
"78","AT1G05397"
"79","AT1G05400"
"80","AT1G05440"
"81","AT1G05453"
"82","AT1G05530"
"83","AT1G05577"
"84","AT1G05600"
"85","AT1G05640"
"86","AT1G05770"
"87","AT1G05820"
"88","AT1G05873"
"89","AT1G05943"
"90","AT1G05950"
"91","AT1G06033"
"92","AT1G06080"
"93","AT1G06083"
"94","AT1G06120"
"95","AT1G06140"
"96","AT1G06143"
"97","AT1G06213"
"98","AT1G06265"
"99","AT1G06287"
"100","AT1G06310"
"101","AT1G06330"
"102","AT1G06357"
"103","AT1G06430"
"104","AT1G06440"
"105","AT1G06463"
"106","AT1G06580"
"107","AT1G06643"
"108","AT1G06647"
"109","AT1G06660"
"110","AT1G06710"
"111","AT1G06740"
"112","AT1G07119"
"113","AT1G07120"
"114","AT1G07150"
"115","AT1G07187"
"116","AT1G07270"
"117","AT1G07290"
"118","AT1G07400"
"119","AT1G07485"
"120","AT1G07490"
"121","AT1G07513"
"122","AT1G07547"
"123","AT1G07550"
"124","AT1G07603"
"125","AT1G07607"
"126","AT1G07667"
"127","AT1G07710"
"128","AT1G07733"
"129","AT1G07737"
"130","AT1G07740"
"131","AT1G07743"
"132","AT1G07753"
"133","AT1G07795"
"134","AT1G07897"
"135","AT1G07902"
"136","AT1G08003"
"137","AT1G08043"
"138","AT1G08070"
"139","AT1G08173"
"140","AT1G08213"
"141","AT1G08217"
"142","AT1G08270"
"143","AT1G08310"
"144","AT1G08317"
"145","AT1G08387"
"146","AT1G08463"
"147","AT1G08543"
"148","AT1G08643"
"149","AT1G08730"
"150","AT1G08753"
"151","AT1G08857"
"152","AT1G08900"
"153","AT1G08980"
"154","AT1G09040"
"155","AT1G09050"
"156","AT1G09155"
"157","AT1G09190"
"158","AT1G09220"
"159","AT1G09297"
"160","AT1G09340"
"161","AT1G09383"
"162","AT1G09390"
"163","AT1G09440"
"164","AT1G09443"
"165","AT1G09480"
"166","AT1G09487"
"167","AT1G09497"
"168","AT1G09500"
"169","AT1G09523"
"170","AT1G09530"
"171","AT1G09533"
"172","AT1G09543"
"173","AT1G09600"
"174","AT1G09610"
"175","AT1G09617"
"176","AT1G09627"
"177","AT1G09650"
"178","AT1G09697"
"179","AT1G09710"
"180","AT1G09750"
"181","AT1G09812"
"182","AT1G09880"
"183","AT1G09890"
"184","AT1G09900"
"185","AT1G09963"
"186","AT1G09987"
"187","AT1G09993"
"188","AT1G10000"
"189","AT1G10220"
"190","AT1G10300"
"191","AT1G10330"
"192","AT1G10417"
"193","AT1G10550"
"194","AT1G10800"
"195","AT1G10920"
"196","AT1G10960"
"197","AT1G11160"
"198","AT1G11170"
"199","AT1G11320"
"200","AT1G11330"
"201","AT1G11490"
"202","AT1G11591"
"203","AT1G11700"
"204","AT1G11710"
"205","AT1G11915"
"206","AT1G12030"
"207","AT1G12060"
"208","AT1G12130"
"209","AT1G12210"
"210","AT1G12211"
"211","AT1G12220"
"212","AT1G12250"
"213","AT1G12280"
"214","AT1G12300"
"215","AT1G12330"
"216","AT1G12370"
"217","AT1G12380"
"218","AT1G12460"
"219","AT1G12480"
"220","AT1G12550"
"221","AT1G12600"
"222","AT1G12700"
"223","AT1G12860"
"224","AT1G12950"
"225","AT1G13050"
"226","AT1G13090"
"227","AT1G13140"
"228","AT1G13150"
"229","AT1G13330"
"230","AT1G13410"
"231","AT1G13480"
"232","AT1G13520"
"233","AT1G13550"
"234","AT1G13600"
"235","AT1G13680"
"236","AT1G14030"
"237","AT1G14150"
"238","AT1G14190"
"239","AT1G14205"
"240","AT1G14280"
"241","AT1G14430"
"242","AT1G14490"
"243","AT1G14520"
"244","AT1G14660"
"245","AT1G14680"
"246","AT1G14750"
"247","AT1G15050"
"248","AT1G15180"
"249","AT1G15190"
"250","AT1G15415"
"251","AT1G15770"
"252","AT1G15820"
"253","AT1G16022"
"254","AT1G16030"
"255","AT1G16130"
"256","AT1G16225"
"257","AT1G16370"
"258","AT1G16390"
"259","AT1G16400"
"260","AT1G16445"
"261","AT1G16480"
"262","AT1G16490"
"263","AT1G16500"
"264","AT1G16510"
"265","AT1G16515"
"266","AT1G16640"
"267","AT1G16720"
"268","AT1G16780"
"269","AT1G16905"
"270","AT1G17020"
"271","AT1G17065"
"272","AT1G17100"
"273","AT1G17235"
"274","AT1G17250"
"275","AT1G17345"
"276","AT1G17400"
"277","AT1G17630"
"278","AT1G17750"
"279","AT1G17820"
"280","AT1G17830"
"281","AT1G17920"
"282","AT1G17950"
"283","AT1G17960"
"284","AT1G18000"
"285","AT1G18060"
"286","AT1G18140"
"287","AT1G18280"
"288","AT1G18382"
"289","AT1G18420"
"290","AT1G18485"
"291","AT1G18550"
"292","AT1G18670"
"293","AT1G18750"
"294","AT1G18773"
"295","AT1G18940"
"296","AT1G19025"
"297","AT1G19190"
"298","AT1G19230"
"299","AT1G19330"
"300","AT1G19340"
"301","AT1G19380"
"302","AT1G19650"
"303","AT1G19715"
"304","AT1G19780"
"305","AT1G20030"
"306","AT1G20230"
"307","AT1G20470"
"308","AT1G20515"
"309","AT1G20530"
"310","AT1G20570"
"311","AT1G20720"
"312","AT1G21060"
"313","AT1G21150"
"314","AT1G21210"
"315","AT1G21320"
"316","AT1G21326"
"317","AT1G21340"
"318","AT1G21460"
"319","AT1G21590"
"320","AT1G21695"
"321","AT1G21910"
"322","AT1G22030"
"323","AT1G22220"
"324","AT1G22275"
"325","AT1G22370"
"326","AT1G22460"
"327","AT1G22550"
"328","AT1G22830"
"329","AT1G22980"
"330","AT1G22985"
"331","AT1G23010"
"332","AT1G23201"
"333","AT1G23550"
"334","AT1G23790"
"335","AT1G23840"
"336","AT1G23970"
"337","AT1G24140"
"338","AT1G24150"
"339","AT1G24210"
"340","AT1G24430"
"341","AT1G24530"
"342","AT1G24575"
"343","AT1G24620"
"344","AT1G24735"
"345","AT1G24851"
"346","AT1G25180"
"347","AT1G25210"
"348","AT1G25360"
"349","AT1G25370"
"350","AT1G25400"
"351","AT1G26200"
"352","AT1G26210"
"353","AT1G26220"
"354","AT1G26290"
"355","AT1G26420"
"356","AT1G26970"
"357","AT1G27020"
"358","AT1G27060"
"359","AT1G27110"
"360","AT1G27120"
"361","AT1G27380"
"362","AT1G27640"
"363","AT1G27720"
"364","AT1G27880"
"365","AT1G27910"
"366","AT1G27950"
"367","AT1G28230"
"368","AT1G28360"
"369","AT1G28480"
"370","AT1G28530"
"371","AT1G28560"
"372","AT1G28600"
"373","AT1G28670"
"374","AT1G28710"
"375","AT1G28765"
"376","AT1G29071"
"377","AT1G29180"
"378","AT1G29200"
"379","AT1G29240"
"380","AT1G29270"
"381","AT1G29600"
"382","AT1G29770"
"383","AT1G29830"
"384","AT1G29860"
"385","AT1G29930"
"386","AT1G30010"
"387","AT1G30040"
"388","AT1G30220"
"389","AT1G30290"
"390","AT1G30370"
"391","AT1G30473"
"392","AT1G30500"
"393","AT1G30515"
"394","AT1G30520"
"395","AT1G31190"
"396","AT1G31240"
"397","AT1G31310"
"398","AT1G31350"
"399","AT1G31490"
"400","AT1G31670"
"401","AT1G31790"
"402","AT1G31800"
"403","AT1G31880"
"404","AT1G32270"
"405","AT1G32415"
"406","AT1G32520"
"407","AT1G32550"
"408","AT1G32740"
"409","AT1G33090"
"410","AT1G33280"
"411","AT1G33340"
"412","AT1G33440"
"413","AT1G33475"
"414","AT1G33500"
"415","AT1G34040"
"416","AT1G34160"
"417","AT1G34317"
"418","AT1G34340"
"419","AT1G34355"
"420","AT1G34380"
"421","AT1G34460"
"422","AT1G34844"
"423","AT1G35230"
"424","AT1G35250"
"425","AT1G35255"
"426","AT1G35330"
"427","AT1G35350"
"428","AT1G35560"
"429","AT1G35710"
"430","AT1G37150"
"431","AT1G38065"
"432","AT1G43980"
"433","AT1G44020"
"434","AT1G44030"
"435","AT1G44446"
"436","AT1G44830"
"437","AT1G45180"
"438","AT1G45201"
"439","AT1G45229"
"440","AT1G47271"
"441","AT1G47560"
"442","AT1G47578"
"443","AT1G47580"
"444","AT1G47620"
"445","AT1G47760"
"446","AT1G48000"
"447","AT1G48120"
"448","AT1G48325"
"449","AT1G48390"
"450","AT1G48580"
"451","AT1G48670"
"452","AT1G48698"
"453","AT1G48740"
"454","AT1G48780"
"455","AT1G49000"
"456","AT1G49005"
"457","AT1G49205"
"458","AT1G49210"
"459","AT1G49380"
"460","AT1G49430"
"461","AT1G49490"
"462","AT1G49520"
"463","AT1G49650"
"464","AT1G49960"
"465","AT1G50000"
"466","AT1G50040"
"467","AT1G50270"
"468","AT1G50590"
"469","AT1G50790"
"470","AT1G50930"
"471","AT1G50950"
"472","AT1G51100"
"473","AT1G51370"
"474","AT1G51402"
"475","AT1G51405"
"476","AT1G51520"
"477","AT1G51620"
"478","AT1G51700"
"479","AT1G52130"
"480","AT1G52240"
"481","AT1G52290"
"482","AT1G52315"
"483","AT1G52450"
"484","AT1G52530"
"485","AT1G52590"
"486","AT1G52620"
"487","AT1G52640"
"488","AT1G52650"
"489","AT1G52660"
"490","AT1G53060"
"491","AT1G53230"
"492","AT1G53233"
"493","AT1G53250"
"494","AT1G53330"
"495","AT1G53340"
"496","AT1G53542"
"497","AT1G53600"
"498","AT1G53625"
"499","AT1G53700"
"500","AT1G53708"
"501","AT1G53900"
"502","AT1G53940"
"503","AT1G53980"
"504","AT1G53990"
"505","AT1G54050"
"506","AT1G54160"
"507","AT1G54400"
"508","AT1G54530"
"509","AT1G54790"
"510","AT1G54970"
"511","AT1G55040"
"512","AT1G55050"
"513","AT1G55200"
"514","AT1G55240"
"515","AT1G55265"
"516","AT1G55380"
"517","AT1G55480"
"518","AT1G55580"
"519","AT1G55700"
"520","AT1G55910"
"521","AT1G55915"
"522","AT1G55940"
"523","AT1G55970"
"524","AT1G55980"
"525","AT1G56130"
"526","AT1G56500"
"527","AT1G56670"
"528","AT1G56690"
"529","AT1G58007"
"530","AT1G58037"
"531","AT1G58150"
"532","AT1G58160"
"533","AT1G58170"
"534","AT1G58223"
"535","AT1G58520"
"536","AT1G58590"
"537","AT1G58643"
"538","AT1G58684"
"539","AT1G59171"
"540","AT1G59312"
"541","AT1G59560"
"542","AT1G59720"
"543","AT1G59730"
"544","AT1G59840"
"545","AT1G60030"
"546","AT1G60060"
"547","AT1G60110"
"548","AT1G60130"
"549","AT1G60160"
"550","AT1G60460"
"551","AT1G60530"
"552","AT1G60690"
"553","AT1G60870"
"554","AT1G60930"
"555","AT1G61050"
"556","AT1G61190"
"557","AT1G61380"
"558","AT1G61390"
"559","AT1G61400"
"560","AT1G61415"
"561","AT1G61420"
"562","AT1G61440"
"563","AT1G61460"
"564","AT1G61490"
"565","AT1G61860"
"566","AT1G61970"
"567","AT1G62260"
"568","AT1G62350"
"569","AT1G62500"
"570","AT1G62620"
"571","AT1G62670"
"572","AT1G62780"
"573","AT1G62870"
"574","AT1G62910"
"575","AT1G62914"
"576","AT1G62930"
"577","AT1G62981"
"578","AT1G62990"
"579","AT1G63020"
"580","AT1G63080"
"581","AT1G63130"
"582","AT1G63230"
"583","AT1G63240"
"584","AT1G63380"
"585","AT1G63400"
"586","AT1G63450"
"587","AT1G63520"
"588","AT1G63650"
"589","AT1G63670"
"590","AT1G63730"
"591","AT1G63860"
"592","AT1G64170"
"593","AT1G64180"
"594","AT1G64355"
"595","AT1G64370"
"596","AT1G64430"
"597","AT1G64455"
"598","AT1G64563"
"599","AT1G64572"
"600","AT1G64583"
"601","AT1G64940"
"602","AT1G65120"
"603","AT1G65180"
"604","AT1G65190"
"605","AT1G65620"
"606","AT1G65710"
"607","AT1G65850"
"608","AT1G65910"
"609","AT1G66020"
"610","AT1G66230"
"611","AT1G66350"
"612","AT1G66400"
"613","AT1G66440"
"614","AT1G66450"
"615","AT1G66465"
"616","AT1G66480"
"617","AT1G66800"
"618","AT1G66810"
"619","AT1G66870"
"620","AT1G66930"
"621","AT1G67035"
"622","AT1G67040"
"623","AT1G67070"
"624","AT1G67110"
"625","AT1G67180"
"626","AT1G67440"
"627","AT1G67470"
"628","AT1G67710"
"629","AT1G67790"
"630","AT1G67910"
"631","AT1G67980"
"632","AT1G68030"
"633","AT1G68110"
"634","AT1G68240"
"635","AT1G68290"
"636","AT1G68340"
"637","AT1G68360"
"638","AT1G68590"
"639","AT1G68630"
