"","phyD_FLT_c1.which.mclass....8...1."
"1","AT1G01510"
"2","AT1G01730"
"3","AT1G01820"
"4","AT1G02100"
"5","AT1G02160"
"6","AT1G02305"
"7","AT1G02900"
"8","AT1G02920"
"9","AT1G03210"
"10","AT1G03330"
"11","AT1G03410"
"12","AT1G04080"
"13","AT1G04140"
"14","AT1G04170"
"15","AT1G04183"
"16","AT1G04250"
"17","AT1G04340"
"18","AT1G04430"
"19","AT1G04510"
"20","AT1G04630"
"21","AT1G04680"
"22","AT1G05205"
"23","AT1G05250"
"24","AT1G05570"
"25","AT1G05720"
"26","AT1G06110"
"27","AT1G06400"
"28","AT1G06570"
"29","AT1G06700"
"30","AT1G06890"
"31","AT1G07020"
"32","AT1G07030"
"33","AT1G07070"
"34","AT1G07080"
"35","AT1G07210"
"36","AT1G07310"
"37","AT1G07360"
"38","AT1G07670"
"39","AT1G07750"
"40","AT1G07960"
"41","AT1G08110"
"42","AT1G08580"
"43","AT1G08650"
"44","AT1G08803"
"45","AT1G08930"
"46","AT1G09270"
"47","AT1G09330"
"48","AT1G09430"
"49","AT1G09570"
"50","AT1G09620"
"51","AT1G09660"
"52","AT1G09760"
"53","AT1G09840"
"54","AT1G09932"
"55","AT1G09970"
"56","AT1G10070"
"57","AT1G10120"
"58","AT1G10200"
"59","AT1G10290"
"60","AT1G10470"
"61","AT1G10865"
"62","AT1G10990"
"63","AT1G11260"
"64","AT1G11310"
"65","AT1G11360"
"66","AT1G11400"
"67","AT1G11480"
"68","AT1G11530"
"69","AT1G11545"
"70","AT1G11670"
"71","AT1G11860"
"72","AT1G12010"
"73","AT1G12390"
"74","AT1G12440"
"75","AT1G13060"
"76","AT1G13260"
"77","AT1G13280"
"78","AT1G13360"
"79","AT1G13380"
"80","AT1G13930"
"81","AT1G13950"
"82","AT1G14010"
"83","AT1G14210"
"84","AT1G14610"
"85","AT1G14620"
"86","AT1G14830"
"87","AT1G14860"
"88","AT1G14900"
"89","AT1G15200"
"90","AT1G15210"
"91","AT1G15250"
"92","AT1G15340"
"93","AT1G15420"
"94","AT1G15625"
"95","AT1G15670"
"96","AT1G15750"
"97","AT1G15880"
"98","AT1G16000"
"99","AT1G16170"
"100","AT1G16350"
"101","AT1G16470"
"102","AT1G16560"
"103","AT1G16740"
"104","AT1G16880"
"105","AT1G17180"
"106","AT1G17190"
"107","AT1G17285"
"108","AT1G17290"
"109","AT1G17370"
"110","AT1G17470"
"111","AT1G17530"
"112","AT1G17890"
"113","AT1G18070"
"114","AT1G18450"
"115","AT1G18640"
"116","AT1G18720"
"117","AT1G18800"
"118","AT1G18880"
"119","AT1G19120"
"120","AT1G19130"
"121","AT1G19350"
"122","AT1G19360"
"123","AT1G19400"
"124","AT1G19600"
"125","AT1G19850"
"126","AT1G19870"
"127","AT1G20200"
"128","AT1G20220"
"129","AT1G20225"
"130","AT1G20430"
"131","AT1G20450"
"132","AT1G20620"
"133","AT1G20840"
"134","AT1G20850"
"135","AT1G20960"
"136","AT1G21000"
"137","AT1G21090"
"138","AT1G21190"
"139","AT1G21630"
"140","AT1G21680"
"141","AT1G21900"
"142","AT1G22190"
"143","AT1G22360"
"144","AT1G22410"
"145","AT1G22440"
"146","AT1G22500"
"147","AT1G22520"
"148","AT1G22530"
"149","AT1G23020"
"150","AT1G23080"
"151","AT1G23190"
"152","AT1G23280"
"153","AT1G23860"
"154","AT1G23870"
"155","AT1G24881"
"156","AT1G25490"
"157","AT1G25550"
"158","AT1G26270"
"159","AT1G26665"
"160","AT1G26750"
"161","AT1G26945"
"162","AT1G27000"
"163","AT1G27090"
"164","AT1G27130"
"165","AT1G27290"
"166","AT1G27300"
"167","AT1G28110"
"168","AT1G28250"
"169","AT1G28580"
"170","AT1G29310"
"171","AT1G29370"
"172","AT1G29418"
"173","AT1G29900"
"174","AT1G29950"
"175","AT1G29970"
"176","AT1G29990"
"177","AT1G30110"
"178","AT1G30120"
"179","AT1G30270"
"180","AT1G30360"
"181","AT1G30400"
"182","AT1G30510"
"183","AT1G30750"
"184","AT1G30970"
"185","AT1G31130"
"186","AT1G31850"
"187","AT1G31860"
"188","AT1G31950"
"189","AT1G32170"
"190","AT1G32190"
"191","AT1G32400"
"192","AT1G32580"
"193","AT1G32920"
"194","AT1G33055"
"195","AT1G33110"
"196","AT1G33240"
"197","AT1G33680"
"198","AT1G33800"
"199","AT1G34110"
"200","AT1G34370"
"201","AT1G35516"
"202","AT1G35720"
"203","AT1G36050"
"204","AT1G36060"
"205","AT1G37130"
"206","AT1G41830"
"207","AT1G43130"
"208","AT1G43190"
"209","AT1G43670"
"210","AT1G43790"
"211","AT1G43890"
"212","AT1G44180"
"213","AT1G44770"
"214","AT1G44800"
"215","AT1G46264"
"216","AT1G47128"
"217","AT1G47278"
"218","AT1G47395"
"219","AT1G47400"
"220","AT1G47490"
"221","AT1G47570"
"222","AT1G47670"
"223","AT1G47740"
"224","AT1G47830"
"225","AT1G48030"
"226","AT1G48160"
"227","AT1G48200"
"228","AT1G48410"
"229","AT1G48750"
"230","AT1G49030"
"231","AT1G49300"
"232","AT1G49500"
"233","AT1G49860"
"234","AT1G50060"
"235","AT1G50480"
"236","AT1G50640"
"237","AT1G50740"
"238","AT1G51070"
"239","AT1G51160"
"240","AT1G51420"
"241","AT1G51680"
"242","AT1G51690"
"243","AT1G51730"
"244","AT1G51850"
"245","AT1G52050"
"246","AT1G52060"
"247","AT1G52342"
"248","AT1G52380"
"249","AT1G52670"
"250","AT1G52710"
"251","AT1G52910"
"252","AT1G52930"
"253","AT1G52980"
"254","AT1G53210"
"255","AT1G53310"
"256","AT1G53560"
"257","AT1G53580"
"258","AT1G53760"
"259","AT1G53850"
"260","AT1G54030"
"261","AT1G54890"
"262","AT1G55160"
"263","AT1G55310"
"264","AT1G55840"
"265","AT1G56010"
"266","AT1G56200"
"267","AT1G56680"
"268","AT1G57620"
"269","AT1G59580"
"270","AT1G59610"
"271","AT1G59870"
"272","AT1G59960"
"273","AT1G60010"
"274","AT1G60710"
"275","AT1G60730"
"276","AT1G60780"
"277","AT1G60940"
"278","AT1G61890"
"279","AT1G62180"
"280","AT1G63000"
"281","AT1G63180"
"282","AT1G63220"
"283","AT1G63770"
"284","AT1G63830"
"285","AT1G63940"
"286","AT1G64040"
"287","AT1G64190"
"288","AT1G64490"
"289","AT1G64550"
"290","AT1G64640"
"291","AT1G64650"
"292","AT1G65010"
"293","AT1G65220"
"294","AT1G65370"
"295","AT1G65510"
"296","AT1G66140"
"297","AT1G66680"
"298","AT1G67148"
"299","AT1G67328"
"300","AT1G67330"
"301","AT1G67480"
"302","AT1G67730"
"303","AT1G68000"
"304","AT1G68130"
"305","AT1G68150"
"306","AT1G68300"
"307","AT1G68490"
"308","AT1G68560"
"309","AT1G68680"
"310","AT1G68790"
"311","AT1G68825"
"312","AT1G68945"
"313","AT1G69040"
"314","AT1G69295"
"315","AT1G69750"
"316","AT1G69850"
"317","AT1G70160"
"318","AT1G70290"
"319","AT1G70350"
"320","AT1G70660"
"321","AT1G70710"
"322","AT1G70940"
"323","AT1G71010"
"324","AT1G71260"
"325","AT1G71340"
"326","AT1G71780"
"327","AT1G71860"
"328","AT1G71950"
"329","AT1G72060"
"330","AT1G72070"
"331","AT1G72170"
"332","AT1G72490"
"333","AT1G72510"
"334","AT1G72710"
"335","AT1G72850"
"336","AT1G73030"
"337","AT1G74030"
"338","AT1G74100"
"339","AT1G74230"
"340","AT1G74250"
"341","AT1G74340"
"342","AT1G74660"
"343","AT1G74690"
"344","AT1G75330"
"345","AT1G75380"
"346","AT1G75660"
"347","AT1G75840"
"348","AT1G76030"
"349","AT1G76300"
"350","AT1G76400"
"351","AT1G76600"
"352","AT1G76690"
"353","AT1G76790"
"354","AT1G76930"
"355","AT1G77370"
"356","AT1G77450"
"357","AT1G78290"
"358","AT1G78670"
"359","AT1G78860"
"360","AT1G78890"
"361","AT1G79210"
"362","AT1G79230"
"363","AT1G79340"
"364","AT1G79390"
"365","AT1G79830"
"366","AT1G79930"
"367","AT1G80040"
"368","AT1G80240"
"369","AT1G80360"
"370","AT1G80410"
"371","AT1G80460"
"372","AT1G80860"
"373","AT1G80930"
"374","AT2G01420"
"375","AT2G01470"
"376","AT2G01970"
"377","AT2G02870"
"378","AT2G02960"
"379","AT2G03240"
"380","AT2G03890"
"381","AT2G04378"
"382","AT2G04410"
"383","AT2G04630"
"384","AT2G04690"
"385","AT2G04700"
"386","AT2G05440"
"387","AT2G05710"
"388","AT2G05840"
"389","AT2G06850"
"390","AT2G07340"
"391","AT2G07671"
"392","AT2G07696"
"393","AT2G07698"
"394","AT2G07708"
"395","AT2G07718"
"396","AT2G11890"
"397","AT2G13360"
"398","AT2G13560"
"399","AT2G14170"
"400","AT2G14247"
"401","AT2G14835"
"402","AT2G14900"
"403","AT2G15240"
"404","AT2G15570"
"405","AT2G15620"
"406","AT2G16060"
"407","AT2G16720"
"408","AT2G16850"
"409","AT2G16930"
"410","AT2G16940"
"411","AT2G17380"
"412","AT2G17720"
"413","AT2G17800"
"414","AT2G18030"
"415","AT2G18160"
"416","AT2G18370"
"417","AT2G18390"
"418","AT2G18400"
"419","AT2G18980"
"420","AT2G19110"
"421","AT2G19520"
"422","AT2G19540"
"423","AT2G19810"
"424","AT2G19830"
"425","AT2G20060"
"426","AT2G20120"
"427","AT2G20230"
"428","AT2G20530"
"429","AT2G20585"
"430","AT2G20630"
"431","AT2G20930"
"432","AT2G20990"
"433","AT2G21190"
"434","AT2G21250"
"435","AT2G21390"
"436","AT2G22780"
"437","AT2G23030"
"438","AT2G23050"
"439","AT2G23320"
"440","AT2G23780"
"441","AT2G24150"
"442","AT2G24360"
"443","AT2G24570"
"444","AT2G25060"
"445","AT2G25070"
"446","AT2G25080"
"447","AT2G25110"
"448","AT2G25250"
"449","AT2G25260"
"450","AT2G25430"
"451","AT2G25610"
"452","AT2G25810"
"453","AT2G25970"
"454","AT2G25980"
"455","AT2G26080"
"456","AT2G26280"
"457","AT2G26670"
"458","AT2G27230"
"459","AT2G27330"
"460","AT2G27370"
"461","AT2G27840"
"462","AT2G28000"
"463","AT2G28110"
"464","AT2G28160"
"465","AT2G28290"
"466","AT2G28370"
"467","AT2G28450"
"468","AT2G28570"
"469","AT2G28670"
"470","AT2G28671"
"471","AT2G28760"
"472","AT2G29390"
"473","AT2G29540"
"474","AT2G29700"
"475","AT2G30200"
"476","AT2G30260"
"477","AT2G30440"
"478","AT2G30500"
"479","AT2G30520"
"480","AT2G30970"
"481","AT2G31090"
"482","AT2G31350"
"483","AT2G31410"
"484","AT2G31585"
"485","AT2G31670"
"486","AT2G32070"
"487","AT2G32300"
"488","AT2G32380"
"489","AT2G32700"
"490","AT2G32720"
"491","AT2G32730"
"492","AT2G33410"
"493","AT2G33590"
"494","AT2G33730"
"495","AT2G33740"
"496","AT2G33770"
"497","AT2G34160"
"498","AT2G34300"
"499","AT2G34317"
"500","AT2G34520"
"501","AT2G34585"
"502","AT2G34590"
"503","AT2G34750"
"504","AT2G35050"
"505","AT2G35240"
"506","AT2G35610"
"507","AT2G35630"
"508","AT2G35680"
"509","AT2G35790"
"510","AT2G35810"
"511","AT2G36310"
"512","AT2G36580"
"513","AT2G36910"
"514","AT2G37050"
"515","AT2G37180"
"516","AT2G37470"
"517","AT2G37870"
"518","AT2G37990"
"519","AT2G38120"
"520","AT2G38130"
"521","AT2G38230"
"522","AT2G38290"
"523","AT2G38470"
"524","AT2G38670"
"525","AT2G38700"
"526","AT2G38710"
"527","AT2G39210"
"528","AT2G39430"
"529","AT2G39681"
"530","AT2G39870"
"531","AT2G39900"
"532","AT2G40113"
"533","AT2G40430"
"534","AT2G40890"
"535","AT2G40970"
"536","AT2G41160"
"537","AT2G41475"
"538","AT2G41780"
"539","AT2G41800"
"540","AT2G41900"
"541","AT2G42060"
"542","AT2G42780"
"543","AT2G42810"
"544","AT2G42910"
"545","AT2G43160"
"546","AT2G43350"
"547","AT2G43590"
"548","AT2G43640"
"549","AT2G43710"
"550","AT2G43750"
"551","AT2G43760"
"552","AT2G43780"
"553","AT2G43790"
"554","AT2G43910"
"555","AT2G43920"
"556","AT2G43940"
"557","AT2G44010"
"558","AT2G44050"
"559","AT2G44065"
"560","AT2G44300"
"561","AT2G44370"
"562","AT2G44380"
"563","AT2G44490"
"564","AT2G44500"
"565","AT2G45050"
"566","AT2G45140"
"567","AT2G45200"
"568","AT2G45380"
"569","AT2G45470"
"570","AT2G45520"
"571","AT2G45710"
"572","AT2G45860"
"573","AT2G45920"
"574","AT2G45980"
"575","AT2G46020"
"576","AT2G46140"
"577","AT2G46220"
"578","AT2G46370"
"579","AT2G46470"
"580","AT2G46540"
"581","AT2G46600"
"582","AT2G46890"
"583","AT2G46900"
"584","AT2G47000"
"585","AT2G47130"
"586","AT2G47160"
"587","AT2G47270"
"588","AT2G47320"
"589","AT2G47400"
"590","AT2G47420"
"591","AT2G47485"
"592","AT2G47540"
"593","AT2G47640"
"594","AT2G47650"
"595","AT2G47710"
"596","AT2G47930"
"597","AT2G47960"
"598","AT2G48020"
"599","AT3G01340"
"600","AT3G01420"
"601","AT3G01520"
"602","AT3G01690"
"603","AT3G01770"
"604","AT3G01910"
"605","AT3G02240"
"606","AT3G02260"
"607","AT3G02360"
"608","AT3G02520"
"609","AT3G02530"
"610","AT3G02700"
"611","AT3G03150"
"612","AT3G03170"
"613","AT3G03250"
"614","AT3G03270"
"615","AT3G03475"
"616","AT3G04090"
"617","AT3G04320"
"618","AT3G04570"
"619","AT3G04720"
"620","AT3G04780"
"621","AT3G04880"
"622","AT3G05000"
"623","AT3G05280"
"624","AT3G05760"
"625","AT3G05810"
"626","AT3G05840"
"627","AT3G05900"
"628","AT3G05905"
"629","AT3G05920"
"630","AT3G06050"
"631","AT3G06300"
"632","AT3G06320"
"633","AT3G06350"
"634","AT3G06390"
"635","AT3G06420"
"636","AT3G06610"
"637","AT3G06650"
"638","AT3G06850"
"639","AT3G07100"
"640","AT3G07270"
"641","AT3G07350"
"642","AT3G07555"
"643","AT3G07568"
"644","AT3G07720"
"645","AT3G07760"
"646","AT3G07810"
"647","AT3G07990"
"648","AT3G08690"
"649","AT3G08930"
"650","AT3G09300"
"651","AT3G09900"
"652","AT3G09925"
"653","AT3G10410"
"654","AT3G10740"
"655","AT3G11200"
"656","AT3G11250"
"657","AT3G11320"
"658","AT3G11550"
"659","AT3G11710"
"660","AT3G11730"
"661","AT3G11780"
"662","AT3G11830"
"663","AT3G12220"
"664","AT3G12500"
"665","AT3G12760"
"666","AT3G13080"
"667","AT3G13110"
"668","AT3G13300"
"669","AT3G13340"
"670","AT3G13440"
"671","AT3G13570"
"672","AT3G13610"
"673","AT3G13772"
"674","AT3G13790"
"675","AT3G13845"
"676","AT3G13870"
"677","AT3G13930"
"678","AT3G14010"
"679","AT3G14260"
"680","AT3G14280"
"681","AT3G14310"
"682","AT3G14430"
"683","AT3G14680"
"684","AT3G14940"
"685","AT3G15000"
"686","AT3G15480"
"687","AT3G15680"
"688","AT3G15810"
"689","AT3G15950"
"690","AT3G16310"
"691","AT3G16770"
"692","AT3G16857"
