"","X","phyD_FLT_c1.which.mclass....6...1."
"2914",2914,"AT4G11330"
"4030",4030,"AT5G40710"
"2264",2264,"AT3G20720"
"4447",4447,"AT5G64040"
"508",508,"AT1G27620"
"1715",1715,"AT2G38480"
"3012",3012,"AT4G15960"
"4409",4409,"AT5G61660"
"2542",2542,"AT3G51325"
"3191",3191,"AT4G25770"
"797",797,"AT1G55610"
"1321",1321,"AT2G14115"
"2915",2915,"AT4G11350"
"2077",2077,"AT3G10730"
"3137",3137,"AT4G22920"
"2050",2050,"AT3G09230"
"3313",3313,"AT4G32208"
"2905",2905,"AT4G10620"
"4317",4317,"AT5G56380"
"282",282,"AT1G14480"
"4379",4379,"AT5G59732"
"2534",2534,"AT3G50770"
"2991",2991,"AT4G14840"
"1458",1458,"AT2G23690"
"960",960,"AT1G67050"
"1968",1968,"AT3G04380"
"3465",3465,"AT4G39940"
"3898",3898,"AT5G24380"
"3329",3329,"AT4G32920"
"581",581,"AT1G32220"
"15",15,"AT1G01760"
"431",431,"AT1G21790"
"3182",3182,"AT4G25515"
"4225",4225,"AT5G51170"
"2416",2416,"AT3G44400"
"2150",2150,"AT3G14920"
"3767",3767,"AT5G17240"
"2627",2627,"AT3G55760"
"1558",1558,"AT2G30390"
"3485",3485,"AT5G01630"
"3387",3387,"AT4G36190"
"3298",3298,"AT4G31250"
"1156",1156,"AT1G77310"
"295",295,"AT1G15080"
"3394",3394,"AT4G36830"
"386",386,"AT1G19397"
"1744",1744,"AT2G40400"
"3652",3652,"AT5G09230"
"3819",3819,"AT5G19670"
"453",453,"AT1G23530"
"3984",3984,"AT5G38005"
"2971",2971,"AT4G14310"
"1818",1818,"AT2G43500"
"2762",2762,"AT4G00070"
"2399",2399,"AT3G42180"
"3573",3573,"AT5G05560"
"775",775,"AT1G54570"
"1515",1515,"AT2G27490"
"2710",2710,"AT3G60620"
"2696",2696,"AT3G59850"
"498",498,"AT1G27180"
"3795",3795,"AT5G18460"
"2296",2296,"AT3G23200"
"619",619,"AT1G35910"
"479",479,"AT1G25540"
"3543",3543,"AT5G04070"
"157",157,"AT1G08400"
"2210",2210,"AT3G18110"
"3306",3306,"AT4G31730"
"4015",4015,"AT5G40140"
"3229",3229,"AT4G27730"
"562",562,"AT1G31280"
"200",200,"AT1G10400"
"3771",3771,"AT5G17310"
"4122",4122,"AT5G45250"
"1599",1599,"AT2G32210"
"979",979,"AT1G67780"
"3409",3409,"AT4G37390"
"2870",2870,"AT4G07455"
"800",800,"AT1G55760"
"4246",4246,"AT5G52230"
"2964",2964,"AT4G14180"
"1358",1358,"AT2G17970"
"529",529,"AT1G29410"
"1831",1831,"AT2G44190"
"3384",3384,"AT4G36090"
"3784",3784,"AT5G17880"
"1550",1550,"AT2G30070"
"2516",2516,"AT3G49890"
"168",168,"AT1G08960"
"454",454,"AT1G23560"
"2583",2583,"AT3G53590"
"4475",4475,"AT5G65450"
"666",666,"AT1G48520"
"26",26,"AT1G02230"
"3026",3026,"AT4G16610"
"3955",3955,"AT5G28650"
"225",225,"AT1G11420"
"1799",1799,"AT2G42730"
"3080",3080,"AT4G19980"
"739",739,"AT1G53025"
"4055",4055,"AT5G41980"
"3449",3449,"AT4G39235"
"2642",2642,"AT3G56408"
"2094",2094,"AT3G11840"
"451",451,"AT1G23360"
"885",885,"AT1G62250"
"630",630,"AT1G43650"
"201",201,"AT1G10450"
"2820",2820,"AT4G02710"
"711",711,"AT1G51270"
"1966",1966,"AT3G04310"
"578",578,"AT1G32150"
"1664",1664,"AT2G35658"
"2206",2206,"AT3G17950"
"2097",2097,"AT3G12070"
"1825",1825,"AT2G43900"
"18",18,"AT1G01860"
"644",644,"AT1G45165"
"1258",1258,"AT2G03060"
"1342",1342,"AT2G16990"
"1028",1028,"AT1G70000"
"2738",2738,"AT3G62090"
"3820",3820,"AT5G19730"
"4233",4233,"AT5G51500"
"176",176,"AT1G09247"
"1710",1710,"AT2G38160"
"1202",1202,"AT1G79490"
"2456",2456,"AT3G46980"
"3918",3918,"AT5G25340"
"1138",1138,"AT1G76070"
"2909",2909,"AT4G11090"
"1509",1509,"AT2G27200"
"1666",1666,"AT2G35720"
"3280",3280,"AT4G30340"
"2093",2093,"AT3G11745"
"2044",2044,"AT3G09010"
"2824",2824,"AT4G02900"
"2694",2694,"AT3G59630"
"1377",1377,"AT2G19310"
"277",277,"AT1G14180"
"3406",3406,"AT4G37320"
"198",198,"AT1G10320"
"1747",1747,"AT2G40520"
"3263",3263,"AT4G29540"
"3824",3824,"AT5G19855"
"3604",3604,"AT5G06720"
"1699",1699,"AT2G37530"
"2783",2783,"AT4G01090"
"2777",2777,"AT4G00880"
"3350",3350,"AT4G34410"
"1570",1570,"AT2G30960"
"3853",3853,"AT5G21970"
"4056",4056,"AT5G42010"
"3325",3325,"AT4G32750"
"2842",2842,"AT4G04180"
"2026",2026,"AT3G07870"
"896",896,"AT1G62760"
"2955",2955,"AT4G13830"
"2631",2631,"AT3G56000"
"4380",4380,"AT5G59800"
"2222",2222,"AT3G18630"
"2179",2179,"AT3G16220"
"2857",2857,"AT4G05040"
"1580",1580,"AT2G31260"
"3796",3796,"AT5G18550"
"54",54,"AT1G03650"
"1113",1113,"AT1G74300"
"3333",3333,"AT4G33467"
"2191",2191,"AT3G17250"
"1740",1740,"AT2G40230"
"4239",4239,"AT5G51730"
"2817",2817,"AT4G02460"
"4453",4453,"AT5G64410"
"2510",2510,"AT3G49570"
"3371",3371,"AT4G35560"
"184",184,"AT1G09794"
"3528",3528,"AT5G03450"
"4539",4539,"ATMG01120"
"244",244,"AT1G12710"
"2745",2745,"AT3G62470"
"4283",4283,"AT5G54520"
"3931",3931,"AT5G26749"
"2266",2266,"AT3G20890"
"232",232,"AT1G11880"
"118",118,"AT1G06420"
"3265",3265,"AT4G29590"
"212",212,"AT1G10930"
"1475",1475,"AT2G24630"
"609",609,"AT1G34260"
"2755",2755,"AT3G63340"
"2545",2545,"AT3G51470"
"2788",2788,"AT4G01440"
"697",697,"AT1G50360"
"3991",3991,"AT5G38340"
"1018",1018,"AT1G69572"
"913",913,"AT1G64105"
"3948",3948,"AT5G27620"
"4496",4496,"AT5G66810"
"3674",3674,"AT5G10470"
"4392",4392,"AT5G60720"
"2787",2787,"AT4G01240"
"3116",3116,"AT4G21705"
"3977",3977,"AT5G37340"
"3871",3871,"AT5G22870"
"907",907,"AT1G63680"
"2520",2520,"AT3G50080"
"1997",1997,"AT3G06210"
"4181",4181,"AT5G48880"
"452",452,"AT1G23460"
"2549",2549,"AT3G51640"
"1276",1276,"AT2G04660"
"2312",2312,"AT3G24090"
"3875",3875,"AT5G23170"
"2122",2122,"AT3G13600"
"3814",3814,"AT5G19310"
"574",574,"AT1G31720"
"1060",1060,"AT1G71970"
"1829",1829,"AT2G44020"
"2543",2543,"AT3G51340"
"594",594,"AT1G33080"
"2672",2672,"AT3G58630"
"484",484,"AT1G26190"
"2409",2409,"AT3G43720"
"3213",3213,"AT4G26960"
"2756",2756,"AT3G63380"
"3525",3525,"AT5G03310"
"3929",3929,"AT5G26670"
"4513",4513,"ATCG00280"
"131",131,"AT1G07090"
"3578",3578,"AT5G05760"
"3698",3698,"AT5G12010"
"3422",3422,"AT4G37920"
"1951",1951,"AT3G03630"
"3821",3821,"AT5G19790"
"2972",2972,"AT4G14330"
"47",47,"AT1G03270"
"2703",2703,"AT3G60350"
"1620",1620,"AT2G33540"
"3975",3975,"AT5G37190"
"3479",3479,"AT5G01310"
"1489",1489,"AT2G25460"
"2067",2067,"AT3G10360"
"3607",3607,"AT5G06770"
"1033",1033,"AT1G70460"
"4144",4144,"AT5G46590"
"99",99,"AT1G05523"
"567",567,"AT1G31410"
"3597",3597,"AT5G06580"
"1438",1438,"AT2G22690"
"920",920,"AT1G64610"
"707",707,"AT1G50910"
"3583",3583,"AT5G05965"
"1163",1163,"AT1G77530"
"428",428,"AT1G21650"
"1555",1555,"AT2G30350"
"2845",2845,"AT4G04220"
"2511",2511,"AT3G49600"
"4103",4103,"AT5G44260"
"807",807,"AT1G56260"
"1521",1521,"AT2G28100"
"3680",3680,"AT5G10910"
"3731",3731,"AT5G14940"
"700",700,"AT1G50580"
"2621",2621,"AT3G55640"
"510",510,"AT1G27690"
"4044",4044,"AT5G41360"
"2141",2141,"AT3G14530"
"142",142,"AT1G07730"
"2289",2289,"AT3G22670"
"1913",1913,"AT3G01750"
"4083",4083,"AT5G43380"
"230",230,"AT1G11800"
"4040",4040,"AT5G41160"
"2367",2367,"AT3G27475"
"2907",2907,"AT4G10800"
"245",245,"AT1G12730"
"2162",2162,"AT3G15420"
"1867",1867,"AT2G46192"
"764",764,"AT1G54010"
"3351",3351,"AT4G34480"
"1771",1771,"AT2G41640"
"1677",1677,"AT2G36570"
"3653",3653,"AT5G09240"
"1253",1253,"AT2G02635"
"160",160,"AT1G08540"
"3251",3251,"AT4G28790"
"1483",1483,"AT2G25050"
"1959",1959,"AT3G04020"
"2188",2188,"AT3G16750"
"199",199,"AT1G10350"
"651",651,"AT1G47330"
"2070",2070,"AT3G10400"
"1824",1824,"AT2G43880"
"2495",2495,"AT3G48810"
"1499",1499,"AT2G26100"
"2825",2825,"AT4G03080"
"4311",4311,"AT5G55900"
"379",379,"AT1G19010"
"3236",3236,"AT4G28020"
"553",553,"AT1G30640"
"4432",4432,"AT5G63130"
"3081",3081,"AT4G19985"
"2197",2197,"AT3G17670"
"2828",2828,"AT4G03115"
"2378",2378,"AT3G28130"
"3417",3417,"AT4G37670"
"3244",3244,"AT4G28330"
"462",462,"AT1G24130"
"2381",2381,"AT3G28430"
"4284",4284,"AT5G54530"
"1505",1505,"AT2G26930"
"3665",3665,"AT5G09800"
"478",478,"AT1G25480"
"3392",3392,"AT4G36580"
"1965",1965,"AT3G04300"
"1333",1333,"AT2G16230"
"1397",1397,"AT2G20240"
"2039",2039,"AT3G08840"
"1502",1502,"AT2G26310"
"1026",1026,"AT1G69930"
"1798",1798,"AT2G42700"
"2172",2172,"AT3G15850"
"853",853,"AT1G60990"
"2911",2911,"AT4G11175"
"3361",3361,"AT4G35030"
"2279",2279,"AT3G21360"
"1277",1277,"AT2G04795"
"3226",3226,"AT4G27620"
"593",593,"AT1G33030"
"4478",4478,"AT5G65580"
"2334",2334,"AT3G25410"
"3780",3780,"AT5G17800"
"2588",2588,"AT3G53930"
"2616",2616,"AT3G55330"
"805",805,"AT1G56090"
"2943",2943,"AT4G13070"
"412",412,"AT1G20830"
"3299",3299,"AT4G31270"
"3679",3679,"AT5G10900"
"2390",2390,"AT3G29185"
"359",359,"AT1G18090"
"62",62,"AT1G03950"
"3622",3622,"AT5G07580"
"521",521,"AT1G28760"
"1099",1099,"AT1G73730"
"850",850,"AT1G60787"
"2660",2660,"AT3G57630"
"3798",3798,"AT5G18610"
"1571",1571,"AT2G31010"
"1129",1129,"AT1G75060"
"2023",2023,"AT3G07615"
"1975",1975,"AT3G04980"
"78",78,"AT1G04640"
"1367",1367,"AT2G18760"
"390",390,"AT1G19700"
"1131",1131,"AT1G75110"
"4167",4167,"AT5G48330"
"3277",3277,"AT4G30110"
"2546",2546,"AT3G51480"
"3311",3311,"AT4G32050"
"1569",1569,"AT2G30950"
"2116",2116,"AT3G13225"
"3590",3590,"AT5G06310"
"2364",2364,"AT3G27355"
"4196",4196,"AT5G49660"
"2146",2146,"AT3G14620"
"1939",1939,"AT3G02930"
"838",838,"AT1G60000"
"2804",2804,"AT4G01935"
"1112",1112,"AT1G74240"
"3312",3312,"AT4G32200"
"2791",2791,"AT4G01533"
"1976",1976,"AT3G05015"
"1109",1109,"AT1G74055"
"1003",1003,"AT1G68880"
"3690",3690,"AT5G11460"
"2814",2814,"AT4G02360"
"1313",1313,"AT2G12462"
"2455",2455,"AT3G46970"
"3752",3752,"AT5G16320"
"2963",2963,"AT4G14150"
"3424",3424,"AT4G38020"
"4489",4489,"AT5G66360"
"3805",3805,"AT5G18930"
"1518",1518,"AT2G27800"
"2813",2813,"AT4G02260"
"4354",4354,"AT5G58190"
"106",106,"AT1G05760"
"1073",1073,"AT1G72670"
"1627",1627,"AT2G33820"
"2135",2135,"AT3G14220"
"2389",2389,"AT3G29100"
"2120",2120,"AT3G13480"
"94",94,"AT1G05280"
"3104",3104,"AT4G21230"
"464",464,"AT1G24280"
"2807",2807,"AT4G02040"
"3851",3851,"AT5G21920"
"2007",2007,"AT3G06690"
"3512",3512,"AT5G02620"
"3708",3708,"AT5G12970"
"130",130,"AT1G06990"
"2987",2987,"AT4G14695"
"1898",1898,"AT3G01070"
"1777",1777,"AT2G41880"
"2494",2494,"AT3G48800"
"1383",1383,"AT2G19620"
"4527",4527,"ATMG00285"
"2608",2608,"AT3G54950"
"3896",3896,"AT5G24340"
"1472",1472,"AT2G24540"
"4069",4069,"AT5G42670"
"2718",2718,"AT3G60900"
"4449",4449,"AT5G64150"
"3397",3397,"AT4G36945"
"2590",2590,"AT3G53950"
"535",535,"AT1G29710"
"3544",3544,"AT5G04110"
"409",409,"AT1G20810"
"345",345,"AT1G17360"
"3554",3554,"AT5G04820"
"2665",2665,"AT3G57940"
"334",334,"AT1G17040"
"2022",2022,"AT3G07550"
"1512",1512,"AT2G27389"
"1861",1861,"AT2G45880"
"3410",3410,"AT4G37430"
"2742",2742,"AT3G62210"
"3537",3537,"AT5G03770"
"3603",3603,"AT5G06710"
"4507",4507,"AT5G67520"
"2513",2513,"AT3G49660"
"2408",2408,"AT3G43670"
"2476",2476,"AT3G47960"
"2618",2618,"AT3G55480"
"3198",3198,"AT4G26180"
"719",719,"AT1G51470"
"4110",4110,"AT5G44650"
"3440",3440,"AT4G38940"
"2424",2424,"AT3G44940"
"125",125,"AT1G06730"
"919",919,"AT1G64580"
"1462",1462,"AT2G23770"
"3506",3506,"AT5G02400"
"1838",1838,"AT2G44510"
"263",263,"AT1G13670"
"981",981,"AT1G67820"
"3694",3694,"AT5G11780"
"349",349,"AT1G17640"
"3907",3907,"AT5G24870"
"3741",3741,"AT5G15760"
"3671",3671,"AT5G10260"
"1551",1551,"AT2G30080"
"801",801,"AT1G55870"
"297",297,"AT1G15290"
"1102",1102,"AT1G73770"
"259",259,"AT1G13540"
"4162",4162,"AT5G48040"
"187",187,"AT1G09820"
"3052",3052,"AT4G18197"
"3200",3200,"AT4G26288"
"4202",4202,"AT5G50110"
"2959",2959,"AT4G13970"
"1643",1643,"AT2G34860"
"3802",3802,"AT5G18760"
"3123",3123,"AT4G22270"
"3122",3122,"AT4G22230"
"2872",2872,"AT4G08160"
"3159",3159,"AT4G24030"
"929",929,"AT1G64860"
"3968",3968,"AT5G35840"
"1892",1892,"AT2G47830"
"3492",3492,"AT5G01881"
"2005",2005,"AT3G06600"
"4250",4250,"AT5G52545"
"512",512,"AT1G27752"
"1094",1094,"AT1G73530"
"2037",2037,"AT3G08665"
"2208",2208,"AT3G18080"
"933",933,"AT1G65070"
"2487",2487,"AT3G48500"
"2784",2784,"AT4G01110"
"604",604,"AT1G33770"
"4220",4220,"AT5G51010"
"3386",3386,"AT4G36160"
"2202",2202,"AT3G17750"
"1214",1214,"AT1G79840"
"722",722,"AT1G51610"
"2775",2775,"AT4G00750"
"4244",4244,"AT5G52010"
"3667",3667,"AT5G09840"
"3167",3167,"AT4G24610"
"1773",1773,"AT2G41770"
"3532",3532,"AT5G03555"
"3109",3109,"AT4G21400"
"1468",1468,"AT2G24395"
"656",656,"AT1G48040"
"1209",1209,"AT1G79630"
"3659",3659,"AT5G09565"
"3817",3817,"AT5G19620"
"1173",1173,"AT1G77890"
"3450",3450,"AT4G39380"
"4538",4538,"ATMG01000"
"3073",3073,"AT4G19520"
"280",280,"AT1G14390"
"1089",1089,"AT1G73320"
"2065",2065,"AT3G10310"
"2953",2953,"AT4G13690"
"1575",1575,"AT2G31130"
"1294",1294,"AT2G06040"
"2706",2706,"AT3G60470"
"4020",4020,"AT5G40330"
"1494",1494,"AT2G25690"
"1145",1145,"AT1G76450"
"1721",1721,"AT2G38823"
"866",866,"AT1G61360"
"3785",3785,"AT5G17980"
"396",396,"AT1G20070"
"4460",4460,"AT5G64580"
"358",358,"AT1G18030"
"684",684,"AT1G49630"
"3211",3211,"AT4G26860"
"1868",1868,"AT2G46210"
"2720",2720,"AT3G61210"
"3768",3768,"AT5G17250"
"253",253,"AT1G13100"
"418",418,"AT1G21140"
"1816",1816,"AT2G43470"
"2908",2908,"AT4G10960"
"1834",1834,"AT2G44280"
"3725",3725,"AT5G14340"
"780",780,"AT1G54850"
"756",756,"AT1G53670"
"4372",4372,"AT5G59400"
"2937",2937,"AT4G12620"
"2040",2040,"AT3G08940"
"2782",2782,"AT4G01037"
"2035",2035,"AT3G08590"
"793",793,"AT1G55420"
"1355",1355,"AT2G17830"
"3196",3196,"AT4G26095"
"3826",3826,"AT5G19920"
"1531",1531,"AT2G28950"
"3378",3378,"AT4G35900"
"2092",2092,"AT3G11670"
"2655",2655,"AT3G57360"
"3415",3415,"AT4G37510"
"406",406,"AT1G20691"
"3718",3718,"AT5G13830"
"768",768,"AT1G54220"
"713",713,"AT1G51350"
"3923",3923,"AT5G25580"
"249",249,"AT1G12790"
"3216",3216,"AT4G26990"
"2611",2611,"AT3G55060"
"737",737,"AT1G52618"
"4013",4013,"AT5G39980"
"3503",3503,"AT5G02270"
"2136",2136,"AT3G14330"
"3010",3010,"AT4G15950"
"1340",1340,"AT2G16880"
"3925",3925,"AT5G25840"
"2677",2677,"AT3G58875"
"3937",3937,"AT5G26960"
"355",355,"AT1G17870"
"2255",2255,"AT3G20170"
"4276",4276,"AT5G54040"
"1280",1280,"AT2G04852"
"2338",2338,"AT3G25597"
"1394",1394,"AT2G20110"
"364",364,"AT1G18265"
"4009",4009,"AT5G39890"
"1978",1978,"AT3G05170"
"3772",3772,"AT5G17370"
"1416",1416,"AT2G21185"
"3389",3389,"AT4G36470"
"1564",1564,"AT2G30660"
"2764",2764,"AT4G00310"
"3220",3220,"AT4G27310"
"2826",2826,"AT4G03090"
"3715",3715,"AT5G13690"
"2075",2075,"AT3G10660"
"25",25,"AT1G02180"
"2353",2353,"AT3G26710"
"4215",4215,"AT5G50780"
"3502",3502,"AT5G02250"
"1304",1304,"AT2G07687"
"2532",2532,"AT3G50700"
"3825",3825,"AT5G19875"
"3256",3256,"AT4G29140"
"3062",3062,"AT4G18940"
"2901",2901,"AT4G10400"
"2589",2589,"AT3G53940"
"158",158,"AT1G08470"
"2472",2472,"AT3G47690"
"81",81,"AT1G04730"
"814",814,"AT1G56630"
"3777",3777,"AT5G17660"
"4134",4134,"AT5G45760"
"1935",1935,"AT3G02680"
"2463",2463,"AT3G47300"
"283",283,"AT1G14530"
"4154",4154,"AT5G47490"
"915",915,"AT1G64400"
"2939",2939,"AT4G12750"
"2722",2722,"AT3G61360"
"1877",1877,"AT2G46850"
"2725",2725,"AT3G61490"
"4457",4457,"AT5G64550"
"1667",1667,"AT2G35738"
"1382",1382,"AT2G19580"
"1788",1788,"AT2G42290"
"3433",3433,"AT4G38410"
"4198",4198,"AT5G49800"
"2729",2729,"AT3G61610"
"2740",2740,"AT3G62160"
"3806",3806,"AT5G18950"
"1850",1850,"AT2G45460"
"4189",4189,"AT5G49270"
"3832",3832,"AT5G20170"
"3400",3400,"AT4G37110"
"3014",3014,"AT4G16070"
"2051",2051,"AT3G09250"
"701",701,"AT1G50659"
"4331",4331,"AT5G57170"
"1250",1250,"AT2G02500"
"2610",2610,"AT3G55040"
"2514",2514,"AT3G49725"
"1692",1692,"AT2G37360"
"2246",2246,"AT3G19570"
"2192",2192,"AT3G17360"
"4054",4054,"AT5G41920"
"3296",3296,"AT4G31240"
"2460",2460,"AT3G47060"
"2247",2247,"AT3G19810"
"82",82,"AT1G04760"
"4529",4529,"ATMG00480"
"4216",4216,"AT5G50820"
"3364",3364,"AT4G35200"
"3765",3765,"AT5G16990"
"4010",4010,"AT5G39900"
"3675",3675,"AT5G10600"
"3343",3343,"AT4G34090"
"623",623,"AT1G36640"
"851",851,"AT1G60790"
"74",74,"AT1G04420"
"1560",1560,"AT2G30505"
"1195",1195,"AT1G79020"
"601",601,"AT1G33560"
"3284",3284,"AT4G30560"
"3147",3147,"AT4G23530"
"2852",2852,"AT4G04740"
"872",872,"AT1G61640"
"588",588,"AT1G32760"
"475",475,"AT1G25450"
"1490",1490,"AT2G25560"
"3023",3023,"AT4G16540"
"2737",2737,"AT3G62080"
"2096",2096,"AT3G11950"
"2333",2333,"AT3G25100"
"1242",1242,"AT2G01913"
"301",301,"AT1G15480"
"3276",3276,"AT4G30090"
"4363",4363,"AT5G58760"
"4195",4195,"AT5G49620"
"2098",2098,"AT3G12145"
"624",624,"AT1G38131"
"3592",3592,"AT5G06410"
"4498",4498,"AT5G67030"
"3187",3187,"AT4G25640"
"3888",3888,"AT5G23920"
"2724",2724,"AT3G61410"
"652",652,"AT1G47340"
"3082",3082,"AT4G20010"
"1460",1460,"AT2G23740"
"3933",3933,"AT5G26770"
"120",120,"AT1G06475"
"1546",1546,"AT2G29970"
"1196",1196,"AT1G79080"
"483",483,"AT1G26160"
"576",576,"AT1G31814"
"1568",1568,"AT2G30933"
"376",376,"AT1G18620"
"1745",1745,"AT2G40470"
"835",835,"AT1G59970"
"4421",4421,"AT5G62280"
"3636",3636,"AT5G08270"
"1320",1320,"AT2G13840"
"3733",3733,"AT5G15022"
"3043",3043,"AT4G17570"
"20",20,"AT1G01950"
"3102",3102,"AT4G21190"
"138",138,"AT1G07410"
"4426",4426,"AT5G62910"
"3008",3008,"AT4G15563"
"636",636,"AT1G44160"
"2392",2392,"AT3G29300"
"2049",2049,"AT3G09210"
"1811",1811,"AT2G43200"
"4433",4433,"AT5G63300"
"3688",3688,"AT5G11380"
"1720",1720,"AT2G38820"
"1660",1660,"AT2G35500"
"4473",4473,"AT5G65400"
"1782",1782,"AT2G42130"
"1596",1596,"AT2G32000"
"3456",3456,"AT4G39580"
"2988",2988,"AT4G14713"
"803",803,"AT1G55990"
"42",42,"AT1G03100"
"1479",1479,"AT2G24860"
"1972",1972,"AT3G04690"
"206",206,"AT1G10610"
"683",683,"AT1G49620"
"4467",4467,"AT5G64905"
"3189",3189,"AT4G25700"
"2423",2423,"AT3G44850"
"1080",1080,"AT1G73020"
"319",319,"AT1G16310"
"3255",3255,"AT4G29070"
"2099",2099,"AT3G12320"
"2609",2609,"AT3G54980"
"1548",1548,"AT2G30020"
"4279",4279,"AT5G54140"
"3027",3027,"AT4G16620"
"3192",3192,"AT4G25790"
"1795",1795,"AT2G42520"
"606",606,"AT1G34120"
"921",921,"AT1G64620"
"2242",2242,"AT3G19310"
"1391",1391,"AT2G20020"
"4092",4092,"AT5G43822"
"2294",2294,"AT3G23070"
"3762",3762,"AT5G16900"
"2517",2517,"AT3G49920"
"2",2,"AT1G01040"
"1",1,"AT1G01030"
"3967",3967,"AT5G35753"
"1034",1034,"AT1G70500"
"4385",4385,"AT5G60250"
"3115",3115,"AT4G21670"
"505",505,"AT1G27430"
"3533",3533,"AT5G03585"
"3973",3973,"AT5G37000"
"4345",4345,"AT5G57790"
"1405",1405,"AT2G20560"
"3966",3966,"AT5G35580"
"893",893,"AT1G62680"
"4289",4289,"AT5G54690"
"1011",1011,"AT1G69260"
"1988",1988,"AT3G05870"
"3879",3879,"AT5G23530"
"3727",3727,"AT5G14480"
"3324",3324,"AT4G32710"
"2133",2133,"AT3G14075"
"17",17,"AT1G01830"
"3474",3474,"AT5G01200"
"1793",1793,"AT2G42450"
"2835",2835,"AT4G03440"
"1517",1517,"AT2G27790"
"2384",2384,"AT3G28850"
"256",256,"AT1G13340"
"336",336,"AT1G17070"
"734",734,"AT1G52520"
"1396",1396,"AT2G20210"
"2848",2848,"AT4G04460"
"662",662,"AT1G48360"
"3427",3427,"AT4G38120"
"2968",2968,"AT4G14230"
"134",134,"AT1G07300"
"3523",3523,"AT5G03110"
"2926",2926,"AT4G12000"
"2866",2866,"AT4G06395"
"2533",2533,"AT3G50760"
"3460",3460,"AT4G39700"
"3143",3143,"AT4G23420"
"4428",4428,"AT5G62980"
"1120",1120,"AT1G74680"
"3467",3467,"AT4G40000"
"2474",2474,"AT3G47780"
"4350",4350,"AT5G58003"
"4212",4212,"AT5G50670"
"3443",3443,"AT4G39030"
"1496",1496,"AT2G25830"
"939",939,"AT1G65560"
"3847",3847,"AT5G20980"
"4027",4027,"AT5G40600"
"1027",1027,"AT1G69970"
"4330",4330,"AT5G57160"
"3425",3425,"AT4G38050"
"3368",3368,"AT4G35500"
"2031",2031,"AT3G08000"
"1271",1271,"AT2G04450"
"4361",4361,"AT5G58690"
"4065",4065,"AT5G42500"
"1718",1718,"AT2G38695"
"3426",3426,"AT4G38062"
"2668",2668,"AT3G58010"
"1177",1177,"AT1G78120"
"1874",1874,"AT2G46700"
"31",31,"AT1G02370"
"89",89,"AT1G05000"
"3278",3278,"AT4G30130"
"2062",2062,"AT3G10070"
"1133",1133,"AT1G75300"
"3085",3085,"AT4G20140"
"3704",3704,"AT5G12430"
"1474",1474,"AT2G24592"
"3125",3125,"AT4G22350"
"4459",4459,"AT5G64572"
"2688",2688,"AT3G59390"
"28",28,"AT1G02290"
"3332",3332,"AT4G33460"
"1414",1414,"AT2G21090"
"4146",4146,"AT5G46920"
"1601",1601,"AT2G32270"
"616",616,"AT1G35530"
"3257",3257,"AT4G29170"
"1859",1859,"AT2G45770"
"3884",3884,"AT5G23780"
"861",861,"AT1G61260"
"2989",2989,"AT4G14790"
"815",815,"AT1G57600"
"303",303,"AT1G15700"
"3587",3587,"AT5G06220"
"1181",1181,"AT1G78200"
"375",375,"AT1G18610"
"660",660,"AT1G48310"
"4014",4014,"AT5G40100"
"2932",2932,"AT4G12300"
"3444",3444,"AT4G39070"
"1273",1273,"AT2G04530"
"1741",1741,"AT2G40300"
"882",882,"AT1G62150"
"2447",2447,"AT3G46660"
"22",22,"AT1G02020"
"4164",4164,"AT5G48170"
"2821",2821,"AT4G02760"
"3034",3034,"AT4G16970"
"2879",2879,"AT4G08900"
"3959",3959,"AT5G35170"
"4000",4000,"AT5G39240"
"2888",2888,"AT4G09650"
"2076",2076,"AT3G10700"
"3686",3686,"AT5G11330"
"3647",3647,"AT5G08780"
"90",90,"AT1G05090"
"362",362,"AT1G18190"
"1473",1473,"AT2G24545"
"4518",4518,"ATCG00770"
"3783",3783,"AT5G17860"
"4045",4045,"AT5G41370"
"956",956,"AT1G66730"
"1175",1175,"AT1G78020"
"2336",2336,"AT3G25480"
"188",188,"AT1G09863"
"3514",3514,"AT5G02680"
"2699",2699,"AT3G60110"
"2301",2301,"AT3G23550"
"1605",1605,"AT2G32450"
"650",650,"AT1G47056"
"4096",4096,"AT5G44000"
"1894",1894,"AT2G47910"
"269",269,"AT1G13820"
"2153",2153,"AT3G15115"
"3864",3864,"AT5G22620"
"2649",2649,"AT3G56830"
"897",897,"AT1G62830"
"4120",4120,"AT5G45200"
"4256",4256,"AT5G52880"
"3328",3328,"AT4G32900"
"1105",1105,"AT1G73965"
"2692",2692,"AT3G59550"
"1556",1556,"AT2G30360"
"1144",1144,"AT1G76390"
"3717",3717,"AT5G13800"
"971",971,"AT1G67510"
"1662",1662,"AT2G35585"
"1337",1337,"AT2G16405"
"2441",2441,"AT3G46330"
"61",61,"AT1G03930"
"4446",4446,"AT5G64000"
"1194",1194,"AT1G78922"
"3850",3850,"AT5G21910"
"1178",1178,"AT1G78130"
"3382",3382,"AT4G36032"
"513",513,"AT1G27920"
"3478",3478,"AT5G01295"
"1017",1017,"AT1G69570"
"4521",4521,"ATCG01090"
"732",732,"AT1G52320"
"39",39,"AT1G02970"
"1696",1696,"AT2G37430"
"3905",3905,"AT5G24830"
"731",731,"AT1G52260"
"4001",4001,"AT5G39250"
