"","X","phyD_FLT_c1.which.mclass....6...1."
"2876",2876,"AT4G08470"
"978",978,"AT1G67720"
"1501",1501,"AT2G26270"
"537",537,"AT1G29740"
"240",240,"AT1G12290"
"3383",3383,"AT4G36050"
"401",401,"AT1G20510"
"1091",1091,"AT1G73450"
"693",693,"AT1G49980"
"994",994,"AT1G68330"
"631",631,"AT1G43765"
"3020",3020,"AT4G16440"
"191",191,"AT1G10040"
"1353",1353,"AT2G17787"
"1519",1519,"AT2G27930"
"1566",1566,"AT2G30695"
"3160",3160,"AT4G24040"
"1730",1730,"AT2G39400"
"1290",1290,"AT2G05760"
"1389",1389,"AT2G19930"
"202",202,"AT1G10510"
"1911",1911,"AT3G01670"
"2891",2891,"AT4G09780"
"781",781,"AT1G54960"
"3420",3420,"AT4G37890"
"1762",1762,"AT2G41290"
"3487",3487,"AT5G01670"
"1797",1797,"AT2G42660"
"2947",2947,"AT4G13290"
"3676",3676,"AT5G10605"
"392",392,"AT1G19950"
"4499",4499,"AT5G67150"
"2527",2527,"AT3G50340"
"4338",4338,"AT5G57565"
"4248",4248,"AT5G52450"
"3241",3241,"AT4G28230"
"1840",1840,"AT2G44630"
"1065",1065,"AT1G72180"
"238",238,"AT1G12244"
"3965",3965,"AT5G35525"
"3011",3011,"AT4G15955"
"2554",2554,"AT3G51860"
"1876",1876,"AT2G46820"
"4315",4315,"AT5G56250"
"1581",1581,"AT2G31290"
"1041",1041,"AT1G70750"
"2871",2871,"AT4G08015"
"1297",1297,"AT2G07305"
"189",189,"AT1G09940"
"4371",4371,"AT5G59260"
"2066",2066,"AT3G10320"
"123",123,"AT1G06590"
"3692",3692,"AT5G11600"
"1426",1426,"AT2G21880"
"3803",3803,"AT5G18770"
"1107",1107,"AT1G73990"
"213",213,"AT1G10970"
"2260",2260,"AT3G20430"
"4148",4148,"AT5G47110"
"746",746,"AT1G53345"
"1946",1946,"AT3G03280"
"4525",4525,"ATMG00210"
"2593",2593,"AT3G54090"
"102",102,"AT1G05630"
"2753",2753,"AT3G63280"
"3375",3375,"AT4G35780"
"3399",3399,"AT4G37100"
"2088",2088,"AT3G11470"
"287",287,"AT1G14687"
"4133",4133,"AT5G45720"
"1241",1241,"AT2G01750"
"2700",2700,"AT3G60150"
"329",329,"AT1G16790"
"1544",1544,"AT2G29740"
"1350",1350,"AT2G17670"
"1533",1533,"AT2G28990"
"2956",2956,"AT4G13860"
"1466",1466,"AT2G24330"
"145",145,"AT1G07847"
"4313",4313,"AT5G55960"
"2073",2073,"AT3G10525"
"3287",3287,"AT4G30640"
"659",659,"AT1G48280"
"1713",1713,"AT2G38320"
"928",928,"AT1G64810"
"254",254,"AT1G13180"
"3374",3374,"AT4G35740"
"1611",1611,"AT2G32970"
"3337",3337,"AT4G33666"
"620",620,"AT1G36180"
"4466",4466,"AT5G64900"
"3340",3340,"AT4G33950"
"3961",3961,"AT5G35370"
"1155",1155,"AT1G77280"
"2521",2521,"AT3G50110"
"2313",2313,"AT3G24110"
"3682",3682,"AT5G11030"
"211",211,"AT1G10830"
"387",387,"AT1G19480"
"1759",1759,"AT2G41120"
"1365",1365,"AT2G18600"
"1275",1275,"AT2G04620"
"2227",2227,"AT3G18730"
"3928",3928,"AT5G26330"
"3242",3242,"AT4G28280"
"1768",1768,"AT2G41520"
"774",774,"AT1G54540"
"3505",3505,"AT5G02370"
"1461",1461,"AT2G23755"
"3139",3139,"AT4G23015"
"1577",1577,"AT2G31170"
"1739",1739,"AT2G40160"
"4263",4263,"AT5G53150"
"3124",3124,"AT4G22290"
"1716",1716,"AT2G38530"
"1918",1918,"AT3G01990"
"1338",1338,"AT2G16430"
"3316",3316,"AT4G32300"
"766",766,"AT1G54200"
"671",671,"AT1G48745"
"1122",1122,"AT1G74740"
"1190",1190,"AT1G78790"
"3114",3114,"AT4G21585"
"14",14,"AT1G01710"
"4177",4177,"AT5G48790"
"3657",3657,"AT5G09500"
"3894",3894,"AT5G24320"
"3886",3886,"AT5G23870"
"912",912,"AT1G63855"
"88",88,"AT1G04977"
"2979",2979,"AT4G14548"
"3258",3258,"AT4G29190"
"3481",3481,"AT5G01490"
"3746",3746,"AT5G15980"
"3714",3714,"AT5G13680"
"4047",4047,"AT5G41480"
"289",289,"AT1G14770"
"854",854,"AT1G61000"
"3363",3363,"AT4G35140"
"1423",1423,"AT2G21800"
"3163",3163,"AT4G24175"
"4326",4326,"AT5G57070"
"914",914,"AT1G64220"
"1879",1879,"AT2G46915"
"1623",1623,"AT2G33570"
"1792",1792,"AT2G42430"
"3576",3576,"AT5G05630"
"1676",1676,"AT2G36370"
"4078",4078,"AT5G43070"
"1891",1891,"AT2G47820"
"2561",2561,"AT3G52180"
"2438",2438,"AT3G45760"
"3743",3743,"AT5G15820"
"1093",1093,"AT1G73480"
"1936",1936,"AT3G02690"
"1562",1562,"AT2G30580"
"4034",4034,"AT5G41000"
"665",665,"AT1G48480"
"4293",4293,"AT5G54890"
"324",324,"AT1G16630"
"1854",1854,"AT2G45660"
"246",246,"AT1G12750"
"2450",2450,"AT3G46790"
"3942",3942,"AT5G27270"
"4262",4262,"AT5G53130"
"2751",2751,"AT3G63190"
"2348",2348,"AT3G26290"
"2107",2107,"AT3G12730"
"36",36,"AT1G02810"
"3740",3740,"AT5G15710"
"657",657,"AT1G48050"
"3093",3093,"AT4G20840"
"2578",2578,"AT3G53380"
"2651",2651,"AT3G57060"
"2475",2475,"AT3G47860"
"2446",2446,"AT3G46658"
"298",298,"AT1G15310"
"1308",1308,"AT2G08635"
"3842",3842,"AT5G20580"
"155",155,"AT1G08280"
"1470",1470,"AT2G24520"
"4506",4506,"AT5G67450"
"3398",3398,"AT4G37030"
"1159",1159,"AT1G77460"
"2843",2843,"AT4G04190"
"977",977,"AT1G67690"
"231",231,"AT1G11870"
"3550",3550,"AT5G04480"
"778",778,"AT1G54680"
"931",931,"AT1G64910"
"1484",1484,"AT2G25140"
"729",729,"AT1G52160"
"4137",4137,"AT5G46040"
"2167",2167,"AT3G15550"
"2270",2270,"AT3G21060"
"1523",1523,"AT2G28210"
"542",542,"AT1G30080"
"3407",3407,"AT4G37340"
"3225",3225,"AT4G27595"
"689",689,"AT1G49840"
"1661",1661,"AT2G35540"
"1172",1172,"AT1G77880"
"3833",3833,"AT5G20230"
"1561",1561,"AT2G30575"
"3548",3548,"AT5G04375"
"2819",2819,"AT4G02660"
"3142",3142,"AT4G23190"
"1644",1644,"AT2G34910"
"4434",4434,"AT5G63380"
"2582",2582,"AT3G53560"
"2829",2829,"AT4G03150"
"858",858,"AT1G61180"
"1422",1422,"AT2G21640"
"1331",1331,"AT2G15790"
"2118",2118,"AT3G13380"
"360",360,"AT1G18170"
"1108",1108,"AT1G74040"
"3953",3953,"AT5G28530"
"2374",2374,"AT3G27925"
"1141",1141,"AT1G76270"
"2859",2859,"AT4G05120"
"3264",3264,"AT4G29560"
"3736",3736,"AT5G15450"
"2889",2889,"AT4G09680"
"964",964,"AT1G67210"
"4327",4327,"AT5G57080"
"3482",3482,"AT5G01500"
"1955",1955,"AT3G03750"
"507",507,"AT1G27500"
"264",264,"AT1G13700"
"3793",3793,"AT5G18390"
"381",381,"AT1G19115"
"3161",3161,"AT4G24080"
"3566",3566,"AT5G05230"
"2243",2243,"AT3G19330"
"3932",3932,"AT5G26760"
"2736",2736,"AT3G62070"
"2396",2396,"AT3G29644"
"1606",1606,"AT2G32500"
"3205",3205,"AT4G26582"
"4510",4510,"ATCG00120"
"1538",1538,"AT2G29525"
"830",830,"AT1G59660"
"4291",4291,"AT5G54830"
"2997",2997,"AT4G15120"
"3381",3381,"AT4G36030"
"598",598,"AT1G33420"
"715",715,"AT1G51360"
"809",809,"AT1G56320"
"4391",4391,"AT5G60630"
"4305",4305,"AT5G55540"
"2478",2478,"AT3G48110"
"3339",3339,"AT4G33880"
"3990",3990,"AT5G38290"
"744",744,"AT1G53163"
"2785",2785,"AT4G01140"
"2919",2919,"AT4G11660"
"327",327,"AT1G16670"
"4509",4509,"AT5G67640"
"4175",4175,"AT5G48650"
"757",757,"AT1G53790"
"3365",3365,"AT4G35320"
"1767",1767,"AT2G41460"
"2292",2292,"AT3G22760"
"2089",2089,"AT3G11570"
"335",335,"AT1G17050"
"1090",1090,"AT1G73340"
"218",218,"AT1G11120"
"2362",2362,"AT3G27270"
"856",856,"AT1G61065"
"3791",3791,"AT5G18270"
"3569",3569,"AT5G05330"
"4088",4088,"AT5G43620"
"1652",1652,"AT2G35200"
"2223",2223,"AT3G18660"
"1349",1349,"AT2G17480"
"2680",2680,"AT3G59000"
"2359",2359,"AT3G27150"
"2315",2315,"AT3G24190"
"486",486,"AT1G26218"
"2684",2684,"AT3G59150"
"2224",2224,"AT3G18670"
"4064",4064,"AT5G42480"
"3484",3484,"AT5G01590"
"2365",2365,"AT3G27460"
"1191",1191,"AT1G78810"
"4243",4243,"AT5G51910"
"1251",1251,"AT2G02590"
"2386",2386,"AT3G28930"
"71",71,"AT1G04353"
"626",626,"AT1G42540"
"1217",1217,"AT1G80100"
"831",831,"AT1G59700"
"3520",3520,"AT5G02970"
"916",916,"AT1G64480"
"3789",3789,"AT5G18245"
"2750",2750,"AT3G63090"
"1962",1962,"AT3G04130"
"2701",2701,"AT3G60160"
"1647",1647,"AT2G35030"
"2505",2505,"AT3G49330"
"1050",1050,"AT1G71440"
"2277",2277,"AT3G21330"
"4077",4077,"AT5G43040"
"4485",4485,"AT5G66005"
"2760",2760,"AT3G66652"
"2459",2459,"AT3G47050"
"3028",3028,"AT4G16700"
"2780",2780,"AT4G00955"
"1985",1985,"AT3G05700"
"974",974,"AT1G67570"
"3294",3294,"AT4G31140"
"2799",2799,"AT4G01840"
"1984",1984,"AT3G05675"
"3801",3801,"AT5G18750"
"293",293,"AT1G14970"
"169",169,"AT1G08973"
"2113",2113,"AT3G13100"
"178",178,"AT1G09450"
"3922",3922,"AT5G25570"
"3595",3595,"AT5G06480"
"4320",4320,"AT5G56520"
"107",107,"AT1G05767"
"2485",2485,"AT3G48440"
"3839",3839,"AT5G20480"
"1439",1439,"AT2G22730"
"810",810,"AT1G56345"
"3998",3998,"AT5G38895"
"4114",4114,"AT5G44780"
"2283",2283,"AT3G22104"
"3435",3435,"AT4G38480"
"2090",2090,"AT3G11580"
"2458",2458,"AT3G47010"
"461",461,"AT1G24095"
"3535",3535,"AT5G03670"
"3452",3452,"AT4G39470"
"968",968,"AT1G67420"
"661",661,"AT1G48355"
"2530",2530,"AT3G50460"
"2648",2648,"AT3G56770"
"2166",2166,"AT3G15518"
"2228",2228,"AT3G18750"
"2181",2181,"AT3G16280"
"3106",3106,"AT4G21310"
"528",528,"AT1G29380"
"1454",1454,"AT2G23560"
"4007",4007,"AT5G39820"
"2220",2220,"AT3G18524"
"1001",1001,"AT1G68795"
"3185",3185,"AT4G25610"
"2435",2435,"AT3G45700"
"654",654,"AT1G47603"
"3279",3279,"AT4G30320"
"1809",1809,"AT2G43180"
"1736",1736,"AT2G39950"
"2667",2667,"AT3G57980"
"1668",1668,"AT2G35750"
"438",438,"AT1G22730"
"3239",3239,"AT4G28162"
"3915",3915,"AT5G25140"
"3391",3391,"AT4G36550"
"1734",1734,"AT2G39880"
"592",592,"AT1G32940"
"4205",4205,"AT5G50280"
"3286",3286,"AT4G30630"
"2235",2235,"AT3G19050"
"113",113,"AT1G06050"
"3577",3577,"AT5G05710"
"4339",4339,"AT5G57590"
"1977",1977,"AT3G05030"
"2743",2743,"AT3G62220"
"1016",1016,"AT1G69485"
"2896",2896,"AT4G10090"
"149",149,"AT1G07937"
"1695",1695,"AT2G37420"
"4497",4497,"AT5G66950"
"789",789,"AT1G55320"
"1302",1302,"AT2G07665"
"3037",3037,"AT4G17300"
"1193",1193,"AT1G78910"
"416",416,"AT1G21120"
"57",57,"AT1G03760"
"474",474,"AT1G25390"
"427",427,"AT1G21640"
"4369",4369,"AT5G59070"
"1970",1970,"AT3G04630"
"2666",2666,"AT3G57965"
"395",395,"AT1G20065"
"2058",2058,"AT3G09745"
"4410",4410,"AT5G61760"
"1862",1862,"AT2G46040"
"2830",2830,"AT4G03205"
"602",602,"AT1G33610"
"1352",1352,"AT2G17730"
"721",721,"AT1G51580"
"949",949,"AT1G66345"
"692",692,"AT1G49910"
"2109",2109,"AT3G12820"
"3985",3985,"AT5G38040"
"1197",1197,"AT1G79110"
"2201",2201,"AT3G17740"
"2931",2931,"AT4G12250"
"4517",4517,"ATCG00680"
"3227",3227,"AT4G27630"
"2816",2816,"AT4G02425"
"2575",2575,"AT3G53320"
"639",639,"AT1G44790"
"1597",1597,"AT2G32020"
"1020",1020,"AT1G69588"
"205",205,"AT1G10560"
"2295",2295,"AT3G23170"
"3949",3949,"AT5G27680"
"761",761,"AT1G53903"
"271",271,"AT1G13910"
"852",852,"AT1G60890"
"3112",3112,"AT4G21530"
"4217",4217,"AT5G50860"
"1381",1381,"AT2G19530"
"2309",2309,"AT3G23870"
"2421",2421,"AT3G44670"
"344",344,"AT1G17300"
"495",495,"AT1G26900"
"3738",3738,"AT5G15630"
"1119",1119,"AT1G74640"
"3631",3631,"AT5G07900"
"167",167,"AT1G08910"
"743",743,"AT1G53140"
"3529",3529,"AT5G03490"
"3458",3458,"AT4G39620"
"748",748,"AT1G53390"
"1993",1993,"AT3G05980"
"622",622,"AT1G36320"
"2518",2518,"AT3G49930"
"2011",2011,"AT3G06910"
"1143",1143,"AT1G76320"
"38",38,"AT1G02950"
"3000",3000,"AT4G15240"
"3845",3845,"AT5G20850"
"4329",4329,"AT5G57130"
"180",180,"AT1G09540"
"3883",3883,"AT5G23750"
"3250",3250,"AT4G28652"
"2230",2230,"AT3G18773"
"776",776,"AT1G54575"
"822",822,"AT1G58290"
"3281",3281,"AT4G30370"
"2394",2394,"AT3G29375"
"4032",4032,"AT5G40840"
"3602",3602,"AT5G06680"
"1477",1477,"AT2G24690"
"2841",2841,"AT4G04055"
"300",300,"AT1G15410"
"1464",1464,"AT2G23985"
"2140",2140,"AT3G14510"
"706",706,"AT1G50900"
"3491",3491,"AT5G01880"
"1440",1440,"AT2G22790"
"1399",1399,"AT2G20290"
"3429",3429,"AT4G38170"
"3089",3089,"AT4G20430"
"4503",4503,"AT5G67290"
"4493",4493,"AT5G66570"
"4140",4140,"AT5G46400"
"717",717,"AT1G51400"
"3848",3848,"AT5G21010"
"3627",3627,"AT5G07810"
"2659",2659,"AT3G57580"
"2954",2954,"AT4G13750"
"4006",4006,"AT5G39790"
"4085",4085,"AT5G43403"
"1746",1746,"AT2G40480"
"1485",1485,"AT2G25240"
"1021",1021,"AT1G69670"
"1341",1341,"AT2G16980"
"272",272,"AT1G13920"
"1437",1437,"AT2G22680"
"2461",2461,"AT3G47070"
"294",294,"AT1G15010"
"3451",3451,"AT4G39410"
"1262",1262,"AT2G03450"
"2633",2633,"AT3G56030"
"1794",1794,"AT2G42485"
"3517",3517,"AT5G02895"
"2661",2661,"AT3G57670"
"2690",2690,"AT3G59430"
"2452",2452,"AT3G46870"
"3945",3945,"AT5G27550"
"1316",1316,"AT2G13660"
"3463",3463,"AT4G39890"
"605",605,"AT1G33840"
"580",580,"AT1G32200"
"353",353,"AT1G17790"
"1281",1281,"AT2G05075"
"3393",3393,"AT4G36610"
"1884",1884,"AT2G47180"
"3300",3300,"AT4G31370"
"1008",1008,"AT1G69060"
"2290",2290,"AT3G22740"
"1213",1213,"AT1G79760"
"268",268,"AT1G13810"
"2316",2316,"AT3G24210"
"2858",2858,"AT4G05090"
"1916",1916,"AT3G01920"
"1513",1513,"AT2G27430"
"3693",3693,"AT5G11650"
"147",147,"AT1G07910"
"16",16,"AT1G01790"
"3158",3158,"AT4G24015"
"3423",3423,"AT4G37930"
"1779",1779,"AT2G41980"
"480",480,"AT1G26090"
"1753",1753,"AT2G40860"
"4046",4046,"AT5G41410"
"4358",4358,"AT5G58540"
"2639",2639,"AT3G56250"
"1036",1036,"AT1G70520"
"1206",1206,"AT1G79570"
"4376",4376,"AT5G59680"
"2121",2121,"AT3G13530"
"4347",4347,"AT5G57920"
"1376",1376,"AT2G19280"
"879",879,"AT1G62110"
"873",873,"AT1G61667"
"3804",3804,"AT5G18820"
"1983",1983,"AT3G05510"
"3681",3681,"AT5G10990"
"3162",3162,"AT4G24130"
"4508",4508,"AT5G67570"
"487",487,"AT1G26330"
"3088",3088,"AT4G20390"
"1348",1348,"AT2G17430"
"786",786,"AT1G55250"
"3408",3408,"AT4G37370"
"466",466,"AT1G24300"
"258",258,"AT1G13448"
"1738",1738,"AT2G40030"
"4438",4438,"AT5G63520"
"3113",3113,"AT4G21534"
"2054",2054,"AT3G09560"
"2940",2940,"AT4G12840"
"309",309,"AT1G15900"
"1722",1722,"AT2G38830"
"4095",4095,"AT5G43990"
"2739",2739,"AT3G62150"
"3171",3171,"AT4G24900"
"2276",2276,"AT3G21300"
"2716",2716,"AT3G60850"
"3133",3133,"AT4G22840"
"2628",2628,"AT3G55970"
"4038",4038,"AT5G41130"
"950",950,"AT1G66510"
"1076",1076,"AT1G72860"
"3531",3531,"AT5G03552"
"2946",2946,"AT4G13130"
"1493",1493,"AT2G25605"
"4126",4126,"AT5G45310"
"1270",1270,"AT2G04350"
"1858",1858,"AT2G45750"
"3574",3574,"AT5G05580"
"2182",2182,"AT3G16290"
"2573",2573,"AT3G53150"
"543",543,"AT1G30240"
"788",788,"AT1G55300"
"911",911,"AT1G63820"
"2433",2433,"AT3G45443"
"1553",1553,"AT2G30170"
"3739",3739,"AT5G15700"
"3516",3516,"AT5G02780"
"836",836,"AT1G59980"
"2921",2921,"AT4G11840"
"664",664,"AT1G48460"
"1117",1117,"AT1G74460"
"1542",1542,"AT2G29670"
"1419",1419,"AT2G21550"
"2149",2149,"AT3G14870"
"910",910,"AT1G63810"
"1218",1218,"AT1G80150"
"648",648,"AT1G45248"
"3818",3818,"AT5G19660"
"524",524,"AT1G29170"
"3758",3758,"AT5G16810"
"2856",2856,"AT4G04960"
"4188",4188,"AT5G49215"
"3710",3710,"AT5G13060"
"1053",1053,"AT1G71520"
"1025",1025,"AT1G69920"
"3003",3003,"AT4G15380"
"159",159,"AT1G08520"
"3336",3336,"AT4G33620"
"2863",2863,"AT4G05775"
"1335",1335,"AT2G16390"
"875",875,"AT1G61960"
"3618",3618,"AT5G07200"
"1909",1909,"AT3G01515"
"2160",2160,"AT3G15358"
"4041",4041,"AT5G41240"
"1062",1062,"AT1G72120"
"3466",3466,"AT4G39960"
"900",900,"AT1G62960"
"1299",1299,"AT2G07627"
"3775",3775,"AT5G17570"
"1844",1844,"AT2G44980"
"3065",3065,"AT4G19060"
"1932",1932,"AT3G02535"
"645",645,"AT1G45230"
"1449",1449,"AT2G23300"
"2606",2606,"AT3G54720"
"3454",3454,"AT4G39560"
"599",599,"AT1G33480"
"3017",3017,"AT4G16350"
"2271",2271,"AT3G21100"
"2034",2034,"AT3G08225"
"1693",1693,"AT2G37362"
"4304",4304,"AT5G55520"
"2401",2401,"AT3G42640"
"415",415,"AT1G21110"
"4226",4226,"AT5G51310"
"559",559,"AT1G31040"
"4227",4227,"AT5G51350"
"1982",1982,"AT3G05480"
"927",927,"AT1G64795"
"646",646,"AT1G45231"
"898",898,"AT1G62840"
"2550",2550,"AT3G51642"
"3360",3360,"AT4G34990"
"1030",1030,"AT1G70200"
"3668",3668,"AT5G10080"
"2892",2892,"AT4G09810"
"1704",1704,"AT2G37650"
"2403",2403,"AT3G42670"
"275",275,"AT1G14040"
"2395",2395,"AT3G29400"
"3946",3946,"AT5G27560"
"3477",3477,"AT5G01255"
"1646",1646,"AT2G35000"
"2638",2638,"AT3G56230"
"1434",1434,"AT2G22610"
"2735",2735,"AT3G62050"
"2676",2676,"AT3G58800"
"710",710,"AT1G51220"
"3660",3660,"AT5G09630"
"3376",3376,"AT4G35840"
"4422",4422,"AT5G62370"
"3164",3164,"AT4G24460"
"3524",3524,"AT5G03180"
"3",3,"AT1G01060"
"3209",3209,"AT4G26700"
"104",104,"AT1G05687"
"3136",3136,"AT4G22910"
"3373",3373,"AT4G35730"
"3567",3567,"AT5G05240"
"1356",1356,"AT2G17880"
"945",945,"AT1G66160"
"2650",2650,"AT3G56900"
"2332",2332,"AT3G24982"
"2382",2382,"AT3G28450"
"3135",3135,"AT4G22900"
"2484",2484,"AT3G48400"
"4234",4234,"AT5G51540"
"771",771,"AT1G54350"
"1095",1095,"AT1G73640"
"1409",1409,"AT2G20710"
"1995",1995,"AT3G06070"
"2551",2551,"AT3G51660"
"3249",3249,"AT4G28640"
"3552",3552,"AT5G04770"
"1226",1226,"AT1G80710"
"1541",1541,"AT2G29660"
"1948",1948,"AT3G03360"
"867",867,"AT1G61370"
"3938",3938,"AT5G27030"
"4021",4021,"AT5G40440"
"64",64,"AT1G04010"
"3497",3497,"AT5G02060"
"23",23,"AT1G02050"
"3891",3891,"AT5G24300"
"1184",1184,"AT1G78510"
"35",35,"AT1G02730"
"4309",4309,"AT5G55780"
"617",617,"AT1G35610"
"2344",2344,"AT3G26050"
"3816",3816,"AT5G19460"
"741",741,"AT1G53110"
"3222",3222,"AT4G27400"
"2052",2052,"AT3G09275"
"3348",3348,"AT4G34280"
"2397",2397,"AT3G30180"
"1727",1727,"AT2G39290"
"1584",1584,"AT2G31340"
"1054",1054,"AT1G71528"
"782",782,"AT1G55020"
"2429",2429,"AT3G45210"
"1359",1359,"AT2G18000"
"3042",3042,"AT4G17540"
"1334",1334,"AT2G16385"
"1830",1830,"AT2G44130"
"1920",1920,"AT3G02050"
"2865",2865,"AT4G06135"
"3711",3711,"AT5G13140"
"1052",1052,"AT1G71500"
"2790",2790,"AT4G01510"
"290",290,"AT1G14780"
"944",944,"AT1G66080"
"1689",1689,"AT2G37210"
"1208",1208,"AT1G79620"
"2143",2143,"AT3G14560"
"1411",1411,"AT2G20835"
"2851",2851,"AT4G04695"
"2654",2654,"AT3G57160"
"1956",1956,"AT3G03900"
"3709",3709,"AT5G12980"
"2601",2601,"AT3G54460"
"2158",2158,"AT3G15350"
"1453",1453,"AT2G23540"
"2541",2541,"AT3G51320"
"3917",3917,"AT5G25250"
"1487",1487,"AT2G25320"
"3208",3208,"AT4G26680"
"894",894,"AT1G62700"
"1663",1663,"AT2G35612"
"787",787,"AT1G55280"
"3195",3195,"AT4G26055"
"2523",2523,"AT3G50200"
"48",48,"AT1G03400"
"847",847,"AT1G60620"
"3870",3870,"AT5G22830"
"1482",1482,"AT2G25000"
"3615",3615,"AT5G07140"
"760",760,"AT1G53887"
"224",224,"AT1G11280"
"723",723,"AT1G51840"
"2693",2693,"AT3G59570"
"3560",3560,"AT5G05085"
"984",984,"AT1G67890"
"2875",2875,"AT4G08410"
"4455",4455,"AT5G64520"
"808",808,"AT1G56310"
"209",209,"AT1G10780"
"3215",3215,"AT4G26980"
"1467",1467,"AT2G24390"
"2346",2346,"AT3G26220"
"302",302,"AT1G15490"
"1670",1670,"AT2G35800"
"2895",2895,"AT4G09990"
"3987",3987,"AT5G38150"
"2114",2114,"AT3G13150"
"870",870,"AT1G61500"
"1724",1724,"AT2G39050"
"1595",1595,"AT2G31990"
"3996",3996,"AT5G38790"
"321",321,"AT1G16489"
"1630",1630,"AT2G34000"
"716",716,"AT1G51380"
"3939",3939,"AT5G27100"
"3822",3822,"AT5G19800"
"2927",2927,"AT4G12010"
"1371",1371,"AT2G18940"
"3041",3041,"AT4G17483"
"4153",4153,"AT5G47440"
"3572",3572,"AT5G05510"
"4430",4430,"AT5G63080"
"1049",1049,"AT1G71360"
"4029",4029,"AT5G40700"
"1106",1106,"AT1G73970"
"4066",4066,"AT5G42510"
"4406",4406,"AT5G61560"
"2574",2574,"AT3G53270"
"3228",3228,"AT4G27710"
"3495",3495,"AT5G01930"
"3861",3861,"AT5G22560"
"1871",1871,"AT2G46320"
"2723",2723,"AT3G61390"
"3579",3579,"AT5G05790"
"1641",1641,"AT2G34790"
"3291",3291,"AT4G30940"
"2350",2350,"AT3G26400"
"2043",2043,"AT3G08980"
"747",747,"AT1G53350"
"193",193,"AT1G10090"
"3501",3501,"AT5G02195"
"1522",1522,"AT2G28105"
"824",824,"AT1G58370"
"1066",1066,"AT1G72190"
"2898",2898,"AT4G10270"
"443",443,"AT1G22960"
"3720",3720,"AT5G13960"
"2261",2261,"AT3G20480"
"4468",4468,"AT5G65070"
"753",753,"AT1G53633"
"3689",3689,"AT5G11430"
"1497",1497,"AT2G26000"
"2183",2183,"AT3G16300"
"3670",3670,"AT5G10200"
"678",678,"AT1G49230"
"1819",1819,"AT2G43620"
"4280",4280,"AT5G54230"
"257",257,"AT1G13430"
"3146",3146,"AT4G23500"
"2812",2812,"AT4G02210"
"2794",2794,"AT4G01580"
"3519",3519,"AT5G02935"
"3358",3358,"AT4G34810"
"3706",3706,"AT5G12920"
"3635",3635,"AT5G08139"
"3212",3212,"AT4G26890"
"1157",1157,"AT1G77320"
"2016",2016,"AT3G07080"
"1373",1373,"AT2G19120"
"3483",3483,"AT5G01560"
"2273",2273,"AT3G21230"
"1642",1642,"AT2G34830"
"2343",2343,"AT3G25882"
"3813",3813,"AT5G19160"
"1343",1343,"AT2G17030"
"1088",1088,"AT1G73310"
"4163",4163,"AT5G48090"
"2045",2045,"AT3G09020"
"485",485,"AT1G26208"
"4138",4138,"AT5G46060"
"1070",1070,"AT1G72360"
"4241",4241,"AT5G51820"
"1265",1265,"AT2G03667"
"2634",2634,"AT3G56040"
"2161",2161,"AT3G15390"
"515",515,"AT1G28080"
"4219",4219,"AT5G50970"
"467",467,"AT1G24330"
"3411",3411,"AT4G37432"
"3461",3461,"AT4G39790"
"3921",3921,"AT5G25500"
"686",686,"AT1G49730"
"4136",4136,"AT5G45790"
"3015",3015,"AT4G16130"
"1912",1912,"AT3G01680"
"812",812,"AT1G56420"
"2287",2287,"AT3G22470"
"696",696,"AT1G50290"
"3640",3640,"AT5G08370"
"2268",2268,"AT3G20930"
"1084",1084,"AT1G73200"
"3916",3916,"AT5G25240"
"4108",4108,"AT5G44569"
"100",100,"AT1G05553"
"925",925,"AT1G64760"
"2778",2778,"AT4G00940"
"2752",2752,"AT3G63255"
"2407",2407,"AT3G43580"
"1944",1944,"AT3G03110"
"3248",3248,"AT4G28630"
"1127",1127,"AT1G74900"
"340",340,"AT1G17230"
"481",481,"AT1G26130"
"4402",4402,"AT5G61360"
"1005",1005,"AT1G68940"
"235",235,"AT1G11950"
"3219",3219,"AT4G27260"
"1303",1303,"AT2G07675"
"951",951,"AT1G66520"
"3087",3087,"AT4G20350"
"3214",3214,"AT4G26965"
"2663",2663,"AT3G57800"
"3956",3956,"AT5G33280"
"3190",3190,"AT4G25760"
"1114",1114,"AT1G74310"
"1068",1068,"AT1G72250"
"186",186,"AT1G09810"
"1883",1883,"AT2G47090"
"4337",4337,"AT5G57500"
"2556",2556,"AT3G51990"
"2008",2008,"AT3G06780"
"397",397,"AT1G20270"
"4540",4540,"ATMG01170"
"3504",3504,"AT5G02360"
"3223",3223,"AT4G27460"
"1754",1754,"AT2G40960"
"2827",2827,"AT4G03100"
"2482",2482,"AT3G48190"
"4411",4411,"AT5G61830"
"1539",1539,"AT2G29580"
"2961",2961,"AT4G14070"
"2512",2512,"AT3G49645"
"2529",2529,"AT3G50430"
"1706",1706,"AT2G37710"
"603",603,"AT1G33612"
"2352",2352,"AT3G26630"
"2900",2900,"AT4G10390"
"304",304,"AT1G15720"
"2781",2781,"AT4G01030"
"4388",4388,"AT5G60430"
"4383",4383,"AT5G60120"
"370",370,"AT1G18415"
"2711",2711,"AT3G60660"
"2115",2115,"AT3G13180"
"3498",3498,"AT5G02080"
"4488",4488,"AT5G66330"
"1366",1366,"AT2G18620"
"1600",1600,"AT2G32230"
"2935",2935,"AT4G12580"
