"","phyD_FLT_c1.which.mclass....2...1."
"1","AT1G01453"
"2","AT1G01520"
"3","AT1G01680"
"4","AT1G02470"
"5","AT1G02490"
"6","AT1G02510"
"7","AT1G02580"
"8","AT1G02700"
"9","AT1G02705"
"10","AT1G02710"
"11","AT1G02770"
"12","AT1G02952"
"13","AT1G03170"
"14","AT1G03390"
"15","AT1G03502"
"16","AT1G03506"
"17","AT1G03630"
"18","AT1G03710"
"19","AT1G04023"
"20","AT1G04037"
"21","AT1G04073"
"22","AT1G04103"
"23","AT1G04105"
"24","AT1G04187"
"25","AT1G04193"
"26","AT1G04197"
"27","AT1G04217"
"28","AT1G04223"
"29","AT1G04237"
"30","AT1G04273"
"31","AT1G04277"
"32","AT1G04303"
"33","AT1G04343"
"34","AT1G04363"
"35","AT1G04397"
"36","AT1G04467"
"37","AT1G04473"
"38","AT1G04507"
"39","AT1G04533"
"40","AT1G04577"
"41","AT1G04583"
"42","AT1G04587"
"43","AT1G04625"
"44","AT1G04660"
"45","AT1G04743"
"46","AT1G04767"
"47","AT1G04797"
"48","AT1G04827"
"49","AT1G04853"
"50","AT1G04913"
"51","AT1G05020"
"52","AT1G05023"
"53","AT1G05043"
"54","AT1G05207"
"55","AT1G05247"
"56","AT1G05297"
"57","AT1G05330"
"58","AT1G05357"
"59","AT1G05423"
"60","AT1G05447"
"61","AT1G05463"
"62","AT1G05490"
"63","AT1G05493"
"64","AT1G05517"
"65","AT1G05675"
"66","AT1G05693"
"67","AT1G05703"
"68","AT1G05707"
"69","AT1G05727"
"70","AT1G05747"
"71","AT1G05757"
"72","AT1G05894"
"73","AT1G05917"
"74","AT1G05920"
"75","AT1G05933"
"76","AT1G05937"
"77","AT1G05977"
"78","AT1G06003"
"79","AT1G06020"
"80","AT1G06030"
"81","AT1G06153"
"82","AT1G06237"
"83","AT1G06243"
"84","AT1G06260"
"85","AT1G06337"
"86","AT1G06423"
"87","AT1G06457"
"88","AT1G06645"
"89","AT1G06667"
"90","AT1G06717"
"91","AT1G06750"
"92","AT1G06753"
"93","AT1G06757"
"94","AT1G06773"
"95","AT1G06837"
"96","AT1G06970"
"97","AT1G06977"
"98","AT1G07060"
"99","AT1G07287"
"100","AT1G07430"
"101","AT1G07477"
"102","AT1G07563"
"103","AT1G07653"
"104","AT1G07663"
"105","AT1G07690"
"106","AT1G07697"
"107","AT1G07703"
"108","AT1G07823"
"109","AT1G07853"
"110","AT1G07877"
"111","AT1G07880"
"112","AT1G07900"
"113","AT1G07943"
"114","AT1G08073"
"115","AT1G08090"
"116","AT1G08097"
"117","AT1G08115"
"118","AT1G08120"
"119","AT1G08287"
"120","AT1G08323"
"121","AT1G08440"
"122","AT1G08547"
"123","AT1G08557"
"124","AT1G08633"
"125","AT1G08667"
"126","AT1G08697"
"127","AT1G08707"
"128","AT1G08713"
"129","AT1G08823"
"130","AT1G08827"
"131","AT1G08860"
"132","AT1G08867"
"133","AT1G08937"
"134","AT1G09063"
"135","AT1G09067"
"136","AT1G09127"
"137","AT1G09157"
"138","AT1G09167"
"139","AT1G09176"
"140","AT1G09180"
"141","AT1G09233"
"142","AT1G09253"
"143","AT1G09257"
"144","AT1G09260"
"145","AT1G09267"
"146","AT1G09287"
"147","AT1G09323"
"148","AT1G09400"
"149","AT1G09421"
"150","AT1G09423"
"151","AT1G09427"
"152","AT1G09433"
"153","AT1G09447"
"154","AT1G09453"
"155","AT1G09463"
"156","AT1G09467"
"157","AT1G09527"
"158","AT1G09537"
"159","AT1G09557"
"160","AT1G09720"
"161","AT1G09753"
"162","AT1G09757"
"163","AT1G09793"
"164","AT1G09803"
"165","AT1G09823"
"166","AT1G09843"
"167","AT1G09897"
"168","AT1G09907"
"169","AT1G10588"
"170","AT1G10770"
"171","AT1G11112"
"172","AT1G11362"
"173","AT1G11460"
"174","AT1G11572"
"175","AT1G11590"
"176","AT1G11600"
"177","AT1G11920"
"178","AT1G12070"
"179","AT1G12340"
"180","AT1G12663"
"181","AT1G12900"
"182","AT1G13143"
"183","AT1G13608"
"184","AT1G14071"
"185","AT1G14440"
"186","AT1G14686"
"187","AT1G14960"
"188","AT1G15125"
"189","AT1G15260"
"190","AT1G16025"
"191","AT1G16230"
"192","AT1G16380"
"193","AT1G16530"
"194","AT1G16705"
"195","AT1G16770"
"196","AT1G16910"
"197","AT1G17030"
"198","AT1G17380"
"199","AT1G17810"
"200","AT1G17990"
"201","AT1G18197"
"202","AT1G18400"
"203","AT1G18879"
"204","AT1G18990"
"205","AT1G19160"
"206","AT1G19210"
"207","AT1G19373"
"208","AT1G19550"
"209","AT1G20015"
"210","AT1G20020"
"211","AT1G20080"
"212","AT1G20130"
"213","AT1G20310"
"214","AT1G20870"
"215","AT1G20925"
"216","AT1G21810"
"217","AT1G21990"
"218","AT1G22000"
"219","AT1G22160"
"220","AT1G22260"
"221","AT1G22480"
"222","AT1G23110"
"223","AT1G23210"
"224","AT1G23540"
"225","AT1G23965"
"226","AT1G23995"
"227","AT1G24000"
"228","AT1G24270"
"229","AT1G24420"
"230","AT1G24485"
"231","AT1G24545"
"232","AT1G24570"
"233","AT1G24577"
"234","AT1G24807"
"235","AT1G25055"
"236","AT1G25330"
"237","AT1G25422"
"238","AT1G25440"
"239","AT1G26230"
"240","AT1G26500"
"241","AT1G26540"
"242","AT1G26710"
"243","AT1G26770"
"244","AT1G27080"
"245","AT1G27610"
"246","AT1G28265"
"247","AT1G28270"
"248","AT1G28327"
"249","AT1G28450"
"250","AT1G28570"
"251","AT1G28610"
"252","AT1G28690"
"253","AT1G29395"
"254","AT1G29420"
"255","AT1G29500"
"256","AT1G29670"
"257","AT1G29920"
"258","AT1G30210"
"259","AT1G30455"
"260","AT1G30560"
"261","AT1G30740"
"262","AT1G31243"
"263","AT1G31430"
"264","AT1G32510"
"265","AT1G32540"
"266","AT1G32710"
"267","AT1G32713"
"268","AT1G32850"
"269","AT1G33100"
"270","AT1G33320"
"271","AT1G33600"
"272","AT1G33870"
"273","AT1G34140"
"274","AT1G34500"
"275","AT1G35310"
"276","AT1G35515"
"277","AT1G35625"
