"","phyD_FLT_c1.which.mclass....6...1."
"1","AT1G01030"
"2","AT1G01040"
"3","AT1G01060"
"4","AT1G01080"
"5","AT1G01180"
"6","AT1G01220"
"7","AT1G01225"
"8","AT1G01320"
"9","AT1G01430"
"10","AT1G01440"
"11","AT1G01450"
"12","AT1G01500"
"13","AT1G01690"
"14","AT1G01710"
"15","AT1G01760"
"16","AT1G01790"
"17","AT1G01830"
"18","AT1G01860"
"19","AT1G01930"
"20","AT1G01950"
"21","AT1G01970"
"22","AT1G02020"
"23","AT1G02050"
"24","AT1G02060"
"25","AT1G02180"
"26","AT1G02230"
"27","AT1G02270"
"28","AT1G02290"
"29","AT1G02300"
"30","AT1G02340"
"31","AT1G02370"
"32","AT1G02440"
"33","AT1G02475"
"34","AT1G02640"
"35","AT1G02730"
"36","AT1G02810"
"37","AT1G02910"
"38","AT1G02950"
"39","AT1G02970"
"40","AT1G03000"
"41","AT1G03010"
"42","AT1G03100"
"43","AT1G03130"
"44","AT1G03160"
"45","AT1G03180"
"46","AT1G03190"
"47","AT1G03270"
"48","AT1G03400"
"49","AT1G03440"
"50","AT1G03470"
"51","AT1G03520"
"52","AT1G03550"
"53","AT1G03560"
"54","AT1G03650"
"55","AT1G03660"
"56","AT1G03750"
"57","AT1G03760"
"58","AT1G03770"
"59","AT1G03830"
"60","AT1G03905"
"61","AT1G03930"
"62","AT1G03950"
"63","AT1G03960"
"64","AT1G04010"
"65","AT1G04053"
"66","AT1G04130"
"67","AT1G04220"
"68","AT1G04240"
"69","AT1G04295"
"70","AT1G04310"
"71","AT1G04353"
"72","AT1G04360"
"73","AT1G04390"
"74","AT1G04420"
"75","AT1G04463"
"76","AT1G04555"
"77","AT1G04635"
"78","AT1G04640"
"79","AT1G04647"
"80","AT1G04710"
"81","AT1G04730"
"82","AT1G04760"
"83","AT1G04773"
"84","AT1G04803"
"85","AT1G04833"
"86","AT1G04837"
"87","AT1G04930"
"88","AT1G04977"
"89","AT1G05000"
"90","AT1G05090"
"91","AT1G05140"
"92","AT1G05183"
"93","AT1G05187"
"94","AT1G05280"
"95","AT1G05320"
"96","AT1G05385"
"97","AT1G05460"
"98","AT1G05467"
"99","AT1G05523"
"100","AT1G05553"
"101","AT1G05557"
"102","AT1G05630"
"103","AT1G05670"
"104","AT1G05687"
"105","AT1G05750"
"106","AT1G05760"
"107","AT1G05767"
"108","AT1G05790"
"109","AT1G05835"
"110","AT1G05837"
"111","AT1G05900"
"112","AT1G06000"
"113","AT1G06050"
"114","AT1G06225"
"115","AT1G06240"
"116","AT1G06270"
"117","AT1G06380"
"118","AT1G06420"
"119","AT1G06473"
"120","AT1G06475"
"121","AT1G06490"
"122","AT1G06500"
"123","AT1G06590"
"124","AT1G06650"
"125","AT1G06730"
"126","AT1G06787"
"127","AT1G06800"
"128","AT1G06820"
"129","AT1G06910"
"130","AT1G06990"
"131","AT1G07090"
"132","AT1G07130"
"133","AT1G07280"
"134","AT1G07300"
"135","AT1G07367"
"136","AT1G07373"
"137","AT1G07380"
"138","AT1G07410"
"139","AT1G07560"
"140","AT1G07620"
