"","col_c1.which.mclass....5...1."
"1247","AT4G30460"
"1248","AT4G30530"
"1249","AT4G30550"
"1250","AT4G30600"
"1251","AT4G30650"
"1252","AT4G30750"
"1253","AT4G30760"
"1254","AT4G30920"
"1255","AT4G30930"
"1256","AT4G30950"
"1257","AT4G31130"
"1258","AT4G31460"
"1259","AT4G31470"
"1260","AT4G31480"
"1261","AT4G31550"
"1262","AT4G31580"
"1263","AT4G31810"
"1264","AT4G31880"
"1265","AT4G31990"
"1266","AT4G32060"
"1267","AT4G32240"
"1268","AT4G32330"
"1269","AT4G32390"
"1270","AT4G32410"
"1271","AT4G32460"
"1272","AT4G32610"
"1273","AT4G32720"
"1274","AT4G32930"
"1275","AT4G33150"
"1276","AT4G33260"
"1277","AT4G33270"
"1278","AT4G33360"
"1279","AT4G33380"
"1280","AT4G33420"
"1281","AT4G33680"
"1282","AT4G33740"
"1283","AT4G33780"
"1284","AT4G33960"
"1285","AT4G34135"
"1286","AT4G34150"
"1287","AT4G34270"
"1288","AT4G34350"
"1289","AT4G34412"
"1290","AT4G34620"
"1291","AT4G34970"
"1292","AT4G35000"
"1293","AT4G35080"
"1294","AT4G35260"
"1295","AT4G35350"
"1296","AT4G35450"
"1297","AT4G35785"
"1298","AT4G35920"
"1299","AT4G35980"
"1300","AT4G36410"
"1301","AT4G36420"
"1302","AT4G36430"
"1303","AT4G36500"
"1304","AT4G36690"
"1305","AT4G36750"
"1306","AT4G36760"
"1307","AT4G36780"
"1308","AT4G36930"
"1309","AT4G37010"
"1310","AT4G37410"
"1311","AT4G37540"
"1312","AT4G37590"
"1313","AT4G38060"
"1314","AT4G38080"
"1315","AT4G38220"
"1316","AT4G38430"
"1317","AT4G38460"
"1318","AT4G38540"
"1319","AT4G38630"
"1320","AT4G38660"
"1321","AT4G38790"
"1322","AT4G38932"
"1323","AT4G39080"
"1324","AT4G39100"
"1325","AT4G39220"
"1326","AT4G39300"
"1327","AT4G39660"
"1328","AT4G39670"
"1329","AT4G39680"
"1330","AT4G39730"
"1331","AT4G39780"
"1332","AT4G39800"
"1333","AT4G39900"
"1334","AT4G39910"
"1335","AT4G39950"
"1336","AT4G39980"
"1337","AT4G40060"
"1338","AT4G40090"
"1339","AT5G01010"
"1340","AT5G01160"
"1341","AT5G01815"
"1342","AT5G01890"
"1343","AT5G02050"
"1344","AT5G02502"
"1345","AT5G02740"
"1346","AT5G02840"
"1347","AT5G03290"
"1348","AT5G03455"
"1349","AT5G03520"
"1350","AT5G03660"
"1351","AT5G03740"
"1352","AT5G03860"
"1353","AT5G04905"
"1354","AT5G05080"
"1355","AT5G05170"
"1356","AT5G05210"
"1357","AT5G05360"
"1358","AT5G05410"
"1359","AT5G05500"
"1360","AT5G05610"
"1361","AT5G05670"
"1362","AT5G05890"
"1363","AT5G05950"
"1364","AT5G05960"
"1365","AT5G06140"
"1366","AT5G06150"
"1367","AT5G06370"
"1368","AT5G06660"
"1369","AT5G07010"
"1370","AT5G07110"
"1371","AT5G07220"
"1372","AT5G07350"
"1373","AT5G07460"
"1374","AT5G07860"
"1375","AT5G07870"
"1376","AT5G08040"
"1377","AT5G08100"
"1378","AT5G08130"
"1379","AT5G08160"
"1380","AT5G08240"
"1381","AT5G08300"
"1382","AT5G08420"
"1383","AT5G08450"
"1384","AT5G08570"
"1385","AT5G08590"
"1386","AT5G08620"
"1387","AT5G09310"
"1388","AT5G09595"
"1389","AT5G09600"
"1390","AT5G09830"
"1391","AT5G09978"
"1392","AT5G09980"
"1393","AT5G10130"
"1394","AT5G10160"
"1395","AT5G10350"
"1396","AT5G10390"
"1397","AT5G10480"
"1398","AT5G10510"
"1399","AT5G10540"
"1400","AT5G10550"
"1401","AT5G10695"
"1402","AT5G10830"
"1403","AT5G10840"
"1404","AT5G11090"
"1405","AT5G11280"
"1406","AT5G11340"
"1407","AT5G11520"
"1408","AT5G11560"
"1409","AT5G11680"
"1410","AT5G11880"
"1411","AT5G11970"
"1412","AT5G12210"
"1413","AT5G12240"
"1414","AT5G12410"
"1415","AT5G12480"
"1416","AT5G12880"
"1417","AT5G12940"
"1418","AT5G13000"
"1419","AT5G13010"
"1420","AT5G13180"
"1421","AT5G13190"
"1422","AT5G13280"
"1423","AT5G13330"
"1424","AT5G13560"
"1425","AT5G13840"
"1426","AT5G13910"
"1427","AT5G14000"
"1428","AT5G14360"
"1429","AT5G14430"
"1430","AT5G14440"
"1431","AT5G14730"
"1432","AT5G14920"
"1433","AT5G15130"
"1434","AT5G15180"
"1435","AT5G15220"
"1436","AT5G15265"
"1437","AT5G15490"
"1438","AT5G15520"
"1439","AT5G15750"
"1440","AT5G15810"
"1441","AT5G16060"
"1442","AT5G16150"
"1443","AT5G16370"
"1444","AT5G16510"
"1445","AT5G16660"
"1446","AT5G16730"
"1447","AT5G16830"
"1448","AT5G16840"
"1449","AT5G17290"
"1450","AT5G17380"
"1451","AT5G17460"
"1452","AT5G17560"
"1453","AT5G17610"
"1454","AT5G17630"
"1455","AT5G17710"
"1456","AT5G18110"
"1457","AT5G18130"
"1458","AT5G18140"
"1459","AT5G18150"
"1460","AT5G18170"
"1461","AT5G18480"
"1462","AT5G18580"
"1463","AT5G18650"
"1464","AT5G18790"
"1465","AT5G18900"
"1466","AT5G19120"
"1467","AT5G19250"
"1468","AT5G19350"
"1469","AT5G19530"
"1470","AT5G19890"
"1471","AT5G20060"
"1472","AT5G20080"
"1473","AT5G20165"
"1474","AT5G20180"
"1475","AT5G20250"
"1476","AT5G20520"
"1477","AT5G20570"
"1478","AT5G20700"
"1479","AT5G20900"
"1480","AT5G20960"
"1481","AT5G21160"
"1482","AT5G21170"
"1483","AT5G22000"
"1484","AT5G22060"
"1485","AT5G22080"
"1486","AT5G22140"
"1487","AT5G22360"
"1488","AT5G22555"
"1489","AT5G22630"
"1490","AT5G23040"
"1491","AT5G23140"
"1492","AT5G23290"
"1493","AT5G23380"
"1494","AT5G23395"
"1495","AT5G23450"
"1496","AT5G23535"
"1497","AT5G23575"
"1498","AT5G23660"
"1499","AT5G23670"
"1500","AT5G23820"
"1501","AT5G23860"
"1502","AT5G24030"
"1503","AT5G24090"
"1504","AT5G24610"
"1505","AT5G24690"
"1506","AT5G24735"
"1507","AT5G24760"
"1508","AT5G24890"
"1509","AT5G25265"
"1510","AT5G25540"
"1511","AT5G25754"
"1512","AT5G25770"
"1513","AT5G25940"
"1514","AT5G26710"
"1515","AT5G26751"
"1516","AT5G26780"
"1517","AT5G26830"
"1518","AT5G26850"
"1519","AT5G27450"
"1520","AT5G27520"
"1521","AT5G27640"
"1522","AT5G27720"
"1523","AT5G27760"
"1524","AT5G28020"
"1525","AT5G28919"
"1526","AT5G32440"
"1527","AT5G32450"
"1528","AT5G35080"
"1529","AT5G35200"
"1530","AT5G35630"
"1531","AT5G35680"
"1532","AT5G35730"
"1533","AT5G35940"
"1534","AT5G36880"
"1535","AT5G37475"
"1536","AT5G37740"
"1537","AT5G37770"
"1538","AT5G38110"
"1539","AT5G38200"
"1540","AT5G38470"
"1541","AT5G38630"
"1542","AT5G38650"
"1543","AT5G38830"
"1544","AT5G38940"
"1545","AT5G39340"
"1546","AT5G39510"
"1547","AT5G39850"
"1548","AT5G40190"
"1549","AT5G40580"
"1550","AT5G40660"
"1551","AT5G40670"
"1552","AT5G40760"
"1553","AT5G40770"
"1554","AT5G40850"
"1555","AT5G41210"
"1556","AT5G41290"
"1557","AT5G41560"
"1558","AT5G41670"
"1559","AT5G41680"
"1560","AT5G42000"
"1561","AT5G42050"
"1562","AT5G42100"
"1563","AT5G42180"
"1564","AT5G42420"
"1565","AT5G42570"
"1566","AT5G42820"
"1567","AT5G42960"
"1568","AT5G42990"
"1569","AT5G43060"
"1570","AT5G43150"
"1571","AT5G43180"
"1572","AT5G43350"
"1573","AT5G43520"
"1574","AT5G43700"
"1575","AT5G44200"
"1576","AT5G44460"
"1577","AT5G44582"
"1578","AT5G44610"
"1579","AT5G44710"
"1580","AT5G44790"
"1581","AT5G44920"
"1582","AT5G45010"
"1583","AT5G45280"
"1584","AT5G45350"
"1585","AT5G45410"
"1586","AT5G45472"
"1587","AT5G45490"
"1588","AT5G45500"
"1589","AT5G46250"
"1590","AT5G46630"
"1591","AT5G46750"
"1592","AT5G46780"
"1593","AT5G46840"
"1594","AT5G47120"
"1595","AT5G47310"
"1596","AT5G47320"
"1597","AT5G47430"
"1598","AT5G47435"
"1599","AT5G47500"
"1600","AT5G47690"
"1601","AT5G47750"
"1602","AT5G47780"
"1603","AT5G48160"
"1604","AT5G48335"
"1605","AT5G48385"
"1606","AT5G48480"
"1607","AT5G48655"
"1608","AT5G48657"
"1609","AT5G48870"
"1610","AT5G48940"
"1611","AT5G49210"
"1612","AT5G49400"
"1613","AT5G49450"
"1614","AT5G49460"
"1615","AT5G49480"
"1616","AT5G49540"
"1617","AT5G50000"
"1618","AT5G50560"
"1619","AT5G50580"
"1620","AT5G50660"
"1621","AT5G50680"
"1622","AT5G50870"
"1623","AT5G50920"
"1624","AT5G51040"
"1625","AT5G51120"
"1626","AT5G51300"
"1627","AT5G51880"
"1628","AT5G51970"
"1629","AT5G52040"
"1630","AT5G52200"
"1631","AT5G52370"
"1632","AT5G52720"
"1633","AT5G52820"
"1634","AT5G53160"
"1635","AT5G53310"
"1636","AT5G53400"
"1637","AT5G53450"
"1638","AT5G53900"
"1639","AT5G54145"
"1640","AT5G54160"
"1641","AT5G54310"
"1642","AT5G54490"
"1643","AT5G54540"
"1644","AT5G54580"
"1645","AT5G54640"
"1646","AT5G54750"
"1647","AT5G54940"
"1648","AT5G54970"
"1649","AT5G55070"
"1650","AT5G55125"
"1651","AT5G55140"
"1652","AT5G55300"
"1653","AT5G55610"
"1654","AT5G55660"
"1655","AT5G55910"
"1656","AT5G56040"
"1657","AT5G56360"
"1658","AT5G56530"
"1659","AT5G56550"
"1660","AT5G56680"
"1661","AT5G56760"
"1662","AT5G56870"
"1663","AT5G56940"
"1664","AT5G56980"
"1665","AT5G57020"
"1666","AT5G57090"
"1667","AT5G57330"
"1668","AT5G57340"
"1669","AT5G57440"
"1670","AT5G57490"
"1671","AT5G57560"
"1672","AT5G57625"
"1673","AT5G57660"
"1674","AT5G57870"
"1675","AT5G58030"
"1676","AT5G58070"
"1677","AT5G58220"
"1678","AT5G58240"
"1679","AT5G58590"
"1680","AT5G58640"
"1681","AT5G58650"
"1682","AT5G58740"
"1683","AT5G58990"
"1684","AT5G59140"
"1685","AT5G59150"
"1686","AT5G59160"
"1687","AT5G59420"
"1688","AT5G59770"
"1689","AT5G59820"
"1690","AT5G59890"
"1691","AT5G59950"
"1692","AT5G60160"
"1693","AT5G60460"
"1694","AT5G60620"
"1695","AT5G60680"
"1696","AT5G60920"
"1697","AT5G60980"
"1698","AT5G61230"
"1699","AT5G61240"
"1700","AT5G61310"
"1701","AT5G61440"
"1702","AT5G61780"
"1703","AT5G61790"
"1704","AT5G62165"
"1705","AT5G62440"
"1706","AT5G62575"
"1707","AT5G62900"
"1708","AT5G63030"
"1709","AT5G63190"
"1710","AT5G63370"
"1711","AT5G63510"
"1712","AT5G63620"
"1713","AT5G63660"
"1714","AT5G63670"
"1715","AT5G64160"
"1716","AT5G64200"
"1717","AT5G64500"
"1718","AT5G64740"
"1719","AT5G64960"
"1720","AT5G65050"
"1721","AT5G65110"
"1722","AT5G65360"
"1723","AT5G65480"
"1724","AT5G65700"
"1725","AT5G65810"
"1726","AT5G65925"
"1727","AT5G65960"
"1728","AT5G66040"
"1729","AT5G66070"
"1730","AT5G66140"
"1731","AT5G66240"
"1732","AT5G66280"
"1733","AT5G66390"
"1734","AT5G66690"
"1735","AT5G66860"
"1736","AT5G66920"
"1737","AT5G67260"
"1738","AT5G67300"
"1739","AT5G67320"
"1740","AT5G67488"
"1741","AT5G67490"
"1742","AT5G67560"
"1743","ATCG00170"
"1744","ATCG00500"
"1745","ATCG00740"
"1746","ATCG00830"
"1747","ATCG01210"
"1748","ATCG01280"
"1749","ATCG01310"
"1750","ATMG00830"
"1751","ATMG01190"
