"","col_c1.which.mclass....9...1."
"1219","AT2G39910"
"1220","AT2G40120"
"1221","AT2G40240"
"1222","AT2G40300"
"1223","AT2G40610"
"1224","AT2G40690"
"1225","AT2G40770"
"1226","AT2G40810"
"1227","AT2G40880"
"1228","AT2G41040"
"1229","AT2G41080"
"1230","AT2G41178"
"1231","AT2G41190"
"1232","AT2G41300"
"1233","AT2G41450"
"1234","AT2G41505"
"1235","AT2G41610"
"1236","AT2G41720"
"1237","AT2G41830"
"1238","AT2G41990"
"1239","AT2G42010"
"1240","AT2G42247"
"1241","AT2G42250"
"1242","AT2G42270"
"1243","AT2G42290"
"1244","AT2G42320"
"1245","AT2G42380"
"1246","AT2G42395"
"1247","AT2G42485"
"1248","AT2G42530"
"1249","AT2G42640"
"1250","AT2G42720"
"1251","AT2G42730"
"1252","AT2G42870"
"1253","AT2G42920"
"1254","AT2G42975"
"1255","AT2G43050"
"1256","AT2G43120"
"1257","AT2G43200"
"1258","AT2G43310"
"1259","AT2G43375"
"1260","AT2G43445"
"1261","AT2G43465"
"1262","AT2G43510"
"1263","AT2G43560"
"1264","AT2G43600"
"1265","AT2G43620"
"1266","AT2G43840"
"1267","AT2G43880"
"1268","AT2G43900"
"1269","AT2G43990"
"1270","AT2G44000"
"1271","AT2G44280"
"1272","AT2G44460"
"1273","AT2G44578"
"1274","AT2G44600"
"1275","AT2G44630"
"1276","AT2G44690"
"1277","AT2G44798"
"1278","AT2G44900"
"1279","AT2G44940"
"1280","AT2G45023"
"1281","AT2G45040"
"1282","AT2G45100"
"1283","AT2G45150"
"1284","AT2G45270"
"1285","AT2G45480"
"1286","AT2G45750"
"1287","AT2G45770"
"1288","AT2G45870"
"1289","AT2G45970"
"1290","AT2G46160"
"1291","AT2G46192"
"1292","AT2G46310"
"1293","AT2G46430"
"1294","AT2G46510"
"1295","AT2G46535"
"1296","AT2G46570"
"1297","AT2G46572"
"1298","AT2G46610"
"1299","AT2G46760"
"1300","AT2G46790"
"1301","AT2G46820"
"1302","AT2G46910"
"1303","AT2G46970"
"1304","AT2G47015"
"1305","AT2G47300"
"1306","AT2G47310"
"1307","AT2G47480"
"1308","AT2G47560"
"1309","AT2G47670"
"1310","AT2G47680"
"1311","AT2G47800"
"1312","AT2G47910"
"1313","AT2G47920"
"1314","AT2G48075"
"1315","AT2G48110"
"1316","AT3G01142"
"1317","AT3G01210"
"1318","AT3G01295"
"1319","AT3G01430"
"1320","AT3G01475"
"1321","AT3G01480"
"1322","AT3G01510"
"1323","AT3G01545"
"1324","AT3G01670"
"1325","AT3G01680"
"1326","AT3G01710"
"1327","AT3G01750"
"1328","AT3G01830"
"1329","AT3G01900"
"1330","AT3G01920"
"1331","AT3G02020"
"1332","AT3G02060"
"1333","AT3G02130"
"1334","AT3G02160"
"1335","AT3G02215"
"1336","AT3G02380"
"1337","AT3G02505"
"1338","AT3G02510"
"1339","AT3G02535"
"1340","AT3G02610"
"1341","AT3G02620"
"1342","AT3G02680"
"1343","AT3G02830"
"1344","AT3G02832"
"1345","AT3G02840"
"1346","AT3G02930"
"1347","AT3G03020"
"1348","AT3G03090"
"1349","AT3G03200"
"1350","AT3G03215"
"1351","AT3G03240"
"1352","AT3G03360"
"1353","AT3G03460"
"1354","AT3G03495"
"1355","AT3G03505"
"1356","AT3G03535"
"1357","AT3G03650"
"1358","AT3G03702"
"1359","AT3G04060"
"1360","AT3G04070"
"1361","AT3G04110"
"1362","AT3G04130"
"1363","AT3G04160"
"1364","AT3G04260"
"1365","AT3G04310"
"1366","AT3G04330"
"1367","AT3G04440"
"1368","AT3G04443"
"1369","AT3G04485"
"1370","AT3G04550"
"1371","AT3G04620"
"1372","AT3G04650"
"1373","AT3G04854"
"1374","AT3G04860"
"1375","AT3G05015"
"1376","AT3G05140"
"1377","AT3G05160"
"1378","AT3G05190"
"1379","AT3G05320"
"1380","AT3G05360"
"1381","AT3G05410"
"1382","AT3G05550"
"1383","AT3G05640"
"1384","AT3G05740"
"1385","AT3G05750"
"1386","AT3G05800"
"1387","AT3G05930"
"1388","AT3G05936"
"1389","AT3G05945"
"1390","AT3G05980"
"1391","AT3G06020"
"1392","AT3G06150"
"1393","AT3G06360"
"1394","AT3G06370"
"1395","AT3G06455"
"1396","AT3G06460"
"1397","AT3G06480"
"1398","AT3G06600"
"1399","AT3G06690"
"1400","AT3G06830"
"1401","AT3G06910"
"1402","AT3G06920"
"1403","AT3G06950"
"1404","AT3G06980"
"1405","AT3G07070"
"1406","AT3G07290"
"1407","AT3G07375"
"1408","AT3G07425"
"1409","AT3G07500"
"1410","AT3G07530"
"1411","AT3G07540"
"1412","AT3G07615"
"1413","AT3G07670"
"1414","AT3G07700"
"1415","AT3G07875"
"1416","AT3G07900"
"1417","AT3G07930"
"1418","AT3G07960"
"1419","AT3G07980"
"1420","AT3G08000"
"1421","AT3G08020"
"1422","AT3G08225"
"1423","AT3G08490"
"1424","AT3G08505"
"1425","AT3G08785"
"1426","AT3G08800"
"1427","AT3G08920"
"1428","AT3G08990"
"1429","AT3G09010"
"1430","AT3G09020"
"1431","AT3G09050"
"1432","AT3G09430"
"1433","AT3G09480"
"1434","AT3G09580"
"1435","AT3G09650"
"1436","AT3G09660"
"1437","AT3G09680"
"1438","AT3G09710"
"1439","AT3G09745"
"1440","AT3G09780"
"1441","AT3G09895"
"1442","AT3G09910"
"1443","AT3G09960"
"1444","AT3G10040"
"1445","AT3G10070"
"1446","AT3G10120"
"1447","AT3G10180"
"1448","AT3G10320"
"1449","AT3G10440"
"1450","AT3G10527"
"1451","AT3G10710"
"1452","AT3G10820"
"1453","AT3G10960"
"1454","AT3G11040"
"1455","AT3G11390"
"1456","AT3G11440"
"1457","AT3G11570"
"1458","AT3G11591"
"1459","AT3G11640"
"1460","AT3G11745"
"1461","AT3G11840"
"1462","AT3G11850"
"1463","AT3G11950"
"1464","AT3G12060"
"1465","AT3G12145"
"1466","AT3G12320"
"1467","AT3G12510"
"1468","AT3G12520"
"1469","AT3G12540"
"1470","AT3G12690"
"1471","AT3G12770"
"1472","AT3G12820"
"1473","AT3G13061"
"1474","AT3G13090"
"1475","AT3G13170"
"1476","AT3G13380"
"1477","AT3G13420"
"1478","AT3G13590"
"1479","AT3G13682"
"1480","AT3G13782"
"1481","AT3G13950"
"1482","AT3G13980"
"1483","AT3G14020"
"1484","AT3G14070"
"1485","AT3G14160"
"1486","AT3G14170"
"1487","AT3G14185"
"1488","AT3G14330"
"1489","AT3G14340"
"1490","AT3G14470"
"1491","AT3G14550"
"1492","AT3G14570"
"1493","AT3G14580"
"1494","AT3G14650"
"1495","AT3G14770"
"1496","AT3G14900"
"1497","AT3G15030"
"1498","AT3G15110"
"1499","AT3G15250"
"1500","AT3G15354"
"1501","AT3G15356"
"1502","AT3G15440"
"1503","AT3G15518"
"1504","AT3G15540"
"1505","AT3G15570"
"1506","AT3G15620"
"1507","AT3G15650"
"1508","AT3G15720"
"1509","AT3G15890"
"1510","AT3G15900"
"1511","AT3G15990"
"1512","AT3G16000"
"1513","AT3G16170"
"1514","AT3G16280"
"1515","AT3G16300"
"1516","AT3G16320"
"1517","AT3G16560"
"1518","AT3G16750"
"1519","AT3G16860"
"1520","AT3G16890"
"1521","AT3G17030"
"1522","AT3G17460"
"1523","AT3G17470"
"1524","AT3G17640"
"1525","AT3G17690"
"1526","AT3G17710"
"1527","AT3G17730"
"1528","AT3G17920"
"1529","AT3G18050"
"1530","AT3G18080"
"1531","AT3G18090"
"1532","AT3G18100"
"1533","AT3G18110"
"1534","AT3G18170"
"1535","AT3G18310"
"1536","AT3G18400"
"1537","AT3G18535"
"1538","AT3G18660"
"1539","AT3G18670"
"1540","AT3G18730"
"1541","AT3G18770"
"1542","AT3G18850"
"1543","AT3G18880"
"1544","AT3G18900"
"1545","AT3G18930"
"1546","AT3G18970"
"1547","AT3G19250"
"1548","AT3G19280"
"1549","AT3G19300"
"1550","AT3G19330"
"1551","AT3G19500"
"1552","AT3G19830"
"1553","AT3G19970"
"1554","AT3G20040"
"1555","AT3G20110"
"1556","AT3G20270"
"1557","AT3G20420"
"1558","AT3G20440"
"1559","AT3G20450"
"1560","AT3G20480"
"1561","AT3G20860"
"1562","AT3G20880"
"1563","AT3G20890"
"1564","AT3G20930"
"1565","AT3G20935"
"1566","AT3G21180"
"1567","AT3G21360"
"1568","AT3G21530"
"1569","AT3G21750"
"1570","AT3G22125"
"1571","AT3G22450"
"1572","AT3G22470"
"1573","AT3G22670"
"1574","AT3G22740"
"1575","AT3G22830"
"1576","AT3G22900"
"1577","AT3G22961"
"1578","AT3G23210"
"1579","AT3G23250"
"1580","AT3G23260"
"1581","AT3G23330"
"1582","AT3G23370"
"1583","AT3G23410"
"1584","AT3G23530"
"1585","AT3G23610"
"1586","AT3G23790"
"1587","AT3G24150"
"1588","AT3G24190"
"1589","AT3G24255"
"1590","AT3G24360"
"1591","AT3G24430"
"1592","AT3G24460"
"1593","AT3G24463"
"1594","AT3G24480"
"1595","AT3G24495"
"1596","AT3G24560"
"1597","AT3G24575"
"1598","AT3G24982"
"1599","AT3G25030"
"1600","AT3G25410"
"1601","AT3G25480"
"1602","AT3G25560"
"1603","AT3G25640"
"1604","AT3G25690"
"1605","AT3G25740"
"1606","AT3G25805"
"1607","AT3G25870"
"1608","AT3G25882"
"1609","AT3G25970"
"1610","AT3G26060"
"1611","AT3G26070"
"1612","AT3G26085"
"1613","AT3G26115"
"1614","AT3G26300"
"1615","AT3G26400"
"1616","AT3G26540"
"1617","AT3G26782"
"1618","AT3G27120"
"1619","AT3G27170"
"1620","AT3G27270"
"1621","AT3G27290"
"1622","AT3G27480"
"1623","AT3G27490"
"1624","AT3G27540"
"1625","AT3G27630"
"1626","AT3G27670"
"1627","AT3G27940"
"1628","AT3G28040"
"1629","AT3G28100"
"1630","AT3G28210"
"1631","AT3G28460"
"1632","AT3G28640"
"1633","AT3G28650"
"1634","AT3G28660"
"1635","AT3G28760"
"1636","AT3G28850"
"1637","AT3G28930"
"1638","AT3G29230"
"1639","AT3G29290"
"1640","AT3G29300"
"1641","AT3G29330"
"1642","AT3G30841"
"1643","AT3G32030"
"1644","AT3G42640"
"1645","AT3G42860"
"1646","AT3G43190"
"1647","AT3G43580"
"1648","AT3G43890"
"1649","AT3G43920"
"1650","AT3G43960"
"1651","AT3G44006"
"1652","AT3G44120"
"1653","AT3G44326"
"1654","AT3G44510"
"1655","AT3G44530"
"1656","AT3G44700"
"1657","AT3G44703"
"1658","AT3G44716"
"1659","AT3G44730"
"1660","AT3G44820"
"1661","AT3G44880"
"1662","AT3G45210"
"1663","AT3G45260"
"1664","AT3G45420"
"1665","AT3G45430"
"1666","AT3G45710"
"1667","AT3G45720"
"1668","AT3G45750"
"1669","AT3G45880"
"1670","AT3G45960"
"1671","AT3G46190"
"1672","AT3G46330"
"1673","AT3G46610"
"1674","AT3G46650"
"1675","AT3G46658"
"1676","AT3G46660"
"1677","AT3G46668"
"1678","AT3G46700"
"1679","AT3G46730"
"1680","AT3G46790"
"1681","AT3G46810"
"1682","AT3G46920"
"1683","AT3G46930"
"1684","AT3G46950"
"1685","AT3G47050"
"1686","AT3G47070"
"1687","AT3G47080"
"1688","AT3G47180"
"1689","AT3G47450"
"1690","AT3G47530"
"1691","AT3G47540"
"1692","AT3G47560"
"1693","AT3G47570"
"1694","AT3G47650"
"1695","AT3G47675"
"1696","AT3G47820"
"1697","AT3G47830"
"1698","AT3G48120"
"1699","AT3G48187"
"1700","AT3G48250"
"1701","AT3G48260"
"1702","AT3G48390"
"1703","AT3G48400"
"1704","AT3G48420"
"1705","AT3G48425"
"1706","AT3G48450"
"1707","AT3G48470"
"1708","AT3G48480"
"1709","AT3G48500"
"1710","AT3G48510"
"1711","AT3G48540"
"1712","AT3G48550"
"1713","AT3G48610"
"1714","AT3G48660"
"1715","AT3G48700"
"1716","AT3G48810"
"1717","AT3G48830"
"1718","AT3G48900"
"1719","AT3G49070"
"1720","AT3G49170"
"1721","AT3G49190"
"1722","AT3G49370"
"1723","AT3G49380"
"1724","AT3G49510"
"1725","AT3G49650"
"1726","AT3G49690"
"1727","AT3G49710"
"1728","AT3G49725"
"1729","AT3G49820"
"1730","AT3G49840"
"1731","AT3G50040"
"1732","AT3G50100"
"1733","AT3G50130"
"1734","AT3G50150"
"1735","AT3G50220"
"1736","AT3G50230"
"1737","AT3G50290"
"1738","AT3G50300"
"1739","AT3G50460"
"1740","AT3G50650"
"1741","AT3G50685"
"1742","AT3G50750"
"1743","AT3G50770"
"1744","AT3G50850"
"1745","AT3G51060"
"1746","AT3G51180"
"1747","AT3G51238"
"1748","AT3G51300"
"1749","AT3G51320"
"1750","AT3G51340"
"1751","AT3G51360"
"1752","AT3G51400"
"1753","AT3G51450"
"1754","AT3G51480"
"1755","AT3G51540"
"1756","AT3G51710"
"1757","AT3G51860"
"1758","AT3G51940"
"1759","AT3G51970"
"1760","AT3G52115"
"1761","AT3G52440"
"1762","AT3G52605"
"1763","AT3G52680"
"1764","AT3G52740"
"1765","AT3G52770"
"1766","AT3G52840"
"1767","AT3G53040"
"1768","AT3G53090"
"1769","AT3G53150"
"1770","AT3G53220"
"1771","AT3G53450"
"1772","AT3G53510"
"1773","AT3G53680"
"1774","AT3G53700"
"1775","AT3G53840"
"1776","AT3G53860"
"1777","AT3G53920"
"1778","AT3G54060"
"1779","AT3G54090"
"1780","AT3G54390"
"1781","AT3G54460"
"1782","AT3G54600"
"1783","AT3G54720"
"1784","AT3G54820"
"1785","AT3G54930"
"1786","AT3G54990"
"1787","AT3G55040"
"1788","AT3G55310"
"1789","AT3G55320"
"1790","AT3G55330"
"1791","AT3G55390"
"1792","AT3G55515"
"1793","AT3G55550"
"1794","AT3G55700"
"1795","AT3G55820"
"1796","AT3G55890"
"1797","AT3G55950"
"1798","AT3G56030"
"1799","AT3G56040"
"1800","AT3G56060"
"1801","AT3G56200"
"1802","AT3G56250"
"1803","AT3G56320"
"1804","AT3G56330"
"1805","AT3G56440"
"1806","AT3G56450"
"1807","AT3G56730"
"1808","AT3G56770"
"1809","AT3G56830"
"1810","AT3G57020"
"1811","AT3G57160"
"1812","AT3G57380"
"1813","AT3G57580"
"1814","AT3G57670"
"1815","AT3G57720"
"1816","AT3G57730"
"1817","AT3G57740"
"1818","AT3G57760"
"1819","AT3G57830"
"1820","AT3G57920"
"1821","AT3G57965"
"1822","AT3G58090"
"1823","AT3G58270"
"1824","AT3G58380"
"1825","AT3G58520"
"1826","AT3G58540"
"1827","AT3G58690"
"1828","AT3G58720"
"1829","AT3G58790"
"1830","AT3G58820"
"1831","AT3G58850"
"1832","AT3G58875"
"1833","AT3G58940"
"1834","AT3G59120"
"1835","AT3G59200"
"1836","AT3G59330"
"1837","AT3G59420"
"1838","AT3G59550"
"1839","AT3G59570"
"1840","AT3G59780"
"1841","AT3G60070"
"1842","AT3G60160"
"1843","AT3G60220"
"1844","AT3G60310"
"1845","AT3G60330"
"1846","AT3G60400"
"1847","AT3G60510"
"1848","AT3G60540"
"1849","AT3G60840"
"1850","AT3G61150"
"1851","AT3G61160"
"1852","AT3G61210"
"1853","AT3G61320"
"1854","AT3G61360"
"1855","AT3G61380"
"1856","AT3G61410"
"1857","AT3G61750"
"1858","AT3G61760"
"1859","AT3G61898"
"1860","AT3G61930"
"1861","AT3G62000"
"1862","AT3G62050"
"1863","AT3G62090"
"1864","AT3G62100"
"1865","AT3G62150"
"1866","AT3G62540"
"1867","AT3G62690"
"1868","AT3G62780"
"1869","AT3G63110"
"1870","AT3G63350"
"1871","AT3G63380"
"1872","AT3G63440"
"1873","AT3G63445"
"1874","AT3G63480"
"1875","AT3G63510"
"1876","AT4G00030"
"1877","AT4G00040"
"1878","AT4G00070"
"1879","AT4G00220"
"1880","AT4G00360"
"1881","AT4G00380"
"1882","AT4G00650"
"1883","AT4G00690"
"1884","AT4G00750"
"1885","AT4G00770"
"1886","AT4G00850"
"1887","AT4G00883"
"1888","AT4G00900"
"1889","AT4G00940"
"1890","AT4G00955"
"1891","AT4G00980"
"1892","AT4G01020"
"1893","AT4G01030"
"1894","AT4G01037"
"1895","AT4G01110"
"1896","AT4G01270"
"1897","AT4G01460"
"1898","AT4G01533"
"1899","AT4G01540"
"1900","AT4G01550"
"1901","AT4G01575"
"1902","AT4G01670"
"1903","AT4G01720"
"1904","AT4G01800"
"1905","AT4G01840"
"1906","AT4G01883"
"1907","AT4G01925"
"1908","AT4G01935"
"1909","AT4G01995"
"1910","AT4G02005"
"1911","AT4G02260"
"1912","AT4G02360"
"1913","AT4G02390"
"1914","AT4G02410"
"1915","AT4G02485"
"1916","AT4G02660"
"1917","AT4G02710"
"1918","AT4G02750"
"1919","AT4G02900"
"1920","AT4G03010"
"1921","AT4G03230"
"1922","AT4G03250"
"1923","AT4G03330"
"1924","AT4G03340"
"1925","AT4G03400"
"1926","AT4G03440"
"1927","AT4G03460"
"1928","AT4G03470"
"1929","AT4G03585"
"1930","AT4G03600"
"1931","AT4G03895"
"1932","AT4G03905"
"1933","AT4G03940"
"1934","AT4G03965"
"1935","AT4G04180"
"1936","AT4G04220"
"1937","AT4G04221"
"1938","AT4G04350"
"1939","AT4G04435"
"1940","AT4G04670"
"1941","AT4G04790"
"1942","AT4G04880"
"1943","AT4G04960"
"1944","AT4G05180"
"1945","AT4G05210"
"1946","AT4G05525"
"1947","AT4G05631"
"1948","AT4G05775"
"1949","AT4G05815"
"1950","AT4G06135"
"1951","AT4G06340"
"1952","AT4G06395"
"1953","AT4G06410"
"1954","AT4G06534"
"1955","AT4G06598"
"1956","AT4G06685"
"1957","AT4G07260"
"1958","AT4G07400"
"1959","AT4G07455"
"1960","AT4G08040"
"1961","AT4G08425"
"1962","AT4G08480"
"1963","AT4G08940"
"1964","AT4G08985"
"1965","AT4G09012"
"1966","AT4G09100"
"1967","AT4G09170"
"1968","AT4G09490"
"1969","AT4G09685"
"1970","AT4G09770"
"1971","AT4G09815"
"1972","AT4G09940"
"1973","AT4G10000"
"1974","AT4G10270"
"1975","AT4G10340"
"1976","AT4G10390"
"1977","AT4G10400"
"1978","AT4G10420"
"1979","AT4G10550"
"1980","AT4G10560"
"1981","AT4G10630"
"1982","AT4G10720"
"1983","AT4G10770"
"1984","AT4G10960"
"1985","AT4G11050"
"1986","AT4G11070"
"1987","AT4G11130"
"1988","AT4G11140"
"1989","AT4G11211"
"1990","AT4G11300"
"1991","AT4G11330"
"1992","AT4G11370"
"1993","AT4G11440"
"1994","AT4G11530"
"1995","AT4G11550"
"1996","AT4G11780"
"1997","AT4G11960"
"1998","AT4G11990"
"1999","AT4G12000"
"2000","AT4G12030"
"2001","AT4G12120"
"2002","AT4G12240"
"2003","AT4G12270"
"2004","AT4G12540"
"2005","AT4G12555"
"2006","AT4G12740"
"2007","AT4G12980"
"2008","AT4G13100"
"2009","AT4G13110"
"2010","AT4G13130"
"2011","AT4G13320"
"2012","AT4G13550"
"2013","AT4G13750"
"2014","AT4G13770"
"2015","AT4G13870"
"2016","AT4G13890"
"2017","AT4G13918"
"2018","AT4G13920"
"2019","AT4G14050"
"2020","AT4G14070"
"2021","AT4G14103"
"2022","AT4G14180"
"2023","AT4G14190"
"2024","AT4G14365"
"2025","AT4G14370"
"2026","AT4G14380"
"2027","AT4G14590"
"2028","AT4G14630"
"2029","AT4G14840"
"2030","AT4G14850"
"2031","AT4G14870"
"2032","AT4G14890"
"2033","AT4G14940"
"2034","AT4G14970"
"2035","AT4G15070"
"2036","AT4G15230"
"2037","AT4G15233"
"2038","AT4G15270"
"2039","AT4G15310"
"2040","AT4G15350"
"2041","AT4G15370"
"2042","AT4G15380"
"2043","AT4G15430"
"2044","AT4G15500"
"2045","AT4G15510"
"2046","AT4G15530"
"2047","AT4G15730"
"2048","AT4G15820"
"2049","AT4G15890"
"2050","AT4G16000"
"2051","AT4G16008"
"2052","AT4G16146"
"2053","AT4G16162"
"2054","AT4G16350"
"2055","AT4G16470"
"2056","AT4G16770"
"2057","AT4G16807"
"2058","AT4G16890"
"2059","AT4G16920"
"2060","AT4G16957"
"2061","AT4G17360"
"2062","AT4G17483"
"2063","AT4G17540"
"2064","AT4G17550"
"2065","AT4G17670"
"2066","AT4G17740"
"2067","AT4G17750"
"2068","AT4G17760"
"2069","AT4G17895"
"2070","AT4G17905"
"2071","AT4G18010"
"2072","AT4G18020"
"2073","AT4G18170"
"2074","AT4G18197"
"2075","AT4G18205"
"2076","AT4G18270"
"2077","AT4G18300"
"2078","AT4G18335"
"2079","AT4G18425"
"2080","AT4G18470"
"2081","AT4G18490"
"2082","AT4G18501"
"2083","AT4G18520"
"2084","AT4G18550"
"2085","AT4G18596"
"2086","AT4G18630"
"2087","AT4G18770"
"2088","AT4G19060"
"2089","AT4G19130"
"2090","AT4G19370"
"2091","AT4G19500"
"2092","AT4G19510"
"2093","AT4G19650"
"2094","AT4G19870"
"2095","AT4G19890"
"2096","AT4G19920"
"2097","AT4G19950"
"2098","AT4G19960"
"2099","AT4G19985"
"2100","AT4G20040"
"2101","AT4G20060"
"2102","AT4G20140"
"2103","AT4G20230"
"2104","AT4G20240"
"2105","AT4G20310"
"2106","AT4G20740"
"2107","AT4G21060"
"2108","AT4G21065"
"2109","AT4G21070"
"2110","AT4G21170"
"2111","AT4G21180"
"2112","AT4G21190"
"2113","AT4G21220"
"2114","AT4G21230"
"2115","AT4G21300"
"2116","AT4G21320"
"2117","AT4G21350"
"2118","AT4G21390"
"2119","AT4G21500"
"2120","AT4G21585"
"2121","AT4G21590"
"2122","AT4G21700"
"2123","AT4G21820"
"2124","AT4G21865"
"2125","AT4G21880"
"2126","AT4G21890"
"2127","AT4G22110"
"2128","AT4G22160"
"2129","AT4G22214"
"2130","AT4G22217"
"2131","AT4G22280"
"2132","AT4G22610"
"2133","AT4G22640"
"2134","AT4G22690"
"2135","AT4G22710"
"2136","AT4G22758"
"2137","AT4G22760"
"2138","AT4G22770"
"2139","AT4G22900"
"2140","AT4G22920"
"2141","AT4G22970"
"2142","AT4G23190"
"2143","AT4G23493"
"2144","AT4G23880"
"2145","AT4G23890"
"2146","AT4G23920"
"2147","AT4G23950"
"2148","AT4G24030"
"2149","AT4G24040"
"2150","AT4G24080"
"2151","AT4G24175"
"2152","AT4G24250"
"2153","AT4G24320"
"2154","AT4G24670"
"2155","AT4G24810"
"2156","AT4G24910"
"2157","AT4G25150"
"2158","AT4G25220"
"2159","AT4G25290"
"2160","AT4G25300"
"2161","AT4G25350"
"2162","AT4G25380"
"2163","AT4G25410"
"2164","AT4G25707"
"2165","AT4G25760"
"2166","AT4G25800"
"2167","AT4G25910"
"2168","AT4G25940"
"2169","AT4G26270"
"2170","AT4G26288"
"2171","AT4G26370"
"2172","AT4G26680"
"2173","AT4G26770"
"2174","AT4G26795"
"2175","AT4G26880"
"2176","AT4G27030"
"2177","AT4G27240"
"2178","AT4G27250"
"2179","AT4G27340"
"2180","AT4G27370"
"2181","AT4G27390"
"2182","AT4G27460"
"2183","AT4G27480"
"2184","AT4G27520"
"2185","AT4G27590"
"2186","AT4G27630"
"2187","AT4G27657"
"2188","AT4G27660"
"2189","AT4G27700"
"2190","AT4G27710"
"2191","AT4G27845"
"2192","AT4G27850"
"2193","AT4G27852"
"2194","AT4G28010"
"2195","AT4G28080"
"2196","AT4G28150"
"2197","AT4G28162"
"2198","AT4G28320"
"2199","AT4G28430"
"2200","AT4G28500"
"2201","AT4G28590"
"2202","AT4G28790"
"2203","AT4G28890"
"2204","AT4G28950"
"2205","AT4G29340"
"2206","AT4G29420"
"2207","AT4G29540"
"2208","AT4G29560"
"2209","AT4G29610"
"2210","AT4G29700"
"2211","AT4G29750"
"2212","AT4G29920"
"2213","AT4G30000"
"2214","AT4G30090"
"2215","AT4G30110"
"2216","AT4G30430"
"2217","AT4G30470"
"2218","AT4G30700"
"2219","AT4G30825"
"2220","AT4G30845"
"2221","AT4G30870"
"2222","AT4G31050"
"2223","AT4G31060"
"2224","AT4G31240"
"2225","AT4G31248"
"2226","AT4G31250"
"2227","AT4G31270"
"2228","AT4G31370"
"2229","AT4G31390"
"2230","AT4G31398"
"2231","AT4G31440"
"2232","AT4G32190"
"2233","AT4G32208"
"2234","AT4G32295"
"2235","AT4G32300"
"2236","AT4G32450"
"2237","AT4G32670"
"2238","AT4G32700"
"2239","AT4G32780"
"2240","AT4G32790"
"2241","AT4G33000"
"2242","AT4G33170"
"2243","AT4G33180"
"2244","AT4G33330"
"2245","AT4G33470"
"2246","AT4G33490"
"2247","AT4G33500"
"2248","AT4G33730"
"2249","AT4G33905"
"2250","AT4G33950"
"2251","AT4G33990"
"2252","AT4G34090"
"2253","AT4G34139"
"2254","AT4G34345"
"2255","AT4G34420"
"2256","AT4G34580"
"2257","AT4G34610"
"2258","AT4G34740"
"2259","AT4G34880"
"2260","AT4G34950"
"2261","AT4G35250"
"2262","AT4G35380"
"2263","AT4G35540"
"2264","AT4G35590"
"2265","AT4G35660"
"2266","AT4G35740"
"2267","AT4G35840"
"2268","AT4G35985"
"2269","AT4G36000"
"2270","AT4G36052"
"2271","AT4G36120"
"2272","AT4G36150"
"2273","AT4G36160"
"2274","AT4G36240"
"2275","AT4G36470"
"2276","AT4G36515"
"2277","AT4G36530"
"2278","AT4G36550"
"2279","AT4G36580"
"2280","AT4G36610"
"2281","AT4G36710"
"2282","AT4G36830"
"2283","AT4G36840"
"2284","AT4G36880"
"2285","AT4G37000"
"2286","AT4G37030"
"2287","AT4G37170"
"2288","AT4G37220"
"2289","AT4G37225"
"2290","AT4G37235"
"2291","AT4G37240"
"2292","AT4G37320"
"2293","AT4G37340"
"2294","AT4G37370"
"2295","AT4G37380"
"2296","AT4G37390"
"2297","AT4G37445"
"2298","AT4G37670"
"2299","AT4G37895"
"2300","AT4G38020"
"2301","AT4G38050"
"2302","AT4G38330"
"2303","AT4G38380"
"2304","AT4G38410"
"2305","AT4G38650"
"2306","AT4G38690"
"2307","AT4G38730"
"2308","AT4G38910"
"2309","AT4G39030"
"2310","AT4G39190"
"2311","AT4G39210"
"2312","AT4G39235"
"2313","AT4G39320"
"2314","AT4G39470"
"2315","AT4G39580"
"2316","AT4G39600"
"2317","AT4G39620"
"2318","AT4G39700"
"2319","AT4G39740"
"2320","AT4G39810"
"2321","AT5G00820"
"2322","AT5G00990"
"2323","AT5G01050"
"2324","AT5G01095"
"2325","AT5G01100"
"2326","AT5G01110"
"2327","AT5G01170"
"2328","AT5G01190"
"2329","AT5G01330"
"2330","AT5G01360"
"2331","AT5G01420"
"2332","AT5G01445"
"2333","AT5G01510"
"2334","AT5G01630"
"2335","AT5G01640"
"2336","AT5G01645"
"2337","AT5G01700"
"2338","AT5G01740"
"2339","AT5G01770"
"2340","AT5G01775"
"2341","AT5G01780"
"2342","AT5G01895"
"2343","AT5G02000"
"2344","AT5G02030"
"2345","AT5G02060"
"2346","AT5G02065"
"2347","AT5G02070"
"2348","AT5G02095"
"2349","AT5G02105"
"2350","AT5G02140"
"2351","AT5G02190"
"2352","AT5G02195"
"2353","AT5G02220"
"2354","AT5G02320"
"2355","AT5G02360"
"2356","AT5G02400"
"2357","AT5G02430"
"2358","AT5G02460"
"2359","AT5G02490"
"2360","AT5G02520"
"2361","AT5G02670"
"2362","AT5G02680"
"2363","AT5G02710"
"2364","AT5G02780"
"2365","AT5G02830"
"2366","AT5G02860"
"2367","AT5G02890"
"2368","AT5G02895"
"2369","AT5G03110"
"2370","AT5G03190"
"2371","AT5G03355"
"2372","AT5G03406"
"2373","AT5G03545"
"2374","AT5G03550"
"2375","AT5G03553"
"2376","AT5G03585"
"2377","AT5G03668"
"2378","AT5G03780"
"2379","AT5G03800"
"2380","AT5G03890"
"2381","AT5G03985"
"2382","AT5G03990"
"2383","AT5G04050"
