"","col_c1.which.mclass....9...1."
"2384","AT5G04310"
"2385","AT5G04330"
"2386","AT5G04375"
"2387","AT5G04490"
"2388","AT5G04895"
"2389","AT5G04900"
"2390","AT5G04960"
"2391","AT5G04980"
"2392","AT5G05130"
"2393","AT5G05190"
"2394","AT5G05330"
"2395","AT5G05365"
"2396","AT5G05630"
"2397","AT5G05740"
"2398","AT5G05850"
"2399","AT5G05940"
"2400","AT5G06230"
"2401","AT5G06380"
"2402","AT5G06390"
"2403","AT5G06420"
"2404","AT5G06470"
"2405","AT5G06690"
"2406","AT5G06810"
"2407","AT5G06811"
"2408","AT5G06930"
"2409","AT5G07000"
"2410","AT5G07020"
"2411","AT5G07070"
"2412","AT5G07130"
"2413","AT5G07150"
"2414","AT5G07152"
"2415","AT5G07240"
"2416","AT5G07400"
"2417","AT5G07475"
"2418","AT5G07650"
"2419","AT5G07660"
"2420","AT5G07720"
"2421","AT5G07900"
"2422","AT5G08110"
"2423","AT5G08270"
"2424","AT5G08600"
"2425","AT5G08650"
"2426","AT5G08710"
"2427","AT5G08720"
"2428","AT5G08835"
"2429","AT5G08855"
"2430","AT5G09175"
"2431","AT5G09285"
"2432","AT5G09315"
"2433","AT5G09350"
"2434","AT5G09420"
"2435","AT5G09435"
"2436","AT5G09535"
"2437","AT5G09540"
"2438","AT5G09580"
"2439","AT5G09630"
"2440","AT5G09800"
"2441","AT5G09820"
"2442","AT5G09855"
"2443","AT5G10180"
"2444","AT5G10320"
"2445","AT5G10370"
"2446","AT5G10440"
"2447","AT5G10600"
"2448","AT5G10605"
"2449","AT5G10620"
"2450","AT5G10770"
"2451","AT5G10970"
"2452","AT5G11020"
"2453","AT5G11070"
"2454","AT5G11100"
"2455","AT5G11160"
"2456","AT5G11210"
"2457","AT5G11300"
"2458","AT5G11380"
"2459","AT5G11420"
"2460","AT5G11470"
"2461","AT5G11540"
"2462","AT5G11550"
"2463","AT5G11780"
"2464","AT5G12300"
"2465","AT5G12340"
"2466","AT5G12420"
"2467","AT5G12890"
"2468","AT5G12920"
"2469","AT5G13150"
"2470","AT5G13270"
"2471","AT5G13410"
"2472","AT5G13660"
"2473","AT5G13700"
"2474","AT5G13720"
"2475","AT5G13770"
"2476","AT5G13990"
"2477","AT5G14100"
"2478","AT5G14510"
"2479","AT5G14570"
"2480","AT5G14770"
"2481","AT5G14890"
"2482","AT5G15010"
"2483","AT5G15022"
"2484","AT5G15025"
"2485","AT5G15070"
"2486","AT5G15160"
"2487","AT5G15240"
"2488","AT5G15280"
"2489","AT5G15300"
"2490","AT5G15410"
"2491","AT5G15710"
"2492","AT5G15770"
"2493","AT5G15950"
"2494","AT5G16010"
"2495","AT5G16140"
"2496","AT5G16160"
"2497","AT5G16200"
"2498","AT5G16235"
"2499","AT5G16340"
"2500","AT5G16420"
"2501","AT5G16540"
"2502","AT5G16715"
"2503","AT5G16860"
"2504","AT5G16900"
"2505","AT5G16970"
"2506","AT5G17250"
"2507","AT5G17260"
"2508","AT5G17360"
"2509","AT5G17370"
"2510","AT5G17390"
"2511","AT5G17670"
"2512","AT5G17790"
"2513","AT5G17800"
"2514","AT5G17810"
"2515","AT5G17880"
"2516","AT5G17960"
"2517","AT5G17980"
"2518","AT5G18065"
"2519","AT5G18240"
"2520","AT5G18290"
"2521","AT5G18370"
"2522","AT5G18470"
"2523","AT5G18610"
"2524","AT5G18810"
"2525","AT5G18820"
"2526","AT5G18930"
"2527","AT5G18950"
"2528","AT5G19020"
"2529","AT5G19025"
"2530","AT5G19110"
"2531","AT5G19210"
"2532","AT5G19260"
"2533","AT5G19490"
"2534","AT5G19560"
"2535","AT5G19790"
"2536","AT5G19830"
"2537","AT5G19840"
"2538","AT5G19870"
"2539","AT5G19940"
"2540","AT5G20030"
"2541","AT5G20240"
"2542","AT5G20380"
"2543","AT5G20510"
"2544","AT5G20670"
"2545","AT5G20810"
"2546","AT5G20870"
"2547","AT5G20970"
"2548","AT5G21140"
"2549","AT5G21280"
"2550","AT5G21482"
"2551","AT5G21900"
"2552","AT5G21910"
"2553","AT5G22310"
"2554","AT5G22410"
"2555","AT5G22580"
"2556","AT5G22608"
"2557","AT5G22660"
"2558","AT5G22690"
"2559","AT5G22750"
"2560","AT5G22788"
"2561","AT5G22800"
"2562","AT5G22820"
"2563","AT5G22870"
"2564","AT5G22930"
"2565","AT5G23120"
"2566","AT5G23170"
"2567","AT5G23230"
"2568","AT5G23320"
"2569","AT5G23530"
"2570","AT5G23570"
"2571","AT5G23580"
"2572","AT5G23730"
"2573","AT5G23770"
"2574","AT5G23800"
"2575","AT5G23930"
"2576","AT5G23940"
"2577","AT5G24000"
"2578","AT5G24060"
"2579","AT5G24105"
"2580","AT5G24318"
"2581","AT5G24380"
"2582","AT5G24600"
"2583","AT5G24880"
"2584","AT5G24990"
"2585","AT5G25020"
"2586","AT5G25220"
"2587","AT5G25240"
"2588","AT5G25380"
"2589","AT5G25450"
"2590","AT5G25500"
"2591","AT5G25530"
"2592","AT5G25580"
"2593","AT5G25620"
"2594","AT5G25790"
"2595","AT5G25810"
"2596","AT5G25840"
"2597","AT5G25930"
"2598","AT5G26010"
"2599","AT5G26040"
"2600","AT5G26080"
"2601","AT5G26160"
"2602","AT5G26200"
"2603","AT5G26270"
"2604","AT5G26720"
"2605","AT5G26730"
"2606","AT5G26790"
"2607","AT5G26920"
"2608","AT5G27560"
"2609","AT5G27610"
"2610","AT5G27690"
"2611","AT5G28300"
"2612","AT5G28442"
"2613","AT5G28530"
"2614","AT5G28646"
"2615","AT5G28650"
"2616","AT5G33280"
"2617","AT5G35110"
"2618","AT5G35190"
"2619","AT5G35220"
"2620","AT5G35370"
"2621","AT5G35410"
"2622","AT5G35450"
"2623","AT5G35790"
"2624","AT5G35970"
"2625","AT5G36180"
"2626","AT5G36870"
"2627","AT5G36925"
"2628","AT5G36930"
"2629","AT5G37180"
"2630","AT5G37290"
"2631","AT5G37360"
"2632","AT5G37530"
"2633","AT5G37690"
"2634","AT5G37800"
"2635","AT5G38040"
"2636","AT5G38050"
"2637","AT5G38060"
"2638","AT5G38070"
"2639","AT5G38140"
"2640","AT5G38300"
"2641","AT5G38340"
"2642","AT5G38344"
"2643","AT5G38510"
"2644","AT5G38540"
"2645","AT5G38700"
"2646","AT5G38730"
"2647","AT5G38790"
"2648","AT5G38850"
"2649","AT5G38900"
"2650","AT5G39020"
"2651","AT5G39350"
"2652","AT5G39610"
"2653","AT5G39670"
"2654","AT5G39710"
"2655","AT5G39785"
"2656","AT5G39790"
"2657","AT5G39820"
"2658","AT5G39840"
"2659","AT5G39900"
"2660","AT5G40160"
"2661","AT5G40170"
"2662","AT5G40210"
"2663","AT5G40270"
"2664","AT5G40320"
"2665","AT5G40390"
"2666","AT5G40400"
"2667","AT5G40460"
"2668","AT5G40570"
"2669","AT5G40645"
"2670","AT5G40720"
"2671","AT5G40820"
"2672","AT5G41025"
"2673","AT5G41110"
"2674","AT5G41120"
"2675","AT5G41130"
"2676","AT5G41160"
"2677","AT5G41320"
"2678","AT5G41360"
"2679","AT5G41380"
"2680","AT5G41410"
"2681","AT5G41550"
"2682","AT5G41610"
"2683","AT5G41612"
"2684","AT5G41750"
"2685","AT5G41860"
"2686","AT5G41920"
"2687","AT5G41980"
"2688","AT5G42030"
"2689","AT5G42140"
"2690","AT5G42210"
"2691","AT5G42280"
"2692","AT5G42370"
"2693","AT5G42450"
"2694","AT5G42460"
"2695","AT5G42580"
"2696","AT5G42780"
"2697","AT5G43170"
"2698","AT5G43210"
"2699","AT5G43330"
"2700","AT5G43403"
"2701","AT5G43420"
"2702","AT5G43570"
"2703","AT5G43630"
"2704","AT5G43790"
"2705","AT5G43890"
"2706","AT5G43950"
"2707","AT5G44190"
"2708","AT5G44210"
"2709","AT5G44230"
"2710","AT5G44350"
"2711","AT5G44410"
"2712","AT5G44490"
"2713","AT5G44510"
"2714","AT5G44520"
"2715","AT5G44530"
"2716","AT5G44600"
"2717","AT5G44740"
"2718","AT5G44900"
"2719","AT5G44930"
"2720","AT5G45060"
"2721","AT5G45220"
"2722","AT5G45275"
"2723","AT5G45310"
"2724","AT5G45320"
"2725","AT5G45460"
"2726","AT5G45475"
"2727","AT5G45580"
"2728","AT5G45610"
"2729","AT5G45700"
"2730","AT5G45790"
"2731","AT5G45840"
"2732","AT5G45970"
"2733","AT5G46040"
"2734","AT5G46115"
"2735","AT5G46390"
"2736","AT5G46460"
"2737","AT5G46470"
"2738","AT5G46520"
"2739","AT5G46580"
"2740","AT5G46590"
"2741","AT5G46650"
"2742","AT5G46720"
"2743","AT5G46870"
"2744","AT5G47070"
"2745","AT5G47250"
"2746","AT5G47440"
"2747","AT5G47510"
"2748","AT5G47530"
"2749","AT5G47550"
"2750","AT5G47635"
"2751","AT5G48060"
"2752","AT5G48070"
"2753","AT5G48090"
"2754","AT5G48130"
"2755","AT5G48170"
"2756","AT5G48470"
"2757","AT5G48570"
"2758","AT5G48620"
"2759","AT5G48650"
"2760","AT5G48690"
"2761","AT5G48770"
"2762","AT5G48775"
"2763","AT5G48790"
"2764","AT5G48910"
"2765","AT5G48950"
"2766","AT5G49110"
"2767","AT5G49170"
"2768","AT5G49215"
"2769","AT5G49320"
"2770","AT5G49520"
"2771","AT5G49610"
"2772","AT5G49620"
"2773","AT5G49690"
"2774","AT5G49850"
"2775","AT5G49870"
"2776","AT5G49900"
"2777","AT5G50170"
"2778","AT5G50280"
"2779","AT5G50290"
"2780","AT5G50440"
"2781","AT5G50450"
"2782","AT5G50530"
"2783","AT5G50570"
"2784","AT5G50710"
"2785","AT5G50780"
"2786","AT5G50820"
"2787","AT5G50890"
"2788","AT5G50930"
"2789","AT5G50950"
"2790","AT5G50990"
"2791","AT5G51050"
"2792","AT5G51110"
"2793","AT5G51210"
"2794","AT5G51260"
"2795","AT5G51310"
"2796","AT5G51370"
"2797","AT5G51440"
"2798","AT5G51470"
"2799","AT5G51490"
"2800","AT5G51500"
"2801","AT5G51520"
"2802","AT5G51545"
"2803","AT5G51790"
"2804","AT5G51810"
"2805","AT5G51850"
"2806","AT5G51920"
"2807","AT5G52010"
"2808","AT5G52020"
"2809","AT5G52030"
"2810","AT5G52230"
"2811","AT5G52270"
"2812","AT5G52545"
"2813","AT5G52570"
"2814","AT5G52790"
"2815","AT5G52850"
"2816","AT5G52950"
"2817","AT5G52970"
"2818","AT5G53080"
"2819","AT5G53200"
"2820","AT5G53320"
"2821","AT5G53730"
"2822","AT5G53750"
"2823","AT5G53920"
"2824","AT5G54030"
"2825","AT5G54040"
"2826","AT5G54050"
"2827","AT5G54090"
"2828","AT5G54130"
"2829","AT5G54180"
"2830","AT5G54240"
"2831","AT5G54270"
"2832","AT5G54300"
"2833","AT5G54510"
"2834","AT5G54880"
"2835","AT5G55220"
"2836","AT5G55350"
"2837","AT5G55380"
"2838","AT5G55490"
"2839","AT5G55540"
"2840","AT5G55580"
"2841","AT5G55650"
"2842","AT5G55680"
"2843","AT5G55780"
"2844","AT5G55830"
"2845","AT5G55900"
"2846","AT5G55930"
"2847","AT5G55950"
"2848","AT5G56050"
"2849","AT5G56230"
"2850","AT5G56270"
"2851","AT5G56310"
"2852","AT5G56370"
"2853","AT5G56420"
"2854","AT5G56620"
"2855","AT5G56720"
"2856","AT5G56730"
"2857","AT5G56780"
"2858","AT5G56970"
"2859","AT5G57070"
"2860","AT5G57080"
"2861","AT5G57160"
"2862","AT5G57190"
"2863","AT5G57250"
"2864","AT5G57390"
"2865","AT5G57400"
"2866","AT5G57450"
"2867","AT5G57540"
"2868","AT5G57610"
"2869","AT5G57670"
"2870","AT5G57710"
"2871","AT5G57760"
"2872","AT5G57780"
"2873","AT5G57790"
"2874","AT5G57800"
"2875","AT5G57960"
"2876","AT5G58280"
"2877","AT5G58360"
"2878","AT5G58500"
"2879","AT5G58550"
"2880","AT5G58570"
"2881","AT5G58690"
"2882","AT5G58784"
"2883","AT5G58840"
"2884","AT5G58980"
"2885","AT5G59000"
"2886","AT5G59020"
"2887","AT5G59050"
"2888","AT5G59070"
"2889","AT5G59240"
"2890","AT5G59400"
"2891","AT5G59580"
"2892","AT5G59700"
"2893","AT5G59845"
"2894","AT5G59865"
"2895","AT5G59895"
"2896","AT5G59900"
"2897","AT5G59940"
"2898","AT5G59980"
"2899","AT5G60022"
"2900","AT5G60050"
"2901","AT5G60150"
"2902","AT5G60250"
"2903","AT5G60270"
"2904","AT5G60335"
"2905","AT5G60430"
"2906","AT5G60610"
"2907","AT5G60720"
"2908","AT5G61040"
"2909","AT5G61200"
"2910","AT5G61260"
"2911","AT5G61280"
"2912","AT5G61350"
"2913","AT5G61360"
"2914","AT5G61370"
"2915","AT5G61390"
"2916","AT5G61400"
"2917","AT5G61420"
"2918","AT5G61460"
"2919","AT5G61480"
"2920","AT5G61540"
"2921","AT5G61560"
"2922","AT5G61570"
"2923","AT5G61660"
"2924","AT5G61810"
"2925","AT5G61865"
"2926","AT5G61920"
"2927","AT5G61990"
"2928","AT5G62100"
"2929","AT5G62280"
"2930","AT5G62360"
"2931","AT5G62370"
"2932","AT5G62380"
"2933","AT5G62430"
"2934","AT5G62820"
"2935","AT5G62940"
"2936","AT5G62990"
"2937","AT5G63020"
"2938","AT5G63060"
"2939","AT5G63270"
"2940","AT5G63290"
"2941","AT5G63300"
"2942","AT5G63350"
"2943","AT5G63540"
"2944","AT5G63590"
"2945","AT5G63595"
"2946","AT5G63630"
"2947","AT5G63690"
"2948","AT5G63710"
"2949","AT5G64000"
"2950","AT5G64320"
"2951","AT5G64380"
"2952","AT5G64480"
"2953","AT5G64520"
"2954","AT5G64550"
"2955","AT5G64560"
"2956","AT5G64580"
"2957","AT5G64630"
"2958","AT5G64690"
"2959","AT5G64780"
"2960","AT5G64905"
"2961","AT5G64940"
"2962","AT5G64950"
"2963","AT5G65030"
"2964","AT5G65200"
"2965","AT5G65205"
"2966","AT5G65230"
"2967","AT5G65280"
"2968","AT5G65350"
"2969","AT5G65560"
"2970","AT5G65570"
"2971","AT5G65580"
"2972","AT5G65710"
"2973","AT5G65990"
"2974","AT5G66053"
"2975","AT5G66130"
"2976","AT5G66270"
"2977","AT5G66335"
"2978","AT5G66460"
"2979","AT5G66500"
"2980","AT5G66570"
"2981","AT5G66610"
"2982","AT5G66640"
"2983","AT5G66780"
"2984","AT5G66790"
"2985","AT5G66840"
"2986","AT5G66900"
"2987","AT5G66960"
"2988","AT5G67140"
"2989","AT5G67150"
"2990","AT5G67160"
"2991","AT5G67230"
"2992","AT5G67245"
"2993","AT5G67350"
"2994","AT5G67410"
"2995","AT5G67620"
"2996","ATCG00020"
"2997","ATCG00120"
"2998","ATCG00150"
"2999","ATCG00190"
"3000","ATCG00220"
"3001","ATCG00280"
"3002","ATCG00360"
"3003","ATCG00440"
"3004","ATCG00520"
"3005","ATCG00640"
"3006","ATCG00650"
"3007","ATCG00680"
"3008","ATCG00770"
"3009","ATCG00780"
"3010","ATCG00905"
"3011","ATCG01040"
"3012","ATCG01090"
"3013","ATCG01100"
"3014","ATCG01230"
"3015","ATMG00070"
"3016","ATMG00210"
"3017","ATMG00270"
"3018","ATMG00285"
"3019","ATMG00510"
"3020","ATMG00516"
"3021","ATMG00640"
"3022","ATMG00730"
"3023","ATMG00810"
"3024","ATMG00960"
"3025","ATMG00980"
"3026","ATMG01010"
"3027","ATMG01090"
"3028","ATMG01120"
"3029","ATMG01170"
"3030","ATMG01200"
"3031","ATMG01280"
