"","X","WS_GC_c1.which.mclass....2...1."
"3698",3698,"AT5G48775"
"428",428,"AT1G19070"
"3339",3339,"AT5G14370"
"3297",3297,"AT5G09711"
"3768",3768,"AT5G54400"
"3038",3038,"AT4G38092"
"858",858,"AT1G63860"
"2543",2543,"AT4G04450"
"520",520,"AT1G27080"
"1663",1663,"AT2G46450"
"217",217,"AT1G07693"
"3752",3752,"AT5G53740"
"1689",1689,"AT3G01015"
"3547",3547,"AT5G38865"
"2876",2876,"AT4G24972"
"3883",3883,"AT5G65130"
"3142",3142,"AT5G03695"
"1548",1548,"AT2G35890"
"768",768,"AT1G55990"
"781",781,"AT1G57560"
"769",769,"AT1G56060"
"457",457,"AT1G21860"
"2944",2944,"AT4G30740"
"339",339,"AT1G10770"
"1557",1557,"AT2G36560"
"2571",2571,"AT4G05785"
"3238",3238,"AT5G07875"
"2553",2553,"AT4G04890"
"2969",2969,"AT4G33290"
"2605",2605,"AT4G07165"
"3250",3250,"AT5G08175"
"2168",2168,"AT3G28390"
"1799",1799,"AT3G04510"
"3389",3389,"AT5G18560"
"3376",3376,"AT5G17522"
"231",231,"AT1G07943"
"2113",2113,"AT3G24929"
"303",303,"AT1G09510"
"1369",1369,"AT2G20880"
"2885",2885,"AT4G25845"
"3490",3490,"AT5G28210"
"3234",3234,"AT5G07725"
"786",786,"AT1G58215"
"2459",2459,"AT3G62499"
"2597",2597,"AT4G06870"
"1917",1917,"AT3G09555"
"2765",2765,"AT4G16957"
"1149",1149,"AT2G05945"
"2339",2339,"AT3G53470"
"3443",3443,"AT5G24080"
"3872",3872,"AT5G63625"
"3759",3759,"AT5G53950"
"390",390,"AT1G15610"
"3444",3444,"AT5G24110"
"2988",2988,"AT4G34380"
"485",485,"AT1G24270"
"3480",3480,"AT5G26930"
"3718",3718,"AT5G50562"
"2694",2694,"AT4G11880"
"3442",3442,"AT5G23970"
"413",413,"AT1G17600"
"341",341,"AT1G11112"
"387",387,"AT1G15540"
"2506",2506,"AT4G02140"
"156",156,"AT1G06170"
"784",784,"AT1G57980"
"1837",1837,"AT3G06515"
"1251",1251,"AT2G09255"
"766",766,"AT1G55940"
"1203",1203,"AT2G08275"
"3535",3535,"AT5G38030"
"626",626,"AT1G44414"
"3291",3291,"AT5G09405"
"2678",2678,"AT4G10600"
"1061",1061,"AT1G80580"
"414",414,"AT1G17610"
"1431",1431,"AT2G26150"
"852",852,"AT1G63340"
"1438",1438,"AT2G26750"
"1211",1211,"AT2G08430"
"1965",1965,"AT3G12840"
"132",132,"AT1G05783"
"3035",3035,"AT4G37860"
"2017",2017,"AT3G16520"
"1487",1487,"AT2G30790"
"2759",2759,"AT4G16745"
"20",20,"AT1G02813"
"489",489,"AT1G24480"
"2263",2263,"AT3G47342"
"176",176,"AT1G06583"
"2104",2104,"AT3G24332"
"3574",3574,"AT5G40260"
"3894",3894,"AT5G65890"
"1366",1366,"AT2G20700"
"914",914,"AT1G67020"
"3390",3390,"AT5G18720"
"2472",2472,"AT3G63360"
"352",352,"AT1G11600"
"690",690,"AT1G51010"
"3566",3566,"AT5G39750"
"157",157,"AT1G06177"
"3931",3931,"ATMG00280"
"2910",2910,"AT4G27530"
"1532",1532,"AT2G34600"
"450",450,"AT1G21120"
"2681",2681,"AT4G11020"
"1718",1718,"AT3G01760"
"1634",1634,"AT2G43270"
"1421",1421,"AT2G25240"
"14",14,"AT1G02470"
"502",502,"AT1G25098"
"979",979,"AT1G73050"
"2896",2896,"AT4G26330"
"2843",2843,"AT4G23130"
"2248",2248,"AT3G46666"
"2493",2493,"AT4G01380"
"3540",3540,"AT5G38350"
"3780",3780,"AT5G55150"
"1330",1330,"AT2G17295"
"935",935,"AT1G68190"
"1911",1911,"AT3G09345"
"1483",1483,"AT2G30680"
"885",885,"AT1G65190"
"3337",3337,"AT5G14345"
"1174",1174,"AT2G07654"
"1295",1295,"AT2G11815"
"3300",3300,"AT5G09925"
"1627",1627,"AT2G43000"
"3946",3946,"ATMG01030"
"363",363,"AT1G12672"
"3100",3100,"AT5G02085"
"1070",1070,"AT2G01500"
"215",215,"AT1G07663"
"910",910,"AT1G66920"
"2289",2289,"AT3G49160"
"1357",1357,"AT2G19410"
"3937",3937,"ATMG00610"
"348",348,"AT1G11510"
"1468",1468,"AT2G29380"
"1319",1319,"AT2G15350"
"2583",2583,"AT4G06215"
"924",924,"AT1G67540"
"1944",1944,"AT3G11000"
"3545",3545,"AT5G38747"
"225",225,"AT1G07877"
"2774",2774,"AT4G17780"
"3798",3798,"AT5G56810"
"3653",3653,"AT5G45240"
"1571",1571,"AT2G38150"
"695",695,"AT1G51500"
"1419",1419,"AT2G25150"
"797",797,"AT1G59124"
"427",427,"AT1G18990"
"1722",1722,"AT3G01905"
"1688",1688,"AT3G00985"
"526",526,"AT1G28040"
"3708",3708,"AT5G49600"
"139",139,"AT1G05933"
"42",42,"AT1G04147"
"2809",2809,"AT4G19810"
"3936",3936,"ATMG00600"
"1696",1696,"AT3G01185"
"3929",3929,"ATMG00240"
"86",86,"AT1G04853"
"1480",1480,"AT2G30650"
"410",410,"AT1G17310"
"1943",1943,"AT3G10870"
"3724",3724,"AT5G51030"
"2707",2707,"AT4G12480"
"3304",3304,"AT5G10336"
"77",77,"AT1G04660"
"189",189,"AT1G06923"
"1363",1363,"AT2G20380"
"565",565,"AT1G31750"
"957",957,"AT1G70450"
"1752",1752,"AT3G02985"
"2338",2338,"AT3G53365"
"92",92,"AT1G05023"
"1522",1522,"AT2G33720"
"2340",2340,"AT3G53530"
"1140",1140,"AT2G05520"
"471",471,"AT1G23110"
"2440",2440,"AT3G61182"
"2081",2081,"AT3G22650"
"1820",1820,"AT3G05355"
"2497",2497,"AT4G01595"
"3147",3147,"AT5G03840"
"2119",2119,"AT3G25505"
"705",705,"AT1G51960"
"207",207,"AT1G07500"
"955",955,"AT1G70270"
"1290",1290,"AT2G11035"
"223",223,"AT1G07850"
"860",860,"AT1G63880"
"199",199,"AT1G07267"
"2327",2327,"AT3G52270"
"1201",1201,"AT2G08205"
"700",700,"AT1G51870"
"3467",3467,"AT5G25320"
"2837",2837,"AT4G22620"
"3571",3571,"AT5G40170"
"2024",2024,"AT3G17220"
"1875",1875,"AT3G08350"
"983",983,"AT1G73560"
"1781",1781,"AT3G03930"
"3595",3595,"AT5G42120"
"2156",2156,"AT3G27650"
"868",868,"AT1G64160"
"3200",3200,"AT5G06285"
"816",816,"AT1G60980"
"1409",1409,"AT2G24320"
"2191",2191,"AT3G29970"
"458",458,"AT1G22000"
"1249",1249,"AT2G09205"
"373",373,"AT1G14071"
"3214",3214,"AT5G06870"
"1648",1648,"AT2G44995"
"3928",3928,"ATMG00200"
"2751",2751,"AT4G15975"
"946",946,"AT1G69310"
"1566",1566,"AT2G37140"
"2215",2215,"AT3G44710"
"253",253,"AT1G08563"
"556",556,"AT1G30860"
"3623",3623,"AT5G44065"
"1500",1500,"AT2G32050"
"1676",1676,"AT2G47275"
"382",382,"AT1G15015"
"3578",3578,"AT5G40645"
"3773",3773,"AT5G54700"
"1244",1244,"AT2G09045"
"634",634,"AT1G45201"
"2556",2556,"AT4G04995"
"2861",2861,"AT4G24010"
"2198",2198,"AT3G43250"
"142",142,"AT1G05990"
"793",793,"AT1G58684"
"2785",2785,"AT4G18205"
"76",76,"AT1G04657"
"2723",2723,"AT4G13554"
"1094",1094,"AT2G03250"
"2977",2977,"AT4G33720"
"3383",3383,"AT5G17890"
"542",542,"AT1G29600"
"3586",3586,"AT5G41471"
"2218",2218,"AT3G44798"
"328",328,"AT1G09917"
"2277",2277,"AT3G48280"
"887",887,"AT1G65240"
"2967",2967,"AT4G32810"
"923",923,"AT1G67520"
"618",618,"AT1G35830"
"2354",2354,"AT3G54800"
"1732",1732,"AT3G02225"
"2015",2015,"AT3G16380"
"536",536,"AT1G29000"
"232",232,"AT1G07963"
"2557",2557,"AT4G05015"
"1550",1550,"AT2G35990"
"2754",2754,"AT4G16162"
"109",109,"AT1G05330"
"1986",1986,"AT3G14140"
"2467",2467,"AT3G63052"
"2991",2991,"AT4G34510"
"2072",2072,"AT3G21780"
"1243",1243,"AT2G09025"
"3537",3537,"AT5G38260"
"3206",3206,"AT5G06530"
"188",188,"AT1G06837"
"1653",1653,"AT2G45560"
"2954",2954,"AT4G31615"
"584",584,"AT1G32950"
"3511",3511,"AT5G36920"
"2923",2923,"AT4G28485"
"1282",1282,"AT2G09905"
"2007",2007,"AT3G15960"
"2830",2830,"AT4G22200"
"2989",2989,"AT4G34400"
"2067",2067,"AT3G21405"
"2361",2361,"AT3G55800"
"1495",1495,"AT2G31335"
"1670",1670,"AT2G46860"
"3602",3602,"AT5G42965"
"497",497,"AT1G24880"
"3330",3330,"AT5G13580"
"3468",3468,"AT5G25610"
"2880",2880,"AT4G25433"
"1928",1928,"AT3G09865"
"2252",2252,"AT3G46710"
"673",673,"AT1G49450"
"3183",3183,"AT5G05390"
"3126",3126,"AT5G03085"
"3729",3729,"AT5G51465"
"3577",3577,"AT5G40620"
"171",171,"AT1G06483"
"3816",3816,"AT5G58330"
"3593",3593,"AT5G41905"
"1812",1812,"AT3G05055"
"707",707,"AT1G52100"
"3429",3429,"AT5G22765"
"2064",2064,"AT3G21305"
"1813",1813,"AT3G05110"
"3702",3702,"AT5G48980"
"1145",1145,"AT2G05753"
"537",537,"AT1G29071"
"364",364,"AT1G13130"
"792",792,"AT1G58602"
"2115",2115,"AT3G25010"
"3366",3366,"AT5G16740"
"1062",1062,"AT1G80625"
"1551",1551,"AT2G36180"
"1142",1142,"AT2G05635"
"3803",3803,"AT5G57010"
"2794",2794,"AT4G18500"
"3521",3521,"AT5G37410"
"3909",3909,"ATCG00110"
"1115",1115,"AT2G04395"
"54",54,"AT1G04343"
"2275",2275,"AT3G48010"
"970",970,"AT1G71870"
"3827",3827,"AT5G59230"
"2057",2057,"AT3G20580"
"1443",1443,"AT2G27229"
"3077",3077,"AT5G00895"
"1868",1868,"AT3G08170"
"2865",2865,"AT4G24170"
"1552",1552,"AT2G36210"
"611",611,"AT1G35310"
"2569",2569,"AT4G05685"
"313",313,"AT1G09687"
"2388",2388,"AT3G57700"
"759",759,"AT1G55550"
"1860",1860,"AT3G07825"
"272",272,"AT1G08937"
"2686",2686,"AT4G11460"
"1280",1280,"AT2G09795"
"395",395,"AT1G15885"
"833",833,"AT1G62030"
"645",645,"AT1G47655"
"1442",1442,"AT2G27160"
"2157",2157,"AT3G27660"
"3891",3891,"AT5G65600"
"3823",3823,"AT5G59060"
"2058",2058,"AT3G20760"
"1496",1496,"AT2G31345"
"2778",2778,"AT4G17920"
"2780",2780,"AT4G18080"
"3400",3400,"AT5G19810"
"3401",3401,"AT5G20100"
"750",750,"AT1G54930"
"3447",3447,"AT5G24220"
"383",383,"AT1G15125"
"2222",2222,"AT3G45060"
"2960",2960,"AT4G31830"
"3161",3161,"AT5G04205"
"1471",1471,"AT2G29600"
"2857",2857,"AT4G23882"
"3513",3513,"AT5G36960"
"3409",3409,"AT5G20710"
"1465",1465,"AT2G29110"
"3125",3125,"AT5G02950"
"2482",2482,"AT4G00889"
"840",840,"AT1G62421"
"365",365,"AT1G13200"
"2994",2994,"AT4G34790"
"2297",2297,"AT3G49830"
"2812",2812,"AT4G19975"
"2883",2883,"AT4G25510"
"1152",1152,"AT2G06345"
"2490",2490,"AT4G01335"
"991",991,"AT1G74205"
"666",666,"AT1G49100"
"2436",2436,"AT3G61035"
"2316",2316,"AT3G51190"
"3893",3893,"AT5G65850"
"2322",2322,"AT3G51760"
"2423",2423,"AT3G60415"
"1144",1144,"AT2G05675"
"3098",3098,"AT5G01785"
"2476",2476,"AT4G00130"
"2524",2524,"AT4G03540"
"3532",3532,"AT5G37820"
"1225",1225,"AT2G08680"
"1608",1608,"AT2G41451"
"2874",2874,"AT4G24700"
"3489",3489,"AT5G28030"
"71",71,"AT1G04577"
"3231",3231,"AT5G07560"
"2651",2651,"AT4G09300"
"3868",3868,"AT5G63390"
"3408",3408,"AT5G20690"
"1510",1510,"AT2G32530"
"941",941,"AT1G68850"
"1988",1988,"AT3G14225"
"2305",2305,"AT3G50440"
"838",838,"AT1G62333"
"3439",3439,"AT5G23411"
"1336",1336,"AT2G17780"
"3154",3154,"AT5G04015"
"3230",3230,"AT5G07550"
"1393",1393,"AT2G23096"
"2737",2737,"AT4G14670"
"105",105,"AT1G05297"
"3636",3636,"AT5G44568"
"467",467,"AT1G22680"
"2292",2292,"AT3G49480"
"2662",2662,"AT4G09785"
"3683",3683,"AT5G47220"
"3879",3879,"AT5G64490"
"3737",3737,"AT5G52300"
"581",581,"AT1G32710"
"2025",2025,"AT3G17760"
"259",259,"AT1G08667"
"3364",3364,"AT5G16486"
"1162",1162,"AT2G07045"
"2527",2527,"AT4G03715"
"3317",3317,"AT5G11820"
"1133",1133,"AT2G05185"
"1395",1395,"AT2G23190"
"2752",2752,"AT4G16050"
"597",597,"AT1G34060"
"3657",3657,"AT5G45770"
"2548",2548,"AT4G04565"
"2781",2781,"AT4G18090"
"1910",1910,"AT3G09340"
"1937",1937,"AT3G10560"
"184",184,"AT1G06753"
"2646",2646,"AT4G08990"
"2537",2537,"AT4G04223"
"3553",3553,"AT5G39120"
"3411",3411,"AT5G20860"
"2848",2848,"AT4G23260"
"2997",2997,"AT4G35010"
"2701",2701,"AT4G12370"
"2825",2825,"AT4G21445"
"3328",3328,"AT5G13320"
"2287",2287,"AT3G49110"
"1374",1374,"AT2G21260"
"197",197,"AT1G07180"
"2224",2224,"AT3G45080"
"2887",2887,"AT4G25990"
"261",261,"AT1G08707"
"330",330,"AT1G10010"
"3801",3801,"AT5G56880"
"1372",1372,"AT2G21210"
"1157",1157,"AT2G06655"
"598",598,"AT1G34140"
"2150",2150,"AT3G27250"
"823",823,"AT1G61275"
"193",193,"AT1G07010"
"1268",1268,"AT2G09605"
"3110",3110,"AT5G02390"
"2819",2819,"AT4G20900"
"1695",1695,"AT3G01165"
"3228",3228,"AT5G07475"
"636",636,"AT1G45474"
"2717",2717,"AT4G13245"
"2677",2677,"AT4G10530"
"285",285,"AT1G09233"
"2916",2916,"AT4G28088"
"3182",3182,"AT5G05340"
"263",263,"AT1G08810"
"692",692,"AT1G51090"
"3640",3640,"AT5G44574"
"3598",3598,"AT5G42325"
"2836",2836,"AT4G22520"
"3779",3779,"AT5G55135"
"1226",1226,"AT2G08695"
"2216",2216,"AT3G44755"
"814",814,"AT1G60787"
"1745",1745,"AT3G02725"
"3493",3493,"AT5G28350"
"3735",3735,"AT5G52190"
"3299",3299,"AT5G09845"
"2740",2740,"AT4G14905"
"449",449,"AT1G20990"
"174",174,"AT1G06537"
"2457",2457,"AT3G62430"
"2630",2630,"AT4G08505"
"901",901,"AT1G66360"
"2221",2221,"AT3G44960"
"1605",1605,"AT2G41355"
"2213",2213,"AT3G44700"
"2573",2573,"AT4G05810"
"3028",3028,"AT4G37230"
"1316",1316,"AT2G15130"
"3257",3257,"AT5G08515"
"1278",1278,"AT2G09745"
"2890",2890,"AT4G26145"
"3070",3070,"AT5G00825"
"896",896,"AT1G66000"
"3871",3871,"AT5G63580"
"311",311,"AT1G09607"
"3919",3919,"ATCG00970"
"3605",3605,"AT5G43068"
"3046",3046,"AT4G38700"
"480",480,"AT1G23965"
"208",208,"AT1G07517"
"2746",2746,"AT4G15460"
"3694",3694,"AT5G48550"
"1183",1183,"AT2G07702"
"2971",2971,"AT4G33390"
"2200",2200,"AT3G43740"
"2676",2676,"AT4G10510"
"2453",2453,"AT3G62230"
"2854",2854,"AT4G23670"
"847",847,"AT1G62900"
"2282",2282,"AT3G48790"
"641",641,"AT1G47130"
"3171",3171,"AT5G04730"
"293",293,"AT1G09400"
"2133",2133,"AT3G26180"
"2612",2612,"AT4G07455"
"3509",3509,"AT5G36280"
"133",133,"AT1G05813"
"3067",3067,"AT5G00770"
"3398",3398,"AT5G19675"
"3282",3282,"AT5G09215"
"187",187,"AT1G06830"
"309",309,"AT1G09573"
"1340",1340,"AT2G18010"
"1232",1232,"AT2G08775"
"2567",2567,"AT4G05631"
"3800",3800,"AT5G56850"
"2293",2293,"AT3G49520"
"558",558,"AT1G30950"
"3081",3081,"AT5G01015"
"2847",2847,"AT4G23250"
"1503",1503,"AT2G32140"
"1872",1872,"AT3G08245"
"1936",1936,"AT3G10510"
"1890",1890,"AT3G08750"
"998",998,"AT1G74820"
"2089",2089,"AT3G23230"
"1650",1650,"AT2G45243"
"3907",3907,"ATCG00080"
"40",40,"AT1G04103"
"3225",3225,"AT5G07415"
"166",166,"AT1G06337"
"3699",3699,"AT5G48780"
"298",298,"AT1G09453"
"322",322,"AT1G09823"
"1768",1768,"AT3G03455"
"2661",2661,"AT4G09690"
"1236",1236,"AT2G08850"
"183",183,"AT1G06750"
"3943",3943,"ATMG00890"
"861",861,"AT1G63910"
"3284",3284,"AT5G09295"
"1287",1287,"AT2G10615"
"2900",2900,"AT4G26520"
"2358",2358,"AT3G55290"
"1476",1476,"AT2G30090"
"3568",3568,"AT5G39870"
"1559",1559,"AT2G36695"
"3829",3829,"AT5G59340"
"114",114,"AT1G05423"
"2919",2919,"AT4G28340"
"2599",2599,"AT4G07075"
"2829",2829,"AT4G21920"
"938",938,"AT1G68600"
"1159",1159,"AT2G06865"
"3322",3322,"AT5G12380"
"2574",2574,"AT4G05935"
"196",196,"AT1G07060"
"2558",2558,"AT4G05091"
"3837",3837,"AT5G60180"
"1037",1037,"AT1G78390"
"872",872,"AT1G64253"
"2352",2352,"AT3G54550"
"1714",1714,"AT3G01635"
"2470",2470,"AT3G63140"
"3095",3095,"AT5G01550"
"3458",3458,"AT5G24860"
"1518",1518,"AT2G33130"
"19",19,"AT1G02770"
"2023",2023,"AT3G17130"
"2743",2743,"AT4G15200"
"1509",1509,"AT2G32370"
"1595",1595,"AT2G40250"
"434",434,"AT1G19610"
"988",988,"AT1G74035"
"527",527,"AT1G28170"
"2811",2811,"AT4G19940"
"2982",2982,"AT4G33970"
"2821",2821,"AT4G21250"
"115",115,"AT1G05447"
"1202",1202,"AT2G08235"
"1816",1816,"AT3G05152"
"594",594,"AT1G33890"
"722",722,"AT1G52855"
"916",916,"AT1G67100"
"3825",3825,"AT5G59170"
"3643",3643,"AT5G44590"
"206",206,"AT1G07493"
"2422",2422,"AT3G60280"
"3873",3873,"AT5G63750"
"3897",3897,"AT5G66400"
"2748",2748,"AT4G15630"
"2522",2522,"AT4G03480"
"724",724,"AT1G53100"
"1239",1239,"AT2G08905"
"1725",1725,"AT3G02025"
"2776",2776,"AT4G17788"
"1301",1301,"AT2G13640"
"2732",2732,"AT4G14280"
"3406",3406,"AT5G20430"
"3632",3632,"AT5G44495"
"758",758,"AT1G55525"
"1182",1182,"AT2G07691"
"1345",1345,"AT2G18350"
"43",43,"AT1G04187"
"1671",1671,"AT2G46995"
"2240",2240,"AT3G46300"
"1041",1041,"AT1G78478"
"2268",2268,"AT3G47675"
"509",509,"AT1G25240"
"555",555,"AT1G30850"
"907",907,"AT1G66725"
"1701",1701,"AT3G01326"
"3350",3350,"AT5G15380"
"2247",2247,"AT3G46660"
"790",790,"AT1G58400"
"2226",2226,"AT3G45160"
"1210",1210,"AT2G08405"
"1889",1889,"AT3G08745"
"1501",1501,"AT2G32100"
"203",203,"AT1G07430"
"60",60,"AT1G04445"
"2409",2409,"AT3G59730"
"2959",2959,"AT4G31805"
"2276",2276,"AT3G48200"
"3743",3743,"AT5G52700"
"977",977,"AT1G72960"
"404",404,"AT1G16530"
"650",650,"AT1G47890"
"2871",2871,"AT4G24510"
"616",616,"AT1G35625"
"53",53,"AT1G04303"
"1128",1128,"AT2G04955"
"2253",2253,"AT3G46730"
"1922",1922,"AT3G09640"
"3158",3158,"AT5G04140"
"2249",2249,"AT3G46670"
"3494",3494,"AT5G28370"
"3700",3700,"AT5G48800"
"424",424,"AT1G18870"
"3549",3549,"AT5G38990"
"1076",1076,"AT2G01960"
"3649",3649,"AT5G45090"
"3874",3874,"AT5G63820"
"1075",1075,"AT2G01905"
"2232",2232,"AT3G45720"
"3843",3843,"AT5G60350"
"2151",2151,"AT3G27416"
"1222",1222,"AT2G08610"
"1329",1329,"AT2G17210"
"2448",2448,"AT3G61890"
"3742",3742,"AT5G52600"
"1686",1686,"AT2G48090"
"1736",1736,"AT3G02425"
"1574",1574,"AT2G38465"
"3561",3561,"AT5G39493"
"1511",1511,"AT2G32660"
"1843",1843,"AT3G07005"
"3453",3453,"AT5G24655"
"3451",3451,"AT5G24550"
"2468",2468,"AT3G63088"
"2824",2824,"AT4G21380"
"3404",3404,"AT5G20310"
"1112",1112,"AT2G04285"
"1968",1968,"AT3G13140"
"2278",2278,"AT3G48460"
"3226",3226,"AT5G07445"
"1677",1677,"AT2G47340"
"2908",2908,"AT4G27290"
"1253",1253,"AT2G09300"
"3217",3217,"AT5G07050"
"2090",2090,"AT3G23240"
"1090",1090,"AT2G02990"
"948",948,"AT1G69540"
"2014",2014,"AT3G16175"
"3310",3310,"AT5G11060"
"3920",3920,"ATCG01060"
"444",444,"AT1G20400"
"3502",3502,"AT5G35390"
"3314",3314,"AT5G11400"
"134",134,"AT1G05894"
"456",456,"AT1G21550"
"2372",2372,"AT3G56630"
"1585",1585,"AT2G39470"
"2056",2056,"AT3G20557"
"3534",3534,"AT5G38000"
"1439",1439,"AT2G26820"
"3174",3174,"AT5G05060"
"1755",1755,"AT3G03105"
"149",149,"AT1G06100"
"3900",3900,"AT5G66660"
"1912",1912,"AT3G09405"
"3419",3419,"AT5G22380"
"2663",2663,"AT4G09850"
"2715",2715,"AT4G13230"
"2566",2566,"AT4G05405"
"1057",1057,"AT1G80330"
"3201",3201,"AT5G06295"
"2202",2202,"AT3G43890"
"488",488,"AT1G24470"
"2264",2264,"AT3G47348"
"3736",3736,"AT5G52290"
"423",423,"AT1G18835"
"2834",2834,"AT4G22467"
"3426",3426,"AT5G22545"
"677",677,"AT1G49900"
"622",622,"AT1G43800"
"1454",1454,"AT2G28140"
"1920",1920,"AT3G09625"
"831",831,"AT1G61950"
"1735",1735,"AT3G02405"
"1311",1311,"AT2G14760"
"1866",1866,"AT3G08135"
"3604",3604,"AT5G43040"
"3681",3681,"AT5G46915"
"921",921,"AT1G67370"
"2555",2555,"AT4G04990"
"420",420,"AT1G18400"
"3546",3546,"AT5G38800"
"3412",3412,"AT5G20935"
"3844",3844,"AT5G60440"
"3088",3088,"AT5G01225"
"1",1,"AT1G01150"
"1746",1746,"AT3G02755"
"734",734,"AT1G53935"
"2862",2862,"AT4G24120"
"2877",2877,"AT4G25000"
"358",358,"AT1G12280"
"1362",1362,"AT2G20170"
"1908",1908,"AT3G09305"
"918",918,"AT1G67220"
"997",997,"AT1G74810"
"2660",2660,"AT4G09605"
"2019",2019,"AT3G16540"
"255",255,"AT1G08573"
"2349",2349,"AT3G54410"
"1457",1457,"AT2G28490"
"1289",1289,"AT2G10940"
"2632",2632,"AT4G08525"
"2428",2428,"AT3G60760"
"3153",3153,"AT5G04010"
"2434",2434,"AT3G60990"
"3834",3834,"AT5G60010"
"1269",1269,"AT2G09610"
"2758",2758,"AT4G16530"
"1073",1073,"AT2G01755"
"2820",2820,"AT4G20990"
"181",181,"AT1G06667"
"238",238,"AT1G08115"
"2978",2978,"AT4G33860"
"2401",2401,"AT3G59060"
"3917",3917,"ATCG00600"
"468",468,"AT1G22890"
"741",741,"AT1G54215"
"523",523,"AT1G27710"
"3811",3811,"AT5G57690"
"2294",2294,"AT3G49551"
"2244",2244,"AT3G46530"
"1832",1832,"AT3G06085"
"319",319,"AT1G09793"
"3039",3039,"AT4G38213"
"903",903,"AT1G66465"
"1356",1356,"AT2G19210"
"789",789,"AT1G58320"
"817",817,"AT1G60986"
"3052",3052,"AT4G39010"
"3508",3508,"AT5G36220"
"1412",1412,"AT2G24535"
"1716",1716,"AT3G01700"
"1053",1053,"AT1G79485"
"1902",1902,"AT3G09145"
"1184",1184,"AT2G07705"
"2716",2716,"AT4G13240"
"2013",2013,"AT3G16160"
"2308",2308,"AT3G50560"
"1015",1015,"AT1G76465"
"3949",3949,"ATMG01090"
"2638",2638,"AT4G08775"
"3030",3030,"AT4G37310"
"3308",3308,"AT5G10590"
"1537",1537,"AT2G35070"
"1206",1206,"AT2G08320"
"676",676,"AT1G49790"
"3245",3245,"AT5G08030"
"826",826,"AT1G61480"
"1314",1314,"AT2G15090"
"22",22,"AT1G02952"
"63",63,"AT1G04493"
"2038",2038,"AT3G18915"
"2734",2734,"AT4G14370"
"794",794,"AT1G58807"
"1088",1088,"AT2G02741"
"1475",1475,"AT2G29950"
"1032",1032,"AT1G77992"
"2807",2807,"AT4G19760"
"1885",1885,"AT3G08645"
"335",335,"AT1G10588"
"3279",3279,"AT5G09185"
"125",125,"AT1G05693"
"1833",1833,"AT3G06145"
"1179",1179,"AT2G07669"
"1119",1119,"AT2G04495"
"431",431,"AT1G19373"
"944",944,"AT1G69085"
"1299",1299,"AT2G12905"
"2463",2463,"AT3G62695"
"1854",1854,"AT3G07625"
"984",984,"AT1G73680"
"3346",3346,"AT5G14670"
"3934",3934,"ATMG00530"
"2055",2055,"AT3G20530"
"3629",3629,"AT5G44330"
"1666",1666,"AT2G46493"
"460",460,"AT1G22110"
"57",57,"AT1G04397"
"3258",3258,"AT5G08525"
"2623",2623,"AT4G08255"
"3528",3528,"AT5G37640"
"1607",1607,"AT2G41445"
"614",614,"AT1G35560"
"772",772,"AT1G56240"
"15",15,"AT1G02510"
"2624",2624,"AT4G08285"
"1038",1038,"AT1G78410"
"163",163,"AT1G06253"
"3875",3875,"AT5G64060"
"3164",3164,"AT5G04238"
"3589",3589,"AT5G41730"
"3491",3491,"AT5G28320"
"2634",2634,"AT4G08575"
"3248",3248,"AT5G08135"
"3131",3131,"AT5G03265"
"2565",2565,"AT4G05380"
"252",252,"AT1G08557"
"1022",1022,"AT1G77145"
"2040",2040,"AT3G19090"
"1702",1702,"AT3G01345"
"1042",1042,"AT1G78500"
"663",663,"AT1G48700"
"3105",3105,"AT5G02225"
"3738",3738,"AT5G52310"
"131",131,"AT1G05757"
"3608",3608,"AT5G43230"
"320",320,"AT1G09797"
"3244",3244,"AT5G08000"
"2541",2541,"AT4G04335"
"1502",1502,"AT2G32130"
"1155",1155,"AT2G06525"
"3187",3187,"AT5G05545"
"3722",3722,"AT5G50690"
"1954",1954,"AT3G11430"
"2347",2347,"AT3G54240"
"3307",3307,"AT5G10570"
"619",619,"AT1G36580"
"3726",3726,"AT5G51174"
"890",890,"AT1G65483"
"2938",2938,"AT4G29760"
"2415",2415,"AT3G60020"
"344",344,"AT1G11362"
"1418",1418,"AT2G25055"
"1391",1391,"AT2G22820"
"3705",3705,"AT5G49305"
"669",669,"AT1G49225"
"3076",3076,"AT5G00880"
"3835",3835,"AT5G60060"
"1036",1036,"AT1G78230"
"2003",2003,"AT3G15700"
"1435",1435,"AT2G26692"
"1821",1821,"AT3G05600"
"1054",1054,"AT1G79780"
"810",810,"AT1G60525"
"1410",1410,"AT2G24430"
"2283",2283,"AT3G48835"
"3618",3618,"AT5G43650"
"699",699,"AT1G51840"
"1834",1834,"AT3G06260"
"2396",2396,"AT3G58770"
"3418",3418,"AT5G22270"
"1164",1164,"AT2G07435"
"1713",1713,"AT3G01625"
"2051",2051,"AT3G20180"
"2455",2455,"AT3G62380"
"1078",1078,"AT2G02010"
"726",726,"AT1G53480"
"2251",2251,"AT3G46700"
"827",827,"AT1G61566"
"2498",2498,"AT4G01735"
"39",39,"AT1G04083"
"2943",2943,"AT4G30380"
"1698",1698,"AT3G01235"
"388",388,"AT1G15580"
"3114",3114,"AT5G02595"
"2775",2775,"AT4G17785"
"1694",1694,"AT3G01145"
"3797",3797,"AT5G56700"
