"","X","WS_GC_c1.which.mclass....2...1."
"337",337,"AT1G10680"
"3229",3229,"AT5G07525"
"582",582,"AT1G32713"
"3240",3240,"AT5G07905"
"530",530,"AT1G28270"
"2536",2536,"AT4G04205"
"161",161,"AT1G06237"
"1136",1136,"AT2G05350"
"1275",1275,"AT2G09705"
"3162",3162,"AT5G04210"
"3638",3638,"AT5G44570"
"1452",1452,"AT2G27750"
"1083",1083,"AT2G02340"
"1166",1166,"AT2G07621"
"170",170,"AT1G06467"
"1604",1604,"AT2G41342"
"3498",3498,"AT5G28919"
"656",656,"AT1G48195"
"2870",2870,"AT4G24450"
"1478",1478,"AT2G30220"
"2926",2926,"AT4G28811"
"1508",1508,"AT2G32340"
"3559",3559,"AT5G39400"
"2763",2763,"AT4G16855"
"329",329,"AT1G10000"
"1772",1772,"AT3G03605"
"2120",2120,"AT3G25550"
"1886",1886,"AT3G08655"
"3915",3915,"ATCG00570"
"2718",2718,"AT4G13450"
"1544",1544,"AT2G35670"
"893",893,"AT1G65490"
"3127",3127,"AT5G03120"
"3833",3833,"AT5G59720"
"3303",3303,"AT5G10230"
"2142",2142,"AT3G26612"
"1573",1573,"AT2G38340"
"155",155,"AT1G06163"
"1325",1325,"AT2G17036"
"873",873,"AT1G64380"
"2407",2407,"AT3G59510"
"1087",1087,"AT2G02720"
"3758",3758,"AT5G53905"
"1352",1352,"AT2G18660"
"3500",3500,"AT5G33399"
"103",103,"AT1G05253"
"1900",1900,"AT3G09105"
"1195",1195,"AT2G07875"
"88",88,"AT1G04913"
"928",928,"AT1G67770"
"3186",3186,"AT5G05490"
"1893",1893,"AT3G08805"
"454",454,"AT1G21510"
"625",625,"AT1G44130"
"1630",1630,"AT2G43138"
"1368",1368,"AT2G20825"
"2171",2171,"AT3G28560"
"85",85,"AT1G04827"
"2306",2306,"AT3G50450"
"2827",2827,"AT4G21870"
"2846",2846,"AT4G23220"
"1748",1748,"AT3G02885"
"240",240,"AT1G08123"
"517",517,"AT1G26510"
"1039",1039,"AT1G78460"
"2260",2260,"AT3G47100"
"276",276,"AT1G09063"
"1293",1293,"AT2G11271"
"1130",1130,"AT2G05095"
"1283",1283,"AT2G09935"
"2474",2474,"AT3G66656"
"3298",3298,"AT5G09785"
"122",122,"AT1G05550"
"2229",2229,"AT3G45490"
"3688",3688,"AT5G48050"
"2750",2750,"AT4G15953"
"3481",3481,"AT5G26950"
"1433",1433,"AT2G26515"
"3510",3510,"AT5G36907"
"3533",3533,"AT5G37950"
"2822",2822,"AT4G21323"
"3137",3137,"AT5G03515"
"2791",2791,"AT4G18395"
"519",519,"AT1G26762"
"1103",1103,"AT2G04005"
"2793",2793,"AT4G18450"
"3",3,"AT1G01190"
"3285",3285,"AT5G09305"
"2108",2108,"AT3G24615"
"1934",1934,"AT3G10195"
"3048",3048,"AT4G38780"
"3242",3242,"AT5G07985"
"323",323,"AT1G09843"
"1470",1470,"AT2G29470"
"1141",1141,"AT2G05585"
"1066",1066,"AT2G01280"
"3177",3177,"AT5G05220"
"3853",3853,"AT5G61455"
"2709",2709,"AT4G12860"
"3042",3042,"AT4G38390"
"646",646,"AT1G47690"
"2928",2928,"AT4G28850"
"1221",1221,"AT2G08595"
"2622",2622,"AT4G08245"
"3140",3140,"AT5G03615"
"3050",3050,"AT4G38850"
"351",351,"AT1G11590"
"2609",2609,"AT4G07290"
"2984",2984,"AT4G34071"
"1602",1602,"AT2G41105"
"1118",1118,"AT2G04455"
"3497",3497,"AT5G28660"
"3345",3345,"AT5G14650"
"560",560,"AT1G31243"
"3353",3353,"AT5G15581"
"993",993,"AT1G74430"
"2600",2600,"AT4G07100"
"12",12,"AT1G02205"
"514",514,"AT1G26360"
"3213",3213,"AT5G06845"
"535",535,"AT1G28610"
"2479",2479,"AT4G00390"
"762",762,"AT1G55770"
"3306",3306,"AT5G10420"
"2486",2486,"AT4G01023"
"2719",2719,"AT4G13480"
"2904",2904,"AT4G26830"
"1524",1524,"AT2G33810"
"1927",1927,"AT3G09815"
"3361",3361,"AT5G16330"
"241",241,"AT1G08147"
"3624",3624,"AT5G44130"
"2805",2805,"AT4G19645"
"3601",3601,"AT5G42680"
"2637",2637,"AT4G08755"
"3354",3354,"AT5G15720"
"2939",2939,"AT4G29770"
"3693",3693,"AT5G48410"
"1353",1353,"AT2G18685"
"1494",1494,"AT2G31250"
"1126",1126,"AT2G04800"
"3932",3932,"ATMG00450"
"1720",1720,"AT3G01845"
"1576",1576,"AT2G38540"
"3176",3176,"AT5G05125"
"2032",2032,"AT3G18535"
"417",417,"AT1G18197"
"911",911,"AT1G66940"
"1613",1613,"AT2G42140"
"1302",1302,"AT2G13810"
"585",585,"AT1G32960"
"554",554,"AT1G30800"
"3450",3450,"AT5G24540"
"270",270,"AT1G08867"
"3031",3031,"AT4G37483"
"205",205,"AT1G07476"
"2041",2041,"AT3G19270"
"1915",1915,"AT3G09545"
"3393",3393,"AT5G19220"
"3663",3663,"AT5G46130"
"1955",1955,"AT3G11860"
"1754",1754,"AT3G03075"
"30",30,"AT1G03700"
"2986",2986,"AT4G34330"
"3690",3690,"AT5G48190"
"2575",2575,"AT4G05940"
"3616",3616,"AT5G43590"
"2206",2206,"AT3G44060"
"3884",3884,"AT5G65140"
"2036",2036,"AT3G18810"
"248",248,"AT1G08440"
"1089",1089,"AT2G02850"
"1334",1334,"AT2G17690"
"129",129,"AT1G05727"
"1223",1223,"AT2G08640"
"3904",3904,"AT5G67020"
"2826",2826,"AT4G21515"
"964",964,"AT1G71250"
"2365",2365,"AT3G56080"
"3235",3235,"AT5G07735"
"192",192,"AT1G06983"
"3673",3673,"AT5G46500"
"647",647,"AT1G47700"
"774",774,"AT1G56250"
"1234",1234,"AT2G08815"
"3085",3085,"AT5G01165"
"1190",1190,"AT2G07768"
"1802",1802,"AT3G04685"
"3955",3955,"ATMG01290"
"1266",1266,"AT2G09565"
"3064",3064,"AT5G00750"
"3764",3764,"AT5G54070"
"2680",2680,"AT4G11000"
"3499",3499,"AT5G33330"
"1380",1380,"AT2G21770"
"974",974,"AT1G72590"
"1199",1199,"AT2G08025"
"1297",1297,"AT2G12170"
"1851",1851,"AT3G07505"
"2342",2342,"AT3G53650"
"3880",3880,"AT5G64540"
"3069",3069,"AT5G00810"
"2121",2121,"AT3G25573"
"2145",2145,"AT3G26813"
"2350",2350,"AT3G54490"
"2930",2930,"AT4G29030"
"3487",3487,"AT5G27980"
"1105",1105,"AT2G04125"
"3795",3795,"AT5G56380"
"3428",3428,"AT5G22608"
"920",920,"AT1G67365"
"2059",2059,"AT3G20865"
"3802",3802,"AT5G56960"
"947",947,"AT1G69470"
"3355",3355,"AT5G15745"
"2963",2963,"AT4G32340"
"1871",1871,"AT3G08240"
"3427",3427,"AT5G22560"
"800",800,"AT1G59359"
"1198",1198,"AT2G08020"
"2899",2899,"AT4G26466"
"1622",1622,"AT2G42865"
"421",421,"AT1G18410"
"219",219,"AT1G07703"
"3121",3121,"AT5G02795"
"316",316,"AT1G09757"
"2958",2958,"AT4G31740"
"770",770,"AT1G56150"
"3796",3796,"AT5G56510"
"1530",1530,"AT2G34360"
"2269",2269,"AT3G47680"
"1987",1987,"AT3G14210"
"1331",1331,"AT2G17590"
"3707",3707,"AT5G49525"
"268",268,"AT1G08857"
"3053",3053,"AT4G39130"
"688",688,"AT1G50830"
"2044",2044,"AT3G19620"
"2484",2484,"AT4G00953"
"3169",3169,"AT5G04630"
"495",495,"AT1G24807"
"3607",3607,"AT5G43200"
"671",671,"AT1G49330"
"3901",3901,"AT5G66670"
"3112",3112,"AT5G02510"
"3822",3822,"AT5G58910"
"2766",2766,"AT4G16960"
"1840",1840,"AT3G06925"
"617",617,"AT1G35730"
"3003",3003,"AT4G35430"
"3769",3769,"AT5G54450"
"3475",3475,"AT5G26270"
"862",862,"AT1G63930"
"3806",3806,"AT5G57380"
"627",627,"AT1G44542"
"2787",2787,"AT4G18220"
"1463",1463,"AT2G28850"
"3237",3237,"AT5G07825"
"1729",1729,"AT3G02105"
"278",278,"AT1G09080"
"3642",3642,"AT5G44578"
"180",180,"AT1G06645"
"2901",2901,"AT4G26530"
"708",708,"AT1G52110"
"2135",2135,"AT3G26230"
"2720",2720,"AT4G13495"
"3399",3399,"AT5G19800"
"1367",1367,"AT2G20721"
"1839",1839,"AT3G06805"
"1116",1116,"AT2G04405"
"3505",3505,"AT5G35870"
"3132",3132,"AT5G03350"
"2935",2935,"AT4G29470"
"402",402,"AT1G16420"
"2219",2219,"AT3G44830"
"2976",2976,"AT4G33610"
"3202",3202,"AT5G06385"
"1942",1942,"AT3G10745"
"2799",2799,"AT4G18990"
"985",985,"AT1G73687"
"3378",3378,"AT5G17590"
"1035",1035,"AT1G78206"
"1973",1973,"AT3G13403"
"59",59,"AT1G04427"
"518",518,"AT1G26710"
"3280",3280,"AT5G09190"
"687",687,"AT1G50750"
"2462",2462,"AT3G62640"
"757",757,"AT1G55440"
"1763",1763,"AT3G03341"
"2272",2272,"AT3G47750"
"1621",1621,"AT2G42835"
"2231",2231,"AT3G45638"
"1360",1360,"AT2G19960"
"2069",2069,"AT3G21570"
"867",867,"AT1G64150"
"3472",3472,"AT5G26070"
"162",162,"AT1G06243"
"1635",1635,"AT2G43390"
"2279",2279,"AT3G48510"
"2030",2030,"AT3G18460"
"2500",2500,"AT4G01780"
"2295",2295,"AT3G49580"
"1639",1639,"AT2G43660"
"804",804,"AT1G59860"
"3947",3947,"ATMG01040"
"2310",2310,"AT3G50820"
"1638",1638,"AT2G43550"
"2644",2644,"AT4G08925"
"242",242,"AT1G08165"
"140",140,"AT1G05937"
"1744",1744,"AT3G02695"
"147",147,"AT1G06030"
"2303",2303,"AT3G50400"
"3719",3719,"AT5G50570"
"807",807,"AT1G60350"
"3013",3013,"AT4G36570"
"3277",3277,"AT5G09120"
"1390",1390,"AT2G22750"
"3068",3068,"AT5G00785"
"3179",3179,"AT5G05280"
"1400",1400,"AT2G23445"
"1389",1389,"AT2G22590"
"1882",1882,"AT3G08515"
"297",297,"AT1G09447"
"3902",3902,"AT5G66700"
"2026",2026,"AT3G17980"
"3877",3877,"AT5G64120"
"1581",1581,"AT2G39030"
"2658",2658,"AT4G09525"
"798",798,"AT1G59171"
"3311",3311,"AT5G11140"
"2085",2085,"AT3G22830"
"2182",2182,"AT3G29140"
"1784",1784,"AT3G04015"
"1836",1836,"AT3G06495"
"1796",1796,"AT3G04285"
"3118",3118,"AT5G02715"
"435",435,"AT1G19630"
"3271",3271,"AT5G08990"
"3193",3193,"AT5G06115"
"1829",1829,"AT3G05945"
"824",824,"AT1G61290"
"2835",2835,"AT4G22475"
"2005",2005,"AT3G15840"
"3373",3373,"AT5G17320"
"2699",2699,"AT4G12330"
"1490",1490,"AT2G30984"
"3196",3196,"AT5G06205"
"2196",2196,"AT3G42725"
"1373",1373,"AT2G21237"
"361",361,"AT1G12610"
"2665",2665,"AT4G09870"
"2136",2136,"AT3G26237"
"3747",3747,"AT5G53380"
"1427",1427,"AT2G25600"
"487",487,"AT1G24430"
"101",101,"AT1G05243"
"2703",2703,"AT4G12430"
"1838",1838,"AT3G06560"
"93",93,"AT1G05043"
"1270",1270,"AT2G09650"
"574",574,"AT1G32350"
"1626",1626,"AT2G42955"
"3725",3725,"AT5G51105"
"3058",3058,"AT4G39610"
"2381",2381,"AT3G57310"
"123",123,"AT1G05607"
"1394",1394,"AT2G23110"
"3358",3358,"AT5G15843"
"649",649,"AT1G47790"
"3615",3615,"AT5G43570"
"2496",2496,"AT4G01593"
"980",980,"AT1G73190"
"342",342,"AT1G11330"
"47",47,"AT1G04223"
"389",389,"AT1G15600"
"2955",2955,"AT4G31650"
"3101",3101,"AT5G02125"
"1618",1618,"AT2G42610"
"3807",3807,"AT5G57530"
"325",325,"AT1G09877"
"1690",1690,"AT3G01035"
"1874",1874,"AT3G08300"
"1529",1529,"AT2G34320"
"2324",2324,"AT3G51860"
"3274",3274,"AT5G09060"
"3621",3621,"AT5G43980"
"592",592,"AT1G33840"
"3675",3675,"AT5G46520"
"568",568,"AT1G31920"
"3017",3017,"AT4G36791"
"652",652,"AT1G47990"
"982",982,"AT1G73510"
"3590",3590,"AT5G41740"
"2405",2405,"AT3G59435"
"540",540,"AT1G29395"
"3539",3539,"AT5G38320"
"2692",2692,"AT4G11745"
"2112",2112,"AT3G24900"
"524",524,"AT1G27820"
"1310",1310,"AT2G14690"
"3194",3194,"AT5G06145"
"168",168,"AT1G06457"
"3301",3301,"AT5G09930"
"975",975,"AT1G72620"
"624",624,"AT1G44030"
"3881",3881,"AT5G64667"
"3810",3810,"AT5G57640"
"2551",2551,"AT4G04750"
"350",350,"AT1G11572"
"3080",3080,"AT5G00985"
"1892",1892,"AT3G08765"
"1984",1984,"AT3G13960"
"3783",3783,"AT5G55340"
"406",406,"AT1G16910"
"2596",2596,"AT4G06810"
"3060",3060,"AT4G39753"
"1138",1138,"AT2G05420"
"137",137,"AT1G05920"
"608",608,"AT1G35140"
"3113",3113,"AT5G02515"
"1172",1172,"AT2G07643"
"613",613,"AT1G35515"
"1632",1632,"AT2G43220"
"510",510,"AT1G25330"
"3431",3431,"AT5G22860"
"1647",1647,"AT2G44735"
"3425",3425,"AT5G22540"
"31",31,"AT1G03710"
"2456",2456,"AT3G62410"
"1753",1753,"AT3G03025"
"3597",3597,"AT5G42290"
"2749",2749,"AT4G15660"
"1873",1873,"AT3G08280"
"3478",3478,"AT5G26673"
"1825",1825,"AT3G05770"
"635",635,"AT1G45248"
"672",672,"AT1G49430"
"1617",1617,"AT2G42560"
"1958",1958,"AT3G12410"
"3855",3855,"AT5G61890"
"3024",3024,"AT4G37060"
"1208",1208,"AT2G08350"
"2323",2323,"AT3G51820"
"246",246,"AT1G08273"
"1197",1197,"AT2G07965"
"1750",1750,"AT3G02940"
"577",577,"AT1G32540"
"3651",3651,"AT5G45115"
"3388",3388,"AT5G18510"
"1143",1143,"AT2G05665"
"2179",2179,"AT3G28899"
"3851",3851,"AT5G61290"
"3784",3784,"AT5G55360"
"2250",2250,"AT3G46680"
"2063",2063,"AT3G21150"
"586",586,"AT1G33090"
"2008",2008,"AT3G16020"
"638",638,"AT1G45616"
"2172",2172,"AT3G28590"
"2413",2413,"AT3G59845"
"2475",2475,"AT4G00030"
"3656",3656,"AT5G45680"
"1426",1426,"AT2G25482"
"1212",1212,"AT2G08445"
"3204",3204,"AT5G06475"
"1095",1095,"AT2G03290"
"3918",3918,"ATCG00700"
"1173",1173,"AT2G07648"
"2009",2009,"AT3G16030"
"2999",2999,"AT4G35165"
"563",563,"AT1G31485"
"1030",1030,"AT1G77950"
"2149",2149,"AT3G27025"
"1464",1464,"AT2G29090"
"1491",1491,"AT2G30985"
"3818",3818,"AT5G58670"
"2194",2194,"AT3G30739"
"2000",2000,"AT3G15490"
"2985",2985,"AT4G34210"
"1074",1074,"AT2G01810"
"1113",1113,"AT2G04378"
"493",493,"AT1G24577"
"3646",3646,"AT5G44990"
"288",288,"AT1G09260"
"3294",3294,"AT5G09610"
"3953",3953,"ATMG01260"
"1536",1536,"AT2G34990"
"1985",1985,"AT3G14030"
"3066",3066,"AT5G00765"
"1867",1867,"AT3G08165"
"989",989,"AT1G74080"
"218",218,"AT1G07697"
"1888",1888,"AT3G08700"
"2329",2329,"AT3G52320"
"3514",3514,"AT5G36970"
"1233",1233,"AT2G08795"
"1938",1938,"AT3G10570"
"120",120,"AT1G05517"
"13",13,"AT1G02310"
"1043",1043,"AT1G78720"
"1593",1593,"AT2G40116"
"1449",1449,"AT2G27390"
"391",391,"AT1G15620"
"3379",3379,"AT5G17700"
"3739",3739,"AT5G52320"
"888",888,"AT1G65346"
"2587",2587,"AT4G06315"
"843",843,"AT1G62580"
"2668",2668,"AT4G09960"
"2784",2784,"AT4G18203"
"3492",3492,"AT5G28340"
"971",971,"AT1G72100"
"3152",3152,"AT5G04005"
"716",716,"AT1G52618"
"710",710,"AT1G52270"
"2125",2125,"AT3G25760"
"1614",1614,"AT2G42200"
"3751",3751,"AT5G53700"
"3659",3659,"AT5G45910"
"312",312,"AT1G09677"
"396",396,"AT1G15890"
"3518",3518,"AT5G37247"
"1096",1096,"AT2G03310"
"639",639,"AT1G46480"
"675",675,"AT1G49750"
"3395",3395,"AT5G19410"
"210",210,"AT1G07550"
"1413",1413,"AT2G24681"
"3034",3034,"AT4G37780"
"2530",2530,"AT4G03805"
"1669",1669,"AT2G46840"
"3888",3888,"AT5G65370"
"251",251,"AT1G08547"
"1399",1399,"AT2G23440"
"1473",1473,"AT2G29630"
"2225",2225,"AT3G45110"
"1025",1025,"AT1G77520"
"1848",1848,"AT3G07275"
"2894",2894,"AT4G26260"
"2563",2563,"AT4G05315"
"2917",2917,"AT4G28110"
"2481",2481,"AT4G00780"
"771",771,"AT1G56160"
"3405",3405,"AT5G20420"
"2730",2730,"AT4G14140"
"3716",3716,"AT5G50335"
"2645",2645,"AT4G08935"
"748",748,"AT1G54773"
"1031",1031,"AT1G77980"
"3040",3040,"AT4G38310"
"2399",2399,"AT3G59010"
"1771",1771,"AT3G03585"
"2088",2088,"AT3G23060"
"440",440,"AT1G20080"
"2949",2949,"AT4G31354"
"3460",3460,"AT5G25120"
"2779",2779,"AT4G17980"
"1260",1260,"AT2G09455"
"1904",1904,"AT3G09225"
"2627",2627,"AT4G08410"
"3402",3402,"AT5G20260"
"2369",2369,"AT3G56380"
"538",538,"AT1G29100"
"905",905,"AT1G66600"
"1250",1250,"AT2G09230"
"3134",3134,"AT5G03475"
"1742",1742,"AT3G02500"
"738",738,"AT1G54050"
"987",987,"AT1G73810"
"525",525,"AT1G27890"
"3867",3867,"AT5G63350"
"425",425,"AT1G18879"
"3264",3264,"AT5G08875"
"2313",2313,"AT3G50940"
"1158",1158,"AT2G06765"
"2881",2881,"AT4G25470"
"3584",3584,"AT5G41310"
"830",830,"AT1G61920"
"2432",2432,"AT3G60940"
"3072",3072,"AT5G00845"
"2520",2520,"AT4G03443"
"3433",3433,"AT5G23010"
"1081",1081,"AT2G02147"
"3863",3863,"AT5G62573"
"2045",2045,"AT3G19663"
"1545",1545,"AT2G35733"
"3000",3000,"AT4G35210"
"1633",1633,"AT2G43255"
"859",859,"AT1G63870"
"2300",2300,"AT3G50170"
"728",728,"AT1G53541"
"1051",1051,"AT1G79250"
"2586",2586,"AT4G06280"
"1492",1492,"AT2G31100"
"3558",3558,"AT5G39330"
"1563",1563,"AT2G36815"
"522",522,"AT1G27610"
"2639",2639,"AT4G08780"
"2932",2932,"AT4G29150"
"3268",3268,"AT5G08965"
"484",484,"AT1G24260"
"2438",2438,"AT3G61117"
"1835",1835,"AT3G06490"
"1644",1644,"AT2G44400"
"3006",3006,"AT4G35820"
"70",70,"AT1G04567"
"1940",1940,"AT3G10605"
"336",336,"AT1G10640"
"1697",1697,"AT3G01215"
"452",452,"AT1G21320"
"1776",1776,"AT3G03745"
"3824",3824,"AT5G59100"
"749",749,"AT1G54820"
"521",521,"AT1G27180"
"725",725,"AT1G53270"
"2850",2850,"AT4G23340"
"505",505,"AT1G25175"
"832",832,"AT1G62000"
"3059",3059,"AT4G39720"
"2335",2335,"AT3G53250"
"3866",3866,"AT5G63340"
"1939",1939,"AT3G10590"
"3774",3774,"AT5G54710"
"1932",1932,"AT3G09995"
"2385",2385,"AT3G57600"
"3720",3720,"AT5G50590"
"1328",1328,"AT2G17060"
"2128",2128,"AT3G25880"
"1156",1156,"AT2G06615"
"3538",3538,"AT5G38310"
"2158",2158,"AT3G27710"
"573",573,"AT1G32172"
"2770",2770,"AT4G17480"
"1793",1793,"AT3G04185"
"1849",1849,"AT3G07450"
"544",544,"AT1G29680"
"2998",2998,"AT4G35160"
"2",2,"AT1G01183"
"1774",1774,"AT3G03635"
"84",84,"AT1G04817"
"2126",2126,"AT3G25770"
"1901",1901,"AT3G09110"
"2867",2867,"AT4G24350"
"1092",1092,"AT2G03210"
"2925",2925,"AT4G28755"
"2519",2519,"AT4G03380"
"1878",1878,"AT3G08410"
"3470",3470,"AT5G25910"
"2595",2595,"AT4G06805"
"2582",2582,"AT4G06210"
"2891",2891,"AT4G26150"
"621",621,"AT1G43140"
"882",882,"AT1G64795"
"1135",1135,"AT2G05270"
"1606",1606,"AT2G41440"
"3634",3634,"AT5G44566"
"2359",2359,"AT3G55500"
"2540",2540,"AT4G04275"
"3670",3670,"AT5G46380"
"1240",1240,"AT2G08910"
"2924",2924,"AT4G28620"
"3641",3641,"AT5G44575"
"2241",2241,"AT3G46340"
"503",503,"AT1G25141"
"51",51,"AT1G04273"
"879",879,"AT1G64590"
"3628",3628,"AT5G44316"
"1620",1620,"AT2G42830"
"952",952,"AT1G70175"
"28",28,"AT1G03502"
"400",400,"AT1G16260"
"496",496,"AT1G24851"
"1884",1884,"AT3G08605"
"1533",1533,"AT2G34610"
"596",596,"AT1G34050"
"2494",2494,"AT4G01390"
"1649",1649,"AT2G45130"
"3087",3087,"AT5G01205"
"3296",3296,"AT5G09640"
"1387",1387,"AT2G22426"
"1272",1272,"AT2G09685"
"3260",3260,"AT5G08760"
"628",628,"AT1G44575"
"2790",2790,"AT4G18350"
"1091",1091,"AT2G03020"
"481",481,"AT1G23995"
"2690",2690,"AT4G11590"
"1469",1469,"AT2G29410"
"1541",1541,"AT2G35345"
"3789",3789,"AT5G55590"
"1349",1349,"AT2G18500"
"845",845,"AT1G62760"
"2239",2239,"AT3G46230"
"233",233,"AT1G07987"
"2773",2773,"AT4G17710"
"1355",1355,"AT2G19190"
"969",969,"AT1G71690"
"1719",1719,"AT3G01835"
"2650",2650,"AT4G09200"
"2286",2286,"AT3G49055"
"2518",2518,"AT4G03298"
"1568",1568,"AT2G37720"
"1121",1121,"AT2G04535"
"2729",2729,"AT4G14104"
"1730",1730,"AT3G02125"
"1165",1165,"AT2G07485"
"3905",3905,"AT5G67080"
"1858",1858,"AT3G07730"
"1192",1192,"AT2G07775"
"1787",1787,"AT3G04065"
"717",717,"AT1G52690"
"3658",3658,"AT5G45810"
"631",631,"AT1G45010"
"260",260,"AT1G08697"
"2021",2021,"AT3G17010"
"38",38,"AT1G04073"
"679",679,"AT1G49938"
"3957",3957,"ATMG01310"
"2742",2742,"AT4G15040"
"3814",3814,"AT5G58260"
"2641",2641,"AT4G08868"
"2800",2800,"AT4G19000"
"579",579,"AT1G32570"
"3940",3940,"ATMG00750"
"1055",1055,"AT1G79860"
"788",788,"AT1G58300"
"2301",2301,"AT3G50330"
"2411",2411,"AT3G59790"
"2961",2961,"AT4G31960"
"3436",3436,"AT5G23190"
"2841",2841,"AT4G22940"
"2592",2592,"AT4G06745"
"1876",1876,"AT3G08360"
"2931",2931,"AT4G29050"
"1335",1335,"AT2G17770"
"2314",2314,"AT3G51070"
"2845",2845,"AT4G23180"
"2679",2679,"AT4G10613"
"696",696,"AT1G51620"
"3746",3746,"AT5G53100"
"1274",1274,"AT2G09700"
"3555",3555,"AT5G39160"
"257",257,"AT1G08633"
"2912",2912,"AT4G27560"
"3706",3706,"AT5G49350"
"1291",1291,"AT2G11205"
"3002",3002,"AT4G35370"
"3178",3178,"AT5G05255"
"2594",2594,"AT4G06785"
"2117",2117,"AT3G25013"
"3938",3938,"ATMG00620"
"116",116,"AT1G05450"
"3016",3016,"AT4G36740"
"2659",2659,"AT4G09535"
"3665",3665,"AT5G46220"
"3021",3021,"AT4G36925"
"3483",3483,"AT5G27070"
"787",787,"AT1G58270"
"2054",2054,"AT3G20400"
"1458",1458,"AT2G28500"
"1246",1246,"AT2G09170"
"3744",3744,"AT5G52940"
"2466",2466,"AT3G63050"
"2601",2601,"AT4G07105"
"3635",3635,"AT5G44567"
"1308",1308,"AT2G14510"
"2767",2767,"AT4G17090"
"3840",3840,"AT5G60250"
"1629",1629,"AT2G43137"
"3639",3639,"AT5G44572"
"154",154,"AT1G06160"
"3886",3886,"AT5G65225"
"1213",1213,"AT2G08450"
"657",657,"AT1G48260"
"3832",3832,"AT5G59670"
"3351",3351,"AT5G15430"
"3207",3207,"AT5G06585"
"1273",1273,"AT2G09695"
"2626",2626,"AT4G08315"
"3791",3791,"AT5G55893"
"600",600,"AT1G34420"
"3184",3184,"AT5G05400"
"2351",2351,"AT3G54530"
"1738",1738,"AT3G02445"
"2670",2670,"AT4G10060"
"3001",3001,"AT4G35295"
"1448",1448,"AT2G27385"
"3347",3347,"AT5G14895"
"2906",2906,"AT4G26950"
"3010",3010,"AT4G36230"
"3913",3913,"ATCG00550"
"2223",2223,"AT3G45070"
"479",479,"AT1G23960"
"661",661,"AT1G48470"
"1691",1691,"AT3G01045"
"1245",1245,"AT2G09165"
"3617",3617,"AT5G43640"
"2851",2851,"AT4G23496"
"3343",3343,"AT5G14545"
"2416",2416,"AT3G60090"
"1675",1675,"AT2G47245"
"1807",1807,"AT3G04900"
"3420",3420,"AT5G22390"
"2965",2965,"AT4G32535"
"569",569,"AT1G31960"
"1067",1067,"AT2G01310"
"3713",3713,"AT5G49920"
"3382",3382,"AT5G17880"
"1625",1625,"AT2G42930"
"385",385,"AT1G15320"
"1921",1921,"AT3G09635"
"3387",3387,"AT5G18340"
"2990",2990,"AT4G34470"
"1005",1005,"AT1G75166"
"2091",2091,"AT3G23250"
"1715",1715,"AT3G01675"
"409",409,"AT1G17260"
"1019",1019,"AT1G76965"
"371",371,"AT1G13608"
"1569",1569,"AT2G37805"
"3331",3331,"AT5G13670"
"3686",3686,"AT5G47590"
"2515",2515,"AT4G03070"
"1824",1824,"AT3G05655"
"2092",2092,"AT3G23350"
"1517",1517,"AT2G33100"
"644",644,"AT1G47610"
"1814",1814,"AT3G05135"
"552",552,"AT1G30740"
"501",501,"AT1G25055"
"1798",1798,"AT3G04370"
"2471",2471,"AT3G63320"
"751",751,"AT1G54940"
"1459",1459,"AT2G28630"
"80",80,"AT1G04743"
"733",733,"AT1G53900"
"2201",2201,"AT3G43850"
"2180",2180,"AT3G28960"
"1906",1906,"AT3G09245"
"1540",1540,"AT2G35343"
"3432",3432,"AT5G23000"
"892",892,"AT1G65486"
"3652",3652,"AT5G45220"
"381",381,"AT1G14960"
"2704",2704,"AT4G12440"
"795",795,"AT1G58808"
"186",186,"AT1G06773"
"492",492,"AT1G24570"
"2538",2538,"AT4G04225"
"752",752,"AT1G54970"
"721",721,"AT1G52830"
"2364",2364,"AT3G55935"
"2461",2461,"AT3G62550"
"500",500,"AT1G25054"
"1864",1864,"AT3G08075"
"881",881,"AT1G64710"
"3191",3191,"AT5G06070"
"3878",3878,"AT5G64190"
"3175",3175,"AT5G05070"
"3203",3203,"AT5G06465"
"2020",2020,"AT3G16712"
"3211",3211,"AT5G06755"
"314",314,"AT1G09720"
"3536",3536,"AT5G38080"
"2254",2254,"AT3G46735"
"940",940,"AT1G68800"
"1385",1385,"AT2G22290"
"1707",1707,"AT3G01485"
"1960",1960,"AT3G12540"
"3357",3357,"AT5G15800"
"1216",1216,"AT2G08470"
"2442",2442,"AT3G61280"
"1983",1983,"AT3G13900"
"1997",1997,"AT3G14981"
"1347",1347,"AT2G18420"
"476",476,"AT1G23730"
"1857",1857,"AT3G07725"
"254",254,"AT1G08567"
"3423",3423,"AT5G22520"
"1584",1584,"AT2G39415"
"3136",3136,"AT5G03485"
"3925",3925,"ATMG00130"
"292",292,"AT1G09323"
"2138",2138,"AT3G26290"
"3945",3945,"ATMG01020"
"3119",3119,"AT5G02720"
"1846",1846,"AT3G07255"
"1077",1077,"AT2G01990"
"3065",3065,"AT5G00755"
"3885",3885,"AT5G65158"
"637",637,"AT1G45545"
"104",104,"AT1G05283"
"2727",2727,"AT4G13790"
"3476",3476,"AT5G26320"
"2528",2528,"AT4G03725"
"1351",1351,"AT2G18640"
"2973",2973,"AT4G33465"
"1388",1388,"AT2G22496"
