"","WS_GC_c1.which.mclass....4...1."
"1","AT1G01030"
"2","AT1G01080"
"3","AT1G01120"
"4","AT1G01130"
"5","AT1G01180"
"6","AT1G01200"
"7","AT1G01310"
"8","AT1G01340"
"9","AT1G01380"
"10","AT1G01500"
"11","AT1G01570"
"12","AT1G01610"
"13","AT1G01660"
"14","AT1G01700"
"15","AT1G01715"
"16","AT1G01740"
"17","AT1G01810"
"18","AT1G01840"
"19","AT1G01860"
"20","AT1G01880"
"21","AT1G01900"
"22","AT1G01970"
"23","AT1G02010"
"24","AT1G02020"
"25","AT1G02030"
"26","AT1G02180"
"27","AT1G02220"
"28","AT1G02230"
"29","AT1G02260"
"30","AT1G02300"
"31","AT1G02340"
"32","AT1G02350"
"33","AT1G02380"
"34","AT1G02390"
"35","AT1G02400"
"36","AT1G02420"
"37","AT1G02440"
"38","AT1G02450"
"39","AT1G02490"
"40","AT1G02530"
"41","AT1G02575"
"42","AT1G02650"
"43","AT1G02660"
"44","AT1G02670"
"45","AT1G02705"
"46","AT1G02710"
"47","AT1G02930"
"48","AT1G03010"
"49","AT1G03070"
"50","AT1G03100"
"51","AT1G03106"
"52","AT1G03130"
"53","AT1G03200"
"54","AT1G03240"
"55","AT1G03300"
"56","AT1G03310"
"57","AT1G03340"
"58","AT1G03400"
"59","AT1G03495"
"60","AT1G03510"
"61","AT1G03540"
"62","AT1G03545"
"63","AT1G03600"
"64","AT1G03620"
"65","AT1G03630"
"66","AT1G03660"
"67","AT1G03750"
"68","AT1G03800"
"69","AT1G03820"
"70","AT1G03920"
"71","AT1G03940"
"72","AT1G03950"
"73","AT1G03980"
"74","AT1G03990"
"75","AT1G03993"
"76","AT1G04007"
"77","AT1G04017"
"78","AT1G04047"
"79","AT1G04053"
"80","AT1G04067"
"81","AT1G04077"
"82","AT1G04090"
"83","AT1G04100"
"84","AT1G04123"
"85","AT1G04150"
"86","AT1G04160"
"87","AT1G04163"
"88","AT1G04180"
"89","AT1G04220"
"90","AT1G04233"
"91","AT1G04240"
"92","AT1G04247"
"93","AT1G04297"
"94","AT1G04310"
"95","AT1G04330"
"96","AT1G04347"
"97","AT1G04350"
"98","AT1G04353"
"99","AT1G04380"
"100","AT1G04390"
"101","AT1G04425"
"102","AT1G04433"
"103","AT1G04473"
"104","AT1G04477"
"105","AT1G04490"
"106","AT1G04513"
"107","AT1G04540"
"108","AT1G04555"
"109","AT1G04560"
"110","AT1G04570"
"111","AT1G04580"
"112","AT1G04600"
"113","AT1G04620"
"114","AT1G04647"
"115","AT1G04650"
"116","AT1G04700"
"117","AT1G04707"
"118","AT1G04713"
"119","AT1G04733"
"120","AT1G04778"
"121","AT1G04823"
"122","AT1G04873"
"123","AT1G04880"
"124","AT1G04917"
"125","AT1G04930"
"126","AT1G04973"
"127","AT1G05000"
"128","AT1G05030"
"129","AT1G05033"
"130","AT1G05065"
"131","AT1G05087"
"132","AT1G05100"
"133","AT1G05140"
"134","AT1G05153"
"135","AT1G05163"
"136","AT1G05187"
"137","AT1G05200"
"138","AT1G05230"
"139","AT1G05240"
"140","AT1G05267"
"141","AT1G05273"
"142","AT1G05277"
"143","AT1G05287"
"144","AT1G05300"
"145","AT1G05310"
"146","AT1G05333"
"147","AT1G05370"
"148","AT1G05385"
"149","AT1G05397"
"150","AT1G05400"
"151","AT1G05420"
"152","AT1G05453"
"153","AT1G05467"
"154","AT1G05490"
"155","AT1G05530"
"156","AT1G05553"
"157","AT1G05557"
"158","AT1G05577"
"159","AT1G05600"
"160","AT1G05610"
"161","AT1G05630"
"162","AT1G05640"
"163","AT1G05670"
"164","AT1G05690"
"165","AT1G05700"
"166","AT1G05753"
"167","AT1G05767"
"168","AT1G05773"
"169","AT1G05820"
"170","AT1G05837"
"171","AT1G05843"
"172","AT1G05873"
"173","AT1G05943"
"174","AT1G05950"
"175","AT1G05973"
"176","AT1G06003"
"177","AT1G06033"
"178","AT1G06045"
"179","AT1G06050"
"180","AT1G06080"
"181","AT1G06083"
"182","AT1G06113"
"183","AT1G06120"
"184","AT1G06140"
"185","AT1G06143"
"186","AT1G06173"
"187","AT1G06213"
"188","AT1G06250"
"189","AT1G06257"
"190","AT1G06265"
"191","AT1G06283"
"192","AT1G06287"
"193","AT1G06320"
"194","AT1G06330"
"195","AT1G06350"
"196","AT1G06357"
"197","AT1G06423"
"198","AT1G06430"
"199","AT1G06440"
"200","AT1G06460"
"201","AT1G06473"
"202","AT1G06553"
"203","AT1G06580"
"204","AT1G06643"
"205","AT1G06647"
"206","AT1G06680"
"207","AT1G06687"
"208","AT1G06690"
"209","AT1G06710"
"210","AT1G06740"
"211","AT1G06787"
"212","AT1G06963"
"213","AT1G06980"
"214","AT1G06990"
"215","AT1G07000"
"216","AT1G07119"
"217","AT1G07120"
"218","AT1G07143"
"219","AT1G07150"
"220","AT1G07160"
"221","AT1G07280"
"222","AT1G07290"
"223","AT1G07373"
"224","AT1G07390"
"225","AT1G07397"
"226","AT1G07400"
"227","AT1G07407"
"228","AT1G07477"
"229","AT1G07485"
"230","AT1G07513"
"231","AT1G07560"
"232","AT1G07567"
"233","AT1G07607"
"234","AT1G07620"
"235","AT1G07647"
"236","AT1G07667"
"237","AT1G07730"
"238","AT1G07733"
"239","AT1G07737"
"240","AT1G07753"
"241","AT1G07795"
"242","AT1G07813"
"243","AT1G07897"
"244","AT1G07902"
"245","AT1G07903"
"246","AT1G07933"
"247","AT1G07937"
"248","AT1G08003"
"249","AT1G08035"
"250","AT1G08050"
"251","AT1G08070"
"252","AT1G08073"
"253","AT1G08087"
"254","AT1G08103"
"255","AT1G08180"
"256","AT1G08270"
"257","AT1G08283"
"258","AT1G08287"
"259","AT1G08290"
"260","AT1G08293"
"261","AT1G08300"
"262","AT1G08310"
"263","AT1G08315"
"264","AT1G08317"
"265","AT1G08320"
"266","AT1G08380"
"267","AT1G08387"
"268","AT1G08393"
"269","AT1G08457"
"270","AT1G08463"
"271","AT1G08507"
"272","AT1G08513"
"273","AT1G08540"
"274","AT1G08630"
"275","AT1G08645"
"276","AT1G08723"
"277","AT1G08727"
"278","AT1G08730"
"279","AT1G08753"
"280","AT1G08900"
"281","AT1G08940"
"282","AT1G08973"
"283","AT1G08980"
"284","AT1G08990"
"285","AT1G09023"
"286","AT1G09027"
"287","AT1G09040"
"288","AT1G09050"
"289","AT1G09167"
"290","AT1G09170"
"291","AT1G09180"
"292","AT1G09193"
"293","AT1G09195"
"294","AT1G09220"
"295","AT1G09247"
"296","AT1G09297"
"297","AT1G09310"
"298","AT1G09327"
"299","AT1G09340"
"300","AT1G09383"
"301","AT1G09410"
"302","AT1G09415"
"303","AT1G09421"
"304","AT1G09440"
"305","AT1G09443"
"306","AT1G09480"
"307","AT1G09487"
"308","AT1G09493"
"309","AT1G09497"
"310","AT1G09517"
"311","AT1G09523"
"312","AT1G09530"
"313","AT1G09533"
"314","AT1G09543"
"315","AT1G09600"
"316","AT1G09610"
"317","AT1G09617"
"318","AT1G09627"
"319","AT1G09650"
"320","AT1G09663"
"321","AT1G09673"
"322","AT1G09680"
"323","AT1G09697"
"324","AT1G09713"
"325","AT1G09783"
"326","AT1G09794"
"327","AT1G09812"
"328","AT1G09833"
"329","AT1G09860"
"330","AT1G09867"
"331","AT1G09880"
"332","AT1G09897"
"333","AT1G09910"
"334","AT1G09913"
"335","AT1G09930"
"336","AT1G09940"
"337","AT1G09950"
"338","AT1G09963"
"339","AT1G09987"
"340","AT1G09993"
"341","AT1G10050"
"342","AT1G10090"
"343","AT1G10095"
"344","AT1G10220"
"345","AT1G10330"
"346","AT1G10340"
"347","AT1G10360"
"348","AT1G10417"
"349","AT1G10460"
"350","AT1G10480"
"351","AT1G10520"
"352","AT1G10540"
"353","AT1G10560"
"354","AT1G10657"
"355","AT1G10710"
"356","AT1G10790"
"357","AT1G10800"
"358","AT1G10810"
"359","AT1G10875"
"360","AT1G10920"
"361","AT1G10960"
"362","AT1G11080"
"363","AT1G11100"
"364","AT1G11125"
"365","AT1G11160"
"366","AT1G11170"
"367","AT1G11210"
"368","AT1G11270"
"369","AT1G11280"
"370","AT1G11290"
"371","AT1G11300"
"372","AT1G11303"
"373","AT1G11320"
"374","AT1G11490"
"375","AT1G11500"
"376","AT1G11540"
"377","AT1G11591"
"378","AT1G11700"
"379","AT1G11730"
"380","AT1G11880"
"381","AT1G11900"
"382","AT1G11915"
"383","AT1G11960"
"384","AT1G12030"
"385","AT1G12040"
"386","AT1G12060"
"387","AT1G12070"
"388","AT1G12100"
"389","AT1G12211"
"390","AT1G12220"
"391","AT1G12250"
"392","AT1G12290"
"393","AT1G12300"
"394","AT1G12330"
"395","AT1G12480"
"396","AT1G12550"
"397","AT1G12560"
"398","AT1G12620"
"399","AT1G12700"
"400","AT1G12710"
"401","AT1G12775"
"402","AT1G12805"
"403","AT1G12860"
"404","AT1G12890"
"405","AT1G12900"
"406","AT1G12950"
"407","AT1G13040"
"408","AT1G13050"
"409","AT1G13090"
"410","AT1G13100"
"411","AT1G13140"
"412","AT1G13143"
"413","AT1G13150"
"414","AT1G13230"
"415","AT1G13250"
"416","AT1G13330"
"417","AT1G13340"
"418","AT1G13370"
"419","AT1G13420"
"420","AT1G13430"
"421","AT1G13448"
"422","AT1G13480"
"423","AT1G13520"
"424","AT1G13550"
"425","AT1G13609"
"426","AT1G13630"
"427","AT1G13680"
"428","AT1G13780"
"429","AT1G13800"
"430","AT1G13820"
"431","AT1G13830"
"432","AT1G14030"
"433","AT1G14150"
"434","AT1G14160"
"435","AT1G14185"
"436","AT1G14190"
"437","AT1G14205"
"438","AT1G14260"
"439","AT1G14270"
"440","AT1G14280"
"441","AT1G14345"
"442","AT1G14430"
"443","AT1G14470"
"444","AT1G14480"
"445","AT1G14490"
"446","AT1G14500"
"447","AT1G14540"
"448","AT1G14630"
"449","AT1G14660"
"450","AT1G14680"
"451","AT1G14687"
"452","AT1G14700"
"453","AT1G14750"
"454","AT1G14780"
"455","AT1G14790"
"456","AT1G15050"
"457","AT1G15160"
"458","AT1G15165"
"459","AT1G15175"
"460","AT1G15180"
"461","AT1G15190"
"462","AT1G15415"
"463","AT1G15510"
"464","AT1G15520"
"465","AT1G15530"
"466","AT1G15720"
"467","AT1G15730"
"468","AT1G15772"
"469","AT1G15790"
"470","AT1G15830"
"471","AT1G15900"
"472","AT1G16022"
"473","AT1G16025"
"474","AT1G16090"
"475","AT1G16110"
"476","AT1G16130"
"477","AT1G16150"
"478","AT1G16160"
"479","AT1G16225"
"480","AT1G16360"
"481","AT1G16370"
"482","AT1G16390"
"483","AT1G16445"
"484","AT1G16480"
"485","AT1G16489"
"486","AT1G16490"
"487","AT1G16510"
"488","AT1G16515"
"489","AT1G16640"
"490","AT1G16705"
"491","AT1G16720"
"492","AT1G16750"
"493","AT1G16780"
"494","AT1G16825"
"495","AT1G16850"
"496","AT1G16905"
"497","AT1G17020"
"498","AT1G17065"
"499","AT1G17100"
"500","AT1G17200"
"501","AT1G17230"
"502","AT1G17232"
"503","AT1G17235"
"504","AT1G17250"
"505","AT1G17255"
"506","AT1G17340"
"507","AT1G17380"
"508","AT1G17480"
"509","AT1G17590"
"510","AT1G17630"
"511","AT1G17700"
"512","AT1G17744"
"513","AT1G17750"
"514","AT1G17820"
"515","AT1G17830"
"516","AT1G17840"
"517","AT1G17870"
"518","AT1G17920"
"519","AT1G17940"
"520","AT1G17950"
"521","AT1G17960"
"522","AT1G18000"
"523","AT1G18020"
"524","AT1G18075"
"525","AT1G18140"
"526","AT1G18170"
"527","AT1G18200"
"528","AT1G18265"
"529","AT1G18280"
"530","AT1G18320"
"531","AT1G18382"
"532","AT1G18420"
"533","AT1G18485"
"534","AT1G18560"
"535","AT1G18570"
"536","AT1G18670"
"537","AT1G18750"
"538","AT1G18773"
"539","AT1G18860"
"540","AT1G18940"
"541","AT1G18970"
"542","AT1G19025"
"543","AT1G19050"
"544","AT1G19080"
"545","AT1G19115"
"546","AT1G19190"
"547","AT1G19200"
"548","AT1G19210"
"549","AT1G19230"
"550","AT1G19330"
"551","AT1G19380"
"552","AT1G19396"
"553","AT1G19397"
"554","AT1G19550"
"555","AT1G19650"
"556","AT1G19700"
"557","AT1G19715"
"558","AT1G19720"
"559","AT1G19780"
"560","AT1G19840"
"561","AT1G19900"
"562","AT1G19940"
"563","AT1G20030"
"564","AT1G20065"
"565","AT1G20130"
"566","AT1G20230"
"567","AT1G20470"
"568","AT1G20490"
"569","AT1G20515"
"570","AT1G20530"
"571","AT1G20570"
"572","AT1G20590"
"573","AT1G20650"
"574","AT1G20690"
"575","AT1G20691"
"576","AT1G20720"
"577","AT1G20810"
"578","AT1G20870"
"579","AT1G21060"
"580","AT1G21100"
"581","AT1G21130"
"582","AT1G21150"
"583","AT1G21210"
"584","AT1G21230"
"585","AT1G21326"
"586","AT1G21360"
"587","AT1G21390"
"588","AT1G21400"
"589","AT1G21460"
"590","AT1G21520"
"591","AT1G21590"
"592","AT1G21651"
"593","AT1G21670"
"594","AT1G21695"
"595","AT1G21810"
"596","AT1G21890"
"597","AT1G21910"
"598","AT1G21990"
"599","AT1G22030"
"600","AT1G22160"
"601","AT1G22220"
"602","AT1G22260"
"603","AT1G22275"
"604","AT1G22340"
"605","AT1G22370"
"606","AT1G22380"
"607","AT1G22460"
"608","AT1G22490"
"609","AT1G22540"
"610","AT1G22550"
"611","AT1G22570"
"612","AT1G22590"
"613","AT1G22810"
"614","AT1G22830"
"615","AT1G22985"
"616","AT1G22990"
"617","AT1G23010"
"618","AT1G23060"
"619","AT1G23140"
"620","AT1G23210"
"621","AT1G23350"
"622","AT1G23360"
"623","AT1G23390"
"624","AT1G23450"
"625","AT1G23465"
"626","AT1G23550"
"627","AT1G23560"
"628","AT1G23740"
"629","AT1G23790"
"630","AT1G23830"
"631","AT1G23840"
"632","AT1G23880"
"633","AT1G23985"
"634","AT1G24068"
"635","AT1G24140"
"636","AT1G24150"
"637","AT1G24210"
"638","AT1G24330"
"639","AT1G24405"
"640","AT1G24530"
"641","AT1G24575"
"642","AT1G24620"
"643","AT1G24735"
"644","AT1G24909"
"645","AT1G25155"
"646","AT1G25277"
"647","AT1G25370"
"648","AT1G25390"
"649","AT1G25400"
"650","AT1G25422"
"651","AT1G25425"
"652","AT1G25460"
"653","AT1G25988"
"654","AT1G26130"
"655","AT1G26200"
"656","AT1G26210"
"657","AT1G26218"
"658","AT1G26220"
"659","AT1G26290"
"660","AT1G26500"
"661","AT1G26540"
"662","AT1G26560"
"663","AT1G26570"
"664","AT1G26590"
"665","AT1G26610"
"666","AT1G26770"
"667","AT1G26790"
"668","AT1G26890"
"669","AT1G26970"
"670","AT1G27110"
"671","AT1G27140"
"672","AT1G27170"
"673","AT1G27410"
"674","AT1G27420"
"675","AT1G27565"
"676","AT1G27570"
"677","AT1G27580"
"678","AT1G27620"
"679","AT1G27640"
"680","AT1G27720"
"681","AT1G27740"
"682","AT1G27910"
"683","AT1G28010"
"684","AT1G28135"
"685","AT1G28360"
"686","AT1G28470"
"687","AT1G28480"
"688","AT1G28550"
"689","AT1G28570"
"690","AT1G28660"
"691","AT1G28670"
"692","AT1G28690"
"693","AT1G28710"
"694","AT1G28765"
"695","AT1G29090"
"696","AT1G29179"
"697","AT1G29180"
"698","AT1G29200"
"699","AT1G29240"
"700","AT1G29355"
"701","AT1G29410"
"702","AT1G29420"
"703","AT1G29540"
"704","AT1G29560"
"705","AT1G29590"
"706","AT1G29660"
"707","AT1G29700"
"708","AT1G29750"
"709","AT1G29770"
"710","AT1G29830"
"711","AT1G29910"
"712","AT1G29920"
"713","AT1G30010"
"714","AT1G30020"
"715","AT1G30040"
"716","AT1G30050"
"717","AT1G30210"
"718","AT1G30260"
"719","AT1G30280"
"720","AT1G30282"
"721","AT1G30290"
"722","AT1G30370"
"723","AT1G30380"
"724","AT1G30473"
"725","AT1G30500"
"726","AT1G30515"
"727","AT1G30520"
"728","AT1G30530"
"729","AT1G30610"
"730","AT1G30700"
"731","AT1G30720"
"732","AT1G30730"
"733","AT1G30757"
"734","AT1G30870"
"735","AT1G30990"
"736","AT1G31040"
"737","AT1G31190"
"738","AT1G31200"
"739","AT1G31240"
"740","AT1G31280"
"741","AT1G31310"
"742","AT1G31430"
"743","AT1G31490"
"744","AT1G31650"
"745","AT1G31670"
"746","AT1G31720"
"747","AT1G31790"
"748","AT1G31800"
"749","AT1G31840"
"750","AT1G31880"
"751","AT1G31885"
"752","AT1G32270"
"753","AT1G32415"
"754","AT1G32510"
"755","AT1G32520"
"756","AT1G32550"
"757","AT1G32740"
"758","AT1G32900"
"759","AT1G32940"
"760","AT1G33030"
"761","AT1G33260"
"762","AT1G33340"
"763","AT1G33350"
"764","AT1G33440"
"765","AT1G33475"
"766","AT1G33500"
"767","AT1G33560"
"768","AT1G33612"
"769","AT1G33615"
"770","AT1G33670"
"771","AT1G33970"
"772","AT1G34040"
"773","AT1G34120"
"774","AT1G34160"
"775","AT1G34317"
"776","AT1G34380"
"777","AT1G34460"
"778","AT1G34480"
"779","AT1G34640"
"780","AT1G35210"
"781","AT1G35230"
"782","AT1G35255"
"783","AT1G35320"
"784","AT1G35350"
"785","AT1G35530"
"786","AT1G35545"
"787","AT1G35660"
"788","AT1G35710"
"789","AT1G35910"
"790","AT1G36180"
"791","AT1G36622"
"792","AT1G36640"
"793","AT1G36992"
"794","AT1G37150"
"795","AT1G38065"
"796","AT1G42560"
"797","AT1G42970"
"798","AT1G43000"
"799","AT1G43010"
"800","AT1G43040"
"801","AT1G43160"
"802","AT1G43765"
"803","AT1G43770"
"804","AT1G43980"
"805","AT1G44020"
"806","AT1G44050"
"807","AT1G44160"
"808","AT1G44318"
"809","AT1G44350"
"810","AT1G44830"
"811","AT1G45180"
"812","AT1G45191"
"813","AT1G45229"
