"","WS_GC_c1.which.mclass....1...1."
"1","AT1G01060"
"2","AT1G01070"
"3","AT1G01090"
"4","AT1G01160"
"5","AT1G01170"
"6","AT1G01210"
"7","AT1G01230"
"8","AT1G01300"
"9","AT1G01360"
"10","AT1G01490"
"11","AT1G01510"
"12","AT1G01550"
"13","AT1G01720"
"14","AT1G01730"
"15","AT1G01800"
"16","AT1G01820"
"17","AT1G01910"
"18","AT1G01920"
"19","AT1G01940"
"20","AT1G01960"
"21","AT1G02080"
"22","AT1G02090"
"23","AT1G02100"
"24","AT1G02130"
"25","AT1G02160"
"26","AT1G02280"
"27","AT1G02305"
"28","AT1G02335"
"29","AT1G02410"
"30","AT1G02560"
"31","AT1G02690"
"32","AT1G02816"
"33","AT1G02840"
"34","AT1G02850"
"35","AT1G02870"
"36","AT1G02880"
"37","AT1G02900"
"38","AT1G03110"
"39","AT1G03140"
"40","AT1G03150"
"41","AT1G03210"
"42","AT1G03230"
"43","AT1G03330"
"44","AT1G03360"
"45","AT1G03380"
"46","AT1G03410"
"47","AT1G03530"
"48","AT1G03590"
"49","AT1G03610"
"50","AT1G03850"
"51","AT1G03900"
"52","AT1G03910"
"53","AT1G04070"
"54","AT1G04080"
"55","AT1G04140"
"56","AT1G04170"
"57","AT1G04190"
"58","AT1G04250"
"59","AT1G04340"
"60","AT1G04430"
"61","AT1G04440"
"62","AT1G04503"
"63","AT1G04510"
"64","AT1G04520"
"65","AT1G04590"
"66","AT1G04610"
"67","AT1G04630"
"68","AT1G04680"
"69","AT1G04690"
"70","AT1G04810"
"71","AT1G04850"
"72","AT1G04870"
"73","AT1G04900"
"74","AT1G04940"
"75","AT1G04950"
"76","AT1G04980"
"77","AT1G05205"
"78","AT1G05260"
"79","AT1G05347"
"80","AT1G05570"
"81","AT1G05620"
"82","AT1G05680"
"83","AT1G05720"
"84","AT1G05840"
"85","AT1G05850"
"86","AT1G05890"
"87","AT1G05910"
"88","AT1G05940"
"89","AT1G06040"
"90","AT1G06110"
"91","AT1G06130"
"92","AT1G06190"
"93","AT1G06200"
"94","AT1G06220"
"95","AT1G06230"
"96","AT1G06390"
"97","AT1G06400"
"98","AT1G06410"
"99","AT1G06470"
"100","AT1G06515"
"101","AT1G06530"
"102","AT1G06540"
"103","AT1G06550"
"104","AT1G06570"
"105","AT1G06573"
"106","AT1G06670"
"107","AT1G06700"
"108","AT1G06720"
"109","AT1G06760"
"110","AT1G06870"
"111","AT1G06890"
"112","AT1G06900"
"113","AT1G06950"
"114","AT1G06960"
"115","AT1G07020"
"116","AT1G07030"
"117","AT1G07070"
"118","AT1G07080"
"119","AT1G07170"
"120","AT1G07210"
"121","AT1G07260"
"122","AT1G07310"
"123","AT1G07360"
"124","AT1G07370"
"125","AT1G07420"
"126","AT1G07470"
"127","AT1G07670"
"128","AT1G07750"
"129","AT1G07830"
"130","AT1G07840"
"131","AT1G07960"
"132","AT1G07985"
"133","AT1G08110"
"134","AT1G08130"
"135","AT1G08160"
"136","AT1G08200"
"137","AT1G08220"
"138","AT1G08370"
"139","AT1G08410"
"140","AT1G08450"
"141","AT1G08480"
"142","AT1G08500"
"143","AT1G08510"
"144","AT1G08560"
"145","AT1G08570"
"146","AT1G08580"
"147","AT1G08640"
"148","AT1G08650"
"149","AT1G08660"
"150","AT1G08780"
"151","AT1G08820"
"152","AT1G08930"
"153","AT1G09070"
"154","AT1G09140"
"155","AT1G09150"
"156","AT1G09160"
"157","AT1G09270"
"158","AT1G09280"
"159","AT1G09330"
"160","AT1G09430"
"161","AT1G09460"
"162","AT1G09570"
"163","AT1G09580"
"164","AT1G09620"
"165","AT1G09630"
"166","AT1G09660"
"167","AT1G09740"
"168","AT1G09760"
"169","AT1G09840"
"170","AT1G09870"
"171","AT1G09970"
"172","AT1G10030"
"173","AT1G10120"
"174","AT1G10140"
"175","AT1G10200"
"176","AT1G10290"
"177","AT1G10380"
"178","AT1G10490"
"179","AT1G10500"
"180","AT1G10580"
"181","AT1G10600"
"182","AT1G10865"
"183","AT1G11000"
"184","AT1G11175"
"185","AT1G11240"
"186","AT1G11260"
"187","AT1G11310"
"188","AT1G11360"
"189","AT1G11400"
"190","AT1G11430"
"191","AT1G11450"
"192","AT1G11480"
"193","AT1G11545"
"194","AT1G11670"
"195","AT1G11750"
"196","AT1G11840"
"197","AT1G11860"
"198","AT1G11890"
"199","AT1G11910"
"200","AT1G12020"
"201","AT1G12120"
"202","AT1G12200"
"203","AT1G12270"
"204","AT1G12340"
"205","AT1G12360"
"206","AT1G12440"
"207","AT1G12580"
"208","AT1G12650"
"209","AT1G12780"
"210","AT1G12810"
"211","AT1G12830"
"212","AT1G12850"
"213","AT1G12910"
"214","AT1G13060"
"215","AT1G13160"
"216","AT1G13220"
"217","AT1G13245"
"218","AT1G13260"
"219","AT1G13280"
"220","AT1G13320"
"221","AT1G13360"
"222","AT1G13380"
"223","AT1G13560"
"224","AT1G13590"
"225","AT1G13620"
"226","AT1G13670"
"227","AT1G13690"
"228","AT1G13730"
"229","AT1G13980"
"230","AT1G14000"
"231","AT1G14010"
"232","AT1G14060"
"233","AT1G14210"
"234","AT1G14290"
"235","AT1G14300"
"236","AT1G14410"
"237","AT1G14453"
"238","AT1G14510"
"239","AT1G14570"
"240","AT1G14610"
"241","AT1G14620"
